Date,GOLD
1985-07-23,0.703125
1985-07-24,0.703125
1985-07-25,0.703125
1985-07-26,0.703125
1985-07-29,0.703125
1985-07-30,0.703125
1985-07-31,0.78125
1985-08-01,0.859375
1985-08-02,0.78125
1985-08-05,0.78125
1985-08-06,0.78125
1985-08-07,0.78125
1985-08-08,0.78125
1985-08-09,0.78125
1985-08-12,0.78125
1985-08-13,0.78125
1985-08-14,0.78125
1985-08-15,0.859375
1985-08-16,0.9375
1985-08-19,0.9375
1985-08-20,0.859375
1985-08-21,0.859375
1985-08-22,0.859375
1985-08-23,0.859375
1985-08-26,0.859375
1985-08-27,0.859375
1985-08-28,0.859375
1985-08-29,0.859375
1985-08-30,0.859375
1985-09-03,0.859375
1985-09-04,0.859375
1985-09-05,0.78125
1985-09-06,0.78125
1985-09-09,0.78125
1985-09-10,0.78125
1985-09-11,0.78125
1985-09-12,0.78125
1985-09-13,0.78125
1985-09-16,0.78125
1985-09-17,0.78125
1985-09-18,0.78125
1985-09-19,0.78125
1985-09-20,0.859375
1985-09-23,0.859375
1985-09-24,0.859375
1985-09-25,0.859375
1985-09-26,0.9375
1985-09-30,0.9375
1985-10-01,0.9375
1985-10-02,0.859375
1985-10-03,0.9375
1985-10-04,0.9375
1985-10-07,0.9375
1985-10-08,0.9375
1985-10-09,0.859375
1985-10-10,0.859375
1985-10-11,0.859375
1985-10-14,0.859375
1985-10-15,0.859375
1985-10-16,0.859375
1985-10-17,0.859375
1985-10-18,0.859375
1985-10-21,0.859375
1985-10-22,0.859375
1985-10-23,0.859375
1985-10-24,0.78125
1985-10-25,0.78125
1985-10-28,0.78125
1985-10-29,0.78125
1985-10-30,0.78125
1985-10-31,0.78125
1985-11-01,0.78125
1985-11-04,0.78125
1985-11-05,0.859375
1985-11-06,0.859375
1985-11-07,0.859375
1985-11-08,0.78125
1985-11-11,0.859375
1985-11-12,0.78125
1985-11-13,0.78125
1985-11-14,0.78125
1985-11-15,0.78125
1985-11-18,0.78125
1985-11-19,0.78125
1985-11-20,0.78125
1985-11-21,0.78125
1985-11-22,0.78125
1985-11-25,0.78125
1985-11-26,0.78125
1985-11-27,0.78125
1985-11-29,0.78125
1985-12-02,0.78125
1985-12-03,0.78125
1985-12-04,0.78125
1985-12-05,0.78125
1985-12-06,0.78125
1985-12-09,0.703125
1985-12-10,0.78125
1985-12-11,0.703125
1985-12-12,0.703125
1985-12-13,0.71875
1985-12-16,0.75
1985-12-17,0.75
1985-12-18,0.75
1985-12-19,0.78125
1985-12-20,0.78125
1985-12-23,0.828125
1985-12-24,0.84375
1985-12-26,0.84375
1985-12-27,0.84375
1985-12-30,0.84375
1985-12-31,0.84375
1986-01-02,0.828125
1986-01-03,0.828125
1986-01-06,0.828125
1986-01-07,0.828125
1986-01-08,0.828125
1986-01-09,0.84375
1986-01-10,0.84375
1986-01-13,0.828125
1986-01-14,0.84375
1986-01-15,0.859375
1986-01-16,0.90625
1986-01-17,0.90625
1986-01-20,0.890625
1986-01-21,0.890625
1986-01-22,0.890625
1986-01-23,0.875
1986-01-24,0.890625
1986-01-27,0.90625
1986-01-28,0.890625
1986-01-29,0.9375
1986-01-30,0.953125
1986-01-31,0.90625
1986-02-03,0.890625
1986-02-04,0.828125
1986-02-05,0.875
1986-02-06,0.875
1986-02-07,0.875
1986-02-10,0.875
1986-02-11,0.875
1986-02-12,0.875
1986-02-13,0.875
1986-02-14,0.875
1986-02-18,0.875
1986-02-19,0.875
1986-02-20,0.875
1986-02-21,0.875
1986-02-24,0.875
1986-02-25,0.875
1986-02-26,0.859375
1986-02-27,0.84375
1986-02-28,0.828125
1986-03-03,0.8125
1986-03-04,0.828125
1986-03-05,0.8125
1986-03-06,0.84375
1986-03-07,0.84375
1986-03-10,0.84375
1986-03-11,0.84375
1986-03-12,0.875
1986-03-13,0.859375
1986-03-14,0.875
1986-03-17,0.859375
1986-03-18,0.875
1986-03-19,0.875
1986-03-20,0.875
1986-03-21,0.875
1986-03-24,0.875
1986-03-25,0.90625
1986-03-26,0.90625
1986-03-27,0.90625
1986-03-31,0.890625
1986-04-01,0.875
1986-04-02,0.875
1986-04-03,0.890625
1986-04-04,0.90625
1986-04-07,0.90625
1986-04-08,0.953125
1986-04-09,0.96875
1986-04-10,1.03125
1986-04-11,1.0625
1986-04-14,1.0625
1986-04-15,1.125
1986-04-16,1.125
1986-04-17,1.078125
1986-04-18,1.078125
1986-04-21,1.03125
1986-04-22,1.09375
1986-04-23,1.125
1986-04-24,1.1875
1986-04-25,1.21875
1986-04-28,1.203125
1986-04-29,1.21875
1986-04-30,1.234375
1986-05-01,1.21875
1986-05-02,1.21875
1986-05-05,1.234375
1986-05-06,1.203125
1986-05-07,1.21875
1986-05-08,1.25
1986-05-09,1.234375
1986-05-12,1.234375
1986-05-13,1.203125
1986-05-14,1.1875
1986-05-15,1.203125
1986-05-16,1.203125
1986-05-19,1.15625
1986-05-20,1.15625
1986-05-21,1.21875
1986-05-22,1.203125
1986-05-23,1.21875
1986-05-27,1.1875
1986-05-28,1.203125
1986-05-29,1.21875
1986-05-30,1.234375
1986-06-02,1.21875
1986-06-03,1.25
1986-06-04,1.25
1986-06-05,1.25
1986-06-06,1.25
1986-06-09,1.28125
1986-06-10,1.3125
1986-06-11,1.3125
1986-06-12,1.3125
1986-06-13,1.28125
1986-06-16,1.234375
1986-06-17,1.25
1986-06-18,1.25
1986-06-19,1.25
1986-06-20,1.25
1986-06-23,1.25
1986-06-24,1.25
1986-06-25,1.25
1986-06-26,1.25
1986-06-27,1.28125
1986-06-30,1.28125
1986-07-01,1.3125
1986-07-02,1.28125
1986-07-03,1.28125
1986-07-07,1.28125
1986-07-08,1.28125
1986-07-09,1.28125
1986-07-10,1.28125
1986-07-11,1.28125
1986-07-14,1.28125
1986-07-15,1.25
1986-07-16,1.25
1986-07-17,1.25
1986-07-18,1.28125
1986-07-21,1.28125
1986-07-22,1.25
1986-07-23,1.25
1986-07-24,1.25
1986-07-25,1.25
1986-07-28,1.28125
1986-07-29,1.28125
1986-07-30,1.28125
1986-07-31,1.359375
1986-08-01,1.375
1986-08-04,1.375
1986-08-05,1.375
1986-08-06,1.40625
1986-08-07,1.4375
1986-08-08,1.5
1986-08-11,1.59375
1986-08-12,1.5625
1986-08-13,1.53125
1986-08-14,1.53125
1986-08-15,1.484375
1986-08-18,1.4375
1986-08-19,1.453125
1986-08-20,1.484375
1986-08-21,1.53125
1986-08-22,1.578125
1986-08-25,1.625
1986-08-26,1.625
1986-08-27,1.625
1986-08-28,1.640625
1986-08-29,1.640625
1986-09-02,1.703125
1986-09-03,1.75
1986-09-04,1.703125
1986-09-05,1.71875
1986-09-08,1.6875
1986-09-09,1.71875
1986-09-10,1.734375
1986-09-11,1.703125
1986-09-12,1.703125
1986-09-15,1.71875
1986-09-16,1.71875
1986-09-17,1.703125
1986-09-18,1.71875
1986-09-19,1.75
1986-09-22,1.8125
1986-09-23,1.75
1986-09-24,1.734375
1986-09-25,1.71875
1986-09-26,1.71875
1986-09-29,1.71875
1986-09-30,1.75
1986-10-01,1.75
1986-10-02,1.8125
1986-10-03,1.78125
1986-10-06,1.875
1986-10-07,2.0
1986-10-08,2.0
1986-10-09,1.984375
1986-10-10,2.0625
1986-10-13,2.09375
1986-10-14,2.03125
1986-10-15,1.96875
1986-10-16,1.90625
1986-10-17,1.84375
1986-10-20,1.875
1986-10-21,1.875
1986-10-22,1.890625
1986-10-23,1.875
1986-10-24,1.875
1986-10-27,1.875
1986-10-28,1.875
1986-10-29,1.859375
1986-10-30,1.84375
1986-10-31,1.75
1986-11-03,1.734375
1986-11-04,1.8125
1986-11-05,1.8125
1986-11-06,1.859375
1986-11-07,1.875
1986-11-10,1.875
1986-11-11,1.890625
1986-11-12,1.890625
1986-11-13,1.875
1986-11-14,1.875
1986-11-17,1.8125
1986-11-18,1.78125
1986-11-19,1.75
1986-11-20,1.75
1986-11-21,1.6875
1986-11-24,1.703125
1986-11-25,1.703125
1986-11-26,1.703125
1986-11-28,1.75
1986-12-01,1.734375
1986-12-02,1.71875
1986-12-03,1.734375
1986-12-04,1.703125
1986-12-05,1.75
1986-12-08,1.78125
1986-12-09,1.859375
1986-12-10,1.78125
1986-12-11,1.75
1986-12-12,1.78125
1986-12-15,1.8125
1986-12-16,1.8125
1986-12-17,1.8125
1986-12-18,1.859375
1986-12-19,1.875
1986-12-22,1.875
1986-12-23,1.859375
1986-12-24,1.859375
1986-12-26,1.875
1986-12-29,1.875
1986-12-30,1.859375
1986-12-31,1.890625
1987-01-02,1.90625
1987-01-05,1.921875
1987-01-06,1.9375
1987-01-07,1.953125
1987-01-08,2.046875
1987-01-09,2.109375
1987-01-12,2.203125
1987-01-13,2.171875
1987-01-14,2.234375
1987-01-15,2.203125
1987-01-16,2.25
1987-01-19,2.34375
1987-01-20,2.25
1987-01-21,2.296875
1987-01-22,2.3125
1987-01-23,2.28125
1987-01-26,2.265625
1987-01-27,2.359375
1987-01-28,2.453125
1987-01-29,2.53125
1987-01-30,2.46875
1987-02-02,2.515625
1987-02-03,2.546875
1987-02-04,2.609375
1987-02-05,2.671875
1987-02-06,2.796875
1987-02-09,2.828125
1987-02-10,2.78125
1987-02-11,2.734375
1987-02-12,2.671875
1987-02-13,2.625
1987-02-17,2.53125
1987-02-18,2.578125
1987-02-19,2.609375
1987-02-20,2.71875
1987-02-23,2.765625
1987-02-24,2.671875
1987-02-25,2.765625
1987-02-26,2.9375
1987-02-27,3.0
1987-03-02,3.109375
1987-03-03,3.15625
1987-03-04,3.25
1987-03-05,3.421875
1987-03-06,3.28125
1987-03-09,3.3125
1987-03-10,3.34375
1987-03-11,3.515625
1987-03-12,3.671875
1987-03-13,3.625
1987-03-16,3.609375
1987-03-17,3.578125
1987-03-18,3.546875
1987-03-19,3.53125
1987-03-20,3.5625
1987-03-23,3.625
1987-03-24,3.75
1987-03-25,3.875
1987-03-26,3.828125
1987-03-27,4.0625
1987-03-30,4.09375
1987-03-31,4.078125
1987-04-01,3.875
1987-04-02,4.0
1987-04-03,4.21875
1987-04-06,3.96875
1987-04-07,4.015625
1987-04-08,3.75
1987-04-09,3.90625
1987-04-10,3.984375
1987-04-13,3.90625
1987-04-14,3.9375
1987-04-15,3.859375
1987-04-16,3.71875
1987-04-20,3.890625
1987-04-21,3.765625
1987-04-22,3.75
1987-04-23,3.890625
1987-04-24,3.921875
1987-04-27,3.78125
1987-04-28,3.9375
1987-04-29,3.921875
1987-04-30,3.953125
1987-05-01,3.90625
1987-05-04,3.984375
1987-05-05,4.0
1987-05-06,4.40625
1987-05-07,4.734375
1987-05-08,4.953125
1987-05-11,4.859375
1987-05-12,4.84375
1987-05-13,4.828125
1987-05-14,4.90625
1987-05-15,5.34375
1987-05-18,5.265625
1987-05-19,5.3125
1987-05-20,5.0625
1987-05-21,4.96875
1987-05-22,4.796875
1987-05-26,4.40625
1987-05-27,4.328125
1987-05-28,4.40625
1987-05-29,4.59375
1987-06-01,4.5
1987-06-02,4.625
1987-06-03,4.59375
1987-06-04,4.671875
1987-06-05,4.6875
1987-06-08,4.53125
1987-06-09,4.625
1987-06-10,4.609375
1987-06-11,4.6875
1987-06-12,4.640625
1987-06-15,4.578125
1987-06-16,4.390625
1987-06-17,4.328125
1987-06-18,4.265625
1987-06-19,4.21875
1987-06-22,3.828125
1987-06-23,3.9375
1987-06-24,3.953125
1987-06-25,3.96875
1987-06-26,4.125
1987-06-29,4.203125
1987-06-30,4.3125
1987-07-01,4.421875
1987-07-02,4.4375
1987-07-06,4.453125
1987-07-07,4.40625
1987-07-08,4.546875
1987-07-09,4.625
1987-07-10,4.65625
1987-07-13,4.703125
1987-07-14,4.703125
1987-07-15,4.828125
1987-07-16,5.09375
1987-07-17,5.0
1987-07-20,4.96875
1987-07-21,4.96875
1987-07-22,4.9375
1987-07-23,4.875
1987-07-24,4.84375
1987-07-27,4.75
1987-07-28,4.84375
1987-07-29,5.0625
1987-07-30,5.28125
1987-07-31,5.5
1987-08-03,6.09375
1987-08-04,5.75
1987-08-05,5.625
1987-08-06,5.625
1987-08-07,5.46875
1987-08-10,5.6875
1987-08-11,6.0
1987-08-12,6.03125
1987-08-13,6.0
1987-08-14,5.5
1987-08-17,5.53125
1987-08-18,5.59375
1987-08-19,5.6875
1987-08-20,5.5
1987-08-21,5.59375
1987-08-24,5.71875
1987-08-25,5.6875
1987-08-26,5.75
1987-08-27,5.8125
1987-08-28,5.6875
1987-08-31,5.625
1987-09-01,5.78125
1987-09-02,6.0625
1987-09-03,6.15625
1987-09-04,6.15625
1987-09-08,5.96875
1987-09-09,5.96875
1987-09-10,6.0
1987-09-11,5.9375
1987-09-14,6.5
1987-09-15,7.09375
1987-09-16,7.0
1987-09-17,7.40625
1987-09-18,7.46875
1987-09-21,7.15625
1987-09-22,7.09375
1987-09-23,7.09375
1987-09-24,7.25
1987-09-25,7.21875
1987-09-28,7.25
1987-09-29,7.25
1987-09-30,7.15625
1987-10-01,7.0625
1987-10-02,6.65625
1987-10-05,6.75
1987-10-06,6.78125
1987-10-07,6.65625
1987-10-08,6.71875
1987-10-09,6.8125
1987-10-12,6.8125
1987-10-13,6.5625
1987-10-14,6.34375
1987-10-15,6.1875
1987-10-16,6.09375
1987-10-19,4.9375
1987-10-20,3.8125
1987-10-21,4.65625
1987-10-22,4.375
1987-10-23,4.5
1987-10-26,4.0625
1987-10-27,4.21875
1987-10-28,4.34375
1987-10-29,4.09375
1987-10-30,4.28125
1987-11-02,4.625
1987-11-03,4.5625
1987-11-04,4.46875
1987-11-05,4.0
1987-11-06,4.125
1987-11-09,3.84375
1987-11-10,3.59375
1987-11-11,3.71875
1987-11-12,3.96875
1987-11-13,4.25
1987-11-16,4.5
1987-11-17,4.40625
1987-11-18,4.34375
1987-11-19,4.25
1987-11-20,4.1875
1987-11-23,4.53125
1987-11-24,4.71875
1987-11-25,5.0
1987-11-27,5.53125
1987-11-30,5.375
1987-12-01,5.5
1987-12-02,5.4375
1987-12-03,5.09375
1987-12-04,4.84375
1987-12-07,4.9375
1987-12-08,5.21875
1987-12-09,5.25
1987-12-10,5.375
1987-12-11,5.59375
1987-12-14,5.71875
1987-12-15,5.40625
1987-12-16,5.4375
1987-12-17,5.5
1987-12-18,5.375
1987-12-21,5.3125
1987-12-22,5.28125
1987-12-23,5.3125
1987-12-24,5.3125
1987-12-28,5.25
1987-12-29,5.15625
1987-12-30,5.0625
1987-12-31,5.1875
1988-01-04,5.0
1988-01-05,5.0625
1988-01-06,5.1875
1988-01-07,5.125
1988-01-08,4.9375
1988-01-11,4.9375
1988-01-12,5.21875
1988-01-13,5.3125
1988-01-14,5.375
1988-01-15,5.125
1988-01-18,5.03125
1988-01-19,5.03125
1988-01-20,5.03125
1988-01-21,5.09375
1988-01-22,4.90625
1988-01-25,4.75
1988-01-26,4.75
1988-01-27,4.9375
1988-01-28,4.875
1988-01-29,4.625
1988-02-01,4.5
1988-02-02,4.625
1988-02-03,4.34375
1988-02-04,4.46875
1988-02-05,4.40625
1988-02-08,4.375
1988-02-09,4.4375
1988-02-10,4.4375
1988-02-11,4.53125
1988-02-12,4.6875
1988-02-16,5.0625
1988-02-17,5.03125
1988-02-18,4.90625
1988-02-19,4.96875
1988-02-22,5.09375
1988-02-23,5.0
1988-02-24,4.78125
1988-02-25,4.71875
1988-02-26,4.75
1988-02-29,5.0625
1988-03-01,5.0625
1988-03-02,5.09375
1988-03-03,5.21875
1988-03-04,5.46875
1988-03-07,5.59375
1988-03-08,5.5625
1988-03-09,5.46875
1988-03-10,5.34375
1988-03-11,5.25
1988-03-14,5.1875
1988-03-15,5.1875
1988-03-16,5.125
1988-03-17,5.21875
1988-03-18,5.25
1988-03-21,5.28125
1988-03-22,5.1875
1988-03-23,5.28125
1988-03-24,5.25
1988-03-25,5.125
1988-03-28,5.125
1988-03-29,5.1875
1988-03-30,5.25
1988-03-31,5.3125
1988-04-04,5.375
1988-04-05,5.28125
1988-04-06,5.15625
1988-04-07,5.15625
1988-04-08,5.21875
1988-04-11,5.21875
1988-04-12,5.3125
1988-04-13,5.21875
1988-04-14,5.28125
1988-04-15,5.34375
1988-04-18,5.4375
1988-04-19,5.34375
1988-04-20,5.34375
1988-04-21,5.28125
1988-04-22,5.1875
1988-04-25,5.15625
1988-04-26,5.1875
1988-04-27,5.1875
1988-04-28,5.15625
1988-04-29,5.1875
1988-05-02,5.0
1988-05-03,4.9375
1988-05-04,4.875
1988-05-05,4.8125
1988-05-06,4.8125
1988-05-09,4.875
1988-05-10,4.9375
1988-05-11,4.78125
1988-05-12,4.84375
1988-05-13,4.875
1988-05-16,4.9375
1988-05-17,4.96875
1988-05-18,4.84375
1988-05-19,4.84375
1988-05-20,4.875
1988-05-23,5.15625
1988-05-24,5.09375
1988-05-25,5.03125
1988-05-26,5.03125
1988-05-27,5.0
1988-05-31,5.15625
1988-06-01,5.21875
1988-06-02,5.46875
1988-06-03,5.5625
1988-06-06,5.5625
1988-06-07,5.5
1988-06-08,5.40625
1988-06-09,5.53125
1988-06-10,5.4375
1988-06-13,5.4375
1988-06-14,5.46875
1988-06-15,5.53125
1988-06-16,5.53125
1988-06-17,5.46875
1988-06-20,5.53125
1988-06-21,5.53125
1988-06-22,5.5625
1988-06-23,5.5625
1988-06-24,5.4375
1988-06-27,5.40625
1988-06-28,5.3125
1988-06-29,5.21875
1988-06-30,5.09375
1988-07-01,5.125
1988-07-05,5.0
1988-07-06,5.0625
1988-07-07,5.0625
1988-07-08,5.03125
1988-07-11,4.90625
1988-07-12,4.90625
1988-07-13,4.96875
1988-07-14,4.96875
1988-07-15,4.9375
1988-07-18,4.84375
1988-07-19,4.96875
1988-07-20,4.9375
1988-07-21,4.96875
1988-07-22,4.875
1988-07-25,4.71875
1988-07-26,4.71875
1988-07-27,4.6875
1988-07-28,4.65625
1988-07-29,4.71875
1988-08-01,4.71875
1988-08-02,4.625
1988-08-03,4.6875
1988-08-04,4.71875
1988-08-05,4.6875
1988-08-08,4.65625
1988-08-09,4.53125
1988-08-10,4.5
1988-08-11,4.46875
1988-08-12,4.4375
1988-08-15,4.375
1988-08-16,4.3125
1988-08-17,4.375
1988-08-18,4.375
1988-08-19,4.3125
1988-08-22,4.3125
1988-08-23,4.3125
1988-08-24,4.4375
1988-08-25,4.40625
1988-08-26,4.4375
1988-08-29,4.4375
1988-08-30,4.375
1988-08-31,4.34375
1988-09-01,4.28125
1988-09-02,4.25
1988-09-06,4.25
1988-09-07,4.25
1988-09-08,4.1875
1988-09-09,4.03125
1988-09-12,4.03125
1988-09-13,4.09375
1988-09-14,4.09375
1988-09-15,4.03125
1988-09-16,3.875
1988-09-19,3.8125
1988-09-20,3.90625
1988-09-21,4.0
1988-09-22,4.09375
1988-09-23,4.15625
1988-09-26,4.1875
1988-09-27,4.28125
1988-09-28,4.34375
1988-09-29,4.3125
1988-09-30,4.21875
1988-10-03,4.28125
1988-10-04,4.3125
1988-10-05,4.28125
1988-10-06,4.34375
1988-10-07,4.34375
1988-10-10,4.5625
1988-10-11,4.53125
1988-10-12,4.59375
1988-10-13,4.5
1988-10-14,4.4375
1988-10-17,4.46875
1988-10-18,4.4375
1988-10-19,4.4375
1988-10-20,4.40625
1988-10-21,4.375
1988-10-24,4.25
1988-10-25,4.28125
1988-10-26,4.40625
1988-10-27,4.375
1988-10-28,4.34375
1988-10-31,4.28125
1988-11-01,4.28125
1988-11-02,4.46875
1988-11-03,4.53125
1988-11-04,4.46875
1988-11-07,4.375
1988-11-08,4.40625
1988-11-09,4.46875
1988-11-10,4.46875
1988-11-11,4.46875
1988-11-14,4.40625
1988-11-15,4.40625
1988-11-16,4.40625
1988-11-17,4.375
1988-11-18,4.375
1988-11-21,4.40625
1988-11-22,4.375
1988-11-23,4.40625
1988-11-25,4.46875
1988-11-28,4.4375
1988-11-29,4.28125
1988-11-30,4.34375
1988-12-01,4.28125
1988-12-02,4.375
1988-12-05,4.34375
1988-12-06,4.34375
1988-12-07,4.25
1988-12-08,4.25
1988-12-09,4.125
1988-12-12,4.0625
1988-12-13,4.03125
1988-12-14,4.09375
1988-12-15,4.03125
1988-12-16,4.0625
1988-12-19,4.03125
1988-12-20,4.03125
1988-12-21,4.03125
1988-12-22,4.03125
1988-12-23,4.0625
1988-12-27,4.03125
1988-12-28,4.0
1988-12-29,4.0625
1988-12-30,4.09375
1989-01-03,4.15625
1989-01-04,4.09375
1989-01-05,4.125
1989-01-06,4.125
1989-01-09,4.15625
1989-01-10,4.5625
1989-01-11,4.625
1989-01-12,4.53125
1989-01-13,4.53125
1989-01-16,4.46875
1989-01-17,4.4375
1989-01-18,4.46875
1989-01-19,4.5625
1989-01-20,4.84375
1989-01-23,4.9375
1989-01-24,4.90625
1989-01-25,4.9375
1989-01-26,5.03125
1989-01-27,5.03125
1989-01-30,4.96875
1989-01-31,4.75
1989-02-01,4.90625
1989-02-02,4.9375
1989-02-03,4.96875
1989-02-06,4.90625
1989-02-07,4.84375
1989-02-08,5.03125
1989-02-09,5.03125
1989-02-10,5.15625
1989-02-13,5.125
1989-02-14,5.0625
1989-02-15,5.1875
1989-02-16,5.15625
1989-02-17,5.0625
1989-02-21,5.15625
1989-02-22,5.21875
1989-02-23,5.375
1989-02-24,5.34375
1989-02-27,5.46875
1989-02-28,5.40625
1989-03-01,5.34375
1989-03-02,5.4375
1989-03-03,5.46875
1989-03-06,5.65625
1989-03-07,5.59375
1989-03-08,5.625
1989-03-09,5.6875
1989-03-10,5.6875
1989-03-13,5.6875
1989-03-14,5.71875
1989-03-15,5.65625
1989-03-16,5.625
1989-03-17,5.59375
1989-03-20,5.46875
1989-03-21,5.25
1989-03-22,5.25
1989-03-23,5.1875
1989-03-27,5.1875
1989-03-28,5.0
1989-03-29,5.03125
1989-03-30,5.125
1989-03-31,5.25
1989-04-03,5.3125
1989-04-04,5.34375
1989-04-05,5.4375
1989-04-06,5.4375
1989-04-07,5.40625
1989-04-10,5.40625
1989-04-11,5.3125
1989-04-12,5.34375
1989-04-13,5.4375
1989-04-14,5.375
1989-04-17,5.46875
1989-04-18,5.40625
1989-04-19,5.40625
1989-04-20,5.40625
1989-04-21,5.4375
1989-04-24,5.46875
1989-04-25,5.40625
1989-04-26,5.375
1989-04-27,5.3125
1989-04-28,5.125
1989-05-01,5.0
1989-05-02,4.9375
1989-05-03,4.9375
1989-05-04,5.0
1989-05-05,4.9375
1989-05-08,4.84375
1989-05-09,4.875
1989-05-10,5.03125
1989-05-11,5.15625
1989-05-12,5.1875
1989-05-15,5.0625
1989-05-16,5.125
1989-05-17,5.09375
1989-05-18,5.0625
1989-05-19,5.125
1989-05-22,4.96875
1989-05-23,5.0
1989-05-24,4.875
1989-05-25,4.84375
1989-05-26,4.9375
1989-05-30,4.9375
1989-05-31,4.9375
1989-06-01,5.0625
1989-06-02,5.1875
1989-06-05,5.3125
1989-06-06,5.53125
1989-06-07,5.59375
1989-06-08,5.46875
1989-06-09,5.34375
1989-06-12,5.34375
1989-06-13,5.46875
1989-06-14,5.65625
1989-06-15,5.71875
1989-06-16,5.65625
1989-06-19,5.6875
1989-06-20,5.5625
1989-06-21,5.625
1989-06-22,5.75
1989-06-23,5.90625
1989-06-26,5.78125
1989-06-27,5.90625
1989-06-28,5.9375
1989-06-29,5.90625
1989-06-30,5.875
1989-07-03,5.90625
1989-07-05,6.1875
1989-07-06,6.25
1989-07-07,6.28125
1989-07-10,6.3125
1989-07-11,6.34375
1989-07-12,6.5625
1989-07-13,6.53125
1989-07-14,6.5625
1989-07-17,6.59375
1989-07-18,6.59375
1989-07-19,6.53125
1989-07-20,6.71875
1989-07-21,6.65625
1989-07-24,6.71875
1989-07-25,6.625
1989-07-26,6.5625
1989-07-27,6.5
1989-07-28,6.4375
1989-07-31,6.34375
1989-08-01,6.46875
1989-08-02,6.59375
1989-08-03,6.6875
1989-08-04,6.59375
1989-08-07,6.59375
1989-08-08,6.5625
1989-08-09,6.5
1989-08-10,6.53125
1989-08-11,6.46875
1989-08-14,6.46875
1989-08-15,6.46875
1989-08-16,6.4375
1989-08-17,6.40625
1989-08-18,6.5
1989-08-21,6.5
1989-08-22,6.59375
1989-08-23,6.5625
1989-08-24,6.5
1989-08-25,6.34375
1989-08-28,5.96875
1989-08-29,6.09375
1989-08-30,6.09375
1989-08-31,6.03125
1989-09-01,5.84375
1989-09-05,5.75
1989-09-06,5.71875
1989-09-07,5.6875
1989-09-08,5.59375
1989-09-11,5.46875
1989-09-12,5.4375
1989-09-13,5.375
1989-09-14,5.40625
1989-09-15,5.4375
1989-09-18,5.53125
1989-09-19,5.59375
1989-09-20,5.6875
1989-09-21,5.71875
1989-09-22,5.90625
1989-09-25,6.3125
1989-09-26,6.28125
1989-09-27,6.0625
1989-09-28,6.125
1989-09-29,6.1875
1989-10-02,6.21875
1989-10-03,6.1875
1989-10-04,6.375
1989-10-05,6.375
1989-10-06,6.25
1989-10-09,6.25
1989-10-10,6.25
1989-10-11,6.09375
1989-10-12,6.03125
1989-10-13,5.8125
1989-10-16,6.15625
1989-10-17,6.03125
