Date,NICK
1997-12-29,1.363636
1997-12-30,1.363636
1997-12-31,1.273674
1998-01-02,1.25
1998-01-05,1.25
1998-01-06,1.25
1998-01-07,1.25
1998-01-08,1.25
1998-01-09,1.325758
1998-01-12,1.212121
1998-01-13,1.212121
1998-01-14,1.212121
1998-01-15,1.212121
1998-01-16,1.212121
1998-01-20,1.212121
1998-01-21,1.306818
1998-01-22,1.306818
1998-01-23,1.306818
1998-01-26,1.363636
1998-01-27,1.363636
1998-01-28,1.287879
1998-01-29,1.136364
1998-01-30,1.136364
1998-02-02,1.136364
1998-02-03,1.136364
1998-02-04,1.098485
1998-02-05,1.022727
1998-02-06,1.022727
1998-02-09,1.022727
1998-02-10,1.022727
1998-02-11,1.022727
1998-02-12,1.022727
1998-02-13,1.060606
1998-02-17,1.136364
1998-02-18,1.060606
1998-02-19,1.060606
1998-02-20,1.060606
1998-02-23,1.060606
1998-02-24,1.060606
1998-02-25,0.984848
1998-02-26,0.9469700000000001
1998-02-27,0.9469700000000001
1998-03-02,1.022727
1998-03-03,1.022727
1998-03-04,1.022727
1998-03-05,1.022727
1998-03-06,0.833333
1998-03-09,0.9469700000000001
1998-03-10,1.022727
1998-03-11,0.984848
1998-03-12,0.890152
1998-03-13,0.909091
1998-03-16,0.9469700000000001
1998-03-17,0.965909
1998-03-18,0.965909
1998-03-19,1.193182
1998-03-20,1.041667
1998-03-23,1.098485
1998-03-24,1.136364
1998-03-25,1.136364
1998-03-26,1.155303
1998-03-27,1.136364
1998-03-30,1.136364
1998-03-31,1.041667
1998-04-01,1.041667
1998-04-02,1.041667
1998-04-03,1.060606
1998-04-06,1.060606
1998-04-07,0.984848
1998-04-08,0.984848
1998-04-09,0.984848
1998-04-13,0.984848
1998-04-14,1.022727
1998-04-15,1.060606
1998-04-16,0.984848
1998-04-17,1.060606
1998-04-20,0.984848
1998-04-21,0.984848
1998-04-22,0.984848
1998-04-23,0.984848
1998-04-24,0.9469700000000001
1998-04-27,0.9469700000000001
1998-04-28,0.9469700000000001
1998-04-29,0.9469700000000001
1998-04-30,0.9469700000000001
1998-05-01,0.9469700000000001
1998-05-04,0.9469700000000001
1998-05-05,0.9469700000000001
1998-05-06,1.136364
1998-05-07,1.098485
1998-05-08,1.098485
1998-05-11,1.136364
1998-05-12,1.060606
1998-05-13,1.060606
1998-05-14,1.060606
1998-05-15,1.060606
1998-05-18,1.060606
1998-05-19,1.060606
1998-05-20,1.060606
1998-05-21,1.060606
1998-05-22,1.060606
1998-05-26,1.060606
1998-05-27,1.060606
1998-05-28,1.060606
1998-05-29,1.060606
1998-06-01,1.060606
1998-06-02,0.9469700000000001
1998-06-03,0.984848
1998-06-04,0.984848
1998-06-05,0.984848
1998-06-08,0.9469700000000001
1998-06-09,0.909091
1998-06-10,0.909091
1998-06-11,0.984848
1998-06-12,0.984848
1998-06-15,0.984848
1998-06-16,0.909091
1998-06-17,0.8712120000000001
1998-06-18,0.8712120000000001
1998-06-19,0.9469700000000001
1998-06-22,0.9469700000000001
1998-06-23,0.984848
1998-06-24,0.984848
1998-06-25,0.984848
1998-06-26,0.984848
1998-06-29,0.984848
1998-06-30,0.984848
1998-07-01,0.984848
1998-07-02,0.984848
1998-07-06,0.984848
1998-07-07,0.984848
1998-07-08,0.9469700000000001
1998-07-09,0.909091
1998-07-10,0.8712120000000001
1998-07-13,0.8712120000000001
1998-07-14,0.909091
1998-07-15,0.909091
1998-07-16,0.8712120000000001
1998-07-17,0.833333
1998-07-20,0.814394
1998-07-21,0.8712120000000001
1998-07-22,0.890152
1998-07-23,0.8712120000000001
1998-07-24,0.795455
1998-07-27,0.795455
1998-07-28,0.833333
1998-07-29,0.833333
1998-07-30,0.833333
1998-07-31,0.833333
1998-08-03,0.833333
1998-08-04,0.833333
1998-08-05,0.833333
1998-08-06,0.795455
1998-08-07,0.852273
1998-08-10,0.852273
1998-08-11,0.795455
1998-08-12,0.795455
1998-08-13,0.852273
1998-08-14,0.852273
1998-08-17,0.852273
1998-08-18,0.795455
1998-08-19,0.795455
1998-08-20,0.852273
1998-08-21,0.852273
1998-08-24,0.852273
1998-08-25,0.852273
1998-08-26,0.757576
1998-08-27,0.757576
1998-08-28,0.795455
1998-08-31,0.757576
1998-09-01,0.795455
1998-09-02,0.757576
1998-09-03,0.757576
1998-09-04,0.795455
1998-09-08,0.757576
1998-09-09,0.757576
1998-09-10,0.757576
1998-09-11,0.643939
1998-09-14,0.643939
1998-09-15,0.643939
1998-09-16,0.719697
1998-09-17,0.719697
1998-09-18,0.719697
1998-09-21,0.681818
1998-09-22,0.681818
1998-09-23,0.681818
1998-09-24,0.681818
1998-09-25,0.681818
1998-09-28,0.681818
1998-09-29,0.681818
1998-09-30,0.681818
1998-10-01,0.681818
1998-10-02,0.681818
1998-10-05,0.757576
1998-10-06,0.757576
1998-10-07,0.757576
1998-10-08,0.795455
1998-10-09,0.795455
1998-10-12,0.795455
1998-10-13,0.795455
1998-10-14,0.795455
1998-10-15,0.795455
1998-10-16,0.795455
1998-10-19,0.795455
1998-10-20,0.795455
1998-10-21,0.833333
1998-10-22,0.814394
1998-10-23,0.814394
1998-10-26,0.814394
1998-10-27,0.814394
1998-10-28,0.814394
1998-10-29,0.814394
1998-10-30,0.814394
1998-11-02,0.814394
1998-11-03,0.909091
1998-11-04,0.909091
1998-11-05,0.909091
1998-11-06,0.909091
1998-11-09,0.909091
1998-11-10,0.909091
1998-11-11,0.909091
1998-11-12,0.909091
1998-11-13,0.795455
1998-11-16,0.8712120000000001
1998-11-17,0.8712120000000001
1998-11-18,0.8712120000000001
1998-11-19,0.909091
1998-11-20,0.909091
1998-11-23,0.833333
1998-11-24,0.909091
1998-11-25,0.9469700000000001
1998-11-27,0.9469700000000001
1998-11-30,0.984848
1998-12-01,0.984848
1998-12-02,1.060606
1998-12-03,0.984848
1998-12-04,0.984848
1998-12-07,0.984848
1998-12-08,1.060606
1998-12-09,1.060606
1998-12-10,1.060606
1998-12-11,1.098485
1998-12-14,1.098485
1998-12-15,1.098485
1998-12-16,1.060606
