Date,TGI
1997-03-12,13.5
1997-03-13,13.25
1997-03-14,13.3125
1997-03-17,13.3125
1997-03-18,13.125
1997-03-19,13.125
1997-03-20,12.75
1997-03-21,12.625
1997-03-24,12.5
1997-03-25,12.5
1997-03-26,12.4375
1997-03-27,12.5
1997-03-31,12.5625
1997-04-01,12.5625
1997-04-02,12.5625
1997-04-03,12.5
1997-04-04,12.25
1997-04-07,12.0625
1997-04-08,12.1875
1997-04-09,12.0
1997-04-10,12.25
1997-04-11,12.25
1997-04-14,12.125
1997-04-15,12.25
1997-04-16,12.5625
1997-04-17,13.0
1997-04-18,13.3125
1997-04-21,13.375
1997-04-22,13.0
1997-04-23,13.5625
1997-04-24,13.375
1997-04-25,13.25
1997-04-28,12.6875
1997-04-29,12.6875
1997-04-30,12.6875
1997-05-01,12.625
1997-05-02,12.5625
1997-05-05,12.5625
1997-05-06,12.5
1997-05-07,12.5
1997-05-08,12.5
1997-05-09,12.5
1997-05-12,12.4375
1997-05-13,12.375
1997-05-14,12.3125
1997-05-15,12.3125
1997-05-16,11.9375
1997-05-19,11.875
1997-05-20,11.875
1997-05-21,11.8125
1997-05-22,11.75
1997-05-23,11.75
1997-05-27,11.5
1997-05-28,11.5625
1997-05-29,12.125
1997-05-30,12.8125
1997-06-02,13.0625
1997-06-03,13.1875
1997-06-04,13.0
1997-06-05,12.875
1997-06-06,12.75
1997-06-09,12.5
1997-06-10,12.5
1997-06-11,12.6875
1997-06-12,13.0
1997-06-13,13.1875
1997-06-16,13.5625
1997-06-17,13.25
1997-06-18,13.125
1997-06-19,13.375
1997-06-20,14.0
1997-06-23,14.3125
1997-06-24,14.75
1997-06-25,14.75
1997-06-26,14.875
1997-06-27,15.5625
1997-06-30,15.5
1997-07-01,15.25
1997-07-02,15.0625
1997-07-03,15.0
1997-07-07,14.75
1997-07-08,14.75
1997-07-09,14.75
1997-07-10,14.75
1997-07-11,14.78125
1997-07-14,15.0
1997-07-15,15.0
1997-07-16,14.9375
1997-07-17,14.78125
1997-07-18,15.0
1997-07-21,15.125
1997-07-22,15.25
1997-07-23,15.21875
1997-07-24,14.8125
1997-07-25,14.5625
1997-07-28,14.25
1997-07-29,14.3125
1997-07-30,14.6875
1997-07-31,14.875
1997-08-01,14.34375
1997-08-04,14.34375
1997-08-05,14.40625
1997-08-06,14.625
1997-08-07,14.5
1997-08-08,14.5625
1997-08-11,14.5
1997-08-12,14.5625
1997-08-13,14.625
1997-08-14,14.8125
1997-08-15,14.9375
1997-08-18,14.71875
1997-08-19,14.625
1997-08-20,14.625
1997-08-21,14.625
1997-08-22,14.53125
1997-08-25,13.6875
1997-08-26,14.0625
1997-08-27,14.09375
1997-08-28,14.15625
1997-08-29,14.25
1997-09-02,14.34375
1997-09-03,14.59375
1997-09-04,14.875
1997-09-05,15.0625
1997-09-08,15.5
1997-09-09,15.59375
1997-09-10,15.40625
1997-09-11,15.40625
1997-09-12,15.46875
1997-09-15,15.46875
1997-09-16,15.625
1997-09-17,16.0
1997-09-18,15.96875
1997-09-19,15.75
1997-09-22,16.15625
1997-09-23,16.46875
1997-09-24,16.53125
1997-09-25,16.8125
1997-09-26,16.6875
1997-09-29,16.75
1997-09-30,16.71875
1997-10-01,16.625
1997-10-02,16.625
1997-10-03,17.0
1997-10-06,17.34375
1997-10-07,17.125
1997-10-08,17.03125
1997-10-09,17.0625
1997-10-10,17.125
1997-10-13,17.25
1997-10-14,17.3125
1997-10-15,17.3125
1997-10-16,17.28125
1997-10-17,17.21875
1997-10-20,17.34375
1997-10-21,17.71875
1997-10-22,17.75
1997-10-23,18.1875
1997-10-24,18.59375
1997-10-27,17.375
1997-10-28,16.875
1997-10-29,16.5
1997-10-30,16.40625
1997-10-31,16.25
1997-11-03,16.625
1997-11-04,17.0
1997-11-05,17.4375
1997-11-06,17.71875
1997-11-07,17.21875
1997-11-10,17.28125
1997-11-11,17.3125
1997-11-12,16.875
1997-11-13,16.4375
1997-11-14,16.28125
1997-11-17,17.375
1997-11-18,16.84375
1997-11-19,16.78125
1997-11-20,16.28125
1997-11-21,16.40625
1997-11-24,16.25
1997-11-25,16.28125
1997-11-26,16.25
1997-11-28,16.21875
1997-12-01,16.21875
1997-12-02,15.84375
1997-12-03,16.3125
1997-12-04,16.4375
1997-12-05,16.0625
1997-12-08,16.125
1997-12-09,16.3125
1997-12-10,16.5
1997-12-11,16.4375
1997-12-12,16.34375
1997-12-15,16.125
1997-12-16,15.875
1997-12-17,15.9375
1997-12-18,16.0
1997-12-19,15.34375
1997-12-22,15.5625
1997-12-23,15.875
1997-12-24,15.625
1997-12-26,15.59375
1997-12-29,15.75
1997-12-30,16.1875
1997-12-31,16.625
1998-01-02,17.0625
1998-01-05,17.34375
1998-01-06,17.46875
1998-01-07,17.125
1998-01-08,16.96875
1998-01-09,16.8125
1998-01-12,17.125
1998-01-13,17.625
1998-01-14,17.65625
1998-01-15,17.53125
1998-01-16,17.3125
1998-01-20,17.5
1998-01-21,17.625
1998-01-22,17.5
1998-01-23,17.5625
1998-01-26,17.5
1998-01-27,17.625
1998-01-28,18.0625
1998-01-29,18.40625
1998-01-30,18.625
1998-02-02,19.34375
1998-02-03,19.90625
1998-02-04,20.125
1998-02-05,20.28125
1998-02-06,20.25
1998-02-09,20.46875
1998-02-10,19.8125
1998-02-11,20.1875
1998-02-12,20.0
1998-02-13,20.125
1998-02-17,19.6875
1998-02-18,20.125
1998-02-19,20.25
1998-02-20,20.6875
1998-02-23,21.0625
1998-02-24,20.96875
1998-02-25,21.125
1998-02-26,21.15625
1998-02-27,21.5
1998-03-02,21.4375
1998-03-03,21.40625
1998-03-04,21.03125
1998-03-05,20.9375
1998-03-06,21.75
1998-03-09,21.59375
1998-03-10,21.46875
1998-03-11,21.65625
1998-03-12,21.78125
1998-03-13,21.78125
1998-03-16,21.3125
1998-03-17,21.4375
1998-03-18,21.65625
1998-03-19,21.6875
1998-03-20,21.6875
1998-03-23,21.59375
1998-03-24,21.84375
1998-03-25,21.75
1998-03-26,22.4375
1998-03-27,22.28125
1998-03-30,21.9375
1998-03-31,22.1875
1998-04-01,22.0
1998-04-02,22.1875
1998-04-03,22.3125
1998-04-06,22.15625
1998-04-07,21.5625
1998-04-08,21.0625
1998-04-09,20.625
1998-04-13,20.71875
1998-04-14,20.65625
1998-04-15,20.59375
1998-04-16,20.3125
1998-04-17,21.5625
1998-04-20,22.5625
1998-04-21,22.875
1998-04-22,22.9375
1998-04-23,22.6875
1998-04-24,22.84375
1998-04-27,22.28125
1998-04-28,22.3125
1998-04-29,22.25
1998-04-30,22.625
1998-05-01,22.5
1998-05-04,22.1875
1998-05-05,22.34375
1998-05-06,22.4375
1998-05-07,23.25
1998-05-08,23.5
1998-05-11,24.4375
1998-05-12,24.6875
1998-05-13,25.0625
1998-05-14,24.9375
1998-05-15,25.1875
1998-05-18,24.65625
1998-05-19,25.25
1998-05-20,24.75
1998-05-21,25.0
1998-05-22,24.75
1998-05-26,24.71875
1998-05-27,24.4375
1998-05-28,24.625
1998-05-29,24.5
1998-06-01,24.28125
1998-06-02,23.84375
1998-06-03,23.0625
1998-06-04,22.5
1998-06-05,22.65625
1998-06-08,22.90625
1998-06-09,22.875
1998-06-10,21.875
1998-06-11,21.0
1998-06-12,20.875
1998-06-15,20.9375
1998-06-16,21.0625
1998-06-17,20.96875
1998-06-18,21.28125
1998-06-19,21.125
1998-06-22,21.0
1998-06-23,20.625
1998-06-24,20.46875
1998-06-25,20.53125
1998-06-26,20.0
1998-06-29,20.125
1998-06-30,21.0
1998-07-01,22.1875
1998-07-02,23.0
1998-07-06,23.09375
1998-07-07,23.6875
1998-07-08,23.4375
1998-07-09,23.3125
1998-07-10,23.53125
1998-07-13,23.46875
1998-07-14,23.21875
1998-07-15,22.6875
1998-07-16,22.46875
1998-07-17,22.25
1998-07-20,22.4375
1998-07-21,21.875
1998-07-22,21.3125
1998-07-23,21.1875
1998-07-24,20.875
1998-07-27,20.75
1998-07-28,20.875
1998-07-29,20.625
1998-07-30,20.34375
1998-07-31,19.625
1998-08-03,18.5
1998-08-04,18.0
1998-08-05,17.5
1998-08-06,17.5
1998-08-07,18.96875
1998-08-10,18.71875
1998-08-11,18.5625
1998-08-12,18.375
1998-08-13,17.875
1998-08-14,17.59375
1998-08-17,17.71875
1998-08-18,17.4375
1998-08-19,17.4375
1998-08-20,17.46875
1998-08-21,17.5625
1998-08-24,17.34375
1998-08-25,17.15625
1998-08-26,17.0
1998-08-27,16.90625
1998-08-28,16.34375
1998-08-31,16.25
1998-09-01,16.375
1998-09-02,16.1875
1998-09-03,16.03125
1998-09-04,15.0
1998-09-08,14.9375
1998-09-09,14.84375
1998-09-10,14.84375
1998-09-11,14.875
1998-09-14,14.84375
1998-09-15,14.125
1998-09-16,14.09375
1998-09-17,13.96875
1998-09-18,14.03125
1998-09-21,14.3125
1998-09-22,13.6875
1998-09-23,13.875
1998-09-24,13.8125
1998-09-25,13.6875
1998-09-28,14.0
1998-09-29,14.125
1998-09-30,14.875
1998-10-01,14.78125
1998-10-02,14.75
1998-10-05,14.75
1998-10-06,14.0
1998-10-07,13.9375
1998-10-08,14.25
1998-10-09,13.96875
1998-10-12,14.4375
1998-10-13,14.40625
1998-10-14,14.4375
1998-10-15,14.53125
1998-10-16,14.625
1998-10-19,15.5
1998-10-20,16.96875
1998-10-21,16.71875
1998-10-22,16.71875
1998-10-23,16.3125
1998-10-26,16.0625
1998-10-27,16.09375
1998-10-28,16.3125
1998-10-29,16.0625
1998-10-30,16.1875
1998-11-02,17.0
1998-11-03,16.9375
1998-11-04,17.0
1998-11-05,17.375
1998-11-06,17.40625
1998-11-09,16.75
1998-11-10,16.75
1998-11-11,17.0
1998-11-12,16.5
1998-11-13,15.84375
1998-11-16,15.875
1998-11-17,15.875
1998-11-18,15.9375
1998-11-19,15.625
1998-11-20,15.8125
1998-11-23,16.0
1998-11-24,16.78125
1998-11-25,16.59375
1998-11-27,16.21875
1998-11-30,16.8125
1998-12-01,17.125
1998-12-02,16.5625
1998-12-03,15.0625
1998-12-04,14.625
1998-12-07,14.5
1998-12-08,14.0
1998-12-09,13.8125
1998-12-10,13.09375
1998-12-11,12.0
1998-12-14,12.6875
1998-12-15,14.09375
1998-12-16,14.28125
1998-12-17,14.09375
1998-12-18,14.5
1998-12-21,14.625
1998-12-22,14.6875
1998-12-23,15.125
1998-12-24,15.0625
1998-12-28,15.0625
1998-12-29,15.15625
1998-12-30,15.5625
1998-12-31,16.0
1999-01-04,16.28125
1999-01-05,16.375
1999-01-06,16.9375
1999-01-07,16.9375
1999-01-08,17.5
1999-01-11,17.4375
1999-01-12,17.4375
1999-01-13,17.125
1999-01-14,16.851563
1999-01-15,16.4375
1999-01-19,16.5625
1999-01-20,16.375
1999-01-21,15.6875
1999-01-22,16.03125
1999-01-25,15.75
1999-01-26,15.71875
1999-01-27,15.03125
1999-01-28,15.375
1999-01-29,15.3125
1999-02-01,15.1875
1999-02-02,15.25
1999-02-03,15.40625
1999-02-04,15.125
1999-02-05,14.84375
1999-02-08,14.65625
1999-02-09,14.6875
1999-02-10,14.375
1999-02-11,14.25
1999-02-12,13.90625
1999-02-16,13.8125
1999-02-17,13.5
1999-02-18,13.40625
1999-02-19,13.0
1999-02-22,13.0
1999-02-23,13.0625
1999-02-24,12.53125
1999-02-25,12.3125
1999-02-26,12.8125
1999-03-01,13.0
1999-03-02,12.8125
1999-03-03,12.875
1999-03-04,12.9375
1999-03-05,12.96875
1999-03-08,12.625
1999-03-09,12.21875
1999-03-10,12.5
1999-03-11,12.25
1999-03-12,12.5
1999-03-15,12.9375
1999-03-16,12.0625
1999-03-17,12.28125
1999-03-18,12.3125
1999-03-19,12.5625
1999-03-22,12.5625
1999-03-23,12.40625
1999-03-24,12.375
1999-03-25,12.34375
1999-03-26,12.5
1999-03-29,12.28125
1999-03-30,12.1875
1999-03-31,11.75
1999-04-01,11.25
1999-04-05,11.59375
1999-04-06,13.15625
1999-04-07,12.5625
1999-04-08,11.75
1999-04-09,12.28125
1999-04-12,12.96875
1999-04-13,12.8125
1999-04-14,12.9375
1999-04-15,13.0625
1999-04-16,13.21875
1999-04-19,13.25
1999-04-20,13.25
1999-04-21,13.59375
1999-04-22,13.8125
1999-04-23,14.125
1999-04-26,14.3125
1999-04-27,14.125
1999-04-28,14.15625
1999-04-29,13.8125
1999-04-30,13.5625
1999-05-03,13.125
1999-05-04,13.3125
1999-05-05,12.9375
1999-05-06,13.0
1999-05-07,13.125
1999-05-10,13.21875
1999-05-11,13.625
1999-05-12,14.4375
1999-05-13,15.21875
1999-05-14,14.875
1999-05-17,14.8125
1999-05-18,14.71875
1999-05-19,14.75
1999-05-20,15.53125
1999-05-21,15.375
1999-05-24,15.21875
1999-05-25,15.1875
1999-05-26,15.09375
1999-05-27,15.03125
1999-05-28,15.3125
1999-06-01,14.875
1999-06-02,14.4375
1999-06-03,14.46875
1999-06-04,15.125
1999-06-07,15.0625
1999-06-08,14.8125
1999-06-09,14.125
1999-06-10,13.96875
1999-06-11,13.75
1999-06-14,13.125
1999-06-15,12.875
1999-06-16,13.0
1999-06-17,12.96875
1999-06-18,12.78125
1999-06-21,12.9375
1999-06-22,12.90625
1999-06-23,12.71875
1999-06-24,12.4375
1999-06-25,12.3125
1999-06-28,12.5625
1999-06-29,12.46875
1999-06-30,12.75
1999-07-01,13.5
1999-07-02,13.5
1999-07-06,13.6875
1999-07-07,14.0
1999-07-08,14.0
1999-07-09,13.875
1999-07-12,13.9375
1999-07-13,13.84375
1999-07-14,13.8125
1999-07-15,13.65625
1999-07-16,13.8125
1999-07-19,13.9375
1999-07-20,14.28125
1999-07-21,14.375
1999-07-22,14.125
1999-07-23,14.21875
1999-07-26,13.75
1999-07-27,13.6875
1999-07-28,13.0
1999-07-29,12.84375
1999-07-30,12.90625
1999-08-02,12.9375
1999-08-03,12.75
1999-08-04,12.59375
1999-08-05,12.34375
1999-08-06,12.3125
1999-08-09,12.0625
1999-08-10,11.75
1999-08-11,11.6875
1999-08-12,11.75
1999-08-13,12.28125
1999-08-16,12.28125
1999-08-17,12.28125
1999-08-18,12.3125
1999-08-19,12.375
1999-08-20,12.34375
1999-08-23,12.40625
1999-08-24,12.46875
1999-08-25,12.4375
1999-08-26,12.3125
1999-08-27,12.40625
1999-08-30,12.21875
1999-08-31,12.375
1999-09-01,12.25
1999-09-02,12.25
1999-09-03,12.34375
1999-09-07,12.0625
1999-09-08,12.1875
1999-09-09,12.3125
1999-09-10,12.34375
1999-09-13,12.5
1999-09-14,12.5
1999-09-15,12.8125
1999-09-16,12.96875
1999-09-17,13.125
1999-09-20,13.03125
1999-09-21,13.0
1999-09-22,13.03125
1999-09-23,13.0
1999-09-24,13.0
1999-09-27,13.0
1999-09-28,13.03125
1999-09-29,13.25
1999-09-30,13.28125
1999-10-01,13.0
1999-10-04,13.125
1999-10-05,12.96875
1999-10-06,12.78125
1999-10-07,12.75
1999-10-08,12.75
1999-10-11,12.75
1999-10-12,12.4375
1999-10-13,12.5
1999-10-14,12.5625
1999-10-15,12.5
1999-10-18,12.46875
1999-10-19,12.40625
1999-10-20,12.40625
1999-10-21,12.25
1999-10-22,11.9375
1999-10-25,12.0
1999-10-26,12.0625
1999-10-27,11.9375
1999-10-28,12.0
1999-10-29,12.03125
1999-11-01,12.3125
1999-11-02,12.5
1999-11-03,12.5
1999-11-04,12.3125
1999-11-05,11.9375
1999-11-08,12.0
1999-11-09,11.96875
1999-11-10,12.0
1999-11-11,12.09375
1999-11-12,12.0
1999-11-15,12.09375
1999-11-16,12.25
1999-11-17,11.96875
1999-11-18,11.90625
1999-11-19,11.875
1999-11-22,12.25
1999-11-23,12.0
1999-11-24,12.125
1999-11-26,12.0
1999-11-29,12.0
1999-11-30,12.15625
1999-12-01,12.0
1999-12-02,12.0
1999-12-03,12.0
1999-12-06,12.0
1999-12-07,12.0
1999-12-08,12.0
1999-12-09,11.84375
1999-12-10,11.9375
1999-12-13,11.84375
1999-12-14,11.84375
1999-12-15,12.03125
1999-12-16,12.0625
1999-12-17,12.21875
1999-12-20,11.9375
1999-12-21,12.0
1999-12-22,12.03125
1999-12-23,12.09375
1999-12-27,12.125
1999-12-28,12.09375
1999-12-29,12.0625
1999-12-30,12.0
1999-12-31,12.09375
2000-01-03,11.875
2000-01-04,11.375
2000-01-05,11.875
2000-01-06,12.25
2000-01-07,12.28125
2000-01-10,12.34375
2000-01-11,12.28125
2000-01-12,12.375
2000-01-13,12.46875
2000-01-14,12.5
2000-01-18,12.5
2000-01-19,12.40625
2000-01-20,12.46875
2000-01-21,12.0625
2000-01-24,11.96875
2000-01-25,12.0
2000-01-26,12.125
2000-01-27,11.875
2000-01-28,11.59375
2000-01-31,11.46875
2000-02-01,11.90625
2000-02-02,12.0625
2000-02-03,12.25
2000-02-04,12.25
2000-02-07,12.3125
2000-02-08,12.375
2000-02-09,11.84375
2000-02-10,12.8125
2000-02-11,12.6875
2000-02-14,13.6875
2000-02-15,13.875
2000-02-16,13.75
2000-02-17,14.5625
2000-02-18,14.625
2000-02-22,14.5
2000-02-23,14.40625
2000-02-24,14.25
2000-02-25,14.25
2000-02-28,14.1875
2000-02-29,14.625
2000-03-01,14.5625
2000-03-02,14.25
2000-03-03,14.3125
2000-03-06,14.25
2000-03-07,14.5625
2000-03-08,14.5
2000-03-09,14.40625
2000-03-10,14.3125
2000-03-13,14.125
2000-03-14,14.25
2000-03-15,14.28125
2000-03-16,14.625
2000-03-17,15.0
2000-03-20,15.59375
2000-03-21,16.28125
2000-03-22,15.875
2000-03-23,15.5625
2000-03-24,15.28125
2000-03-27,15.0625
2000-03-28,14.78125
2000-03-29,14.8125
2000-03-30,14.625
2000-03-31,14.5625
2000-04-03,14.3125
2000-04-04,14.375
2000-04-05,14.25
2000-04-06,14.3125
2000-04-07,14.3125
2000-04-10,14.625
2000-04-11,14.75
2000-04-12,14.25
2000-04-13,14.25
2000-04-14,14.15625
2000-04-17,14.1875
2000-04-18,14.09375
2000-04-19,14.1875
2000-04-20,14.09375
2000-04-24,13.9375
2000-04-25,13.59375
2000-04-26,13.59375
2000-04-27,13.40625
2000-04-28,13.4375
2000-05-01,14.03125
2000-05-02,13.96875
2000-05-03,13.84375
2000-05-04,13.75
2000-05-05,13.75
2000-05-08,13.28125
2000-05-09,13.3125
2000-05-10,13.5625
2000-05-11,13.75
2000-05-12,13.875
2000-05-15,13.875
2000-05-16,14.1875
2000-05-17,14.3125
2000-05-18,14.25
2000-05-19,14.15625
2000-05-22,14.125
2000-05-23,13.875
2000-05-24,13.6875
2000-05-25,13.84375
2000-05-26,13.78125
2000-05-30,13.9375
2000-05-31,14.0
2000-06-01,14.03125
2000-06-02,13.625
2000-06-05,13.71875
2000-06-06,13.75
2000-06-07,13.78125
2000-06-08,13.9375
2000-06-09,13.96875
2000-06-12,13.96875
2000-06-13,13.875
2000-06-14,13.90625
2000-06-15,13.9375
2000-06-16,14.0
2000-06-19,14.0
2000-06-20,13.9375
2000-06-21,14.0625
2000-06-22,13.9375
2000-06-23,14.125
2000-06-26,14.25
2000-06-27,14.5
2000-06-28,14.59375
2000-06-29,14.375
2000-06-30,13.9375
2000-07-03,14.0625
2000-07-05,14.3125
2000-07-06,14.46875
2000-07-07,14.59375
2000-07-10,14.59375
2000-07-11,14.75
2000-07-12,15.1875
2000-07-13,15.5
2000-07-14,16.5
2000-07-17,16.5
2000-07-18,16.3125
2000-07-19,15.96875
2000-07-20,15.84375
2000-07-21,15.6875
2000-07-24,15.59375
2000-07-25,15.6875
2000-07-26,15.75
2000-07-27,15.71875
2000-07-28,15.0
2000-07-31,15.3125
2000-08-01,15.5625
2000-08-02,16.34375
2000-08-03,16.1875
2000-08-04,16.03125
2000-08-07,16.03125
2000-08-08,15.9375
2000-08-09,15.15625
2000-08-10,14.9375
2000-08-11,15.09375
2000-08-14,15.0
2000-08-15,14.875
2000-08-16,14.90625
2000-08-17,14.75
2000-08-18,14.75
2000-08-21,14.6875
2000-08-22,14.6875
2000-08-23,14.65625
2000-08-24,14.8125
2000-08-25,14.75
2000-08-28,14.625
2000-08-29,14.625
2000-08-30,14.625
2000-08-31,15.34375
2000-09-01,15.375
2000-09-05,15.40625
2000-09-06,15.4375
2000-09-07,15.6875
2000-09-08,15.84375
2000-09-11,15.78125
2000-09-12,15.75
2000-09-13,15.6875
2000-09-14,15.59375
2000-09-15,15.6875
2000-09-18,15.65625
2000-09-19,15.75
2000-09-20,15.78125
2000-09-21,15.78125
2000-09-22,15.84375
2000-09-25,17.03125
2000-09-26,17.375
2000-09-27,17.4375
2000-09-28,17.65625
2000-09-29,17.9375
2000-10-02,17.78125
2000-10-03,17.65625
2000-10-04,17.5625
2000-10-05,16.9375
2000-10-06,16.8125
2000-10-09,17.125
2000-10-10,17.125
2000-10-11,17.34375
2000-10-12,17.1875
2000-10-13,17.34375
2000-10-16,18.15625
2000-10-17,17.9375
2000-10-18,17.625
2000-10-19,17.6875
2000-10-20,17.78125
2000-10-23,17.625
2000-10-24,17.5
2000-10-25,17.125
2000-10-26,17.1875
2000-10-27,17.0
2000-10-30,16.96875
2000-10-31,17.0
2000-11-01,16.96875
2000-11-02,16.96875
2000-11-03,16.96875
2000-11-06,17.1875
2000-11-07,17.03125
2000-11-08,17.375
2000-11-09,17.34375
2000-11-10,17.375
2000-11-13,17.46875
2000-11-14,17.6875
2000-11-15,17.84375
2000-11-16,17.8125
2000-11-17,17.8125
2000-11-20,17.65625
2000-11-21,18.03125
2000-11-22,18.0
2000-11-24,18.1875
2000-11-27,17.875
2000-11-28,17.6875
2000-11-29,17.75
2000-11-30,17.96875
2000-12-01,17.96875
2000-12-04,17.96875
2000-12-05,18.25
2000-12-06,18.125
2000-12-07,18.03125
2000-12-08,18.125
2000-12-11,18.15625
2000-12-12,18.09375
2000-12-13,18.03125
2000-12-14,18.0
2000-12-15,17.21875
2000-12-18,17.6875
2000-12-19,18.1875
2000-12-20,17.625
2000-12-21,17.9375
2000-12-22,18.59375
2000-12-26,18.75
2000-12-27,18.9375
2000-12-28,20.6875
2000-12-29,20.5
2001-01-02,19.46875
2001-01-03,19.3125
2001-01-04,19.25
2001-01-05,18.75
2001-01-08,18.5
2001-01-09,18.4375
2001-01-10,18.9375
2001-01-11,19.0625
2001-01-12,19.03125
2001-01-16,20.8125
2001-01-17,20.75
2001-01-18,20.625
2001-01-19,20.0625
2001-01-22,20.15625
2001-01-23,20.125
2001-01-24,19.9375
2001-01-25,19.875
2001-01-26,20.03125
2001-01-29,20.245001000000002
2001-01-30,19.875
2001-01-31,19.5
2001-02-01,19.5
2001-02-02,19.370001000000002
2001-02-05,19.5
2001-02-06,19.674999
2001-02-07,19.700001
2001-02-08,19.655001000000002
2001-02-09,19.525
2001-02-12,19.59
2001-02-13,19.65
2001-02-14,19.75
2001-02-15,19.700001
2001-02-16,19.4
2001-02-20,19.049999
2001-02-21,19.174999
2001-02-22,19.295
2001-02-23,19.875
2001-02-26,19.975
2001-02-27,19.84
2001-02-28,19.725
2001-03-01,19.674999
2001-03-02,19.875
2001-03-05,19.299999
2001-03-06,18.955
2001-03-07,19.125
2001-03-08,19.424999
2001-03-09,18.5
2001-03-12,18.525
2001-03-13,18.575001
2001-03-14,18.299999
2001-03-15,18.25
2001-03-16,18.174999
2001-03-19,18.1
2001-03-20,18.075001
2001-03-21,18.0
2001-03-22,17.85
2001-03-23,17.950001
2001-03-26,18.299999
2001-03-27,18.5
2001-03-28,18.549999
2001-03-29,18.625
2001-03-30,19.0
2001-04-02,18.975
2001-04-03,19.15
2001-04-04,19.15
2001-04-05,19.475
2001-04-06,19.15
2001-04-09,19.1
2001-04-10,18.975
2001-04-11,18.825001
2001-04-12,19.25
2001-04-16,19.025
2001-04-17,18.879998999999998
2001-04-18,19.094998999999998
2001-04-19,19.174999
2001-04-20,19.290001
2001-04-23,19.440001000000002
2001-04-24,20.0
2001-04-25,20.65
2001-04-26,20.655001000000002
2001-04-27,22.0
2001-04-30,21.049999
2001-05-01,20.549999
2001-05-02,21.375
2001-05-03,21.15
2001-05-04,20.924999
2001-05-07,21.0
2001-05-08,21.475
2001-05-09,22.1
2001-05-10,22.049999
2001-05-11,22.049999
2001-05-14,22.030001000000002
2001-05-15,22.299999
2001-05-16,22.325001
2001-05-17,22.25
2001-05-18,22.365
2001-05-21,22.4
2001-05-22,22.629998999999998
2001-05-23,22.674999
2001-05-24,22.6
2001-05-25,22.6
2001-05-29,22.610001
2001-05-30,22.700001
2001-05-31,22.790001
2001-06-01,23.174999
2001-06-04,23.525
2001-06-05,23.875
2001-06-06,24.200001
2001-06-07,24.65
2001-06-08,24.555
2001-06-11,24.4
2001-06-12,24.299999
2001-06-13,23.85
2001-06-14,23.200001
2001-06-15,22.950001
2001-06-18,22.525
2001-06-19,22.190001000000002
2001-06-20,23.325001
2001-06-21,22.73
2001-06-22,21.965
2001-06-25,22.0
2001-06-26,22.0
2001-06-27,22.145
2001-06-28,21.959999
2001-06-29,24.5
2001-07-02,24.075001
2001-07-03,23.775
2001-07-05,23.700001
2001-07-06,23.375
2001-07-09,23.549999
2001-07-10,23.174999
2001-07-11,22.975
2001-07-12,22.924999
2001-07-13,23.0
2001-07-16,22.799999
2001-07-17,23.0
2001-07-18,22.924999
2001-07-19,22.75
2001-07-20,22.93
2001-07-23,22.459999
2001-07-24,21.725
2001-07-25,22.125
2001-07-26,22.85
2001-07-27,22.674999
2001-07-30,22.5
2001-07-31,22.25
2001-08-01,22.74
2001-08-02,22.450001
2001-08-03,22.35
2001-08-06,22.299999
2001-08-07,22.15
