Date,EVA
2020-03-10,31.809998999999998
2020-03-11,31.41
2020-03-12,28.91
2020-03-13,30.16
2020-03-16,26.280001000000002
2020-03-17,25.48
2020-03-18,22.76
2020-03-19,23.08
2020-03-20,26.219998999999998
2020-03-23,22.73
2020-03-24,24.35
2020-03-25,25.290001
2020-03-26,26.49
2020-03-27,26.26
2020-03-30,27.84
2020-03-31,26.719998999999998
2020-04-01,26.450001
2020-04-02,26.84
2020-04-03,27.01
2020-04-06,28.02
2020-04-07,28.07
2020-04-08,29.24
2020-04-09,29.469998999999998
2020-04-13,31.040001
2020-04-14,30.74
2020-04-15,29.65
2020-04-16,30.66
2020-04-17,31.68
2020-04-20,31.540001
2020-04-21,31.65
2020-04-22,32.07
2020-04-23,33.5
2020-04-24,34.540001000000004
2020-04-27,34.360001000000004
2020-04-28,34.560001
2020-04-29,34.5
2020-04-30,34.619999
2020-05-01,34.799999
2020-05-04,34.630001
2020-05-05,34.580002
2020-05-06,34.279999
2020-05-07,34.220001
2020-05-08,34.099998
