Date,CHT
2003-07-18,17.38619
2003-07-21,16.954376
2003-07-22,17.170282
2003-07-23,16.988466
2003-07-24,16.545289999999998
2003-07-25,16.852104
2003-07-28,15.852115
2003-07-29,15.795297
2003-07-30,15.693025
2003-07-31,15.670298
2003-08-01,15.568026999999999
2003-08-04,15.397573000000001
2003-08-05,15.204393
2003-08-06,15.681662
2003-08-07,15.647571
2003-08-08,15.647571
2003-08-11,15.568026999999999
2003-08-12,15.681662
2003-08-13,15.80666
2003-08-14,15.783933
2003-08-15,15.80666
2003-08-18,15.908932
2003-08-19,15.908932
2003-08-20,15.795297
2003-08-21,15.795297
2003-08-22,15.738479000000002
2003-08-25,15.636207999999998
2003-08-26,15.727116
2003-08-27,16.113476000000002
2003-08-28,16.102111999999998
2003-08-29,16.045294000000002
2003-09-02,16.079384
2003-09-03,16.113476000000002
2003-09-04,16.056658
2003-09-05,16.033929999999998
2003-09-08,15.897569
2003-09-09,15.511209
2003-09-10,15.249847
2003-09-11,15.783933
2003-09-12,15.863478
2003-09-15,15.840751000000001
2003-09-16,16.033929999999998
2003-09-17,15.943023
2003-09-18,16.056658
2003-09-19,16.079384
2003-09-22,15.988477
2003-09-23,16.249838
2003-09-24,16.079384
2003-09-25,16.090748
2003-09-26,16.090748
2003-09-29,16.068022
2003-09-30,15.920295999999999
2003-10-01,15.943023
2003-10-02,16.22711
2003-10-03,16.35211
2003-10-06,16.420289999999998
2003-10-07,16.420289999999998
2003-10-08,16.715742000000002
2003-10-09,16.920285999999997
2003-10-10,16.920285999999997
2003-10-13,17.38619
2003-10-14,17.340736
2003-10-15,17.340736
2003-10-16,17.613460999999997
2003-10-17,17.374826000000002
2003-10-20,17.170282
2003-10-21,17.374826000000002
2003-10-22,17.2271
2003-10-23,17.408916
2003-10-24,17.363462
2003-10-27,17.477098
2003-10-28,17.715733
2003-10-29,18.011183
2003-10-30,18.068001000000002
2003-10-31,17.590733
2003-11-03,17.806641
2003-11-04,17.147555999999998
2003-11-05,17.26119
2003-11-06,17.272554
2003-11-07,17.102102
2003-11-10,16.874832
2003-11-11,16.954376
2003-11-12,17.102102
2003-11-13,17.158918
2003-11-14,17.06801
2003-11-17,16.84074
2003-11-18,16.897558
2003-11-19,16.647560000000002
2003-11-20,16.556652
2003-11-21,16.533926
2003-11-24,16.84074
2003-11-25,16.863468
2003-11-26,16.795285999999997
2003-11-28,16.693014
2003-12-01,16.647560000000002
2003-12-02,16.477107999999998
2003-12-03,16.477107999999998
2003-12-04,16.477107999999998
2003-12-05,16.318018
2003-12-08,16.033929999999998
2003-12-09,15.874842000000001
2003-12-10,15.852115
2003-12-11,16.068022
2003-12-12,16.079384
2003-12-15,16.079384
2003-12-16,16.19302
2003-12-17,16.068022
2003-12-18,16.181656
2003-12-19,16.147566
2003-12-22,16.19302
2003-12-23,16.363472
2003-12-24,16.306656
2003-12-26,16.249838
2003-12-29,16.443018
2003-12-30,16.465744
2003-12-31,16.477107999999998
2004-01-02,16.96574
2004-01-05,17.499825
2004-01-06,17.602097
2004-01-07,17.283918
2004-01-08,17.113464
2004-01-09,17.033920000000002
2004-01-12,17.340736
2004-01-13,17.329372
2004-01-14,17.329372
2004-01-15,17.272554
2004-01-16,17.158918
2004-01-20,17.545279
2004-01-21,17.590733
2004-01-22,17.613460999999997
2004-01-23,17.522551999999997
2004-01-26,17.670279
2004-01-27,18.022547
2004-01-28,18.238455
2004-01-29,18.011183
2004-01-30,18.181637
2004-02-02,18.204363
2004-02-03,18.090729
2004-02-04,17.897548999999998
2004-02-05,18.068001000000002
2004-02-06,18.124819
2004-02-09,18.352089000000003
2004-02-10,18.352089000000003
2004-02-11,18.692995
2004-02-12,18.817992999999998
2004-02-13,18.749813
2004-02-17,19.090717
2004-02-18,18.738449
2004-02-19,18.749813
2004-02-20,18.806629
2004-02-23,18.692995
2004-02-24,18.613451
2004-02-25,18.715721
2004-02-26,18.636177
2004-02-27,18.681631
2004-03-01,19.249807
2004-03-02,19.079355
2004-03-03,19.204353
2004-03-04,20.102072
2004-03-05,19.829348
2004-03-08,20.03389
2004-03-09,20.056618
2004-03-10,19.77253
2004-03-11,19.886166
2004-03-12,19.840712
2004-03-15,19.227081
2004-03-16,19.352079
2004-03-17,19.295261
2004-03-18,20.283888
2004-03-19,19.886166
2004-03-22,18.522543
2004-03-23,19.624804
2004-03-24,19.522532
2004-03-25,19.658894
2004-03-26,19.61344
2004-03-29,19.908892
2004-03-30,19.942982
2004-03-31,20.124798000000002
2004-04-01,20.170254
2004-04-02,20.170254
2004-04-05,20.465704000000002
2004-04-06,20.465704000000002
2004-04-07,20.442978
2004-04-08,20.317978
2004-04-12,20.272524
2004-04-13,20.488432
2004-04-14,20.397524
2004-04-15,20.45434
2004-04-16,20.45434
2004-04-19,20.556612
2004-04-20,20.329342
2004-04-21,19.761166
2004-04-22,19.829348
2004-04-23,19.920256
2004-04-26,19.897528
2004-04-27,19.942982
2004-04-28,19.817984
2004-04-29,19.329351000000003
2004-04-30,18.954355
