Date,CL
1974-11-27,1.53125
1974-11-29,1.546875
1974-12-02,1.453125
1974-12-03,1.3828129999999998
1974-12-04,1.3984379999999998
1974-12-05,1.375
1974-12-06,1.3671879999999998
1974-12-09,1.3671879999999998
1974-12-10,1.46875
1974-12-11,1.484375
1974-12-12,1.453125
1974-12-13,1.3203129999999998
1974-12-16,1.2578129999999998
1974-12-17,1.328125
1974-12-18,1.4375
1974-12-19,1.421875
1974-12-20,1.3984379999999998
1974-12-23,1.40625
1974-12-24,1.453125
1974-12-26,1.421875
1974-12-27,1.421875
1974-12-30,1.4375
1974-12-31,1.5078129999999998
1975-01-02,1.453125
1975-01-03,1.515625
1975-01-06,1.5234379999999998
1975-01-07,1.4765629999999998
1975-01-08,1.3828129999999998
1975-01-09,1.4453129999999998
1975-01-10,1.46875
1975-01-13,1.515625
1975-01-14,1.4921879999999998
1975-01-15,1.515625
1975-01-16,1.53125
1975-01-17,1.515625
1975-01-20,1.5078129999999998
1975-01-21,1.4921879999999998
1975-01-22,1.46875
1975-01-23,1.421875
1975-01-24,1.4140629999999998
1975-01-27,1.4296879999999998
1975-01-28,1.46875
1975-01-29,1.5546879999999998
1975-01-30,1.546875
1975-01-31,1.5859379999999998
1975-02-03,1.6015629999999998
1975-02-04,1.59375
1975-02-05,1.6015629999999998
1975-02-06,1.671875
1975-02-07,1.664063
1975-02-10,1.6875
1975-02-11,1.679688
1975-02-12,1.703125
1975-02-13,1.726563
1975-02-14,1.710938
1975-02-18,1.6875
1975-02-19,1.703125
1975-02-20,1.710938
1975-02-21,1.710938
1975-02-24,1.664063
1975-02-25,1.65625
1975-02-26,1.6875
1975-02-27,1.75
1975-02-28,1.757813
1975-03-03,1.804688
1975-03-04,1.867188
1975-03-05,1.8125
1975-03-06,1.78125
1975-03-07,1.828125
1975-03-10,1.8125
1975-03-11,1.804688
1975-03-12,1.773438
1975-03-13,1.804688
1975-03-14,1.804688
1975-03-17,1.835938
1975-03-18,1.867188
1975-03-19,1.804688
1975-03-20,1.804688
1975-03-21,1.789063
1975-03-24,1.757813
1975-03-25,1.757813
1975-03-26,1.820313
1975-03-27,1.835938
1975-03-31,1.789063
1975-04-01,1.796875
1975-04-02,1.789063
1975-04-03,1.757813
1975-04-04,1.773438
1975-04-07,1.703125
1975-04-08,1.71875
1975-04-09,1.789063
1975-04-10,1.859375
1975-04-11,1.859375
1975-04-14,1.890625
1975-04-15,1.914063
1975-04-16,1.898438
1975-04-17,1.875
1975-04-18,1.890625
1975-04-21,1.898438
1975-04-22,1.875
1975-04-23,1.84375
1975-04-24,1.8125
1975-04-25,1.84375
1975-04-28,1.78125
1975-04-29,1.710938
1975-04-30,1.710938
1975-05-01,1.742188
1975-05-02,1.820313
1975-05-05,1.828125
1975-05-06,1.820313
1975-05-07,1.867188
1975-05-08,1.882813
1975-05-09,1.976563
1975-05-12,2.023438
1975-05-13,2.023438
1975-05-14,2.03125
1975-05-15,2.046875
1975-05-16,2.046875
1975-05-19,2.046875
1975-05-20,2.03125
1975-05-21,1.984375
1975-05-22,2.007813
1975-05-23,2.054688
1975-05-27,2.039063
1975-05-28,2.03125
1975-05-29,2.023438
1975-05-30,2.039063
1975-06-02,2.109375
1975-06-03,2.164063
1975-06-04,2.109375
1975-06-05,2.117188
1975-06-06,2.054688
1975-06-09,1.875
1975-06-10,1.890625
1975-06-11,1.898438
1975-06-12,1.882813
1975-06-13,1.867188
1975-06-16,1.90625
1975-06-17,1.945313
1975-06-18,1.9375
1975-06-19,1.984375
1975-06-20,2.078125
1975-06-23,2.125
1975-06-24,2.109375
1975-06-25,2.0625
1975-06-26,2.046875
1975-06-27,1.992188
1975-06-30,2.007813
1975-07-01,1.992188
1975-07-02,1.960938
1975-07-03,1.984375
1975-07-07,1.984375
1975-07-08,1.96875
1975-07-09,2.007813
1975-07-10,2.007813
1975-07-11,1.96875
1975-07-14,1.984375
1975-07-15,2.015625
1975-07-16,1.984375
1975-07-17,1.890625
1975-07-18,1.898438
1975-07-21,1.859375
1975-07-22,1.835938
1975-07-23,1.820313
1975-07-24,1.8125
1975-07-25,1.835938
1975-07-28,1.796875
1975-07-29,1.75
1975-07-30,1.773438
1975-07-31,1.765625
1975-08-01,1.742188
1975-08-04,1.742188
1975-08-05,1.71875
1975-08-06,1.734375
1975-08-07,1.726563
1975-08-08,1.726563
1975-08-11,1.75
1975-08-12,1.8125
1975-08-13,1.710938
1975-08-14,1.695313
1975-08-15,1.734375
1975-08-18,1.71875
1975-08-19,1.734375
1975-08-20,1.6875
1975-08-21,1.6171879999999998
1975-08-22,1.625
1975-08-25,1.65625
1975-08-26,1.671875
1975-08-27,1.65625
1975-08-28,1.703125
1975-08-29,1.6875
1975-09-02,1.648438
1975-09-03,1.65625
1975-09-04,1.648438
1975-09-05,1.6015629999999998
1975-09-08,1.6015629999999998
1975-09-09,1.578125
1975-09-10,1.5546879999999998
1975-09-11,1.546875
1975-09-12,1.5546879999999998
1975-09-15,1.5625
1975-09-16,1.5390629999999998
1975-09-17,1.5625
1975-09-18,1.5703129999999998
1975-09-19,1.671875
1975-09-22,1.6328129999999998
1975-09-23,1.65625
1975-09-24,1.664063
1975-09-25,1.679688
1975-09-26,1.703125
1975-09-29,1.648438
1975-09-30,1.640625
1975-10-01,1.679688
1975-10-02,1.71875
1975-10-03,1.804688
1975-10-06,1.789063
1975-10-07,1.835938
1975-10-08,1.84375
1975-10-09,1.875
1975-10-10,1.820313
1975-10-13,1.890625
1975-10-14,1.875
1975-10-15,1.804688
1975-10-16,1.859375
1975-10-17,1.882813
1975-10-20,1.882813
1975-10-21,1.835938
1975-10-22,1.835938
1975-10-23,1.789063
1975-10-24,1.804688
1975-10-27,1.820313
1975-10-28,1.84375
1975-10-29,1.78125
1975-10-30,1.8125
1975-10-31,1.804688
1975-11-03,1.765625
1975-11-04,1.75
1975-11-05,1.757813
1975-11-06,1.765625
1975-11-07,1.742188
1975-11-10,1.75
1975-11-11,1.773438
1975-11-12,1.835938
1975-11-13,1.820313
1975-11-14,1.8125
1975-11-17,1.796875
1975-11-18,1.796875
1975-11-19,1.789063
1975-11-20,1.78125
1975-11-21,1.742188
1975-11-24,1.742188
1975-11-25,1.734375
1975-11-26,1.757813
1975-11-28,1.757813
1975-12-01,1.757813
1975-12-02,1.757813
1975-12-03,1.710938
1975-12-04,1.703125
1975-12-05,1.6875
1975-12-08,1.6875
1975-12-09,1.75
1975-12-10,1.757813
1975-12-11,1.75
1975-12-12,1.773438
1975-12-15,1.820313
1975-12-16,1.828125
1975-12-17,1.835938
1975-12-18,1.796875
1975-12-19,1.773438
1975-12-22,1.757813
1975-12-23,1.773438
1975-12-24,1.773438
1975-12-26,1.804688
1975-12-29,1.84375
1975-12-30,1.804688
1975-12-31,1.796875
1976-01-02,1.804688
1976-01-05,1.804688
1976-01-06,1.835938
1976-01-07,1.820313
1976-01-08,1.867188
1976-01-09,1.851563
1976-01-12,1.890625
1976-01-13,1.867188
1976-01-14,1.882813
1976-01-15,1.929688
1976-01-16,1.9375
1976-01-19,1.914063
1976-01-20,1.90625
1976-01-21,1.898438
1976-01-22,1.890625
1976-01-23,1.890625
1976-01-26,1.875
1976-01-27,1.835938
1976-01-28,1.742188
1976-01-29,1.796875
1976-01-30,1.742188
1976-02-02,1.742188
1976-02-03,1.734375
1976-02-04,1.71875
1976-02-05,1.671875
1976-02-06,1.65625
1976-02-09,1.664063
1976-02-10,1.679688
1976-02-11,1.671875
1976-02-12,1.6875
1976-02-13,1.664063
1976-02-17,1.671875
1976-02-18,1.703125
1976-02-19,1.726563
1976-02-20,1.71875
1976-02-23,1.75
1976-02-24,1.8125
1976-02-25,1.859375
1976-02-26,1.8125
1976-02-27,1.789063
1976-03-01,1.804688
1976-03-02,1.820313
1976-03-03,1.804688
1976-03-04,1.796875
1976-03-05,1.8125
1976-03-08,1.789063
1976-03-09,1.796875
1976-03-10,1.773438
1976-03-11,1.796875
1976-03-12,1.773438
1976-03-15,1.71875
1976-03-16,1.734375
1976-03-17,1.742188
1976-03-18,1.734375
1976-03-19,1.726563
1976-03-22,1.71875
1976-03-23,1.726563
1976-03-24,1.734375
1976-03-25,1.734375
1976-03-26,1.734375
1976-03-29,1.734375
1976-03-30,1.734375
1976-03-31,1.726563
1976-04-01,1.71875
1976-04-02,1.75
1976-04-05,1.695313
1976-04-06,1.726563
1976-04-07,1.695313
1976-04-08,1.679688
1976-04-09,1.640625
1976-04-12,1.640625
1976-04-13,1.703125
1976-04-14,1.65625
1976-04-15,1.671875
1976-04-19,1.703125
1976-04-20,1.703125
1976-04-21,1.695313
1976-04-22,1.6328129999999998
1976-04-23,1.5859379999999998
1976-04-26,1.6015629999999998
1976-04-27,1.625
1976-04-28,1.6171879999999998
1976-04-29,1.609375
1976-04-30,1.609375
1976-05-03,1.609375
1976-05-04,1.6015629999999998
1976-05-05,1.6015629999999998
1976-05-06,1.5859379999999998
1976-05-07,1.5859379999999998
1976-05-10,1.59375
1976-05-11,1.6015629999999998
1976-05-12,1.59375
1976-05-13,1.5859379999999998
1976-05-14,1.578125
1976-05-17,1.5625
1976-05-18,1.5859379999999998
1976-05-19,1.5703129999999998
1976-05-20,1.5546879999999998
1976-05-21,1.515625
1976-05-24,1.4765629999999998
1976-05-25,1.4921879999999998
1976-05-26,1.5078129999999998
1976-05-27,1.4921879999999998
1976-05-28,1.5
1976-06-01,1.4921879999999998
1976-06-02,1.4921879999999998
1976-06-03,1.4921879999999998
1976-06-04,1.4765629999999998
1976-06-07,1.484375
1976-06-08,1.46875
1976-06-09,1.484375
1976-06-10,1.484375
1976-06-11,1.5390629999999998
1976-06-14,1.546875
1976-06-15,1.546875
1976-06-16,1.6015629999999998
1976-06-17,1.625
1976-06-18,1.625
1976-06-21,1.679688
1976-06-22,1.679688
1976-06-23,1.6875
1976-06-24,1.671875
1976-06-25,1.664063
1976-06-28,1.65625
1976-06-29,1.65625
1976-06-30,1.671875
1976-07-01,1.679688
1976-07-02,1.6875
1976-07-06,1.695313
1976-07-07,1.726563
1976-07-08,1.75
1976-07-09,1.796875
1976-07-12,1.789063
1976-07-13,1.78125
1976-07-14,1.78125
1976-07-15,1.75
1976-07-16,1.742188
1976-07-19,1.726563
1976-07-20,1.710938
1976-07-21,1.726563
1976-07-22,1.734375
1976-07-23,1.75
1976-07-26,1.734375
1976-07-27,1.734375
1976-07-28,1.726563
1976-07-29,1.75
1976-07-30,1.710938
1976-08-02,1.6875
1976-08-03,1.710938
1976-08-04,1.726563
1976-08-05,1.75
1976-08-06,1.757813
1976-08-09,1.757813
1976-08-10,1.757813
1976-08-11,1.742188
1976-08-12,1.734375
1976-08-13,1.75
1976-08-16,1.75
1976-08-17,1.789063
1976-08-18,1.804688
1976-08-19,1.742188
1976-08-20,1.703125
1976-08-23,1.71875
1976-08-24,1.6875
1976-08-25,1.695313
1976-08-26,1.710938
1976-08-27,1.742188
1976-08-30,1.71875
1976-08-31,1.734375
1976-09-01,1.75
1976-09-02,1.757813
1976-09-03,1.757813
1976-09-07,1.757813
1976-09-08,1.773438
1976-09-09,1.757813
1976-09-10,1.734375
1976-09-13,1.726563
1976-09-14,1.71875
1976-09-15,1.703125
1976-09-16,1.734375
1976-09-17,1.757813
1976-09-20,1.765625
1976-09-21,1.8125
1976-09-22,1.804688
1976-09-23,1.796875
1976-09-24,1.765625
1976-09-27,1.78125
1976-09-28,1.726563
1976-09-29,1.734375
1976-09-30,1.703125
1976-10-01,1.703125
1976-10-04,1.703125
1976-10-05,1.679688
1976-10-06,1.703125
1976-10-07,1.6875
1976-10-08,1.65625
1976-10-11,1.609375
1976-10-12,1.578125
1976-10-13,1.5703129999999998
1976-10-14,1.546875
1976-10-15,1.5625
1976-10-18,1.5703129999999998
1976-10-19,1.5625
1976-10-20,1.5703129999999998
1976-10-21,1.59375
1976-10-22,1.546875
1976-10-25,1.578125
1976-10-26,1.609375
1976-10-27,1.625
1976-10-28,1.625
1976-10-29,1.664063
1976-11-01,1.648438
1976-11-03,1.6328129999999998
1976-11-04,1.625
1976-11-05,1.625
1976-11-08,1.59375
1976-11-09,1.5859379999999998
1976-11-10,1.5859379999999998
1976-11-11,1.59375
1976-11-12,1.59375
1976-11-15,1.5859379999999998
1976-11-16,1.5859379999999998
1976-11-17,1.59375
1976-11-18,1.609375
1976-11-19,1.59375
1976-11-22,1.609375
1976-11-23,1.6328129999999998
1976-11-24,1.664063
1976-11-26,1.6875
1976-11-29,1.6875
1976-11-30,1.671875
1976-12-01,1.664063
1976-12-02,1.65625
1976-12-03,1.65625
1976-12-06,1.640625
1976-12-07,1.648438
1976-12-08,1.648438
1976-12-09,1.65625
1976-12-10,1.65625
1976-12-13,1.65625
1976-12-14,1.671875
1976-12-15,1.65625
1976-12-16,1.671875
1976-12-17,1.65625
1976-12-20,1.648438
1976-12-21,1.65625
1976-12-22,1.65625
1976-12-23,1.65625
1976-12-27,1.671875
1976-12-28,1.6875
1976-12-29,1.703125
1976-12-30,1.695313
1976-12-31,1.71875
1977-01-03,1.710938
1977-01-04,1.695313
1977-01-05,1.695313
1977-01-06,1.679688
1977-01-07,1.6875
1977-01-10,1.679688
1977-01-11,1.609375
1977-01-12,1.5703129999999998
1977-01-13,1.5625
1977-01-14,1.5625
1977-01-17,1.5546879999999998
1977-01-18,1.53125
1977-01-19,1.5390629999999998
1977-01-20,1.546875
1977-01-21,1.5625
1977-01-24,1.5625
1977-01-25,1.546875
1977-01-26,1.515625
1977-01-27,1.5
1977-01-28,1.46875
1977-01-31,1.4921879999999998
1977-02-01,1.515625
1977-02-02,1.5390629999999998
1977-02-03,1.515625
1977-02-04,1.5390629999999998
1977-02-07,1.5390629999999998
1977-02-08,1.5390629999999998
1977-02-09,1.546875
1977-02-10,1.546875
1977-02-11,1.53125
1977-02-14,1.546875
1977-02-15,1.5546879999999998
1977-02-16,1.578125
1977-02-17,1.578125
1977-02-18,1.5625
1977-02-22,1.578125
1977-02-23,1.5859379999999998
1977-02-24,1.578125
1977-02-25,1.578125
1977-02-28,1.5859379999999998
1977-03-01,1.59375
1977-03-02,1.5859379999999998
1977-03-03,1.59375
1977-03-04,1.59375
1977-03-07,1.6015629999999998
1977-03-08,1.59375
1977-03-09,1.5703129999999998
1977-03-10,1.5625
1977-03-11,1.5390629999999998
1977-03-14,1.546875
1977-03-15,1.5546879999999998
1977-03-16,1.546875
1977-03-17,1.5546879999999998
1977-03-18,1.546875
1977-03-21,1.5390629999999998
1977-03-22,1.546875
1977-03-23,1.5390629999999998
1977-03-24,1.53125
1977-03-25,1.546875
1977-03-28,1.546875
1977-03-29,1.5703129999999998
1977-03-30,1.5625
1977-03-31,1.5546879999999998
1977-04-01,1.5703129999999998
1977-04-04,1.546875
1977-04-05,1.5234379999999998
1977-04-06,1.546875
1977-04-07,1.546875
1977-04-11,1.5703129999999998
1977-04-12,1.5625
1977-04-13,1.5546879999999998
1977-04-14,1.5859379999999998
1977-04-15,1.5859379999999998
1977-04-18,1.5859379999999998
1977-04-19,1.5625
1977-04-20,1.5625
1977-04-21,1.546875
1977-04-22,1.515625
1977-04-25,1.5
1977-04-26,1.5
1977-04-27,1.515625
1977-04-28,1.515625
1977-04-29,1.53125
1977-05-02,1.5390629999999998
1977-05-03,1.5390629999999998
1977-05-04,1.5390629999999998
1977-05-05,1.5390629999999998
1977-05-06,1.5234379999999998
1977-05-09,1.53125
1977-05-10,1.53125
1977-05-11,1.53125
1977-05-12,1.53125
1977-05-13,1.53125
1977-05-16,1.5234379999999998
1977-05-17,1.5390629999999998
1977-05-18,1.5703129999999998
1977-05-19,1.5625
1977-05-20,1.5703129999999998
1977-05-23,1.5625
1977-05-24,1.515625
1977-05-25,1.5
1977-05-26,1.515625
1977-05-27,1.515625
1977-05-31,1.5234379999999998
1977-06-01,1.53125
1977-06-02,1.5390629999999998
1977-06-03,1.5546879999999998
1977-06-06,1.5390629999999998
1977-06-07,1.5546879999999998
1977-06-08,1.5703129999999998
1977-06-09,1.5703129999999998
1977-06-10,1.5625
1977-06-13,1.5703129999999998
1977-06-14,1.5703129999999998
1977-06-15,1.5703129999999998
1977-06-16,1.5703129999999998
1977-06-17,1.5625
1977-06-20,1.5625
1977-06-21,1.5625
1977-06-22,1.546875
1977-06-23,1.546875
1977-06-24,1.5625
1977-06-27,1.546875
1977-06-28,1.546875
1977-06-29,1.5390629999999998
1977-06-30,1.546875
1977-07-01,1.546875
1977-07-05,1.546875
1977-07-06,1.5546879999999998
1977-07-07,1.53125
1977-07-08,1.53125
1977-07-11,1.5390629999999998
1977-07-12,1.5546879999999998
1977-07-13,1.5625
1977-07-15,1.578125
1977-07-18,1.609375
1977-07-19,1.6015629999999998
1977-07-20,1.6015629999999998
1977-07-21,1.6015629999999998
1977-07-22,1.6328129999999998
1977-07-25,1.6171879999999998
1977-07-26,1.625
1977-07-27,1.59375
1977-07-28,1.578125
1977-07-29,1.609375
1977-08-01,1.609375
1977-08-02,1.5859379999999998
1977-08-03,1.6015629999999998
1977-08-04,1.625
1977-08-05,1.6015629999999998
1977-08-08,1.6171879999999998
1977-08-09,1.6015629999999998
1977-08-10,1.5859379999999998
1977-08-11,1.5859379999999998
1977-08-12,1.5703129999999998
1977-08-15,1.546875
1977-08-16,1.5390629999999998
1977-08-17,1.5546879999999998
1977-08-18,1.5625
1977-08-19,1.5625
1977-08-22,1.578125
1977-08-23,1.578125
1977-08-24,1.5703129999999998
1977-08-25,1.5546879999999998
1977-08-26,1.5390629999999998
1977-08-29,1.5625
1977-08-30,1.5390629999999998
1977-08-31,1.5546879999999998
1977-09-01,1.5390629999999998
1977-09-02,1.546875
