Date,PRTK
2009-06-19,58.439999
2009-06-22,56.52
2009-06-23,59.16
2009-06-24,57.0
2009-06-25,59.16
2009-06-26,65.400002
2009-06-29,62.040001000000004
2009-06-30,62.040001000000004
2009-07-01,59.759997999999996
2009-07-02,57.599998
2009-07-06,57.360001000000004
2009-07-07,57.360001000000004
2009-07-08,56.16
2009-07-09,56.400002
2009-07-10,56.400002
2009-07-13,56.639998999999996
2009-07-14,56.16
2009-07-15,55.799999
2009-07-16,54.720001
2009-07-17,55.080002
2009-07-20,55.799999
2009-07-21,58.32
2009-07-22,62.16
2009-07-23,63.360001000000004
2009-07-24,66.959999
2009-07-27,67.800003
2009-07-28,69.360001
2009-07-29,70.68
2009-07-30,72.0
2009-07-31,69.599998
2009-08-03,98.639999
2009-08-04,94.199997
2009-08-05,97.440002
2009-08-06,97.68
2009-08-07,96.959999
2009-08-10,103.440002
2009-08-11,104.760002
2009-08-12,109.08000200000001
2009-08-13,111.120003
2009-08-14,109.32
2009-08-17,107.760002
2009-08-18,108.839996
2009-08-19,109.32
2009-08-20,108.480003
2009-08-21,111.0
2009-08-24,113.519997
2009-08-25,118.199997
2009-08-26,122.279999
2009-08-27,121.91999799999999
2009-08-28,121.559998
2009-08-31,124.32
2009-09-01,123.120003
2009-09-02,126.720001
2009-09-03,136.679993
2009-09-04,150.360001
2009-09-08,161.759995
2009-09-09,156.0
2009-09-10,154.800003
2009-09-11,149.399994
2009-09-14,140.03999299999998
2009-09-15,136.800003
2009-09-16,142.440002
2009-09-17,147.0
2009-09-18,149.279999
2009-09-21,154.199997
2009-09-22,162.0
2009-09-23,165.0
2009-09-24,161.880005
2009-09-25,159.600006
2009-09-28,159.720001
2009-09-29,165.0
2009-09-30,165.600006
2009-10-01,165.479996
2009-10-02,166.080002
2009-10-05,177.0
2009-10-06,166.800003
2009-10-07,165.83999599999999
2009-10-08,167.880005
2009-10-09,168.0
2009-10-12,166.800003
2009-10-13,167.279999
2009-10-14,169.199997
2009-10-15,176.279999
2009-10-16,179.759995
2009-10-19,181.440002
2009-10-20,177.96000700000002
2009-10-21,172.199997
2009-10-22,168.0
2009-10-23,168.479996
2009-10-26,168.119995
2009-10-27,160.440002
2009-10-28,137.639999
2009-10-29,70.800003
2009-10-30,65.879997
2009-11-02,64.800003
2009-11-03,58.799999
2009-11-04,55.68
2009-11-05,64.800003
2009-11-06,67.68
2009-11-09,68.760002
2009-11-10,63.720001
2009-11-11,60.720001
2009-11-12,67.08000200000001
2009-11-13,61.919998
2009-11-16,63.959998999999996
2009-11-17,65.279999
2009-11-18,64.199997
2009-11-19,65.160004
2009-11-20,63.84
2009-11-23,62.52
2009-11-24,66.120003
2009-11-25,70.440002
2009-11-27,73.08000200000001
2009-11-30,78.360001
2009-12-01,86.279999
2009-12-02,87.120003
2009-12-03,85.91999799999999
2009-12-04,87.0
2009-12-07,87.360001
2009-12-08,87.599998
2009-12-09,86.279999
2009-12-10,86.519997
2009-12-11,87.120003
2009-12-14,89.639999
2009-12-15,90.959999
2009-12-16,91.68
2009-12-17,89.760002
2009-12-18,73.08000200000001
2009-12-21,79.91999799999999
2009-12-22,81.599998
2009-12-23,77.760002
2009-12-24,78.720001
2009-12-28,79.91999799999999
2009-12-29,83.160004
2009-12-30,82.559998
2009-12-31,81.599998
2010-01-04,80.279999
2010-01-05,79.440002
2010-01-06,81.720001
2010-01-07,85.199997
2010-01-08,87.480003
2010-01-11,87.120003
2010-01-12,88.68
2010-01-13,98.639999
2010-01-14,98.519997
2010-01-15,96.480003
2010-01-19,93.0
2010-01-20,91.559998
2010-01-21,83.400002
2010-01-22,90.120003
2010-01-25,89.639999
2010-01-26,91.199997
2010-01-27,92.760002
2010-01-28,90.720001
2010-01-29,91.800003
2010-02-01,93.360001
2010-02-02,95.760002
2010-02-03,96.839996
2010-02-04,96.0
2010-02-05,91.199997
2010-02-08,93.239998
2010-02-09,92.879997
2010-02-10,92.279999
2010-02-11,86.160004
2010-02-12,82.08000200000001
2010-02-16,84.720001
2010-02-17,91.800003
2010-02-18,91.68
2010-02-19,94.91999799999999
2010-02-22,94.559998
2010-02-23,92.519997
2010-02-24,90.120003
2010-02-25,85.91999799999999
2010-02-26,88.32
2010-03-01,89.160004
2010-03-02,93.839996
2010-03-03,92.400002
2010-03-04,90.599998
2010-03-05,91.440002
2010-03-08,91.08000200000001
2010-03-09,92.279999
2010-03-10,91.32
2010-03-11,92.760002
2010-03-12,95.040001
2010-03-15,94.559998
2010-03-16,94.559998
2010-03-17,94.32
2010-03-18,89.519997
2010-03-19,84.839996
2010-03-22,93.839996
2010-03-23,93.239998
2010-03-24,87.599998
2010-03-25,95.760002
2010-03-26,94.199997
2010-03-29,98.760002
2010-03-30,100.559998
2010-03-31,95.639999
2010-04-01,100.800003
2010-04-05,101.519997
2010-04-06,102.239998
2010-04-07,101.040001
2010-04-08,101.279999
2010-04-09,101.279999
2010-04-12,102.599998
2010-04-13,103.91999799999999
2010-04-14,107.879997
2010-04-15,121.08000200000001
2010-04-16,124.199997
2010-04-19,120.0
2010-04-20,120.0
2010-04-21,122.040001
2010-04-22,119.279999
2010-04-23,122.040001
2010-04-26,125.040001
2010-04-27,130.080002
2010-04-28,127.440002
2010-04-29,124.800003
2010-04-30,123.360001
2010-05-03,124.08000200000001
2010-05-04,120.839996
2010-05-05,119.879997
2010-05-06,116.639999
2010-05-07,119.519997
2010-05-10,118.440002
2010-05-11,112.32
2010-05-12,111.480003
2010-05-13,108.0
2010-05-14,111.360001
2010-05-17,117.599998
2010-05-18,116.400002
2010-05-19,109.08000200000001
2010-05-20,107.879997
2010-05-21,106.08000200000001
2010-05-24,108.959999
2010-05-25,106.559998
2010-05-26,108.239998
2010-05-27,113.279999
2010-05-28,113.879997
2010-06-01,111.239998
2010-06-02,112.91999799999999
2010-06-03,110.400002
2010-06-04,111.360001
2010-06-07,113.639999
2010-06-08,113.400002
2010-06-09,112.800003
2010-06-10,112.800003
2010-06-11,115.199997
2010-06-14,118.440002
2010-06-15,118.440002
2010-06-16,114.360001
2010-06-17,114.360001
2010-06-18,112.68
2010-06-21,109.440002
2010-06-22,109.68
2010-06-23,113.160004
2010-06-24,114.480003
2010-06-25,110.160004
2010-06-28,105.959999
2010-06-29,100.559998
2010-06-30,99.959999
2010-07-01,97.08000200000001
2010-07-02,95.760002
2010-07-06,92.400002
2010-07-07,92.160004
2010-07-08,93.120003
2010-07-09,95.639999
2010-07-12,91.559998
2010-07-13,93.480003
2010-07-14,92.279999
2010-07-15,94.199997
2010-07-16,91.440002
2010-07-19,87.839996
2010-07-20,85.68
2010-07-21,81.480003
2010-07-22,85.08000200000001
2010-07-23,87.0
2010-07-26,94.559998
2010-07-27,95.519997
2010-07-28,96.0
2010-07-29,95.519997
2010-07-30,96.120003
2010-08-02,97.559998
2010-08-03,96.720001
2010-08-04,101.760002
2010-08-05,97.91999799999999
2010-08-06,96.239998
2010-08-09,95.760002
2010-08-10,93.839996
2010-08-11,89.040001
2010-08-12,89.040001
2010-08-13,88.32
2010-08-16,89.040001
2010-08-17,91.08000200000001
2010-08-18,93.839996
2010-08-19,88.800003
2010-08-20,86.760002
2010-08-23,85.559998
2010-08-24,85.91999799999999
2010-08-25,85.559998
2010-08-26,85.800003
2010-08-27,87.720001
2010-08-30,85.800003
2010-08-31,84.720001
2010-09-01,89.639999
2010-09-02,88.199997
2010-09-03,90.480003
2010-09-07,88.32
2010-09-08,87.839996
2010-09-09,85.91999799999999
2010-09-10,84.720001
2010-09-13,86.879997
2010-09-14,86.760002
2010-09-15,86.279999
2010-09-16,85.559998
2010-09-17,85.68
2010-09-20,88.08000200000001
2010-09-21,86.040001
2010-09-22,87.239998
2010-09-23,86.879997
2010-09-24,85.08000200000001
2010-09-27,84.0
2010-09-28,83.879997
2010-09-29,84.0
2010-09-30,83.639999
2010-10-01,83.400002
2010-10-04,83.639999
2010-10-05,83.760002
2010-10-06,82.800003
2010-10-07,82.199997
2010-10-08,82.440002
2010-10-11,80.760002
2010-10-12,81.0
2010-10-13,80.760002
2010-10-14,80.760002
2010-10-15,77.639999
2010-10-18,79.32
2010-10-19,77.040001
2010-10-20,75.599998
2010-10-21,76.559998
2010-10-22,77.040001
2010-10-25,77.760002
2010-10-26,77.400002
2010-10-27,75.839996
2010-10-28,75.239998
2010-10-29,74.279999
2010-11-01,72.599998
2010-11-02,73.440002
2010-11-03,73.440002
2010-11-04,73.68
2010-11-05,73.68
2010-11-08,74.040001
2010-11-09,73.68
2010-11-10,72.360001
2010-11-11,73.08000200000001
2010-11-12,71.639999
2010-11-15,73.199997
2010-11-16,71.519997
2010-11-17,72.239998
2010-11-18,71.760002
2010-11-19,72.599998
2010-11-22,74.279999
2010-11-23,74.879997
2010-11-24,78.0
2010-11-26,76.68
2010-11-29,76.68
2010-11-30,77.279999
2010-12-01,78.120003
2010-12-02,78.239998
2010-12-03,78.839996
2010-12-06,80.400002
2010-12-07,80.519997
2010-12-08,80.639999
2010-12-09,82.800003
2010-12-10,84.599998
2010-12-13,85.199997
2010-12-14,85.800003
2010-12-15,87.239998
2010-12-16,88.440002
2010-12-17,89.400002
2010-12-20,92.160004
2010-12-21,93.0
2010-12-22,93.480003
2010-12-23,93.360001
2010-12-27,93.599998
2010-12-28,92.760002
2010-12-29,90.599998
2010-12-30,90.599998
2010-12-31,88.800003
2011-01-03,89.639999
2011-01-04,92.400002
2011-01-05,93.599998
2011-01-06,94.68
2011-01-07,96.239998
2011-01-10,99.959999
2011-01-11,104.639999
2011-01-12,107.040001
2011-01-13,109.08000200000001
2011-01-14,108.839996
2011-01-18,106.68
2011-01-19,103.91999799999999
2011-01-20,105.599998
2011-01-21,105.839996
2011-01-24,106.08000200000001
2011-01-25,106.08000200000001
2011-01-26,107.879997
2011-01-27,106.199997
2011-01-28,101.040001
2011-01-31,99.599998
2011-02-01,100.199997
2011-02-02,98.400002
2011-02-03,98.760002
2011-02-04,98.760002
2011-02-07,98.400002
2011-02-08,97.559998
2011-02-09,96.959999
2011-02-10,96.120003
2011-02-11,97.800003
2011-02-14,98.400002
2011-02-15,97.800003
2011-02-16,99.0
2011-02-17,99.959999
2011-02-18,98.879997
2011-02-22,102.839996
2011-02-23,103.32
2011-02-24,103.91999799999999
2011-02-25,105.959999
2011-02-28,107.160004
2011-03-01,104.879997
2011-03-02,108.720001
2011-03-03,113.879997
2011-03-04,112.08000200000001
2011-03-07,109.32
2011-03-08,110.639999
2011-03-09,109.68
2011-03-10,103.68
2011-03-11,102.599998
2011-03-14,99.959999
2011-03-15,98.040001
2011-03-16,95.400002
2011-03-17,96.0
2011-03-18,97.800003
2011-03-21,100.440002
2011-03-22,100.68
2011-03-23,101.160004
2011-03-24,101.160004
2011-03-25,102.0
2011-03-28,102.0
2011-03-29,97.440002
2011-03-30,97.91999799999999
2011-03-31,98.279999
2011-04-01,100.199997
2011-04-04,99.959999
2011-04-05,100.440002
2011-04-06,106.91999799999999
2011-04-07,108.360001
2011-04-08,108.120003
2011-04-11,106.32
2011-04-12,103.199997
2011-04-13,103.32
2011-04-14,105.239998
2011-04-15,106.68
2011-04-18,104.639999
2011-04-19,107.279999
2011-04-20,108.239998
2011-04-21,108.839996
2011-04-25,110.639999
2011-04-26,114.959999
2011-04-27,115.08000200000001
2011-04-28,119.879997
2011-04-29,120.599998
2011-05-02,117.599998
2011-05-03,116.279999
2011-05-04,114.599998
2011-05-05,112.08000200000001
2011-05-06,114.0
2011-05-09,116.279999
2011-05-10,121.800003
2011-05-11,122.160004
2011-05-12,123.839996
2011-05-13,122.639999
2011-05-16,120.480003
2011-05-17,119.519997
2011-05-18,119.879997
2011-05-19,123.360001
2011-05-20,124.32
2011-05-23,123.839996
2011-05-24,122.279999
2011-05-25,130.440002
2011-05-26,135.96000700000002
2011-05-27,135.83999599999999
2011-05-31,140.759995
2011-06-01,139.080002
2011-06-02,139.919998
2011-06-03,139.440002
2011-06-06,136.440002
2011-06-07,131.399994
2011-06-08,118.800003
2011-06-09,118.800003
2011-06-10,114.839996
2011-06-13,114.959999
2011-06-14,122.160004
2011-06-15,118.559998
2011-06-16,122.519997
2011-06-17,121.68
2011-06-20,121.91999799999999
2011-06-21,123.239998
2011-06-22,122.400002
2011-06-23,122.760002
2011-06-24,125.279999
2011-06-27,124.68
2011-06-28,125.400002
2011-06-29,132.119995
2011-06-30,131.399994
2011-07-01,131.880005
2011-07-05,123.720001
2011-07-06,116.519997
2011-07-07,108.959999
2011-07-08,95.760002
2011-07-11,98.879997
2011-07-12,103.08000200000001
2011-07-13,59.279999
2011-07-14,56.759997999999996
2011-07-15,58.439999
2011-07-18,52.919998
2011-07-19,53.16
2011-07-20,52.439999
2011-07-21,53.400002
2011-07-22,52.799999
2011-07-25,52.200001
2011-07-26,51.0
2011-07-27,49.32
2011-07-28,48.959998999999996
2011-07-29,48.720001
2011-08-01,47.639998999999996
2011-08-02,44.639998999999996
2011-08-03,42.360001000000004
2011-08-04,39.119999
2011-08-05,38.040001000000004
2011-08-08,33.0
2011-08-09,36.360001000000004
2011-08-10,33.720001
2011-08-11,35.16
2011-08-12,36.119999
2011-08-15,36.720001
2011-08-16,36.360001000000004
2011-08-17,35.639998999999996
2011-08-18,32.880001
2011-08-19,31.92
2011-08-22,31.559998999999998
2011-08-23,32.279999
2011-08-24,32.16
2011-08-25,32.52
2011-08-26,33.48
2011-08-29,34.32
2011-08-30,36.84
2011-08-31,38.880001
2011-09-01,36.0
2011-09-02,34.32
2011-09-06,33.119999
2011-09-07,34.68
2011-09-08,33.360001000000004
2011-09-09,32.639998999999996
2011-09-12,33.48
2011-09-13,36.0
2011-09-14,40.080002
2011-09-15,72.0
2011-09-16,67.800003
2011-09-19,67.559998
2011-09-20,84.120003
2011-09-21,85.32
2011-09-22,80.879997
2011-09-23,81.599998
2011-09-26,80.160004
2011-09-27,79.800003
2011-09-28,82.91999799999999
2011-09-29,82.68
2011-09-30,79.440002
2011-10-03,72.480003
2011-10-04,96.959999
2011-10-05,106.199997
2011-10-06,102.480003
2011-10-07,93.959999
2011-10-10,94.32
2011-10-11,99.720001
2011-10-12,94.440002
2011-10-13,91.32
2011-10-14,88.68
2011-10-17,88.800003
2011-10-18,85.440002
2011-10-19,83.400002
2011-10-20,91.91999799999999
2011-10-21,90.599998
2011-10-24,97.199997
2011-10-25,89.639999
2011-10-26,96.360001
2011-10-27,101.519997
2011-10-28,104.760002
2011-10-31,104.639999
2011-11-01,102.239998
2011-11-02,100.800003
2011-11-03,100.800003
2011-11-04,99.599998
2011-11-07,100.68
2011-11-08,98.160004
2011-11-09,95.400002
2011-11-10,93.120003
2011-11-11,88.68
2011-11-14,78.239998
2011-11-15,77.760002
2011-11-16,75.480003
2011-11-17,77.160004
2011-11-18,79.08000200000001
2011-11-21,84.720001
2011-11-22,79.32
2011-11-23,88.08000200000001
2011-11-25,83.400002
2011-11-28,85.199997
2011-11-29,82.440002
2011-11-30,83.639999
2011-12-01,101.760002
2011-12-02,96.0
2011-12-05,89.400002
2011-12-06,84.959999
2011-12-07,84.239998
2011-12-08,82.199997
2011-12-09,87.239998
2011-12-12,87.120003
2011-12-13,84.480003
2011-12-14,84.959999
2011-12-15,84.360001
2011-12-16,83.639999
2011-12-19,83.400002
2011-12-20,84.480003
2011-12-21,86.400002
2011-12-22,96.720001
2011-12-23,93.480003
2011-12-27,92.879997
2011-12-28,90.480003
2011-12-29,91.800003
2011-12-30,93.959999
2012-01-03,95.519997
2012-01-04,96.360001
2012-01-05,97.32
2012-01-06,96.0
2012-01-09,97.32
2012-01-10,98.040001
2012-01-11,100.32
2012-01-12,101.279999
2012-01-13,104.160004
2012-01-17,102.720001
2012-01-18,96.0
2012-01-19,97.199997
2012-01-20,96.720001
2012-01-23,96.599998
2012-01-24,98.160004
2012-01-25,98.519997
2012-01-26,97.199997
2012-01-27,97.800003
2012-01-30,95.879997
2012-01-31,96.239998
2012-02-01,97.08000200000001
2012-02-02,97.199997
2012-02-03,96.480003
2012-02-06,97.32
2012-02-07,96.599998
2012-02-08,96.839996
2012-02-09,97.800003
2012-02-10,99.360001
2012-02-13,101.040001
2012-02-14,101.040001
2012-02-15,100.800003
2012-02-16,102.839996
2012-02-17,103.440002
2012-02-21,102.239998
2012-02-22,100.91999799999999
2012-02-23,102.720001
2012-02-24,102.480003
2012-02-27,102.480003
2012-02-28,102.959999
2012-02-29,100.199997
2012-03-01,98.639999
2012-03-02,96.239998
2012-03-05,97.559998
2012-03-06,97.08000200000001
2012-03-07,97.440002
2012-03-08,103.440002
2012-03-09,102.0
2012-03-12,100.800003
2012-03-13,101.519997
2012-03-14,101.519997
2012-03-15,106.08000200000001
2012-03-16,110.040001
2012-03-19,118.440002
2012-03-20,120.839996
2012-03-21,122.519997
2012-03-22,118.800003
2012-03-23,118.08000200000001
2012-03-26,117.720001
2012-03-27,121.440002
2012-03-28,121.800003
2012-03-29,124.440002
2012-03-30,126.239998
2012-04-02,125.160004
2012-04-03,124.32
2012-04-04,123.239998
2012-04-05,133.440002
2012-04-09,141.0
2012-04-10,133.559998
2012-04-11,136.679993
2012-04-12,137.880005
2012-04-13,137.16000400000001
2012-04-16,132.479996
2012-04-17,134.16000400000001
2012-04-18,134.639999
2012-04-19,132.83999599999999
2012-04-20,132.0
2012-04-23,132.0
2012-04-24,131.03999299999998
2012-04-25,132.0
2012-04-26,111.360001
2012-04-27,111.959999
2012-04-30,107.879997
2012-05-01,108.0
2012-05-02,108.720001
2012-05-03,105.839996
2012-05-04,100.800003
2012-05-07,105.599998
2012-05-08,104.160004
2012-05-09,102.239998
2012-05-10,99.599998
2012-05-11,98.400002
2012-05-14,96.959999
2012-05-15,99.239998
2012-05-16,95.760002
2012-05-17,86.519997
2012-05-18,83.879997
2012-05-21,81.0
2012-05-22,81.360001
2012-05-23,76.559998
2012-05-24,87.0
2012-05-25,86.040001
2012-05-29,87.839996
2012-05-30,85.199997
2012-05-31,84.959999
2012-06-01,80.879997
2012-06-04,79.800003
2012-06-05,80.400002
2012-06-06,78.959999
2012-06-07,76.440002
2012-06-08,77.519997
2012-06-11,75.599998
2012-06-12,76.68
2012-06-13,76.800003
2012-06-14,76.08000200000001
2012-06-15,75.480003
2012-06-18,73.440002
2012-06-19,74.519997
2012-06-20,73.32
2012-06-21,73.08000200000001
2012-06-22,74.279999
2012-06-25,72.599998
2012-06-26,72.720001
2012-06-27,73.800003
2012-06-28,73.68
2012-06-29,74.400002
2012-07-02,73.32
2012-07-03,73.800003
2012-07-05,77.400002
2012-07-06,79.800003
2012-07-09,80.400002
2012-07-10,78.720001
2012-07-11,78.0
2012-07-12,75.839996
2012-07-13,79.91999799999999
2012-07-16,75.959999
2012-07-17,76.199997
2012-07-18,73.32
2012-07-19,78.239998
2012-07-20,79.32
2012-07-23,79.559998
2012-07-24,76.68
2012-07-25,78.959999
2012-07-26,78.959999
2012-07-27,78.839996
2012-07-30,73.800003
2012-07-31,73.08000200000001
2012-08-01,70.08000200000001
2012-08-02,66.839996
2012-08-03,69.480003
2012-08-06,67.32
2012-08-07,67.91999799999999
2012-08-08,67.91999799999999
2012-08-09,69.0
2012-08-10,68.879997
2012-08-13,70.559998
2012-08-14,63.720001
2012-08-15,64.800003
2012-08-16,62.880001
2012-08-17,64.32
2012-08-20,64.08000200000001
2012-08-21,67.800003
2012-08-22,71.400002
2012-08-23,71.040001
2012-08-24,73.68
2012-08-27,76.559998
2012-08-28,76.800003
2012-08-29,78.239998
2012-08-30,79.199997
2012-08-31,80.160004
2012-09-04,79.559998
2012-09-05,76.440002
2012-09-06,76.32
2012-09-07,74.400002
2012-09-10,71.760002
2012-09-11,70.68
2012-09-12,69.599998
2012-09-13,68.400002
2012-09-14,67.199997
2012-09-17,67.32
2012-09-18,66.720001
2012-09-19,64.440002
2012-09-20,64.08000200000001
2012-09-21,64.08000200000001
2012-09-24,65.760002
2012-09-25,64.440002
2012-09-26,63.48
2012-09-27,62.279999
2012-09-28,63.720001
2012-10-01,62.759997999999996
2012-10-02,62.400002
2012-10-03,62.279999
2012-10-04,63.240002000000004
2012-10-05,62.880001
2012-10-08,63.119999
2012-10-09,60.720001
2012-10-10,62.16
2012-10-11,64.08000200000001
2012-10-12,62.400002
2012-10-15,62.400002
2012-10-16,62.52
2012-10-17,63.720001
2012-10-18,62.279999
2012-10-19,60.959998999999996
2012-10-22,60.0
2012-10-23,59.880001
2012-10-24,60.360001000000004
2012-10-25,59.16
2012-10-26,59.52
2012-10-31,61.080002
2012-11-01,64.559998
2012-11-02,63.599998
2012-11-05,63.959998999999996
2012-11-06,63.84
2012-11-07,61.080002
2012-11-08,59.400002
2012-11-09,60.720001
2012-11-12,55.68
2012-11-13,51.119999
2012-11-14,51.119999
2012-11-15,54.0
2012-11-16,52.799999
2012-11-19,56.400002
2012-11-20,54.599998
2012-11-21,57.0
2012-11-23,56.400002
2012-11-26,56.279999
2012-11-27,63.720001
2012-11-28,64.800003
2012-11-29,64.440002
2012-11-30,64.68
2012-12-03,64.91999799999999
2012-12-04,63.599998
2012-12-05,61.439999
2012-12-06,62.880001
2012-12-07,62.16
2012-12-10,61.919998
2012-12-11,63.0
2012-12-12,63.48
2012-12-13,62.279999
2012-12-14,63.240002000000004
2012-12-17,62.400002
2012-12-18,63.0
2012-12-19,62.400002
2012-12-20,61.919998
2012-12-21,58.200001
2012-12-24,57.599998
2012-12-26,54.48
2012-12-27,52.919998
2012-12-28,53.16
2012-12-31,53.400002
2013-01-02,56.880001
2013-01-03,62.639998999999996
2013-01-04,66.0
2013-01-07,64.800003
2013-01-08,65.279999
2013-01-09,63.240002000000004
2013-01-10,69.120003
2013-01-11,73.800003
2013-01-14,69.599998
2013-01-15,71.040001
2013-01-16,70.199997
2013-01-17,70.800003
2013-01-18,68.639999
2013-01-22,69.839996
2013-01-23,69.360001
2013-01-24,67.08000200000001
2013-01-25,67.08000200000001
2013-01-28,69.839996
2013-01-29,70.199997
2013-01-30,70.68
2013-01-31,70.08000200000001
2013-02-01,69.959999
2013-02-04,70.199997
2013-02-05,73.08000200000001
2013-02-06,72.360001
2013-02-07,73.68
2013-02-08,73.440002
2013-02-11,74.400002
2013-02-12,78.360001
2013-02-13,79.68
2013-02-14,79.559998
2013-02-15,76.08000200000001
2013-02-19,72.959999
2013-02-20,71.639999
2013-02-21,72.839996
2013-02-22,72.0
2013-02-25,72.0
2013-02-26,72.480003
2013-02-27,73.440002
2013-02-28,69.599998
2013-03-01,70.91999799999999
2013-03-04,70.32
2013-03-05,64.91999799999999
2013-03-06,64.440002
2013-03-07,65.879997
2013-03-08,64.199997
2013-03-11,60.84
2013-03-12,63.0
2013-03-13,64.68
2013-03-14,65.400002
2013-03-15,65.639999
2013-03-18,60.959998999999996
2013-03-19,60.599998
2013-03-20,62.279999
2013-03-21,61.32
2013-03-22,59.52
2013-03-25,56.52
2013-03-26,56.400002
2013-03-27,58.200001
2013-03-28,57.48
2013-04-01,58.799999
2013-04-02,57.720001
2013-04-03,57.959998999999996
2013-04-04,58.080002
2013-04-05,57.48
2013-04-08,56.040001000000004
2013-04-09,55.200001
2013-04-10,57.119999
2013-04-11,58.080002
2013-04-12,55.200001
2013-04-15,50.16
2013-04-16,50.400002
2013-04-17,47.639998999999996
2013-04-18,48.360001000000004
2013-04-19,47.880001
2013-04-22,47.52
2013-04-23,48.48
2013-04-24,47.880001
2013-04-25,48.119999
2013-04-26,48.720001
2013-04-29,47.279999
2013-04-30,47.52
2013-05-01,45.599998
2013-05-02,48.240002000000004
2013-05-03,50.040001000000004
2013-05-06,46.32
2013-05-07,45.240002000000004
2013-05-08,43.080002
2013-05-09,37.080002
2013-05-10,37.439999
2013-05-13,38.759997999999996
2013-05-14,39.599998
2013-05-15,37.32
2013-05-16,37.080002
2013-05-17,37.919998
2013-05-20,37.919998
2013-05-21,37.32
2013-05-22,36.240002000000004
2013-05-23,36.959998999999996
2013-05-24,37.200001
2013-05-28,38.639998999999996
2013-05-29,37.439999
2013-05-30,36.48
2013-05-31,35.52
2013-06-03,36.0
2013-06-04,35.16
2013-06-05,36.240002000000004
2013-06-06,36.0
2013-06-07,36.360001000000004
2013-06-10,36.84
2013-06-11,36.360001000000004
2013-06-12,35.639998999999996
2013-06-13,35.52
2013-06-14,34.919998
2013-06-17,35.52
2013-06-18,36.240002000000004
2013-06-19,36.599998
2013-06-20,35.040001000000004
2013-06-21,35.52
2013-06-24,34.439999
2013-06-25,34.799999
2013-06-26,33.720001
2013-06-27,36.240002000000004
2013-06-28,36.240002000000004
2013-07-01,35.16
2013-07-02,35.400002
2013-07-03,35.040001000000004
2013-07-05,34.439999
2013-07-08,34.68
2013-07-09,34.200001
2013-07-10,34.439999
2013-07-11,34.439999
2013-07-12,35.52
2013-07-15,35.16
2013-07-16,34.799999
2013-07-17,34.439999
2013-07-18,34.200001
2013-07-19,34.439999
2013-07-22,34.439999
2013-07-23,34.439999
2013-07-24,34.080002
2013-07-25,34.200001
2013-07-26,34.200001
2013-07-29,33.84
2013-07-30,34.200001
2013-07-31,33.720001
2013-08-01,35.759997999999996
2013-08-02,36.360001000000004
2013-08-05,36.0
2013-08-06,35.040001000000004
2013-08-07,34.799999
2013-08-08,33.48
2013-08-09,33.599998
2013-08-12,33.240002000000004
2013-08-13,32.759997999999996
2013-08-14,32.880001
2013-08-15,33.119999
2013-08-16,33.119999
2013-08-19,32.16
2013-08-20,33.0
2013-08-21,33.119999
2013-08-22,33.84
