Date,ATUS
2017-06-22,32.709998999999996
2017-06-23,34.299999
2017-06-26,33.900002
2017-06-27,32.860001000000004
2017-06-28,32.91
2017-06-29,32.68
2017-06-30,32.299999
2017-07-03,31.9
2017-07-05,31.200001
2017-07-06,31.879998999999998
2017-07-07,32.450001
2017-07-10,32.27
2017-07-11,31.75
2017-07-12,31.9
2017-07-13,31.549999
2017-07-14,31.790001
2017-07-17,31.91
2017-07-18,32.009997999999996
2017-07-19,31.639999
2017-07-20,31.440001000000002
2017-07-21,31.1
2017-07-24,30.959999
2017-07-25,31.08
2017-07-26,31.6
2017-07-27,33.880001
2017-07-28,32.57
2017-07-31,33.439999
2017-08-01,33.810001
2017-08-02,32.619999
2017-08-03,32.349998
2017-08-04,32.48
2017-08-07,31.08
2017-08-08,31.049999
2017-08-09,31.09
2017-08-10,31.040001
2017-08-11,31.49
2017-08-14,31.34
2017-08-15,31.02
2017-08-16,30.549999
2017-08-17,30.34
2017-08-18,30.41
2017-08-21,30.719998999999998
2017-08-22,30.860001
2017-08-23,30.889999
2017-08-24,30.690001000000002
2017-08-25,30.68
2017-08-28,31.049999
2017-08-29,30.85
2017-08-30,31.0
2017-08-31,30.51
2017-09-01,30.5
2017-09-05,30.01
2017-09-06,30.290001
2017-09-07,29.25
2017-09-08,28.190001000000002
2017-09-11,28.66
2017-09-12,29.5
2017-09-13,29.690001000000002
2017-09-14,29.48
2017-09-15,27.299999
2017-09-18,26.719998999999998
2017-09-19,26.99
2017-09-20,27.35
2017-09-21,26.940001000000002
2017-09-22,27.299999
2017-09-25,27.67
2017-09-26,27.690001000000002
2017-09-27,27.85
2017-09-28,27.0
2017-09-29,27.309998999999998
2017-10-02,27.530001000000002
2017-10-03,27.25
2017-10-04,27.02
2017-10-05,28.24
2017-10-06,27.93
2017-10-09,27.219998999999998
2017-10-10,26.75
2017-10-11,25.860001
2017-10-12,25.15
2017-10-13,24.58
2017-10-16,24.6
2017-10-17,24.49
2017-10-18,24.65
2017-10-19,25.52
2017-10-20,26.02
2017-10-23,25.6
2017-10-24,25.110001
2017-10-25,25.4
2017-10-26,23.879998999999998
2017-10-27,23.690001000000002
2017-10-30,23.52
2017-10-31,23.68
2017-11-01,24.940001000000002
2017-11-02,24.5
2017-11-03,22.59
2017-11-06,23.91
2017-11-07,23.059998999999998
2017-11-08,22.799999
2017-11-09,21.799999
2017-11-10,21.9
2017-11-13,21.1
2017-11-14,19.4
2017-11-15,20.26
2017-11-16,20.24
2017-11-17,19.860001
2017-11-20,20.48
2017-11-21,20.1
2017-11-22,19.33
2017-11-24,19.200001
2017-11-27,18.790001
2017-11-28,18.360001
2017-11-29,18.700001
2017-11-30,17.85
2017-12-01,18.440001000000002
2017-12-04,18.360001
2017-12-05,18.52
2017-12-06,18.129998999999998
2017-12-07,18.41
2017-12-08,19.08
2017-12-11,19.209999
2017-12-12,19.049999
2017-12-13,19.35
2017-12-14,19.469998999999998
2017-12-15,19.030001000000002
2017-12-18,19.26
2017-12-19,19.959999
2017-12-20,20.34
2017-12-21,20.969998999999998
2017-12-22,21.01
2017-12-26,20.9
2017-12-27,20.67
2017-12-28,20.91
2017-12-29,21.23
2018-01-02,21.440001000000002
2018-01-03,21.67
2018-01-04,21.530001000000002
2018-01-05,21.24
2018-01-08,21.09
2018-01-09,23.110001
2018-01-10,22.75
2018-01-11,23.129998999999998
2018-01-12,23.27
2018-01-16,22.42
2018-01-17,21.860001
2018-01-18,21.85
2018-01-19,21.299999
2018-01-22,21.9
2018-01-23,22.83
2018-01-24,22.76
2018-01-25,22.379998999999998
2018-01-26,22.51
2018-01-29,22.440001000000002
2018-01-30,21.809998999999998
2018-01-31,21.469998999999998
2018-02-01,21.549999
2018-02-02,21.35
2018-02-05,20.68
2018-02-06,20.59
2018-02-07,20.41
2018-02-08,19.77
2018-02-09,19.209999
2018-02-12,19.629998999999998
2018-02-13,19.540001
2018-02-14,19.969998999999998
2018-02-15,20.26
2018-02-16,19.809998999999998
2018-02-20,19.15
2018-02-21,18.790001
2018-02-22,18.559998999999998
2018-02-23,19.26
2018-02-26,19.190001000000002
2018-02-27,18.48
2018-02-28,18.200001
2018-03-01,18.709999
2018-03-02,19.290001
2018-03-05,20.190001000000002
2018-03-06,20.25
2018-03-07,20.57
2018-03-08,20.42
2018-03-09,20.209999
2018-03-12,19.91
2018-03-13,20.25
2018-03-14,19.860001
2018-03-15,19.76
2018-03-16,20.5
2018-03-19,20.049999
2018-03-20,19.700001
2018-03-21,19.93
2018-03-22,19.280001000000002
2018-03-23,18.59
2018-03-26,18.0
2018-03-27,17.92
2018-03-28,18.190001000000002
2018-03-29,18.48
2018-04-02,18.290001
2018-04-03,18.5
2018-04-04,18.6
2018-04-05,18.709999
2018-04-06,18.5
2018-04-09,18.629998999999998
2018-04-10,18.67
2018-04-11,19.030001000000002
2018-04-12,19.16
2018-04-13,19.25
2018-04-16,19.82
2018-04-17,19.940001000000002
2018-04-18,19.9
2018-04-19,19.549999
2018-04-20,19.74
2018-04-23,19.860001
2018-04-24,19.32
2018-04-25,19.459999
2018-04-26,19.4
2018-04-27,17.59
2018-04-30,17.9
2018-05-01,17.49
2018-05-02,17.139999
2018-05-03,16.83
2018-05-04,16.799999
2018-05-07,16.889999
2018-05-08,16.43
2018-05-09,16.790001
2018-05-10,18.110001
2018-05-11,18.23
2018-05-14,18.84
2018-05-15,19.5
2018-05-16,20.23
2018-05-17,21.0
2018-05-18,20.690001000000002
2018-05-21,19.700001
2018-05-22,19.01
2018-05-23,18.780001000000002
2018-05-24,18.530001000000002
2018-05-25,18.48
2018-05-29,18.969998999999998
2018-05-30,19.35
2018-05-31,19.559998999999998
2018-06-01,20.08
2018-06-04,19.940001000000002
2018-06-05,19.33
2018-06-06,20.1
2018-06-07,17.639999
2018-06-08,17.74
2018-06-11,17.9
2018-06-12,17.700001
2018-06-13,17.66
2018-06-14,17.98
2018-06-15,17.790001
2018-06-18,17.32
2018-06-19,17.1
2018-06-20,17.51
2018-06-21,16.950001
2018-06-22,17.139999
2018-06-25,16.780001000000002
2018-06-26,16.889999
2018-06-27,17.059998999999998
2018-06-28,16.57
2018-06-29,17.059998999999998
2018-07-02,16.98
2018-07-03,16.950001
2018-07-05,17.6
2018-07-06,18.42
2018-07-09,18.9
2018-07-10,18.860001
2018-07-11,18.41
2018-07-12,18.959999
2018-07-13,18.870001000000002
2018-07-16,18.33
2018-07-17,17.889999
2018-07-18,17.860001
2018-07-19,17.639999
2018-07-20,17.27
2018-07-23,16.99
2018-07-24,16.76
2018-07-25,16.5
2018-07-26,16.700001
2018-07-27,16.68
2018-07-30,16.35
2018-07-31,17.129998999999998
2018-08-01,17.030001000000002
2018-08-02,16.559998999999998
2018-08-03,17.25
2018-08-06,17.73
2018-08-07,17.370001000000002
2018-08-08,17.030001000000002
2018-08-09,17.58
2018-08-10,17.33
2018-08-13,17.290001
2018-08-14,17.74
2018-08-15,17.35
2018-08-16,17.67
2018-08-17,17.5
2018-08-20,18.120001000000002
2018-08-21,18.65
2018-08-22,18.15
2018-08-23,17.99
2018-08-24,18.049999
2018-08-27,18.040001
2018-08-28,18.040001
2018-08-29,18.09
2018-08-30,17.85
2018-08-31,17.92
2018-09-04,17.93
2018-09-05,17.889999
2018-09-06,17.389999
2018-09-07,17.969998999999998
2018-09-10,18.4
2018-09-11,18.469998999999998
2018-09-12,18.75
2018-09-13,19.1
2018-09-14,19.0
2018-09-17,19.120001000000002
2018-09-18,18.99
2018-09-19,18.959999
2018-09-20,19.209999
2018-09-21,19.16
2018-09-24,18.65
2018-09-25,18.6
2018-09-26,18.32
2018-09-27,18.0
2018-09-28,18.139999
2018-10-01,17.98
2018-10-02,18.25
2018-10-03,18.33
2018-10-04,18.43
2018-10-05,17.76
2018-10-08,18.110001
2018-10-09,18.51
2018-10-10,17.9
2018-10-11,17.540001
2018-10-12,17.93
2018-10-15,18.35
2018-10-16,18.74
2018-10-17,18.620001000000002
2018-10-18,18.219998999999998
2018-10-19,18.08
2018-10-22,17.790001
2018-10-23,17.459999
2018-10-24,15.92
2018-10-25,16.379998999999998
2018-10-26,15.2
2018-10-29,14.61
2018-10-30,15.37
2018-10-31,16.309998999999998
2018-11-01,16.75
2018-11-02,16.370001000000002
2018-11-05,16.700001
2018-11-06,17.9
2018-11-07,18.85
2018-11-08,19.030001000000002
2018-11-09,18.469998999999998
2018-11-12,18.450001
2018-11-13,17.809998999999998
2018-11-14,17.709999
2018-11-15,17.82
2018-11-16,17.68
2018-11-19,17.219998999999998
2018-11-20,16.43
2018-11-21,16.950001
2018-11-23,16.43
2018-11-26,16.879998999999998
2018-11-27,16.74
2018-11-28,17.309998999999998
2018-11-29,17.200001
2018-11-30,17.690001000000002
2018-12-03,17.940001000000002
2018-12-04,17.700001
2018-12-06,18.370001000000002
2018-12-07,18.24
2018-12-10,18.059998999999998
2018-12-11,18.040001
2018-12-12,18.24
2018-12-13,17.77
2018-12-14,17.67
2018-12-17,17.610001
2018-12-18,17.4
2018-12-19,16.98
2018-12-20,16.379998999999998
2018-12-21,15.65
2018-12-24,15.29
2018-12-26,16.41
2018-12-27,16.200001
2018-12-28,16.200001
2018-12-31,16.52
2019-01-02,17.120001000000002
2019-01-03,17.120001000000002
2019-01-04,17.41
2019-01-07,17.91
2019-01-08,18.040001
2019-01-09,18.32
2019-01-10,17.75
2019-01-11,17.67
2019-01-14,17.24
2019-01-15,17.41
2019-01-16,18.049999
2019-01-17,18.549999
2019-01-18,19.07
2019-01-22,18.73
2019-01-23,18.67
2019-01-24,18.91
2019-01-25,19.1
2019-01-28,19.139999
2019-01-29,18.610001
2019-01-30,18.700001
2019-01-31,19.639999
2019-02-01,19.690001000000002
2019-02-04,19.82
2019-02-05,20.440001000000002
2019-02-06,20.700001
2019-02-07,20.92
2019-02-08,20.85
2019-02-11,20.629998999999998
2019-02-12,20.82
2019-02-13,21.200001
2019-02-14,21.43
2019-02-15,21.59
2019-02-19,21.459999
2019-02-20,21.209999
2019-02-21,21.030001000000002
2019-02-22,21.6
2019-02-25,21.17
2019-02-26,21.34
2019-02-27,21.780001000000002
2019-02-28,21.809998999999998
2019-03-01,21.51
2019-03-04,21.91
2019-03-05,21.6
2019-03-06,21.200001
2019-03-07,21.629998999999998
2019-03-08,21.5
2019-03-11,21.799999
2019-03-12,20.889999
2019-03-13,21.200001
2019-03-14,21.620001000000002
2019-03-15,21.700001
2019-03-18,21.639999
2019-03-19,21.48
2019-03-20,21.73
2019-03-21,22.24
2019-03-22,21.370001000000002
2019-03-25,20.969998999999998
2019-03-26,21.200001
2019-03-27,21.370001000000002
2019-03-28,21.26
2019-03-29,21.48
2019-04-01,22.030001000000002
2019-04-02,22.549999
2019-04-03,23.129998999999998
2019-04-04,22.66
2019-04-05,22.75
2019-04-08,22.610001
2019-04-09,22.43
2019-04-10,22.85
2019-04-11,22.93
2019-04-12,23.24
2019-04-15,23.33
2019-04-16,23.530001000000002
2019-04-17,23.26
2019-04-18,23.16
2019-04-22,23.209999
2019-04-23,23.200001
2019-04-24,23.25
2019-04-25,23.290001
2019-04-26,23.32
2019-04-29,23.66
2019-04-30,23.559998999999998
2019-05-01,23.190001000000002
2019-05-02,22.950001
2019-05-03,24.5
2019-05-06,24.469998999999998
2019-05-07,23.950001
2019-05-08,24.389999
2019-05-09,24.549999
2019-05-10,24.530001000000002
2019-05-13,23.4
2019-05-14,23.58
2019-05-15,24.02
2019-05-16,24.309998999999998
2019-05-17,24.6
2019-05-20,24.26
2019-05-21,25.01
2019-05-22,24.780001000000002
2019-05-23,24.49
2019-05-24,24.4
2019-05-28,24.17
2019-05-29,24.139999
2019-05-30,24.030001000000002
2019-05-31,23.49
2019-06-03,24.110001
2019-06-04,24.799999
2019-06-05,24.620001000000002
2019-06-06,25.030001000000002
2019-06-07,24.709999
2019-06-10,24.74
2019-06-11,24.4
2019-06-12,23.43
2019-06-13,23.66
2019-06-14,23.799999
2019-06-17,23.26
2019-06-18,23.85
2019-06-19,24.059998999999998
2019-06-20,23.91
2019-06-21,23.35
2019-06-24,23.370001000000002
2019-06-25,23.5
2019-06-26,23.549999
2019-06-27,24.07
2019-06-28,24.35
2019-07-01,24.23
2019-07-02,24.68
2019-07-03,24.780001000000002
2019-07-05,24.639999
2019-07-08,24.43
2019-07-09,24.59
2019-07-10,25.08
2019-07-11,25.43
2019-07-12,25.870001000000002
2019-07-15,25.879998999999998
2019-07-16,25.67
2019-07-17,25.799999
2019-07-18,25.700001
2019-07-19,25.48
2019-07-22,25.700001
2019-07-23,25.709999
2019-07-24,26.120001000000002
2019-07-25,25.84
2019-07-26,26.42
2019-07-29,26.16
2019-07-30,26.120001000000002
2019-07-31,25.809998999999998
2019-08-01,27.139999
2019-08-02,26.98
2019-08-05,26.23
2019-08-06,26.9
2019-08-07,26.719998999999998
2019-08-08,26.790001
2019-08-09,26.84
2019-08-12,27.02
2019-08-13,26.700001
2019-08-14,26.48
2019-08-15,26.9
2019-08-16,26.549999
2019-08-19,26.690001000000002
2019-08-20,26.969998999999998
2019-08-21,27.27
2019-08-22,27.700001
2019-08-23,27.450001
2019-08-26,27.85
2019-08-27,28.66
2019-08-28,28.48
2019-08-29,28.870001000000002
2019-08-30,28.879998999999998
2019-09-03,28.65
2019-09-04,29.0
2019-09-05,29.540001
2019-09-06,29.15
2019-09-09,28.43
2019-09-10,28.790001
2019-09-11,28.889999
2019-09-12,29.07
2019-09-13,29.4
2019-09-16,29.6
2019-09-17,29.48
2019-09-18,29.889999
2019-09-19,29.73
2019-09-20,29.34
2019-09-23,29.139999
2019-09-24,29.01
2019-09-25,29.299999
2019-09-26,28.9
2019-09-27,28.6
2019-09-30,28.68
2019-10-01,28.309998999999998
2019-10-02,28.280001000000002
2019-10-03,28.809998999999998
2019-10-04,28.879998999999998
2019-10-07,29.209999
2019-10-08,29.0
2019-10-09,28.93
2019-10-10,28.25
2019-10-11,28.08
2019-10-14,28.33
2019-10-15,28.719998999999998
2019-10-16,29.440001000000002
2019-10-17,29.93
2019-10-18,29.34
2019-10-21,29.32
2019-10-22,29.040001
2019-10-23,29.139999
2019-10-24,29.059998999999998
2019-10-25,29.940001000000002
2019-10-28,29.92
2019-10-29,30.32
2019-10-30,30.67
2019-10-31,30.950001
2019-11-01,31.41
2019-11-04,31.610001
2019-11-05,31.35
2019-11-06,25.98
2019-11-07,26.41
2019-11-08,26.23
2019-11-11,26.780001000000002
2019-11-12,26.51
2019-11-13,26.83
2019-11-14,26.75
2019-11-15,26.879998999999998
2019-11-18,27.07
2019-11-19,26.799999
2019-11-20,26.85
2019-11-21,26.49
2019-11-22,26.059998999999998
2019-11-25,25.6
2019-11-26,25.780001000000002
2019-11-27,25.809998999999998
2019-11-29,25.58
2019-12-02,25.549999
2019-12-03,25.360001
2019-12-04,24.92
2019-12-05,25.33
2019-12-06,26.049999
2019-12-09,25.719998999999998
2019-12-10,25.41
2019-12-11,26.1
2019-12-12,26.43
2019-12-13,26.58
2019-12-16,26.559998999999998
2019-12-17,26.290001
2019-12-18,26.26
2019-12-19,26.950001
2019-12-20,27.219998999999998
2019-12-23,26.85
2019-12-24,27.040001
2019-12-26,27.280001000000002
2019-12-27,27.15
2019-12-30,27.049999
2019-12-31,27.34
2020-01-02,28.1
2020-01-03,27.85
2020-01-06,28.18
2020-01-07,28.6
2020-01-08,28.83
2020-01-09,28.77
2020-01-10,28.049999
2020-01-13,28.969998999999998
2020-01-14,28.620001000000002
2020-01-15,28.870001000000002
2020-01-16,28.940001000000002
2020-01-17,28.719998999999998
2020-01-21,28.879998999999998
2020-01-22,29.209999
2020-01-23,28.85
2020-01-24,28.030001000000002
2020-01-27,27.93
2020-01-28,27.83
2020-01-29,26.610001
2020-01-30,27.35
2020-01-31,27.360001
2020-02-03,27.709999
2020-02-04,28.059998999999998
2020-02-05,27.790001
2020-02-06,28.25
2020-02-07,27.74
2020-02-10,28.129998999999998
2020-02-11,29.459999
2020-02-12,29.549999
2020-02-13,27.969998999999998
2020-02-14,28.709999
2020-02-18,29.08
2020-02-19,28.690001000000002
2020-02-20,29.01
2020-02-21,29.120001000000002
2020-02-24,28.219998999999998
2020-02-25,27.379998999999998
2020-02-26,27.440001000000002
2020-02-27,26.26
2020-02-28,25.860001
2020-03-02,26.209999
2020-03-03,25.82
2020-03-04,27.15
2020-03-05,26.440001000000002
2020-03-06,25.83
2020-03-09,22.65
2020-03-10,24.610001
2020-03-11,22.690001000000002
2020-03-12,20.76
2020-03-13,22.219998999999998
2020-03-16,17.200001
2020-03-17,17.5
2020-03-18,17.77
2020-03-19,19.24
2020-03-20,19.1
2020-03-23,20.0
2020-03-24,21.24
2020-03-25,21.879998999999998
2020-03-26,23.68
2020-03-27,22.440001000000002
2020-03-30,22.91
2020-03-31,22.290001
2020-04-01,21.950001
2020-04-02,22.290001
2020-04-03,21.91
2020-04-06,23.200001
2020-04-07,23.440001000000002
2020-04-08,24.01
2020-04-09,24.6
2020-04-13,24.91
2020-04-14,25.709999
2020-04-15,25.639999
2020-04-16,25.98
2020-04-17,26.049999
2020-04-20,25.91
2020-04-21,24.889999
2020-04-22,25.370001000000002
2020-04-23,25.77
2020-04-24,26.209999
2020-04-27,26.549999
2020-04-28,26.129998999999998
2020-04-29,26.360001
2020-04-30,25.969998999999998
2020-05-01,24.99
2020-05-04,24.23
2020-05-05,23.530001000000002
2020-05-06,23.34
2020-05-07,23.0
2020-05-08,23.4
