Date,DISCK
2013-06-12,32.619999
2013-06-13,33.654999
2013-06-14,34.095001
2013-06-17,34.525002
2013-06-18,35.005001
2013-06-19,34.325001
2013-06-20,33.580002
2013-06-21,33.740002000000004
2013-06-24,33.860001000000004
2013-06-25,33.689999
2013-06-26,33.965
2013-06-27,34.27
2013-06-28,34.884997999999996
2013-07-01,35.130001
2013-07-02,35.59
2013-07-03,36.439999
2013-07-05,36.665001000000004
2013-07-08,37.029999
2013-07-09,36.849998
2013-07-10,37.215
2013-07-11,37.955002
2013-07-12,38.32
2013-07-15,38.119999
2013-07-16,38.115002000000004
2013-07-17,38.365002000000004
2013-07-18,38.669998
2013-07-19,38.105
2013-07-22,38.209998999999996
2013-07-23,38.639998999999996
2013-07-24,38.48
2013-07-25,38.794998
2013-07-26,38.689999
2013-07-29,38.435001
2013-07-30,36.84
2013-07-31,36.330002
2013-08-01,37.16
2013-08-02,37.415001000000004
2013-08-05,37.615002000000004
2013-08-06,37.535
2013-08-07,37.709998999999996
2013-08-08,37.57
2013-08-09,37.514998999999996
2013-08-12,37.419998
2013-08-13,37.830002
2013-08-14,37.455002
2013-08-15,36.419998
2013-08-16,36.365002000000004
2013-08-19,36.450001
2013-08-20,36.41
2013-08-21,36.220001
2013-08-22,36.48
2013-08-23,36.535
2013-08-26,36.744999
2013-08-27,35.715
2013-08-28,35.764998999999996
2013-08-29,35.764998999999996
2013-08-30,35.584998999999996
2013-09-03,35.505001
2013-09-04,35.415001000000004
2013-09-05,35.509997999999996
2013-09-06,35.514998999999996
2013-09-09,35.825001
2013-09-10,35.740002000000004
2013-09-11,36.044998
2013-09-12,35.924999
2013-09-13,35.904999
2013-09-16,36.310001
2013-09-17,36.775002
2013-09-18,36.970001
2013-09-19,37.400002
2013-09-20,37.32
2013-09-23,36.669998
2013-09-24,36.615002000000004
2013-09-25,36.895
2013-09-26,38.525002
2013-09-27,38.880001
2013-09-30,39.060001
2013-10-01,38.544998
2013-10-02,38.119999
2013-10-03,37.625
2013-10-04,37.575001
2013-10-07,37.005001
2013-10-08,36.244999
2013-10-09,35.945
2013-10-10,36.700001
2013-10-11,36.764998999999996
2013-10-14,36.764998999999996
2013-10-15,36.395
2013-10-16,36.959998999999996
2013-10-17,37.400002
2013-10-18,37.740002000000004
2013-10-21,38.0
2013-10-22,39.134997999999996
2013-10-23,39.005001
2013-10-24,39.445
2013-10-25,39.689999
2013-10-28,39.555
2013-10-29,39.435001
2013-10-30,39.080002
2013-10-31,41.355
2013-11-01,40.595001
2013-11-04,40.165001000000004
2013-11-05,40.345001
2013-11-06,39.775002
2013-11-07,39.244999
2013-11-08,39.525002
2013-11-11,39.285
2013-11-12,39.005001
2013-11-13,39.654999
2013-11-14,39.720001
2013-11-15,39.700001
2013-11-18,39.634997999999996
2013-11-19,39.474998
2013-11-20,39.575001
2013-11-21,39.514998999999996
2013-11-22,39.794998
2013-11-25,39.709998999999996
2013-11-26,40.105
2013-11-27,40.235001000000004
2013-11-29,40.384997999999996
2013-12-02,40.060001
2013-12-03,39.505001
2013-12-04,38.939999
2013-12-05,38.805
2013-12-06,39.424999
2013-12-09,39.459998999999996
2013-12-10,39.294998
2013-12-11,39.029999
2013-12-12,38.264998999999996
2013-12-13,38.195
2013-12-16,38.73
2013-12-17,38.799999
2013-12-18,39.82
2013-12-19,39.855
2013-12-20,40.450001
2013-12-23,40.715
2013-12-24,40.924999
2013-12-26,41.145
2013-12-27,41.165001000000004
2013-12-30,41.790001000000004
2013-12-31,41.93
2014-01-02,41.259997999999996
2014-01-03,41.060001
2014-01-06,40.365002000000004
2014-01-07,39.990002000000004
2014-01-08,39.07
2014-01-09,39.220001
2014-01-10,38.775002
2014-01-13,37.605
2014-01-14,37.860001000000004
2014-01-15,37.924999
2014-01-16,37.66
2014-01-17,37.264998999999996
2014-01-21,37.064999
2014-01-22,37.150002
2014-01-23,36.990002000000004
2014-01-24,36.794998
2014-01-27,35.884997999999996
2014-01-28,36.055
2014-01-29,36.299999
2014-01-30,36.990002000000004
2014-01-31,36.860001000000004
2014-02-03,36.154999
2014-02-04,36.259997999999996
2014-02-05,36.695
2014-02-06,37.674999
2014-02-07,38.009997999999996
2014-02-10,37.900002
2014-02-11,38.025002
2014-02-12,38.035
2014-02-13,36.424999
2014-02-14,37.389998999999996
2014-02-18,37.314999
2014-02-19,37.705002
2014-02-20,38.279999
2014-02-21,38.665001000000004
2014-02-24,38.584998999999996
2014-02-25,38.25
2014-02-26,38.029999
2014-02-27,38.16
2014-02-28,38.564999
2014-03-03,38.215
2014-03-04,39.099998
2014-03-05,39.205002
2014-03-06,39.875
2014-03-07,39.650002
2014-03-10,40.0
2014-03-11,39.43
2014-03-12,39.630001
2014-03-13,39.080002
2014-03-14,38.865002000000004
2014-03-17,38.674999
2014-03-18,38.825001
2014-03-19,38.695
2014-03-20,38.509997999999996
2014-03-21,38.895
2014-03-24,38.439999
2014-03-25,38.285
2014-03-26,38.07
2014-03-27,37.860001000000004
2014-03-28,38.25
2014-03-31,38.529999
2014-04-01,39.195
2014-04-02,39.360001000000004
2014-04-03,39.285
2014-04-04,38.810001
2014-04-07,37.724998
2014-04-08,37.450001
2014-04-09,37.775002
2014-04-10,37.16
2014-04-11,36.415001000000004
2014-04-14,36.130001
2014-04-15,35.884997999999996
2014-04-16,36.349998
2014-04-17,36.375
2014-04-21,36.220001
2014-04-22,36.294998
2014-04-23,36.080002
2014-04-24,35.990002000000004
2014-04-25,35.77
2014-04-28,35.064999
2014-04-29,34.974998
2014-04-30,35.064999
2014-05-01,35.305
2014-05-02,35.369999
2014-05-05,35.755001
2014-05-06,34.145
2014-05-07,33.474998
2014-05-08,34.099998
2014-05-09,33.490002000000004
2014-05-12,33.889998999999996
2014-05-13,33.645
2014-05-14,33.564999
2014-05-15,33.599998
2014-05-16,33.945
2014-05-19,34.334998999999996
2014-05-20,34.25
2014-05-21,36.005001
2014-05-22,36.439999
2014-05-23,37.555
2014-05-27,37.924999
2014-05-28,38.395
2014-05-29,37.84
2014-05-30,37.474998
2014-06-02,38.299999
2014-06-03,38.615002000000004
2014-06-04,38.794998
2014-06-05,39.240002000000004
2014-06-06,39.380001
2014-06-09,39.41
2014-06-10,39.34
2014-06-11,38.720001
2014-06-12,38.650002
2014-06-13,38.25
2014-06-16,38.134997999999996
2014-06-17,38.185001
2014-06-18,38.005001
2014-06-19,37.450001
2014-06-20,36.645
2014-06-23,36.799999
2014-06-24,36.785
2014-06-25,36.705002
2014-06-26,36.040001000000004
2014-06-27,36.145
2014-06-30,36.294998
2014-07-01,37.195
2014-07-02,37.560001
2014-07-03,37.900002
2014-07-07,37.709998999999996
2014-07-08,37.650002
2014-07-09,38.560001
2014-07-10,38.540001000000004
2014-07-11,38.924999
2014-07-14,38.494999
2014-07-15,38.700001
2014-07-16,41.040001000000004
2014-07-17,41.73
2014-07-18,42.0
2014-07-21,41.580002
2014-07-22,41.169998
2014-07-23,40.695
2014-07-24,40.639998999999996
2014-07-25,40.764998999999996
2014-07-28,40.880001
2014-07-29,40.715
2014-07-30,41.310001
2014-07-31,42.049999
2014-08-01,40.919998
2014-08-04,41.584998999999996
2014-08-05,41.404999
2014-08-06,40.610001000000004
2014-08-07,39.779999
2014-08-08,40.959998999999996
2014-08-11,40.970001
2014-08-12,40.73
2014-08-13,40.939999
2014-08-14,40.959998999999996
2014-08-15,41.619999
2014-08-18,42.360001000000004
2014-08-19,42.73
2014-08-20,43.200001
2014-08-21,43.189999
2014-08-22,43.060001
2014-08-25,42.790001000000004
2014-08-26,43.09
2014-08-27,42.919998
2014-08-28,42.91
2014-08-29,42.970001
2014-09-02,43.610001000000004
2014-09-03,43.139998999999996
2014-09-04,43.029999
2014-09-05,42.630001
2014-09-08,42.16
2014-09-09,40.25
2014-09-10,40.32
2014-09-11,39.919998
2014-09-12,38.799999
2014-09-15,38.529999
2014-09-16,38.970001
2014-09-17,39.349998
2014-09-18,39.419998
2014-09-19,39.52
2014-09-22,38.57
2014-09-23,37.669998
2014-09-24,37.540001000000004
2014-09-25,37.599998
2014-09-26,38.189999
2014-09-29,37.209998999999996
2014-09-30,37.279999
2014-10-01,36.02
2014-10-02,36.049999
2014-10-03,36.77
2014-10-06,36.57
2014-10-07,35.41
2014-10-08,36.009997999999996
2014-10-09,34.939999
2014-10-10,34.529999
2014-10-13,33.459998999999996
2014-10-14,33.84
2014-10-15,33.849998
2014-10-16,33.970001
2014-10-17,34.380001
2014-10-20,34.16
2014-10-21,35.900002
2014-10-22,34.48
2014-10-23,35.689999
2014-10-24,36.189999
2014-10-27,36.189999
2014-10-28,37.049999
2014-10-29,36.66
2014-10-30,35.950001
2014-10-31,34.990002000000004
2014-11-03,35.169998
2014-11-04,33.369999
2014-11-05,34.490002000000004
2014-11-06,32.869999
2014-11-07,32.34
2014-11-10,31.950001
2014-11-11,31.540001
2014-11-12,31.379998999999998
2014-11-13,32.0
2014-11-14,32.32
2014-11-17,31.469998999999998
2014-11-18,32.689999
2014-11-19,32.490002000000004
2014-11-20,33.48
2014-11-21,33.18
2014-11-24,33.799999
2014-11-25,33.919998
2014-11-26,33.860001000000004
2014-11-28,34.009997999999996
2014-12-01,33.98
2014-12-02,34.310001
2014-12-03,34.689999
2014-12-04,33.939999
2014-12-05,33.32
2014-12-08,33.23
2014-12-09,33.959998999999996
2014-12-10,33.150002
2014-12-11,33.189999
2014-12-12,32.540001000000004
2014-12-15,31.950001
2014-12-16,32.290001000000004
2014-12-17,33.52
2014-12-18,34.57
2014-12-19,34.540001000000004
2014-12-22,34.0
2014-12-23,34.200001
2014-12-24,33.990002000000004
2014-12-26,33.810001
2014-12-29,34.459998999999996
2014-12-30,34.220001
2014-12-31,33.720001
2015-01-02,33.439999
2015-01-05,32.130001
2015-01-06,31.120001000000002
2015-01-07,31.32
2015-01-08,31.43
2015-01-09,31.17
2015-01-12,30.879998999999998
2015-01-13,30.33
2015-01-14,29.17
2015-01-15,28.459999
2015-01-16,28.540001
2015-01-20,28.23
2015-01-21,28.4
2015-01-22,28.879998999999998
2015-01-23,28.98
2015-01-26,29.139999
2015-01-27,29.35
2015-01-28,28.879998999999998
2015-01-29,28.77
2015-01-30,27.879998999999998
2015-02-02,28.1
2015-02-03,28.379998999999998
2015-02-04,28.950001
2015-02-05,28.379998999999998
2015-02-06,28.91
2015-02-09,29.129998999999998
2015-02-10,29.870001000000002
2015-02-11,29.549999
2015-02-12,29.52
2015-02-13,30.32
2015-02-17,30.030001000000002
2015-02-18,29.98
2015-02-19,29.959999
2015-02-20,29.51
2015-02-23,30.34
2015-02-24,30.709999
2015-02-25,31.379998999999998
2015-02-26,30.84
2015-02-27,30.51
2015-03-02,31.08
2015-03-03,32.540001000000004
2015-03-04,32.169998
2015-03-05,32.150002
2015-03-06,31.77
2015-03-09,31.52
2015-03-10,31.17
2015-03-11,31.35
2015-03-12,31.209999
2015-03-13,30.969998999999998
2015-03-16,31.389999
2015-03-17,31.040001
2015-03-18,30.73
2015-03-19,30.66
2015-03-20,31.379998999999998
2015-03-23,31.24
2015-03-24,31.15
2015-03-25,30.16
2015-03-26,29.690001000000002
2015-03-27,29.77
2015-03-30,29.790001
2015-03-31,29.48
2015-04-01,29.82
2015-04-02,30.65
2015-04-06,31.620001000000002
2015-04-07,31.690001000000002
2015-04-08,31.77
2015-04-09,32.09
2015-04-10,31.82
2015-04-13,31.67
2015-04-14,31.43
2015-04-15,31.91
2015-04-16,31.76
2015-04-17,31.15
2015-04-20,32.169998
2015-04-21,31.77
2015-04-22,31.690001000000002
2015-04-23,31.799999
2015-04-24,31.02
2015-04-27,30.440001000000002
2015-04-28,29.93
2015-04-29,30.17
2015-04-30,30.23
2015-05-01,30.5
2015-05-04,30.9
2015-05-05,30.34
2015-05-06,29.59
2015-05-07,29.08
2015-05-08,28.91
2015-05-11,28.530001000000002
2015-05-12,29.379998999999998
2015-05-13,29.09
2015-05-14,29.16
2015-05-15,29.459999
2015-05-18,30.639999
2015-05-19,30.9
2015-05-20,31.07
2015-05-21,31.0
2015-05-22,30.959999
2015-05-26,30.610001
2015-05-27,31.01
2015-05-28,31.02
2015-05-29,31.450001
2015-06-01,31.440001000000002
2015-06-02,31.58
2015-06-03,31.5
2015-06-04,31.459999
2015-06-05,31.889999
2015-06-08,31.42
2015-06-09,30.93
2015-06-10,30.92
2015-06-11,30.77
2015-06-12,30.379998999999998
2015-06-15,30.6
2015-06-16,30.83
2015-06-17,31.27
2015-06-18,31.790001
2015-06-19,31.950001
2015-06-22,31.93
2015-06-23,32.0
2015-06-24,31.76
2015-06-25,31.65
2015-06-26,31.549999
2015-06-29,31.0
2015-06-30,31.08
2015-07-01,31.09
2015-07-02,31.25
2015-07-06,31.0
2015-07-07,31.620001000000002
2015-07-08,30.85
2015-07-09,30.559998999999998
2015-07-10,31.32
2015-07-13,31.459999
2015-07-14,31.889999
2015-07-15,31.940001000000002
2015-07-16,32.68
2015-07-17,31.0
2015-07-20,30.24
2015-07-21,29.459999
2015-07-22,29.91
2015-07-23,29.66
2015-07-24,29.5
2015-07-27,29.1
2015-07-28,28.889999
2015-07-29,29.34
2015-07-30,29.67
2015-07-31,30.299999
2015-08-03,30.01
2015-08-04,30.059998999999998
2015-08-05,26.719998999999998
2015-08-06,27.969998999999998
2015-08-07,27.75
2015-08-10,27.959999
2015-08-11,27.25
2015-08-12,27.49
2015-08-13,27.25
2015-08-14,27.120001000000002
2015-08-17,27.67
2015-08-18,27.75
2015-08-19,27.6
2015-08-20,26.27
2015-08-21,25.99
2015-08-24,24.860001
2015-08-25,24.209999
2015-08-26,25.1
2015-08-27,25.32
2015-08-28,25.709999
2015-08-31,25.360001
2015-09-01,25.23
2015-09-02,25.5
2015-09-03,25.84
2015-09-04,25.23
2015-09-08,25.809998999999998
2015-09-09,25.34
2015-09-10,25.459999
2015-09-11,25.379998999999998
2015-09-14,24.82
2015-09-15,25.34
2015-09-16,25.93
2015-09-17,26.26
2015-09-18,26.24
2015-09-21,26.629998999999998
2015-09-22,25.969998999999998
2015-09-23,25.93
2015-09-24,26.0
2015-09-25,25.950001
2015-09-28,25.879998999999998
2015-09-29,24.700001
2015-09-30,24.290001
2015-10-01,23.83
2015-10-02,24.389999
2015-10-05,25.33
2015-10-06,25.73
2015-10-07,26.42
2015-10-08,27.030001000000002
2015-10-09,27.26
2015-10-12,27.209999
2015-10-13,27.09
2015-10-14,26.58
2015-10-15,27.110001
2015-10-16,26.709999
2015-10-19,26.73
2015-10-20,27.200001
2015-10-21,26.879998999999998
2015-10-22,27.65
2015-10-23,27.809998999999998
2015-10-26,27.559998999999998
2015-10-27,26.940001000000002
2015-10-28,27.68
2015-10-29,27.459999
2015-10-30,27.52
2015-11-02,27.99
2015-11-03,29.059998999999998
2015-11-04,28.610001
2015-11-05,27.940001000000002
2015-11-06,27.530001000000002
2015-11-09,27.57
2015-11-10,28.549999
2015-11-11,29.219998999999998
2015-11-12,28.870001000000002
2015-11-13,28.68
2015-11-16,29.16
2015-11-17,28.700001
2015-11-18,29.450001
2015-11-19,28.860001
2015-11-20,29.059998999999998
2015-11-23,29.190001000000002
2015-11-24,29.25
2015-11-25,29.32
2015-11-27,29.459999
2015-11-30,29.58
2015-12-01,29.530001000000002
2015-12-02,28.780001000000002
2015-12-03,28.68
2015-12-04,29.4
2015-12-07,29.389999
2015-12-08,28.18
2015-12-09,27.290001
2015-12-10,27.190001000000002
2015-12-11,26.25
2015-12-14,25.35
2015-12-15,25.48
2015-12-16,26.110001
2015-12-17,25.379998999999998
2015-12-18,24.98
2015-12-21,25.129998999999998
2015-12-22,25.530001000000002
2015-12-23,25.73
2015-12-24,25.549999
2015-12-28,25.35
2015-12-29,25.379998999999998
2015-12-30,25.059998999999998
2015-12-31,25.219998999999998
2016-01-04,25.16
2016-01-05,25.27
2016-01-06,25.1
2016-01-07,24.32
2016-01-08,25.0
2016-01-11,24.85
2016-01-12,25.25
2016-01-13,24.620001000000002
2016-01-14,25.42
2016-01-15,25.07
2016-01-19,25.219998999999998
2016-01-20,25.02
2016-01-21,25.540001
2016-01-22,26.43
2016-01-25,25.92
2016-01-26,27.120001000000002
2016-01-27,26.790001
2016-01-28,26.440001000000002
2016-01-29,27.209999
2016-02-01,27.389999
2016-02-02,26.059998999999998
2016-02-03,26.889999
2016-02-04,27.190001000000002
2016-02-05,26.59
2016-02-08,25.389999
2016-02-09,24.33
2016-02-10,24.280001000000002
2016-02-11,23.809998999999998
2016-02-12,24.440001000000002
2016-02-16,25.030001000000002
2016-02-17,26.01
2016-02-18,25.27
2016-02-19,24.940001000000002
2016-02-22,25.709999
2016-02-23,24.690001000000002
2016-02-24,24.82
2016-02-25,24.57
2016-02-26,24.58
2016-02-29,24.65
2016-03-01,25.77
2016-03-02,26.0
2016-03-03,26.82
2016-03-04,26.73
2016-03-07,27.09
2016-03-08,26.24
2016-03-09,26.620001000000002
2016-03-10,26.57
2016-03-11,27.32
2016-03-14,26.67
2016-03-15,26.290001
2016-03-16,27.02
2016-03-17,27.6
2016-03-18,28.0
2016-03-21,27.9
2016-03-22,27.33
2016-03-23,26.440001000000002
2016-03-24,26.530001000000002
2016-03-28,26.629998999999998
2016-03-29,26.639999
2016-03-30,26.639999
2016-03-31,27.0
2016-04-01,27.48
2016-04-04,27.620001000000002
2016-04-05,27.49
2016-04-06,27.700001
2016-04-07,26.959999
2016-04-08,27.379998999999998
2016-04-11,27.51
2016-04-12,27.639999
2016-04-13,27.85
2016-04-14,27.610001
2016-04-15,27.59
2016-04-18,27.809998999999998
2016-04-19,27.68
2016-04-20,27.610001
2016-04-21,27.68
2016-04-22,27.950001
2016-04-25,27.4
2016-04-26,27.610001
2016-04-27,27.799999
2016-04-28,27.49
2016-04-29,26.780001000000002
2016-05-02,27.5
2016-05-03,26.58
2016-05-04,26.24
2016-05-05,27.219998999999998
2016-05-06,27.67
2016-05-09,27.57
2016-05-10,28.48
2016-05-11,28.059998999999998
2016-05-12,27.309998999999998
2016-05-13,27.040001
2016-05-16,26.639999
2016-05-17,26.450001
2016-05-18,25.93
2016-05-19,25.1
2016-05-20,25.17
2016-05-23,25.15
2016-05-24,25.379998999999998
2016-05-25,25.870001000000002
2016-05-26,25.969998999999998
2016-05-27,26.370001000000002
2016-05-31,26.77
2016-06-01,26.66
2016-06-02,27.110001
2016-06-03,27.09
2016-06-06,27.540001
2016-06-07,26.83
2016-06-08,26.9
2016-06-09,26.290001
2016-06-10,25.26
2016-06-13,25.08
2016-06-14,24.82
2016-06-15,24.700001
2016-06-16,24.68
2016-06-17,24.75
2016-06-20,25.030001000000002
2016-06-21,24.66
2016-06-22,24.84
2016-06-23,25.110001
2016-06-24,23.35
2016-06-27,22.540001
2016-06-28,22.66
2016-06-29,23.08
2016-06-30,23.85
2016-07-01,23.889999
2016-07-05,23.440001000000002
2016-07-06,23.9
2016-07-07,24.23
2016-07-08,24.440001000000002
2016-07-11,24.25
2016-07-12,24.549999
2016-07-13,24.52
2016-07-14,24.719998999999998
2016-07-15,24.33
2016-07-18,24.43
2016-07-19,24.440001000000002
2016-07-20,24.48
2016-07-21,24.559998999999998
2016-07-22,24.780001000000002
2016-07-25,24.74
2016-07-26,24.85
2016-07-27,24.76
2016-07-28,24.59
2016-07-29,24.540001
2016-08-01,24.190001000000002
2016-08-02,25.41
2016-08-03,25.91
2016-08-04,25.450001
2016-08-05,25.33
2016-08-08,25.110001
2016-08-09,24.719998999999998
2016-08-10,24.65
2016-08-11,24.889999
2016-08-12,25.33
2016-08-15,25.42
2016-08-16,25.24
2016-08-17,25.93
2016-08-18,25.91
2016-08-19,25.98
2016-08-22,25.860001
2016-08-23,25.59
2016-08-24,25.34
2016-08-25,25.09
2016-08-26,25.0
2016-08-29,24.940001000000002
2016-08-30,24.82
2016-08-31,24.82
2016-09-01,24.950001
2016-09-02,25.08
2016-09-06,24.469998999999998
2016-09-07,24.440001000000002
2016-09-08,24.52
2016-09-09,23.67
2016-09-12,24.18
2016-09-13,23.77
2016-09-14,23.790001
2016-09-15,23.700001
2016-09-16,23.610001
2016-09-19,23.74
2016-09-20,23.57
2016-09-21,23.870001000000002
2016-09-22,24.84
2016-09-23,25.219998999999998
2016-09-26,25.33
2016-09-27,25.690001000000002
2016-09-28,26.110001
2016-09-29,26.09
2016-09-30,26.309998999999998
2016-10-03,26.84
2016-10-04,26.75
2016-10-05,26.969998999999998
2016-10-06,27.129998999999998
2016-10-07,26.49
2016-10-10,26.41
2016-10-11,25.82
2016-10-12,25.549999
2016-10-13,25.02
2016-10-14,24.73
2016-10-17,24.59
2016-10-18,24.5
2016-10-19,24.860001
2016-10-20,24.98
2016-10-21,25.9
2016-10-24,25.91
2016-10-25,25.469998999999998
2016-10-26,25.66
2016-10-27,25.4
2016-10-28,25.17
2016-10-31,25.110001
2016-11-01,24.790001
2016-11-02,24.370001000000002
2016-11-03,24.809998999999998
2016-11-04,24.59
2016-11-07,24.73
2016-11-08,25.059998999999998
2016-11-09,25.16
2016-11-10,25.34
2016-11-11,25.780001000000002
2016-11-14,27.32
2016-11-15,26.709999
2016-11-16,26.66
2016-11-17,27.09
2016-11-18,26.75
2016-11-21,26.709999
2016-11-22,26.6
2016-11-23,26.5
2016-11-25,26.77
2016-11-28,26.58
2016-11-29,27.120001000000002
2016-11-30,26.440001000000002
2016-12-01,26.540001
2016-12-02,26.02
2016-12-05,26.67
2016-12-06,27.030001000000002
2016-12-07,28.040001
2016-12-08,28.66
2016-12-09,28.24
2016-12-12,27.700001
2016-12-13,27.83
2016-12-14,27.74
2016-12-15,27.83
2016-12-16,27.52
2016-12-19,27.389999
2016-12-20,27.639999
2016-12-21,27.68
2016-12-22,27.41
2016-12-23,27.299999
2016-12-27,27.5
2016-12-28,27.27
2016-12-29,27.01
2016-12-30,26.780001000000002
2017-01-03,27.370001000000002
2017-01-04,27.629998999999998
2017-01-05,26.6
2017-01-06,26.860001
2017-01-09,26.25
2017-01-10,25.76
2017-01-11,25.99
2017-01-12,26.65
2017-01-13,26.82
2017-01-17,27.139999
2017-01-18,27.4
2017-01-19,27.35
2017-01-20,27.309998999999998
2017-01-23,27.58
2017-01-24,27.799999
2017-01-25,27.049999
2017-01-26,27.280001000000002
2017-01-27,27.41
2017-01-30,27.4
2017-01-31,27.709999
2017-02-01,27.4
2017-02-02,27.16
2017-02-03,27.440001000000002
2017-02-06,27.24
2017-02-07,27.25
2017-02-08,26.780001000000002
2017-02-09,27.219998999999998
2017-02-10,27.65
2017-02-13,28.1
2017-02-14,27.889999
2017-02-15,27.889999
2017-02-16,27.99
2017-02-17,28.09
2017-02-21,28.870001000000002
2017-02-22,28.639999
2017-02-23,28.6
2017-02-24,28.549999
2017-02-27,28.33
2017-02-28,28.07
2017-03-01,27.870001000000002
2017-03-02,27.66
2017-03-03,27.200001
2017-03-06,27.190001000000002
2017-03-07,27.200001
2017-03-08,27.389999
2017-03-09,27.290001
2017-03-10,27.09
2017-03-13,26.77
2017-03-14,26.67
2017-03-15,27.209999
2017-03-16,27.4
2017-03-17,27.35
2017-03-20,27.16
2017-03-21,26.83
2017-03-22,27.0
2017-03-23,27.15
2017-03-24,27.07
2017-03-27,27.110001
2017-03-28,27.200001
2017-03-29,27.51
2017-03-30,28.049999
2017-03-31,28.309998999999998
2017-04-03,28.200001
2017-04-04,28.58
2017-04-05,28.559998999999998
2017-04-06,28.620001000000002
2017-04-07,28.57
2017-04-10,28.610001
2017-04-11,28.48
2017-04-12,28.139999
2017-04-13,27.73
2017-04-17,27.940001000000002
2017-04-18,28.02
2017-04-19,28.370001000000002
2017-04-20,28.719998999999998
2017-04-21,28.65
2017-04-24,28.9
2017-04-25,28.77
2017-04-26,28.790001
2017-04-27,28.709999
2017-04-28,27.98
2017-05-01,27.190001000000002
2017-05-02,27.209999
2017-05-03,26.190001000000002
2017-05-04,26.08
2017-05-05,26.459999
2017-05-08,26.51
2017-05-09,26.0
2017-05-10,25.450001
2017-05-11,25.700001
2017-05-12,25.450001
2017-05-15,25.26
2017-05-16,24.809998999999998
2017-05-17,24.389999
2017-05-18,24.530001000000002
2017-05-19,25.18
2017-05-22,25.459999
2017-05-23,24.969998999999998
2017-05-24,24.870001000000002
2017-05-25,25.0
2017-05-26,25.25
2017-05-30,25.530001000000002
2017-05-31,25.83
2017-06-01,26.059998999999998
2017-06-02,25.85
2017-06-05,25.629998999999998
2017-06-06,25.51
2017-06-07,25.629998999999998
2017-06-08,25.280001000000002
2017-06-09,25.27
2017-06-12,25.6
2017-06-13,25.540001
2017-06-14,25.42
2017-06-15,25.52
2017-06-16,25.6
2017-06-19,25.549999
2017-06-20,24.73
2017-06-21,24.799999
2017-06-22,24.82
2017-06-23,25.059998999999998
2017-06-26,25.440001000000002
2017-06-27,25.389999
2017-06-28,25.4
2017-06-29,25.24
2017-06-30,25.209999
2017-07-03,25.51
2017-07-05,25.450001
2017-07-06,25.08
2017-07-07,25.15
2017-07-10,25.469998999999998
2017-07-11,25.48
2017-07-12,25.49
2017-07-13,25.49
2017-07-14,25.549999
2017-07-17,25.559998999999998
2017-07-18,25.360001
2017-07-19,26.209999
2017-07-20,25.709999
2017-07-21,25.51
2017-07-24,25.48
2017-07-25,25.07
2017-07-26,25.540001
2017-07-27,25.139999
2017-07-28,25.5
2017-07-31,23.129998999999998
2017-08-01,22.98
2017-08-02,23.790001
2017-08-03,23.59
2017-08-04,22.6
2017-08-07,23.02
2017-08-08,23.02
2017-08-09,22.389999
2017-08-10,21.93
2017-08-11,21.870001000000002
2017-08-14,21.75
2017-08-15,21.52
2017-08-16,21.35
2017-08-17,21.030001000000002
2017-08-18,21.25
2017-08-21,21.09
2017-08-22,21.219998999999998
2017-08-23,21.200001
2017-08-24,21.25
2017-08-25,21.389999
2017-08-28,21.52
2017-08-29,21.18
2017-08-30,20.85
2017-08-31,21.01
2017-09-01,20.92
2017-09-05,20.41
2017-09-06,20.629998999999998
2017-09-07,20.1
2017-09-08,20.059998999999998
2017-09-11,19.620001000000002
2017-09-12,19.77
2017-09-13,19.959999
2017-09-14,20.200001
2017-09-15,20.639999
2017-09-18,20.139999
2017-09-19,20.059998999999998
2017-09-20,20.07
2017-09-21,20.299999
2017-09-22,20.42
2017-09-25,20.360001
2017-09-26,20.290001
2017-09-27,20.34
2017-09-28,20.24
2017-09-29,20.26
2017-10-02,20.41
2017-10-03,20.4
2017-10-04,20.57
2017-10-05,20.370001000000002
2017-10-06,20.25
2017-10-09,19.790001
2017-10-10,19.4
2017-10-11,18.93
2017-10-12,18.23
2017-10-13,18.25
2017-10-16,18.049999
2017-10-17,18.09
2017-10-18,18.530001000000002
2017-10-19,18.969998999999998
2017-10-20,19.26
2017-10-23,18.66
2017-10-24,18.450001
2017-10-25,18.18
2017-10-26,18.27
2017-10-27,17.98
2017-10-30,17.93
2017-10-31,17.809998999999998
2017-11-01,18.09
2017-11-02,16.26
2017-11-03,15.39
2017-11-06,16.01
2017-11-07,16.209999
2017-11-08,15.99
2017-11-09,16.1
2017-11-10,16.120001000000002
2017-11-13,15.93
2017-11-14,15.27
2017-11-15,15.75
2017-11-16,15.72
2017-11-17,16.459999
2017-11-20,16.280001000000002
2017-11-21,16.209999
2017-11-22,16.719998999999998
2017-11-24,16.459999
2017-11-27,16.389999
2017-11-28,16.870001000000002
2017-11-29,17.780001000000002
2017-11-30,18.08
2017-12-01,18.4
2017-12-04,19.52
2017-12-05,18.57
2017-12-06,18.26
2017-12-07,18.34
2017-12-08,18.4
2017-12-11,18.440001000000002
2017-12-12,18.32
2017-12-13,18.5
2017-12-14,18.65
2017-12-15,19.75
2017-12-18,20.41
2017-12-19,20.84
2017-12-20,21.120001000000002
2017-12-21,22.16
2017-12-22,22.469998999999998
2017-12-26,22.299999
2017-12-27,21.74
