Date,KBH
2019-02-04,21.73
2019-02-05,22.040001
2019-02-06,21.23
2019-02-07,21.73
2019-02-08,21.48
2019-02-11,21.49
2019-02-12,22.98
2019-02-13,22.65
2019-02-14,22.67
2019-02-15,22.82
2019-02-19,23.1
2019-02-20,22.98
2019-02-21,23.799999
2019-02-22,23.870001000000002
2019-02-25,23.459999
2019-02-26,23.209999
2019-02-27,23.139999
2019-02-28,22.809998999999998
2019-03-01,22.709999
2019-03-04,23.129998999999998
2019-03-05,22.690001000000002
2019-03-06,22.379998999999998
2019-03-07,23.110001
2019-03-08,23.450001
2019-03-11,24.1
2019-03-12,24.040001
2019-03-13,23.73
2019-03-14,23.65
2019-03-15,23.360001
2019-03-18,23.120001000000002
2019-03-19,22.43
2019-03-20,22.15
2019-03-21,22.75
2019-03-22,22.73
2019-03-25,23.870001000000002
2019-03-26,24.08
2019-03-27,24.73
2019-03-28,24.74
2019-03-29,24.17
2019-04-01,24.18
2019-04-02,24.15
2019-04-03,24.389999
2019-04-04,25.18
2019-04-05,25.610001
2019-04-08,25.200001
2019-04-09,24.68
2019-04-10,25.190001000000002
2019-04-11,25.48
2019-04-12,25.639999
2019-04-15,25.41
2019-04-16,25.280001000000002
2019-04-17,25.559998999999998
2019-04-18,25.92
2019-04-22,25.190001000000002
2019-04-23,25.93
2019-04-24,26.110001
2019-04-25,25.559998999999998
2019-04-26,25.559998999999998
2019-04-29,25.870001000000002
2019-04-30,25.91
2019-05-01,25.629998999999998
2019-05-02,26.209999
2019-05-03,26.25
2019-05-06,26.290001
2019-05-07,25.719998999999998
2019-05-08,25.26
2019-05-09,25.83
2019-05-10,26.120001000000002
2019-05-13,26.110001
2019-05-14,26.889999
2019-05-15,26.790001
2019-05-16,27.370001000000002
2019-05-17,26.950001
2019-05-20,26.41
2019-05-21,26.65
2019-05-22,26.379998999999998
2019-05-23,26.35
2019-05-24,26.91
2019-05-28,26.469998999999998
2019-05-29,26.059998999999998
2019-05-30,25.59
2019-05-31,25.129998999999998
2019-06-03,25.799999
2019-06-04,26.389999
2019-06-05,26.33
2019-06-06,26.190001000000002
2019-06-07,26.549999
2019-06-10,26.42
2019-06-11,26.0
2019-06-12,25.98
2019-06-13,26.469998999999998
2019-06-14,26.459999
2019-06-17,26.200001
2019-06-18,25.559998999999998
2019-06-19,25.09
2019-06-20,25.51
2019-06-21,24.620001000000002
2019-06-24,24.469998999999998
2019-06-25,23.82
2019-06-26,23.530001000000002
2019-06-27,25.389999
2019-06-28,25.73
2019-07-01,25.950001
2019-07-02,26.139999
2019-07-03,26.59
2019-07-05,25.959999
2019-07-08,26.48
2019-07-09,26.299999
2019-07-10,26.32
2019-07-11,25.84
2019-07-12,26.370001000000002
2019-07-15,26.32
2019-07-16,26.74
2019-07-17,26.799999
2019-07-18,26.790001
2019-07-19,26.639999
2019-07-22,26.33
2019-07-23,25.530001000000002
2019-07-24,26.43
2019-07-25,27.139999
2019-07-26,26.809998999999998
2019-07-29,26.620001000000002
2019-07-30,27.25
2019-07-31,26.27
2019-08-01,26.76
2019-08-02,25.940001000000002
2019-08-05,25.27
2019-08-06,25.68
2019-08-07,26.26
2019-08-08,26.84
2019-08-09,26.299999
2019-08-12,26.32
2019-08-13,27.200001
2019-08-14,26.620001000000002
2019-08-15,26.5
2019-08-16,26.85
2019-08-19,27.43
2019-08-20,27.98
2019-08-21,28.17
2019-08-22,28.469998999999998
2019-08-23,28.09
2019-08-26,28.110001
2019-08-27,27.84
2019-08-28,28.219998999999998
2019-08-29,28.17
2019-08-30,28.09
2019-09-03,27.83
2019-09-04,28.690001000000002
2019-09-05,28.65
2019-09-06,28.950001
2019-09-09,29.120001000000002
2019-09-10,28.870001000000002
2019-09-11,29.6
2019-09-12,30.35
2019-09-13,30.219998999999998
2019-09-16,30.34
2019-09-17,31.24
2019-09-18,31.389999
2019-09-19,31.219998999999998
2019-09-20,31.469998999999998
2019-09-23,31.620001000000002
2019-09-24,31.440001000000002
2019-09-25,32.380001
2019-09-26,32.73
2019-09-27,32.529999
2019-09-30,34.0
2019-10-01,33.779999
2019-10-02,33.490002000000004
2019-10-03,33.099998
2019-10-04,33.73
2019-10-07,33.82
2019-10-08,33.889998999999996
2019-10-09,33.959998999999996
2019-10-10,34.07
2019-10-11,33.919998
2019-10-14,34.060001
2019-10-15,34.75
2019-10-16,35.689999
2019-10-17,36.139998999999996
2019-10-18,36.48
2019-10-21,36.240002000000004
2019-10-22,36.310001
2019-10-23,36.07
2019-10-24,36.799999
2019-10-25,36.580002
2019-10-28,35.48
2019-10-29,35.419998
2019-10-30,35.93
2019-10-31,35.689999
2019-11-01,36.32
2019-11-04,34.459998999999996
2019-11-05,33.580002
2019-11-06,34.169998
2019-11-07,32.540001000000004
2019-11-08,32.610001000000004
2019-11-11,33.560001
2019-11-12,33.919998
2019-11-13,34.360001000000004
2019-11-14,34.580002
2019-11-15,34.279999
2019-11-18,34.75
2019-11-19,34.900002
2019-11-20,34.959998999999996
2019-11-21,34.360001000000004
2019-11-22,34.040001000000004
2019-11-25,34.650002
2019-11-26,35.09
2019-11-27,34.869999
2019-11-29,34.580002
2019-12-02,33.799999
2019-12-03,34.34
2019-12-04,34.52
2019-12-05,35.07
2019-12-06,34.189999
2019-12-09,34.84
2019-12-10,34.98
2019-12-11,35.73
2019-12-12,34.700001
2019-12-13,34.950001
2019-12-16,34.790001000000004
2019-12-17,34.080002
2019-12-18,33.389998999999996
2019-12-19,32.689999
2019-12-20,33.91
2019-12-23,33.439999
2019-12-24,34.02
2019-12-26,33.799999
2019-12-27,33.93
2019-12-30,33.98
2019-12-31,34.27
2020-01-02,34.509997999999996
2020-01-03,34.91
2020-01-06,35.650002
2020-01-07,36.259997999999996
2020-01-08,37.0
2020-01-09,37.060001
2020-01-10,35.860001000000004
2020-01-13,35.259997999999996
2020-01-14,36.099998
2020-01-15,36.73
2020-01-16,36.540001000000004
2020-01-17,36.810001
2020-01-21,37.84
2020-01-22,38.27
2020-01-23,38.889998999999996
2020-01-24,38.119999
2020-01-27,38.259997999999996
2020-01-28,38.900002
2020-01-29,38.43
2020-01-30,38.02
2020-01-31,37.549999
2020-02-03,37.830002
2020-02-04,36.77
2020-02-05,37.310001
2020-02-06,37.57
2020-02-07,38.110001000000004
2020-02-10,39.07
2020-02-11,39.049999
2020-02-12,38.75
2020-02-13,39.470001
2020-02-14,39.77
2020-02-18,39.66
2020-02-19,39.939999
2020-02-20,40.040001000000004
2020-02-21,39.860001000000004
2020-02-24,38.990002000000004
2020-02-25,36.73
2020-02-26,35.369999
2020-02-27,34.5
2020-02-28,32.59
2020-03-02,34.290001000000004
2020-03-03,34.669998
2020-03-04,35.990002000000004
2020-03-05,34.200001
2020-03-06,31.85
2020-03-09,28.809998999999998
2020-03-10,29.5
2020-03-11,26.73
2020-03-12,23.32
2020-03-13,23.0
2020-03-16,16.049999
2020-03-17,13.75
2020-03-18,11.06
2020-03-19,12.35
2020-03-20,12.1
2020-03-23,11.35
2020-03-24,15.62
2020-03-25,19.469998999999998
2020-03-26,19.08
2020-03-27,17.950001
2020-03-30,18.200001
2020-03-31,18.1
2020-04-01,16.52
2020-04-02,16.219998999999998
2020-04-03,16.129998999999998
2020-04-06,19.26
2020-04-07,19.5
2020-04-08,22.07
2020-04-09,22.57
2020-04-13,20.0
2020-04-14,20.67
2020-04-15,20.0
2020-04-16,20.219998999999998
2020-04-17,21.190001000000002
2020-04-20,20.4
2020-04-21,20.360001
2020-04-22,20.559998999999998
2020-04-23,20.280001000000002
2020-04-24,22.18
2020-04-27,23.459999
2020-04-28,25.190001000000002
2020-04-29,27.48
2020-04-30,26.24
2020-05-01,25.17
2020-05-04,25.82
2020-05-05,26.33
2020-05-06,26.09
2020-05-07,26.66
2020-05-08,28.540001
