Date,SHOP
2015-05-20,17.0
2015-05-21,25.68
2015-05-22,28.309998999999998
2015-05-26,29.65
2015-05-27,27.5
2015-05-28,27.450001
2015-05-29,27.200001
2015-06-01,27.33
2015-06-02,26.950001
2015-06-03,27.440001000000002
2015-06-04,26.780001000000002
2015-06-05,27.389999
2015-06-08,26.98
2015-06-09,28.34
2015-06-10,28.1
2015-06-11,30.73
2015-06-12,33.630001
2015-06-15,35.5
2015-06-16,38.110001000000004
2015-06-17,38.630001
2015-06-18,35.549999
2015-06-19,35.52
2015-06-22,36.939999
2015-06-23,35.43
2015-06-24,35.959998999999996
2015-06-25,34.84
2015-06-26,33.52
2015-06-29,31.32
2015-06-30,33.950001
2015-07-01,31.110001
2015-07-02,31.309998999999998
2015-07-06,30.530001000000002
2015-07-07,30.76
2015-07-08,29.190001000000002
2015-07-09,29.059998999999998
2015-07-10,29.6
2015-07-13,30.42
2015-07-14,30.860001
2015-07-15,29.34
2015-07-16,29.389999
2015-07-17,32.27
2015-07-20,33.75
2015-07-21,33.220001
2015-07-22,32.139998999999996
2015-07-23,33.110001000000004
2015-07-24,33.57
2015-07-27,32.869999
2015-07-28,34.060001
2015-07-29,34.16
2015-07-30,38.130001
2015-07-31,37.389998999999996
2015-08-03,40.360001000000004
2015-08-04,38.41
2015-08-05,38.450001
2015-08-06,36.279999
2015-08-07,35.16
2015-08-10,33.470001
2015-08-11,35.139998999999996
2015-08-12,34.73
2015-08-13,35.310001
2015-08-14,34.560001
2015-08-17,34.41
2015-08-18,32.599998
2015-08-19,31.1
2015-08-20,29.219998999999998
2015-08-21,27.77
2015-08-24,26.280001000000002
2015-08-25,26.93
2015-08-26,28.219998999999998
2015-08-27,28.51
2015-08-28,28.0
2015-08-31,27.540001
2015-09-01,26.6
2015-09-02,26.700001
2015-09-03,27.15
2015-09-04,26.809998999999998
2015-09-08,27.139999
2015-09-09,26.01
2015-09-10,25.77
2015-09-11,26.360001
2015-09-14,27.209999
2015-09-15,28.110001
2015-09-16,28.91
2015-09-17,35.549999
2015-09-18,35.66
2015-09-21,34.830002
2015-09-22,33.66
2015-09-23,33.5
2015-09-24,33.470001
2015-09-25,33.91
2015-09-28,33.049999
2015-09-29,33.639998999999996
2015-09-30,35.200001
2015-10-01,35.07
2015-10-02,35.810001
2015-10-05,36.759997999999996
2015-10-06,36.209998999999996
2015-10-07,37.330002
2015-10-08,38.240002000000004
2015-10-09,37.02
2015-10-12,34.310001
2015-10-13,33.119999
2015-10-14,33.639998999999996
2015-10-15,34.139998999999996
2015-10-16,34.330002
2015-10-19,33.360001000000004
2015-10-20,31.5
2015-10-21,31.950001
2015-10-22,32.009997999999996
2015-10-23,31.66
2015-10-26,31.07
2015-10-27,31.040001
2015-10-28,31.120001000000002
2015-10-29,31.59
2015-10-30,32.220001
2015-11-02,30.959999
2015-11-03,31.440001000000002
2015-11-04,31.75
2015-11-05,31.620001000000002
2015-11-06,31.540001
2015-11-09,30.23
2015-11-10,28.59
2015-11-11,28.18
2015-11-12,28.860001
2015-11-13,28.33
2015-11-16,27.35
2015-11-17,26.389999
2015-11-18,28.0
2015-11-19,29.450001
2015-11-20,28.23
2015-11-23,28.870001000000002
2015-11-24,26.950001
2015-11-25,26.440001000000002
2015-11-27,26.709999
2015-11-30,26.34
2015-12-01,26.280001000000002
2015-12-02,26.41
2015-12-03,26.83
2015-12-04,27.120001000000002
2015-12-07,26.879998999999998
2015-12-08,26.48
2015-12-09,24.809998999999998
2015-12-10,24.959999
2015-12-11,24.76
2015-12-14,24.559998999999998
2015-12-15,25.360001
2015-12-16,26.209999
2015-12-17,26.530001000000002
2015-12-18,25.309998999999998
2015-12-21,24.450001
2015-12-22,24.66
2015-12-23,24.92
2015-12-24,25.34
2015-12-28,24.84
2015-12-29,25.18
2015-12-30,25.98
2015-12-31,25.799999
2016-01-04,25.719998999999998
2016-01-05,25.309998999999998
2016-01-06,25.299999
2016-01-07,24.67
2016-01-08,24.93
2016-01-11,23.870001000000002
2016-01-12,23.74
2016-01-13,21.379998999999998
2016-01-14,20.639999
2016-01-15,19.889999
2016-01-19,20.299999
2016-01-20,20.530001000000002
2016-01-21,22.790001
2016-01-22,23.07
2016-01-25,23.129998999999998
2016-01-26,23.09
2016-01-27,22.0
2016-01-28,22.5
2016-01-29,23.219998999999998
2016-02-01,23.530001000000002
2016-02-02,22.620001000000002
2016-02-03,23.0
2016-02-04,23.48
2016-02-05,21.870001000000002
2016-02-08,20.379998999999998
2016-02-09,19.85
2016-02-10,19.969998999999998
2016-02-11,19.370001000000002
2016-02-12,19.33
2016-02-16,20.5
2016-02-17,22.370001000000002
2016-02-18,20.59
2016-02-19,20.57
2016-02-22,21.209999
2016-02-23,20.040001
2016-02-24,21.02
2016-02-25,21.66
2016-02-26,22.0
2016-02-29,22.379998999999998
2016-03-01,22.690001000000002
2016-03-02,24.360001
2016-03-03,24.27
2016-03-04,25.16
2016-03-07,25.870001000000002
2016-03-08,26.790001
2016-03-09,26.07
2016-03-10,25.389999
2016-03-11,26.700001
2016-03-14,26.58
2016-03-15,25.83
2016-03-16,26.799999
2016-03-17,27.15
2016-03-18,28.49
2016-03-21,28.040001
2016-03-22,27.51
2016-03-23,26.200001
2016-03-24,26.99
2016-03-28,27.59
2016-03-29,27.969998999999998
2016-03-30,27.77
2016-03-31,28.209999
2016-04-01,28.450001
2016-04-04,29.299999
2016-04-05,28.75
2016-04-06,29.5
2016-04-07,29.209999
2016-04-08,29.549999
2016-04-11,29.52
2016-04-12,29.77
2016-04-13,29.799999
2016-04-14,30.959999
2016-04-15,30.969998999999998
2016-04-18,31.530001000000002
2016-04-19,32.049999
2016-04-20,31.5
2016-04-21,31.530001000000002
2016-04-22,31.809998999999998
2016-04-25,31.129998999999998
2016-04-26,31.469998999999998
2016-04-27,31.83
2016-04-28,31.75
2016-04-29,31.85
2016-05-02,31.41
2016-05-03,30.74
2016-05-04,29.610001
2016-05-05,28.52
2016-05-06,27.719998999999998
2016-05-09,26.459999
2016-05-10,26.629998999999998
2016-05-11,26.27
2016-05-12,26.950001
2016-05-13,26.290001
2016-05-16,26.16
2016-05-17,26.799999
2016-05-18,26.34
2016-05-19,25.969998999999998
2016-05-20,26.1
2016-05-23,26.82
2016-05-24,27.059998999999998
2016-05-25,28.200001
2016-05-26,27.76
2016-05-27,28.57
2016-05-31,29.290001
2016-06-01,31.07
2016-06-02,29.84
2016-06-03,29.58
2016-06-06,30.0
2016-06-07,29.860001
2016-06-08,30.09
2016-06-09,29.41
2016-06-10,28.280001000000002
2016-06-13,27.99
2016-06-14,29.049999
2016-06-15,28.66
2016-06-16,28.370001000000002
2016-06-17,28.940001000000002
2016-06-20,29.77
2016-06-21,29.870001000000002
2016-06-22,29.809998999999998
2016-06-23,31.200001
2016-06-24,29.07
2016-06-27,27.16
2016-06-28,28.540001
2016-06-29,30.32
2016-06-30,30.76
2016-07-01,30.83
2016-07-05,30.610001
2016-07-06,30.65
2016-07-07,30.370001000000002
2016-07-08,31.0
2016-07-11,31.85
2016-07-12,32.490002000000004
2016-07-13,31.99
2016-07-14,32.099998
2016-07-15,32.32
2016-07-18,32.200001
2016-07-19,33.259997999999996
2016-07-20,33.09
2016-07-21,32.73
2016-07-22,32.869999
2016-07-25,32.599998
2016-07-26,32.549999
2016-07-27,33.209998999999996
2016-07-28,34.27
2016-07-29,34.27
2016-08-01,34.049999
2016-08-02,33.529999
2016-08-03,36.790001000000004
2016-08-04,36.849998
2016-08-05,37.009997999999996
2016-08-08,38.310001
2016-08-09,38.790001000000004
2016-08-10,39.290001000000004
2016-08-11,39.91
2016-08-12,39.380001
2016-08-15,39.080002
2016-08-16,38.369999
2016-08-17,38.740002000000004
2016-08-18,40.25
2016-08-19,42.41
2016-08-22,42.470001
2016-08-23,41.759997999999996
2016-08-24,40.939999
2016-08-25,40.630001
2016-08-26,41.52
2016-08-29,41.389998999999996
2016-08-30,41.290001000000004
2016-08-31,41.360001000000004
2016-09-01,40.669998
2016-09-02,42.419998
2016-09-06,43.189999
2016-09-07,42.779999
2016-09-08,43.209998999999996
2016-09-09,41.040001000000004
2016-09-12,41.630001
2016-09-13,40.57
2016-09-14,40.900002
2016-09-15,41.77
2016-09-16,41.490002000000004
2016-09-19,42.950001
2016-09-20,42.459998999999996
2016-09-21,44.5
2016-09-22,43.860001000000004
2016-09-23,43.349998
2016-09-26,43.200001
2016-09-27,43.869999
2016-09-28,42.75
2016-09-29,42.959998999999996
2016-09-30,42.919998
2016-10-03,43.029999
2016-10-04,43.41
2016-10-05,43.77
2016-10-06,43.68
2016-10-07,44.360001000000004
2016-10-10,43.73
2016-10-11,42.299999
2016-10-12,42.389998999999996
2016-10-13,42.09
2016-10-14,42.82
2016-10-17,42.02
2016-10-18,42.48
2016-10-19,43.389998999999996
2016-10-20,43.150002
2016-10-21,43.48
2016-10-24,43.860001000000004
2016-10-25,43.490002000000004
2016-10-26,43.029999
2016-10-27,41.349998
2016-10-28,40.84
2016-10-31,41.450001
2016-11-01,40.779999
2016-11-02,43.57
2016-11-03,40.41
2016-11-04,39.150002
2016-11-07,40.150002
2016-11-08,41.349998
2016-11-09,40.580002
2016-11-10,40.09
2016-11-11,39.66
2016-11-14,37.900002
2016-11-15,39.919998
2016-11-16,40.360001000000004
2016-11-17,42.02
2016-11-18,44.049999
2016-11-21,44.889998999999996
2016-11-22,42.959998999999996
2016-11-23,43.049999
2016-11-25,43.27
2016-11-28,42.490002000000004
2016-11-29,42.59
2016-11-30,41.669998
2016-12-01,39.669998
2016-12-02,39.049999
2016-12-05,40.57
2016-12-06,40.900002
2016-12-07,40.720001
2016-12-08,42.630001
2016-12-09,42.220001
2016-12-12,42.040001000000004
2016-12-13,42.27
2016-12-14,41.75
2016-12-15,42.41
2016-12-16,42.049999
2016-12-19,41.869999
2016-12-20,41.419998
2016-12-21,40.799999
2016-12-22,40.169998
2016-12-23,41.34
2016-12-27,43.639998999999996
2016-12-28,43.220001
2016-12-29,43.099998
2016-12-30,42.869999
2017-01-03,42.82
2017-01-04,44.139998999999996
2017-01-05,47.68
2017-01-06,46.900002
2017-01-09,47.18
2017-01-10,47.869999
2017-01-11,48.330002
2017-01-12,48.580002
2017-01-13,48.099998
2017-01-17,49.52
2017-01-18,49.98
2017-01-19,50.66
2017-01-20,50.09
2017-01-23,49.439999
2017-01-24,49.419998
2017-01-25,51.360001000000004
2017-01-26,51.009997999999996
2017-01-27,51.540001000000004
2017-01-30,50.700001
2017-01-31,50.82
2017-02-01,51.189999
2017-02-02,52.32
2017-02-03,52.119999
2017-02-06,52.68
2017-02-07,53.130001
2017-02-08,53.369999
2017-02-09,54.610001000000004
2017-02-10,55.220001
2017-02-13,56.049999
2017-02-14,56.049999
2017-02-15,60.610001000000004
2017-02-16,60.970001
2017-02-17,61.52
2017-02-21,63.080002
2017-02-22,63.59
2017-02-23,62.73
2017-02-24,61.75
2017-02-27,59.93
2017-02-28,59.209998999999996
2017-03-01,59.650002
2017-03-02,59.669998
2017-03-03,60.290001000000004
2017-03-06,59.32
2017-03-07,60.130001
2017-03-08,60.91
2017-03-09,62.389998999999996
2017-03-10,64.150002
2017-03-13,64.93
2017-03-14,63.830002
2017-03-15,64.839996
2017-03-16,64.989998
2017-03-17,66.989998
2017-03-20,68.860001
2017-03-21,67.190002
2017-03-22,66.709999
2017-03-23,67.58000200000001
2017-03-24,68.980003
2017-03-27,70.400002
2017-03-28,72.370003
2017-03-29,72.720001
2017-03-30,69.050003
2017-03-31,68.089996
2017-04-03,69.230003
2017-04-04,68.529999
2017-04-05,67.889999
2017-04-06,68.519997
2017-04-07,68.709999
2017-04-10,69.279999
2017-04-11,69.059998
2017-04-12,69.25
2017-04-13,70.629997
2017-04-17,71.699997
2017-04-18,71.58000200000001
2017-04-19,72.639999
2017-04-20,76.059998
2017-04-21,76.379997
2017-04-24,75.83000200000001
2017-04-25,76.650002
2017-04-26,74.120003
2017-04-27,73.089996
2017-04-28,75.949997
2017-05-01,77.260002
2017-05-02,82.980003
2017-05-03,81.720001
2017-05-04,81.349998
2017-05-05,85.529999
2017-05-08,86.779999
2017-05-09,89.150002
2017-05-10,93.059998
2017-05-11,92.019997
2017-05-12,93.58000200000001
2017-05-15,94.239998
2017-05-16,94.93
2017-05-17,89.839996
2017-05-18,92.110001
2017-05-19,88.870003
2017-05-22,89.599998
2017-05-23,90.019997
2017-05-24,90.809998
2017-05-25,90.220001
2017-05-26,90.739998
2017-05-30,90.57
2017-05-31,91.860001
2017-06-01,93.440002
2017-06-02,97.529999
2017-06-05,97.480003
2017-06-06,98.610001
2017-06-07,96.989998
2017-06-08,98.839996
2017-06-09,91.449997
2017-06-12,88.889999
2017-06-13,86.93
2017-06-14,85.360001
2017-06-15,85.480003
2017-06-16,86.93
2017-06-19,90.559998
2017-06-20,88.940002
2017-06-21,91.25
2017-06-22,91.370003
2017-06-23,94.480003
2017-06-26,92.040001
2017-06-27,87.040001
2017-06-28,89.519997
2017-06-29,86.400002
2017-06-30,86.900002
2017-07-03,86.0
2017-07-05,88.110001
2017-07-06,86.209999
2017-07-07,88.989998
2017-07-10,90.989998
2017-07-11,91.290001
2017-07-12,94.68
2017-07-13,93.019997
2017-07-14,92.410004
2017-07-17,90.489998
2017-07-18,93.18
2017-07-19,91.900002
2017-07-20,90.870003
2017-07-21,89.41999799999999
2017-07-24,93.610001
2017-07-25,92.160004
2017-07-26,93.91999799999999
2017-07-27,90.43
2017-07-28,92.980003
2017-07-31,92.370003
2017-08-01,104.08000200000001
2017-08-02,98.349998
2017-08-03,97.160004
2017-08-04,96.279999
2017-08-07,97.790001
2017-08-08,96.510002
2017-08-09,95.190002
2017-08-10,88.400002
2017-08-11,91.709999
2017-08-14,94.059998
2017-08-15,93.150002
2017-08-16,94.610001
2017-08-17,93.5
2017-08-18,94.58000200000001
2017-08-21,96.269997
2017-08-22,98.610001
2017-08-23,102.459999
2017-08-24,106.529999
2017-08-25,103.739998
2017-08-28,103.790001
2017-08-29,104.370003
2017-08-30,108.440002
2017-08-31,110.91999799999999
2017-09-01,110.860001
2017-09-05,110.66999799999999
2017-09-06,110.220001
2017-09-07,113.459999
2017-09-08,113.610001
2017-09-11,117.989998
2017-09-12,120.5
2017-09-13,119.209999
2017-09-14,120.199997
2017-09-15,120.260002
2017-09-18,122.41999799999999
2017-09-19,122.940002
2017-09-20,119.290001
2017-09-21,120.150002
2017-09-22,120.269997
2017-09-25,114.470001
2017-09-26,113.379997
2017-09-27,117.400002
2017-09-28,116.449997
2017-09-29,116.489998
2017-10-02,119.0
2017-10-03,116.809998
2017-10-04,103.300003
2017-10-05,100.43
2017-10-06,97.91999799999999
2017-10-09,97.379997
2017-10-10,92.57
2017-10-11,95.019997
2017-10-12,94.360001
2017-10-13,94.220001
2017-10-16,96.980003
2017-10-17,96.209999
2017-10-18,98.93
2017-10-19,98.25
2017-10-20,102.099998
2017-10-23,102.910004
2017-10-24,106.410004
2017-10-25,102.989998
2017-10-26,104.110001
2017-10-27,107.269997
2017-10-30,109.360001
2017-10-31,99.489998
2017-11-01,96.199997
2017-11-02,99.889999
2017-11-03,98.709999
2017-11-06,99.839996
2017-11-07,99.709999
2017-11-08,99.400002
2017-11-09,97.029999
2017-11-10,100.010002
2017-11-13,98.769997
2017-11-14,98.970001
2017-11-15,98.040001
2017-11-16,103.889999
2017-11-17,104.889999
2017-11-20,108.559998
2017-11-21,110.16999799999999
2017-11-22,110.410004
2017-11-24,111.809998
2017-11-27,113.360001
2017-11-28,112.089996
2017-11-29,103.66999799999999
2017-11-30,103.82
2017-12-01,103.269997
2017-12-04,96.620003
2017-12-05,95.279999
2017-12-06,95.769997
2017-12-07,99.790001
2017-12-08,100.769997
2017-12-11,104.110001
2017-12-12,101.400002
2017-12-13,103.209999
2017-12-14,103.230003
2017-12-15,105.220001
2017-12-18,107.620003
2017-12-19,105.730003
2017-12-20,105.239998
2017-12-21,104.800003
2017-12-22,103.860001
2017-12-26,104.839996
2017-12-27,104.5
2017-12-28,102.389999
2017-12-29,101.0
2018-01-02,105.489998
2018-01-03,107.75
2018-01-04,109.949997
2018-01-05,110.58000200000001
2018-01-08,112.349998
2018-01-09,110.730003
2018-01-10,111.0
2018-01-11,111.129997
2018-01-12,112.800003
2018-01-16,111.91999799999999
2018-01-17,114.910004
2018-01-18,114.800003
2018-01-19,115.480003
2018-01-22,119.43
2018-01-23,118.690002
2018-01-24,119.66999799999999
2018-01-25,124.900002
2018-01-26,129.070007
2018-01-29,127.300003
2018-01-30,124.209999
2018-01-31,127.91999799999999
2018-02-01,126.279999
