Date,SODA
2012-06-18,35.09
2012-06-19,35.43
2012-06-20,37.599998
2012-06-21,37.153
2012-06-22,38.84
2012-06-25,38.259997999999996
2012-06-26,37.66
2012-06-27,39.759997999999996
2012-06-28,40.119999
2012-06-29,40.970001
2012-07-02,40.41
2012-07-03,42.119999
2012-07-05,42.279999
2012-07-06,42.400002
2012-07-09,41.470001
2012-07-10,38.209998999999996
2012-07-11,36.939999
2012-07-12,37.029999
2012-07-13,37.639998999999996
2012-07-16,37.450001
2012-07-17,37.25
2012-07-18,38.68
2012-07-19,39.200001
2012-07-20,39.790001000000004
2012-07-23,39.25
2012-07-24,38.93
2012-07-25,37.494999
2012-07-26,37.169998
2012-07-27,38.25
2012-07-30,37.439999
2012-07-31,39.009997999999996
2012-08-01,41.310001
2012-08-02,41.330002
2012-08-03,40.57
2012-08-06,41.700001
2012-08-07,41.25
2012-08-08,40.970001
2012-08-09,40.580002
2012-08-10,40.060001
2012-08-13,39.119999
2012-08-14,37.939999
2012-08-15,37.669998
2012-08-16,38.82
2012-08-17,39.0
2012-08-20,38.18
2012-08-21,38.099998
2012-08-22,37.240002000000004
2012-08-23,37.349998
2012-08-24,37.330002
2012-08-27,37.299999
2012-08-28,37.650002
2012-08-29,38.810001
2012-08-30,37.639998999999996
2012-08-31,38.59
2012-09-04,37.880001
2012-09-05,37.73
2012-09-06,37.639998999999996
2012-09-07,37.630001
2012-09-10,39.470001
2012-09-11,39.950001
2012-09-12,40.689999
2012-09-13,41.209998999999996
2012-09-14,40.959998999999996
2012-09-17,39.57
2012-09-18,39.130001
2012-09-19,39.669998
2012-09-20,39.580002
2012-09-21,39.759997999999996
2012-09-24,39.389998999999996
2012-09-25,38.189999
2012-09-26,37.75
2012-09-27,38.380001
2012-09-28,39.169998
2012-10-01,37.009997999999996
2012-10-02,36.240002000000004
2012-10-03,35.990002000000004
2012-10-04,36.099998
2012-10-05,36.889998999999996
2012-10-08,37.75
2012-10-09,36.880001
2012-10-10,36.540001000000004
2012-10-11,36.119999
2012-10-12,35.889998999999996
2012-10-15,37.720001
2012-10-16,38.259997999999996
2012-10-17,39.02
2012-10-18,39.049999
2012-10-19,37.040001000000004
2012-10-22,36.650002
2012-10-23,36.830002
2012-10-24,36.48
2012-10-25,36.0
2012-10-26,35.799999
2012-10-31,35.7691
2012-11-01,36.5
2012-11-02,36.490002000000004
2012-11-05,34.82
2012-11-06,34.16
2012-11-07,35.554501
2012-11-08,34.939999
2012-11-09,34.75
2012-11-12,36.540001000000004
2012-11-13,35.959998999999996
2012-11-14,35.139998999999996
2012-11-15,34.080002
2012-11-16,33.549999
2012-11-19,34.07
2012-11-20,34.599998
2012-11-21,36.099998
2012-11-23,35.990002000000004
2012-11-26,35.369999
2012-11-27,36.380001
2012-11-28,38.279999
2012-11-29,38.650002
2012-11-30,39.880001
2012-12-03,41.189999
2012-12-04,41.98
2012-12-05,40.459998999999996
2012-12-06,40.0
2012-12-07,39.599998
2012-12-10,38.740798999999996
2012-12-11,39.150002
2012-12-12,39.889998999999996
2012-12-13,39.470001
2012-12-14,40.560001
2012-12-17,43.540001000000004
2012-12-18,44.09
2012-12-19,44.540001000000004
2012-12-20,43.32
2012-12-21,42.200001
2012-12-24,43.169998
2012-12-26,44.57
2012-12-27,43.66
2012-12-28,43.599998
2012-12-31,44.889998999999996
2013-01-02,46.84
2013-01-03,47.911097999999996
2013-01-04,48.689999
2013-01-07,47.09
2013-01-08,47.150002
2013-01-09,46.93
2013-01-10,47.0
2013-01-11,48.099998
2013-01-14,48.650002
2013-01-15,48.84
2013-01-16,49.290001000000004
2013-01-17,48.66
2013-01-18,48.75
2013-01-22,49.75
2013-01-23,50.41
2013-01-24,51.75
2013-01-25,53.23
2013-01-28,50.959998999999996
2013-01-29,50.669998
2013-01-30,50.529999
2013-01-31,48.09
2013-02-01,49.650002
2013-02-04,48.209998999999996
2013-02-05,48.34
2013-02-06,50.98
2013-02-07,50.139998999999996
2013-02-08,50.689999
2013-02-11,49.950001
2013-02-12,49.52
2013-02-13,49.849998
2013-02-14,51.490002000000004
2013-02-15,51.099998
2013-02-19,52.439999
2013-02-20,49.099998
2013-02-21,47.599998
2013-02-22,47.34
2013-02-25,45.900002
2013-02-26,46.369999
2013-02-27,48.5
2013-02-28,47.59
2013-03-01,48.689999
2013-03-04,48.029999
2013-03-05,49.130001
2013-03-06,48.869999
2013-03-07,49.25
2013-03-08,49.73
2013-03-11,49.830002
2013-03-12,50.080002
2013-03-13,49.759997999999996
2013-03-14,49.380001
2013-03-15,48.16
2013-03-18,47.799999
2013-03-19,47.689999
2013-03-20,48.16
2013-03-21,49.009997999999996
2013-03-22,49.509997999999996
2013-03-25,49.130001
2013-03-26,49.181999
2013-03-27,49.450001
2013-03-28,49.639998999999996
2013-04-01,50.860001000000004
2013-04-02,50.599998
2013-04-03,48.509997999999996
2013-04-04,48.380001
2013-04-05,48.959998999999996
2013-04-08,49.560001
2013-04-09,50.380001
2013-04-10,52.41
2013-04-11,54.060001
2013-04-12,53.029999
2013-04-15,50.950001
2013-04-16,52.700001
2013-04-17,52.062
2013-04-18,50.43
2013-04-19,50.720001
2013-04-22,50.18
2013-04-23,51.59
2013-04-24,52.549999
2013-04-25,53.75
2013-04-26,53.400002
2013-04-29,53.59
2013-04-30,53.84
2013-05-01,52.48
2013-05-02,52.82
2013-05-03,54.0
2013-05-06,54.98
