Date,DD
1972-06-01,7.274489999999999
1972-06-02,7.353560000000001
1972-06-05,7.333792999999999
1972-06-06,7.314025
1972-06-07,7.185535000000001
1972-06-08,7.1163490000000005
1972-06-09,7.076814
1972-06-12,7.1163490000000005
1972-06-13,7.215186999999999
1972-06-14,7.314025
1972-06-15,7.333792999999999
1972-06-16,7.323909
1972-06-19,7.284374000000001
1972-06-20,7.323909
1972-06-21,7.393095
1972-06-22,7.323909
1972-06-23,7.304141
1972-06-26,7.195419
1972-06-27,7.215186999999999
1972-06-28,7.1558839999999995
1972-06-29,7.106464999999999
1972-06-30,7.136117
1972-07-03,7.146
1972-07-05,7.195419
1972-07-06,7.274489999999999
1972-07-07,7.264606
1972-07-10,7.274489999999999
1972-07-11,7.205303
1972-07-12,7.1163490000000005
1972-07-13,7.037278
1972-07-14,6.997742999999999
1972-07-17,6.908789
1972-07-18,6.977975
1972-07-19,7.057046000000001
1972-07-20,6.997742999999999
1972-07-21,6.977975
1972-07-24,7.007627
1972-07-25,7.037278
1972-07-26,7.047161999999999
1972-07-27,7.017510000000001
1972-07-28,7.027394
1972-07-31,7.086697
1972-08-01,7.175652
1972-08-02,7.264606
1972-08-03,7.353560000000001
1972-08-04,7.323909
1972-08-07,7.284374000000001
1972-08-08,7.304141
1972-08-09,7.254722
1972-08-10,7.304141
1972-08-11,7.5512369999999995
1972-08-14,7.630307000000001
1972-08-15,7.640191000000001
1972-08-16,7.590772
1972-08-17,7.620423
1972-08-18,7.630307000000001
1972-08-21,7.659959
1972-08-22,7.679726
1972-08-23,7.610539
1972-08-24,7.590772
1972-08-25,7.630307000000001
1972-08-28,7.590772
1972-08-29,7.630307000000001
1972-08-30,7.719262
1972-08-31,7.729146000000001
1972-09-01,7.788448
1972-09-05,7.729146000000001
1972-09-06,7.679726
1972-09-07,7.689610000000001
1972-09-08,7.689610000000001
1972-09-11,7.630307000000001
1972-09-12,7.600656
1972-09-13,7.640191000000001
1972-09-14,7.659959
1972-09-15,7.531469
1972-09-18,7.452399000000001
1972-09-19,7.373328
1972-09-20,7.353560000000001
1972-09-21,7.333792999999999
1972-09-22,7.353560000000001
1972-09-25,7.314025
1972-09-26,7.254722
1972-09-27,7.314025
1972-09-28,7.4721660000000005
1972-09-29,7.580888000000001
1972-10-02,7.541353
1972-10-03,7.541353
1972-10-04,7.4721660000000005
1972-10-05,7.353560000000001
1972-10-06,7.383211999999999
1972-10-09,7.393095
1972-10-10,7.402978999999999
1972-10-11,7.373328
1972-10-12,7.353560000000001
1972-10-13,7.294258
1972-10-16,7.215186999999999
1972-10-17,7.225071000000001
1972-10-18,7.383211999999999
1972-10-19,7.432631
1972-10-20,7.4721660000000005
1972-10-23,7.531469
1972-10-24,7.531469
1972-10-25,7.571003999999999
1972-10-26,7.531469
1972-10-27,7.5512369999999995
1972-10-30,7.561121000000001
1972-10-31,7.590772
1972-11-01,7.650075
1972-11-02,7.7390289999999995
1972-11-03,7.867519000000001
1972-11-06,7.877403
1972-11-08,7.877403
1972-11-09,7.916938
