Date,NYX
2004-08-12,12.3
2004-08-13,13.5
2004-08-16,13.35
2004-08-17,13.5
2004-08-18,13.4
2004-08-19,13.4
2004-08-20,13.6
2004-08-23,13.65
2004-08-24,13.8
2004-08-25,14.1
2004-08-26,14.83
2004-08-27,14.7
2004-08-30,14.71
2004-08-31,14.9
2004-09-01,15.0
2004-09-02,15.31
2004-09-03,15.35
2004-09-07,15.45
2004-09-08,15.33
2004-09-09,14.99
2004-09-10,14.75
2004-09-13,14.5
2004-09-14,14.4
2004-09-15,14.0
2004-09-16,14.1
2004-09-17,13.85
2004-09-20,13.34
2004-09-21,13.95
2004-09-22,14.44
2004-09-23,14.73
2004-09-24,15.05
2004-09-27,14.96
2004-09-28,14.52
2004-09-29,14.6
2004-09-30,14.6
2004-10-01,14.4
2004-10-04,14.31
2004-10-05,14.4
2004-10-06,14.47
2004-10-07,14.4
2004-10-08,14.13
2004-10-11,14.07
2004-10-12,14.21
2004-10-13,14.26
2004-10-14,14.25
2004-10-15,14.2
2004-10-18,14.2
2004-10-19,14.06
2004-10-20,14.01
2004-10-21,14.07
2004-10-22,14.3
2004-10-25,14.7
2004-10-26,15.1
2004-10-27,16.5
2004-10-28,17.35
2004-10-29,17.07
2004-11-01,17.15
2004-11-02,17.15
2004-11-03,17.459999
2004-11-04,17.9
2004-11-05,17.969998999999998
2004-11-08,19.09
2004-11-09,19.16
2004-11-10,18.33
2004-11-11,18.0
2004-11-12,17.5
2004-11-15,17.51
2004-11-16,17.200001
2004-11-17,18.0
2004-11-18,19.18
2004-11-19,18.700001
2004-11-22,18.719998999999998
2004-11-23,19.139999
2004-11-24,20.700001
2004-11-26,21.75
2004-11-29,21.950001
2004-11-30,22.25
2004-12-01,22.040001
2004-12-02,21.450001
2004-12-03,20.5
2004-12-06,19.969998999999998
2004-12-07,19.9
2004-12-08,20.0
2004-12-09,19.91
2004-12-10,20.0
2004-12-13,21.5
2004-12-14,21.5
2004-12-15,21.6
2004-12-16,21.26
2004-12-17,20.629998999999998
2004-12-20,20.5
2004-12-21,20.16
2004-12-22,19.950001
2004-12-23,20.4
2004-12-27,20.5
2004-12-28,20.450001
2004-12-29,20.85
2004-12-30,20.26
2004-12-31,20.969998999999998
2005-01-03,20.299999
2005-01-04,20.25
2005-01-05,20.09
2005-01-06,19.950001
2005-01-07,19.75
2005-01-10,19.049999
2005-01-11,19.27
2005-01-12,19.299999
2005-01-13,19.700001
2005-01-14,20.040001
2005-01-18,20.65
2005-01-19,20.42
2005-01-20,19.99
2005-01-21,19.950001
2005-01-24,19.26
2005-01-25,18.709999
2005-01-26,18.41
2005-01-27,18.35
2005-01-28,18.450001
2005-01-31,18.969998999999998
2005-02-01,18.4
2005-02-02,18.49
2005-02-03,18.440001000000002
2005-02-04,18.75
2005-02-07,19.309998999999998
2005-02-08,19.41
2005-02-09,19.120001000000002
2005-02-10,19.07
2005-02-11,19.24
2005-02-14,19.450001
2005-02-15,20.440001000000002
2005-02-16,20.16
2005-02-17,19.879998999999998
2005-02-18,19.0
2005-02-22,18.52
2005-02-23,18.4
2005-02-24,18.360001
2005-02-25,18.950001
2005-02-28,18.75
2005-03-01,18.700001
2005-03-02,18.51
2005-03-03,18.58
2005-03-04,19.01
2005-03-07,19.0
2005-03-08,19.129998999999998
2005-03-09,19.23
2005-03-10,19.15
2005-03-11,18.799999
2005-03-14,19.26
2005-03-15,19.280001000000002
2005-03-16,19.299999
2005-03-17,19.33
2005-03-18,18.9
2005-03-21,18.440001000000002
2005-03-22,17.75
2005-03-23,18.01
2005-03-24,17.85
2005-03-28,17.92
2005-03-29,17.49
2005-03-30,17.75
2005-03-31,17.700001
2005-04-01,17.15
2005-04-04,16.950001
2005-04-05,16.85
2005-04-06,17.209999
2005-04-07,17.280001000000002
2005-04-08,17.1
2005-04-11,17.01
2005-04-12,16.85
2005-04-13,16.700001
2005-04-14,16.799999
2005-04-15,17.049999
2005-04-18,16.75
2005-04-19,16.9
2005-04-20,18.76
2005-04-21,29.959999
2005-04-22,29.76
2005-04-25,27.25
2005-04-26,27.5
2005-04-27,28.49
2005-04-28,29.860001
2005-04-29,32.5
2005-05-02,33.5
2005-05-03,35.0
2005-05-04,33.880001
2005-05-05,33.540001000000004
2005-05-06,32.5
2005-05-09,32.869999
2005-05-10,31.860001
2005-05-11,30.360001
2005-05-12,29.75
2005-05-13,29.700001
2005-05-16,30.450001
2005-05-17,30.309998999999998
2005-05-18,30.32
2005-05-19,30.25
2005-05-20,30.75
2005-05-23,31.700001
2005-05-24,33.0
2005-05-25,33.48
2005-05-26,33.970001
2005-05-27,34.099998
2005-05-31,34.349998
2005-06-01,34.209998999999996
2005-06-02,34.380001
2005-06-03,35.709998999999996
2005-06-06,38.75
2005-06-07,36.43
2005-06-08,37.009997999999996
2005-06-09,36.490002000000004
2005-06-10,36.41
2005-06-13,37.799999
2005-06-14,38.310001
2005-06-15,39.849998
2005-06-16,40.299999
2005-06-17,39.400002
2005-06-20,40.279999
2005-06-21,41.5
2005-06-22,40.91
2005-06-23,39.950001
2005-06-24,40.25
2005-06-27,39.200001
2005-06-28,39.27
2005-06-29,38.509997999999996
2005-06-30,38.919998
2005-07-01,40.32
2005-07-05,42.130001
2005-07-06,41.950001
2005-07-07,41.23
2005-07-08,42.740002000000004
2005-07-11,44.5
2005-07-12,43.529999
2005-07-13,42.834998999999996
2005-07-14,42.75
2005-07-15,42.259997999999996
2005-07-18,39.98
2005-07-19,40.099998
2005-07-20,39.5
2005-07-21,39.400002
2005-07-22,39.990002000000004
2005-07-25,40.900002
2005-07-26,40.299999
2005-07-27,39.599998
2005-07-28,39.0
2005-07-29,40.400002
2005-08-01,39.349998
2005-08-02,39.700001
2005-08-03,40.25
2005-08-04,40.400002
2005-08-05,40.0
2005-08-08,39.869999
2005-08-09,39.75
2005-08-10,40.099998
2005-08-11,38.400002
2005-08-12,37.799999
2005-08-15,38.450001
2005-08-16,37.080002
2005-08-17,37.549999
2005-08-18,37.470001
2005-08-19,37.5
2005-08-22,39.0
2005-08-23,38.959998999999996
2005-08-24,38.900002
2005-08-25,38.849998
2005-08-26,38.360001000000004
2005-08-29,37.91
2005-08-30,37.41
2005-08-31,37.970001
2005-09-01,38.400002
2005-09-02,38.09
2005-09-06,38.349998
2005-09-07,38.290001000000004
2005-09-08,38.119999
2005-09-09,38.439999
2005-09-12,38.25
2005-09-13,38.990002000000004
2005-09-14,39.400002
2005-09-15,39.900002
2005-09-16,41.290001000000004
2005-09-19,42.700001
2005-09-20,40.919998
2005-09-21,40.169998
2005-09-22,40.509997999999996
2005-09-23,40.349998
2005-09-26,40.759997999999996
2005-09-27,40.119999
2005-09-28,39.849998
2005-09-29,40.080002
2005-09-30,39.849998
2005-10-03,40.48
2005-10-04,39.360001000000004
2005-10-05,39.009997999999996
2005-10-06,39.950001
2005-10-07,39.349998
2005-10-10,39.0
2005-10-11,38.740002000000004
2005-10-12,37.75
2005-10-13,37.48
2005-10-14,37.59
2005-10-17,37.830002
2005-10-18,37.5
2005-10-19,37.34
2005-10-20,37.32
2005-10-21,40.75
2005-10-24,43.619999
2005-10-25,45.5
2005-10-26,46.869999
2005-10-27,45.5
2005-10-28,46.900002
2005-10-31,48.299999
2005-11-01,47.799999
2005-11-02,49.220001
2005-11-03,51.25
2005-11-04,50.299999
2005-11-07,50.470001
2005-11-08,49.060001
2005-11-09,48.849998
2005-11-10,48.689999
2005-11-11,49.400002
2005-11-14,49.439999
2005-11-15,48.580002
2005-11-16,50.299999
2005-11-17,54.450001
2005-11-18,57.75
2005-11-21,60.0
2005-11-22,59.25
2005-11-23,58.5
2005-11-25,61.099998
2005-11-28,57.0
2005-11-29,54.75
2005-11-30,55.5
2005-12-01,58.200001
2005-12-02,58.860001000000004
2005-12-05,60.380001
2005-12-06,59.950001
2005-12-07,55.349998
2005-12-08,55.700001
2005-12-09,56.5
2005-12-12,56.560001
2005-12-13,55.639998999999996
2005-12-14,53.849998
2005-12-15,52.299999
2005-12-16,50.900002
2005-12-19,53.049999
2005-12-20,52.790001000000004
2005-12-21,52.91
2005-12-22,53.349998
2005-12-23,53.25
2005-12-27,52.700001
2005-12-28,51.0
2005-12-29,49.599998
2005-12-30,50.0
2006-01-03,52.25
2006-01-04,52.389998999999996
2006-01-05,51.919998
2006-01-06,52.509997999999996
2006-01-09,54.150002
2006-01-10,53.009997999999996
2006-01-11,52.939999
2006-01-12,53.57
2006-01-13,52.119999
2006-01-17,51.34
2006-01-18,52.23
2006-01-19,52.0
2006-01-20,51.860001000000004
2006-01-23,51.540001000000004
2006-01-24,51.77
2006-01-25,53.080002
2006-01-26,56.400002
2006-01-27,59.810001
2006-01-30,59.790001000000004
2006-01-31,56.849998
2006-02-01,57.990002000000004
2006-02-02,59.43
2006-02-03,59.889998999999996
2006-02-06,59.400002
2006-02-07,57.880001
2006-02-08,56.580002
2006-02-09,57.0
2006-02-10,57.209998999999996
2006-02-13,58.119999
2006-02-14,58.990002000000004
2006-02-15,59.650002
2006-02-16,59.41
2006-02-17,58.490002000000004
2006-02-21,59.5
2006-02-22,61.209998999999996
2006-02-23,63.279999
2006-02-24,62.830002
2006-02-27,65.699997
2006-02-28,64.309998
2006-03-01,66.519997
2006-03-02,67.860001
2006-03-03,68.470001
2006-03-06,67.120003
2006-03-07,64.25
2006-03-08,80.0
2006-03-09,76.099998
2006-03-10,74.550003
2006-03-13,81.300003
2006-03-14,84.5
2006-03-15,87.529999
2006-03-16,86.940002
2006-03-17,86.849998
2006-03-20,86.349998
2006-03-21,83.900002
2006-03-22,80.400002
2006-03-23,76.300003
2006-03-24,78.57
2006-03-27,79.470001
2006-03-28,79.470001
2006-03-29,80.0
2006-03-30,78.5
2006-03-31,79.25
2006-04-03,78.099998
2006-04-04,76.769997
