Date,ING
1999-04-07,28.09375
1999-04-08,28.5625
1999-04-09,28.875
1999-04-12,28.875
1999-04-13,29.0
1999-04-14,28.9375
1999-04-15,28.625
1999-04-16,29.0
1999-04-19,29.46875
1999-04-20,29.75
1999-04-21,29.71875
1999-04-22,29.78125
1999-04-23,29.96875
1999-04-26,29.875
1999-04-27,30.90625
1999-04-28,31.375
1999-04-29,30.9375
1999-04-30,30.6875
1999-05-03,30.65625
1999-05-04,30.3125
1999-05-05,30.6875
1999-05-06,29.3125
1999-05-07,28.71875
1999-05-10,29.0
1999-05-11,28.375
1999-05-12,28.3125
1999-05-13,28.3125
1999-05-14,27.59375
1999-05-17,27.15625
1999-05-18,27.375
1999-05-19,28.4375
1999-05-20,28.5625
1999-05-21,28.75
1999-05-24,28.15625
1999-05-25,28.03125
1999-05-26,27.9375
1999-05-27,26.8125
1999-05-28,26.8125
1999-06-01,27.0
1999-06-02,26.78125
1999-06-03,26.96875
1999-06-04,27.125
1999-06-07,27.15625
1999-06-08,27.15625
1999-06-09,27.09375
1999-06-10,26.71875
1999-06-11,26.75
1999-06-14,26.9375
1999-06-15,26.75
1999-06-16,26.6875
1999-06-17,27.3125
1999-06-18,27.75
1999-06-21,27.875
1999-06-22,27.40625
1999-06-23,27.03125
1999-06-24,27.125
1999-06-25,26.5625
1999-06-28,26.75
1999-06-29,26.9375
1999-06-30,27.5
1999-07-01,26.96875
1999-07-02,26.625
1999-07-06,26.875
1999-07-07,26.625
1999-07-08,26.375
1999-07-09,26.875
1999-07-12,27.0
1999-07-13,26.3125
1999-07-14,26.6875
1999-07-15,27.1875
1999-07-16,26.78125
1999-07-19,26.71875
1999-07-20,26.40625
1999-07-21,27.0625
1999-07-22,26.84375
1999-07-23,26.5625
1999-07-26,26.625
1999-07-27,26.875
1999-07-28,26.5625
1999-07-29,25.65625
1999-07-30,25.4375
1999-08-02,25.59375
1999-08-03,25.125
1999-08-04,25.0
1999-08-05,24.78125
1999-08-06,24.46875
1999-08-09,24.375
1999-08-10,23.90625
1999-08-11,24.59375
1999-08-12,25.375
1999-08-13,26.84375
1999-08-16,27.15625
1999-08-17,27.5
1999-08-18,27.09375
1999-08-19,26.71875
1999-08-20,26.84375
1999-08-23,28.1875
1999-08-24,28.3125
1999-08-25,28.40625
1999-08-26,28.3125
1999-08-27,28.21875
1999-08-30,27.6875
1999-08-31,27.4375
1999-09-01,27.25
1999-09-02,27.53125
1999-09-03,28.5
1999-09-07,27.78125
1999-09-08,27.96875
1999-09-09,27.75
1999-09-10,27.25
1999-09-13,27.09375
1999-09-14,26.8125
1999-09-15,27.15625
1999-09-16,27.3125
1999-09-17,27.03125
1999-09-20,27.0625
1999-09-21,26.5625
1999-09-22,26.8125
1999-09-23,26.625
1999-09-24,26.375
1999-09-27,26.6875
1999-09-28,26.28125
1999-09-29,26.6875
1999-09-30,27.375
1999-10-01,27.3125
1999-10-04,28.03125
1999-10-05,28.25
1999-10-06,28.53125
1999-10-07,28.40625
1999-10-08,28.53125
1999-10-11,28.5
1999-10-12,28.53125
1999-10-13,28.46875
1999-10-14,28.46875
1999-10-15,27.875
1999-10-18,27.53125
1999-10-19,27.71875
1999-10-20,28.0
1999-10-21,28.03125
1999-10-22,28.03125
1999-10-25,28.03125
1999-10-26,28.09375
1999-10-27,28.125
1999-10-28,29.3125
1999-10-29,29.5625
1999-11-01,29.09375
1999-11-02,29.625
1999-11-03,29.9375
1999-11-04,30.40625
1999-11-05,30.5
1999-11-08,30.84375
1999-11-09,31.8125
1999-11-10,31.34375
1999-11-11,31.15625
1999-11-12,30.75
1999-11-15,31.15625
1999-11-16,31.46875
1999-11-17,31.5
1999-11-18,31.46875
1999-11-19,30.8125
1999-11-22,30.65625
1999-11-23,30.625
1999-11-24,30.34375
1999-11-26,29.6875
1999-11-29,29.40625
1999-11-30,28.25
1999-12-01,28.71875
1999-12-02,28.65625
1999-12-03,28.875
1999-12-06,28.71875
1999-12-07,29.3125
1999-12-08,29.15625
1999-12-09,28.9375
1999-12-10,28.96875
1999-12-13,28.6875
1999-12-14,28.53125
1999-12-15,28.40625
1999-12-16,29.0
1999-12-17,28.53125
1999-12-20,28.71875
1999-12-21,28.96875
1999-12-22,29.4375
1999-12-23,30.40625
1999-12-27,30.09375
1999-12-28,29.75
1999-12-29,29.8125
1999-12-30,30.09375
1999-12-31,30.5
2000-01-03,30.65625
2000-01-04,29.84375
2000-01-05,30.09375
2000-01-06,29.875
2000-01-07,30.40625
2000-01-10,30.125
2000-01-11,29.8125
2000-01-12,29.125
2000-01-13,28.84375
2000-01-14,29.0625
2000-01-18,28.40625
2000-01-19,28.5
2000-01-20,28.15625
2000-01-21,27.8125
2000-01-24,26.625
2000-01-25,26.6875
2000-01-26,26.71875
2000-01-27,26.5
2000-01-28,26.1875
2000-01-31,25.53125
2000-02-01,25.5
2000-02-02,25.5625
2000-02-03,27.125
2000-02-04,26.75
2000-02-07,26.625
2000-02-08,27.25
2000-02-09,27.25
2000-02-10,26.46875
2000-02-11,24.84375
2000-02-14,24.71875
2000-02-15,26.28125
2000-02-16,26.59375
2000-02-17,27.0
2000-02-18,26.90625
2000-02-22,26.71875
2000-02-23,27.03125
2000-02-24,26.375
2000-02-25,25.8125
2000-02-28,26.5
2000-02-29,25.78125
2000-03-01,25.90625
2000-03-02,25.375
2000-03-03,24.625
2000-03-06,24.1875
2000-03-07,24.8125
2000-03-08,24.8125
2000-03-09,24.6875
2000-03-10,24.25
2000-03-13,23.96875
2000-03-14,23.53125
2000-03-15,24.375
2000-03-16,26.4375
2000-03-17,25.59375
2000-03-20,25.5625
2000-03-21,26.5
2000-03-22,27.625
2000-03-23,28.0
2000-03-24,27.5625
2000-03-27,27.3125
2000-03-28,27.1875
2000-03-29,27.09375
2000-03-30,26.96875
2000-03-31,27.5
2000-04-03,27.1875
2000-04-04,28.90625
2000-04-05,29.0625
2000-04-06,28.875
2000-04-07,28.15625
2000-04-10,28.5625
2000-04-11,28.65625
2000-04-12,29.1875
2000-04-13,29.03125
2000-04-14,28.40625
2000-04-17,28.3125
2000-04-18,28.125
2000-04-19,27.65625
2000-04-20,27.9375
2000-04-24,28.28125
2000-04-25,28.34375
2000-04-26,28.21875
2000-04-27,27.59375
2000-04-28,27.46875
2000-05-01,27.90625
2000-05-02,26.6875
2000-05-03,26.40625
2000-05-04,26.6875
2000-05-05,27.0625
2000-05-08,26.5625
2000-05-09,27.0
2000-05-10,27.46875
2000-05-11,27.65625
2000-05-12,28.09375
2000-05-15,28.0
2000-05-16,28.1875
2000-05-17,27.96875
2000-05-18,28.28125
2000-05-19,28.25
2000-05-22,28.3125
2000-05-23,28.71875
2000-05-24,29.125
2000-05-25,28.78125
2000-05-26,29.5
2000-05-30,30.0625
2000-05-31,30.15625
2000-06-01,30.53125
2000-06-02,31.03125
2000-06-05,31.375
2000-06-06,31.4375
2000-06-07,32.0625
2000-06-08,31.75
2000-06-09,31.53125
2000-06-12,31.9375
2000-06-13,33.09375
2000-06-14,33.09375
2000-06-15,32.4375
2000-06-16,32.28125
2000-06-19,31.90625
2000-06-20,31.53125
2000-06-21,31.46875
2000-06-22,31.15625
2000-06-23,31.4375
2000-06-26,31.6875
2000-06-27,32.15625
2000-06-28,32.8125
2000-06-29,33.40625
2000-06-30,33.75
2000-07-03,33.84375
2000-07-05,33.71875
2000-07-06,33.71875
2000-07-07,33.9375
2000-07-10,34.4375
2000-07-11,34.3125
2000-07-12,34.15625
2000-07-13,33.28125
2000-07-14,33.59375
2000-07-17,33.09375
2000-07-18,32.65625
2000-07-19,32.5625
2000-07-20,32.5625
2000-07-21,32.65625
2000-07-24,33.40625
2000-07-25,34.0
2000-07-26,33.71875
2000-07-27,33.8125
2000-07-28,33.25
2000-07-31,33.625
2000-08-01,33.25
2000-08-02,33.09375
2000-08-03,32.5625
2000-08-04,32.78125
2000-08-07,33.0
2000-08-08,33.59375
2000-08-09,33.65625
2000-08-10,33.6875
2000-08-11,33.71875
2000-08-14,33.75
2000-08-15,33.96875
2000-08-16,34.03125
2000-08-17,34.21875
2000-08-18,34.21875
2000-08-21,34.03125
2000-08-22,34.0625
2000-08-23,34.1875
2000-08-24,34.46875
2000-08-25,34.0
2000-08-28,34.375
2000-08-29,34.1875
2000-08-30,34.03125
2000-08-31,33.71875
2000-09-01,33.625
2000-09-05,33.90625
2000-09-06,33.28125
2000-09-07,33.0625
2000-09-08,32.6875
2000-09-11,32.375
2000-09-12,32.15625
2000-09-13,32.09375
2000-09-14,32.375
2000-09-15,31.75
2000-09-18,31.0
2000-09-19,31.03125
2000-09-20,30.5625
2000-09-21,30.59375
2000-09-22,31.9375
2000-09-25,31.90625
2000-09-26,32.0
2000-09-27,32.28125
2000-09-28,33.28125
2000-09-29,32.9375
2000-10-02,33.65625
2000-10-03,33.59375
2000-10-04,34.1875
2000-10-05,33.78125
2000-10-06,33.46875
2000-10-09,32.96875
2000-10-10,32.5
2000-10-11,32.09375
2000-10-12,31.5
2000-10-13,31.34375
2000-10-16,30.8125
2000-10-17,30.875
2000-10-18,30.59375
2000-10-19,32.125
2000-10-20,32.0625
2000-10-23,31.9375
2000-10-24,32.875
2000-10-25,31.8125
2000-10-26,32.125
2000-10-27,32.75
2000-10-30,33.96875
2000-10-31,34.59375
2000-11-01,35.09375
2000-11-02,35.6875
2000-11-03,36.0
2000-11-06,35.8125
2000-11-07,35.6875
2000-11-08,35.625
2000-11-09,36.3125
2000-11-10,36.03125
2000-11-13,35.5
2000-11-14,36.0625
2000-11-15,36.09375
2000-11-16,35.5
2000-11-17,35.84375
2000-11-20,35.375
2000-11-21,35.21875
2000-11-22,33.59375
2000-11-24,34.09375
2000-11-27,35.09375
2000-11-28,35.53125
2000-11-29,35.78125
2000-11-30,35.875
2000-12-01,37.28125
2000-12-04,36.875
2000-12-05,37.375
2000-12-06,37.15625
2000-12-07,37.09375
2000-12-08,36.65625
2000-12-11,36.75
2000-12-12,36.0625
2000-12-13,35.34375
2000-12-14,35.75
2000-12-15,35.65625
2000-12-18,36.3125
2000-12-19,36.90625
2000-12-20,37.0625
2000-12-21,38.03125
2000-12-22,38.40625
2000-12-26,38.46875
2000-12-27,39.3125
2000-12-28,39.8125
2000-12-29,40.0625
2001-01-02,40.5
2001-01-03,41.71875
2001-01-04,41.59375
2001-01-05,41.03125
2001-01-08,40.5625
2001-01-09,40.09375
2001-01-10,39.9375
2001-01-11,40.5
2001-01-12,39.46875
2001-01-16,38.625
2001-01-17,38.78125
2001-01-18,38.4375
2001-01-19,36.40625
2001-01-22,36.875
2001-01-23,37.71875
2001-01-24,37.9375
2001-01-25,38.21875
2001-01-26,38.34375
2001-01-29,38.560001
2001-01-30,38.349998
2001-01-31,38.275002
2001-02-01,38.259997999999996
2001-02-02,38.009997999999996
2001-02-05,37.869999
2001-02-06,37.525002
2001-02-07,37.509997999999996
2001-02-08,37.035
2001-02-09,36.75
2001-02-12,37.09
2001-02-13,36.889998999999996
2001-02-14,37.305
2001-02-15,36.305
2001-02-16,35.900002
2001-02-20,35.415001000000004
2001-02-21,34.900002
2001-02-22,34.145
2001-02-23,34.255001
2001-02-26,34.345001
2001-02-27,34.314999
2001-02-28,34.700001
2001-03-01,34.82
2001-03-02,34.994999
2001-03-05,34.575001
2001-03-06,34.799999
2001-03-07,34.950001
2001-03-08,35.575001
2001-03-09,35.650002
2001-03-12,34.369999
2001-03-13,33.715
2001-03-14,32.150002
2001-03-15,32.275002
2001-03-16,30.559998999999998
2001-03-19,30.645
2001-03-20,30.844998999999998
2001-03-21,30.424999
2001-03-22,28.825001
2001-03-23,29.975
2001-03-26,31.485001
2001-03-27,32.549999
2001-03-28,31.66
2001-03-29,32.025002
2001-03-30,32.540001000000004
2001-04-02,32.490002000000004
2001-04-03,32.334998999999996
2001-04-04,33.145
2001-04-05,33.695
2001-04-06,33.73
2001-04-09,34.494999
2001-04-10,34.400002
2001-04-11,34.049999
2001-04-12,34.494999
2001-04-16,34.009997999999996
2001-04-17,33.5
2001-04-18,34.59
2001-04-19,34.705002
2001-04-20,33.884997999999996
2001-04-23,33.150002
2001-04-24,33.349998
2001-04-25,34.049999
2001-04-26,34.130001
2001-04-27,34.525002
2001-04-30,34.494999
2001-05-01,34.299999
2001-05-02,33.5
2001-05-03,32.974998
2001-05-04,32.5
2001-05-07,32.400002
2001-05-08,32.075001
2001-05-09,31.860001
2001-05-10,33.025002
2001-05-11,32.810001
2001-05-14,32.895
2001-05-15,33.165001000000004
2001-05-16,32.580002
2001-05-17,32.544998
2001-05-18,32.400002
2001-05-21,32.610001000000004
2001-05-22,32.950001
2001-05-23,32.830002
2001-05-24,32.845001
2001-05-25,32.775002
2001-05-29,33.125
2001-05-30,32.445
2001-05-31,32.424999
2001-06-01,31.805
2001-06-04,32.169998
2001-06-05,32.575001
2001-06-06,32.294998
2001-06-07,32.220001
2001-06-08,32.224998
2001-06-11,31.674999
2001-06-12,31.549999
2001-06-13,31.610001
2001-06-14,31.715
2001-06-15,31.15
2001-06-18,31.295
2001-06-19,31.040001
2001-06-20,31.325001
2001-06-21,31.985001
2001-06-22,32.41
2001-06-25,32.900002
2001-06-26,32.66
2001-06-27,32.415001000000004
2001-06-28,32.139998999999996
2001-06-29,32.935001
2001-07-02,33.665001000000004
2001-07-03,33.599998
2001-07-05,33.125
2001-07-06,32.825001
2001-07-09,33.099998
2001-07-10,32.474998
2001-07-11,32.595001
2001-07-12,32.275002
2001-07-13,32.200001
2001-07-16,31.959999
2001-07-17,32.459998999999996
2001-07-18,32.209998999999996
2001-07-19,32.470001
2001-07-20,32.0
2001-07-23,32.389998999999996
2001-07-24,32.41
2001-07-25,31.75
2001-07-26,31.190001000000002
2001-07-27,31.799999
2001-07-30,32.599998
2001-07-31,32.509997999999996
2001-08-01,32.849998
2001-08-02,33.060001
2001-08-03,32.799999
2001-08-06,32.610001000000004
2001-08-07,33.09
2001-08-08,32.740002000000004
2001-08-09,32.689999
2001-08-10,32.59
2001-08-13,33.049999
2001-08-14,33.279999
2001-08-15,33.5
2001-08-16,33.18
2001-08-17,32.139998999999996
2001-08-20,32.830002
2001-08-21,33.130001
2001-08-22,32.860001000000004
2001-08-23,32.900002
2001-08-24,33.650002
2001-08-27,33.240002000000004
2001-08-28,32.41
2001-08-29,32.810001
2001-08-30,32.27
2001-08-31,31.68
2001-09-04,30.549999
2001-09-05,29.639999
2001-09-06,28.75
2001-09-07,27.360001
2001-09-10,27.26
2001-09-17,25.809998999999998
2001-09-18,26.09
2001-09-19,25.040001
2001-09-20,23.02
2001-09-21,21.299999
2001-09-24,22.809998999999998
2001-09-25,24.66
2001-09-26,25.59
2001-09-27,26.01
2001-09-28,26.700001
2001-10-01,25.75
2001-10-02,26.91
2001-10-03,27.110001
2001-10-04,27.040001
2001-10-05,27.379998999999998
2001-10-08,26.950001
2001-10-09,26.4
2001-10-10,27.98
2001-10-11,28.299999
2001-10-12,28.26
2001-10-15,24.459999
2001-10-16,24.459999
2001-10-17,25.030001000000002
2001-10-18,24.799999
2001-10-19,24.299999
2001-10-22,24.91
2001-10-23,25.610001
2001-10-24,25.950001
2001-10-25,25.690001000000002
2001-10-26,25.77
2001-10-29,25.68
2001-10-30,24.9
2001-10-31,24.860001
2001-11-01,25.92
2001-11-02,26.15
2001-11-05,26.76
2001-11-06,26.66
2001-11-07,27.049999
2001-11-08,28.059998999999998
2001-11-09,27.200001
2001-11-12,26.49
2001-11-13,27.1
2001-11-14,26.469998999999998
2001-11-15,26.32
2001-11-16,26.700001
2001-11-19,26.799999
2001-11-20,26.4
2001-11-21,26.41
2001-11-23,27.4
2001-11-26,27.440001000000002
2001-11-27,26.299999
2001-11-28,25.6
2001-11-29,26.219998999999998
2001-11-30,26.01
2001-12-03,25.110001
2001-12-04,25.4
2001-12-05,26.24
2001-12-06,26.17
2001-12-07,26.17
2001-12-10,25.25
2001-12-11,25.209999
2001-12-12,24.48
2001-12-13,23.879998999999998
2001-12-14,24.25
2001-12-17,25.120001000000002
2001-12-18,24.799999
2001-12-19,24.450001
2001-12-20,23.799999
2001-12-21,24.469998999999998
2001-12-24,23.75
2001-12-26,24.0
2001-12-27,24.700001
2001-12-28,25.17
2001-12-31,25.450001
2002-01-02,25.4
2002-01-03,25.77
2002-01-04,25.299999
2002-01-07,25.299999
2002-01-08,24.870001000000002
2002-01-09,24.65
2002-01-10,24.690001000000002
2002-01-11,24.690001000000002
2002-01-14,23.98
2002-01-15,24.200001
2002-01-16,23.700001
2002-01-17,25.41
2002-01-18,25.35
2002-01-22,25.42
2002-01-23,25.370001000000002
2002-01-24,26.02
2002-01-25,25.809998999999998
2002-01-28,25.75
2002-01-29,25.1
2002-01-30,25.15
2002-01-31,25.25
2002-02-01,24.9
2002-02-04,24.25
2002-02-05,23.549999
2002-02-06,23.040001
2002-02-07,23.0
2002-02-08,23.75
2002-02-11,24.629998999999998
2002-02-12,24.139999
2002-02-13,24.51
2002-02-14,24.84
2002-02-15,24.549999
2002-02-19,23.370001000000002
2002-02-20,23.120001000000002
2002-02-21,22.85
2002-02-22,22.799999
2002-02-25,22.77
2002-02-26,22.75
2002-02-27,22.620001000000002
2002-02-28,23.77
2002-03-01,24.219998999999998
2002-03-04,25.370001000000002
2002-03-05,25.01
2002-03-06,25.51
2002-03-07,25.59
2002-03-08,25.700001
2002-03-11,25.799999
2002-03-12,25.42
2002-03-13,24.799999
2002-03-14,25.34
2002-03-15,26.26
2002-03-18,26.709999
2002-03-19,26.92
2002-03-20,26.74
2002-03-21,26.93
2002-03-22,26.549999
2002-03-25,26.66
2002-03-26,26.76
2002-03-27,27.1
2002-03-28,26.91
2002-04-01,27.17
2002-04-02,27.32
2002-04-03,26.68
2002-04-04,26.35
2002-04-05,26.4
2002-04-08,25.530001000000002
2002-04-09,25.940001000000002
2002-04-10,26.459999
2002-04-11,26.18
2002-04-12,26.4
2002-04-15,26.559998999999998
2002-04-16,26.92
2002-04-17,27.040001
2002-04-18,27.07
2002-04-19,27.16
2002-04-22,26.709999
2002-04-23,26.66
2002-04-24,26.639999
2002-04-25,26.27
2002-04-26,26.440001000000002
2002-04-29,25.98
2002-04-30,26.34
2002-05-01,26.59
2002-05-02,25.68
2002-05-03,26.07
2002-05-06,25.219998999999998
2002-05-07,25.17
2002-05-08,25.440001000000002
2002-05-09,25.309998999999998
2002-05-10,24.77
2002-05-13,25.290001
2002-05-14,25.700001
2002-05-15,26.08
2002-05-16,25.790001
2002-05-17,25.799999
2002-05-20,25.52
2002-05-21,25.469998999999998
2002-05-22,25.639999
2002-05-23,26.469998999999998
2002-05-24,26.33
2002-05-28,26.889999
2002-05-29,27.09
2002-05-30,26.879998999999998
2002-05-31,26.48
2002-06-03,26.16
2002-06-04,25.34
2002-06-05,25.35
2002-06-06,25.25
2002-06-07,25.18
2002-06-10,24.559998999999998
2002-06-11,24.790001
2002-06-12,24.219998999999998
2002-06-13,23.809998999999998
2002-06-14,23.1
2002-06-17,24.27
2002-06-18,24.299999
2002-06-19,23.879998999999998
2002-06-20,23.299999
2002-06-21,23.530001000000002
2002-06-24,22.75
2002-06-25,22.9
2002-06-26,23.15
2002-06-27,24.4
2002-06-28,25.43
2002-07-01,25.129998999999998
2002-07-02,23.719998999999998
2002-07-03,23.110001
2002-07-05,25.719998999999998
2002-07-08,25.950001
2002-07-09,25.620001000000002
2002-07-10,23.49
2002-07-11,23.16
2002-07-12,22.6
2002-07-15,21.549999
2002-07-16,21.1
2002-07-17,22.5
2002-07-18,22.879998999999998
2002-07-19,21.389999
2002-07-22,19.66
2002-07-23,17.9
2002-07-24,18.620001000000002
2002-07-25,19.639999
2002-07-26,19.299999
2002-07-29,21.9
2002-07-30,21.200001
2002-07-31,21.190001000000002
2002-08-01,19.6
2002-08-02,19.15
2002-08-05,18.0
2002-08-06,18.879998999999998
2002-08-07,19.24
2002-08-08,20.629998999999998
2002-08-09,20.99
2002-08-12,20.74
2002-08-13,20.709999
2002-08-14,21.120001000000002
2002-08-15,21.549999
2002-08-16,21.799999
2002-08-19,23.85
2002-08-20,22.65
2002-08-21,22.73
2002-08-22,23.059998999999998
2002-08-23,22.950001
2002-08-26,22.799999
2002-08-27,23.16
2002-08-28,21.6
2002-08-29,21.360001
2002-08-30,21.93
2002-09-03,19.9
2002-09-04,20.51
2002-09-05,19.98
2002-09-06,20.77
2002-09-09,20.49
2002-09-10,20.74
2002-09-11,21.15
2002-09-12,19.620001000000002
2002-09-13,19.299999
2002-09-16,18.65
2002-09-17,17.85
2002-09-18,16.99
2002-09-19,15.75
2002-09-20,14.89
2002-09-23,13.07
2002-09-24,13.99
2002-09-25,14.15
2002-09-26,15.12
2002-09-27,14.42
2002-09-30,14.04
2002-10-01,15.34
2002-10-02,15.33
2002-10-03,15.15
2002-10-04,14.37
2002-10-07,14.45
2002-10-08,14.67
2002-10-09,14.05
2002-10-10,14.79
2002-10-11,15.53
2002-10-14,15.53
2002-10-15,17.360001
2002-10-16,16.73
2002-10-17,17.07
2002-10-18,17.120001000000002
2002-10-21,17.9
2002-10-22,17.52
2002-10-23,16.67
2002-10-24,16.299999
2002-10-25,16.700001
2002-10-28,17.299999
2002-10-29,16.76
2002-10-30,16.790001
2002-10-31,16.57
2002-11-01,16.34
2002-11-04,16.879998999999998
2002-11-05,17.82
2002-11-06,17.65
2002-11-07,16.299999
2002-11-08,16.17
2002-11-11,15.55
2002-11-12,15.1
2002-11-13,15.34
2002-11-14,16.59
2002-11-15,16.959999
2002-11-18,17.15
2002-11-19,17.16
2002-11-20,17.450001
2002-11-21,18.84
2002-11-22,18.700001
2002-11-25,19.309998999999998
2002-11-26,17.76
2002-11-27,18.41
2002-11-29,18.809998999999998
2002-12-02,19.129998999999998
2002-12-03,18.35
2002-12-04,18.200001
2002-12-05,17.6
2002-12-06,17.549999
2002-12-09,16.5
2002-12-10,17.469998999999998
2002-12-11,17.57
2002-12-12,17.309998999999998
2002-12-13,16.92
2002-12-16,17.959999
2002-12-17,17.780001000000002
2002-12-18,17.25
2002-12-19,16.43
2002-12-20,17.040001
2002-12-23,16.77
2002-12-24,16.42
2002-12-26,16.639999
2002-12-27,16.08
2002-12-30,16.690001000000002
2002-12-31,16.84
2003-01-02,17.700001
2003-01-03,17.4
2003-01-06,17.66
2003-01-07,16.709999
2003-01-08,16.58
2003-01-09,17.33
2003-01-10,17.67
2003-01-13,17.9
2003-01-14,18.139999
2003-01-15,18.129998999999998
2003-01-16,18.219998999999998
2003-01-17,17.440001000000002
2003-01-21,16.48
2003-01-22,16.200001
2003-01-23,15.85
2003-01-24,15.72
2003-01-27,14.82
2003-01-28,15.12
2003-01-29,14.75
2003-01-30,14.99
2003-01-31,15.35
2003-02-03,15.75
2003-02-04,15.09
2003-02-05,15.18
2003-02-06,14.88
2003-02-07,14.58
2003-02-10,13.92
2003-02-11,14.41
2003-02-12,13.86
2003-02-13,14.35
2003-02-14,15.28
2003-02-18,15.68
2003-02-19,15.22
2003-02-20,15.0
2003-02-21,15.13
2003-02-24,13.81
2003-02-25,13.44
2003-02-26,12.54
2003-02-27,12.71
2003-02-28,13.43
2003-03-03,13.59
2003-03-04,12.69
2003-03-05,12.65
2003-03-06,11.53
2003-03-07,11.17
2003-03-10,10.07
2003-03-11,10.32
2003-03-12,9.96
2003-03-13,11.25
2003-03-14,12.21
2003-03-17,13.38
2003-03-18,12.54
2003-03-19,12.21
2003-03-20,12.37
2003-03-21,13.7
2003-03-24,12.37
2003-03-25,12.9
2003-03-26,12.61
2003-03-27,12.55
2003-03-28,12.23
2003-03-31,11.67
2003-04-01,11.9
2003-04-02,12.84
2003-04-03,12.91
2003-04-04,13.12
2003-04-07,13.99
2003-04-08,14.51
2003-04-09,13.69
2003-04-10,14.05
2003-04-11,14.4
2003-04-14,14.87
2003-04-15,15.4
2003-04-16,15.0
2003-04-17,15.75
2003-04-21,15.52
2003-04-22,16.389999
2003-04-23,16.6
2003-04-24,15.85
2003-04-25,15.44
2003-04-28,16.450001
2003-04-29,16.35
2003-04-30,16.32
2003-05-01,15.98
2003-05-02,16.07
2003-05-05,16.549999
2003-05-06,17.309998999999998
2003-05-07,17.120001000000002
2003-05-08,16.459999
2003-05-09,16.77
2003-05-12,16.879998999999998
2003-05-13,16.639999
2003-05-14,16.690001000000002
2003-05-15,16.530001000000002
2003-05-16,16.940001000000002
2003-05-19,15.63
2003-05-20,15.47
2003-05-21,14.96
2003-05-22,15.54
2003-05-23,15.24
2003-05-27,15.6
2003-05-28,15.83
2003-05-29,15.94
2003-05-30,16.32
2003-06-02,16.49
2003-06-03,16.58
2003-06-04,17.290001
2003-06-05,17.68
2003-06-06,17.690001000000002
2003-06-09,17.309998999999998
2003-06-10,17.27
2003-06-11,18.049999
2003-06-12,18.75
2003-06-13,18.0
2003-06-16,19.0
2003-06-17,18.860001
2003-06-18,18.92
2003-06-19,18.299999
2003-06-20,18.110001
2003-06-23,17.43
2003-06-24,17.360001
2003-06-25,17.52
2003-06-26,17.77
2003-06-27,17.450001
2003-06-30,17.530001000000002
2003-07-01,17.379998999999998
2003-07-02,17.73
2003-07-03,17.58
2003-07-07,18.16
2003-07-08,18.09
2003-07-09,17.93
2003-07-10,17.33
2003-07-11,17.879998999999998
2003-07-14,18.290001
2003-07-15,18.48
2003-07-16,18.92
2003-07-17,18.190001000000002
2003-07-18,19.07
2003-07-21,18.74
2003-07-22,18.76
2003-07-23,18.870001000000002
2003-07-24,19.120001000000002
2003-07-25,19.76
2003-07-28,19.77
2003-07-29,19.940001000000002
2003-07-30,20.0
2003-07-31,20.110001
2003-08-01,20.030001000000002
2003-08-04,20.07
2003-08-05,20.049999
2003-08-06,19.66
2003-08-07,19.48
2003-08-08,19.620001000000002
2003-08-11,19.77
2003-08-12,20.1
2003-08-13,20.040001
2003-08-14,20.74
2003-08-15,20.9
2003-08-18,21.1
2003-08-19,20.74
2003-08-20,20.709999
2003-08-21,20.42
2003-08-22,19.860001
2003-08-25,19.74
2003-08-26,19.57
2003-08-27,19.690001000000002
2003-08-28,19.709999
2003-08-29,19.73
2003-09-02,20.43
2003-09-03,20.6
2003-09-04,20.809998999999998
2003-09-05,20.809998999999998
2003-09-08,20.950001
2003-09-09,20.83
2003-09-10,20.190001000000002
2003-09-11,20.379998999999998
2003-09-12,20.559998999999998
2003-09-15,20.35
2003-09-16,20.389999
2003-09-17,20.57
2003-09-18,21.139999
2003-09-19,20.860001
2003-09-22,20.4
2003-09-23,20.139999
2003-09-24,19.5
2003-09-25,19.120001000000002
2003-09-26,18.690001000000002
2003-09-29,18.92
2003-09-30,18.5
2003-10-01,19.209999
2003-10-02,19.57
2003-10-03,20.1
2003-10-06,20.0
2003-10-07,19.860001
2003-10-08,19.68
2003-10-09,19.73
2003-10-10,20.08
2003-10-13,20.200001
2003-10-14,20.48
2003-10-15,20.360001
2003-10-16,20.4
2003-10-17,20.389999
2003-10-20,20.74
2003-10-21,20.719998999999998
2003-10-22,20.25
2003-10-23,20.190001000000002
2003-10-24,19.83
2003-10-27,20.02
2003-10-28,20.34
2003-10-29,20.459999
2003-10-30,20.700001
2003-10-31,20.84
2003-11-03,21.15
2003-11-04,21.09
2003-11-05,21.08
2003-11-06,21.18
2003-11-07,21.75
2003-11-10,21.709999
2003-11-11,21.65
2003-11-12,22.0
2003-11-13,22.200001
2003-11-14,21.82
2003-11-17,21.34
2003-11-18,21.0
2003-11-19,21.209999
2003-11-20,20.870001000000002
2003-11-21,20.959999
2003-11-24,21.190001000000002
2003-11-25,21.0
2003-11-26,21.48
2003-11-28,21.559998999999998
2003-12-01,21.610001
2003-12-02,21.65
2003-12-03,21.870001000000002
2003-12-04,21.799999
2003-12-05,21.700001
2003-12-08,21.940001000000002
2003-12-09,21.58
2003-12-10,21.469998999999998
