Date,ALTR
2019-01-25,31.25
2019-01-28,30.84
2019-01-29,30.709999
2019-01-30,32.330002
2019-01-31,32.380001
2019-02-01,32.810001
2019-02-04,33.400002
2019-02-05,33.77
2019-02-06,33.75
2019-02-07,33.25
2019-02-08,33.709998999999996
2019-02-11,33.549999
2019-02-12,33.990002000000004
2019-02-13,33.939999
2019-02-14,34.16
2019-02-15,34.639998999999996
2019-02-19,34.279999
2019-02-20,34.130001
2019-02-21,33.549999
2019-02-22,33.080002
2019-02-25,32.790001000000004
2019-02-26,35.25
2019-02-27,34.689999
2019-02-28,35.459998999999996
2019-03-01,36.48
2019-03-04,36.130001
2019-03-05,35.610001000000004
2019-03-06,35.5
2019-03-07,36.099998
2019-03-08,36.0
2019-03-11,37.799999
2019-03-12,38.529999
2019-03-13,38.560001
2019-03-14,38.27
2019-03-15,39.02
2019-03-18,38.259997999999996
2019-03-19,37.700001
2019-03-20,37.369999
2019-03-21,38.110001000000004
2019-03-22,36.189999
2019-03-25,36.560001
2019-03-26,37.349998
2019-03-27,37.209998999999996
2019-03-28,37.459998999999996
2019-03-29,36.810001
2019-04-01,38.029999
2019-04-02,39.470001
2019-04-03,38.880001
2019-04-04,37.799999
2019-04-05,37.560001
2019-04-08,37.07
2019-04-09,36.580002
2019-04-10,36.77
2019-04-11,36.599998
2019-04-12,36.509997999999996
2019-04-15,36.360001000000004
2019-04-16,36.970001
2019-04-17,36.709998999999996
2019-04-18,36.790001000000004
2019-04-22,38.029999
2019-04-23,38.810001
2019-04-24,38.990002000000004
2019-04-25,38.150002
2019-04-26,38.419998
2019-04-29,38.990002000000004
2019-04-30,39.439999
2019-05-01,37.709998999999996
2019-05-02,36.93
2019-05-03,37.290001000000004
2019-05-06,37.59
2019-05-07,37.110001000000004
2019-05-08,37.529999
2019-05-09,37.169998
2019-05-10,35.990002000000004
2019-05-13,34.049999
2019-05-14,34.360001000000004
2019-05-15,35.950001
2019-05-16,36.41
2019-05-17,36.0
2019-05-20,35.549999
2019-05-21,36.759997999999996
2019-05-22,37.299999
2019-05-23,37.009997999999996
2019-05-24,37.32
2019-05-28,38.060001
2019-05-29,37.779999
2019-05-30,38.400002
2019-05-31,38.110001000000004
2019-06-03,36.82
2019-06-04,38.139998999999996
2019-06-05,35.77
2019-06-06,34.799999
2019-06-07,35.299999
2019-06-10,35.080002
2019-06-11,35.540001000000004
2019-06-12,35.5
2019-06-13,35.75
2019-06-14,36.970001
2019-06-17,37.52
2019-06-18,37.799999
2019-06-19,39.25
2019-06-20,39.939999
2019-06-21,40.099998
2019-06-24,38.959998999999996
2019-06-25,38.779999
2019-06-26,39.439999
2019-06-27,40.200001
2019-06-28,40.389998999999996
2019-07-01,40.93
2019-07-02,40.439999
2019-07-03,41.619999
2019-07-05,41.57
2019-07-08,41.59
2019-07-09,42.310001
2019-07-10,42.0
2019-07-11,42.0
2019-07-12,41.18
2019-07-15,41.610001000000004
2019-07-16,41.860001000000004
2019-07-17,41.59
2019-07-18,42.080002
2019-07-19,41.400002
2019-07-22,42.380001
2019-07-23,42.189999
2019-07-24,42.599998
2019-07-25,42.529999
2019-07-26,42.869999
2019-07-29,42.73
2019-07-30,42.619999
2019-07-31,41.610001000000004
2019-08-01,41.34
2019-08-02,40.639998999999996
2019-08-05,39.689999
2019-08-06,40.389998999999996
2019-08-07,40.950001
2019-08-08,41.990002000000004
2019-08-09,35.060001
2019-08-12,34.009997999999996
2019-08-13,34.810001
2019-08-14,34.099998
2019-08-15,34.0
2019-08-16,34.889998999999996
2019-08-19,34.459998999999996
2019-08-20,33.639998999999996
2019-08-21,33.509997999999996
2019-08-22,32.970001
2019-08-23,32.299999
2019-08-26,32.619999
2019-08-27,32.639998999999996
2019-08-28,32.380001
2019-08-29,33.630001
2019-08-30,34.360001000000004
2019-09-03,33.290001000000004
2019-09-04,33.75
2019-09-05,33.82
2019-09-06,33.18
2019-09-09,32.459998999999996
2019-09-10,32.419998
2019-09-11,32.93
2019-09-12,33.580002
2019-09-13,33.77
2019-09-16,34.209998999999996
2019-09-17,34.98
2019-09-18,34.119999
2019-09-19,34.540001000000004
2019-09-20,34.07
2019-09-23,34.5
2019-09-24,33.849998
2019-09-25,35.209998999999996
2019-09-26,35.34
2019-09-27,34.389998999999996
2019-09-30,34.619999
2019-10-01,33.5
2019-10-02,33.049999
2019-10-03,33.0
2019-10-04,33.93
2019-10-07,33.880001
2019-10-08,33.509997999999996
2019-10-09,33.880001
2019-10-10,34.240002000000004
2019-10-11,34.560001
2019-10-14,34.580002
2019-10-15,34.849998
2019-10-16,34.689999
2019-10-17,35.259997999999996
2019-10-18,33.82
2019-10-21,34.549999
2019-10-22,34.095001
2019-10-23,34.299999
2019-10-24,35.16
2019-10-25,35.709998999999996
2019-10-28,36.119999
2019-10-29,36.07
2019-10-30,36.59
2019-10-31,36.869999
2019-11-01,37.419998
2019-11-04,36.950001
2019-11-05,38.040001000000004
2019-11-06,37.73
2019-11-07,37.470001
2019-11-08,30.0
2019-11-11,28.870001000000002
2019-11-12,28.58
2019-11-13,28.32
2019-11-14,28.379998999999998
2019-11-15,28.879998999999998
2019-11-18,29.389999
2019-11-19,30.08
2019-11-20,30.15
2019-11-21,32.02
2019-11-22,32.189999
2019-11-25,32.005001
2019-11-26,33.130001
2019-11-27,33.720001
2019-11-29,33.169998
2019-12-02,32.709998999999996
2019-12-03,32.240002000000004
2019-12-04,32.389998999999996
2019-12-05,32.23
2019-12-06,32.0
2019-12-09,31.52
2019-12-10,31.360001
2019-12-11,32.48
2019-12-12,32.990002000000004
2019-12-13,33.990002000000004
2019-12-16,34.310001
2019-12-17,34.41
2019-12-18,34.82
2019-12-19,34.950001
2019-12-20,36.360001000000004
2019-12-23,36.474998
2019-12-24,36.279999
2019-12-26,36.889998999999996
2019-12-27,36.639998999999996
2019-12-30,36.130001
2019-12-31,35.91
2020-01-02,36.860001000000004
2020-01-03,36.810001
2020-01-06,37.169998
2020-01-07,37.060001
2020-01-08,37.619999
2020-01-09,37.66
2020-01-10,37.59
2020-01-13,38.529999
2020-01-14,38.939999
2020-01-15,39.41
2020-01-16,39.189999
2020-01-17,39.099998
2020-01-21,39.310001
2020-01-22,39.349998
2020-01-23,36.099998
2020-01-24,36.380001
2020-01-27,36.720001
2020-01-28,37.669998
2020-01-29,37.259997999999996
2020-01-30,38.040001000000004
2020-01-31,36.950001
2020-02-03,38.490002000000004
2020-02-04,38.849998
2020-02-05,38.75
2020-02-06,39.349998
2020-02-07,38.970001
2020-02-10,38.310001
2020-02-11,37.630001
2020-02-12,38.080002
2020-02-13,38.869999
2020-02-14,38.18
2020-02-18,38.060001
2020-02-19,38.299999
2020-02-20,37.790001000000004
2020-02-21,36.32
2020-02-24,35.869999
2020-02-25,34.34
2020-02-26,34.799999
2020-02-27,33.205002
2020-02-28,34.799999
2020-03-02,35.139998999999996
2020-03-03,34.32
2020-03-04,33.294998
2020-03-05,31.299999
2020-03-06,31.01
2020-03-09,28.209999
2020-03-10,30.15
2020-03-11,29.209999
2020-03-12,26.299999
2020-03-13,29.219998999999998
2020-03-16,25.110001
2020-03-17,29.67
2020-03-18,29.27
2020-03-19,27.940001000000002
2020-03-20,25.719998999999998
2020-03-23,25.16
2020-03-24,25.200001
2020-03-25,24.49
2020-03-26,25.629998999999998
2020-03-27,24.959999
2020-03-30,24.870001000000002
2020-03-31,26.5
2020-04-01,23.57
2020-04-02,23.440001000000002
2020-04-03,23.49
2020-04-06,25.309998999999998
2020-04-07,25.700001
2020-04-08,27.01
2020-04-09,28.34
2020-04-13,28.17
2020-04-14,28.809998999999998
2020-04-15,28.309998999999998
2020-04-16,29.02
2020-04-17,30.51
2020-04-20,30.83
2020-04-21,29.77
2020-04-22,30.07
2020-04-23,30.059998999999998
2020-04-24,30.15
2020-04-27,31.07
2020-04-28,30.690001000000002
2020-04-29,33.0
2020-04-30,32.990002000000004
2020-05-01,31.09
2020-05-04,31.530001000000002
2020-05-05,31.940001000000002
2020-05-06,32.619999
2020-05-07,32.650002
2020-05-08,34.34
