Date,ALTR
2017-11-01,18.309998999999998
2017-11-02,17.41
2017-11-03,19.370001000000002
2017-11-06,18.969998999999998
2017-11-07,19.51
2017-11-08,20.360001
2017-11-09,20.4
2017-11-10,20.76
2017-11-13,21.719998999999998
2017-11-14,22.360001
2017-11-15,23.49
2017-11-16,23.940001000000002
2017-11-17,24.16
2017-11-20,24.76
2017-11-21,24.5
2017-11-22,23.940001000000002
2017-11-24,24.9
2017-11-27,22.65
2017-11-28,23.870001000000002
2017-11-29,22.139999
2017-11-30,22.389999
2017-12-01,23.459999
2017-12-04,21.9
2017-12-05,21.559998999999998
2017-12-06,21.02
2017-12-07,22.200001
2017-12-08,21.6
2017-12-11,23.08
2017-12-12,22.32
2017-12-13,21.440001000000002
2017-12-14,21.0
2017-12-15,21.26
2017-12-18,22.629998999999998
2017-12-19,22.59
2017-12-20,23.24
2017-12-21,24.389999
2017-12-22,23.129998999999998
2017-12-26,23.030001000000002
2017-12-27,23.610001
2017-12-28,24.309998999999998
2017-12-29,23.92
2018-01-02,24.27
2018-01-03,25.049999
2018-01-04,24.92
2018-01-05,25.0
2018-01-08,25.41
2018-01-09,26.6
2018-01-10,27.99
2018-01-11,26.450001
2018-01-12,25.879998999999998
2018-01-16,25.58
2018-01-17,24.860001
2018-01-18,25.51
2018-01-19,26.75
2018-01-22,25.68
2018-01-23,25.91
2018-01-24,25.469998999999998
2018-01-25,25.01
2018-01-26,26.27
2018-01-29,25.219998999999998
2018-01-30,26.26
2018-01-31,26.6
2018-02-01,27.49
2018-02-02,26.950001
2018-02-05,26.799999
2018-02-06,26.42
2018-02-07,26.52
2018-02-08,25.290001
2018-02-09,25.24
2018-02-12,25.74
2018-02-13,25.719998999999998
2018-02-14,25.809998999999998
2018-02-15,26.540001
2018-02-16,26.84
2018-02-20,26.15
2018-02-21,25.9
2018-02-22,25.9
2018-02-23,26.16
2018-02-26,26.41
2018-02-27,26.639999
2018-02-28,26.32
2018-03-01,26.25
2018-03-02,26.48
2018-03-05,26.49
2018-03-06,27.290001
2018-03-07,29.98
2018-03-08,29.24
2018-03-09,29.4
2018-03-12,30.110001
2018-03-13,29.6
2018-03-14,29.209999
2018-03-15,29.5
2018-03-16,29.58
2018-03-19,29.58
2018-03-20,31.85
2018-03-21,31.459999
2018-03-22,30.59
2018-03-23,30.309998999999998
2018-03-26,32.119999
2018-03-27,30.98
2018-03-28,30.75
2018-03-29,31.360001
2018-04-02,30.15
2018-04-03,30.280001000000002
2018-04-04,30.440001000000002
2018-04-05,30.83
2018-04-06,30.129998999999998
2018-04-09,30.27
2018-04-10,30.790001
2018-04-11,29.870001000000002
2018-04-12,30.34
2018-04-13,29.6
2018-04-16,29.389999
2018-04-17,30.09
2018-04-18,29.83
2018-04-19,29.85
2018-04-20,29.82
2018-04-23,29.52
2018-04-24,28.969998999999998
2018-04-25,28.959999
2018-04-26,27.99
2018-04-27,28.959999
2018-04-30,28.98
2018-05-01,28.75
2018-05-02,29.01
2018-05-03,28.620001000000002
2018-05-04,29.66
2018-05-07,30.459999
2018-05-08,30.549999
2018-05-09,30.93
2018-05-10,30.950001
2018-05-11,31.450001
2018-05-14,31.27
2018-05-15,33.549999
2018-05-16,35.16
2018-05-17,36.154999
2018-05-18,35.84
2018-05-21,35.57
2018-05-22,35.32
2018-05-23,35.169998
2018-05-24,34.970001
2018-05-25,35.310001
2018-05-29,35.0
2018-05-30,35.16
2018-05-31,35.189999
2018-06-01,35.779999
2018-06-04,36.669998
2018-06-05,36.060001
2018-06-06,36.290001000000004
2018-06-07,35.66
2018-06-08,35.91
2018-06-11,35.75
2018-06-12,35.970001
2018-06-13,36.32
2018-06-14,36.75
2018-06-15,36.369999
2018-06-18,36.169998
2018-06-19,34.990002000000004
2018-06-20,35.459998999999996
2018-06-21,35.279999
2018-06-22,34.73
2018-06-25,33.889998999999996
2018-06-26,34.18
2018-06-27,33.950001
2018-06-28,33.700001
2018-06-29,34.18
2018-07-02,34.52
2018-07-03,33.799999
2018-07-05,34.040001000000004
2018-07-06,34.59
2018-07-09,34.77
2018-07-10,34.48
2018-07-11,34.09
2018-07-12,34.73
2018-07-13,34.630001
2018-07-16,34.509997999999996
2018-07-17,34.619999
2018-07-18,35.470001
2018-07-19,35.080002
2018-07-20,34.77
2018-07-23,34.75
2018-07-24,35.799999
2018-07-25,36.450001
2018-07-26,36.57
2018-07-27,35.599998
2018-07-30,34.880001
2018-07-31,35.099998
2018-08-01,34.880001
2018-08-02,35.490002000000004
2018-08-03,35.299999
2018-08-06,35.93
2018-08-07,34.950001
2018-08-08,35.259997999999996
2018-08-09,36.540001000000004
2018-08-10,38.040001000000004
2018-08-13,39.43
2018-08-14,39.66
2018-08-15,39.259997999999996
2018-08-16,39.82
2018-08-17,40.200001
2018-08-20,40.23
2018-08-21,40.139998999999996
2018-08-22,40.029999
2018-08-23,39.900002
2018-08-24,40.509997999999996
2018-08-27,40.98
2018-08-28,40.639998999999996
2018-08-29,41.360001000000004
2018-08-30,40.869999
2018-08-31,41.77
2018-09-04,42.349998
2018-09-05,40.93
2018-09-06,40.880001
2018-09-07,40.439999
2018-09-10,40.959998999999996
2018-09-11,41.040001000000004
2018-09-12,40.400002
2018-09-13,39.98
2018-09-14,39.98
2018-09-17,38.630001
2018-09-18,39.830002
2018-09-19,39.5
2018-09-20,39.959998999999996
2018-09-21,40.900002
2018-09-24,41.279999
2018-09-25,41.950001
2018-09-26,41.970001
2018-09-27,42.209998999999996
2018-09-28,43.450001
2018-10-01,42.75
2018-10-02,41.959998999999996
2018-10-03,42.040001000000004
2018-10-04,41.610001000000004
2018-10-05,41.689999
2018-10-08,40.880001
2018-10-09,39.91
2018-10-10,35.700001
2018-10-11,33.93
2018-10-12,34.939999
2018-10-15,34.119999
2018-10-16,35.23
2018-10-17,36.0
2018-10-18,36.43
2018-10-19,35.860001000000004
2018-10-22,36.790001000000004
2018-10-23,36.799999
2018-10-24,35.259997999999996
2018-10-25,37.060001
2018-10-26,36.830002
2018-10-29,36.650002
2018-10-30,36.970001
2018-10-31,38.139998999999996
2018-11-01,37.68
2018-11-02,37.900002
2018-11-05,30.700001
2018-11-06,31.92
2018-11-07,33.610001000000004
2018-11-08,33.619999
2018-11-09,32.119999
2018-11-12,32.299999
2018-11-13,32.630001
2018-11-14,32.18
2018-11-15,33.369999
2018-11-16,33.169998
2018-11-19,29.85
2018-11-20,29.129998999999998
2018-11-21,29.43
2018-11-23,29.5
2018-11-26,29.48
2018-11-27,29.469998999999998
2018-11-28,30.99
2018-11-29,31.32
2018-11-30,32.310001
2018-12-03,32.990002000000004
2018-12-04,30.389999
2018-12-06,30.59
2018-12-07,29.26
2018-12-10,29.6
2018-12-11,28.84
2018-12-12,29.530001000000002
2018-12-13,29.09
2018-12-14,27.4
2018-12-17,27.290001
2018-12-18,27.17
2018-12-19,27.620001000000002
2018-12-20,27.32
2018-12-21,25.73
2018-12-24,25.5
2018-12-26,27.059998999999998
2018-12-27,27.18
2018-12-28,26.74
2018-12-31,27.58
2019-01-02,26.76
2019-01-03,25.629998999999998
2019-01-04,27.110001
2019-01-07,27.84
2019-01-08,28.99
2019-01-09,29.08
2019-01-10,28.950001
2019-01-11,29.23
2019-01-14,29.01
2019-01-15,29.709999
2019-01-16,30.25
2019-01-17,31.1
2019-01-18,30.93
2019-01-22,31.52
2019-01-23,31.450001
2019-01-24,30.84
