Date,UPS
2001-02-26,57.650002
2001-02-27,58.110001000000004
2001-02-28,56.529999
2001-03-01,56.0
2001-03-02,56.939999
2001-03-05,57.75
2001-03-06,57.369999
2001-03-07,58.349998
2001-03-08,59.200001
2001-03-09,58.830002
2001-03-12,57.360001000000004
2001-03-13,57.400002
2001-03-14,56.849998
2001-03-15,56.650002
2001-03-16,55.75
2001-03-19,56.009997999999996
2001-03-20,55.52
2001-03-21,57.700001
2001-03-22,55.889998999999996
2001-03-23,55.25
2001-03-26,56.150002
2001-03-27,56.439999
2001-03-28,56.299999
2001-03-29,56.139998999999996
2001-03-30,56.900002
2001-04-02,55.580002
2001-04-03,53.209998999999996
2001-04-04,52.959998999999996
2001-04-05,53.32
2001-04-06,54.18
2001-04-09,53.650002
2001-04-10,54.610001000000004
2001-04-11,54.459998999999996
2001-04-12,54.209998999999996
2001-04-16,53.700001
2001-04-17,53.889998999999996
2001-04-18,54.450001
2001-04-19,57.07
2001-04-20,58.23
2001-04-23,56.25
2001-04-24,56.439999
2001-04-25,56.919998
2001-04-26,56.599998
2001-04-27,57.189999
2001-04-30,57.450001
2001-05-01,57.900002
2001-05-02,58.18
2001-05-03,58.07
2001-05-04,58.080002
2001-05-07,57.900002
2001-05-08,57.650002
2001-05-09,57.630001
2001-05-10,57.700001
2001-05-11,57.990002000000004
2001-05-14,57.599998
2001-05-15,57.700001
2001-05-16,58.07
2001-05-17,59.630001
2001-05-18,59.849998
2001-05-21,59.91
2001-05-22,59.759997999999996
2001-05-23,59.23
2001-05-24,59.200001
2001-05-25,58.830002
2001-05-29,58.799999
2001-05-30,58.799999
2001-05-31,59.450001
2001-06-01,58.549999
2001-06-04,58.299999
2001-06-05,58.290001000000004
2001-06-06,58.07
2001-06-07,58.43
2001-06-08,58.09
2001-06-11,57.619999
2001-06-12,57.66
2001-06-13,57.240002000000004
2001-06-14,56.779999
2001-06-15,56.700001
2001-06-18,56.549999
2001-06-19,55.98
2001-06-20,56.330002
2001-06-21,57.290001000000004
2001-06-22,56.98
2001-06-25,56.029999
2001-06-26,55.799999
2001-06-27,56.240002000000004
2001-06-28,57.099998
2001-06-29,57.799999
2001-07-02,58.110001000000004
2001-07-03,58.560001
2001-07-05,58.560001
2001-07-06,57.73
2001-07-09,57.900002
2001-07-10,57.59
2001-07-11,57.470001
2001-07-12,57.799999
2001-07-13,58.34
2001-07-16,58.200001
2001-07-17,58.279999
2001-07-18,58.029999
2001-07-19,58.189999
2001-07-20,57.599998
2001-07-23,56.970001
2001-07-24,56.650002
2001-07-25,57.0
2001-07-26,56.950001
2001-07-27,56.400002
2001-07-30,56.630001
2001-07-31,56.830002
2001-08-01,56.950001
2001-08-02,56.650002
2001-08-03,56.419998
2001-08-06,56.34
2001-08-07,56.119999
2001-08-08,56.049999
2001-08-09,55.84
2001-08-10,56.080002
2001-08-13,55.970001
2001-08-14,55.93
2001-08-15,55.84
2001-08-16,55.75
2001-08-17,55.700001
2001-08-20,55.509997999999996
2001-08-21,55.34
2001-08-22,55.400002
2001-08-23,55.529999
2001-08-24,55.990002000000004
2001-08-27,55.5
2001-08-28,55.389998999999996
2001-08-29,55.48
2001-08-30,54.830002
2001-08-31,55.23
2001-09-04,55.360001000000004
2001-09-05,55.34
2001-09-06,54.849998
2001-09-07,53.720001
2001-09-10,53.099998
2001-09-17,50.369999
2001-09-18,50.150002
2001-09-19,47.950001
2001-09-20,49.549999
2001-09-21,49.700001
2001-09-24,49.82
2001-09-25,51.299999
2001-09-26,49.450001
2001-09-27,49.720001
2001-09-28,51.98
2001-10-01,50.639998999999996
2001-10-02,50.099998
2001-10-03,51.099998
2001-10-04,52.0
2001-10-05,52.279999
2001-10-08,51.43
2001-10-09,50.950001
2001-10-10,51.799999
2001-10-11,52.790001000000004
2001-10-12,50.950001
2001-10-15,50.880001
2001-10-16,50.849998
2001-10-17,50.77
2001-10-18,50.509997999999996
2001-10-19,50.75
2001-10-22,50.830002
2001-10-23,51.23
2001-10-24,50.91
2001-10-25,50.639998999999996
2001-10-26,50.799999
2001-10-29,50.84
2001-10-30,50.18
2001-10-31,51.0
2001-11-01,51.0
2001-11-02,51.32
2001-11-05,51.68
2001-11-06,52.549999
2001-11-07,52.98
2001-11-08,53.18
2001-11-09,53.41
2001-11-12,53.139998999999996
2001-11-13,54.240002000000004
2001-11-14,54.23
2001-11-15,54.48
2001-11-16,54.369999
2001-11-19,54.59
2001-11-20,54.509997999999996
2001-11-21,54.400002
2001-11-23,54.799999
2001-11-26,54.900002
2001-11-27,55.0
2001-11-28,55.18
2001-11-29,55.299999
2001-11-30,56.220001
2001-12-03,55.900002
2001-12-04,56.0
2001-12-05,56.790001000000004
2001-12-06,56.98
2001-12-07,57.130001
2001-12-10,56.23
2001-12-11,56.18
2001-12-12,55.580002
2001-12-13,54.990002000000004
2001-12-14,55.09
2001-12-17,55.299999
2001-12-18,56.389998999999996
2001-12-19,55.360001000000004
2001-12-20,55.27
2001-12-21,55.220001
2001-12-24,55.299999
2001-12-26,55.389998999999996
2001-12-27,55.18
2001-12-28,55.049999
2001-12-31,54.5
2002-01-02,54.459998999999996
2002-01-03,55.459998999999996
2002-01-04,56.650002
2002-01-07,57.110001000000004
2002-01-08,57.220001
2002-01-09,56.810001
2002-01-10,56.849998
2002-01-11,56.52
2002-01-14,56.029999
2002-01-15,56.0
2002-01-16,56.0
2002-01-17,56.48
2002-01-18,56.52
2002-01-22,56.060001
2002-01-23,56.77
2002-01-24,56.599998
2002-01-25,57.029999
2002-01-28,57.099998
2002-01-29,56.400002
2002-01-30,56.93
2002-01-31,57.48
2002-02-01,56.790001000000004
2002-02-04,56.560001
2002-02-05,56.900002
2002-02-06,56.16
2002-02-07,55.630001
2002-02-08,56.349998
2002-02-11,56.779999
2002-02-12,56.700001
2002-02-13,56.68
2002-02-14,56.950001
2002-02-15,57.0
2002-02-19,56.720001
2002-02-20,56.84
2002-02-21,56.799999
2002-02-22,56.799999
2002-02-25,57.099998
2002-02-26,58.310001
2002-02-27,59.200001
2002-02-28,58.939999
2002-03-01,59.0
2002-03-04,59.990002000000004
2002-03-05,59.259997999999996
2002-03-06,59.380001
2002-03-07,60.0
2002-03-08,61.0
2002-03-11,60.080002
2002-03-12,60.080002
2002-03-13,59.93
2002-03-14,59.919998
2002-03-15,60.330002
2002-03-18,60.580002
2002-03-19,60.450001
2002-03-20,60.459998999999996
2002-03-21,60.25
2002-03-22,60.700001
2002-03-25,60.639998999999996
2002-03-26,60.220001
2002-03-27,60.529999
2002-03-28,60.799999
2002-04-01,60.549999
2002-04-02,59.799999
2002-04-03,59.700001
2002-04-04,60.389998999999996
2002-04-05,60.700001
2002-04-08,60.310001
2002-04-09,60.580002
2002-04-10,60.810001
2002-04-11,60.380001
2002-04-12,60.709998999999996
2002-04-15,60.349998
2002-04-16,60.950001
2002-04-17,60.900002
2002-04-18,61.02
2002-04-19,61.439999
2002-04-22,60.889998999999996
2002-04-23,60.41
2002-04-24,59.93
2002-04-25,60.220001
2002-04-26,60.41
2002-04-29,59.73
2002-04-30,60.040001000000004
2002-05-01,59.849998
2002-05-02,59.93
2002-05-03,60.099998
2002-05-06,59.580002
2002-05-07,59.049999
2002-05-08,59.68
2002-05-09,58.419998
2002-05-10,58.740002000000004
2002-05-13,58.990002000000004
2002-05-14,59.599998
2002-05-15,59.700001
2002-05-16,59.580002
2002-05-17,59.549999
2002-05-20,58.939999
2002-05-21,58.27
2002-05-22,58.25
2002-05-23,58.43
2002-05-24,58.389998999999996
2002-05-28,58.299999
2002-05-29,58.669998
2002-05-30,59.0
2002-05-31,60.380001
2002-06-03,61.470001
2002-06-04,61.25
2002-06-05,61.349998
2002-06-06,61.41
2002-06-07,61.369999
2002-06-10,62.380001
2002-06-11,62.650002
2002-06-12,62.279999
2002-06-13,62.77
2002-06-14,61.869999
2002-06-17,62.220001
2002-06-18,62.57
2002-06-19,62.599998
2002-06-20,62.330002
2002-06-21,61.880001
2002-06-24,61.790001000000004
2002-06-25,60.209998999999996
2002-06-26,60.200001
2002-06-27,60.490002000000004
2002-06-28,61.75
2002-07-01,61.23
2002-07-02,60.849998
2002-07-03,60.68
2002-07-05,61.189999
2002-07-08,61.029999
2002-07-09,60.740002000000004
2002-07-10,63.25
2002-07-11,62.5
2002-07-12,61.259997999999996
2002-07-15,60.5
2002-07-16,60.200001
2002-07-17,60.799999
2002-07-18,62.049999
2002-07-19,67.0
2002-07-22,63.110001000000004
2002-07-23,60.299999
2002-07-24,61.84
2002-07-25,62.209998999999996
2002-07-26,62.91
2002-07-29,64.5
2002-07-30,64.5
2002-07-31,65.339996
2002-08-01,64.120003
2002-08-02,62.799999
2002-08-05,61.27
2002-08-06,62.700001
2002-08-07,63.119999
2002-08-08,64.25
2002-08-09,64.650002
2002-08-12,63.759997999999996
2002-08-13,63.509997999999996
2002-08-14,64.900002
2002-08-15,65.489998
2002-08-16,66.089996
2002-08-19,66.849998
2002-08-20,65.900002
2002-08-21,66.089996
2002-08-22,66.010002
2002-08-23,65.279999
2002-08-26,64.709999
2002-08-27,64.849998
2002-08-28,64.449997
2002-08-29,63.849998
2002-08-30,63.91
2002-09-03,62.549999
2002-09-04,63.549999
2002-09-05,62.810001
2002-09-06,63.98
2002-09-09,63.400002
2002-09-10,63.389998999999996
2002-09-11,63.02
2002-09-12,61.970001
2002-09-13,61.950001
2002-09-16,62.169998
2002-09-17,62.389998999999996
2002-09-18,61.849998
2002-09-19,62.650002
2002-09-20,62.799999
2002-09-23,62.330002
2002-09-24,61.75
2002-09-25,62.220001
2002-09-26,63.599998
2002-09-27,62.669998
2002-09-30,62.529999
2002-10-01,64.199997
2002-10-02,63.389998999999996
2002-10-03,64.0
2002-10-04,61.599998
2002-10-07,59.349998
2002-10-08,60.25
2002-10-09,60.18
2002-10-10,61.060001
2002-10-11,61.830002
2002-10-14,61.93
2002-10-15,63.669998
2002-10-16,63.43
2002-10-17,63.41
2002-10-18,63.099998
2002-10-21,64.18
2002-10-22,62.259997999999996
2002-10-23,62.5
2002-10-24,62.5
2002-10-25,62.689999
2002-10-28,61.23
2002-10-29,60.279999
2002-10-30,60.529999
2002-10-31,60.009997999999996
2002-11-01,60.939999
2002-11-04,61.73
2002-11-05,61.849998
2002-11-06,62.93
2002-11-07,61.610001000000004
2002-11-08,62.34
2002-11-11,62.48
2002-11-12,62.02
2002-11-13,62.400002
2002-11-14,63.040001000000004
2002-11-15,63.23
2002-11-18,62.619999
2002-11-19,62.279999
2002-11-20,63.130001
2002-11-21,63.950001
2002-11-22,63.5
2002-11-25,62.799999
2002-11-26,62.099998
2002-11-27,63.5
2002-11-29,63.360001000000004
2002-12-02,63.970001
2002-12-03,63.799999
2002-12-04,63.91
2002-12-05,63.75
2002-12-06,64.08000200000001
2002-12-09,63.799999
2002-12-10,63.5
2002-12-11,63.740002000000004
2002-12-12,63.599998
2002-12-13,63.549999
2002-12-16,64.279999
2002-12-17,63.900002
2002-12-18,63.939999
2002-12-19,63.630001
2002-12-20,63.779999
2002-12-23,63.880001
2002-12-24,63.650002
2002-12-26,63.560001
2002-12-27,63.009997999999996
2002-12-30,63.380001
2002-12-31,63.080002
2003-01-02,63.990002000000004
2003-01-03,63.82
2003-01-06,64.209999
2003-01-07,64.0
2003-01-08,63.549999
2003-01-09,64.129997
2003-01-10,64.029999
2003-01-13,63.700001
2003-01-14,63.799999
2003-01-15,63.380001
2003-01-16,63.52
2003-01-17,63.439999
2003-01-21,62.650002
2003-01-22,62.150002
2003-01-23,61.919998
2003-01-24,60.799999
2003-01-27,60.470001
2003-01-28,61.029999
2003-01-29,60.549999
2003-01-30,59.75
2003-01-31,60.330002
2003-02-03,60.599998
2003-02-04,59.950001
2003-02-05,60.09
2003-02-06,59.720001
2003-02-07,59.150002
2003-02-10,59.150002
2003-02-11,58.799999
2003-02-12,58.240002000000004
2003-02-13,57.580002
2003-02-14,59.0
2003-02-18,59.490002000000004
2003-02-19,58.98
2003-02-20,58.169998
2003-02-21,58.41
2003-02-24,57.169998
2003-02-25,57.349998
2003-02-26,57.279999
2003-02-27,57.27
2003-02-28,57.540001000000004
2003-03-03,57.849998
2003-03-04,56.830002
2003-03-05,56.049999
2003-03-06,55.470001
2003-03-07,55.040001000000004
2003-03-10,53.740002000000004
2003-03-11,53.18
2003-03-12,54.560001
2003-03-13,55.380001
2003-03-14,56.0
2003-03-17,57.380001
2003-03-18,57.779999
2003-03-19,58.630001
2003-03-20,58.959998999999996
2003-03-21,59.849998
2003-03-24,57.779999
2003-03-25,58.349998
2003-03-26,57.959998999999996
2003-03-27,57.650002
2003-03-28,57.299999
2003-03-31,57.0
2003-04-01,57.52
2003-04-02,58.25
2003-04-03,57.849998
2003-04-04,57.810001
2003-04-07,57.959998999999996
2003-04-08,58.07
2003-04-09,57.439999
2003-04-10,57.5
2003-04-11,57.799999
2003-04-14,58.400002
2003-04-15,58.700001
2003-04-16,57.73
2003-04-17,58.349998
2003-04-21,57.869999
2003-04-22,60.060001
2003-04-23,60.5
2003-04-24,60.52
2003-04-25,60.52
2003-04-28,61.68
2003-04-29,62.09
2003-04-30,62.119999
2003-05-01,61.93
2003-05-02,62.400002
2003-05-05,62.049999
2003-05-06,62.419998
2003-05-07,62.02
2003-05-08,61.619999
2003-05-09,61.919998
2003-05-12,62.5
2003-05-13,62.400002
2003-05-14,62.330002
2003-05-15,63.099998
2003-05-16,62.049999
2003-05-19,61.990002000000004
2003-05-20,61.75
2003-05-21,61.779999
2003-05-22,61.599998
2003-05-23,61.650002
2003-05-27,62.029999
2003-05-28,61.830002
2003-05-29,61.810001
2003-05-30,62.43
2003-06-02,62.959998999999996
2003-06-03,63.279999
2003-06-04,63.849998
2003-06-05,63.650002
2003-06-06,63.610001000000004
2003-06-09,63.259997999999996
2003-06-10,63.639998999999996
2003-06-11,63.939999
2003-06-12,63.799999
2003-06-13,63.669998
2003-06-16,64.190002
2003-06-17,64.0
2003-06-18,63.869999
2003-06-19,63.700001
2003-06-20,64.190002
2003-06-23,63.82
2003-06-24,63.599998
2003-06-25,62.869999
2003-06-26,63.549999
2003-06-27,63.0
2003-06-30,63.700001
2003-07-01,64.099998
2003-07-02,64.25
2003-07-03,63.919998
2003-07-07,64.389999
2003-07-08,64.760002
2003-07-09,64.58000200000001
2003-07-10,64.480003
2003-07-11,64.199997
2003-07-14,64.199997
2003-07-15,64.029999
2003-07-16,63.889998999999996
2003-07-17,63.950001
2003-07-18,64.370003
2003-07-21,64.790001
2003-07-22,64.230003
2003-07-23,64.220001
2003-07-24,63.700001
2003-07-25,63.959998999999996
2003-07-28,63.98
2003-07-29,63.580002
2003-07-30,63.48
2003-07-31,63.080002
2003-08-01,63.049999
2003-08-04,62.860001000000004
2003-08-05,62.599998
2003-08-06,62.349998
2003-08-07,62.919998
2003-08-08,63.220001
2003-08-11,63.41
2003-08-12,63.509997999999996
2003-08-13,63.349998
2003-08-14,63.700001
2003-08-15,63.98
2003-08-18,63.950001
2003-08-19,63.849998
2003-08-20,63.860001000000004
2003-08-21,63.639998999999996
2003-08-22,63.720001
2003-08-25,63.32
2003-08-26,63.400002
2003-08-27,62.889998999999996
2003-08-28,62.740002000000004
2003-08-29,62.759997999999996
2003-09-02,63.259997999999996
2003-09-03,63.34
2003-09-04,63.200001
2003-09-05,63.189999
2003-09-08,62.950001
2003-09-09,62.599998
2003-09-10,62.139998999999996
2003-09-11,61.799999
2003-09-12,61.509997999999996
2003-09-15,62.610001000000004
2003-09-16,63.959998999999996
2003-09-17,64.059998
2003-09-18,64.720001
2003-09-19,64.519997
2003-09-22,64.0
2003-09-23,64.300003
2003-09-24,63.740002000000004
2003-09-25,63.84
2003-09-26,63.919998
2003-09-29,64.139999
2003-09-30,63.799999
2003-10-01,64.349998
2003-10-02,64.470001
2003-10-03,65.0
2003-10-06,65.099998
2003-10-07,65.379997
2003-10-08,65.32
2003-10-09,66.07
2003-10-10,66.029999
2003-10-13,66.470001
2003-10-14,67.400002
2003-10-15,67.690002
2003-10-16,68.639999
2003-10-17,68.480003
2003-10-20,68.75
2003-10-21,68.970001
2003-10-22,68.879997
2003-10-23,69.43
2003-10-24,69.910004
2003-10-27,69.650002
2003-10-28,70.33000200000001
2003-10-29,70.610001
2003-10-30,71.620003
2003-10-31,72.519997
2003-11-03,72.290001
2003-11-04,72.5
2003-11-05,72.370003
2003-11-06,72.900002
2003-11-07,73.139999
2003-11-10,72.699997
2003-11-11,72.199997
2003-11-12,72.83000200000001
2003-11-13,72.809998
2003-11-14,72.440002
2003-11-17,72.410004
2003-11-18,72.089996
2003-11-19,72.379997
2003-11-20,71.93
2003-11-21,71.07
2003-11-24,72.489998
2003-11-25,72.779999
2003-11-26,72.839996
2003-11-28,72.769997
2003-12-01,73.489998
2003-12-02,72.839996
2003-12-03,73.040001
2003-12-04,73.58000200000001
2003-12-05,73.220001
2003-12-08,73.410004
2003-12-09,73.129997
2003-12-10,72.83000200000001
2003-12-11,72.949997
2003-12-12,73.389999
2003-12-15,73.300003
2003-12-16,73.639999
2003-12-17,73.540001
2003-12-18,73.540001
2003-12-19,73.739998
2003-12-22,74.260002
2003-12-23,74.440002
2003-12-24,74.449997
2003-12-26,74.660004
2003-12-29,74.809998
2003-12-30,74.150002
2003-12-31,74.550003
2004-01-02,73.650002
2004-01-05,73.93
2004-01-06,73.480003
2004-01-07,73.239998
2004-01-08,72.639999
2004-01-09,71.879997
2004-01-12,72.220001
2004-01-13,71.910004
2004-01-14,72.459999
2004-01-15,72.339996
2004-01-16,73.0
2004-01-20,72.099998
2004-01-21,72.300003
2004-01-22,72.33000200000001
2004-01-23,72.279999
2004-01-26,73.059998
2004-01-27,72.790001
2004-01-28,72.440002
2004-01-29,72.510002
2004-01-30,71.269997
2004-02-02,71.089996
2004-02-03,71.0
2004-02-04,71.089996
2004-02-05,70.800003
2004-02-06,71.349998
2004-02-09,71.040001
2004-02-10,71.059998
2004-02-11,71.790001
2004-02-12,71.110001
2004-02-13,70.82
2004-02-17,71.239998
2004-02-18,71.190002
2004-02-19,70.41999799999999
2004-02-20,70.160004
2004-02-23,69.639999
2004-02-24,69.949997
2004-02-25,69.849998
2004-02-26,70.83000200000001
2004-02-27,70.629997
2004-03-01,69.849998
2004-03-02,69.470001
2004-03-03,68.949997
2004-03-04,69.370003
2004-03-05,69.639999
2004-03-08,69.089996
2004-03-09,68.900002
2004-03-10,68.550003
2004-03-11,68.129997
2004-03-12,68.949997
2004-03-15,67.980003
2004-03-16,68.07
2004-03-17,69.470001
2004-03-18,69.739998
2004-03-19,68.91999799999999
2004-03-22,68.339996
2004-03-23,68.32
2004-03-24,68.360001
2004-03-25,69.529999
2004-03-26,69.07
2004-03-29,69.790001
2004-03-30,69.839996
2004-03-31,69.839996
2004-04-01,70.040001
2004-04-02,70.470001
2004-04-05,70.300003
2004-04-06,70.690002
2004-04-07,70.32
2004-04-08,70.470001
2004-04-12,70.43
2004-04-13,70.139999
2004-04-14,70.839996
2004-04-15,71.33000200000001
2004-04-16,71.620003
2004-04-19,71.08000200000001
2004-04-20,70.41999799999999
2004-04-21,71.199997
2004-04-22,71.940002
2004-04-23,71.800003
2004-04-26,71.540001
2004-04-27,71.559998
2004-04-28,70.860001
2004-04-29,70.349998
2004-04-30,70.150002
2004-05-03,70.699997
2004-05-04,70.239998
2004-05-05,70.449997
2004-05-06,70.349998
2004-05-07,69.690002
2004-05-10,69.279999
2004-05-11,69.849998
2004-05-12,69.809998
2004-05-13,69.269997
2004-05-14,69.370003
2004-05-17,69.360001
2004-05-18,69.449997
2004-05-19,69.139999
2004-05-20,68.959999
2004-05-21,69.120003
2004-05-24,69.5
2004-05-25,70.75
2004-05-26,70.970001
2004-05-27,71.510002
2004-05-28,71.720001
2004-06-01,71.529999
2004-06-02,71.970001
2004-06-03,71.760002
2004-06-04,71.739998
2004-06-07,72.75
2004-06-08,73.150002
2004-06-09,72.739998
2004-06-10,73.190002
2004-06-14,72.870003
2004-06-15,73.139999
2004-06-16,73.139999
2004-06-17,72.889999
2004-06-18,73.41999799999999
2004-06-21,73.639999
2004-06-22,74.110001
2004-06-23,74.58000200000001
2004-06-24,74.370003
2004-06-25,74.769997
2004-06-28,74.91999799999999
2004-06-29,74.989998
2004-06-30,75.16999799999999
2004-07-01,74.779999
2004-07-02,74.269997
2004-07-06,73.760002
