Date,MO
1962-01-02,0.189236
1962-01-03,0.185764
1962-01-04,0.187066
1962-01-05,0.189236
1962-01-08,0.187934
1962-01-09,0.184462
1962-01-10,0.183594
1962-01-11,0.18316
1962-01-12,0.183594
1962-01-15,0.182292
1962-01-16,0.174479
1962-01-17,0.173611
1962-01-18,0.173611
1962-01-19,0.177083
1962-01-22,0.177083
1962-01-23,0.174045
1962-01-24,0.173611
1962-01-25,0.176866
1962-01-26,0.175347
1962-01-29,0.17296
1962-01-30,0.176215
1962-01-31,0.176215
1962-02-01,0.177734
1962-02-02,0.177083
1962-02-05,0.177951
1962-02-06,0.177517
1962-02-07,0.178602
1962-02-08,0.178385
1962-02-09,0.178602
1962-02-12,0.178819
1962-02-13,0.177951
1962-02-14,0.176215
1962-02-15,0.177951
1962-02-16,0.17968800000000001
1962-02-19,0.177083
1962-02-20,0.177083
1962-02-21,0.177083
1962-02-23,0.177951
1962-02-26,0.176215
1962-02-27,0.175347
1962-02-28,0.174045
1962-03-01,0.174045
1962-03-02,0.174696
1962-03-05,0.171875
1962-03-06,0.171007
1962-03-07,0.169705
1962-03-08,0.171875
1962-03-09,0.170356
1962-03-12,0.169705
1962-03-13,0.169271
1962-03-14,0.171007
1962-03-15,0.170573
1962-03-16,0.170139
1962-03-19,0.169705
1962-03-20,0.170139
1962-03-21,0.170139
1962-03-22,0.169705
1962-03-23,0.168837
1962-03-26,0.160156
1962-03-27,0.156467
1962-03-28,0.156901
1962-03-29,0.156684
1962-03-30,0.15625
1962-04-02,0.154948
1962-04-03,0.151476
1962-04-04,0.147135
1962-04-05,0.146701
1962-04-06,0.146701
1962-04-09,0.146701
1962-04-10,0.14605
1962-04-11,0.147569
1962-04-12,0.146701
1962-04-13,0.146701
1962-04-16,0.146701
1962-04-17,0.147135
1962-04-18,0.149523
1962-04-19,0.150174
1962-04-23,0.152778
1962-04-24,0.153212
1962-04-25,0.150174
1962-04-26,0.145833
1962-04-27,0.143663
1962-04-30,0.144097
1962-05-01,0.145833
1962-05-02,0.147569
1962-05-03,0.150174
1962-05-04,0.150608
1962-05-07,0.150174
1962-05-08,0.14974
1962-05-09,0.149089
1962-05-10,0.147786
1962-05-11,0.142578
1962-05-14,0.144097
1962-05-15,0.149089
1962-05-16,0.146701
1962-05-17,0.143663
1962-05-18,0.138889
1962-05-21,0.136719
1962-05-22,0.136285
1962-05-23,0.137153
1962-05-24,0.137153
1962-05-25,0.138455
1962-05-28,0.12413199999999999
1962-05-29,0.121528
1962-05-31,0.12326400000000001
1962-06-01,0.123698
1962-06-04,0.12196199999999999
1962-06-05,0.12326400000000001
1962-06-06,0.12912300000000002
1962-06-07,0.126085
1962-06-08,0.12413199999999999
1962-06-11,0.125868
1962-06-12,0.12413199999999999
1962-06-13,0.12196199999999999
1962-06-14,0.122396
1962-06-15,0.12478299999999999
1962-06-18,0.125651
1962-06-19,0.128472
1962-06-20,0.12934
1962-06-21,0.127604
1962-06-22,0.125434
1962-06-25,0.12456600000000001
1962-06-26,0.122396
1962-06-27,0.11979200000000001
1962-06-28,0.125
1962-06-29,0.126519
1962-07-02,0.130642
1962-07-03,0.13259500000000002
1962-07-05,0.13259500000000002
1962-07-06,0.128906
1962-07-09,0.128472
1962-07-10,0.126736
1962-07-11,0.127387
1962-07-12,0.12456600000000001
1962-07-13,0.123698
1962-07-16,0.122396
1962-07-17,0.12000899999999999
1962-07-18,0.118924
1962-07-19,0.12044300000000001
1962-07-20,0.12109400000000001
1962-07-23,0.12109400000000001
1962-07-24,0.12109400000000001
1962-07-25,0.11979200000000001
1962-07-26,0.12196199999999999
1962-07-27,0.12000899999999999
1962-07-30,0.12065999999999999
1962-07-31,0.12109400000000001
1962-08-01,0.12196199999999999
1962-08-02,0.12326400000000001
1962-08-03,0.123481
1962-08-06,0.122396
1962-08-07,0.118924
1962-08-08,0.121528
1962-08-09,0.120226
1962-08-10,0.122396
1962-08-13,0.122396
1962-08-14,0.12196199999999999
1962-08-15,0.12283
1962-08-16,0.122179
1962-08-17,0.12283
1962-08-20,0.12283
1962-08-21,0.121528
1962-08-22,0.12109400000000001
1962-08-23,0.121528
1962-08-24,0.12109400000000001
1962-08-27,0.122179
1962-08-28,0.122179
1962-08-29,0.121528
1962-08-30,0.121528
1962-08-31,0.122396
1962-09-04,0.121528
1962-09-05,0.11935799999999999
1962-09-06,0.12283
1962-09-07,0.121528
1962-09-10,0.120226
1962-09-11,0.11979200000000001
1962-09-12,0.121528
1962-09-13,0.121528
1962-09-14,0.11979200000000001
1962-09-17,0.120226
1962-09-18,0.12065999999999999
1962-09-19,0.118924
1962-09-20,0.11979200000000001
1962-09-21,0.116319
1962-09-24,0.11588499999999999
1962-09-25,0.116319
1962-09-26,0.115668
1962-09-27,0.115668
1962-09-28,0.118056
1962-10-01,0.116753
1962-10-02,0.118707
1962-10-03,0.11783900000000001
1962-10-04,0.116753
1962-10-05,0.118056
1962-10-08,0.115668
1962-10-09,0.116319
1962-10-10,0.116319
1962-10-11,0.116319
1962-10-12,0.11697
1962-10-15,0.11653599999999999
1962-10-16,0.116319
1962-10-17,0.116319
1962-10-18,0.11458299999999999
1962-10-19,0.11501700000000001
1962-10-22,0.111979
1962-10-23,0.108073
1962-10-24,0.109375
1962-10-25,0.10850699999999999
1962-10-26,0.109375
1962-10-29,0.110677
1962-10-30,0.11111099999999999
1962-10-31,0.112847
1962-11-01,0.11371500000000001
1962-11-02,0.117622
1962-11-05,0.12044300000000001
1962-11-07,0.12283
1962-11-08,0.124349
1962-11-09,0.123698
1962-11-12,0.125651
1962-11-13,0.12456600000000001
1962-11-14,0.125
1962-11-15,0.12478299999999999
1962-11-16,0.123698
1962-11-19,0.121528
1962-11-20,0.12326400000000001
1962-11-21,0.125868
1962-11-23,0.126736
1962-11-26,0.130208
1962-11-27,0.134332
1962-11-28,0.134549
1962-11-29,0.134983
1962-11-30,0.133681
1962-12-03,0.133681
1962-12-04,0.1352
1962-12-05,0.133247
1962-12-06,0.13151
1962-12-07,0.130859
1962-12-10,0.127604
1962-12-11,0.129774
1962-12-12,0.12934
1962-12-13,0.12934
1962-12-14,0.128906
1962-12-17,0.129557
1962-12-18,0.129774
1962-12-19,0.130208
1962-12-20,0.13302999999999998
1962-12-21,0.132378
1962-12-24,0.131076
1962-12-26,0.130642
1962-12-27,0.130425
1962-12-28,0.129991
1962-12-31,0.127387
1963-01-02,0.12912300000000002
1963-01-03,0.130208
1963-01-04,0.132161
1963-01-07,0.13151
1963-01-08,0.13151
1963-01-09,0.130208
1963-01-10,0.130208
1963-01-11,0.130642
1963-01-14,0.130859
1963-01-15,0.128472
1963-01-16,0.130859
1963-01-17,0.12934
1963-01-18,0.129557
1963-01-21,0.129557
1963-01-22,0.128689
1963-01-23,0.128472
1963-01-24,0.126736
1963-01-25,0.126302
1963-01-28,0.127604
1963-01-29,0.127604
1963-01-30,0.126736
1963-01-31,0.128472
1963-02-01,0.130208
1963-02-04,0.132378
1963-02-05,0.131727
1963-02-06,0.136285
1963-02-07,0.133898
1963-02-08,0.133681
1963-02-11,0.133681
1963-02-12,0.13302999999999998
1963-02-13,0.13281300000000001
1963-02-14,0.132378
1963-02-15,0.130208
1963-02-18,0.12934
1963-02-19,0.126302
1963-02-20,0.12717
1963-02-21,0.126736
1963-02-25,0.126302
1963-02-26,0.12717
1963-02-27,0.125868
1963-02-28,0.128038
1963-03-01,0.126736
1963-03-04,0.126736
1963-03-05,0.126736
1963-03-06,0.128038
1963-03-07,0.12934
1963-03-08,0.130642
1963-03-11,0.134766
1963-03-12,0.136285
1963-03-13,0.137587
1963-03-14,0.135417
1963-03-15,0.134332
1963-03-18,0.133898
1963-03-19,0.133247
1963-03-20,0.134766
1963-03-21,0.134332
1963-03-22,0.134549
1963-03-25,0.134332
1963-03-26,0.137153
1963-03-27,0.13737
1963-03-28,0.13737
1963-03-29,0.137153
1963-04-01,0.139323
1963-04-02,0.140191
1963-04-03,0.141927
1963-04-04,0.144965
1963-04-05,0.142361
1963-04-08,0.14474800000000002
1963-04-09,0.146701
1963-04-10,0.145833
1963-04-11,0.146267
1963-04-15,0.148003
1963-04-16,0.149306
1963-04-17,0.153212
