Date,FBHS
2011-09-16,12.7
2011-09-19,13.78
2011-09-20,13.7
2011-09-21,13.4
2011-09-22,13.2
2011-09-23,12.25
2011-09-26,12.67
2011-09-27,13.37
2011-09-28,12.85
2011-09-29,13.17
2011-09-30,12.4
2011-10-03,12.3
2011-10-04,12.3
2011-10-05,12.2
2011-10-06,12.76
2011-10-07,12.35
2011-10-10,12.37
2011-10-11,12.48
2011-10-12,12.6
2011-10-13,12.62
2011-10-14,13.01
2011-10-17,13.72
2011-10-18,14.48
2011-10-19,15.06
2011-10-20,14.93
2011-10-21,14.95
2011-10-24,15.8
2011-10-25,14.78
2011-10-26,14.88
2011-10-27,15.42
2011-10-28,14.92
2011-10-31,14.53
2011-11-01,14.67
2011-11-02,15.07
2011-11-03,15.0
2011-11-04,15.0
2011-11-07,14.79
2011-11-08,15.09
2011-11-09,14.9
2011-11-10,15.7
2011-11-11,15.25
2011-11-14,15.03
2011-11-15,15.49
2011-11-16,15.04
2011-11-17,15.53
2011-11-18,15.51
2011-11-21,15.26
2011-11-22,15.37
2011-11-23,15.31
2011-11-25,15.45
2011-11-28,15.97
2011-11-29,16.01
2011-11-30,16.68
2011-12-01,15.99
2011-12-02,16.52
2011-12-05,16.450001
2011-12-06,16.469998999999998
2011-12-07,16.450001
2011-12-08,16.41
2011-12-09,17.01
2011-12-12,16.32
2011-12-13,15.78
2011-12-14,15.98
2011-12-15,15.91
2011-12-16,15.59
2011-12-19,15.33
2011-12-20,15.75
2011-12-21,16.200001
2011-12-22,16.450001
2011-12-23,16.700001
2011-12-27,16.65
2011-12-28,16.389999
2011-12-29,16.639999
2011-12-30,17.030001000000002
2012-01-03,16.82
2012-01-04,17.030001000000002
2012-01-05,17.33
2012-01-06,17.65
2012-01-09,17.780001000000002
2012-01-10,18.02
2012-01-11,17.98
2012-01-12,18.290001
2012-01-13,18.219998999999998
2012-01-17,17.92
2012-01-18,17.809998999999998
2012-01-19,18.1
2012-01-20,17.889999
2012-01-23,17.780001000000002
2012-01-24,17.860001
2012-01-25,17.9
2012-01-26,17.91
2012-01-27,17.950001
2012-01-30,18.32
2012-01-31,18.57
2012-02-01,18.889999
2012-02-02,19.25
2012-02-03,19.549999
2012-02-06,18.84
2012-02-07,18.65
2012-02-08,19.110001
2012-02-09,19.219998999999998
2012-02-10,19.34
2012-02-13,19.52
2012-02-14,19.719998999999998
2012-02-15,19.49
2012-02-16,19.52
2012-02-17,19.32
2012-02-21,19.459999
2012-02-22,19.24
2012-02-23,19.75
2012-02-24,19.41
2012-02-27,19.450001
2012-02-28,19.24
2012-02-29,19.34
2012-03-01,19.370001000000002
2012-03-02,19.15
2012-03-05,19.25
2012-03-06,19.02
2012-03-07,19.5
2012-03-08,20.129998999999998
2012-03-09,20.950001
2012-03-12,21.02
2012-03-13,21.57
2012-03-14,21.23
2012-03-15,21.299999
2012-03-16,21.41
2012-03-19,21.450001
2012-03-20,21.16
2012-03-21,21.120001000000002
2012-03-22,21.290001
2012-03-23,21.33
2012-03-26,21.610001
2012-03-27,21.65
2012-03-28,22.25
2012-03-29,22.200001
2012-03-30,22.07
2012-04-02,21.709999
2012-04-03,21.610001
2012-04-04,21.34
2012-04-05,21.379998999999998
2012-04-09,21.0
2012-04-10,20.209999
2012-04-11,20.540001
2012-04-12,20.99
2012-04-13,20.690001000000002
2012-04-16,20.719998999999998
2012-04-17,20.700001
2012-04-18,20.67
2012-04-19,20.42
2012-04-20,20.700001
2012-04-23,20.389999
2012-04-24,20.450001
2012-04-25,20.719998999999998
2012-04-26,20.639999
2012-04-27,22.530001000000002
2012-04-30,22.74
2012-05-01,23.440001000000002
2012-05-02,23.870001000000002
2012-05-03,23.379998999999998
2012-05-04,23.370001000000002
2012-05-07,23.4
2012-05-08,23.129998999999998
2012-05-09,22.950001
2012-05-10,23.18
2012-05-11,24.040001
2012-05-14,23.74
2012-05-15,23.620001000000002
2012-05-16,23.549999
2012-05-17,22.5
2012-05-18,21.780001000000002
2012-05-21,22.110001
2012-05-22,22.049999
2012-05-23,22.0
2012-05-24,22.360001
2012-05-25,22.6
2012-05-29,23.1
2012-05-30,22.84
2012-05-31,22.620001000000002
2012-06-01,21.129998999999998
2012-06-04,20.58
2012-06-05,20.620001000000002
2012-06-06,21.309998999999998
2012-06-07,21.700001
2012-06-08,22.34
2012-06-11,21.799999
2012-06-12,22.02
2012-06-13,21.41
2012-06-14,21.59
2012-06-15,21.969998999999998
2012-06-18,22.879998999999998
2012-06-19,23.209999
2012-06-20,22.77
2012-06-21,20.549999
2012-06-22,20.469998999999998
2012-06-25,20.15
2012-06-26,20.65
2012-06-27,21.16
2012-06-28,21.780001000000002
2012-06-29,22.27
2012-07-02,23.370001000000002
2012-07-03,23.43
2012-07-05,23.6
2012-07-06,22.969998999999998
2012-07-09,22.610001
2012-07-10,21.59
2012-07-11,21.809998999999998
2012-07-12,21.809998999999998
2012-07-13,22.1
2012-07-16,21.51
2012-07-17,21.41
2012-07-18,22.42
2012-07-19,22.9
2012-07-20,22.43
2012-07-23,21.950001
2012-07-24,21.52
2012-07-25,20.73
2012-07-26,21.33
2012-07-27,22.129998999999998
2012-07-30,22.389999
2012-07-31,22.120001000000002
2012-08-01,21.879998999999998
2012-08-02,21.41
2012-08-03,22.51
2012-08-06,22.709999
2012-08-07,22.91
2012-08-08,22.75
2012-08-09,22.57
2012-08-10,22.4
2012-08-13,22.65
2012-08-14,23.41
2012-08-15,23.68
2012-08-16,24.27
2012-08-17,24.620001000000002
2012-08-20,24.27
2012-08-21,24.209999
2012-08-22,24.190001000000002
2012-08-23,24.5
2012-08-24,24.65
2012-08-27,24.92
2012-08-28,25.09
2012-08-29,25.5
2012-08-30,25.370001000000002
2012-08-31,25.5
2012-09-04,25.57
2012-09-05,25.299999
2012-09-06,26.9
2012-09-07,26.639999
2012-09-10,26.0
2012-09-11,26.0
2012-09-12,26.52
2012-09-13,27.5
2012-09-14,28.190001000000002
2012-09-17,27.76
2012-09-18,27.280001000000002
2012-09-19,27.440001000000002
2012-09-20,27.549999
2012-09-21,28.65
2012-09-24,28.32
2012-09-25,27.57
2012-09-26,27.040001
2012-09-27,27.49
2012-09-28,27.01
2012-10-01,26.780001000000002
2012-10-02,27.1
2012-10-03,27.76
2012-10-04,27.98
2012-10-05,28.049999
2012-10-08,27.790001
2012-10-09,26.9
2012-10-10,26.9
2012-10-11,26.99
2012-10-12,27.030001000000002
2012-10-15,27.24
2012-10-16,27.879998999999998
2012-10-17,28.719998999999998
2012-10-18,29.27
2012-10-19,29.309998999999998
2012-10-22,28.139999
2012-10-23,26.969998999999998
2012-10-24,29.200001
2012-10-25,28.440001000000002
2012-10-26,27.709999
2012-10-31,28.440001000000002
2012-11-01,29.99
2012-11-02,29.42
2012-11-05,29.610001
2012-11-06,29.33
2012-11-07,29.030001000000002
2012-11-08,27.969998999999998
2012-11-09,27.99
2012-11-12,27.93
2012-11-13,28.209999
2012-11-14,27.389999
2012-11-15,26.879998999999998
2012-11-16,26.9
2012-11-19,27.99
2012-11-20,29.049999
2012-11-21,28.99
2012-11-23,29.440001000000002
2012-11-26,28.75
2012-11-27,28.48
2012-11-28,28.799999
2012-11-29,29.66
2012-11-30,29.99
2012-12-03,29.75
2012-12-04,30.0
2012-12-05,29.139999
2012-12-06,29.049999
2012-12-07,28.959999
2012-12-10,28.75
2012-12-11,28.76
2012-12-12,29.67
2012-12-13,29.530001000000002
2012-12-14,29.32
2012-12-17,29.690001000000002
2012-12-18,30.139999
2012-12-19,30.01
2012-12-20,30.33
2012-12-21,29.92
2012-12-24,29.790001
2012-12-26,28.99
2012-12-27,29.129998999999998
2012-12-28,28.85
2012-12-31,29.219998999999998
2013-01-02,30.73
2013-01-03,30.59
2013-01-04,30.889999
2013-01-07,30.889999
2013-01-08,31.219998999999998
2013-01-09,31.549999
2013-01-10,31.25
2013-01-11,31.52
2013-01-14,31.0
2013-01-15,31.0
2013-01-16,30.870001000000002
2013-01-17,31.17
2013-01-18,31.690001000000002
2013-01-22,31.780001000000002
2013-01-23,31.950001
2013-01-24,32.080002
2013-01-25,32.380001
2013-01-28,32.279999
2013-01-29,32.709998999999996
2013-01-30,32.34
2013-01-31,32.740002000000004
2013-02-01,33.099998
2013-02-04,32.43
2013-02-05,32.360001000000004
2013-02-06,32.799999
2013-02-07,33.25
2013-02-08,33.610001000000004
2013-02-11,33.549999
2013-02-12,34.599998
2013-02-13,34.619999
2013-02-14,34.220001
2013-02-15,34.029999
2013-02-19,33.900002
2013-02-20,32.560001
2013-02-21,33.419998
2013-02-22,34.130001
2013-02-25,33.099998
2013-02-26,33.900002
2013-02-27,34.549999
2013-02-28,34.549999
2013-03-01,34.369999
2013-03-04,34.919998
2013-03-05,35.470001
2013-03-06,36.040001000000004
2013-03-07,35.849998
2013-03-08,36.02
2013-03-11,35.849998
2013-03-12,35.59
2013-03-13,35.959998999999996
2013-03-14,36.330002
2013-03-15,36.349998
2013-03-18,36.259997999999996
2013-03-19,36.369999
2013-03-20,37.669998
2013-03-21,36.290001000000004
2013-03-22,36.68
2013-03-25,37.110001000000004
2013-03-26,36.73
2013-03-27,36.740002000000004
2013-03-28,37.43
2013-04-01,36.23
2013-04-02,35.68
2013-04-03,34.580002
2013-04-04,34.25
2013-04-05,34.43
2013-04-08,35.150002
2013-04-09,35.09
2013-04-10,35.560001
2013-04-11,36.18
2013-04-12,36.700001
2013-04-15,34.450001
2013-04-16,35.48
2013-04-17,34.790001000000004
2013-04-18,35.060001
2013-04-19,36.459998999999996
2013-04-22,36.299999
2013-04-23,36.709998999999996
2013-04-24,36.240002000000004
2013-04-25,36.66
2013-04-26,36.759997999999996
2013-04-29,36.450001
2013-04-30,36.389998999999996
2013-05-01,36.259997999999996
2013-05-02,37.43
2013-05-03,39.720001
2013-05-06,40.130001
2013-05-07,40.669998
2013-05-08,40.459998999999996
2013-05-09,40.529999
2013-05-10,40.73
2013-05-13,41.32
2013-05-14,42.560001
2013-05-15,43.52
2013-05-16,42.790001000000004
2013-05-17,43.540001000000004
2013-05-20,43.34
2013-05-21,43.419998
2013-05-22,42.939999
2013-05-23,42.689999
2013-05-24,42.759997999999996
2013-05-28,43.259997999999996
2013-05-29,42.189999
2013-05-30,42.619999
2013-05-31,42.279999
2013-06-03,41.73
2013-06-04,40.369999
2013-06-05,38.919998
2013-06-06,38.98
2013-06-07,40.060001
2013-06-10,39.029999
2013-06-11,38.619999
2013-06-12,38.400002
2013-06-13,39.5
2013-06-14,40.099998
2013-06-17,41.27
2013-06-18,41.91
2013-06-19,41.400002
2013-06-20,38.669998
2013-06-21,37.82
2013-06-24,36.900002
2013-06-25,38.02
2013-06-26,38.07
2013-06-27,38.970001
2013-06-28,38.740002000000004
2013-07-01,39.27
2013-07-02,38.779999
2013-07-03,39.25
2013-07-05,39.560001
2013-07-08,39.27
2013-07-09,39.73
2013-07-10,39.82
2013-07-11,41.91
2013-07-12,42.290001000000004
2013-07-15,41.580002
2013-07-16,41.119999
2013-07-17,41.049999
2013-07-18,41.060001
2013-07-19,41.439999
2013-07-22,42.41
2013-07-23,42.389998999999996
2013-07-24,41.650002
2013-07-25,41.41
2013-07-26,41.650002
2013-07-29,40.959998999999996
2013-07-30,41.099998
2013-07-31,41.310001
2013-08-01,41.880001
2013-08-02,42.5
2013-08-05,41.75
2013-08-06,40.0
2013-08-07,38.799999
2013-08-08,38.599998
2013-08-09,38.25
2013-08-12,37.900002
2013-08-13,37.299999
2013-08-14,37.009997999999996
2013-08-15,37.849998
2013-08-16,37.98
2013-08-19,37.470001
2013-08-20,38.419998
2013-08-21,38.82
2013-08-22,38.75
2013-08-23,37.889998999999996
2013-08-26,38.23
2013-08-27,36.950001
2013-08-28,36.970001
2013-08-29,37.459998999999996
2013-08-30,36.84
2013-09-03,36.790001000000004
2013-09-04,36.720001
2013-09-05,37.09
2013-09-06,37.84
2013-09-09,39.810001
2013-09-10,40.889998999999996
2013-09-11,40.740002000000004
2013-09-12,40.889998999999996
2013-09-13,40.830002
2013-09-16,41.400002
2013-09-17,41.619999
2013-09-18,43.23
2013-09-19,42.150002
2013-09-20,41.200001
2013-09-23,40.77
2013-09-24,40.900002
2013-09-25,40.889998999999996
2013-09-26,40.900002
2013-09-27,41.599998
2013-09-30,41.630001
2013-10-01,42.650002
2013-10-02,42.740002000000004
2013-10-03,42.459998999999996
2013-10-04,42.529999
2013-10-07,41.279999
2013-10-08,39.619999
2013-10-09,39.25
2013-10-10,40.0
2013-10-11,40.740002000000004
2013-10-14,40.040001000000004
2013-10-15,38.509997999999996
2013-10-16,38.25
2013-10-17,38.439999
2013-10-18,39.029999
2013-10-21,38.860001000000004
2013-10-22,40.73
2013-10-23,40.349998
2013-10-24,42.700001
2013-10-25,43.41
2013-10-28,43.060001
2013-10-29,43.48
2013-10-30,43.5
2013-10-31,43.080002
2013-11-01,42.490002000000004
2013-11-04,42.82
2013-11-05,42.09
2013-11-06,41.849998
2013-11-07,41.080002
2013-11-08,40.830002
2013-11-11,40.599998
2013-11-12,40.580002
2013-11-13,41.369999
2013-11-14,42.279999
2013-11-15,42.240002000000004
2013-11-18,41.720001
2013-11-19,41.889998999999996
2013-11-20,41.880001
2013-11-21,43.25
2013-11-22,42.700001
2013-11-25,42.689999
2013-11-26,43.75
2013-11-27,44.07
2013-11-29,43.599998
2013-12-02,42.419998
2013-12-03,42.150002
2013-12-04,41.75
2013-12-05,41.790001000000004
2013-12-06,42.34
2013-12-09,42.650002
2013-12-10,42.939999
2013-12-11,42.369999
2013-12-12,42.459998999999996
2013-12-13,42.509997999999996
2013-12-16,42.700001
2013-12-17,42.099998
2013-12-18,43.509997999999996
2013-12-19,43.27
2013-12-20,44.060001
2013-12-23,44.990002000000004
2013-12-24,45.259997999999996
2013-12-26,45.23
2013-12-27,44.91
2013-12-30,45.529999
2013-12-31,45.700001
2014-01-02,45.43
2014-01-03,45.580002
2014-01-06,44.950001
2014-01-07,45.34
2014-01-08,45.549999
2014-01-09,45.849998
2014-01-10,46.790001000000004
2014-01-13,46.34
2014-01-14,47.650002
2014-01-15,47.830002
2014-01-16,47.139998999999996
2014-01-17,46.560001
2014-01-21,47.150002
2014-01-22,47.75
2014-01-23,47.59
2014-01-24,45.639998999999996
2014-01-27,45.330002
2014-01-28,46.389998999999996
2014-01-29,45.650002
2014-01-30,43.209998999999996
2014-01-31,45.060001
2014-02-03,42.450001
2014-02-04,43.130001
2014-02-05,43.360001000000004
2014-02-06,44.43
2014-02-07,44.98
2014-02-10,44.060001
2014-02-11,44.82
2014-02-12,45.52
2014-02-13,45.16
2014-02-14,45.880001
2014-02-18,45.849998
2014-02-19,45.610001000000004
2014-02-20,45.529999
2014-02-21,44.98
2014-02-24,44.73
2014-02-25,44.810001
2014-02-26,46.529999
2014-02-27,47.080002
2014-02-28,46.740002000000004
2014-03-03,45.970001
2014-03-04,46.84
2014-03-05,46.830002
