Date,PAGP
2013-10-16,58.66666800000001
2013-10-17,58.799999
2013-10-18,58.400002
2013-10-21,58.133334999999995
2013-10-22,57.360001000000004
2013-10-23,57.466667
2013-10-24,60.133334999999995
2013-10-25,60.799999
2013-10-28,59.573333999999996
2013-10-29,59.599998
2013-10-30,59.413334
2013-10-31,59.439999
2013-11-01,60.506668000000005
2013-11-04,61.759997999999996
2013-11-05,61.093334
2013-11-06,61.733334
2013-11-07,62.0
2013-11-08,62.053332999999995
2013-11-11,61.119999
2013-11-12,61.093334
2013-11-13,60.906666
2013-11-14,60.933333999999995
2013-11-15,59.946667000000005
2013-11-18,60.080002
2013-11-19,59.253333999999995
2013-11-20,59.706665
2013-11-21,60.48
2013-11-22,61.040001000000004
2013-11-25,61.173331999999995
2013-11-26,61.119999
2013-11-27,62.186668000000004
2013-11-29,62.66666800000001
2013-12-02,62.693332999999996
2013-12-03,63.066666000000005
2013-12-04,63.173331999999995
2013-12-05,63.84
2013-12-06,64.933334
2013-12-09,65.066666
2013-12-10,64.959999
2013-12-11,64.986664
2013-12-12,64.959999
2013-12-13,65.466667
2013-12-16,64.480003
2013-12-17,64.160004
2013-12-18,65.519997
2013-12-19,66.21333299999999
2013-12-20,67.333336
2013-12-23,68.533333
2013-12-24,69.41333
2013-12-26,70.85333299999999
2013-12-27,71.013336
2013-12-30,71.14666700000001
2013-12-31,71.38666500000001
2014-01-02,69.86666899999999
2014-01-03,69.333336
2014-01-06,69.333336
2014-01-07,69.14666700000001
2014-01-08,69.626663
2014-01-09,71.253334
2014-01-10,70.933334
2014-01-13,70.85333299999999
2014-01-14,70.800003
2014-01-15,70.18666800000001
2014-01-16,70.13333100000001
2014-01-17,69.41333
2014-01-21,69.38666500000001
2014-01-22,69.38666500000001
2014-01-23,69.066666
2014-01-24,67.17333199999999
2014-01-27,66.21333299999999
2014-01-28,66.18666800000001
2014-01-29,66.053337
2014-01-30,68.0
2014-01-31,67.78666700000001
2014-02-03,67.91999799999999
2014-02-04,68.773331
2014-02-05,68.800003
2014-02-06,68.986664
2014-02-07,70.426666
2014-02-10,71.38666500000001
2014-02-11,73.573334
2014-02-12,73.17333199999999
2014-02-13,72.746666
2014-02-14,73.333336
2014-02-18,75.466667
2014-02-19,75.73333000000001
2014-02-20,74.239998
2014-02-21,73.706665
2014-02-24,72.02666500000001
2014-02-25,72.08000200000001
2014-02-26,73.599998
2014-02-27,73.81333199999999
2014-02-28,74.666664
2014-03-03,74.13333100000001
2014-03-04,74.666664
2014-03-05,74.480003
2014-03-06,74.773331
2014-03-07,74.559998
2014-03-10,73.86666899999999
2014-03-11,73.279999
2014-03-12,73.279999
2014-03-13,72.666664
2014-03-14,75.040001
2014-03-17,75.41333
2014-03-18,75.360001
2014-03-19,75.040001
2014-03-20,74.800003
2014-03-21,76.61333499999999
2014-03-24,76.666664
2014-03-25,76.82666800000001
2014-03-26,76.666664
2014-03-27,73.97333499999999
2014-03-28,74.453331
2014-03-31,74.61333499999999
2014-04-01,75.68
2014-04-02,76.58667
2014-04-03,77.040001
2014-04-04,76.879997
2014-04-07,74.666664
2014-04-08,72.986664
2014-04-09,75.333336
2014-04-10,75.066666
2014-04-11,73.893333
2014-04-14,74.0
2014-04-15,73.519997
2014-04-16,74.13333100000001
2014-04-17,73.41333
2014-04-21,73.493332
2014-04-22,73.199997
2014-04-23,74.61333499999999
2014-04-24,73.86666899999999
2014-04-25,72.746666
2014-04-28,72.800003
2014-04-29,73.91999799999999
2014-04-30,73.519997
2014-05-01,74.13333100000001
2014-05-02,73.599998
2014-05-05,73.760002
2014-05-06,76.0
2014-05-07,77.279999
2014-05-08,75.81333199999999
2014-05-09,74.160004
2014-05-12,74.666664
2014-05-13,73.760002
2014-05-14,75.279999
2014-05-15,74.18666800000001
2014-05-16,74.933334
2014-05-19,74.426666
2014-05-20,73.81333199999999
2014-05-21,74.346664
2014-05-22,73.760002
2014-05-23,73.653336
2014-05-27,73.279999
2014-05-28,73.253334
2014-05-29,73.253334
2014-05-30,73.599998
2014-06-02,75.653336
2014-06-03,75.68
2014-06-04,76.666664
2014-06-05,76.373337
2014-06-06,76.986664
2014-06-09,78.13333100000001
2014-06-10,77.97333499999999
2014-06-11,76.639999
2014-06-12,76.0
2014-06-13,75.68
2014-06-16,76.58667
2014-06-17,77.760002
2014-06-18,77.253334
2014-06-19,77.41333
2014-06-20,78.533333
2014-06-23,80.373337
2014-06-24,79.066666
2014-06-25,79.86666899999999
2014-06-26,83.86666899999999
2014-06-27,83.86666899999999
2014-06-30,85.306664
2014-07-01,84.879997
2014-07-02,82.959999
2014-07-03,83.626663
2014-07-07,81.306664
2014-07-08,80.800003
2014-07-09,80.160004
2014-07-10,79.78666700000001
2014-07-11,79.893333
2014-07-14,80.08000200000001
2014-07-15,80.666664
2014-07-16,81.78666700000001
2014-07-17,80.58667
2014-07-18,80.800003
2014-07-21,83.440002
2014-07-22,82.666664
2014-07-23,82.533333
2014-07-24,82.106667
2014-07-25,82.533333
2014-07-28,83.14666700000001
2014-07-29,83.360001
2014-07-30,80.85333299999999
2014-07-31,79.226669
2014-08-01,79.41333
2014-08-04,79.013336
2014-08-05,77.599998
2014-08-06,77.599998
2014-08-07,76.800003
2014-08-08,77.626663
2014-08-11,78.639999
2014-08-12,79.86666899999999
2014-08-13,80.400002
2014-08-14,82.21333299999999
2014-08-15,81.41333
2014-08-18,80.959999
2014-08-19,81.279999
2014-08-20,81.493332
2014-08-21,80.800003
2014-08-22,80.480003
2014-08-25,80.426666
2014-08-26,80.666664
2014-08-27,82.160004
2014-08-28,81.68
