Date,TWTR
2013-11-07,44.900002
2013-11-08,41.650002
2013-11-11,42.900002
2013-11-12,41.900002
2013-11-13,42.599998
2013-11-14,44.689999
2013-11-15,43.98
2013-11-18,41.139998999999996
2013-11-19,41.75
2013-11-20,41.049999
2013-11-21,42.060001
2013-11-22,41.0
2013-11-25,39.060001
2013-11-26,40.18
2013-11-27,40.900002
2013-11-29,41.57
2013-12-02,40.779999
2013-12-03,41.369999
2013-12-04,43.689999
2013-12-05,45.619999
2013-12-06,44.950001
2013-12-09,49.139998999999996
2013-12-10,51.990002000000004
2013-12-11,52.34
2013-12-12,55.330002
2013-12-13,59.0
2013-12-16,56.610001000000004
2013-12-17,56.450001
2013-12-18,55.509997999999996
2013-12-19,57.490002000000004
2013-12-20,60.009997999999996
2013-12-23,64.540001
2013-12-24,69.959999
2013-12-26,73.309998
2013-12-27,63.75
2013-12-30,60.509997999999996
2013-12-31,63.650002
2014-01-02,67.5
2014-01-03,69.0
2014-01-06,66.290001
2014-01-07,61.459998999999996
2014-01-08,59.290001000000004
2014-01-09,57.049999
2014-01-10,57.0
2014-01-13,57.82
2014-01-14,58.209998999999996
2014-01-15,61.57
2014-01-16,60.57
2014-01-17,62.200001
2014-01-21,62.529999
2014-01-22,62.439999
2014-01-23,62.799999
2014-01-24,61.740002000000004
2014-01-27,57.91
2014-01-28,60.439999
2014-01-29,59.450001
2014-01-30,63.470001
2014-01-31,64.5
2014-02-03,65.25
2014-02-04,66.32
2014-02-05,65.970001
2014-02-06,50.029999
2014-02-07,54.349998
2014-02-10,52.919998
2014-02-11,54.0
2014-02-12,56.849998
2014-02-13,56.470001
2014-02-14,57.439999
2014-02-18,58.18
2014-02-19,55.5
2014-02-20,56.630001
2014-02-21,55.919998
2014-02-24,55.779999
2014-02-25,54.959998999999996
2014-02-26,55.869999
2014-02-27,55.77
2014-02-28,54.91
2014-03-03,53.709998999999996
2014-03-04,54.279999
2014-03-05,54.380001
2014-03-06,54.830002
2014-03-07,53.529999
2014-03-10,53.880001
2014-03-11,54.02
2014-03-12,54.5
2014-03-13,53.57
2014-03-14,51.919998
2014-03-17,52.049999
2014-03-18,51.130001
2014-03-19,51.240002000000004
2014-03-20,50.119999
2014-03-21,50.919998
2014-03-24,48.77
2014-03-25,47.880001
2014-03-26,44.43
2014-03-27,46.32
2014-03-28,47.299999
2014-03-31,46.669998
2014-04-01,46.98
2014-04-02,45.73
2014-04-03,44.049999
2014-04-04,43.139998999999996
2014-04-07,42.450001
2014-04-08,41.779999
2014-04-09,42.490002000000004
2014-04-10,41.34
2014-04-11,40.049999
2014-04-14,40.869999
2014-04-15,45.52
2014-04-16,44.419998
2014-04-17,45.009997999999996
2014-04-21,46.130001
2014-04-22,46.02
2014-04-23,45.950001
2014-04-24,44.82
2014-04-25,41.610001000000004
2014-04-28,40.73
2014-04-29,42.619999
2014-04-30,38.970001
2014-05-01,39.09
2014-05-02,39.02
2014-05-05,38.75
2014-05-06,31.85
2014-05-07,30.66
2014-05-08,31.959999
2014-05-09,32.049999
2014-05-12,33.939999
2014-05-13,33.389998999999996
2014-05-14,32.849998
2014-05-15,32.77
2014-05-16,32.259997999999996
2014-05-19,32.07
2014-05-20,31.77
2014-05-21,31.75
2014-05-22,31.52
2014-05-23,30.5
2014-05-27,30.51
2014-05-28,33.77
2014-05-29,34.0
2014-05-30,32.439999
2014-06-02,31.75
2014-06-03,32.580002
2014-06-04,32.900002
2014-06-05,33.889998999999996
2014-06-06,33.330002
2014-06-09,34.470001
2014-06-10,35.369999
2014-06-11,35.540001000000004
2014-06-12,36.790001000000004
2014-06-13,36.900002
2014-06-16,38.02
2014-06-17,38.02
2014-06-18,38.740002000000004
2014-06-19,38.900002
2014-06-20,39.240002000000004
2014-06-23,39.52
2014-06-24,38.48
2014-06-25,39.459998999999996
2014-06-26,41.439999
2014-06-27,40.93
2014-06-30,40.970001
2014-07-01,42.049999
2014-07-02,41.77
2014-07-03,41.330002
2014-07-07,40.23
2014-07-08,37.41
2014-07-09,38.060001
2014-07-10,37.84
2014-07-11,38.330002
2014-07-14,38.310001
2014-07-15,37.880001
2014-07-16,37.43
2014-07-17,36.869999
2014-07-18,37.049999
2014-07-21,38.049999
2014-07-22,37.650002
2014-07-23,37.75
2014-07-24,38.709998999999996
2014-07-25,38.16
2014-07-28,37.93
2014-07-29,38.59
2014-07-30,46.299999
2014-07-31,45.189999
2014-08-01,44.130001
2014-08-04,43.470001
2014-08-05,43.830002
2014-08-06,43.459998999999996
2014-08-07,43.0
2014-08-08,43.130001
2014-08-11,43.27
2014-08-12,43.810001
2014-08-13,44.150002
2014-08-14,45.330002
2014-08-15,44.759997999999996
2014-08-18,45.119999
2014-08-19,45.09
2014-08-20,45.060001
2014-08-21,45.110001000000004
2014-08-22,45.98
2014-08-25,46.099998
