Date,LEA
2009-11-09,28.125
2009-11-10,28.475
2009-11-11,30.125
2009-11-12,31.85
2009-11-13,32.5
2009-11-16,33.494999
2009-11-17,33.41
2009-11-18,32.875
2009-11-19,31.75
2009-11-20,31.875
2009-11-23,32.0
2009-11-24,31.85
2009-11-25,31.950001
2009-11-27,31.75
2009-11-30,31.495001000000002
2009-12-01,31.555
2009-12-02,31.504998999999998
2009-12-03,31.465
2009-12-04,31.51
2009-12-07,31.424999
2009-12-08,31.32
2009-12-09,31.4
2009-12-10,31.129998999999998
2009-12-11,31.445
2009-12-14,31.5
2009-12-15,32.560001
2009-12-16,33.005001
2009-12-17,33.630001
2009-12-18,34.235001000000004
2009-12-21,34.150002
2009-12-22,34.139998999999996
2009-12-23,34.0
2009-12-24,33.974998
2009-12-28,34.119999
2009-12-29,34.290001000000004
2009-12-30,34.025002
2009-12-31,33.82
2010-01-04,34.68
2010-01-05,35.865002000000004
2010-01-06,36.209998999999996
2010-01-07,36.105
2010-01-08,36.240002000000004
2010-01-11,36.064999
2010-01-12,35.514998999999996
2010-01-13,35.669998
2010-01-14,35.695
2010-01-15,35.625
2010-01-19,35.5
2010-01-20,35.525002
2010-01-21,35.049999
2010-01-22,34.5
2010-01-25,34.950001
2010-01-26,35.0
2010-01-27,34.525002
2010-01-28,34.560001
2010-01-29,34.400002
2010-02-01,35.060001
2010-02-02,35.48
2010-02-03,36.959998999999996
2010-02-04,35.610001000000004
2010-02-05,34.325001
2010-02-08,35.095001
2010-02-09,35.494999
2010-02-10,35.25
2010-02-11,35.380001
2010-02-12,35.150002
2010-02-16,35.720001
2010-02-17,35.215
2010-02-18,35.035
2010-02-19,35.150002
2010-02-22,35.27
2010-02-23,34.834998999999996
2010-02-24,34.755001
2010-02-25,34.450001
2010-02-26,34.634997999999996
2010-03-01,35.619999
2010-03-02,36.080002
2010-03-03,36.404999
2010-03-04,36.115002000000004
2010-03-05,36.875
2010-03-08,37.099998
2010-03-09,36.924999
2010-03-10,36.915001000000004
2010-03-11,36.869999
2010-03-12,37.150002
2010-03-15,37.060001
2010-03-16,37.0
2010-03-17,37.904999
2010-03-18,37.974998
2010-03-19,38.869999
2010-03-22,39.575001
2010-03-23,40.0
2010-03-24,39.849998
2010-03-25,40.075001
2010-03-26,40.924999
2010-03-29,40.599998
2010-03-30,40.150002
2010-03-31,39.674999
2010-04-01,40.235001000000004
2010-04-05,40.150002
2010-04-06,40.705002
2010-04-07,40.5
2010-04-08,40.404999
2010-04-09,40.355
2010-04-12,40.355
2010-04-13,40.400002
2010-04-14,41.209998999999996
2010-04-15,41.889998999999996
2010-04-16,41.509997999999996
2010-04-19,41.0
2010-04-20,41.669998
2010-04-21,41.52
2010-04-22,41.375
2010-04-23,41.950001
2010-04-26,41.875
2010-04-27,39.98
2010-04-28,39.985001000000004
2010-04-29,40.764998999999996
2010-04-30,40.59
2010-05-03,40.91
2010-05-04,39.279999
2010-05-05,38.48
2010-05-06,37.035
2010-05-07,36.25
2010-05-10,37.744999
2010-05-11,37.060001
2010-05-12,37.900002
2010-05-13,37.650002
2010-05-14,36.75
2010-05-17,35.275002
2010-05-18,35.035
2010-05-19,34.759997999999996
2010-05-20,33.145
2010-05-21,33.445
2010-05-24,33.314999
2010-05-25,32.865002000000004
2010-05-26,33.060001
2010-05-27,34.014998999999996
2010-05-28,33.834998999999996
2010-06-01,33.400002
2010-06-02,33.759997999999996
2010-06-03,35.259997999999996
2010-06-04,33.584998999999996
2010-06-07,33.060001
2010-06-08,32.68
2010-06-09,32.23
2010-06-10,33.130001
2010-06-11,33.215
2010-06-14,34.150002
2010-06-15,35.205002
2010-06-16,35.43
2010-06-17,35.134997999999996
2010-06-18,36.049999
2010-06-21,36.305
2010-06-22,35.555
2010-06-23,35.509997999999996
2010-06-24,35.125
2010-06-25,35.375
2010-06-28,35.244999
2010-06-29,33.830002
2010-06-30,33.099998
2010-07-01,32.365002000000004
2010-07-02,31.99
2010-07-06,31.805
2010-07-07,32.73
2010-07-08,33.285
2010-07-09,34.095001
2010-07-12,33.490002000000004
2010-07-13,34.540001000000004
2010-07-14,34.955002
2010-07-15,35.080002
2010-07-16,34.014998999999996
2010-07-19,34.285
2010-07-20,34.514998999999996
2010-07-21,34.93
2010-07-22,36.240002000000004
2010-07-23,37.459998999999996
2010-07-26,37.724998
2010-07-27,38.02
2010-07-28,37.860001000000004
2010-07-29,38.625
2010-07-30,39.084998999999996
2010-08-02,39.395
2010-08-03,39.084998999999996
2010-08-04,39.775002
2010-08-05,40.525002
2010-08-06,40.650002
2010-08-09,40.529999
2010-08-10,40.125
2010-08-11,39.674999
2010-08-12,38.904999
2010-08-13,39.014998999999996
2010-08-16,39.240002000000004
2010-08-17,39.959998999999996
2010-08-18,39.919998
