Date,AROC
2009-01-22,20.23
2009-01-23,21.870001000000002
2009-01-26,21.799999
2009-01-27,22.34
2009-01-28,23.139999
2009-01-29,22.389999
2009-01-30,22.16
2009-02-02,22.15
2009-02-03,22.040001
2009-02-04,22.65
2009-02-05,23.58
2009-02-06,23.59
2009-02-09,24.01
2009-02-10,22.75
2009-02-11,22.360001
2009-02-12,22.290001
2009-02-13,22.67
2009-02-17,20.92
2009-02-18,20.59
2009-02-19,20.74
2009-02-20,20.16
2009-02-23,18.690001000000002
2009-02-24,18.77
2009-02-25,17.99
2009-02-26,17.879998999999998
2009-02-27,18.1
2009-03-02,16.379998999999998
2009-03-03,15.84
2009-03-04,16.139999
2009-03-05,15.45
2009-03-06,14.91
2009-03-09,15.09
2009-03-10,16.51
2009-03-11,15.93
2009-03-12,16.33
2009-03-13,15.78
2009-03-16,15.7
2009-03-17,16.17
2009-03-18,16.530001000000002
2009-03-19,17.27
2009-03-20,16.219998999999998
2009-03-23,17.540001
2009-03-24,16.959999
2009-03-25,16.889999
2009-03-26,17.440001000000002
2009-03-27,17.0
2009-03-30,16.09
2009-03-31,16.02
2009-04-01,15.97
2009-04-02,16.43
2009-04-03,17.33
2009-04-06,17.65
2009-04-07,17.209999
2009-04-08,17.83
2009-04-09,19.059998999999998
2009-04-13,19.34
2009-04-14,19.540001
2009-04-15,19.91
2009-04-16,21.27
2009-04-17,21.91
2009-04-20,20.0
2009-04-21,20.18
2009-04-22,20.51
2009-04-23,20.9
2009-04-24,21.559998999999998
2009-04-27,21.15
2009-04-28,21.58
2009-04-29,22.17
2009-04-30,20.65
2009-05-01,20.01
2009-05-04,21.27
2009-05-05,22.09
2009-05-06,23.4
2009-05-07,20.01
2009-05-08,19.51
2009-05-11,19.129998999999998
2009-05-12,19.58
2009-05-13,18.09
2009-05-14,18.34
2009-05-15,17.620001000000002
2009-05-18,18.42
2009-05-19,19.139999
2009-05-20,18.969998999999998
2009-05-21,18.299999
2009-05-22,18.18
2009-05-26,18.889999
2009-05-27,18.879998999999998
2009-05-28,19.25
2009-05-29,19.91
2009-06-01,21.16
2009-06-02,21.209999
2009-06-03,19.83
2009-06-04,18.67
2009-06-05,18.299999
2009-06-08,18.02
2009-06-09,18.379998999999998
2009-06-10,18.700001
2009-06-11,18.75
2009-06-12,18.209999
2009-06-15,17.6
2009-06-16,17.01
2009-06-17,16.049999
2009-06-18,16.08
2009-06-19,16.01
2009-06-22,15.12
2009-06-23,15.5
2009-06-24,14.91
2009-06-25,15.76
2009-06-26,16.639999
2009-06-29,16.209999
2009-06-30,16.040001
2009-07-01,16.049999
2009-07-02,15.13
2009-07-06,14.76
2009-07-07,14.32
2009-07-08,14.2
2009-07-09,14.36
2009-07-10,14.38
2009-07-13,14.34
2009-07-14,15.07
2009-07-15,15.89
2009-07-16,16.42
2009-07-17,16.57
2009-07-20,16.809998999999998
2009-07-21,16.809998999999998
2009-07-22,16.84
2009-07-23,17.24
2009-07-24,17.309998999999998
2009-07-27,17.65
2009-07-28,17.139999
2009-07-29,16.719998999999998
2009-07-30,17.26
2009-07-31,17.389999
2009-08-03,18.15
2009-08-04,17.700001
2009-08-05,17.51
2009-08-06,18.23
2009-08-07,17.68
2009-08-10,17.290001
2009-08-11,16.780001000000002
2009-08-12,16.93
2009-08-13,17.76
2009-08-14,17.24
2009-08-17,16.27
2009-08-18,16.629998999999998
2009-08-19,16.83
2009-08-20,17.049999
2009-08-21,17.84
2009-08-24,17.940001000000002
2009-08-25,17.33
2009-08-26,17.34
2009-08-27,18.200001
2009-08-28,18.389999
2009-08-31,18.030001000000002
2009-09-01,17.370001000000002
2009-09-02,16.77
2009-09-03,16.790001
2009-09-04,16.950001
2009-09-08,18.52
2009-09-09,19.15
2009-09-10,20.469998999999998
2009-09-11,22.82
2009-09-14,22.629998999999998
2009-09-15,24.01
2009-09-16,25.26
2009-09-17,24.459999
2009-09-18,24.549999
2009-09-21,24.860001
2009-09-22,25.940001000000002
2009-09-23,24.559998999999998
2009-09-24,23.700001
2009-09-25,23.41
2009-09-28,24.01
2009-09-29,23.68
2009-09-30,23.74
2009-10-01,22.75
2009-10-02,22.540001
2009-10-05,23.139999
2009-10-06,23.32
2009-10-07,24.08
2009-10-08,24.620001000000002
2009-10-09,24.559998999999998
2009-10-12,25.129998999999998
2009-10-13,25.389999
2009-10-14,25.620001000000002
2009-10-15,25.9
2009-10-16,25.370001000000002
2009-10-19,25.07
2009-10-20,24.01
2009-10-21,24.129998999999998
2009-10-22,24.35
2009-10-23,23.799999
2009-10-26,22.790001
2009-10-27,22.77
2009-10-28,21.469998999999998
2009-10-29,22.15
2009-10-30,20.43
2009-11-02,20.24
2009-11-03,20.85
2009-11-04,20.969998999999998
2009-11-05,22.02
2009-11-06,21.709999
2009-11-09,23.049999
2009-11-10,23.030001000000002
2009-11-11,23.01
2009-11-12,22.42
2009-11-13,22.15
2009-11-16,22.41
2009-11-17,22.549999
2009-11-18,22.07
2009-11-19,21.33
2009-11-20,21.07
2009-11-23,21.200001
2009-11-24,21.709999
2009-11-25,21.690001000000002
2009-11-27,21.110001
2009-11-30,20.950001
2009-12-01,21.110001
2009-12-02,21.07
2009-12-03,20.709999
2009-12-04,21.08
2009-12-07,21.0
2009-12-08,20.82
2009-12-09,20.57
2009-12-10,20.610001
2009-12-11,20.75
2009-12-14,21.030001000000002
2009-12-15,21.200001
2009-12-16,21.49
2009-12-17,20.83
2009-12-18,20.290001
2009-12-21,20.950001
2009-12-22,20.950001
2009-12-23,20.74
2009-12-24,20.92
2009-12-28,21.200001
2009-12-29,21.360001
2009-12-30,21.35
2009-12-31,21.450001
2010-01-04,22.610001
2010-01-05,22.66
2010-01-06,23.32
2010-01-07,23.290001
2010-01-08,23.82
2010-01-11,23.18
2010-01-12,22.58
2010-01-13,22.379998999999998
2010-01-14,21.469998999999998
2010-01-15,21.34
2010-01-19,21.51
2010-01-20,20.82
2010-01-21,20.0
2010-01-22,20.299999
2010-01-25,21.1
2010-01-26,21.42
2010-01-27,21.17
2010-01-28,21.02
2010-01-29,20.280001000000002
2010-02-01,20.610001
2010-02-02,20.5
2010-02-03,20.049999
2010-02-04,19.6
2010-02-05,19.76
2010-02-08,19.49
2010-02-09,20.09
2010-02-10,20.309998999999998
2010-02-11,20.889999
2010-02-12,21.08
2010-02-16,21.389999
2010-02-17,21.83
2010-02-18,21.790001
2010-02-19,21.84
2010-02-22,21.73
2010-02-23,21.629998999999998
2010-02-24,21.93
2010-02-25,23.049999
2010-02-26,22.75
2010-03-01,23.549999
2010-03-02,24.09
2010-03-03,24.879998999999998
2010-03-04,24.309998999999998
2010-03-05,24.25
2010-03-08,24.870001000000002
2010-03-09,25.200001
2010-03-10,25.91
2010-03-11,26.030001000000002
2010-03-12,25.93
2010-03-15,26.15
2010-03-16,26.0
2010-03-17,26.15
2010-03-18,25.690001000000002
2010-03-19,25.139999
2010-03-22,25.129998999999998
2010-03-23,25.07
2010-03-24,25.1
2010-03-25,23.9
2010-03-26,23.860001
2010-03-29,24.309998999999998
2010-03-30,24.280001000000002
2010-03-31,24.17
2010-04-01,24.969998999999998
2010-04-05,25.549999
2010-04-06,25.84
2010-04-07,25.620001000000002
2010-04-08,25.860001
2010-04-09,26.52
2010-04-12,28.0
2010-04-13,27.950001
2010-04-14,28.48
2010-04-15,28.389999
2010-04-16,27.559998999999998
2010-04-19,27.26
2010-04-20,28.59
2010-04-21,29.25
2010-04-22,29.870001000000002
2010-04-23,30.049999
2010-04-26,29.52
2010-04-27,28.93
2010-04-28,29.129998999999998
2010-04-29,29.299999
2010-04-30,29.15
2010-05-03,29.68
2010-05-04,28.639999
2010-05-05,27.889999
2010-05-06,26.120001000000002
2010-05-07,24.9
2010-05-10,26.190001000000002
2010-05-11,26.58
2010-05-12,27.02
2010-05-13,26.969998999999998
2010-05-14,26.41
2010-05-17,25.940001000000002
2010-05-18,25.870001000000002
2010-05-19,25.84
2010-05-20,24.440001000000002
2010-05-21,24.719998999999998
2010-05-24,24.360001
2010-05-25,23.99
2010-05-26,23.83
2010-05-27,25.58
2010-05-28,25.5
2010-06-01,24.059998999999998
2010-06-02,25.120001000000002
2010-06-03,25.870001000000002
2010-06-04,25.18
2010-06-07,24.43
2010-06-08,24.35
2010-06-09,24.0
2010-06-10,25.59
2010-06-11,26.02
2010-06-14,26.34
2010-06-15,27.02
2010-06-16,27.309998999999998
2010-06-17,27.370001000000002
2010-06-18,27.82
2010-06-21,27.75
2010-06-22,27.040001
2010-06-23,26.73
2010-06-24,25.969998999999998
2010-06-25,26.639999
2010-06-28,26.58
2010-06-29,25.940001000000002
2010-06-30,25.809998999999998
2010-07-01,25.91
2010-07-02,25.280001000000002
2010-07-06,24.860001
2010-07-07,25.93
2010-07-08,26.58
2010-07-09,26.389999
2010-07-12,25.98
2010-07-13,25.879998999999998
2010-07-14,25.860001
2010-07-15,25.34
2010-07-16,24.709999
2010-07-19,24.809998999999998
2010-07-20,26.0
2010-07-21,25.58
2010-07-22,26.030001000000002
2010-07-23,26.309998999999998
2010-07-26,26.459999
2010-07-27,26.440001000000002
2010-07-28,25.99
2010-07-29,26.5
2010-07-30,26.67
2010-08-02,27.6
2010-08-03,27.6
2010-08-04,27.76
2010-08-05,25.969998999999998
2010-08-06,24.370001000000002
2010-08-09,24.059998999999998
2010-08-10,23.549999
2010-08-11,22.6
2010-08-12,22.57
2010-08-13,22.110001
2010-08-16,21.84
2010-08-17,23.030001000000002
2010-08-18,22.52
2010-08-19,21.790001
2010-08-20,21.34
2010-08-23,21.309998999999998
2010-08-24,20.57
2010-08-25,20.74
2010-08-26,21.08
2010-08-27,22.0
2010-08-30,22.15
2010-08-31,22.129998999999998
2010-09-01,22.950001
2010-09-02,22.93
2010-09-03,23.52
2010-09-07,23.200001
2010-09-08,23.33
2010-09-09,23.07
2010-09-10,22.73
2010-09-13,23.379998999999998
2010-09-14,23.48
2010-09-15,23.35
2010-09-16,22.74
2010-09-17,22.23
2010-09-20,22.629998999999998
2010-09-21,22.379998999999998
2010-09-22,22.469998999999998
2010-09-23,21.959999
2010-09-24,22.530001000000002
2010-09-27,21.65
2010-09-28,21.85
2010-09-29,22.5
2010-09-30,22.709999
2010-10-01,23.110001
2010-10-04,22.77
2010-10-05,23.969998999999998
2010-10-06,24.299999
2010-10-07,24.030001000000002
2010-10-08,24.190001000000002
2010-10-11,24.58
2010-10-12,24.559998999999998
2010-10-13,25.139999
2010-10-14,25.059998999999998
2010-10-15,25.360001
2010-10-18,25.07
2010-10-19,24.190001000000002
2010-10-20,24.9
2010-10-21,24.68
2010-10-22,25.139999
2010-10-25,25.129998999999998
2010-10-26,25.389999
2010-10-27,25.27
2010-10-28,25.120001000000002
2010-10-29,25.17
2010-11-01,25.389999
2010-11-02,25.5
2010-11-03,26.42
2010-11-04,24.190001000000002
2010-11-05,22.790001
2010-11-08,22.08
2010-11-09,22.190001000000002
2010-11-10,23.75
2010-11-11,23.549999
2010-11-12,23.17
2010-11-15,23.129998999999998
2010-11-16,23.1
2010-11-17,22.99
2010-11-18,23.309998999999998
2010-11-19,23.82
2010-11-22,23.450001
2010-11-23,22.969998999999998
2010-11-24,23.299999
2010-11-26,23.01
2010-11-29,23.08
2010-11-30,22.67
2010-12-01,22.99
2010-12-02,23.08
2010-12-03,23.24
2010-12-06,23.530001000000002
2010-12-07,23.01
2010-12-08,23.17
2010-12-09,23.58
2010-12-10,24.08
2010-12-13,23.73
2010-12-14,23.120001000000002
2010-12-15,22.76
2010-12-16,22.4
2010-12-17,23.0
2010-12-20,23.51
2010-12-21,24.07
2010-12-22,24.23
2010-12-23,24.23
2010-12-27,24.360001
2010-12-28,24.190001000000002
2010-12-29,24.1
2010-12-30,24.120001000000002
2010-12-31,23.950001
2011-01-03,23.790001
2011-01-04,23.59
2011-01-05,23.360001
2011-01-06,22.940001000000002
2011-01-07,23.0
2011-01-10,23.209999
2011-01-11,23.700001
2011-01-12,23.959999
2011-01-13,23.610001
2011-01-14,24.32
2011-01-18,24.889999
2011-01-19,24.43
2011-01-20,24.1
2011-01-21,23.530001000000002
2011-01-24,23.49
2011-01-25,23.24
2011-01-26,24.01
2011-01-27,24.18
2011-01-28,23.969998999999998
2011-01-31,24.809998999999998
2011-02-01,24.9
2011-02-02,24.809998999999998
2011-02-03,24.809998999999998
2011-02-04,24.799999
2011-02-07,24.780001000000002
2011-02-08,24.76
2011-02-09,24.4
2011-02-10,23.879998999999998
2011-02-11,23.709999
2011-02-14,23.67
2011-02-15,23.6
2011-02-16,23.76
2011-02-17,24.09
2011-02-18,23.33
2011-02-22,23.17
2011-02-23,23.15
2011-02-24,22.23
2011-02-25,22.33
2011-02-28,22.700001
2011-03-01,22.450001
2011-03-02,22.77
2011-03-03,22.969998999999998
2011-03-04,22.82
2011-03-07,22.629998999999998
2011-03-08,22.51
2011-03-09,22.51
2011-03-10,21.780001000000002
2011-03-11,21.799999
2011-03-14,21.809998999999998
2011-03-15,21.709999
2011-03-16,21.51
2011-03-17,21.93
2011-03-18,21.92
2011-03-21,23.35
2011-03-22,23.030001000000002
2011-03-23,23.18
2011-03-24,23.549999
2011-03-25,23.76
2011-03-28,23.719998999999998
2011-03-29,24.08
2011-03-30,24.24
2011-03-31,23.73
2011-04-01,23.99
2011-04-04,23.66
2011-04-05,23.219998999999998
2011-04-06,22.74
2011-04-07,22.620001000000002
2011-04-08,22.24
2011-04-11,22.25
2011-04-12,21.75
2011-04-13,21.9
2011-04-14,22.17
2011-04-15,22.440001000000002
2011-04-18,22.33
2011-04-19,22.49
2011-04-20,22.5
2011-04-21,22.469998999999998
2011-04-25,22.469998999999998
2011-04-26,22.290001
2011-04-27,21.879998999999998
2011-04-28,21.51
2011-04-29,21.709999
2011-05-02,21.790001
2011-05-03,21.870001000000002
2011-05-04,21.52
2011-05-05,21.23
2011-05-06,20.84
2011-05-09,21.24
2011-05-10,21.290001
2011-05-11,20.6
2011-05-12,20.620001000000002
2011-05-13,20.4
2011-05-16,19.940001000000002
2011-05-17,19.780001000000002
2011-05-18,20.389999
2011-05-19,20.200001
2011-05-20,20.290001
2011-05-23,19.91
2011-05-24,19.969998999999998
2011-05-25,20.780001000000002
2011-05-26,21.08
2011-05-27,21.540001
2011-05-31,21.549999
2011-06-01,20.540001
2011-06-02,20.32
2011-06-03,20.219998999999998
2011-06-06,19.77
2011-06-07,19.629998999999998
2011-06-08,20.07
2011-06-09,20.25
2011-06-10,20.0
2011-06-13,19.620001000000002
2011-06-14,20.24
2011-06-15,19.92
2011-06-16,19.91
2011-06-17,19.82
2011-06-20,19.719998999999998
2011-06-21,20.620001000000002
2011-06-22,20.85
2011-06-23,20.67
2011-06-24,20.030001000000002
2011-06-27,19.52
2011-06-28,19.57
2011-06-29,19.809998999999998
2011-06-30,19.83
2011-07-01,20.040001
2011-07-05,19.709999
2011-07-06,19.389999
2011-07-07,19.620001000000002
2011-07-08,19.219998999999998
2011-07-11,18.9
2011-07-12,18.92
2011-07-13,18.68
2011-07-14,18.49
2011-07-15,18.9
2011-07-18,18.66
2011-07-19,18.98
2011-07-20,18.809998999999998
2011-07-21,19.1
2011-07-22,19.059998999999998
2011-07-25,18.719998999999998
2011-07-26,18.889999
2011-07-27,18.34
2011-07-28,18.0
2011-07-29,18.48
2011-08-01,18.15
2011-08-02,17.620001000000002
2011-08-03,17.32
2011-08-04,13.85
2011-08-05,12.21
2011-08-08,10.97
2011-08-09,11.09
2011-08-10,10.63
2011-08-11,11.0
2011-08-12,11.39
2011-08-15,12.14
2011-08-16,11.82
2011-08-17,12.52
2011-08-18,11.28
2011-08-19,10.33
2011-08-22,10.03
2011-08-23,10.32
2011-08-24,10.44
2011-08-25,9.97
2011-08-26,10.27
2011-08-29,11.12
2011-08-30,11.58
2011-08-31,11.84
2011-09-01,11.54
2011-09-02,11.03
2011-09-06,10.62
2011-09-07,11.51
2011-09-08,11.26
2011-09-09,10.49
2011-09-12,10.6
2011-09-13,10.53
2011-09-14,10.5
2011-09-15,10.84
2011-09-16,10.59
2011-09-19,10.24
2011-09-20,9.96
2011-09-21,9.71
2011-09-22,8.54
2011-09-23,8.21
2011-09-26,9.11
2011-09-27,9.3
2011-09-28,8.87
2011-09-29,9.76
2011-09-30,9.72
2011-10-03,8.78
2011-10-04,8.99
2011-10-05,9.23
2011-10-06,9.49
2011-10-07,8.79
2011-10-10,8.85
2011-10-11,8.86
2011-10-12,9.13
2011-10-13,9.02
2011-10-14,9.41
2011-10-17,8.72
2011-10-18,9.27
2011-10-19,8.84
2011-10-20,9.0
2011-10-21,8.97
2011-10-24,9.38
2011-10-25,9.08
2011-10-26,9.07
2011-10-27,10.29
2011-10-28,10.4
2011-10-31,9.5
2011-11-01,9.18
2011-11-02,9.53
2011-11-03,11.5
2011-11-04,11.65
2011-11-07,11.67
2011-11-08,12.25
2011-11-09,11.54
2011-11-10,11.87
2011-11-11,12.56
2011-11-14,11.69
2011-11-15,11.99
2011-11-16,11.63
2011-11-17,10.59
2011-11-18,10.92
2011-11-21,10.6
2011-11-22,10.23
2011-11-23,9.9
2011-11-25,9.59
2011-11-28,10.3
2011-11-29,10.3
2011-11-30,11.46
2011-12-01,11.54
2011-12-02,11.43
2011-12-05,11.49
2011-12-06,11.44
2011-12-07,11.46
2011-12-08,10.57
2011-12-09,10.7
2011-12-12,10.21
2011-12-13,9.77
2011-12-14,9.2
2011-12-15,8.82
2011-12-16,8.75
2011-12-19,8.41
2011-12-20,9.17
2011-12-21,9.24
2011-12-22,9.54
2011-12-23,9.25
2011-12-27,9.27
2011-12-28,8.53
2011-12-29,8.82
2011-12-30,9.1
2012-01-03,9.79
2012-01-04,9.89
2012-01-05,9.2
2012-01-06,9.05
2012-01-09,8.97
2012-01-10,9.36
2012-01-11,9.29
2012-01-12,9.22
2012-01-13,9.06
2012-01-17,9.07
2012-01-18,9.9
2012-01-19,10.05
2012-01-20,9.74
2012-01-23,9.52
2012-01-24,9.41
2012-01-25,9.51
2012-01-26,8.89
2012-01-27,9.6
2012-01-30,9.48
2012-01-31,9.28
2012-02-01,9.25
2012-02-02,9.94
2012-02-03,10.22
2012-02-06,10.9
2012-02-07,11.2
2012-02-08,11.14
2012-02-09,10.93
2012-02-10,10.49
2012-02-13,11.78
2012-02-14,12.19
2012-02-15,11.97
2012-02-16,12.19
2012-02-17,12.59
2012-02-21,12.09
2012-02-22,12.11
2012-02-23,14.44
2012-02-24,14.41
2012-02-27,14.89
2012-02-28,14.84
2012-02-29,14.4
2012-03-01,14.44
2012-03-02,14.36
2012-03-05,13.7
2012-03-06,13.22
2012-03-07,13.73
2012-03-08,14.01
2012-03-09,13.92
2012-03-12,13.49
2012-03-13,13.84
2012-03-14,13.3
2012-03-15,13.49
2012-03-16,14.14
2012-03-19,14.25
2012-03-20,13.99
2012-03-21,13.83
2012-03-22,13.37
2012-03-23,14.01
2012-03-26,14.56
2012-03-27,13.72
2012-03-28,13.36
2012-03-29,13.14
2012-03-30,13.19
2012-04-02,13.55
2012-04-03,13.4
2012-04-04,13.19
2012-04-05,12.76
2012-04-09,12.52
2012-04-10,12.37
