Date,PAX
2018-04-16,6532.689941
2018-04-17,6576.959961
2018-04-18,6604.970215
2018-04-19,6609.939941
2018-04-20,6623.649902
2018-04-23,6638.850098
2018-04-24,6639.140136999999
2018-04-25,6599.75
2018-04-26,6647.209961
2018-04-27,6694.120117
2018-04-30,6728.870117
2018-05-01,2.94
2018-05-02,6750.490234000001
2018-05-03,6721.390137
2018-05-04,6745.040039
2018-05-07,6767.890137
2018-05-08,6772.149901999999
2018-05-09,6786.02002
2018-05-10,6805.040039
2018-05-11,6806.240234000001
2018-05-14,6803.97998
2018-05-15,6803.919922
2018-05-16,6819.470215
2018-05-17,6878.950195
2018-05-18,6871.069823999999
2018-05-21,6903.279785
2018-05-22,6905.220215
2018-05-23,6824.799805
2018-05-24,6813.600098000001
2018-05-25,6812.200195
2018-05-29,6691.100098
2018-05-30,6683.359863000001
2018-05-31,6664.660156
2018-06-01,6728.330078
2018-06-04,6749.209961
2018-06-05,6740.609863
2018-06-06,6728.629883
2018-06-07,6694.75
2018-06-08,6698.97998
2018-06-11,6723.22998
2018-06-12,6706.939941
2018-06-13,6723.799805
2018-06-14,6800.879883
2018-06-15,3.1
2018-06-18,6717.22998
2018-06-19,6648.160156
2018-06-20,6624.899902
2018-06-21,6568.359863000001
2018-06-22,6631.080078
2018-06-25,6515.029785
2018-06-26,6515.660156
2018-06-27,6559.379883
2018-06-28,6498.060059
2018-06-29,6549.259765999999
2018-07-02,6487.049805
2018-07-03,6530.970215
2018-07-05,6562.850098
2018-07-06,6583.669922
2018-07-09,6615.399902
2018-07-10,6660.600098
2018-07-11,6574.330078
2018-07-12,6637.060059
2018-07-13,6660.990234000001
2018-07-16,6644.27002
2018-07-17,6656.830078
2018-07-18,6687.799805
2018-07-19,6656.200195
2018-07-20,6635.859863000001
2018-07-23,6607.640136999999
2018-07-24,6668.279785
2018-07-25,6667.689941
2018-07-26,6709.149902
2018-07-27,6726.620117
2018-07-30,6710.439941
2018-07-31,6725.549805
2018-08-01,6714.299805
2018-08-02,6679.830078
2018-08-03,6712.069823999999
2018-08-06,6713.600098000001
2018-08-07,6760.990234000001
2018-08-08,6742.049805
2018-08-09,6755.240234000001
2018-08-10,6663.5
2018-08-13,6657.319824
2018-08-14,6652.0
2018-08-15,6545.319824
2018-08-16,6597.830078
2018-08-17,6589.660156
2018-08-20,6637.600098
2018-08-21,6667.850098
2018-08-22,6684.060059
2018-08-23,6686.180176
2018-08-24,6696.669922
2018-08-27,6751.299805
2018-08-28,6766.640137
2018-08-29,6782.439941
2018-08-30,6759.540039
2018-08-31,6680.450195
2018-09-04,6602.049805
2018-09-05,6496.660156
2018-09-06,6479.879883
2018-09-07,6498.129883
2018-09-10,6523.140136999999
2018-09-11,6533.220215
2018-09-12,6589.370117
2018-09-13,6574.22998
2018-09-14,6600.52002
2018-09-17,6594.140136999999
2018-09-18,6615.77002
2018-09-19,6633.790039
2018-09-20,6689.819824
2018-09-21,6745.759765999999
2018-09-24,3.2
2018-09-25,3.24
2018-09-26,3.05
2018-09-27,3.05
2018-09-28,3.37
2018-10-01,6750.080078
2018-10-02,6703.709961
2018-10-03,6726.310059
2018-10-04,6620.149902
2018-10-05,6558.589844
2018-10-08,6484.830078
2018-10-09,6493.609863000001
2018-10-10,6326.990234000001
2018-10-11,6219.790039
2018-10-12,6217.549805
2018-10-15,6203.040039
2018-10-16,6309.279785
2018-10-17,6293.180176
2018-10-18,6263.959961
2018-10-19,6229.490234000001
2018-10-22,6190.140136999999
2018-10-23,6077.370117
2018-10-24,6069.149902
2018-10-25,6158.649902
2018-10-26,6090.649902
2018-10-29,6118.029785
2018-10-30,6104.790039
2018-10-31,6240.339844
2018-11-01,6240.759765999999
2018-11-02,6280.75
2018-11-05,6261.490234000001
2018-11-06,6239.220215
2018-11-07,6312.390136999999
2018-11-08,6305.660156
2018-11-09,6266.810059
2018-11-12,6206.509765999999
2018-11-13,6256.830078
2018-11-14,6220.620117
2018-11-15,6164.930176
2018-11-16,3.4
2018-11-19,6092.220215
2018-11-20,6002.759765999999
2018-11-21,6064.060059
2018-11-23,6036.560059
2018-11-26,6091.450195
2018-11-27,6081.879883
2018-11-28,6084.759765999999
2018-11-29,6118.029785
2018-11-30,6096.339844
2018-12-03,6171.220215
2018-12-04,6110.089844
2018-12-06,5833.629883
2018-12-07,5876.22998
2018-12-10,5777.580078
2018-12-11,5858.169922
2018-12-12,5974.009765999999
2018-12-13,5964.319824
2018-12-14,5911.529785
2018-12-17,5845.459961
2018-12-18,5794.5
2018-12-19,5814.490234000001
2018-12-20,5710.629883
2018-12-21,5708.879883
2018-12-24,5636.200195
2018-12-26,3.13
2018-12-27,5602.549805
2018-12-28,5702.549805
2018-12-31,5773.75
2019-01-02,3.5
2019-01-03,3.5
2019-01-04,3.5
2019-01-07,3.53
2019-01-08,3.54
2019-01-09,3.54
2019-01-10,3.5
2019-01-11,3.55
2019-01-14,5845.379883
2019-01-15,5868.430176
2019-01-16,5896.939941
2019-01-17,5887.390136999999
2019-01-18,3.59
2019-01-22,5966.709961
2019-01-23,5958.620117
2019-01-24,5988.470215
2019-01-25,6053.379883
2019-01-28,3.67
2019-01-29,6048.169922
2019-01-30,6112.410156
2019-01-31,6123.279785
