Date,SBL
2010-03-02,270.399994
2010-03-03,17.4
2010-03-04,271.049988
2010-03-05,17.4
2010-03-08,14.8
2010-03-09,266.5
2010-03-10,260.0
2010-03-11,267.149994
2010-03-12,17.4
2010-03-15,17.4
2010-03-16,256.75
2010-03-17,260.0
2010-03-18,260.0
2010-03-19,17.4
2010-03-22,247.649994
2010-03-23,247.0
2010-03-24,17.4
2010-03-25,248.30000299999998
2010-03-26,14.9
2010-03-29,248.30000299999998
2010-03-30,260.649994
2010-03-31,17.4
2010-04-01,263.25
2010-04-05,259.350006
2010-04-06,243.75
2010-04-07,243.75
2010-04-08,248.30000299999998
2010-04-09,17.5
2010-04-12,256.100006
2010-04-13,260.0
2010-04-14,17.5
2010-04-15,254.80000299999998
2010-04-16,17.5
2010-04-19,17.5
2010-04-20,250.25
2010-04-21,245.69999700000002
2010-04-22,17.5
2010-04-23,17.5
2010-04-26,15.0
2010-04-27,215.149994
2010-04-28,215.80000299999998
2010-04-29,236.600006
2010-04-30,17.5
2010-05-03,17.5
2010-05-04,17.5
2010-05-05,17.49
2010-05-06,15.0
2010-05-07,15.0
2010-05-10,225.55000299999998
2010-05-11,246.350006
2010-05-12,258.700012
2010-05-13,258.049988
2010-05-14,17.5
2010-05-17,241.149994
2010-05-18,254.80000299999998
2010-05-19,263.899994
2010-05-20,262.600006
2010-05-21,17.5
2010-05-24,267.799988
2010-05-25,285.350006
2010-05-26,278.850006
2010-05-27,17.5
2010-05-28,17.5
2010-06-01,17.5
2010-06-02,268.450012
2010-06-03,278.850006
2010-06-04,17.5
2010-06-07,272.350006
2010-06-08,280.149994
2010-06-09,15.0
2010-06-10,289.25
2010-06-11,15.0
2010-06-14,268.450012
2010-06-15,273.649994
2010-06-16,276.25
2010-06-17,273.0
2010-06-18,15.0
2010-06-21,278.850006
2010-06-22,15.0
2010-06-23,273.649994
2010-06-24,15.0
2010-06-25,15.0
2010-06-28,265.850006
2010-06-29,262.600006
2010-06-30,266.5
2010-07-01,292.5
2010-07-02,15.0
2010-07-06,292.5
2010-07-07,15.0
2010-07-08,282.75
2010-07-09,15.0
2010-07-12,271.700012
2010-07-13,281.450012
2010-07-14,291.850006
2010-07-15,288.600006
2010-07-16,15.0
2010-07-19,269.75
2010-07-20,273.649994
2010-07-21,284.049988
2010-07-22,15.0
2010-07-23,15.0
2010-07-26,85.129997
2010-07-27,268.450012
2010-07-28,266.5
2010-07-29,271.049988
2010-07-30,84.129997
2010-08-02,274.950012
2010-08-03,267.799988
2010-08-04,268.450012
2010-08-05,267.149994
2010-08-06,17.65
2010-08-09,260.0
2010-08-10,256.100006
2010-08-11,260.649994
2010-08-12,247.0
2010-08-13,17.65
2010-08-16,242.44999700000002
2010-08-17,230.100006
2010-08-18,232.05000299999998
2010-08-19,228.149994
2010-08-20,17.65
2010-08-23,219.05000299999998
2010-08-24,17.65
2010-08-25,15.3
2010-08-26,217.100006
2010-08-27,17.65
2010-08-30,214.5
2010-08-31,203.449997
2010-09-01,203.449997
2010-09-02,207.350006
2010-09-03,17.65
2010-09-07,204.75
2010-09-08,205.399994
2010-09-09,204.75
2010-09-10,17.65
2010-09-13,198.899994
2010-09-14,199.550003
2010-09-15,195.649994
2010-09-16,203.449997
2010-09-17,17.75
2010-09-20,198.25
2010-09-21,195.0
2010-09-22,17.75
2010-09-23,202.800003
2010-09-24,17.75
2010-09-27,197.600006
2010-09-28,197.600006
2010-09-29,192.399994
2010-09-30,196.300003
2010-10-01,17.75
2010-10-04,198.25
2010-10-05,198.25
2010-10-06,199.550003
2010-10-07,203.449997
2010-10-08,10.49
2010-10-11,208.0
2010-10-12,208.0
2010-10-13,208.0
2010-10-14,208.0
2010-10-15,14.5
2010-10-18,14.5
2010-10-19,14.99
2010-10-20,14.43
2010-10-21,219.69999700000002
2010-10-22,14.5
2010-10-25,220.350006
2010-10-26,213.850006
2010-10-27,214.5
2010-10-28,214.5
2010-10-29,14.5
2010-11-01,213.19999700000002
2010-11-02,218.399994
2010-11-03,15.0
2010-11-04,14.5
2010-11-05,14.5
2010-11-08,14.0
2010-11-09,214.5
2010-11-10,14.0
2010-11-11,216.44999700000002
2010-11-12,14.0
2010-11-15,212.55000299999998
2010-11-16,216.44999700000002
2010-11-17,14.5
2010-11-18,216.44999700000002
2010-11-19,14.5
2010-11-22,211.25
2010-11-23,207.350006
2010-11-24,213.19999700000002
2010-11-26,14.5
2010-11-29,206.699997
2010-11-30,193.699997
2010-12-01,197.600006
2010-12-02,198.899994
2010-12-03,16.5
2010-12-06,198.899994
2010-12-07,196.300003
2010-12-08,199.550003
2010-12-09,202.149994
2010-12-10,16.5
2010-12-13,198.25
2010-12-14,196.300003
2010-12-15,195.0
2010-12-16,195.649994
2010-12-17,16.5
2010-12-20,195.0
2010-12-21,16.5
2010-12-22,202.149994
2010-12-23,201.5
2010-12-27,202.149994
2010-12-28,189.800003
2010-12-29,191.100006
2010-12-30,16.51
2010-12-31,16.51
2011-01-03,195.0
2011-01-04,17.0
2011-01-05,191.100006
2011-01-06,192.399994
2011-01-07,17.0
2011-01-10,193.699997
2011-01-11,196.300003
2011-01-12,193.699997
2011-01-13,199.550003
2011-01-14,17.049999
2011-01-18,195.0
2011-01-19,197.600006
2011-01-20,197.600006
2011-01-21,17.049999
2011-01-24,213.19999700000002
2011-01-25,16.620001000000002
2011-01-26,16.620001000000002
2011-01-27,213.19999700000002
2011-01-28,16.620001000000002
2011-01-31,205.399994
2011-02-01,202.800003
2011-02-02,198.25
2011-02-03,198.25
2011-02-04,17.0
2011-02-07,202.800003
2011-02-08,194.350006
2011-02-09,191.75
2011-02-10,192.399994
2011-02-11,17.0
2011-02-14,185.899994
2011-02-15,191.75
2011-02-16,195.649994
2011-02-17,196.949997
2011-02-18,17.0
2011-02-22,188.5
2011-02-23,187.850006
2011-02-24,185.25
2011-02-25,15.0
2011-02-28,176.149994
2011-03-01,176.800003
2011-03-02,14.5
2011-03-03,178.75
2011-03-04,15.0
2011-03-07,176.800003
2011-03-08,14.63
2011-03-09,174.850006
2011-03-10,176.800003
2011-03-11,14.63
2011-03-14,177.449997
2011-03-15,163.149994
2011-03-16,165.75
2011-03-17,169.0
2011-03-18,14.5
2011-03-21,169.0
2011-03-22,168.350006
2011-03-23,180.050003
2011-03-24,165.75
2011-03-25,14.5
2011-03-28,172.25
2011-03-29,157.949997
2011-03-30,160.550003
2011-03-31,159.25
2011-04-01,12.7
2011-04-04,164.449997
2011-04-05,164.449997
2011-04-06,153.399994
2011-04-07,168.350006
2011-04-08,14.0
2011-04-11,161.850006
2011-04-12,14.0
2011-04-13,174.199997
2011-04-14,13.95
2011-04-15,13.95
2011-04-18,14.9
2011-04-19,14.0
2011-04-20,170.949997
2011-04-21,167.699997
2011-04-25,14.0
2011-04-26,165.100006
2011-04-27,162.5
2011-04-28,162.5
2011-04-29,14.03
2011-05-02,154.050003
2011-05-03,14.2
2011-05-04,139.100006
2011-05-05,144.300003
2011-05-06,14.25
2011-05-09,141.699997
2011-05-10,151.449997
2011-05-11,152.75
2011-05-12,155.350006
2011-05-13,14.0
2011-05-16,13.6
2011-05-17,153.399994
2011-05-18,156.0
2011-05-19,155.350006
2011-05-20,15.0
2011-05-23,15.0
2011-05-24,155.350006
2011-05-25,14.3
2011-05-26,154.699997
2011-05-27,15.0
2011-05-31,152.75
2011-06-01,150.149994
2011-06-02,140.399994
2011-06-03,14.35
2011-06-06,135.199997
2011-06-07,130.649994
2011-06-08,130.0
2011-06-09,130.0
2011-06-10,14.35
2011-06-13,125.449997
2011-06-14,120.900002
2011-06-15,120.25
2011-06-16,118.300003
2011-06-17,14.35
2011-06-20,143.0
2011-06-21,157.300003
2011-06-22,157.300003
2011-06-23,172.899994
2011-06-24,14.9
2011-06-27,140.399994
2011-06-28,14.35
2011-06-29,130.0
2011-06-30,142.350006
2011-07-01,14.13
2011-07-05,159.25
2011-07-06,164.449997
2011-07-07,168.350006
2011-07-08,13.63
2011-07-11,169.0
2011-07-12,172.25
2011-07-13,175.5
2011-07-14,175.5
2011-07-15,14.08
2011-07-18,162.5
2011-07-19,176.800003
2011-07-20,178.100006
2011-07-21,185.25
2011-07-22,14.2
2011-07-25,169.649994
2011-07-26,172.25
2011-07-27,182.0
2011-07-28,14.2
2011-07-29,14.2
2011-08-01,170.300003
2011-08-02,169.0
2011-08-03,170.300003
2011-08-04,172.25
2011-08-05,12.45
2011-08-08,11.76
2011-08-09,165.75
2011-08-10,167.050003
2011-08-11,169.0
2011-08-12,13.5
2011-08-15,170.300003
2011-08-16,169.649994
2011-08-17,169.0
2011-08-18,170.949997
2011-08-19,13.58
2011-08-22,167.050003
2011-08-23,169.0
2011-08-24,169.0
2011-08-25,165.75
2011-08-26,13.25
2011-08-29,163.149994
2011-08-30,161.199997
2011-08-31,13.5
2011-09-01,14.13
2011-09-02,14.13
2011-09-06,156.649994
2011-09-07,149.5
2011-09-08,148.199997
2011-09-09,14.13
2011-09-12,145.600006
2011-09-13,147.550003
2011-09-14,146.899994
2011-09-15,146.899994
2011-09-16,14.08
2011-09-19,146.25
2011-09-20,145.600006
2011-09-21,146.25
2011-09-22,148.850006
2011-09-23,14.2
2011-09-26,152.75
2011-09-27,155.350006
2011-09-28,14.2
2011-09-29,14.2
2011-09-30,14.2
2011-10-03,157.949997
2011-10-04,1.46
2011-10-05,1.46
2011-10-06,1.51
2011-10-07,1.5
2011-10-10,160.550003
2011-10-11,1.58
2011-10-12,156.0
2011-10-13,160.550003
2011-10-14,1.52
2011-10-17,152.75
2011-10-18,150.149994
2011-10-19,154.699997
2011-10-20,150.149994
2011-10-21,1.57
2011-10-24,150.800003
2011-10-25,151.449997
2011-10-26,1.56
2011-10-27,1.5
2011-10-28,1.6
2011-10-31,161.199997
2011-11-01,1.47
2011-11-02,175.5
2011-11-03,167.699997
2011-11-04,1.48
2011-11-07,15.1
2011-11-08,165.75
2011-11-09,157.300003
2011-11-10,1.54
2011-11-11,1.53
2011-11-14,155.350006
2011-11-15,156.649994
2011-11-16,159.899994
2011-11-17,159.899994
2011-11-18,15.5
2011-11-21,152.75
2011-11-22,152.75
2011-11-23,152.75
2011-11-25,15.5
2011-11-28,152.75
2011-11-29,149.5
2011-11-30,152.100006
2011-12-01,152.100006
2011-12-02,1.01
2011-12-05,152.75
2011-12-06,153.399994
2011-12-07,152.75
2011-12-08,151.449997
2011-12-09,16.0
2011-12-12,148.850006
2011-12-13,144.949997
2011-12-14,144.949997
2011-12-15,141.050003
2011-12-16,15.5
2011-12-19,141.050003
2011-12-20,133.899994
2011-12-21,131.949997
2011-12-22,131.949997
2011-12-23,15.5
2011-12-27,131.949997
2011-12-28,132.600006
2011-12-29,132.600006
2011-12-30,15.5
2012-01-03,146.25
2012-01-04,146.25
2012-01-05,143.649994
2012-01-06,15.7
2012-01-09,143.649994
2012-01-10,143.649994
2012-01-11,144.300003
2012-01-12,150.800003
2012-01-13,17.99
2012-01-17,150.800003
2012-01-18,150.800003
2012-01-19,150.800003
2012-01-20,17.99
2012-01-23,138.449997
2012-01-24,138.449997
2012-01-25,137.149994
2012-01-26,139.100006
2012-01-27,17.99
2012-01-30,139.100006
2012-01-31,141.050003
2012-02-01,139.100006
2012-02-02,137.800003
2012-02-03,17.99
2012-02-06,134.550003
2012-02-07,133.25
2012-02-08,131.949997
2012-02-09,131.949997
2012-02-10,17.99
2012-02-13,134.550003
2012-02-14,136.5
2012-02-15,133.25
2012-02-16,133.899994
2012-02-17,17.99
2012-02-21,133.899994
2012-02-22,133.899994
2012-02-23,131.949997
2012-02-24,17.99
2012-02-27,133.25
2012-02-28,135.850006
2012-02-29,137.149994
2012-03-01,137.149994
2012-03-02,17.99
2012-03-05,136.5
2012-03-06,137.800003
2012-03-07,137.800003
2012-03-08,137.800003
2012-03-09,17.99
2012-03-12,133.899994
2012-03-13,132.600006
2012-03-14,131.300003
2012-03-15,131.300003
2012-03-16,17.99
2012-03-19,130.649994
2012-03-20,130.0
2012-03-21,135.850006
2012-03-22,135.850006
2012-03-23,17.299999
2012-03-26,131.949997
2012-03-27,130.649994
2012-03-28,131.300003
2012-03-29,130.649994
2012-03-30,17.799999
2012-04-02,131.949997
2012-04-03,133.25
2012-04-04,135.199997
2012-04-05,134.550003
2012-04-09,134.550003
2012-04-10,137.800003
2012-04-11,139.100006
2012-04-12,152.100006
2012-04-13,17.799999
2012-04-16,158.600006
2012-04-17,144.949997
2012-04-18,159.25
2012-04-19,174.850006
2012-04-20,17.799999
2012-04-23,174.850006
2012-04-24,191.75
2012-04-25,206.699997
2012-04-26,226.850006
2012-04-27,17.799999
2012-04-30,230.100006
2012-05-01,230.100006
2012-05-02,230.100006
2012-05-03,252.850006
2012-05-04,17.5
2012-05-07,272.350006
2012-05-08,258.700012
2012-05-09,243.75
2012-05-10,235.30000299999998
2012-05-11,17.5
2012-05-14,207.350006
2012-05-15,227.5
2012-05-16,250.25
2012-05-17,245.69999700000002
2012-05-18,18.0
2012-05-21,240.5
2012-05-22,228.80000299999998
2012-05-23,213.19999700000002
2012-05-24,226.850006
2012-05-25,18.0
2012-05-29,234.649994
2012-05-30,234.649994
2012-05-31,234.649994
2012-06-01,18.0
2012-06-04,211.25
2012-06-05,202.800003
2012-06-06,195.0
2012-06-07,192.399994
2012-06-08,18.0
2012-06-11,195.0
2012-06-12,192.399994
2012-06-13,188.5
2012-06-14,188.5
2012-06-15,18.0
2012-06-18,168.408997
2012-06-19,164.863998
2012-06-20,169.0
2012-06-21,174.317993
2012-06-22,18.0
2012-06-25,184.955002
2012-06-26,177.863998
2012-06-27,184.363998
2012-06-28,188.5
2012-06-29,18.0
2012-07-02,177.272995
2012-07-03,180.817993
2012-07-05,188.5
2012-07-06,18.0
2012-07-09,184.363998
2012-07-10,186.136002
2012-07-11,186.136002
2012-07-12,187.317993
2012-07-13,2.32
2012-07-16,203.863998
2012-07-17,203.863998
2012-07-18,203.863998
2012-07-19,194.408997
2012-07-20,18.0
2012-07-23,199.136002
2012-07-24,196.182007
2012-07-25,195.0
2012-07-26,192.046005
2012-07-27,18.0
2012-07-30,189.682007
2012-07-31,192.046005
2012-08-01,194.408997
2012-08-02,194.408997
2012-08-03,18.0
2012-08-06,189.682007
2012-08-07,192.046005
2012-08-08,188.5
2012-08-09,188.5
2012-08-10,18.0
2012-08-13,183.182007
