Date,SBL
2012-08-14,177.272995
2012-08-15,173.727005
2012-08-16,179.636002
2012-08-17,18.0
2012-08-20,179.636002
2012-08-21,174.317993
2012-08-22,173.727005
2012-08-23,171.363998
2012-08-24,18.0
2012-08-27,175.5
2012-08-28,177.272995
2012-08-29,178.455002
2012-08-30,177.272995
2012-08-31,18.0
2012-09-04,183.182007
2012-09-05,182.0
2012-09-06,183.182007
2012-09-07,21.200001
2012-09-10,180.227005
2012-09-11,181.408997
2012-09-12,186.727005
2012-09-13,183.182007
2012-09-14,21.200001
2012-09-17,187.908997
2012-09-18,187.908997
2012-09-19,189.091003
2012-09-20,183.182007
2012-09-21,21.200001
2012-09-24,176.091003
2012-09-25,178.455002
2012-09-26,179.636002
2012-09-27,180.227005
2012-09-28,21.200001
2012-10-01,177.272995
2012-10-02,177.272995
2012-10-03,174.317993
2012-10-04,171.363998
2012-10-05,21.200001
2012-10-08,177.272995
2012-10-09,173.136002
2012-10-10,171.363998
2012-10-11,170.772995
2012-10-12,21.200001
2012-10-15,171.955002
2012-10-16,171.955002
2012-10-17,178.455002
2012-10-18,179.636002
2012-10-19,23.0
2012-10-22,179.636002
2012-10-23,179.636002
2012-10-24,179.636002
2012-10-25,179.636002
2012-10-26,23.0
2012-10-31,188.5
2012-11-01,184.955002
2012-11-02,23.75
2012-11-05,189.091003
2012-11-06,189.682007
2012-11-07,195.591003
2012-11-08,202.091003
2012-11-09,23.75
2012-11-12,200.317993
2012-11-13,200.317993
2012-11-14,200.317993
2012-11-15,200.317993
2012-11-16,23.75
2012-11-19,200.317993
2012-11-20,209.182007
2012-11-21,202.682007
2012-11-23,23.75
2012-11-26,190.863998
2012-11-27,188.5
2012-11-28,191.455002
2012-11-29,190.272995
2012-11-30,23.75
2012-12-03,181.408997
2012-12-04,184.955002
2012-12-05,194.408997
2012-12-06,190.863998
2012-12-07,23.75
2012-12-10,192.046005
2012-12-11,186.727005
2012-12-12,186.136002
2012-12-13,188.5
2012-12-14,23.75
2012-12-17,192.636002
2012-12-18,193.227005
2012-12-19,192.636002
2012-12-20,194.408997
2012-12-21,23.75
2012-12-24,202.091003
2012-12-26,202.091003
2012-12-27,204.455002
2012-12-28,23.75
2012-12-31,199.727005
2013-01-02,192.636002
2013-01-03,196.182007
2013-01-04,23.0
2013-01-07,192.636002
2013-01-08,192.046005
2013-01-09,192.636002
2013-01-10,192.046005
2013-01-11,23.0
2013-01-14,192.046005
2013-01-15,186.136002
2013-01-16,189.682007
2013-01-17,186.727005
2013-01-18,23.0
2013-01-22,187.908997
2013-01-23,184.363998
2013-01-24,180.227005
2013-01-25,23.0
2013-01-28,179.636002
2013-01-29,179.636002
2013-01-30,180.817993
2013-01-31,180.227005
2013-02-01,23.0
2013-02-04,189.091003
2013-02-05,177.272995
2013-02-06,179.046005
2013-02-07,181.408997
2013-02-08,23.0
2013-02-11,181.408997
2013-02-12,189.682007
2013-02-13,189.091003
2013-02-14,187.908997
2013-02-15,23.0
2013-02-19,199.136002
2013-02-20,191.455002
2013-02-21,195.591003
2013-02-22,23.1
2013-02-25,189.091003
2013-02-26,189.682007
2013-02-27,187.908997
2013-02-28,187.908997
2013-03-01,23.1
2013-03-04,187.908997
2013-03-05,184.363998
2013-03-06,183.772995
2013-03-07,183.772995
2013-03-08,23.1
2013-03-11,183.182007
2013-03-12,183.182007
2013-03-13,186.136002
2013-03-14,189.682007
2013-03-15,23.5
2013-03-18,183.772995
2013-03-19,184.363998
2013-03-20,180.817993
2013-03-21,182.0
2013-03-22,23.1
2013-03-25,180.227005
2013-03-26,180.227005
2013-03-27,177.272995
2013-03-28,178.455002
2013-04-01,177.272995
2013-04-02,180.227005
2013-04-03,178.455002
2013-04-04,178.455002
2013-04-05,23.1
2013-04-08,180.227005
2013-04-09,180.817993
2013-04-10,180.817993
2013-04-11,182.0
2013-04-12,23.1
2013-04-15,182.0
2013-04-16,180.817993
2013-04-17,179.046005
2013-04-18,178.455002
2013-04-19,23.1
2013-04-22,174.317993
2013-04-23,176.682007
2013-04-24,176.682007
2013-04-25,174.317993
2013-04-26,23.1
2013-04-29,168.408997
2013-04-30,167.227005
2013-05-01,167.227005
2013-05-02,161.908997
2013-05-03,23.1
2013-05-06,160.727005
2013-05-07,176.682007
2013-05-08,174.908997
2013-05-09,168.408997
2013-05-10,23.1
2013-05-13,173.136002
2013-05-14,171.363998
2013-05-15,176.091003
2013-05-16,173.727005
2013-05-17,23.1
2013-05-20,171.363998
2013-05-21,173.727005
2013-05-22,168.408997
2013-05-23,168.408997
2013-05-24,30.0
2013-05-28,172.546005
2013-05-29,172.546005
2013-05-30,172.546005
2013-05-31,30.0
2013-06-03,170.182007
2013-06-04,170.772995
2013-06-05,171.363998
2013-06-06,171.363998
2013-06-07,30.0
2013-06-10,168.408997
2013-06-11,169.0
2013-06-12,171.363998
2013-06-13,174.317993
2013-06-14,32.0
2013-06-17,166.046005
2013-06-18,171.363998
2013-06-19,170.182007
2013-06-20,171.363998
2013-06-21,32.0
2013-06-24,169.0
2013-06-25,174.317993
2013-06-26,176.682007
2013-06-27,170.772995
2013-06-28,32.0
2013-07-01,175.5
2013-07-02,175.5
2013-07-03,174.317993
2013-07-05,30.0
2013-07-08,175.5
2013-07-09,177.272995
2013-07-10,180.227005
2013-07-11,177.272995
2013-07-12,27.0
2013-07-15,177.272995
2013-07-16,178.455002
2013-07-17,180.227005
2013-07-18,186.136002
2013-07-19,27.0
2013-07-22,202.091003
2013-07-23,200.317993
2013-07-24,200.317993
2013-07-25,202.091003
2013-07-26,27.0
2013-07-29,202.091003
2013-07-30,203.272995
2013-07-31,209.772995
2013-08-01,209.772995
2013-08-02,27.0
2013-08-05,199.727005
2013-08-06,200.317993
2013-08-07,204.455002
2013-08-08,206.227005
2013-08-09,27.049999
2013-08-12,209.772995
2013-08-13,211.54600499999998
2013-08-14,209.182007
2013-08-15,209.772995
2013-08-16,27.5
2013-08-19,228.68200699999997
2013-08-20,233.40899700000003
2013-08-21,233.40899700000003
2013-08-22,233.40899700000003
2013-08-23,27.139999
2013-08-26,234.0
2013-08-27,236.363998
2013-08-28,236.363998
2013-08-29,236.363998
2013-08-30,27.139999
2013-09-03,231.63699300000002
2013-09-04,229.863998
2013-09-05,232.81799300000003
2013-09-06,2.85
2013-09-09,234.0
2013-09-10,225.727005
2013-09-11,226.90899700000003
2013-09-12,229.272995
2013-09-13,2.7
2013-09-16,224.54600499999998
2013-09-17,232.227005
2013-09-18,232.227005
2013-09-19,224.54600499999998
2013-09-20,2.73
2013-09-23,214.5
2013-09-24,219.227005
2013-09-25,219.81799300000003
2013-09-26,216.863998
2013-09-27,2.59
2013-09-30,218.04600499999998
2013-10-01,218.63699300000002
2013-10-02,220.40899700000003
2013-10-03,224.54600499999998
2013-10-04,2.55
2013-10-07,227.5
2013-10-08,231.63699300000002
2013-10-09,229.272995
2013-10-10,230.455002
2013-10-11,2.3
2013-10-14,230.455002
2013-10-15,230.455002
2013-10-16,230.455002
2013-10-17,231.63699300000002
2013-10-18,2.39
2013-10-21,236.363998
2013-10-22,230.455002
2013-10-23,231.63699300000002
2013-10-24,230.455002
2013-10-25,2.32
2013-10-28,229.272995
2013-10-29,228.68200699999997
2013-10-30,231.63699300000002
2013-10-31,233.40899700000003
2013-11-01,2.32
2013-11-04,233.40899700000003
2013-11-05,233.40899700000003
2013-11-06,232.81799300000003
2013-11-07,231.04600499999998
2013-11-08,2.32
2013-11-11,238.727005
2013-11-12,242.272995
2013-11-13,245.81799300000003
2013-11-14,242.272995
2013-11-15,4.07
2013-11-18,242.272995
2013-11-19,242.272995
2013-11-20,242.272995
2013-11-21,261.182007
2013-11-22,3.97
2013-11-25,271.817993
2013-11-26,270.636993
2013-11-27,271.817993
2013-11-29,3.95
2013-12-02,290.136993
2013-12-03,295.454987
2013-12-04,304.317993
2013-12-05,313.182007
2013-12-06,3.96
2013-12-09,322.04599
2013-12-10,322.636993
2013-12-11,336.817993
2013-12-12,336.817993
2013-12-13,4.39
2013-12-16,407.727997
2013-12-17,407.727997
2013-12-18,419.54599
2013-12-19,398.864014
2013-12-20,4.89
2013-12-23,377.591003
2013-12-24,381.136993
2013-12-26,405.364014
2013-12-27,4.85
2013-12-30,405.364014
2013-12-31,388.817993
2014-01-02,354.54599
2014-01-03,4.55
2014-01-06,339.77301
2014-01-07,342.727997
2014-01-08,342.727997
2014-01-09,340.954987
2014-01-10,4.42
2014-01-13,348.636993
2014-01-14,354.54599
2014-01-15,354.54599
2014-01-16,351.591003
2014-01-17,4.51
2014-01-21,347.454987
2014-01-22,345.682007
2014-01-23,348.04599
2014-01-24,4.74
2014-01-27,336.817993
2014-01-28,340.364014
2014-01-29,339.77301
2014-01-30,339.77301
2014-01-31,4.75
2014-02-03,337.408997
2014-02-04,335.636993
2014-02-05,342.727997
2014-02-06,339.182007
2014-02-07,5.84
2014-02-10,355.136993
2014-02-11,343.908997
2014-02-12,340.954987
2014-02-13,342.727997
2014-02-14,5.5
2014-02-18,347.454987
2014-02-19,347.454987
2014-02-20,348.636993
2014-02-21,4.91
2014-02-24,351.591003
2014-02-25,355.136993
2014-02-26,348.636993
2014-02-27,348.636993
2014-02-28,5.21
2014-03-03,340.954987
2014-03-04,339.77301
2014-03-05,343.317993
2014-03-06,336.817993
2014-03-07,5.15
2014-03-10,319.682007
2014-03-11,316.136993
2014-03-12,322.04599
2014-03-13,319.682007
2014-03-14,5.19
2014-03-17,319.682007
2014-03-18,307.27301
2014-03-19,319.682007
2014-03-20,312.591003
2014-03-21,5.18
2014-03-24,320.27301
2014-03-25,320.27301
2014-03-26,319.091003
2014-03-27,317.317993
2014-03-28,5.43
2014-03-31,322.04599
2014-04-01,321.454987
2014-04-02,327.954987
2014-04-03,325.0
2014-04-04,6.83
2014-04-07,317.908997
2014-04-08,317.908997
2014-04-09,319.091003
2014-04-10,327.954987
2014-04-11,7.76
2014-04-14,327.954987
2014-04-15,331.5
2014-04-16,328.54599
2014-04-17,327.954987
2014-04-21,322.04599
2014-04-22,326.182007
2014-04-23,327.954987
2014-04-24,327.954987
2014-04-25,8.06
2014-04-28,316.72699
2014-04-29,313.77301
2014-04-30,318.5
2014-05-01,318.5
2014-05-02,7.95
2014-05-05,355.727997
2014-05-06,364.591003
2014-05-07,361.636993
2014-05-08,359.864014
2014-05-09,7.54
2014-05-12,358.091003
2014-05-13,359.27301
2014-05-14,359.27301
2014-05-15,366.364014
2014-05-16,7.08
2014-05-19,365.77301
2014-05-20,365.182007
2014-05-21,368.136993
2014-05-22,367.54599
2014-05-23,7.48
2014-05-27,378.182007
2014-05-28,384.091003
2014-05-29,384.091003
2014-05-30,7.73
2014-06-02,414.817993
2014-06-03,434.31799299999994
2014-06-04,443.18200700000006
2014-06-05,434.908997
2014-06-06,7.24
2014-06-09,426.63699299999996
2014-06-10,428.408997
2014-06-11,431.954987
2014-06-12,437.27300999999994
2014-06-13,6.88
2014-06-16,437.86401399999994
2014-06-17,434.31799299999994
2014-06-18,432.54599
2014-06-19,427.81799299999994
2014-06-20,6.75
2014-06-23,431.36401399999994
2014-06-24,424.86401399999994
2014-06-25,431.36401399999994
2014-06-26,431.954987
2014-06-27,7.05
2014-06-30,434.31799299999994
2014-07-01,434.31799299999994
2014-07-02,438.454987
2014-07-03,434.908997
2014-07-07,443.18200700000006
2014-07-08,457.954987
2014-07-09,461.5
2014-07-10,472.72799699999996
2014-07-11,6.5
2014-07-14,478.63699299999996
2014-07-15,478.63699299999996
2014-07-16,479.22799699999996
2014-07-17,484.54599
2014-07-18,6.5
2014-07-21,511.13699299999996
2014-07-22,507.0
2014-07-23,502.27300999999994
2014-07-24,511.13699299999996
2014-07-25,6.99
2014-07-28,514.091003
2014-07-29,514.091003
2014-07-30,521.77301
2014-07-31,508.18200700000006
2014-08-01,6.65
2014-08-04,493.408997
2014-08-05,494.591003
2014-08-06,514.091003
2014-08-07,518.228027
2014-08-08,6.25
2014-08-11,518.228027
2014-08-12,514.091003
2014-08-13,521.182007
2014-08-14,522.955017
2014-08-15,6.3
2014-08-18,511.13699299999996
2014-08-19,520.0
2014-08-20,505.22799699999996
2014-08-21,512.908997
2014-08-22,6.25
2014-08-25,489.86401399999994
2014-08-26,472.72799699999996
2014-08-27,502.86401399999994
2014-08-28,496.36401399999994
2014-08-29,6.08
2014-09-02,478.04599
2014-09-03,463.86401399999994
2014-09-04,456.18200700000006
2014-09-05,7.98
2014-09-08,456.18200700000006
2014-09-09,456.77300999999994
2014-09-10,449.091003
2014-09-11,446.72799699999996
2014-09-12,7.5
2014-09-15,440.22799699999996
2014-09-16,416.591003
2014-09-17,414.817993
2014-09-18,397.091003
2014-09-19,8.35
2014-09-22,381.136993
2014-09-23,390.0
2014-09-24,407.727997
2014-09-25,407.727997
2014-09-26,7.75
2014-09-29,421.908997
2014-09-30,419.54599
2014-10-01,419.54599
2014-10-02,419.54599
2014-10-03,7.34
2014-10-06,419.54599
2014-10-07,419.54599
2014-10-08,419.54599
2014-10-09,407.727997
2014-10-10,7.59
2014-10-13,407.727997
2014-10-14,414.817993
2014-10-15,418.954987
2014-10-16,414.227997
2014-10-17,7.4
2014-10-20,366.364014
2014-10-21,363.408997
2014-10-22,364.0
2014-10-23,364.0
2014-10-24,7.6
2014-10-27,360.454987
2014-10-28,360.454987
2014-10-29,360.454987
2014-10-30,365.182007
2014-10-31,7.25
2014-11-03,355.136993
