Date,GSM
2014-06-20,21.51
2014-06-23,21.33
2014-06-24,21.040001
2014-06-25,21.059998999999998
2014-06-26,20.860001
2014-06-27,20.6
2014-06-30,20.780001000000002
2014-07-01,20.99
2014-07-02,21.26
2014-07-03,21.389999
2014-07-07,20.799999
2014-07-08,20.58
2014-07-09,20.860001
2014-07-10,20.23
2014-07-11,20.299999
2014-07-14,20.43
2014-07-15,20.639999
2014-07-16,20.639999
2014-07-17,20.41
2014-07-18,20.74
2014-07-21,20.27
2014-07-22,21.0
2014-07-23,21.08
2014-07-24,21.110001
2014-07-25,20.74
2014-07-28,20.27
2014-07-29,20.209999
2014-07-30,20.049999
2014-07-31,19.030001000000002
2014-08-01,19.1
2014-08-04,19.27
2014-08-05,19.059998999999998
2014-08-06,19.25
2014-08-07,19.0
2014-08-08,19.41
2014-08-11,19.549999
2014-08-12,19.280001000000002
2014-08-13,19.6
2014-08-14,19.58
2014-08-15,19.639999
2014-08-18,19.969998999999998
2014-08-19,19.74
2014-08-20,19.59
2014-08-21,19.450001
2014-08-22,19.41
2014-08-25,19.24
2014-08-26,19.6
2014-08-27,20.450001
2014-08-28,20.360001
2014-08-29,20.540001
2014-09-02,20.57
2014-09-03,20.030001000000002
2014-09-04,20.16
2014-09-05,19.799999
2014-09-08,19.370001000000002
2014-09-09,18.66
2014-09-10,18.610001
2014-09-11,18.799999
2014-09-12,19.450001
2014-09-15,19.58
2014-09-16,19.85
2014-09-17,20.120001000000002
2014-09-18,20.719998999999998
2014-09-19,20.459999
2014-09-22,19.709999
2014-09-23,19.639999
2014-09-24,19.690001000000002
2014-09-25,19.219998999999998
2014-09-26,19.040001
2014-09-29,18.77
2014-09-30,18.190001000000002
2014-10-01,17.309998999999998
2014-10-02,17.139999
2014-10-03,17.24
2014-10-06,17.41
2014-10-07,16.799999
2014-10-08,17.17
2014-10-09,16.559998999999998
2014-10-10,16.4
2014-10-13,16.450001
2014-10-14,16.58
2014-10-15,17.09
2014-10-16,17.360001
2014-10-17,17.360001
2014-10-20,17.719998999999998
2014-10-21,18.01
2014-10-22,17.85
2014-10-23,18.129998999999998
2014-10-24,18.24
2014-10-27,17.690001000000002
2014-10-28,18.51
2014-10-29,17.84
2014-10-30,17.68
2014-10-31,18.809998999999998
2014-11-03,18.190001000000002
2014-11-04,17.690001000000002
2014-11-05,17.700001
2014-11-06,17.719998999999998
2014-11-07,18.219998999999998
2014-11-10,18.709999
2014-11-11,18.73
2014-11-12,18.780001000000002
2014-11-13,18.0
2014-11-14,18.049999
2014-11-17,17.75
2014-11-18,17.73
2014-11-19,17.030001000000002
2014-11-20,17.26
2014-11-21,17.52
2014-11-24,17.84
2014-11-25,18.32
2014-11-26,18.23
2014-11-28,17.33
2014-12-01,16.549999
2014-12-02,16.58
2014-12-03,17.16
2014-12-04,17.540001
2014-12-05,17.73
2014-12-08,17.450001
2014-12-09,18.01
2014-12-10,17.190001000000002
2014-12-11,16.959999
2014-12-12,16.51
2014-12-15,15.52
2014-12-16,15.74
2014-12-17,16.26
2014-12-18,16.200001
2014-12-19,15.9
2014-12-22,15.53
2014-12-23,15.99
2014-12-24,16.23
2014-12-26,16.790001
2014-12-29,16.84
2014-12-30,17.139999
2014-12-31,17.23
2015-01-02,17.34
2015-01-05,16.65
2015-01-06,16.59
2015-01-07,16.76
2015-01-08,16.860001
2015-01-09,16.82
2015-01-12,16.58
2015-01-13,16.549999
2015-01-14,16.17
2015-01-15,15.79
2015-01-16,15.74
2015-01-20,15.72
2015-01-21,15.74
2015-01-22,15.84
2015-01-23,15.51
2015-01-26,16.280001000000002
2015-01-27,16.120001000000002
2015-01-28,15.6
2015-01-29,16.0
2015-01-30,15.42
2015-02-02,15.57
2015-02-03,16.51
2015-02-04,16.110001
2015-02-05,16.549999
2015-02-06,16.5
2015-02-09,16.41
2015-02-10,15.73
2015-02-11,15.4
2015-02-12,15.54
2015-02-13,15.6
2015-02-17,15.78
2015-02-18,15.82
2015-02-19,15.73
2015-02-20,15.37
2015-02-23,15.99
2015-02-24,15.87
2015-02-25,16.91
2015-02-26,16.700001
2015-02-27,16.65
2015-03-02,17.18
2015-03-03,17.25
2015-03-04,17.290001
2015-03-05,17.360001
2015-03-06,17.35
2015-03-09,17.209999
2015-03-10,16.860001
2015-03-11,17.690001000000002
2015-03-12,18.110001
2015-03-13,18.139999
2015-03-16,18.08
2015-03-17,18.219998999999998
2015-03-18,18.969998999999998
2015-03-19,18.59
2015-03-20,19.16
2015-03-23,19.309998999999998
2015-03-24,19.23
2015-03-25,18.799999
2015-03-26,18.57
2015-03-27,18.700001
2015-03-30,18.959999
2015-03-31,18.92
2015-04-01,19.59
2015-04-02,21.120001000000002
2015-04-06,20.99
2015-04-07,20.889999
2015-04-08,20.76
2015-04-09,20.84
2015-04-10,20.85
2015-04-13,20.780001000000002
2015-04-14,20.91
2015-04-15,21.25
2015-04-16,20.99
2015-04-17,20.93
2015-04-20,21.02
2015-04-21,20.889999
2015-04-22,20.459999
2015-04-23,21.0
2015-04-24,21.17
2015-04-27,20.860001
2015-04-28,21.040001
2015-04-29,20.620001000000002
2015-04-30,19.92
2015-05-01,20.040001
2015-05-04,19.629998999999998
2015-05-05,19.200001
2015-05-06,19.17
2015-05-07,20.780001000000002
2015-05-08,21.16
2015-05-11,21.27
2015-05-12,20.75
2015-05-13,20.469998999999998
2015-05-14,20.66
2015-05-15,20.790001
2015-05-18,20.82
2015-05-19,20.120001000000002
2015-05-20,20.200001
2015-05-21,19.860001
2015-05-22,19.66
2015-05-26,19.280001000000002
2015-05-27,19.27
2015-05-28,19.49
2015-05-29,19.33
2015-06-01,19.33
2015-06-02,19.59
2015-06-03,19.690001000000002
2015-06-04,19.280001000000002
2015-06-05,19.459999
2015-06-08,19.24
2015-06-09,19.15
2015-06-10,19.389999
2015-06-11,19.42
2015-06-12,19.389999
2015-06-15,19.110001
2015-06-16,19.08
2015-06-17,18.84
2015-06-18,18.85
2015-06-19,18.5
2015-06-22,18.379998999999998
2015-06-23,18.67
2015-06-24,18.49
2015-06-25,18.23
2015-06-26,18.25
2015-06-29,17.620001000000002
2015-06-30,17.700001
2015-07-01,17.49
2015-07-02,17.48
2015-07-06,17.530001000000002
2015-07-07,17.360001
2015-07-08,16.780001000000002
2015-07-09,16.889999
2015-07-10,17.209999
2015-07-13,17.57
2015-07-14,17.58
2015-07-15,16.98
2015-07-16,16.98
2015-07-17,16.9
2015-07-20,16.48
2015-07-21,16.719998999999998
2015-07-22,16.74
2015-07-23,16.01
2015-07-24,15.61
2015-07-27,15.31
2015-07-28,15.71
2015-07-29,15.48
2015-07-30,15.49
2015-07-31,15.44
2015-08-03,15.23
2015-08-04,15.25
2015-08-05,14.57
2015-08-06,14.73
2015-08-07,13.98
2015-08-10,14.88
2015-08-11,14.46
2015-08-12,14.16
2015-08-13,13.74
2015-08-14,14.08
2015-08-17,14.34
2015-08-18,13.74
2015-08-19,13.53
2015-08-20,13.44
2015-08-21,13.26
2015-08-24,12.42
2015-08-25,12.16
2015-08-26,12.54
2015-08-27,13.66
2015-08-28,13.47
2015-08-31,13.74
2015-09-01,13.37
2015-09-02,13.6
2015-09-03,13.61
2015-09-04,13.65
2015-09-08,14.36
2015-09-09,14.32
2015-09-10,14.29
2015-09-11,14.17
2015-09-14,14.05
2015-09-15,14.33
2015-09-16,14.78
2015-09-17,14.97
2015-09-18,14.52
2015-09-21,14.31
2015-09-22,13.76
2015-09-23,13.39
2015-09-24,13.64
2015-09-25,12.4
2015-09-28,12.33
2015-09-29,11.88
2015-09-30,12.13
2015-10-01,11.96
2015-10-02,12.41
2015-10-05,13.26
2015-10-06,13.4
2015-10-07,13.74
2015-10-08,13.85
2015-10-09,14.32
2015-10-12,13.95
2015-10-13,13.99
2015-10-14,13.83
2015-10-15,13.74
2015-10-16,13.33
2015-10-19,12.77
2015-10-20,12.72
2015-10-21,12.59
2015-10-22,12.86
2015-10-23,13.35
2015-10-26,13.12
2015-10-27,12.41
2015-10-28,12.62
2015-10-29,12.49
2015-10-30,12.62
2015-11-02,12.83
2015-11-03,12.69
2015-11-04,12.81
2015-11-05,12.49
2015-11-06,11.6
2015-11-09,10.56
2015-11-10,10.61
2015-11-11,10.8
2015-11-12,10.02
2015-11-13,9.86
2015-11-16,9.9
2015-11-17,9.55
2015-11-18,9.77
2015-11-19,9.7
2015-11-20,9.64
2015-11-23,9.59
2015-11-24,9.73
2015-11-25,9.64
2015-11-27,10.23
2015-11-30,10.17
2015-12-01,10.41
2015-12-02,11.02
2015-12-03,10.76
2015-12-04,10.48
2015-12-07,9.95
2015-12-08,9.68
2015-12-09,9.49
2015-12-10,9.59
2015-12-11,9.18
2015-12-14,9.3
2015-12-15,9.57
2015-12-16,9.75
2015-12-17,10.01
2015-12-18,10.35
2015-12-21,10.18
2015-12-22,10.41
2015-12-23,10.8
2015-12-24,12.66
2015-12-28,11.57
2015-12-29,11.48
2015-12-30,10.99
2015-12-31,10.75
2016-01-04,11.27
2016-01-05,11.41
2016-01-06,10.77
2016-01-07,9.77
2016-01-08,9.1
2016-01-11,8.88
2016-01-12,8.8
2016-01-13,8.89
2016-01-14,9.25
2016-01-15,8.75
2016-01-19,8.26
2016-01-20,8.35
2016-01-21,7.9
2016-01-22,7.86
2016-01-25,7.98
2016-01-26,8.22
2016-01-27,8.25
2016-01-28,8.22
2016-01-29,8.5
2016-02-01,8.36
2016-02-02,8.32
2016-02-03,8.56
2016-02-04,8.9
2016-02-05,8.35
2016-02-08,8.33
2016-02-09,8.4
2016-02-10,8.27
2016-02-11,7.54
2016-02-12,7.68
2016-02-16,7.11
2016-02-17,7.51
2016-02-18,7.29
2016-02-19,7.3
2016-02-22,7.58
2016-02-23,7.23
2016-02-24,7.37
2016-02-25,7.27
2016-02-26,7.65
2016-02-29,7.86
2016-03-01,8.18
2016-03-02,8.69
2016-03-03,9.05
2016-03-04,9.33
2016-03-07,10.02
2016-03-08,9.33
2016-03-09,9.58
2016-03-10,9.36
2016-03-11,9.56
2016-03-14,9.21
2016-03-15,8.86
2016-03-16,9.06
2016-03-17,9.64
2016-03-18,9.23
2016-03-21,8.89
2016-03-22,8.79
2016-03-23,8.35
2016-03-24,8.74
2016-03-28,8.52
2016-03-29,8.86
2016-03-30,8.89
2016-03-31,8.81
2016-04-01,8.89
2016-04-04,8.63
2016-04-05,8.61
2016-04-06,8.89
2016-04-07,8.66
2016-04-08,9.29
2016-04-11,9.4
2016-04-12,9.56
2016-04-13,10.11
2016-04-14,9.98
2016-04-15,10.0
2016-04-18,10.12
2016-04-19,10.41
2016-04-20,10.45
2016-04-21,10.11
2016-04-22,9.95
2016-04-25,9.79
2016-04-26,9.85
2016-04-27,10.15
2016-04-28,10.09
2016-04-29,10.19
2016-05-02,10.13
2016-05-03,9.94
2016-05-04,9.9
2016-05-05,9.85
2016-05-06,10.06
2016-05-09,9.94
2016-05-10,9.99
2016-05-11,10.01
2016-05-12,9.02
2016-05-13,8.55
2016-05-16,8.51
2016-05-17,8.54
2016-05-18,8.63
2016-05-19,8.62
2016-05-20,8.42
2016-05-23,8.56
2016-05-24,8.62
2016-05-25,8.91
2016-05-26,8.81
2016-05-27,9.03
2016-05-31,9.12
2016-06-01,8.84
2016-06-02,9.02
2016-06-03,9.39
2016-06-06,8.93
2016-06-07,8.43
2016-06-08,8.63
2016-06-09,8.31
2016-06-10,7.95
2016-06-13,8.11
2016-06-14,8.35
2016-06-15,8.81
2016-06-16,8.68
2016-06-17,8.89
2016-06-20,9.19
2016-06-21,9.14
2016-06-22,9.06
2016-06-23,9.13
2016-06-24,8.49
2016-06-27,8.11
2016-06-28,8.32
2016-06-29,8.43
2016-06-30,8.61
2016-07-01,8.86
2016-07-05,8.28
2016-07-06,8.3
2016-07-07,8.33
2016-07-08,8.74
2016-07-11,8.77
2016-07-12,9.07
2016-07-13,9.03
2016-07-14,9.18
2016-07-15,9.08
2016-07-18,8.9
2016-07-19,8.66
2016-07-20,8.81
2016-07-21,8.87
2016-07-22,8.81
2016-07-25,8.71
2016-07-26,9.09
2016-07-27,9.07
2016-07-28,9.04
2016-07-29,9.32
2016-08-01,9.03
2016-08-02,9.12
2016-08-03,9.37
2016-08-04,9.05
2016-08-05,9.23
2016-08-08,9.36
2016-08-09,9.36
2016-08-10,9.25
2016-08-11,9.47
2016-08-12,9.3
2016-08-15,9.74
2016-08-16,9.65
2016-08-17,9.72
2016-08-18,10.07
2016-08-19,9.94
2016-08-22,9.92
2016-08-23,10.01
2016-08-24,9.99
2016-08-25,9.4
2016-08-26,8.39
2016-08-29,8.6
2016-08-30,8.52
2016-08-31,8.25
2016-09-01,8.38
2016-09-02,8.49
2016-09-06,8.42
2016-09-07,8.26
2016-09-08,8.36
2016-09-09,8.08
2016-09-12,8.16
2016-09-13,7.81
2016-09-14,7.78
2016-09-15,7.82
2016-09-16,7.73
2016-09-19,8.49
2016-09-20,8.8
2016-09-21,9.01
2016-09-22,9.07
2016-09-23,8.84
2016-09-26,8.81
2016-09-27,8.88
2016-09-28,9.21
2016-09-29,9.02
2016-09-30,9.03
2016-10-03,8.87
2016-10-04,8.68
2016-10-05,8.73
2016-10-06,8.89
2016-10-07,8.87
2016-10-10,9.13
2016-10-11,8.85
2016-10-12,8.86
2016-10-13,8.8
2016-10-14,8.77
2016-10-17,8.75
2016-10-18,8.85
2016-10-19,9.05
2016-10-20,9.04
2016-10-21,9.02
2016-10-24,9.05
2016-10-25,9.11
2016-10-26,9.17
2016-10-27,9.03
2016-10-28,9.19
2016-10-31,9.25
2016-11-01,9.04
2016-11-02,8.84
2016-11-03,8.99
2016-11-04,8.97
2016-11-07,9.19
2016-11-08,9.28
2016-11-09,9.61
2016-11-10,11.27
2016-11-11,11.52
2016-11-14,11.71
2016-11-15,11.29
2016-11-16,11.72
2016-11-17,11.56
2016-11-18,11.49
2016-11-21,11.38
2016-11-22,11.7
2016-11-23,11.81
2016-11-25,11.82
2016-11-28,11.42
2016-11-29,11.27
2016-11-30,11.41
2016-12-01,11.38
2016-12-02,11.43
2016-12-05,11.32
2016-12-06,11.24
2016-12-07,11.36
2016-12-08,11.44
2016-12-09,11.84
2016-12-12,11.49
2016-12-13,11.48
2016-12-14,11.01
2016-12-15,11.29
2016-12-16,11.01
2016-12-19,11.11
2016-12-20,11.44
2016-12-21,11.45
2016-12-22,11.32
2016-12-23,11.39
2016-12-27,11.45
2016-12-28,11.23
2016-12-29,11.03
2016-12-30,10.83
2017-01-03,9.25
2017-01-04,9.67
2017-01-05,9.81
2017-01-06,9.8
2017-01-09,9.54
2017-01-10,9.54
2017-01-11,9.8
2017-01-12,9.71
2017-01-13,9.72
2017-01-17,9.64
2017-01-18,9.56
2017-01-19,9.35
2017-01-20,9.76
2017-01-23,9.44
2017-01-24,9.93
2017-01-25,9.88
2017-01-26,10.37
2017-01-27,10.74
2017-01-30,10.57
2017-01-31,10.51
2017-02-01,12.25
2017-02-02,12.32
2017-02-03,12.3
2017-02-06,12.21
2017-02-07,12.03
2017-02-08,11.44
2017-02-09,11.6
2017-02-10,11.56
2017-02-13,11.72
2017-02-14,11.68
2017-02-15,11.37
2017-02-16,11.32
2017-02-17,11.43
2017-02-21,11.38
2017-02-22,11.2
2017-02-23,11.03
2017-02-24,10.96
2017-02-27,10.98
2017-02-28,10.79
2017-03-01,11.28
2017-03-02,10.78
2017-03-03,10.66
2017-03-06,10.3
2017-03-07,10.22
2017-03-08,10.54
2017-03-09,9.95
2017-03-10,10.1
2017-03-13,10.29
2017-03-14,9.91
2017-03-15,10.07
2017-03-16,10.07
2017-03-17,10.81
2017-03-20,10.85
2017-03-21,10.34
2017-03-22,9.9
2017-03-23,9.9
2017-03-24,9.82
2017-03-27,9.73
2017-03-28,10.02
2017-03-29,10.27
2017-03-30,10.37
2017-03-31,10.33
2017-04-03,10.43
2017-04-04,10.43
2017-04-05,10.38
2017-04-06,10.28
2017-04-07,10.55
2017-04-10,10.51
2017-04-11,10.51
2017-04-12,10.37
2017-04-13,9.93
2017-04-17,9.83
2017-04-18,9.81
2017-04-19,9.75
2017-04-20,10.22
2017-04-21,9.56
2017-04-24,9.08
2017-04-25,9.55
2017-04-26,9.89
2017-04-27,9.73
2017-04-28,9.65
2017-05-01,9.48
2017-05-02,9.29
2017-05-03,9.1
2017-05-04,8.67
2017-05-05,8.91
2017-05-08,8.69
2017-05-09,8.61
2017-05-10,8.75
2017-05-11,8.71
2017-05-12,8.6
2017-05-15,8.74
2017-05-16,8.78
2017-05-17,8.81
2017-05-18,9.01
2017-05-19,9.21
2017-05-22,10.01
2017-05-23,10.13
2017-05-24,10.3
2017-05-25,10.57
2017-05-26,10.76
2017-05-30,10.63
2017-05-31,10.54
2017-06-01,10.96
2017-06-02,10.83
2017-06-05,10.83
2017-06-06,10.94
2017-06-07,10.73
2017-06-08,10.9
2017-06-09,10.85
2017-06-12,11.09
2017-06-13,10.72
2017-06-14,10.46
2017-06-15,10.46
2017-06-16,10.45
2017-06-19,10.58
2017-06-20,10.5
2017-06-21,10.54
2017-06-22,10.7
2017-06-23,11.09
2017-06-26,11.6
2017-06-27,11.4
2017-06-28,11.76
2017-06-29,11.79
2017-06-30,11.95
2017-07-03,12.15
2017-07-05,12.32
2017-07-06,12.17
2017-07-07,12.22
2017-07-10,12.35
2017-07-11,12.39
2017-07-12,12.38
2017-07-13,12.48
2017-07-14,12.51
2017-07-17,12.54
2017-07-18,12.54
2017-07-19,12.51
2017-07-20,12.54
2017-07-21,12.46
2017-07-24,12.58
2017-07-25,12.9
2017-07-26,13.03
2017-07-27,13.02
2017-07-28,12.91
2017-07-31,12.78
2017-08-01,12.74
2017-08-02,12.78
2017-08-03,12.68
2017-08-04,12.75
2017-08-07,12.89
2017-08-08,13.16
2017-08-09,13.01
2017-08-10,12.76
2017-08-11,12.84
2017-08-14,12.89
2017-08-15,13.03
2017-08-16,13.25
2017-08-17,12.97
2017-08-18,13.28
2017-08-21,13.2
2017-08-22,13.29
2017-08-23,13.84
2017-08-24,13.61
2017-08-25,13.62
2017-08-28,13.7
2017-08-29,13.88
2017-08-30,13.11
2017-08-31,13.49
2017-09-01,14.27
2017-09-05,13.5
2017-09-06,13.27
2017-09-07,13.42
2017-09-08,12.96
2017-09-11,13.26
2017-09-12,13.24
2017-09-13,13.2
2017-09-14,13.07
2017-09-15,13.09
2017-09-18,13.07
2017-09-19,13.17
2017-09-20,13.14
2017-09-21,13.08
2017-09-22,13.21
2017-09-25,13.1
2017-09-26,13.2
2017-09-27,13.22
2017-09-28,13.07
2017-09-29,13.16
2017-10-02,13.3
2017-10-03,13.45
2017-10-04,13.53
2017-10-05,13.52
2017-10-06,14.76
2017-10-09,14.32
2017-10-10,14.19
2017-10-11,14.23
2017-10-12,14.33
2017-10-13,14.17
2017-10-16,14.56
2017-10-17,14.58
2017-10-18,15.21
2017-10-19,15.12
2017-10-20,15.2
2017-10-23,15.07
2017-10-24,15.19
2017-10-25,15.02
2017-10-26,15.83
2017-10-27,16.379998999999998
2017-10-30,16.02
2017-10-31,15.99
2017-11-01,15.94
2017-11-02,15.85
2017-11-03,14.99
2017-11-06,15.27
2017-11-07,15.29
2017-11-08,15.35
2017-11-09,15.33
2017-11-10,15.2
2017-11-13,14.95
2017-11-14,14.65
2017-11-15,14.57
2017-11-16,14.84
2017-11-17,15.09
2017-11-20,15.4
2017-11-21,15.45
2017-11-22,15.99
2017-11-24,16.27
2017-11-27,15.97
2017-11-28,15.9
2017-11-29,15.95
2017-11-30,16.32
2017-12-01,16.07
2017-12-04,15.79
2017-12-05,15.62
2017-12-06,15.61
2017-12-07,16.25
2017-12-08,16.73
2017-12-11,17.32
2017-12-12,16.59
2017-12-13,16.41
2017-12-14,16.08
2017-12-15,16.129998999999998
2017-12-18,16.370001000000002
2017-12-19,16.77
2017-12-20,16.790001
2017-12-21,16.73
2017-12-22,16.6
2017-12-26,16.450001
2017-12-27,16.280001000000002
2017-12-28,16.41
2017-12-29,16.200001
2018-01-02,16.41
2018-01-03,16.65
2018-01-04,16.629998999999998
2018-01-05,16.459999
2018-01-08,16.620001000000002
2018-01-09,16.52
2018-01-10,16.43
2018-01-11,16.48
2018-01-12,16.17
2018-01-16,15.67
2018-01-17,15.75
2018-01-18,15.35
2018-01-19,15.64
2018-01-22,15.61
2018-01-23,15.35
2018-01-24,15.21
2018-01-25,15.11
2018-01-26,15.17
2018-01-29,15.21
2018-01-30,14.66
2018-01-31,14.46
2018-02-01,14.76
2018-02-02,14.46
2018-02-05,14.22
2018-02-06,14.62
2018-02-07,14.49
2018-02-08,14.5
2018-02-09,15.0
2018-02-12,15.52
2018-02-13,15.47
2018-02-14,15.64
2018-02-15,15.67
2018-02-16,15.55
2018-02-20,15.38
2018-02-21,15.21
2018-02-22,15.12
2018-02-23,15.29
2018-02-26,15.61
2018-02-27,16.0
2018-02-28,16.16
2018-03-01,16.200001
2018-03-02,16.5
2018-03-05,16.68
2018-03-06,16.76
2018-03-07,16.65
2018-03-08,16.34
2018-03-09,16.290001
2018-03-12,16.219998999999998
2018-03-13,16.07
2018-03-14,15.78
2018-03-15,15.77
2018-03-16,16.1
2018-03-19,15.81
2018-03-20,15.53
2018-03-21,15.19
2018-03-22,14.52
2018-03-23,11.09
2018-03-26,10.8
2018-03-27,10.5
2018-03-28,10.61
2018-03-29,10.73
2018-04-02,10.29
2018-04-03,10.29
2018-04-04,10.37
2018-04-05,10.68
2018-04-06,10.28
2018-04-09,10.22
2018-04-10,10.84
2018-04-11,10.9
2018-04-12,10.99
2018-04-13,11.3
2018-04-16,11.26
2018-04-17,11.34
2018-04-18,11.19
2018-04-19,11.05
2018-04-20,11.09
2018-04-23,11.02
2018-04-24,11.02
2018-04-25,11.23
2018-04-26,11.2
2018-04-27,11.2
2018-04-30,11.3
2018-05-01,11.32
2018-05-02,11.36
2018-05-03,11.48
2018-05-04,11.69
2018-05-07,11.54
2018-05-08,11.23
2018-05-09,11.3
2018-05-10,11.21
2018-05-11,11.19
2018-05-14,11.07
2018-05-15,11.06
2018-05-16,11.24
2018-05-17,10.69
2018-05-18,10.98
2018-05-21,11.35
2018-05-22,11.83
2018-05-23,10.9
2018-05-24,10.55
2018-05-25,10.34
2018-05-29,10.37
2018-05-30,10.44
2018-05-31,10.23
2018-06-01,10.4
2018-06-04,10.36
2018-06-05,10.31
2018-06-06,10.3
2018-06-07,10.36
2018-06-08,10.66
2018-06-11,10.2
2018-06-12,10.0
2018-06-13,9.7
2018-06-14,9.34
2018-06-15,9.0
2018-06-18,9.16
2018-06-19,9.08
2018-06-20,9.12
2018-06-21,9.05
2018-06-22,9.1
2018-06-25,8.71
2018-06-26,8.93
2018-06-27,8.75
2018-06-28,8.56
2018-06-29,8.57
2018-07-02,8.25
2018-07-03,8.05
2018-07-05,8.16
2018-07-06,8.13
2018-07-09,8.3
2018-07-10,8.5
2018-07-11,8.38
2018-07-12,8.27
2018-07-13,7.98
2018-07-16,8.11
2018-07-17,8.06
2018-07-18,8.18
2018-07-19,8.02
2018-07-20,7.98
2018-07-23,7.99
2018-07-24,8.1
2018-07-25,8.01
2018-07-26,8.14
2018-07-27,8.08
2018-07-30,8.09
2018-07-31,8.15
2018-08-01,7.72
2018-08-02,7.53
2018-08-03,7.71
2018-08-06,7.75
2018-08-07,7.78
2018-08-08,7.55
2018-08-09,7.52
2018-08-10,7.35
2018-08-13,6.95
2018-08-14,7.05
2018-08-15,6.83
2018-08-16,7.21
2018-08-17,8.0
2018-08-20,8.03
2018-08-21,8.11
2018-08-22,7.8
2018-08-23,8.04
2018-08-24,8.2
2018-08-27,8.46
2018-08-28,8.52
2018-08-29,8.53
2018-08-30,8.22
2018-08-31,8.28
2018-09-04,8.01
2018-09-05,8.01
2018-09-06,7.95
2018-09-07,8.03
2018-09-10,8.01
2018-09-11,7.82
2018-09-12,8.04
2018-09-13,7.94
2018-09-14,8.0
2018-09-17,8.01
2018-09-18,7.99
2018-09-19,8.0
2018-09-20,8.32
2018-09-21,8.45
2018-09-24,8.42
2018-09-25,8.25
2018-09-26,8.17
2018-09-27,8.06
2018-09-28,8.17
2018-10-01,8.08
2018-10-02,8.02
2018-10-03,7.96
2018-10-04,7.77
2018-10-05,7.66
2018-10-08,7.44
2018-10-09,7.15
2018-10-10,6.58
2018-10-11,6.82
2018-10-12,6.63
2018-10-15,6.87
2018-10-16,7.09
2018-10-17,6.98
2018-10-18,6.67
2018-10-19,6.62
2018-10-22,6.61
2018-10-23,6.43
2018-10-24,5.78
2018-10-25,6.1
2018-10-26,6.06
2018-10-29,5.99
2018-10-30,5.98
2018-10-31,6.09
2018-11-01,6.65
2018-11-02,6.7
2018-11-05,6.73
2018-11-06,6.68
2018-11-07,6.83
2018-11-08,6.7
2018-11-09,6.58
2018-11-12,6.57
2018-11-13,6.64
2018-11-14,5.48
2018-11-15,5.52
2018-11-16,5.36
2018-11-19,5.1
2018-11-20,4.96
2018-11-21,5.05
2018-11-23,4.72
2018-11-26,4.77
2018-11-27,1.8
2018-11-28,2.26
2018-11-29,2.27
2018-11-30,2.21
2018-12-03,2.25
2018-12-04,2.17
2018-12-06,2.08
2018-12-07,2.01
2018-12-10,1.97
2018-12-11,2.08
2018-12-12,1.99
2018-12-13,1.88
2018-12-14,1.85
2018-12-17,1.76
2018-12-18,1.73
2018-12-19,1.67
2018-12-20,1.56
2018-12-21,1.47
2018-12-24,1.65
2018-12-26,1.64
2018-12-27,1.59
2018-12-28,1.66
2018-12-31,1.59
2019-01-02,1.66
2019-01-03,1.58
2019-01-04,1.61
2019-01-07,1.88
2019-01-08,1.92
2019-01-09,2.19
2019-01-10,2.54
2019-01-11,2.39
2019-01-14,2.32
2019-01-15,2.25
2019-01-16,2.35
2019-01-17,2.39
2019-01-18,2.36
2019-01-22,2.26
2019-01-23,2.06
2019-01-24,2.15
2019-01-25,2.34
2019-01-28,2.27
2019-01-29,2.23
2019-01-30,2.4
2019-01-31,2.29
2019-02-01,2.23
2019-02-04,2.29
2019-02-05,2.34
2019-02-06,2.46
2019-02-07,2.36
2019-02-08,2.28
2019-02-11,2.31
2019-02-12,2.41
2019-02-13,2.37
2019-02-14,2.05
2019-02-15,2.16
2019-02-19,2.23
2019-02-20,2.28
2019-02-21,2.18
2019-02-22,2.11
2019-02-25,2.19
2019-02-26,2.77
2019-02-27,2.92
2019-02-28,2.75
2019-03-01,2.75
2019-03-04,2.66
2019-03-05,2.65
2019-03-06,2.54
2019-03-07,2.51
2019-03-08,2.43
2019-03-11,2.36
2019-03-12,2.4
2019-03-13,2.44
2019-03-14,2.26
2019-03-15,2.22
2019-03-18,2.26
2019-03-19,2.28
2019-03-20,2.22
2019-03-21,2.21
2019-03-22,2.12
2019-03-25,2.01
2019-03-26,2.18
2019-03-27,2.06
2019-03-28,2.06
2019-03-29,2.05
2019-04-01,2.15
2019-04-02,2.19
2019-04-03,2.15
2019-04-04,2.23
2019-04-05,2.33
2019-04-08,2.42
2019-04-09,2.27
2019-04-10,2.29
2019-04-11,2.23
2019-04-12,2.35
2019-04-15,2.33
2019-04-16,2.34
2019-04-17,2.35
2019-04-18,2.31
2019-04-22,2.27
2019-04-23,2.25
2019-04-24,2.19
2019-04-25,2.09
2019-04-26,2.16
2019-04-29,2.19
2019-04-30,2.15
2019-05-01,2.07
2019-05-02,2.06
2019-05-03,2.16
2019-05-06,2.13
2019-05-07,2.1
2019-05-08,2.11
2019-05-09,2.15
2019-05-10,2.14
2019-05-13,2.02
2019-05-14,2.06
2019-05-15,2.02
2019-05-16,1.8
2019-05-17,1.82
2019-05-20,1.76
2019-05-21,1.82
2019-05-22,1.73
2019-05-23,1.62
2019-05-24,1.62
2019-05-28,1.55
2019-05-29,1.5
2019-05-30,1.51
2019-05-31,1.48
