Date,CARS
2017-06-01,25.59
2017-06-02,27.049999
2017-06-05,27.889999
2017-06-06,29.139999
2017-06-07,27.15
2017-06-08,25.809998999999998
2017-06-09,25.809998999999998
2017-06-12,25.940001000000002
2017-06-13,25.870001000000002
2017-06-14,25.59
2017-06-15,25.34
2017-06-16,26.16
2017-06-19,27.0
2017-06-20,26.9
2017-06-21,27.049999
2017-06-22,27.58
2017-06-23,28.200001
2017-06-26,28.209999
2017-06-27,27.549999
2017-06-28,27.559998999999998
2017-06-29,26.870001000000002
2017-06-30,26.629998999999998
2017-07-03,27.08
2017-07-05,27.040001
2017-07-06,26.379998999999998
2017-07-07,25.83
2017-07-10,25.950001
2017-07-11,25.25
2017-07-12,25.41
2017-07-13,25.049999
2017-07-14,24.129998999999998
2017-07-17,24.33
2017-07-18,23.959999
2017-07-19,23.25
2017-07-20,23.120001000000002
2017-07-21,24.02
2017-07-24,23.76
2017-07-25,24.139999
2017-07-26,24.76
2017-07-27,24.129998999999998
2017-07-28,24.290001
2017-07-31,24.299999
2017-08-01,24.559998999999998
2017-08-02,24.219998999999998
2017-08-03,24.709999
2017-08-04,24.629998999999998
2017-08-07,24.6
2017-08-08,24.200001
2017-08-09,24.65
2017-08-10,24.690001000000002
2017-08-11,24.719998999999998
2017-08-14,24.74
2017-08-15,25.24
2017-08-16,25.25
2017-08-17,24.77
2017-08-18,24.459999
2017-08-21,24.17
2017-08-22,24.190001000000002
2017-08-23,24.190001000000002
2017-08-24,24.200001
2017-08-25,25.34
2017-08-28,26.190001000000002
2017-08-29,26.27
2017-08-30,25.92
2017-08-31,25.860001
2017-09-01,26.309998999999998
2017-09-05,26.59
2017-09-06,27.200001
2017-09-07,27.42
2017-09-08,26.85
2017-09-11,27.0
2017-09-12,26.799999
2017-09-13,27.02
2017-09-14,26.700001
2017-09-15,26.129998999999998
2017-09-18,25.98
2017-09-19,26.190001000000002
2017-09-20,25.870001000000002
2017-09-21,25.549999
2017-09-22,26.440001000000002
2017-09-25,25.99
2017-09-26,26.66
2017-09-27,26.75
2017-09-28,26.6
2017-09-29,26.610001
2017-10-02,26.790001
2017-10-03,27.440001000000002
2017-10-04,28.040001
2017-10-05,28.65
2017-10-06,28.709999
2017-10-09,27.83
2017-10-10,27.52
2017-10-11,27.74
2017-10-12,27.42
2017-10-13,27.23
2017-10-16,27.09
2017-10-17,26.59
2017-10-18,26.200001
2017-10-19,25.709999
2017-10-20,25.83
2017-10-23,25.030001000000002
2017-10-24,24.6
2017-10-25,24.5
2017-10-26,24.549999
2017-10-27,24.049999
2017-10-30,23.92
2017-10-31,23.82
2017-11-01,23.790001
2017-11-02,24.370001000000002
2017-11-03,24.219998999999998
2017-11-06,24.700001
2017-11-07,22.99
2017-11-08,22.0
2017-11-09,22.469998999999998
2017-11-10,22.799999
2017-11-13,22.74
2017-11-14,23.200001
2017-11-15,23.290001
2017-11-16,23.85
2017-11-17,24.0
2017-11-20,24.299999
2017-11-21,24.07
2017-11-22,24.35
2017-11-24,24.110001
2017-11-27,24.34
2017-11-28,24.07
2017-11-29,24.860001
2017-11-30,24.24
2017-12-01,23.809998999999998
2017-12-04,24.559998999999998
2017-12-05,24.98
2017-12-06,26.16
2017-12-07,26.76
2017-12-08,26.76
2017-12-11,26.82
2017-12-12,27.059998999999998
2017-12-13,27.309998999999998
2017-12-14,27.41
2017-12-15,27.26
2017-12-18,27.889999
2017-12-19,29.23
2017-12-20,29.75
2017-12-21,29.98
2017-12-22,29.559998999999998
2017-12-26,29.540001
2017-12-27,29.15
2017-12-28,28.82
2017-12-29,28.84
2018-01-02,28.99
