Date,UBS
2014-12-02,18.0
2014-12-03,18.16
2014-12-04,18.17
2014-12-05,18.219998999999998
2014-12-08,18.040001
2014-12-09,17.98
2014-12-10,17.709999
2014-12-11,17.75
2014-12-12,17.4
2014-12-15,17.18
2014-12-16,17.219998999999998
2014-12-17,17.370001000000002
2014-12-18,17.6
2014-12-19,17.6
2014-12-22,17.530001000000002
2014-12-23,17.5
2014-12-24,17.610001
2014-12-26,17.67
2014-12-29,17.309998999999998
2014-12-30,17.27
2014-12-31,17.049999
2015-01-02,17.09
2015-01-05,16.6
2015-01-06,16.41
2015-01-07,16.690001000000002
2015-01-08,16.65
2015-01-09,16.540001
2015-01-12,16.379998999999998
2015-01-13,16.59
2015-01-14,16.48
2015-01-15,16.530001000000002
2015-01-16,16.23
2015-01-20,16.559998999999998
2015-01-21,16.790001
2015-01-22,17.24
2015-01-23,17.34
2015-01-26,17.25
2015-01-27,17.16
2015-01-28,16.6
2015-01-29,16.85
2015-01-30,16.68
2015-02-02,16.879998999999998
2015-02-03,17.18
2015-02-04,17.440001000000002
2015-02-05,17.440001000000002
2015-02-06,17.370001000000002
2015-02-09,17.34
2015-02-10,16.93
2015-02-11,16.540001
2015-02-12,16.98
2015-02-13,17.190001000000002
2015-02-17,17.379998999999998
2015-02-18,17.4
2015-02-19,17.34
2015-02-20,17.639999
2015-02-23,17.370001000000002
2015-02-24,17.360001
2015-02-25,17.48
2015-02-26,17.450001
2015-02-27,17.49
2015-03-02,17.48
2015-03-03,17.49
2015-03-04,17.620001000000002
2015-03-05,17.58
2015-03-06,17.540001
2015-03-09,17.48
2015-03-10,17.26
2015-03-11,17.18
2015-03-12,17.360001
2015-03-13,17.6
2015-03-16,17.91
2015-03-17,17.780001000000002
2015-03-18,18.27
2015-03-19,18.139999
2015-03-20,18.700001
2015-03-23,19.040001
2015-03-24,19.139999
2015-03-25,19.02
2015-03-26,19.040001
2015-03-27,19.0
2015-03-30,19.16
2015-03-31,18.77
2015-04-01,19.139999
2015-04-02,19.32
2015-04-06,19.43
2015-04-07,19.450001
2015-04-08,19.280001000000002
2015-04-09,19.360001
2015-04-10,19.370001000000002
2015-04-13,19.299999
2015-04-14,19.469998999999998
2015-04-15,19.719998999999998
2015-04-16,19.889999
2015-04-17,19.83
2015-04-20,19.84
2015-04-21,19.950001
2015-04-22,19.780001000000002
2015-04-23,20.190001000000002
2015-04-24,20.219998999999998
2015-04-27,20.110001
2015-04-28,20.0
2015-04-29,20.1
2015-04-30,20.07
2015-05-01,20.120001000000002
2015-05-04,20.360001
2015-05-05,21.370001000000002
2015-05-06,21.01
2015-05-07,21.299999
2015-05-08,21.389999
2015-05-11,21.190001000000002
2015-05-12,21.219998999999998
2015-05-13,21.07
2015-05-14,21.24
2015-05-15,21.23
2015-05-18,21.190001000000002
2015-05-19,21.129998999999998
2015-05-20,21.959999
2015-05-21,21.889999
2015-05-22,21.620001000000002
2015-05-26,21.33
2015-05-27,21.77
2015-05-28,21.9
2015-05-29,21.58
2015-06-01,21.530001000000002
2015-06-02,21.92
2015-06-03,22.030001000000002
2015-06-04,21.950001
2015-06-05,21.59
2015-06-08,21.58
2015-06-09,21.48
2015-06-10,22.030001000000002
2015-06-11,21.82
2015-06-12,21.75
2015-06-15,21.6
2015-06-16,21.440001000000002
2015-06-17,21.24
2015-06-18,21.25
2015-06-19,21.42
2015-06-22,21.780001000000002
2015-06-23,21.879998999999998
2015-06-24,21.690001000000002
2015-06-25,21.77
2015-06-26,21.93
2015-06-29,21.299999
2015-06-30,21.200001
2015-07-01,21.530001000000002
2015-07-02,21.870001000000002
2015-07-06,21.02
2015-07-07,21.17
2015-07-08,20.610001
2015-07-09,21.190001000000002
2015-07-10,21.860001
2015-07-13,22.049999
2015-07-14,22.200001
2015-07-15,22.49
2015-07-16,22.639999
2015-07-17,22.58
2015-07-20,22.52
2015-07-21,22.48
2015-07-22,22.219998999999998
2015-07-23,22.540001
2015-07-24,22.32
2015-07-27,21.98
2015-07-28,22.52
2015-07-29,22.82
2015-07-30,22.99
2015-07-31,23.059998999999998
2015-08-03,23.120001000000002
2015-08-04,22.76
2015-08-05,22.780001000000002
2015-08-06,22.879998999999998
2015-08-07,22.440001000000002
2015-08-10,22.709999
2015-08-11,22.379998999999998
2015-08-12,22.110001
2015-08-13,22.129998999999998
2015-08-14,22.09
2015-08-17,22.299999
2015-08-18,22.200001
2015-08-19,22.049999
2015-08-20,21.440001000000002
2015-08-21,20.809998999999998
2015-08-24,20.4
2015-08-25,20.73
2015-08-26,20.93
2015-08-27,20.799999
2015-08-28,20.879998999999998
2015-08-31,20.690001000000002
2015-09-01,20.25
2015-09-02,20.42
2015-09-03,20.41
2015-09-04,20.059998999999998
2015-09-08,20.469998999999998
2015-09-09,20.48
2015-09-10,20.639999
2015-09-11,20.76
2015-09-14,20.360001
2015-09-15,20.129998999999998
2015-09-16,20.1
2015-09-17,19.82
2015-09-18,19.24
2015-09-21,19.27
2015-09-22,18.790001
2015-09-23,18.35
2015-09-24,18.129998999999998
2015-09-25,18.389999
2015-09-28,18.030001000000002
2015-09-29,18.280001000000002
2015-09-30,18.52
2015-10-01,18.700001
2015-10-02,19.23
2015-10-05,19.610001
2015-10-06,19.77
2015-10-07,19.969998999999998
2015-10-08,19.889999
2015-10-09,19.790001
2015-10-12,19.75
2015-10-13,19.530001000000002
2015-10-14,19.67
2015-10-15,20.040001
2015-10-16,20.51
2015-10-19,20.200001
2015-10-20,20.040001
2015-10-21,19.76
2015-10-22,20.190001000000002
2015-10-23,20.549999
2015-10-26,20.540001
2015-10-27,20.299999
2015-10-28,20.32
2015-10-29,19.969998999999998
2015-10-30,20.030001000000002
2015-11-02,20.41
2015-11-03,19.219998999999998
2015-11-04,19.27
2015-11-05,19.299999
2015-11-06,19.74
2015-11-09,19.58
2015-11-10,19.4
2015-11-11,19.48
2015-11-12,19.059998999999998
2015-11-13,18.969998999999998
2015-11-16,18.879998999999998
2015-11-17,19.16
2015-11-18,19.49
2015-11-19,19.709999
2015-11-20,19.48
2015-11-23,19.190001000000002
2015-11-24,19.200001
2015-11-25,19.23
2015-11-27,19.18
2015-11-30,19.16
2015-12-01,19.360001
2015-12-02,19.33
2015-12-03,19.34
2015-12-04,19.639999
2015-12-07,19.360001
2015-12-08,19.030001000000002
2015-12-09,19.01
2015-12-10,18.860001
2015-12-11,18.35
2015-12-14,18.309998999999998
2015-12-15,18.690001000000002
2015-12-16,19.16
2015-12-17,19.209999
2015-12-18,19.129998999999998
2015-12-21,19.16
2015-12-22,19.389999
2015-12-23,19.67
2015-12-24,19.68
2015-12-28,19.75
2015-12-29,19.91
2015-12-30,19.700001
2015-12-31,19.370001000000002
2016-01-04,19.129998999999998
2016-01-05,19.02
2016-01-06,18.780001000000002
2016-01-07,18.299999
2016-01-08,17.370001000000002
2016-01-11,17.58
2016-01-12,17.67
2016-01-13,17.280001000000002
2016-01-14,17.42
2016-01-15,16.620001000000002
2016-01-19,16.870001000000002
2016-01-20,16.43
2016-01-21,16.309998999999998
2016-01-22,16.66
2016-01-25,16.15
2016-01-26,16.389999
2016-01-27,16.209999
2016-01-28,16.34
2016-01-29,16.639999
2016-02-01,16.52
2016-02-02,15.23
2016-02-03,15.45
2016-02-04,15.41
2016-02-05,15.25
2016-02-08,14.76
2016-02-09,14.18
2016-02-10,14.68
2016-02-11,14.27
2016-02-12,15.06
2016-02-16,14.91
2016-02-17,15.24
2016-02-18,15.01
2016-02-19,14.88
2016-02-22,15.22
2016-02-23,14.85
2016-02-24,14.98
2016-02-25,15.26
2016-02-26,15.3
2016-02-29,15.22
2016-03-01,15.82
2016-03-02,16.26
2016-03-03,16.52
2016-03-04,16.51
2016-03-07,16.57
2016-03-08,16.25
2016-03-09,16.309998999999998
2016-03-10,16.32
2016-03-11,16.969998999999998
2016-03-14,16.9
2016-03-15,16.83
2016-03-16,16.049999
2016-03-17,16.57
2016-03-18,16.719998999999998
2016-03-21,16.9
2016-03-22,16.790001
2016-03-23,16.35
2016-03-24,16.24
2016-03-28,16.299999
2016-03-29,16.32
2016-03-30,16.34
2016-03-31,16.02
2016-04-01,15.81
2016-04-04,15.54
2016-04-05,14.99
2016-04-06,15.25
2016-04-07,14.95
2016-04-08,15.17
2016-04-11,15.22
2016-04-12,15.44
2016-04-13,15.97
2016-04-14,16.1
2016-04-15,15.97
2016-04-18,16.18
2016-04-19,16.52
2016-04-20,16.75
2016-04-21,16.469998999999998
2016-04-22,16.610001
2016-04-25,16.639999
2016-04-26,17.02
2016-04-27,17.120001000000002
2016-04-28,17.16
2016-04-29,17.27
2016-05-02,17.23
2016-05-03,15.91
2016-05-04,15.69
2016-05-05,15.6
2016-05-06,15.6
2016-05-09,15.68
2016-05-10,15.99
2016-05-11,15.82
2016-05-12,15.01
2016-05-13,14.72
2016-05-16,14.64
2016-05-17,14.43
2016-05-18,14.7
2016-05-19,14.76
2016-05-20,14.83
2016-05-23,14.85
2016-05-24,15.06
2016-05-25,15.41
2016-05-26,15.49
2016-05-27,15.44
2016-05-31,15.39
2016-06-01,15.34
2016-06-02,15.13
2016-06-03,14.8
2016-06-06,14.91
2016-06-07,15.08
2016-06-08,15.12
2016-06-09,14.75
2016-06-10,14.33
2016-06-13,13.97
2016-06-14,13.79
2016-06-15,13.95
2016-06-16,14.11
2016-06-17,14.71
2016-06-20,15.06
2016-06-21,15.44
2016-06-22,15.49
2016-06-23,16.1
2016-06-24,13.95
2016-06-27,12.81
2016-06-28,12.68
2016-06-29,13.04
2016-06-30,12.96
2016-07-01,13.17
2016-07-05,12.36
2016-07-06,12.4
2016-07-07,12.23
2016-07-08,12.25
2016-07-11,12.51
2016-07-12,12.82
2016-07-13,12.92
2016-07-14,13.22
2016-07-15,13.17
2016-07-18,13.22
2016-07-19,13.03
2016-07-20,13.29
2016-07-21,13.21
2016-07-22,13.29
2016-07-25,13.47
2016-07-26,13.5
2016-07-27,13.66
2016-07-28,13.56
2016-07-29,13.78
2016-08-01,13.49
2016-08-02,12.97
2016-08-03,13.12
2016-08-04,13.23
2016-08-05,13.46
2016-08-08,13.55
2016-08-09,13.66
2016-08-10,13.69
2016-08-11,13.78
2016-08-12,13.86
