Date,CLR
2008-04-09,17.700001
2008-04-10,17.795
2008-04-11,19.190001000000002
2008-04-14,19.115
2008-04-15,20.790001
2008-04-16,21.1
2008-04-17,21.35
2008-04-18,21.094998999999998
2008-04-21,20.950001
2008-04-22,21.110001
2008-04-23,21.110001
2008-04-24,21.045
2008-04-25,22.525
2008-04-28,23.27
2008-04-29,21.125
2008-04-30,21.485001
2008-05-01,20.870001000000002
2008-05-02,21.915001
2008-05-05,25.485001
2008-05-06,24.735001
2008-05-07,25.655001000000002
2008-05-08,26.17
2008-05-09,26.59
2008-05-12,25.004998999999998
2008-05-13,26.045
2008-05-14,25.514999
2008-05-15,25.700001
2008-05-16,25.735001
2008-05-19,25.530001000000002
2008-05-20,31.42
2008-05-21,30.094998999999998
2008-05-22,30.290001
2008-05-23,29.815001000000002
2008-05-27,29.955
2008-05-28,31.25
2008-05-29,30.83
2008-05-30,32.084998999999996
2008-06-02,32.174999
2008-06-03,32.775002
2008-06-04,32.605
2008-06-05,34.904999
2008-06-06,37.25
2008-06-09,36.965
2008-06-10,34.645
2008-06-11,34.470001
2008-06-12,32.994999
2008-06-13,34.0
2008-06-16,35.709998999999996
2008-06-17,36.650002
2008-06-18,36.924999
2008-06-19,35.224998
2008-06-20,34.439999
2008-06-23,36.099998
2008-06-24,33.619999
2008-06-25,33.404999
2008-06-26,33.639998999999996
2008-06-27,33.700001
2008-06-30,34.66
2008-07-01,35.455002
2008-07-02,34.200001
2008-07-03,33.220001
2008-07-07,32.794998
2008-07-08,32.68
2008-07-09,32.630001
2008-07-10,39.325001
2008-07-11,40.009997999999996
2008-07-14,40.799999
2008-07-15,38.330002
2008-07-16,37.299999
2008-07-17,34.595001
2008-07-18,34.700001
2008-07-21,36.450001
2008-07-22,34.919998
2008-07-23,31.135
2008-07-24,31.040001
2008-07-25,31.299999
2008-07-28,31.860001
2008-07-29,27.889999
2008-07-30,30.415001
2008-07-31,28.559998999999998
2008-08-01,28.200001
2008-08-04,25.485001
2008-08-05,23.965
2008-08-06,25.59
2008-08-07,24.035
2008-08-08,22.415001
2008-08-11,22.315001000000002
2008-08-12,21.799999
2008-08-13,24.23
2008-08-14,23.084999
2008-08-15,22.885
2008-08-18,21.77
2008-08-19,23.825001
2008-08-20,25.559998999999998
2008-08-21,26.940001000000002
2008-08-22,25.225
2008-08-25,24.764999
2008-08-26,25.23
2008-08-27,25.34
2008-08-28,25.295
2008-08-29,25.084999
2008-09-02,23.02
2008-09-03,22.08
2008-09-04,21.045
2008-09-05,22.385
2008-09-08,20.365
2008-09-09,16.940001000000002
2008-09-10,18.18
2008-09-11,18.139999
2008-09-12,20.365
2008-09-15,17.629998999999998
2008-09-16,18.67
2008-09-17,17.245001000000002
2008-09-18,18.375
2008-09-19,20.66
2008-09-22,22.684998999999998
2008-09-23,21.440001000000002
2008-09-24,22.440001000000002
2008-09-25,22.469998999999998
2008-09-26,20.965
2008-09-29,17.875
2008-09-30,19.615
2008-10-01,19.139999
2008-10-02,15.215
2008-10-03,14.565
2008-10-06,14.7
2008-10-07,13.005
2008-10-08,12.715
2008-10-09,11.065
2008-10-10,10.03
2008-10-13,12.95
2008-10-14,12.61
2008-10-15,10.385
2008-10-16,11.46
2008-10-17,12.73
2008-10-20,13.95
2008-10-21,13.255
2008-10-22,11.365
2008-10-23,11.61
2008-10-24,11.245
2008-10-27,11.345
2008-10-28,11.905
2008-10-29,12.82
2008-10-30,15.835
2008-10-31,16.195
2008-11-03,14.63
2008-11-04,15.6
2008-11-05,14.625
2008-11-06,12.675
2008-11-07,12.595
2008-11-10,13.105
2008-11-11,12.6
2008-11-12,10.5
2008-11-13,12.465
2008-11-14,11.27
2008-11-17,10.97
2008-11-18,11.675
2008-11-19,10.375
2008-11-20,7.62
2008-11-21,8.925
2008-11-24,9.455
2008-11-25,8.875
2008-11-26,9.85
2008-11-28,9.775
2008-12-01,8.365
2008-12-02,8.96
2008-12-03,9.02
2008-12-04,7.69
2008-12-05,6.77
2008-12-08,7.495
2008-12-09,8.265
2008-12-10,10.12
2008-12-11,10.105
2008-12-12,9.595
2008-12-15,9.955
2008-12-16,10.235
2008-12-17,10.305
2008-12-18,9.045
2008-12-19,9.945
2008-12-22,9.225
2008-12-23,9.045
2008-12-24,9.335
2008-12-26,9.865
2008-12-29,10.195
2008-12-30,10.31
2008-12-31,10.355
2009-01-02,11.26
2009-01-05,12.285
2009-01-06,13.095
2009-01-07,12.01
2009-01-08,12.015
2009-01-09,11.605
2009-01-12,10.525
2009-01-13,11.045
2009-01-14,10.445
2009-01-15,10.34
2009-01-16,10.155
2009-01-20,9.23
2009-01-21,10.565
2009-01-22,10.16
2009-01-23,10.67
2009-01-26,11.37
2009-01-27,11.18
2009-01-28,11.445
2009-01-29,10.74
2009-01-30,10.335
2009-02-02,10.2
2009-02-03,10.52
2009-02-04,10.995
2009-02-05,10.545
2009-02-06,11.25
2009-02-09,11.015
2009-02-10,10.515
2009-02-11,9.96
2009-02-12,10.07
2009-02-13,10.275
2009-02-17,8.905
2009-02-18,8.275
2009-02-19,8.55
2009-02-20,8.225
2009-02-23,7.59
2009-02-24,7.965
2009-02-25,7.845
2009-02-26,8.655
2009-02-27,7.945
2009-03-02,7.14
2009-03-03,7.355
2009-03-04,7.87
2009-03-05,7.22
2009-03-06,7.17
2009-03-09,7.545
2009-03-10,8.645
2009-03-11,8.425
2009-03-12,9.495
2009-03-13,9.415
2009-03-16,9.555
2009-03-17,10.255
2009-03-18,10.75
2009-03-19,12.06
2009-03-20,11.585
2009-03-23,12.92
2009-03-24,11.985
2009-03-25,11.73
2009-03-26,11.615
2009-03-27,11.21
2009-03-30,10.475
2009-03-31,10.605
2009-04-01,11.095
2009-04-02,11.995
2009-04-03,12.46
2009-04-06,11.94
2009-04-07,11.46
2009-04-08,12.02
2009-04-09,12.58
2009-04-13,12.085
2009-04-14,11.975
2009-04-15,11.65
2009-04-16,12.075
2009-04-17,12.12
2009-04-20,11.04
2009-04-21,11.565
2009-04-22,11.375
2009-04-23,11.385
2009-04-24,11.88
2009-04-27,11.29
2009-04-28,11.355
2009-04-29,12.2
2009-04-30,11.675
2009-05-01,12.365
2009-05-04,13.595
2009-05-05,13.27
2009-05-06,14.98
2009-05-07,14.21
2009-05-08,15.465
2009-05-11,14.18
2009-05-12,14.23
2009-05-13,12.935
2009-05-14,13.235
2009-05-15,12.515
2009-05-18,13.34
2009-05-19,13.895
2009-05-20,14.275
2009-05-21,13.395
2009-05-22,13.16
2009-05-26,13.415
2009-05-27,13.605
2009-05-28,14.66
2009-05-29,14.805
2009-06-01,15.87
2009-06-02,16.17
2009-06-03,14.94
2009-06-04,16.084999
2009-06-05,15.905
2009-06-08,15.625
2009-06-09,16.355
2009-06-10,16.655001000000002
2009-06-11,16.655001000000002
2009-06-12,16.41
2009-06-15,15.44
2009-06-16,14.55
2009-06-17,14.05
2009-06-18,14.105
2009-06-19,13.715
2009-06-22,12.365
2009-06-23,12.67
2009-06-24,13.05
2009-06-25,13.775
2009-06-26,13.785
2009-06-29,14.11
2009-06-30,13.875
2009-07-01,13.79
2009-07-02,12.835
2009-07-06,11.32
2009-07-07,11.78
2009-07-08,11.95
2009-07-09,11.955
2009-07-10,11.745
2009-07-13,11.825
2009-07-14,12.175
2009-07-15,13.335
2009-07-16,13.915
2009-07-17,13.875
2009-07-20,14.37
2009-07-21,14.43
2009-07-22,14.62
2009-07-23,15.225
2009-07-24,15.64
2009-07-27,15.81
2009-07-28,16.465
2009-07-29,15.425
2009-07-30,15.805
2009-07-31,16.915001
2009-08-03,17.620001000000002
2009-08-04,17.385
2009-08-05,17.84
2009-08-06,18.465
2009-08-07,17.924999
2009-08-10,17.945
2009-08-11,17.469998999999998
2009-08-12,17.950001
2009-08-13,18.625
2009-08-14,17.98
2009-08-17,16.665001
2009-08-18,17.245001000000002
2009-08-19,17.65
2009-08-20,17.860001
2009-08-21,18.545
2009-08-24,18.905001000000002
2009-08-25,18.299999
2009-08-26,17.934998999999998
2009-08-27,17.815001000000002
2009-08-28,18.299999
2009-08-31,17.65
2009-09-01,17.105
2009-09-02,17.09
2009-09-03,17.674999
2009-09-04,18.285
2009-09-08,19.0
2009-09-09,19.424999
2009-09-10,20.705
2009-09-11,20.889999
2009-09-14,21.065001000000002
2009-09-15,21.91
2009-09-16,21.625
2009-09-17,21.129998999999998
2009-09-18,20.965
2009-09-21,20.455
2009-09-22,21.334999
2009-09-23,20.809998999999998
2009-09-24,19.84
2009-09-25,19.219998999999998
2009-09-28,19.92
2009-09-29,19.9
2009-09-30,19.584999
2009-10-01,18.860001
2009-10-02,18.995001000000002
2009-10-05,19.795
2009-10-06,20.549999
2009-10-07,20.6
2009-10-08,21.02
2009-10-09,21.135
2009-10-12,21.205
2009-10-13,20.99
2009-10-14,21.215
2009-10-15,21.26
2009-10-16,21.459999
2009-10-19,22.174999
2009-10-20,22.67
2009-10-21,22.735001
2009-10-22,22.700001
2009-10-23,21.790001
2009-10-26,21.24
2009-10-27,21.139999
2009-10-28,19.455
2009-10-29,19.905001000000002
2009-10-30,18.605
2009-11-02,18.605
2009-11-03,19.275
2009-11-04,19.565001000000002
2009-11-05,19.615
2009-11-06,18.584999
2009-11-09,19.305
2009-11-10,19.32
2009-11-11,19.200001
2009-11-12,18.540001
2009-11-13,18.58
2009-11-16,19.469998999999998
2009-11-17,19.455
2009-11-18,19.504998999999998
2009-11-19,18.799999
2009-11-20,18.375
2009-11-23,18.629998999999998
2009-11-24,18.879998999999998
2009-11-25,19.42
2009-11-27,18.860001
2009-11-30,18.825001
2009-12-01,19.559998999999998
2009-12-02,19.379998999999998
2009-12-03,19.075001
2009-12-04,19.190001000000002
2009-12-07,19.405001000000002
2009-12-08,18.700001
2009-12-09,18.75
2009-12-10,19.110001
2009-12-11,18.91
2009-12-14,19.690001000000002
2009-12-15,20.120001000000002
2009-12-16,20.51
2009-12-17,20.77
2009-12-18,21.09
2009-12-21,21.275
2009-12-22,21.485001
2009-12-23,21.65
2009-12-24,21.940001000000002
2009-12-28,21.91
2009-12-29,21.959999
2009-12-30,21.715
2009-12-31,21.445
2010-01-04,23.09
2010-01-05,22.75
2010-01-06,22.775
2010-01-07,22.5
2010-01-08,22.440001000000002
2010-01-11,22.030001000000002
2010-01-12,21.635
2010-01-13,22.059998999999998
2010-01-14,22.245001000000002
2010-01-15,21.120001000000002
2010-01-19,20.995001000000002
2010-01-20,20.530001000000002
2010-01-21,20.09
2010-01-22,18.995001000000002
2010-01-25,19.67
2010-01-26,19.41
2010-01-27,19.344998999999998
2010-01-28,19.26
2010-01-29,18.985001
2010-02-01,20.18
2010-02-02,20.535
2010-02-03,20.174999
2010-02-04,19.040001
2010-02-05,18.940001000000002
2010-02-08,18.905001000000002
2010-02-09,19.155001000000002
2010-02-10,19.065001000000002
2010-02-11,19.5
2010-02-12,19.379998999999998
2010-02-16,19.93
2010-02-17,20.1
2010-02-18,20.415001
2010-02-19,20.48
2010-02-22,20.17
2010-02-23,19.290001
2010-02-24,19.4
2010-02-25,19.370001000000002
2010-02-26,19.74
2010-03-01,20.184998999999998
2010-03-02,20.155001000000002
2010-03-03,20.129998999999998
2010-03-04,19.92
2010-03-05,20.254998999999998
2010-03-08,20.530001000000002
2010-03-09,20.635
2010-03-10,20.75
2010-03-11,20.75
2010-03-12,20.745001000000002
2010-03-15,20.395
2010-03-16,20.459999
2010-03-17,20.950001
2010-03-18,20.52
2010-03-19,19.889999
2010-03-22,19.9
2010-03-23,19.905001000000002
2010-03-24,19.605
2010-03-25,18.674999
2010-03-26,18.77
2010-03-29,20.615
2010-03-30,20.75
2010-03-31,21.275
2010-04-01,22.184998999999998
2010-04-05,22.690001000000002
2010-04-06,22.424999
2010-04-07,22.235001
2010-04-08,22.785
2010-04-09,22.965
2010-04-12,22.815001000000002
2010-04-13,22.639999
2010-04-14,23.225
2010-04-15,23.25
2010-04-16,22.43
2010-04-19,21.98
2010-04-20,22.514999
2010-04-21,22.525
2010-04-22,22.715
2010-04-23,23.825001
2010-04-26,23.834999
2010-04-27,22.875
2010-04-28,23.18
2010-04-29,23.93
2010-04-30,24.58
2010-05-03,25.639999
2010-05-04,24.82
2010-05-05,23.725
2010-05-06,22.455
2010-05-07,21.85
2010-05-10,23.955
2010-05-11,23.915001
2010-05-12,24.684998999999998
2010-05-13,24.125
2010-05-14,23.325001
2010-05-17,22.705
2010-05-18,22.514999
2010-05-19,22.215
2010-05-20,20.605
2010-05-21,21.565001000000002
2010-05-24,20.98
2010-05-25,21.25
2010-05-26,21.99
2010-05-27,23.674999
2010-05-28,23.58
2010-06-01,22.65
2010-06-02,24.780001000000002
2010-06-03,24.82
2010-06-04,22.969998999999998
2010-06-07,22.754998999999998
2010-06-08,23.6
2010-06-09,23.85
2010-06-10,25.455
2010-06-11,25.299999
2010-06-14,25.379998999999998
2010-06-15,25.950001
2010-06-16,25.785
2010-06-17,25.120001000000002
2010-06-18,25.235001
2010-06-21,24.860001
2010-06-22,24.09
2010-06-23,24.075001
2010-06-24,23.815001000000002
2010-06-25,24.58
2010-06-28,24.110001
2010-06-29,22.879998999999998
2010-06-30,22.309998999999998
2010-07-01,21.825001
2010-07-02,21.745001000000002
2010-07-06,21.620001000000002
2010-07-07,22.184998999999998
2010-07-08,22.285
2010-07-09,21.785
2010-07-12,21.879998999999998
2010-07-13,22.610001
2010-07-14,22.68
2010-07-15,22.32
2010-07-16,21.625
2010-07-19,21.385
2010-07-20,22.395
2010-07-21,22.07
2010-07-22,22.93
2010-07-23,23.145
2010-07-26,23.25
2010-07-27,22.77
2010-07-28,22.92
2010-07-29,22.91
2010-07-30,22.764999
2010-08-02,23.73
2010-08-03,23.809998999999998
2010-08-04,24.200001
2010-08-05,23.955
2010-08-06,23.355
2010-08-09,23.145
2010-08-10,22.465
2010-08-11,21.940001000000002
2010-08-12,21.695
2010-08-13,21.475
2010-08-16,21.110001
2010-08-17,21.575001
2010-08-18,21.665001
2010-08-19,21.055
2010-08-20,20.655001000000002
2010-08-23,20.67
2010-08-24,19.934998999999998
2010-08-25,19.91
2010-08-26,20.0
2010-08-27,20.465
2010-08-30,20.389999
2010-08-31,20.26
2010-09-01,20.99
2010-09-02,21.5
2010-09-03,21.940001000000002
2010-09-07,21.415001
2010-09-08,21.77
2010-09-09,21.475
2010-09-10,21.549999
2010-09-13,22.125
2010-09-14,22.275
2010-09-15,22.43
2010-09-16,21.955
2010-09-17,21.92
2010-09-20,21.795
2010-09-21,21.885
2010-09-22,22.184998999999998
2010-09-23,22.045
2010-09-24,22.379998999999998
2010-09-27,22.57
2010-09-28,22.84
2010-09-29,23.040001
2010-09-30,23.18
2010-10-01,23.719998999999998
2010-10-04,23.280001000000002
2010-10-05,24.325001
2010-10-06,24.385
2010-10-07,24.49
2010-10-08,24.745001000000002
2010-10-11,25.16
2010-10-12,23.99
2010-10-13,23.82
2010-10-14,23.870001000000002
2010-10-15,23.875
2010-10-18,23.875
2010-10-19,22.985001
2010-10-20,23.275
2010-10-21,23.24
2010-10-22,23.695
2010-10-25,23.389999
2010-10-26,23.355
2010-10-27,23.17
2010-10-28,23.405001000000002
2010-10-29,23.764999
2010-11-01,24.08
2010-11-02,24.620001000000002
2010-11-03,24.655001000000002
2010-11-04,24.995001000000002
2010-11-05,24.965
2010-11-08,25.02
2010-11-09,25.15
2010-11-10,25.200001
2010-11-11,25.235001
2010-11-12,24.450001
2010-11-15,24.514999
2010-11-16,24.41
2010-11-17,24.6
2010-11-18,25.254998999999998
2010-11-19,26.450001
2010-11-22,27.105
2010-11-23,26.66
2010-11-24,27.040001
2010-11-26,26.945
2010-11-29,26.785
2010-11-30,26.725
2010-12-01,27.495001000000002
2010-12-02,27.855
2010-12-03,28.305
2010-12-06,28.955
2010-12-07,29.264999
2010-12-08,28.82
2010-12-09,28.83
2010-12-10,29.145
2010-12-13,29.395
2010-12-14,29.014999
2010-12-15,28.805
2010-12-16,28.99
2010-12-17,28.58
2010-12-20,28.82
2010-12-21,29.43
2010-12-22,29.540001
2010-12-23,29.555
2010-12-27,28.754998999999998
2010-12-28,28.745001000000002
2010-12-29,29.325001
2010-12-30,29.299999
2010-12-31,29.424999
2011-01-03,29.42
2011-01-04,28.700001
2011-01-05,29.325001
2011-01-06,28.705
2011-01-07,29.075001
2011-01-10,29.92
2011-01-11,31.315001000000002
2011-01-12,31.219998999999998
2011-01-13,30.674999
2011-01-14,31.334999
2011-01-18,31.24
2011-01-19,31.07
2011-01-20,30.25
2011-01-21,29.865
2011-01-24,29.65
2011-01-25,28.940001000000002
2011-01-26,29.855
2011-01-27,29.870001000000002
2011-01-28,30.59
2011-01-31,32.105
2011-02-01,32.244999
2011-02-02,32.445
2011-02-03,32.525002
2011-02-04,31.485001
2011-02-07,31.27
2011-02-08,31.575001
2011-02-09,30.93
2011-02-10,31.065001000000002
2011-02-11,30.93
2011-02-14,31.35
2011-02-15,30.629998999999998
2011-02-16,31.105
2011-02-17,31.565001000000002
2011-02-18,31.92
2011-02-22,32.584998999999996
2011-02-23,33.645
2011-02-24,33.490002000000004
2011-02-25,34.514998999999996
2011-02-28,34.764998999999996
2011-03-01,34.299999
2011-03-02,34.509997999999996
2011-03-03,34.705002
2011-03-04,34.145
2011-03-07,33.799999
2011-03-08,33.150002
2011-03-09,32.330002
2011-03-10,31.219998999999998
2011-03-11,31.735001
2011-03-14,31.67
2011-03-15,32.16
2011-03-16,32.310001
2011-03-17,33.404999
2011-03-18,33.130001
2011-03-21,34.115002000000004
2011-03-22,34.700001
2011-03-23,34.59
2011-03-24,34.740002000000004
2011-03-25,35.735001000000004
2011-03-28,34.805
2011-03-29,35.724998
2011-03-30,36.060001
2011-03-31,35.735001000000004
2011-04-01,35.974998
2011-04-04,36.035
2011-04-05,35.595001
2011-04-06,34.455002
2011-04-07,34.810001
2011-04-08,35.435001
2011-04-11,33.945
2011-04-12,32.865002000000004
2011-04-13,33.314999
2011-04-14,32.759997999999996
2011-04-15,32.974998
2011-04-18,32.474998
2011-04-19,32.945
2011-04-20,33.895
2011-04-21,34.360001000000004
2011-04-25,34.16
2011-04-26,34.255001
2011-04-27,33.700001
2011-04-28,33.685001
2011-04-29,34.34
2011-05-02,33.654999
2011-05-03,32.93
2011-05-04,31.445
2011-05-05,30.325001
2011-05-06,30.674999
2011-05-09,31.309998999999998
2011-05-10,31.785
2011-05-11,30.27
2011-05-12,29.959999
2011-05-13,29.690001000000002
2011-05-16,29.764999
2011-05-17,30.504998999999998
2011-05-18,31.575001
2011-05-19,31.370001000000002
2011-05-20,31.280001000000002
2011-05-23,30.459999
2011-05-24,31.74
2011-05-25,32.540001000000004
2011-05-26,32.560001
2011-05-27,33.240002000000004
2011-05-31,33.110001000000004
2011-06-01,31.565001000000002
2011-06-02,31.445
2011-06-03,31.084999
2011-06-06,30.225
2011-06-07,30.075001
2011-06-08,30.5
2011-06-09,30.834999
2011-06-10,30.155001000000002
2011-06-13,29.485001
2011-06-14,30.65
2011-06-15,29.889999
2011-06-16,29.73
2011-06-17,30.129998999999998
2011-06-20,29.975
2011-06-21,30.709999
2011-06-22,30.565001000000002
2011-06-23,30.785
2011-06-24,30.254998999999998
2011-06-27,30.254998999999998
2011-06-28,31.405001000000002
2011-06-29,32.099998
2011-06-30,32.455002
2011-07-01,32.965
2011-07-05,33.365002000000004
2011-07-06,33.474998
2011-07-07,34.119999
2011-07-08,34.025002
2011-07-11,32.560001
2011-07-12,32.75
2011-07-13,33.275002
2011-07-14,32.785
2011-07-15,34.549999
2011-07-18,34.060001
2011-07-19,34.904999
2011-07-20,34.93
2011-07-21,35.255001
2011-07-22,35.615002000000004
2011-07-25,35.634997999999996
2011-07-26,35.450001
2011-07-27,34.445
2011-07-28,34.064999
2011-07-29,34.294998
2011-08-01,34.049999
2011-08-02,32.75
2011-08-03,32.689999
2011-08-04,28.075001
2011-08-05,27.1
2011-08-08,24.1
2011-08-09,26.23
2011-08-10,26.105
2011-08-11,28.370001000000002
2011-08-12,28.379998999999998
2011-08-15,29.584999
2011-08-16,29.225
2011-08-17,29.889999
2011-08-18,26.91
2011-08-19,26.41
2011-08-22,25.035
2011-08-23,25.885
2011-08-24,26.190001000000002
2011-08-25,25.635
2011-08-26,26.485001
2011-08-29,27.77
2011-08-30,28.23
2011-08-31,27.945
2011-09-01,27.4
2011-09-02,26.280001000000002
2011-09-06,25.700001
2011-09-07,26.48
2011-09-08,26.209999
2011-09-09,25.32
2011-09-12,24.99
2011-09-13,26.049999
2011-09-14,26.780001000000002
2011-09-15,27.615
2011-09-16,28.025
2011-09-19,27.375
2011-09-20,27.040001
2011-09-21,26.395
2011-09-22,24.594998999999998
2011-09-23,24.01
2011-09-26,24.924999
2011-09-27,26.059998999999998
2011-09-28,24.48
2011-09-29,25.4
2011-09-30,24.184998999999998
2011-10-03,22.715
2011-10-04,23.184998999999998
2011-10-05,24.379998999999998
2011-10-06,24.945
2011-10-07,24.940001000000002
2011-10-10,26.360001
2011-10-11,26.125
2011-10-12,26.690001000000002
2011-10-13,26.855
2011-10-14,28.549999
2011-10-17,28.43
2011-10-18,29.42
2011-10-19,29.184998999999998
2011-10-20,29.1
2011-10-21,29.805
2011-10-24,30.450001
2011-10-25,29.254998999999998
2011-10-26,30.035
2011-10-27,30.959999
2011-10-28,31.75
2011-10-31,30.325001
2011-11-01,29.325001
2011-11-02,30.379998999999998
2011-11-03,32.529999
2011-11-04,33.035
2011-11-07,32.785
2011-11-08,33.150002
2011-11-09,31.75
2011-11-10,33.16
2011-11-11,33.834998999999996
2011-11-14,33.91
2011-11-15,34.18
2011-11-16,34.849998
2011-11-17,33.669998
2011-11-18,33.560001
2011-11-21,32.955002
2011-11-22,32.634997999999996
2011-11-23,31.17
2011-11-25,30.99
2011-11-28,32.275002
2011-11-29,33.060001
2011-11-30,35.294998
2011-12-01,34.665001000000004
2011-12-02,34.805
2011-12-05,35.830002
2011-12-06,35.720001
2011-12-07,35.244999
2011-12-08,33.855
2011-12-09,34.830002
2011-12-12,33.595001
2011-12-13,33.244999
2011-12-14,31.24
2011-12-15,31.014999
2011-12-16,32.025002
2011-12-19,31.405001000000002
2011-12-20,33.105
2011-12-21,33.669998
2011-12-22,34.32
2011-12-23,34.544998
2011-12-27,34.529999
2011-12-28,33.744999
2011-12-29,33.700001
2011-12-30,33.355
2012-01-03,34.93
2012-01-04,36.615002000000004
2012-01-05,37.900002
2012-01-06,37.43
2012-01-09,37.169998
2012-01-10,37.689999
2012-01-11,37.360001000000004
2012-01-12,36.264998999999996
2012-01-13,36.145
2012-01-17,37.669998
2012-01-18,38.580002
2012-01-19,38.119999
2012-01-20,36.59
2012-01-23,37.224998
2012-01-24,37.115002000000004
2012-01-25,41.235001000000004
2012-01-26,40.455002
