Date,IP
1962-01-02,8.852777
1962-01-03,8.73192
1962-01-04,8.701706
1962-01-05,8.792347999999999
1962-01-08,8.611063
1962-01-09,8.490206
1962-01-10,8.429777
1962-01-11,8.429777
1962-01-12,8.399563
1962-01-15,8.248491
1962-01-16,8.218277
1962-01-17,8.157849
1962-01-18,8.188064
1962-01-19,8.157849
1962-01-22,8.188064
1962-01-23,8.157849
1962-01-24,8.097421
1962-01-25,8.097421
1962-01-26,8.006778
1962-01-29,8.036992
1962-01-30,8.127635
1962-01-31,8.188064
1962-02-01,8.127635
1962-02-02,8.218277
1962-02-05,8.188064
1962-02-06,8.278706
1962-02-07,8.490206
1962-02-08,8.459991
1962-02-09,8.550634
1962-02-12,8.580849
1962-02-13,8.762134
1962-02-14,8.701706
1962-02-15,8.792347999999999
1962-02-16,8.822562
1962-02-19,8.882991
1962-02-20,9.003848
1962-02-21,8.852777
1962-02-23,8.822562
1962-02-26,8.762134
1962-02-27,8.822562
1962-02-28,8.882991
1962-03-01,8.913205
1962-03-02,8.882991
1962-03-05,8.792347999999999
1962-03-06,8.852777
1962-03-07,8.852777
1962-03-08,9.034061999999999
1962-03-09,9.034061999999999
1962-03-12,9.034061999999999
1962-03-13,9.094491
1962-03-14,9.185134
1962-03-15,9.185134
1962-03-16,9.185134
1962-03-19,9.154919999999999
1962-03-20,9.034061999999999
1962-03-21,9.034061999999999
1962-03-22,8.882991
1962-03-23,9.034061999999999
1962-03-26,9.064277
1962-03-27,9.094491
1962-03-28,9.094491
1962-03-29,9.064277
1962-03-30,8.943419
1962-04-02,9.034061999999999
1962-04-03,8.913205
1962-04-04,8.852777
1962-04-05,8.792347999999999
1962-04-06,8.762134
1962-04-09,8.671492
1962-04-10,8.611063
1962-04-11,8.611063
1962-04-12,8.641277
1962-04-13,8.580849
1962-04-16,8.550634
1962-04-17,8.52042
1962-04-18,8.550634
1962-04-19,8.580849
1962-04-23,8.459991
1962-04-24,8.339134
1962-04-25,8.278706
1962-04-26,8.157849
1962-04-27,8.067206
1962-04-30,7.916135000000001
1962-05-01,7.9765630000000005
1962-05-02,7.916135000000001
1962-05-03,7.9765630000000005
1962-05-04,7.9463490000000006
1962-05-07,7.855706
1962-05-08,7.7348490000000005
1962-05-09,7.644207000000001
1962-05-10,7.553564
1962-05-11,7.52335
1962-05-14,7.644207000000001
1962-05-15,7.674421000000001
1962-05-16,7.52335
1962-05-17,7.402492999999999
1962-05-18,7.462921000000001
1962-05-21,7.31185
1962-05-22,7.221207000000001
1962-05-23,7.251421000000001
1962-05-24,7.251421000000001
1962-05-25,7.0399210000000005
1962-05-28,6.767993
1962-05-29,7.070136
1962-05-31,7.130564
1962-06-01,7.130564
1962-06-04,7.009707000000001
1962-06-05,6.767993
1962-06-06,6.828422
1962-06-07,6.7982070000000006
1962-06-08,6.767993
1962-06-11,6.677351
1962-06-12,6.496065
1962-06-13,6.375208
1962-06-14,6.314779
1962-06-15,6.526279
1962-06-18,6.767993
1962-06-19,6.737779
1962-06-20,6.556493
1962-06-21,6.344994
1962-06-22,6.224137000000001
1962-06-25,6.254351
1962-06-26,6.224137000000001
1962-06-27,6.103280000000001
1962-06-28,6.193923000000001
1962-06-29,6.284565
1962-07-02,6.344994
1962-07-03,6.344994
1962-07-05,6.465851
1962-07-06,6.375208
1962-07-09,6.496065
1962-07-10,6.465851
1962-07-11,6.435637
1962-07-12,6.526279
1962-07-13,6.526279
1962-07-16,6.435637
1962-07-17,6.284565
1962-07-18,6.284565
1962-07-19,6.193923000000001
1962-07-20,6.284565
1962-07-23,6.254351
1962-07-24,6.224137000000001
1962-07-25,6.193923000000001
1962-07-26,6.193923000000001
1962-07-27,6.344994
1962-07-30,6.677351
1962-07-31,6.556493
1962-08-01,6.344994
1962-08-02,6.405422
1962-08-03,6.526279
1962-08-06,6.465851
1962-08-07,6.435637
1962-08-08,6.314779
1962-08-09,6.314779
1962-08-10,6.375208
