Date,BBU
2016-06-01,25.0
2016-06-02,25.0
2016-06-03,25.0
2016-06-06,25.0
2016-06-07,25.0
2016-06-08,25.0
2016-06-09,25.0
2016-06-10,25.575001
2016-06-13,25.200001
2016-06-14,25.395
2016-06-15,26.0
2016-06-16,26.49
2016-06-17,29.280001000000002
2016-06-20,21.469998999999998
2016-06-21,21.5
2016-06-22,20.93
2016-06-23,20.620001000000002
2016-06-24,19.950001
2016-06-27,18.5
2016-06-28,18.34
2016-06-29,18.34
2016-06-30,19.09
2016-07-01,18.49
2016-07-05,18.66
2016-07-06,19.030001000000002
2016-07-07,18.610001
2016-07-08,18.65
2016-07-11,18.68
2016-07-12,19.02
2016-07-13,19.49
2016-07-14,21.09
2016-07-15,21.209999
2016-07-18,21.41
2016-07-19,21.370001000000002
2016-07-20,21.32
2016-07-21,21.32
2016-07-22,21.07
2016-07-25,21.09
2016-07-26,21.190001000000002
2016-07-27,21.049999
2016-07-28,21.110001
2016-07-29,21.32
2016-08-01,20.98
2016-08-02,20.469998999999998
2016-08-03,20.0
2016-08-04,20.58
2016-08-05,21.0
2016-08-08,21.99
2016-08-09,22.190001000000002
2016-08-10,22.610001
2016-08-11,22.459999
2016-08-12,22.049999
2016-08-15,21.540001
2016-08-16,21.35
2016-08-17,21.280001000000002
2016-08-18,21.27
2016-08-19,20.51
2016-08-22,21.23
2016-08-23,21.35
2016-08-24,21.93
2016-08-25,22.309998999999998
2016-08-26,22.57
2016-08-29,23.08
2016-08-30,23.030001000000002
2016-08-31,23.09
2016-09-01,22.92
2016-09-02,23.139999
2016-09-06,23.780001000000002
2016-09-07,23.049999
2016-09-08,23.700001
2016-09-09,23.139999
2016-09-12,23.24
2016-09-13,22.620001000000002
2016-09-14,22.73
2016-09-15,22.549999
2016-09-16,23.120001000000002
2016-09-19,23.0
2016-09-20,22.99
2016-09-21,22.950001
2016-09-22,23.030001000000002
2016-09-23,22.969998999999998
2016-09-26,23.0
2016-09-27,23.9
2016-09-28,25.0
2016-09-29,25.76
2016-09-30,26.43
2016-10-03,25.67
2016-10-04,25.01
2016-10-05,24.790001
2016-10-06,25.440001000000002
2016-10-07,24.73
2016-10-10,25.23
2016-10-11,24.66
2016-10-12,24.299999
2016-10-13,24.24
2016-10-14,24.09
2016-10-17,23.440001000000002
2016-10-18,24.01
2016-10-19,24.0
2016-10-20,24.200001
2016-10-21,24.0
2016-10-24,23.85
2016-10-25,23.870001000000002
2016-10-26,23.24
2016-10-27,23.030001000000002
2016-10-28,23.34
2016-10-31,23.219998999999998
2016-11-01,24.219998999999998
2016-11-02,24.1
2016-11-03,23.940001000000002
2016-11-04,23.75
2016-11-07,23.809998999999998
2016-11-08,23.85
2016-11-09,23.889999
2016-11-10,24.17
2016-11-11,24.18
2016-11-14,22.99
2016-11-15,22.799999
2016-11-16,22.5
2016-11-17,23.99
2016-11-18,23.799999
2016-11-21,24.219998999999998
2016-11-22,24.99
2016-11-23,25.5
2016-11-25,26.0
2016-11-28,26.34
2016-11-29,26.17
2016-11-30,26.389999
2016-12-01,26.719998999999998
2016-12-02,26.75
2016-12-05,26.360001
2016-12-06,26.18
2016-12-07,26.370001000000002
2016-12-08,26.049999
2016-12-09,25.68
2016-12-12,25.49
2016-12-13,25.91
2016-12-14,24.219998999999998
2016-12-15,24.389999
2016-12-16,24.26
2016-12-19,24.15
2016-12-20,24.0
2016-12-21,24.35
2016-12-22,24.059998999999998
2016-12-23,24.35
2016-12-27,24.25
2016-12-28,24.209999
2016-12-29,23.76
2016-12-30,24.059998999999998
2017-01-03,24.033001000000002
2017-01-04,24.475
2017-01-05,24.940001000000002
2017-01-06,24.360001
2017-01-09,24.52
2017-01-10,23.99
2017-01-11,23.879998999999998
2017-01-12,24.65
2017-01-13,25.073999
2017-01-17,25.309998999999998
2017-01-18,24.98
2017-01-19,24.75
2017-01-20,24.68
2017-01-23,24.559998999999998
2017-01-24,24.959999
2017-01-25,25.16
2017-01-26,24.940001000000002
2017-01-27,24.889999
2017-01-30,25.08
2017-01-31,24.440001000000002
2017-02-01,24.549999
2017-02-02,24.870001000000002
2017-02-03,25.08
2017-02-06,24.6
2017-02-07,24.76
2017-02-08,25.049999
2017-02-09,25.4
2017-02-10,26.16
2017-02-13,26.299999
2017-02-14,26.219998999999998
2017-02-15,26.040001
2017-02-16,26.27
2017-02-17,26.26
2017-02-21,26.16
2017-02-22,26.01
2017-02-23,26.139999
2017-02-24,25.58
2017-02-27,25.450001
2017-02-28,25.370001000000002
2017-03-01,25.629998999999998
2017-03-02,25.299999
2017-03-03,25.219998999999998
2017-03-06,24.549999
2017-03-07,24.700001
2017-03-08,24.450001
2017-03-09,24.959999
2017-03-10,25.120001000000002
2017-03-13,25.02
2017-03-14,25.0
2017-03-15,25.360001
2017-03-16,24.950001
2017-03-17,25.01
2017-03-20,24.68
2017-03-21,24.17
2017-03-22,23.82
2017-03-23,24.200001
2017-03-24,24.549999
2017-03-27,24.59
2017-03-28,23.99
2017-03-29,24.6
2017-03-30,25.02
2017-03-31,24.639999
2017-04-03,24.48
2017-04-04,24.514
2017-04-05,24.360001
2017-04-06,24.450001
2017-04-07,24.43
2017-04-10,24.549999
2017-04-11,24.610001
2017-04-12,24.389999
2017-04-13,24.200001
2017-04-17,24.355
2017-04-18,24.209999
2017-04-19,24.92
2017-04-20,25.360001
2017-04-21,25.99
2017-04-24,26.280001000000002
2017-04-25,25.969998999999998
2017-04-26,25.950001
2017-04-27,26.209999
2017-04-28,26.459999
2017-05-01,26.709999
2017-05-02,26.610001
2017-05-03,26.370001000000002
2017-05-04,26.16
2017-05-05,26.709999
2017-05-08,26.76
2017-05-09,26.85
2017-05-10,27.209999
2017-05-11,27.4
2017-05-12,27.15
2017-05-15,27.0
2017-05-16,26.84
2017-05-17,26.129998999999998
2017-05-18,26.030001000000002
2017-05-19,27.059998999999998
2017-05-22,27.5
2017-05-23,27.049999
2017-05-24,27.132
2017-05-25,26.737
2017-05-26,26.867001000000002
2017-05-30,26.280001000000002
2017-05-31,26.459999
2017-06-01,26.35
2017-06-02,26.566999
2017-06-05,26.549999
2017-06-06,26.389999
2017-06-07,26.110001
2017-06-08,26.15
2017-06-09,26.424999
2017-06-12,26.92
2017-06-13,26.934998999999998
2017-06-14,26.65
2017-06-15,26.67
2017-06-16,26.959999
2017-06-19,26.629998999999998
2017-06-20,26.48
2017-06-21,26.365
2017-06-22,26.799999
2017-06-23,26.85
2017-06-26,26.52
2017-06-27,26.809998999999998
2017-06-28,27.0
2017-06-29,27.040001
2017-06-30,27.049999
2017-07-03,27.15
2017-07-05,27.309998999999998
2017-07-06,27.194
2017-07-07,27.209999
2017-07-10,27.059998999999998
2017-07-11,27.200001
2017-07-12,27.41
2017-07-13,27.556
2017-07-14,27.9
2017-07-17,28.200001
2017-07-18,28.01
2017-07-19,28.150999
2017-07-20,28.233999
2017-07-21,28.200001
2017-07-24,28.34
2017-07-25,28.469998999999998
2017-07-26,28.940001000000002
2017-07-27,28.610001
2017-07-28,28.540001
2017-07-31,27.719998999999998
2017-08-01,28.4
2017-08-02,28.41
2017-08-03,27.879998999999998
2017-08-04,27.889999
2017-08-07,27.549999
2017-08-08,29.82
2017-08-09,30.08
2017-08-10,29.709999
2017-08-11,29.59
2017-08-14,29.34
2017-08-15,29.33
2017-08-16,29.540001
2017-08-17,29.41
2017-08-18,29.469998999999998
2017-08-21,29.26
2017-08-22,29.559998999999998
2017-08-23,29.73
2017-08-24,29.530001000000002
2017-08-25,29.700001
2017-08-28,29.459999
2017-08-29,30.049999
2017-08-30,30.0
2017-08-31,30.16
2017-09-01,30.690001000000002
2017-09-05,30.26
2017-09-06,30.9
2017-09-07,30.9
2017-09-08,30.77
2017-09-11,31.48
2017-09-12,31.0
2017-09-13,30.92
2017-09-14,30.973
2017-09-15,31.1
2017-09-18,31.0
2017-09-19,31.08
2017-09-20,30.07
2017-09-21,30.23
2017-09-22,29.969998999999998
2017-09-25,29.68
2017-09-26,29.620001000000002
2017-09-27,29.02
2017-09-28,29.65
2017-09-29,29.65
2017-10-02,29.530001000000002
2017-10-03,29.290001
2017-10-04,29.200001
2017-10-05,29.5
2017-10-06,29.530001000000002
2017-10-09,29.030001000000002
2017-10-10,29.450001
2017-10-11,29.41
2017-10-12,29.26
2017-10-13,29.43
2017-10-16,29.370001000000002
2017-10-17,29.52
2017-10-18,29.6
2017-10-19,29.42
2017-10-20,29.709999
2017-10-23,29.74
2017-10-24,29.75
2017-10-25,29.290001
2017-10-26,29.219998999999998
2017-10-27,29.48
2017-10-30,29.790001
2017-10-31,29.379998999999998
2017-11-01,29.75
2017-11-02,30.030001000000002
2017-11-03,30.299999
2017-11-06,30.25
2017-11-07,30.040001
2017-11-08,29.709999
2017-11-09,29.709999
2017-11-10,29.82
2017-11-13,29.92
2017-11-14,29.790001
2017-11-15,30.07
2017-11-16,30.0
2017-11-17,30.280001000000002
2017-11-20,30.82
2017-11-21,30.92
2017-11-22,31.059998999999998
2017-11-24,31.030001000000002
2017-11-27,31.190001000000002
2017-11-28,30.879998999999998
2017-11-29,31.0
2017-11-30,30.799999
2017-12-01,31.139999
2017-12-04,31.200001
2017-12-05,31.09
2017-12-06,30.98
2017-12-07,31.040001
2017-12-08,31.52
2017-12-11,32.810001
2017-12-12,32.720001
2017-12-13,34.0
2017-12-14,33.77
2017-12-15,32.790001000000004
2017-12-18,32.860001000000004
2017-12-19,33.02
2017-12-20,33.549999
2017-12-21,34.040001000000004
2017-12-22,34.0
2017-12-26,33.75
2017-12-27,34.16
2017-12-28,34.330002
2017-12-29,34.52
2018-01-02,34.610001000000004
2018-01-03,34.560001
2018-01-04,36.09
2018-01-05,37.990002000000004
2018-01-08,39.0
2018-01-09,38.490002000000004
2018-01-10,37.299999
2018-01-11,37.82
2018-01-12,37.259997999999996
2018-01-16,37.02
2018-01-17,36.799999
2018-01-18,37.310001
2018-01-19,38.5
2018-01-22,38.700001
2018-01-23,39.09
2018-01-24,39.049999
2018-01-25,38.990002000000004
2018-01-26,39.110001000000004
2018-01-29,38.84
2018-01-30,39.009997999999996
2018-01-31,38.959998999999996
2018-02-01,38.669998
2018-02-02,37.150002
2018-02-05,35.889998999999996
2018-02-06,35.810001
2018-02-07,37.099998
2018-02-08,36.310001
2018-02-09,36.32
2018-02-12,37.060001
2018-02-13,37.119999
2018-02-14,37.259997999999996
2018-02-15,37.099998
2018-02-16,36.790001000000004
2018-02-20,36.610001000000004
2018-02-21,36.509997999999996
2018-02-22,36.200001
2018-02-23,35.459998999999996
2018-02-26,35.580002
2018-02-27,35.049999
2018-02-28,34.34
2018-03-01,34.27
2018-03-02,34.34
2018-03-05,34.450001
2018-03-06,34.990002000000004
2018-03-07,35.369999
2018-03-08,35.529999
2018-03-09,35.990002000000004
2018-03-12,35.939999
2018-03-13,35.32
2018-03-14,35.48
2018-03-15,35.009997999999996
2018-03-16,35.720001
2018-03-19,35.169998
2018-03-20,35.130001
2018-03-21,35.709998999999996
2018-03-22,35.43
2018-03-23,35.259997999999996
2018-03-26,35.700001
2018-03-27,35.139998999999996
2018-03-28,35.459998999999996
2018-03-29,36.009997999999996
2018-04-02,35.84
2018-04-03,36.5
2018-04-04,38.580002
2018-04-05,40.779999
2018-04-06,40.290001000000004
2018-04-09,39.57
2018-04-10,39.110001000000004
2018-04-11,38.830002
2018-04-12,38.830002
2018-04-13,38.549999
2018-04-16,38.360001000000004
2018-04-17,38.48
2018-04-18,38.080002
2018-04-19,36.610001000000004
2018-04-20,35.75
2018-04-23,35.68
2018-04-24,35.810001
2018-04-25,35.560001
2018-04-26,35.540001000000004
2018-04-27,35.57
2018-04-30,35.23
2018-05-01,35.07
2018-05-02,35.459998999999996
2018-05-03,35.779999
2018-05-04,36.540001000000004
2018-05-07,36.59
2018-05-08,36.23
2018-05-09,36.779999
2018-05-10,38.0
2018-05-11,37.810001
2018-05-14,37.849998
2018-05-15,38.395
2018-05-16,37.990002000000004
2018-05-17,38.5
2018-05-18,38.400002
2018-05-21,38.446999
2018-05-22,39.709998999999996
2018-05-23,39.200001
2018-05-24,39.799999
2018-05-25,40.330002
2018-05-29,40.0
2018-05-30,40.59
2018-05-31,39.919998
2018-06-01,39.830002
2018-06-04,40.0
2018-06-05,40.529999
2018-06-06,40.450001
2018-06-07,40.060001
2018-06-08,40.610001000000004
2018-06-11,40.720001
2018-06-12,40.43
2018-06-13,40.82
2018-06-14,40.970001
2018-06-15,40.639998999999996
2018-06-18,41.130001
2018-06-19,40.279999
2018-06-20,39.73
2018-06-21,39.099998
2018-06-22,39.169998
2018-06-25,38.990002000000004
2018-06-26,39.139998999999996
2018-06-27,38.419998
2018-06-28,37.939999
2018-06-29,38.259997999999996
2018-07-02,38.259997999999996
2018-07-03,38.529999
2018-07-05,38.900002
2018-07-06,39.110001000000004
2018-07-09,39.049999
2018-07-10,38.84
2018-07-11,38.720001
2018-07-12,39.884997999999996
2018-07-13,39.549999
2018-07-16,39.650002
2018-07-17,39.099998
2018-07-18,41.240002000000004
2018-07-19,39.75
2018-07-20,39.529999
2018-07-23,39.349998
2018-07-24,39.91
2018-07-25,39.759997999999996
2018-07-26,38.799999
2018-07-27,39.209998999999996
2018-07-30,39.029999
2018-07-31,39.200001
2018-08-01,39.610001000000004
2018-08-02,40.27
2018-08-03,40.169998
2018-08-06,39.965
2018-08-07,40.529999
2018-08-08,40.259997999999996
2018-08-09,40.57
2018-08-10,41.200001
2018-08-13,40.959998999999996
2018-08-14,40.900002
2018-08-15,39.860001000000004
2018-08-16,41.150002
2018-08-17,40.48
2018-08-20,41.029999
2018-08-21,41.25
2018-08-22,42.240002000000004
2018-08-23,42.91
2018-08-24,44.73
2018-08-27,45.200001
2018-08-28,44.689999
2018-08-29,44.360001000000004
2018-08-30,43.48
2018-08-31,43.145
2018-09-04,42.669998
2018-09-05,42.59
2018-09-06,43.470001
2018-09-07,41.860001000000004
2018-09-10,42.740002000000004
2018-09-11,42.740002000000004
2018-09-12,42.799999
2018-09-13,44.509997999999996
2018-09-14,44.389998999999996
2018-09-17,44.450001
2018-09-18,44.389998999999996
2018-09-19,42.59
2018-09-20,44.459998999999996
2018-09-21,44.0
2018-09-24,43.75
2018-09-25,42.599998
2018-09-26,42.970001
2018-09-27,45.0
2018-09-28,45.779999
2018-10-01,45.5
2018-10-02,45.75
2018-10-03,44.650002
2018-10-04,44.049999
2018-10-05,42.93
2018-10-08,43.450001
2018-10-09,43.009997999999996
2018-10-10,41.18
2018-10-11,41.23
2018-10-12,41.66
2018-10-15,41.389998999999996
2018-10-16,41.630001
2018-10-17,41.07
2018-10-18,39.549999
2018-10-19,40.060001
2018-10-22,40.07
2018-10-23,39.950001
2018-10-24,39.950001
2018-10-25,40.369999
2018-10-26,40.459998999999996
2018-10-29,39.02
2018-10-30,39.759997999999996
2018-10-31,39.459998999999996
2018-11-01,42.259997999999996
2018-11-02,40.869999
2018-11-05,40.369999
2018-11-06,38.93
2018-11-07,38.950001
2018-11-08,37.509997999999996
2018-11-09,37.48
2018-11-12,37.060001
2018-11-13,38.25
2018-11-14,37.73
2018-11-15,37.220001
2018-11-16,37.0
2018-11-19,36.369999
2018-11-20,34.689999
2018-11-21,35.68
2018-11-23,35.919998
2018-11-26,35.439999
2018-11-27,35.220001
2018-11-28,35.900002
2018-11-29,34.540001000000004
2018-11-30,35.459998999999996
2018-12-03,36.645
2018-12-04,36.700001
2018-12-06,36.07
2018-12-07,34.860001000000004
2018-12-10,34.369999
2018-12-11,34.27
2018-12-12,34.709998999999996
2018-12-13,35.540001000000004
2018-12-14,35.279999
2018-12-17,34.869999
2018-12-18,35.18
2018-12-19,34.009997999999996
2018-12-20,32.860001000000004
2018-12-21,32.02
2018-12-24,30.799999
2018-12-26,31.860001
2018-12-27,31.74
2018-12-28,31.0
2018-12-31,30.389999
2019-01-02,30.57
2019-01-03,30.030001000000002
2019-01-04,31.959999
2019-01-07,32.380001
2019-01-08,32.25
2019-01-09,33.959998999999996
2019-01-10,35.599998
2019-01-11,37.099998
2019-01-14,35.400002
2019-01-15,34.560001
2019-01-16,34.029999
2019-01-17,33.720001
2019-01-18,33.720001
2019-01-22,32.689999
2019-01-23,32.889998999999996
2019-01-24,32.779999
2019-01-25,33.060001
2019-01-28,32.290001000000004
2019-01-29,32.130001
2019-01-30,31.66
2019-01-31,31.84
2019-02-01,33.099998
2019-02-04,32.830002
2019-02-05,32.830002
2019-02-06,33.049999
2019-02-07,32.75
2019-02-08,33.75
2019-02-11,33.400002
2019-02-12,34.880001
2019-02-13,34.580002
2019-02-14,35.560001
2019-02-15,35.790001000000004
2019-02-19,35.919998
2019-02-20,36.5
2019-02-21,35.919998
2019-02-22,36.189999
2019-02-25,37.68
2019-02-26,36.75
2019-02-27,37.049999
2019-02-28,37.119999
