Date,IRDM
2013-04-09,6.36
2013-04-10,6.35
2013-04-11,6.35
2013-04-12,6.74
2013-04-15,6.5
2013-04-16,6.76
2013-04-17,6.7
2013-04-18,6.69
2013-04-19,6.67
2013-04-22,6.73
2013-04-23,6.74
2013-04-24,6.75
2013-04-25,6.72
2013-04-26,6.72
2013-04-29,6.69
2013-04-30,6.71
2013-05-01,6.55
2013-05-02,7.28
2013-05-03,7.06
2013-05-06,7.25
2013-05-07,7.2
2013-05-08,7.46
2013-05-09,7.47
2013-05-10,7.49
2013-05-13,7.34
2013-05-14,7.36
2013-05-15,7.3
2013-05-16,7.34
2013-05-17,7.28
2013-05-20,7.48
2013-05-21,7.38
2013-05-22,7.23
2013-05-23,7.24
2013-05-24,7.21
2013-05-28,7.26
2013-05-29,7.13
2013-05-30,7.1
2013-05-31,7.13
2013-06-03,7.34
2013-06-04,7.34
2013-06-05,7.24
2013-06-06,7.4
2013-06-07,7.33
2013-06-10,7.37
2013-06-11,7.25
2013-06-12,7.2
2013-06-13,7.29
2013-06-14,7.25
2013-06-17,7.15
2013-06-18,7.29
2013-06-19,7.16
2013-06-20,7.15
2013-06-21,7.1
2013-06-24,7.06
2013-06-25,7.3
2013-06-26,7.37
2013-06-27,7.85
2013-06-28,7.76
2013-07-01,7.86
2013-07-02,8.24
2013-07-03,8.17
2013-07-05,8.12
2013-07-08,8.17
2013-07-09,8.3
2013-07-10,8.63
2013-07-11,8.74
2013-07-12,8.92
2013-07-15,9.05
2013-07-16,8.91
2013-07-17,8.89
2013-07-18,8.59
2013-07-19,8.57
2013-07-22,8.64
2013-07-23,8.61
2013-07-24,8.54
2013-07-25,8.59
2013-07-26,8.43
2013-07-29,8.38
2013-07-30,8.35
2013-07-31,8.42
2013-08-01,6.85
2013-08-02,6.9
2013-08-05,7.05
2013-08-06,7.17
2013-08-07,7.08
2013-08-08,7.16
2013-08-09,7.21
2013-08-12,7.19
2013-08-13,7.06
2013-08-14,7.21
2013-08-15,7.09
2013-08-16,7.06
2013-08-19,6.92
2013-08-20,6.98
2013-08-21,6.81
2013-08-22,6.94
2013-08-23,7.02
2013-08-26,7.0
2013-08-27,6.8
2013-08-28,6.9
2013-08-29,6.81
2013-08-30,6.69
2013-09-03,6.6
2013-09-04,6.68
2013-09-05,6.78
2013-09-06,6.78
2013-09-09,6.92
2013-09-10,6.9
2013-09-11,7.02
2013-09-12,7.01
2013-09-13,7.02
2013-09-16,6.98
2013-09-17,7.02
2013-09-18,7.08
2013-09-19,6.97
2013-09-20,6.89
2013-09-23,6.9
2013-09-24,7.0
2013-09-25,6.9
2013-09-26,6.84
2013-09-27,6.87
2013-09-30,6.88
2013-10-01,6.81
2013-10-02,6.75
2013-10-03,6.67
2013-10-04,6.67
2013-10-07,6.67
2013-10-08,6.43
2013-10-09,6.4
2013-10-10,6.54
2013-10-11,6.67
2013-10-14,6.65
2013-10-15,6.52
2013-10-16,6.52
2013-10-17,6.61
2013-10-18,6.78
2013-10-21,5.96
2013-10-22,5.98
2013-10-23,5.99
2013-10-24,6.11
2013-10-25,6.3
2013-10-28,6.3
2013-10-29,6.23
2013-10-30,6.1
2013-10-31,6.03
2013-11-01,5.46
2013-11-04,5.73
2013-11-05,5.55
2013-11-06,5.6
2013-11-07,5.49
2013-11-08,5.45
2013-11-11,5.47
2013-11-12,5.5
2013-11-13,5.51
2013-11-14,5.57
2013-11-15,5.6
2013-11-18,5.81
2013-11-19,5.96
2013-11-20,5.88
2013-11-21,5.87
2013-11-22,5.73
2013-11-25,5.79
2013-11-26,5.78
2013-11-27,6.01
2013-11-29,6.15
2013-12-02,6.08
2013-12-03,6.02
2013-12-04,5.88
2013-12-05,5.8
2013-12-06,5.73
2013-12-09,5.62
2013-12-10,5.65
2013-12-11,5.56
2013-12-12,5.7
2013-12-13,5.65
2013-12-16,5.63
2013-12-17,5.71
2013-12-18,5.67
2013-12-19,5.9
2013-12-20,6.28
2013-12-23,6.51
2013-12-24,6.43
2013-12-26,6.45
2013-12-27,6.46
2013-12-30,6.29
2013-12-31,6.25
2014-01-02,6.32
2014-01-03,6.32
2014-01-06,6.2
2014-01-07,6.33
2014-01-08,6.5
2014-01-09,6.52
2014-01-10,6.36
2014-01-13,6.27
2014-01-14,6.35
2014-01-15,6.5
2014-01-16,6.4
2014-01-17,6.35
2014-01-21,6.88
2014-01-22,6.65
2014-01-23,6.59
2014-01-24,6.49
2014-01-27,6.33
2014-01-28,6.31
2014-01-29,6.24
2014-01-30,6.27
2014-01-31,6.34
2014-02-03,6.24
2014-02-04,6.14
2014-02-05,5.98
2014-02-06,6.11
2014-02-07,6.14
2014-02-10,6.1
2014-02-11,6.25
2014-02-12,6.33
2014-02-13,6.48
2014-02-14,6.38
2014-02-18,6.36
2014-02-19,6.18
2014-02-20,6.25
2014-02-21,6.26
2014-02-24,6.33
2014-02-25,6.3
2014-02-26,6.25
2014-02-27,6.85
2014-02-28,6.52
2014-03-03,6.52
2014-03-04,6.68
2014-03-05,6.96
2014-03-06,7.01
2014-03-07,7.02
2014-03-10,6.94
2014-03-11,6.98
2014-03-12,7.38
2014-03-13,7.73
2014-03-14,7.51
2014-03-17,7.54
2014-03-18,7.68
2014-03-19,7.59
2014-03-20,7.78
2014-03-21,7.77
2014-03-24,7.73
2014-03-25,7.68
2014-03-26,7.44
2014-03-27,7.4
2014-03-28,7.24
2014-03-31,7.51
2014-04-01,7.62
2014-04-02,7.76
2014-04-03,7.67
2014-04-04,7.51
2014-04-07,7.23
2014-04-08,7.35
2014-04-09,7.44
2014-04-10,7.27
2014-04-11,7.1
2014-04-14,7.15
2014-04-15,7.17
2014-04-16,7.11
2014-04-17,7.09
2014-04-21,6.99
2014-04-22,7.07
2014-04-23,7.04
2014-04-24,7.03
2014-04-25,6.79
2014-04-28,6.72
2014-04-29,6.65
2014-04-30,6.67
2014-05-01,7.61
2014-05-02,7.63
2014-05-05,7.24
2014-05-06,6.81
2014-05-07,6.44
2014-05-08,6.13
2014-05-09,6.81
2014-05-12,7.47
2014-05-13,7.1
2014-05-14,6.95
2014-05-15,6.94
2014-05-16,6.99
2014-05-19,7.22
2014-05-20,7.41
2014-05-21,7.52
2014-05-22,7.45
2014-05-23,7.55
2014-05-27,7.53
2014-05-28,7.9
2014-05-29,8.13
2014-05-30,7.92
2014-06-02,7.91
2014-06-03,8.02
2014-06-04,8.02
2014-06-05,8.04
2014-06-06,8.09
2014-06-09,8.21
2014-06-10,8.27
2014-06-11,8.07
2014-06-12,7.85
2014-06-13,7.7
2014-06-16,8.04
2014-06-17,8.27
2014-06-18,8.09
2014-06-19,8.21
2014-06-20,8.37
2014-06-23,8.22
2014-06-24,8.13
2014-06-25,8.17
2014-06-26,8.19
2014-06-27,8.28
2014-06-30,8.46
2014-07-01,8.43
2014-07-02,8.49
2014-07-03,8.86
2014-07-07,8.64
2014-07-08,8.35
2014-07-09,8.41
2014-07-10,8.23
2014-07-11,8.28
2014-07-14,8.36
2014-07-15,8.24
2014-07-16,8.1
2014-07-17,8.04
2014-07-18,8.12
2014-07-21,8.14
2014-07-22,8.32
2014-07-23,8.3
2014-07-24,8.12
2014-07-25,8.1
2014-07-28,8.0
2014-07-29,8.06
2014-07-30,8.03
2014-07-31,8.18
2014-08-01,8.24
2014-08-04,8.33
2014-08-05,8.35
2014-08-06,8.35
2014-08-07,8.17
2014-08-08,8.22
2014-08-11,8.39
2014-08-12,8.36
2014-08-13,8.57
2014-08-14,8.63
2014-08-15,8.73
2014-08-18,9.14
2014-08-19,9.12
2014-08-20,9.17
2014-08-21,9.1
2014-08-22,9.11
2014-08-25,9.26
2014-08-26,9.39
2014-08-27,9.3
2014-08-28,9.12
2014-08-29,9.4
2014-09-02,9.32
2014-09-03,9.08
2014-09-04,9.17
2014-09-05,9.16
2014-09-08,9.14
2014-09-09,8.98
2014-09-10,9.0
2014-09-11,8.96
2014-09-12,9.24
2014-09-15,8.83
2014-09-16,8.85
2014-09-17,8.88
2014-09-18,8.87
2014-09-19,9.01
2014-09-22,8.95
2014-09-23,8.91
2014-09-24,8.9
2014-09-25,8.74
2014-09-26,8.95
2014-09-29,8.92
2014-09-30,8.85
2014-10-01,8.61
2014-10-02,8.77
2014-10-03,8.71
2014-10-06,8.72
2014-10-07,8.86
2014-10-08,8.89
2014-10-09,8.48
2014-10-10,8.29
2014-10-13,8.17
2014-10-14,8.46
2014-10-15,8.77
2014-10-16,8.98
2014-10-17,8.93
2014-10-20,8.99
2014-10-21,9.1
2014-10-22,9.02
2014-10-23,9.02
2014-10-24,8.99
2014-10-27,9.05
2014-10-28,9.1
2014-10-29,9.08
2014-10-30,9.2
2014-10-31,9.5
2014-11-03,10.18
2014-11-04,10.32
2014-11-05,9.92
2014-11-06,9.93
2014-11-07,9.86
2014-11-10,9.95
2014-11-11,9.95
2014-11-12,10.03
2014-11-13,10.02
2014-11-14,10.14
2014-11-17,9.84
2014-11-18,9.66
2014-11-19,9.27
2014-11-20,9.44
2014-11-21,9.36
2014-11-24,9.67
2014-11-25,9.76
2014-11-26,9.71
2014-11-28,9.55
2014-12-01,9.17
2014-12-02,9.27
2014-12-03,9.12
2014-12-04,9.0
2014-12-05,9.12
2014-12-08,9.08
2014-12-09,9.32
2014-12-10,9.06
2014-12-11,9.2
2014-12-12,9.16
2014-12-15,9.17
2014-12-16,9.42
2014-12-17,9.7
2014-12-18,9.87
2014-12-19,9.76
2014-12-22,9.66
2014-12-23,9.72
2014-12-24,9.85
2014-12-26,9.93
2014-12-29,10.15
2014-12-30,9.96
2014-12-31,9.75
2015-01-02,9.68
2015-01-05,9.48
2015-01-06,9.18
2015-01-07,9.26
2015-01-08,9.5
2015-01-09,9.43
2015-01-12,9.36
2015-01-13,9.32
2015-01-14,9.12
2015-01-15,8.63
2015-01-16,8.84
2015-01-20,9.11
2015-01-21,9.11
2015-01-22,9.33
2015-01-23,9.29
2015-01-26,9.41
2015-01-27,9.09
2015-01-28,8.96
2015-01-29,8.85
2015-01-30,8.51
2015-02-02,8.51
2015-02-03,8.79
2015-02-04,8.75
2015-02-05,8.71
2015-02-06,8.67
2015-02-09,8.57
2015-02-10,8.6
2015-02-11,9.2
2015-02-12,9.35
2015-02-13,9.46
2015-02-17,9.37
2015-02-18,9.38
2015-02-19,9.55
2015-02-20,9.58
2015-02-23,9.67
2015-02-24,9.75
2015-02-25,9.71
2015-02-26,9.85
2015-02-27,9.58
2015-03-02,9.45
2015-03-03,9.44
2015-03-04,9.54
2015-03-05,9.72
2015-03-06,9.7
2015-03-09,9.69
2015-03-10,9.73
2015-03-11,9.35
2015-03-12,9.4
2015-03-13,9.27
2015-03-16,9.41
2015-03-17,9.49
2015-03-18,9.54
2015-03-19,9.62
2015-03-20,9.6
2015-03-23,9.55
2015-03-24,9.53
2015-03-25,9.34
2015-03-26,9.43
2015-03-27,9.63
2015-03-30,9.7
2015-03-31,9.71
2015-04-01,10.15
2015-04-02,10.2
2015-04-06,10.32
2015-04-07,10.41
2015-04-08,10.52
2015-04-09,10.3
2015-04-10,10.23
2015-04-13,10.34
2015-04-14,10.2
2015-04-15,10.94
2015-04-16,11.05
2015-04-17,10.67
2015-04-20,11.09
2015-04-21,10.98
2015-04-22,10.8
2015-04-23,10.89
2015-04-24,10.66
2015-04-27,10.73
2015-04-28,11.11
2015-04-29,11.04
2015-04-30,10.17
2015-05-01,10.24
2015-05-04,10.24
2015-05-05,10.04
2015-05-06,9.94
2015-05-07,9.83
2015-05-08,9.95
2015-05-11,10.32
2015-05-12,10.26
2015-05-13,10.15
2015-05-14,10.29
2015-05-15,10.24
2015-05-18,10.36
2015-05-19,10.29
2015-05-20,10.29
2015-05-21,10.47
2015-05-22,10.41
2015-05-26,10.32
2015-05-27,10.48
2015-05-28,10.39
2015-05-29,10.35
2015-06-01,10.28
2015-06-02,10.5
2015-06-03,10.57
2015-06-04,10.34
2015-06-05,10.16
2015-06-08,10.12
2015-06-09,10.03
2015-06-10,10.23
2015-06-11,10.3
2015-06-12,10.16
2015-06-15,10.12
2015-06-16,9.97
2015-06-17,9.87
2015-06-18,9.97
2015-06-19,9.94
2015-06-22,9.94
2015-06-23,9.89
2015-06-24,9.77
2015-06-25,9.85
2015-06-26,9.71
2015-06-29,9.28
2015-06-30,9.09
2015-07-01,9.01
2015-07-02,8.74
2015-07-06,8.43
2015-07-07,8.3
2015-07-08,8.19
2015-07-09,8.29
2015-07-10,8.33
2015-07-13,8.49
2015-07-14,8.54
2015-07-15,8.48
2015-07-16,8.4
2015-07-17,8.23
2015-07-20,8.09
2015-07-21,8.17
2015-07-22,8.12
2015-07-23,7.68
2015-07-24,7.49
2015-07-27,7.35
2015-07-28,7.37
2015-07-29,7.72
2015-07-30,7.74
2015-07-31,7.42
2015-08-03,7.11
2015-08-04,6.95
2015-08-05,6.7
2015-08-06,6.79
2015-08-07,6.75
2015-08-10,6.95
2015-08-11,6.88
2015-08-12,6.9
2015-08-13,6.76
2015-08-14,6.94
2015-08-17,6.98
2015-08-18,6.85
2015-08-19,6.83
2015-08-20,6.68
2015-08-21,6.69
2015-08-24,6.73
2015-08-25,6.75
2015-08-26,6.91
2015-08-27,7.11
2015-08-28,7.18
2015-08-31,7.45
2015-09-01,6.98
2015-09-02,6.93
2015-09-03,7.1
2015-09-04,6.88
2015-09-08,6.85
2015-09-09,6.76
2015-09-10,6.75
2015-09-11,6.78
2015-09-14,6.88
2015-09-15,6.9
2015-09-16,7.12
2015-09-17,7.03
2015-09-18,6.86
2015-09-21,6.76
2015-09-22,6.78
2015-09-23,6.75
2015-09-24,6.4
2015-09-25,6.41
2015-09-28,6.14
2015-09-29,6.04
2015-09-30,6.15
2015-10-01,5.9
2015-10-02,6.12
2015-10-05,6.3
2015-10-06,6.57
2015-10-07,6.78
2015-10-08,6.72
2015-10-09,6.83
2015-10-12,6.9
2015-10-13,6.8
2015-10-14,6.77
2015-10-15,7.05
2015-10-16,6.85
2015-10-19,6.8
2015-10-20,7.08
2015-10-21,6.84
2015-10-22,6.97
2015-10-23,7.2
2015-10-26,7.13
2015-10-27,6.49
2015-10-28,6.52
2015-10-29,7.97
2015-10-30,8.21
2015-11-02,8.25
2015-11-03,8.49
2015-11-04,8.31
2015-11-05,8.15
2015-11-06,8.11
2015-11-09,7.88
2015-11-10,7.93
2015-11-11,7.84
2015-11-12,7.59
2015-11-13,7.45
2015-11-16,7.58
2015-11-17,7.56
2015-11-18,7.83
2015-11-19,7.76
2015-11-20,7.75
2015-11-23,7.74
2015-11-24,7.86
2015-11-25,7.96
2015-11-27,7.77
2015-11-30,8.17
2015-12-01,8.18
2015-12-02,8.31
2015-12-03,8.11
2015-12-04,7.95
2015-12-07,7.68
2015-12-08,7.83
2015-12-09,7.93
2015-12-10,8.01
2015-12-11,7.62
2015-12-14,7.45
2015-12-15,7.67
2015-12-16,7.93
2015-12-17,7.82
2015-12-18,7.93
2015-12-21,7.94
2015-12-22,8.53
2015-12-23,8.9
2015-12-24,8.59
2015-12-28,8.53
2015-12-29,8.9
2015-12-30,8.49
2015-12-31,8.41
2016-01-04,8.29
2016-01-05,8.43
2016-01-06,8.29
2016-01-07,7.39
2016-01-08,7.49
2016-01-11,7.36
2016-01-12,7.06
2016-01-13,6.98
2016-01-14,7.14
2016-01-15,6.92
2016-01-19,6.92
2016-01-20,6.79
2016-01-21,6.39
2016-01-22,6.72
2016-01-25,6.67
2016-01-26,6.9
2016-01-27,6.81
2016-01-28,6.8
2016-01-29,6.96
2016-02-01,7.05
2016-02-02,6.67
2016-02-03,6.82
2016-02-04,7.01
2016-02-05,6.76
2016-02-08,6.76
2016-02-09,6.46
2016-02-10,6.39
2016-02-11,6.59
2016-02-12,7.0
2016-02-16,7.23
2016-02-17,7.3
2016-02-18,7.51
2016-02-19,7.55
2016-02-22,7.6
2016-02-23,7.29
2016-02-24,7.49
2016-02-25,6.97
2016-02-26,7.31
2016-02-29,6.93
2016-03-01,7.01
2016-03-02,7.14
2016-03-03,7.18
2016-03-04,7.35
2016-03-07,7.36
2016-03-08,7.17
2016-03-09,7.32
2016-03-10,7.08
2016-03-11,7.3
2016-03-14,7.47
2016-03-15,7.13
2016-03-16,7.14
2016-03-17,7.45
2016-03-18,7.58
2016-03-21,7.63
2016-03-22,7.57
2016-03-23,7.14
2016-03-24,7.17
2016-03-28,7.21
2016-03-29,7.46
2016-03-30,7.64
2016-03-31,7.87
2016-04-01,7.95
2016-04-04,7.92
2016-04-05,7.64
2016-04-06,7.67
2016-04-07,7.4
2016-04-08,7.47
2016-04-11,7.49
2016-04-12,7.59
2016-04-13,7.56
2016-04-14,7.51
2016-04-15,7.54
2016-04-18,7.6
2016-04-19,7.67
2016-04-20,7.69
2016-04-21,7.81
2016-04-22,8.16
2016-04-25,7.96
2016-04-26,8.03
2016-04-27,8.11
2016-04-28,7.9
2016-04-29,8.07
2016-05-02,8.51
2016-05-03,8.53
2016-05-04,8.25
2016-05-05,8.22
2016-05-06,8.23
2016-05-09,8.2
2016-05-10,8.25
2016-05-11,8.33
2016-05-12,8.25
2016-05-13,8.19
2016-05-16,8.42
2016-05-17,8.28
2016-05-18,8.31
2016-05-19,8.28
2016-05-20,8.7
2016-05-23,8.67
2016-05-24,8.79
2016-05-25,8.7
2016-05-26,8.61
2016-05-27,8.68
2016-05-31,8.73
2016-06-01,8.59
2016-06-02,8.6
2016-06-03,8.34
2016-06-06,8.45
2016-06-07,8.5
2016-06-08,8.71
2016-06-09,8.59
2016-06-10,8.35
2016-06-13,8.22
2016-06-14,8.18
2016-06-15,8.15
2016-06-16,8.42
2016-06-17,8.38
2016-06-20,8.49
2016-06-21,8.54
2016-06-22,8.36
2016-06-23,8.66
2016-06-24,8.33
2016-06-27,8.2
2016-06-28,8.33
2016-06-29,8.66
2016-06-30,8.88
2016-07-01,8.81
2016-07-05,8.65
2016-07-06,8.74
2016-07-07,8.77
2016-07-08,8.89
2016-07-11,9.09
2016-07-12,9.21
2016-07-13,9.26
2016-07-14,9.13
2016-07-15,9.1
2016-07-18,8.95
2016-07-19,8.97
2016-07-20,9.03
2016-07-21,8.86
2016-07-22,9.16
2016-07-25,9.07
2016-07-26,9.1
2016-07-27,9.23
2016-07-28,8.99
2016-07-29,8.98
2016-08-01,8.82
2016-08-02,8.67
2016-08-03,8.83
2016-08-04,8.98
2016-08-05,8.93
2016-08-08,8.9
2016-08-09,8.94
2016-08-10,8.73
2016-08-11,8.67
2016-08-12,8.52
2016-08-15,8.57
2016-08-16,8.42
2016-08-17,8.41
2016-08-18,8.41
2016-08-19,8.49
2016-08-22,8.53
2016-08-23,8.6
2016-08-24,8.69
2016-08-25,8.6
2016-08-26,8.41
2016-08-29,8.46
2016-08-30,8.39
2016-08-31,8.33
2016-09-01,7.77
2016-09-02,7.61
2016-09-06,7.17
2016-09-07,7.24
2016-09-08,7.24
2016-09-09,6.94
2016-09-12,7.33
2016-09-13,7.25
2016-09-14,7.27
2016-09-15,7.41
2016-09-16,7.45
2016-09-19,7.54
2016-09-20,7.5
2016-09-21,7.58
2016-09-22,7.86
2016-09-23,7.84
2016-09-26,7.79
2016-09-27,7.75
2016-09-28,7.93
2016-09-29,7.96
2016-09-30,8.11
2016-10-03,8.1
2016-10-04,8.09
2016-10-05,8.26
2016-10-06,8.31
2016-10-07,8.22
2016-10-10,8.36
2016-10-11,8.63
2016-10-12,8.45
2016-10-13,8.47
2016-10-14,8.45
2016-10-17,8.47
2016-10-18,8.4
2016-10-19,8.56
2016-10-20,8.43
2016-10-21,8.53
2016-10-24,8.35
2016-10-25,8.1
2016-10-26,8.0
2016-10-27,8.0
2016-10-28,8.1
2016-10-31,8.15
2016-11-01,8.05
2016-11-02,7.75
2016-11-03,7.8
2016-11-04,7.95
2016-11-07,8.15
2016-11-08,8.2
2016-11-09,8.85
2016-11-10,8.5
2016-11-11,8.8
2016-11-14,8.7
2016-11-15,8.6
2016-11-16,8.7
2016-11-17,8.65
2016-11-18,8.7
2016-11-21,8.85
2016-11-22,8.9
2016-11-23,8.95
2016-11-25,9.05
2016-11-28,8.95
2016-11-29,8.9
2016-11-30,8.8
2016-12-01,8.95
2016-12-02,8.95
2016-12-05,9.15
2016-12-06,9.5
2016-12-07,9.5
2016-12-08,9.75
2016-12-09,9.95
2016-12-12,9.8
2016-12-13,9.65
2016-12-14,9.7
2016-12-15,10.0
2016-12-16,9.93
2016-12-19,10.45
2016-12-20,11.0
2016-12-21,10.4
2016-12-22,10.3
2016-12-23,10.4
2016-12-27,10.65
2016-12-28,10.25
2016-12-29,10.0
2016-12-30,9.6
2017-01-03,10.55
2017-01-04,10.9
2017-01-05,10.85
2017-01-06,10.7
2017-01-09,10.75
2017-01-10,10.9
2017-01-11,10.9
2017-01-12,10.9
2017-01-13,10.9
2017-01-17,10.85
2017-01-18,10.45
2017-01-19,10.25
2017-01-20,10.05
2017-01-23,9.95
2017-01-24,10.1
2017-01-25,10.2
2017-01-26,10.2
2017-01-27,10.35
2017-01-30,10.05
2017-01-31,10.1
2017-02-01,9.75
2017-02-02,9.75
2017-02-03,9.9
2017-02-06,9.25
2017-02-07,9.25
2017-02-08,9.4
2017-02-09,9.7
2017-02-10,9.8
2017-02-13,9.8
2017-02-14,9.8
2017-02-15,9.7
2017-02-16,9.65
2017-02-17,9.4
2017-02-21,9.35
2017-02-22,9.1
2017-02-23,8.9
2017-02-24,8.85
2017-02-27,9.15
2017-02-28,8.7
2017-03-01,8.8
2017-03-02,8.45
2017-03-03,8.3
2017-03-06,8.0
2017-03-07,8.1
2017-03-08,8.4
2017-03-09,8.55
2017-03-10,8.45
2017-03-13,8.7
2017-03-14,8.75
2017-03-15,8.85
2017-03-16,9.15
2017-03-17,9.15
2017-03-20,9.2
2017-03-21,8.9
2017-03-22,8.75
2017-03-23,8.9
2017-03-24,8.9
2017-03-27,8.9
2017-03-28,8.95
2017-03-29,9.15
2017-03-30,9.5
2017-03-31,9.65
2017-04-03,9.7
2017-04-04,9.95
2017-04-05,9.95
2017-04-06,9.95
2017-04-07,10.03
2017-04-10,10.3
2017-04-11,10.1
2017-04-12,10.15
2017-04-13,10.0
2017-04-17,10.2
2017-04-18,10.25
2017-04-19,10.4
2017-04-20,10.35
2017-04-21,10.2
2017-04-24,10.1
2017-04-25,10.2
2017-04-26,10.15
2017-04-27,10.55
2017-04-28,10.6
2017-05-01,10.65
2017-05-02,10.7
2017-05-03,10.5
2017-05-04,10.45
2017-05-05,10.5
2017-05-08,10.55
2017-05-09,10.5
2017-05-10,10.3
2017-05-11,9.8
2017-05-12,10.05
2017-05-15,10.2
2017-05-16,10.4
2017-05-17,10.1
2017-05-18,10.0
2017-05-19,9.95
2017-05-22,9.95
2017-05-23,10.1
2017-05-24,10.05
2017-05-25,9.95
2017-05-26,10.05
2017-05-30,9.9
2017-05-31,9.9
2017-06-01,10.25
2017-06-02,10.5
2017-06-05,10.65
2017-06-06,10.8
2017-06-07,10.7
2017-06-08,10.8
2017-06-09,10.9
2017-06-12,11.0
2017-06-13,11.45
2017-06-14,11.5
2017-06-15,11.25
2017-06-16,11.35
2017-06-19,11.2
2017-06-20,10.75
2017-06-21,10.6
2017-06-22,10.65
2017-06-23,10.75
2017-06-26,11.3
2017-06-27,10.8
2017-06-28,11.25
2017-06-29,11.15
2017-06-30,11.05
2017-07-03,11.0
2017-07-05,10.7
2017-07-06,10.55
2017-07-07,10.7
2017-07-10,10.75
2017-07-11,10.65
2017-07-12,11.0
2017-07-13,10.85
2017-07-14,10.9
2017-07-17,11.0
2017-07-18,10.8
2017-07-19,10.9
2017-07-20,10.95
2017-07-21,11.05
2017-07-24,10.75
2017-07-25,10.9
2017-07-26,10.9
2017-07-27,10.95
2017-07-28,10.35
2017-07-31,9.95
2017-08-01,9.9
2017-08-02,10.05
2017-08-03,10.1
2017-08-04,10.3
2017-08-07,10.2
2017-08-08,10.15
2017-08-09,9.95
2017-08-10,9.9
2017-08-11,10.2
2017-08-14,10.25
2017-08-15,10.3
2017-08-16,10.35
2017-08-17,10.0
2017-08-18,10.05
2017-08-21,10.05
2017-08-22,10.1
2017-08-23,10.35
2017-08-24,10.4
2017-08-25,10.3
2017-08-28,10.3
2017-08-29,10.4
2017-08-30,10.8
2017-08-31,11.1
2017-09-01,11.25
2017-09-05,10.8
2017-09-06,10.25
2017-09-07,10.0
2017-09-08,9.85
2017-09-11,9.85
2017-09-12,9.85
2017-09-13,9.75
2017-09-14,9.8
2017-09-15,10.1
2017-09-18,10.05
2017-09-19,10.05
2017-09-20,9.95
2017-09-21,9.9
2017-09-22,9.95
2017-09-25,10.07
2017-09-26,10.0
2017-09-27,10.15
2017-09-28,10.05
2017-09-29,10.3
2017-10-02,10.9
2017-10-03,11.0
2017-10-04,11.2
2017-10-05,11.25
2017-10-06,11.35
2017-10-09,11.35
2017-10-10,11.3
2017-10-11,11.4
2017-10-12,11.45
2017-10-13,11.3
2017-10-16,11.35
2017-10-17,11.15
2017-10-18,11.35
2017-10-19,11.2
2017-10-20,11.1
2017-10-23,11.1
2017-10-24,10.95
2017-10-25,10.9
2017-10-26,12.1
2017-10-27,12.7
2017-10-30,12.15
2017-10-31,12.0
2017-11-01,11.95
2017-11-02,10.63
2017-11-03,10.45
2017-11-06,10.9
2017-11-07,11.0
2017-11-08,10.95
2017-11-09,10.9
2017-11-10,10.95
2017-11-13,11.0
2017-11-14,11.15
2017-11-15,11.1
2017-11-16,11.3
2017-11-17,11.4
2017-11-20,11.45
2017-11-21,12.0
2017-11-22,12.05
2017-11-24,12.05
2017-11-27,11.95
2017-11-28,12.15
2017-11-29,12.3
2017-11-30,12.35
2017-12-01,12.55
2017-12-04,12.35
2017-12-05,12.3
2017-12-06,12.15
2017-12-07,12.2
2017-12-08,12.25
2017-12-11,12.1
2017-12-12,12.25
2017-12-13,11.65
2017-12-14,11.35
2017-12-15,11.23
2017-12-18,11.5
2017-12-19,11.5
2017-12-20,11.55
2017-12-21,11.6
2017-12-22,11.6
2017-12-26,11.8
2017-12-27,11.95
2017-12-28,11.95
2017-12-29,11.8
2018-01-02,11.6
2018-01-03,11.75
2018-01-04,11.95
2018-01-05,12.05
2018-01-08,12.05
2018-01-09,12.3
2018-01-10,12.0
2018-01-11,12.15
2018-01-12,12.7
2018-01-16,12.45
2018-01-17,12.55
2018-01-18,12.3
2018-01-19,12.6
2018-01-22,12.8
2018-01-23,12.75
2018-01-24,12.6
2018-01-25,12.75
2018-01-26,12.8
2018-01-29,12.85
2018-01-30,12.7
2018-01-31,12.7
2018-02-01,12.65
2018-02-02,12.2
2018-02-05,11.9
2018-02-06,12.0
2018-02-07,12.05
2018-02-08,11.65
2018-02-09,11.7
2018-02-12,11.55
2018-02-13,11.85
2018-02-14,12.05
2018-02-15,12.3
2018-02-16,12.55
2018-02-20,12.45
2018-02-21,12.45
2018-02-22,12.3
2018-02-23,12.4
2018-02-26,11.75
2018-02-27,11.7
2018-02-28,11.7
2018-03-01,11.85
2018-03-02,11.5
2018-03-05,11.65
2018-03-06,11.75
2018-03-07,11.75
2018-03-08,11.75
2018-03-09,11.6
2018-03-12,11.1
2018-03-13,11.1
2018-03-14,11.3
2018-03-15,11.1
2018-03-16,11.55
2018-03-19,11.4
2018-03-20,11.55
2018-03-21,11.65
2018-03-22,11.4
2018-03-23,11.3
2018-03-26,11.5
2018-03-27,11.25
2018-03-28,11.25
2018-03-29,11.25
2018-04-02,11.1
2018-04-03,11.2
2018-04-04,11.35
2018-04-05,11.6
2018-04-06,11.7
2018-04-09,11.6
2018-04-10,11.65
2018-04-11,12.1
2018-04-12,12.15
2018-04-13,12.25
2018-04-16,12.45
2018-04-17,12.8
2018-04-18,12.65
2018-04-19,12.7
2018-04-20,12.75
2018-04-23,12.75
2018-04-24,12.8
2018-04-25,12.45
