Date,DLPH
2017-11-21,50.5
2017-11-22,51.900002
2017-11-24,51.98
2017-11-27,52.0
2017-11-28,50.240002000000004
2017-11-29,50.200001
2017-11-30,50.0
2017-12-01,51.990002000000004
2017-12-04,50.82
2017-12-05,56.5
2017-12-06,54.130001
2017-12-07,52.91
2017-12-08,51.0
2017-12-11,50.259997999999996
2017-12-12,50.68
2017-12-13,49.549999
2017-12-14,49.0
2017-12-15,50.950001
2017-12-18,53.110001000000004
2017-12-19,53.919998
2017-12-20,54.610001000000004
2017-12-21,53.490002000000004
2017-12-22,52.950001
2017-12-26,52.110001000000004
2017-12-27,53.0
2017-12-28,52.919998
2017-12-29,52.470001
2018-01-02,55.009997999999996
2018-01-03,53.970001
2018-01-04,56.41
2018-01-05,56.48
2018-01-08,55.849998
2018-01-09,57.810001
2018-01-10,55.860001000000004
2018-01-11,57.849998
2018-01-12,59.459998999999996
2018-01-16,57.720001
2018-01-17,59.23
2018-01-18,57.259997999999996
2018-01-19,56.549999
2018-01-22,55.779999
2018-01-23,56.029999
2018-01-24,56.209998999999996
2018-01-25,55.48
2018-01-26,56.029999
2018-01-29,57.650002
2018-01-30,56.59
2018-01-31,55.23
2018-02-01,55.799999
2018-02-02,54.470001
2018-02-05,51.66
2018-02-06,53.490002000000004
2018-02-07,54.07
2018-02-08,51.93
2018-02-09,52.169998
2018-02-12,51.549999
2018-02-13,50.73
2018-02-14,51.279999
2018-02-15,51.959998999999996
2018-02-16,50.869999
2018-02-20,48.970001
2018-02-21,50.040001000000004
2018-02-22,50.150002
2018-02-23,50.200001
2018-02-26,49.299999
2018-02-27,48.43
2018-02-28,47.75
2018-03-01,46.93
2018-03-02,46.700001
2018-03-05,46.849998
2018-03-06,47.650002
2018-03-07,47.400002
2018-03-08,47.349998
2018-03-09,48.830002
2018-03-12,48.779999
2018-03-13,48.950001
2018-03-14,47.759997999999996
2018-03-15,47.580002
2018-03-16,48.32
2018-03-19,48.240002000000004
2018-03-20,47.939999
2018-03-21,48.639998999999996
2018-03-22,47.599998
2018-03-23,46.57
2018-03-26,48.009997999999996
2018-03-27,47.34
2018-03-28,47.16
2018-03-29,47.650002
2018-04-02,48.16
2018-04-03,49.540001000000004
2018-04-04,49.950001
2018-04-05,50.110001000000004
2018-04-06,49.049999
2018-04-09,48.75
2018-04-10,49.57
2018-04-11,48.860001000000004
2018-04-12,49.669998
2018-04-13,49.009997999999996
2018-04-16,49.84
2018-04-17,49.990002000000004
2018-04-18,50.200001
2018-04-19,49.560001
2018-04-20,49.119999
2018-04-23,49.610001000000004
2018-04-24,49.240002000000004
2018-04-25,48.93
2018-04-26,48.98
2018-04-27,49.07
2018-04-30,48.41
2018-05-01,47.75
2018-05-02,47.32
2018-05-03,46.950001
2018-05-04,47.240002000000004
2018-05-07,46.93
2018-05-08,47.470001
2018-05-09,49.48
2018-05-10,50.189999
2018-05-11,49.970001
2018-05-14,50.16
2018-05-15,50.610001000000004
2018-05-16,51.639998999999996
2018-05-17,52.380001
2018-05-18,52.580002
2018-05-21,52.580002
2018-05-22,53.110001000000004
2018-05-23,52.93
2018-05-24,52.200001
2018-05-25,51.18
2018-05-29,50.16
2018-05-30,50.599998
2018-05-31,50.099998
2018-06-01,50.900002
2018-06-04,52.16
2018-06-05,51.939999
2018-06-06,51.619999
2018-06-07,52.860001000000004
2018-06-08,53.099998
2018-06-11,53.700001
2018-06-12,53.330002
2018-06-13,52.82
2018-06-14,51.759997999999996
2018-06-15,50.619999
2018-06-18,51.259997999999996
2018-06-19,50.189999
2018-06-20,50.540001000000004
2018-06-21,49.439999
2018-06-22,48.669998
2018-06-25,46.66
2018-06-26,46.490002000000004
2018-06-27,45.68
2018-06-28,45.720001
2018-06-29,45.459998999999996
2018-07-02,44.349998
2018-07-03,43.290001000000004
2018-07-05,43.700001
2018-07-06,42.970001
2018-07-09,45.130001
2018-07-10,44.68
2018-07-11,43.32
2018-07-12,43.610001000000004
2018-07-13,44.139998999999996
2018-07-16,43.709998999999996
2018-07-17,44.91
2018-07-18,45.75
2018-07-19,45.110001000000004
2018-07-20,44.82
2018-07-23,44.490002000000004
2018-07-24,44.73
2018-07-25,44.700001
2018-07-26,43.689999
2018-07-27,44.880001
2018-07-30,45.18
2018-07-31,45.169998
2018-08-01,44.580002
2018-08-02,44.02
2018-08-03,44.82
2018-08-06,44.040001000000004
2018-08-07,44.259997999999996
2018-08-08,41.98
2018-08-09,41.73
2018-08-10,40.91
2018-08-13,39.919998
2018-08-14,40.009997999999996
2018-08-15,39.529999
2018-08-16,39.529999
2018-08-17,39.43
2018-08-20,39.509997999999996
2018-08-21,39.380001
2018-08-22,37.5
2018-08-23,36.09
2018-08-24,36.009997999999996
2018-08-27,37.59
2018-08-28,37.41
2018-08-29,37.07
2018-08-30,35.970001
2018-08-31,35.23
2018-09-04,34.400002
2018-09-05,34.41
2018-09-06,34.310001
2018-09-07,33.919998
2018-09-10,35.060001
2018-09-11,34.0
2018-09-12,33.41
2018-09-13,33.639998999999996
2018-09-14,34.93
2018-09-17,34.209998999999996
2018-09-18,33.700001
2018-09-19,34.849998
2018-09-20,35.790001000000004
2018-09-21,35.43
2018-09-24,34.169998
2018-09-25,33.119999
2018-09-26,32.759997999999996
2018-09-27,31.98
2018-09-28,31.360001
2018-10-01,31.27
2018-10-02,31.1
2018-10-03,30.700001
2018-10-04,29.860001
2018-10-05,26.01
