Date,DLPH
2018-10-08,26.73
2018-10-09,24.0
2018-10-10,23.6
2018-10-11,23.530001000000002
2018-10-12,23.34
2018-10-15,23.059998999999998
2018-10-16,23.5
2018-10-17,22.549999
2018-10-18,21.6
2018-10-19,21.51
2018-10-22,21.620001000000002
2018-10-23,21.77
2018-10-24,20.35
2018-10-25,21.389999
2018-10-26,22.0
2018-10-29,22.440001000000002
2018-10-30,21.24
2018-10-31,21.440001000000002
2018-11-01,22.540001
2018-11-02,21.91
2018-11-05,21.85
2018-11-06,21.67
2018-11-07,20.200001
2018-11-08,20.280001000000002
2018-11-09,18.129998999999998
2018-11-12,17.299999
2018-11-13,17.200001
2018-11-14,17.25
2018-11-15,17.41
2018-11-16,16.83
2018-11-19,16.940001000000002
2018-11-20,16.85
2018-11-21,17.610001
2018-11-23,17.450001
2018-11-26,17.809998999999998
2018-11-27,16.91
2018-11-28,17.15
2018-11-29,16.84
2018-11-30,17.09
2018-12-03,17.42
2018-12-04,16.68
2018-12-06,16.709999
2018-12-07,16.290001
2018-12-10,15.78
2018-12-11,16.07
2018-12-12,15.33
2018-12-13,14.66
2018-12-14,14.56
2018-12-17,14.44
2018-12-18,14.41
2018-12-19,13.93
2018-12-20,13.98
2018-12-21,13.78
2018-12-24,13.84
2018-12-26,14.34
2018-12-27,14.24
2018-12-28,14.31
2018-12-31,14.32
2019-01-02,14.5
2019-01-03,13.93
2019-01-04,14.68
2019-01-07,15.45
2019-01-08,15.89
2019-01-09,17.0
2019-01-10,17.049999
2019-01-11,16.48
2019-01-14,15.8
2019-01-15,15.61
2019-01-16,15.82
2019-01-17,15.56
2019-01-18,15.94
2019-01-22,16.26
2019-01-23,16.01
2019-01-24,16.51
2019-01-25,17.41
2019-01-28,17.309998999999998
2019-01-29,17.559998999999998
2019-01-30,17.82
2019-01-31,17.91
2019-02-01,18.34
2019-02-04,18.530001000000002
2019-02-05,18.82
2019-02-06,18.73
2019-02-07,17.77
2019-02-08,16.889999
2019-02-11,17.040001
2019-02-12,17.610001
2019-02-13,17.610001
2019-02-14,17.68
2019-02-15,18.700001
2019-02-19,18.790001
2019-02-20,18.25
2019-02-21,21.74
2019-02-22,23.0
2019-02-25,22.58
2019-02-26,22.290001
2019-02-27,21.85
2019-02-28,21.809998999999998
2019-03-01,21.959999
2019-03-04,22.49
2019-03-05,22.48
2019-03-06,21.799999
2019-03-07,21.09
2019-03-08,20.25
2019-03-11,20.24
2019-03-12,19.959999
2019-03-13,19.360001
2019-03-14,18.26
2019-03-15,19.02
2019-03-18,19.6
2019-03-19,19.889999
2019-03-20,19.290001
2019-03-21,19.59
2019-03-22,18.790001
2019-03-25,18.85
2019-03-26,19.209999
2019-03-27,19.15
2019-03-28,19.379998999999998
2019-03-29,19.26
2019-04-01,20.84
2019-04-02,20.870001000000002
2019-04-03,22.139999
2019-04-04,23.01
2019-04-05,23.200001
2019-04-08,23.379998999999998
2019-04-09,22.940001000000002
2019-04-10,23.959999
2019-04-11,24.27
2019-04-12,25.299999
2019-04-15,25.26
2019-04-16,25.93
2019-04-17,26.049999
2019-04-18,26.27
2019-04-22,25.559998999999998
2019-04-23,24.809998999999998
2019-04-24,24.610001
2019-04-25,22.59
2019-04-26,22.74
2019-04-29,22.42
2019-04-30,22.129998999999998
2019-05-01,21.639999
2019-05-02,21.690001000000002
2019-05-03,22.459999
2019-05-06,21.91
2019-05-07,21.469998999999998
2019-05-08,21.42
2019-05-09,21.57
2019-05-10,21.75
2019-05-13,20.66
2019-05-14,20.75
2019-05-15,20.200001
2019-05-16,19.620001000000002
2019-05-17,19.34
2019-05-20,18.84
2019-05-21,18.9
2019-05-22,17.84
2019-05-23,17.200001
2019-05-24,17.049999
2019-05-28,17.200001
2019-05-29,16.67
2019-05-30,16.459999
2019-05-31,15.26
2019-06-03,15.51
2019-06-04,16.91
2019-06-05,17.120001000000002
2019-06-06,17.030001000000002
2019-06-07,17.42
2019-06-10,18.43
2019-06-11,18.559998999999998
2019-06-12,17.790001
2019-06-13,18.110001
2019-06-14,17.83
2019-06-17,17.98
2019-06-18,18.59
2019-06-19,18.200001
2019-06-20,18.549999
2019-06-21,18.379998999999998
2019-06-24,17.99
2019-06-25,18.549999
2019-06-26,19.23
2019-06-27,19.83
2019-06-28,20.0
2019-07-01,19.51
2019-07-02,18.6
2019-07-03,19.0
2019-07-05,18.450001
2019-07-08,17.67
2019-07-09,17.02
2019-07-10,17.209999
2019-07-11,16.690001000000002
2019-07-12,17.110001
2019-07-15,17.48
2019-07-16,17.75
2019-07-17,17.459999
2019-07-18,17.450001
2019-07-19,17.74
2019-07-22,17.52
2019-07-23,18.559998999999998
2019-07-24,19.59
2019-07-25,18.879998999999998
2019-07-26,18.83
2019-07-29,18.629998999999998
2019-07-30,18.67
2019-07-31,18.74
2019-08-01,17.219998999999998
2019-08-02,16.15
2019-08-05,15.04
2019-08-06,15.14
2019-08-07,15.6
2019-08-08,15.4
2019-08-09,15.33
2019-08-12,14.8
2019-08-13,14.97
2019-08-14,14.08
2019-08-15,13.82
2019-08-16,14.65
2019-08-19,14.6
2019-08-20,14.1
2019-08-21,13.77
2019-08-22,13.77
2019-08-23,13.18
2019-08-26,13.44
2019-08-27,12.52
2019-08-28,12.84
2019-08-29,13.08
2019-08-30,13.23
2019-09-03,12.55
2019-09-04,13.03
2019-09-05,14.8
2019-09-06,15.65
2019-09-09,17.030001000000002
2019-09-10,17.190001000000002
2019-09-11,17.24
2019-09-12,17.139999
2019-09-13,17.32
2019-09-16,16.83
2019-09-17,16.219998999999998
2019-09-18,15.79
2019-09-19,15.17
2019-09-20,14.36
2019-09-23,13.96
2019-09-24,12.98
2019-09-25,13.01
2019-09-26,12.89
2019-09-27,13.15
2019-09-30,13.4
2019-10-01,12.55
2019-10-02,12.27
2019-10-03,12.34
2019-10-04,12.3
2019-10-07,12.69
2019-10-08,12.17
2019-10-09,12.61
2019-10-10,12.82
2019-10-11,13.61
2019-10-14,13.95
2019-10-15,14.38
2019-10-16,14.32
2019-10-17,14.35
2019-10-18,13.98
2019-10-21,13.68
2019-10-22,14.35
2019-10-23,14.24
2019-10-24,13.98
2019-10-25,14.36
2019-10-28,14.5
2019-10-29,14.11
2019-10-30,13.26
2019-10-31,12.21
2019-11-01,12.75
2019-11-04,13.55
2019-11-05,13.79
2019-11-06,13.0
2019-11-07,12.88
2019-11-08,13.56
2019-11-11,12.82
2019-11-12,12.81
2019-11-13,12.3
2019-11-14,11.74
2019-11-15,11.72
2019-11-18,11.54
2019-11-19,11.74
2019-11-20,11.3
2019-11-21,11.28
2019-11-22,11.09
2019-11-25,11.51
2019-11-26,12.09
2019-11-27,12.46
2019-11-29,12.46
2019-12-02,12.72
2019-12-03,12.1
2019-12-04,12.5
2019-12-05,12.71
2019-12-06,12.92
2019-12-09,12.93
2019-12-10,13.03
2019-12-11,13.23
2019-12-12,13.89
2019-12-13,13.42
2019-12-16,13.15
2019-12-17,13.37
2019-12-18,13.67
2019-12-19,13.27
2019-12-20,12.7
2019-12-23,13.27
2019-12-24,12.9
2019-12-26,12.98
2019-12-27,12.88
2019-12-30,12.67
2019-12-31,12.83
2020-01-02,13.14
2020-01-03,12.61
2020-01-06,12.38
2020-01-07,12.41
2020-01-08,12.13
2020-01-09,11.85
2020-01-10,11.35
2020-01-13,11.2
2020-01-14,11.28
2020-01-15,11.28
2020-01-16,11.35
2020-01-17,11.23
2020-01-21,10.54
2020-01-22,10.25
2020-01-23,10.07
2020-01-24,9.82
2020-01-27,9.8
2020-01-28,15.66
2020-01-29,15.66
2020-01-30,15.55
2020-01-31,15.34
2020-02-03,15.26
2020-02-04,15.36
2020-02-05,15.59
2020-02-06,15.0
2020-02-07,14.88
2020-02-10,14.76
2020-02-11,15.17
2020-02-12,15.39
2020-02-13,15.6
2020-02-14,15.12
2020-02-18,15.16
2020-02-19,15.38
2020-02-20,15.52
2020-02-21,15.0
2020-02-24,14.26
2020-02-25,13.57
2020-02-26,13.33
2020-02-27,13.52
2020-02-28,14.12
2020-03-02,14.3
2020-03-03,13.69
2020-03-04,13.91
2020-03-05,12.95
2020-03-06,12.55
2020-03-09,11.3
2020-03-10,12.32
2020-03-11,11.76
2020-03-12,10.58
2020-03-13,11.23
2020-03-16,9.53
2020-03-17,9.19
2020-03-18,6.48
2020-03-19,7.88
2020-03-20,8.29
2020-03-23,8.09
2020-03-24,9.39
2020-03-25,9.85
2020-03-26,10.64
2020-03-27,9.73
2020-03-30,10.31
2020-03-31,8.05
2020-04-01,7.03
2020-04-02,7.0
2020-04-03,6.55
2020-04-06,8.04
2020-04-07,7.62
2020-04-08,8.36
2020-04-09,8.29
2020-04-13,8.21
2020-04-14,8.39
2020-04-15,7.97
2020-04-16,8.24
2020-04-17,8.64
2020-04-20,7.68
2020-04-21,7.74
2020-04-22,7.58
2020-04-23,7.68
2020-04-24,7.99
2020-04-27,8.28
2020-04-28,9.06
2020-04-29,9.45
2020-04-30,9.99
2020-05-01,9.56
2020-05-04,9.49
2020-05-05,9.8
2020-05-06,11.41
2020-05-07,11.47
2020-05-08,12.08
