Date,INFN
2012-05-31,6.41
2012-06-01,6.16
2012-06-04,6.22
2012-06-05,6.37
2012-06-06,6.75
2012-06-07,6.67
2012-06-08,6.77
2012-06-11,6.44
2012-06-12,6.7
2012-06-13,6.69
2012-06-14,6.81
2012-06-15,6.97
2012-06-18,6.87
2012-06-19,7.14
2012-06-20,7.09
2012-06-21,6.72
2012-06-22,6.86
2012-06-25,6.66
2012-06-26,6.66
2012-06-27,6.79
2012-06-28,6.57
2012-06-29,6.84
2012-07-02,6.91
2012-07-03,7.0
2012-07-05,7.39
2012-07-06,7.0
2012-07-09,6.94
2012-07-10,6.76
2012-07-11,6.68
2012-07-12,6.27
2012-07-13,6.2
2012-07-16,6.25
2012-07-17,6.21
2012-07-18,6.44
2012-07-19,6.43
2012-07-20,6.26
2012-07-23,6.09
2012-07-24,6.44
2012-07-25,5.82
2012-07-26,5.86
2012-07-27,5.83
2012-07-30,5.59
2012-07-31,5.52
2012-08-01,5.38
2012-08-02,5.53
2012-08-03,5.58
2012-08-06,5.65
2012-08-07,5.81
2012-08-08,5.76
2012-08-09,6.11
2012-08-10,6.05
2012-08-13,5.91
2012-08-14,5.7
2012-08-15,5.73
2012-08-16,5.86
2012-08-17,6.03
2012-08-20,5.83
2012-08-21,5.73
2012-08-22,5.78
2012-08-23,5.65
2012-08-24,5.72
2012-08-27,5.78
2012-08-28,5.89
2012-08-29,5.93
2012-08-30,5.7
2012-08-31,5.68
2012-09-04,5.65
2012-09-05,5.63
2012-09-06,5.85
2012-09-07,6.03
2012-09-10,5.86
2012-09-11,5.72
2012-09-12,5.79
2012-09-13,5.88
2012-09-14,6.15
2012-09-17,6.05
2012-09-18,5.95
2012-09-19,5.82
2012-09-20,5.72
2012-09-21,5.69
2012-09-24,5.61
2012-09-25,5.53
2012-09-26,5.51
2012-09-27,5.57
2012-09-28,5.48
2012-10-01,5.48
2012-10-02,5.44
2012-10-03,5.37
2012-10-04,5.35
2012-10-05,5.39
2012-10-08,5.38
2012-10-09,5.14
2012-10-10,5.17
2012-10-11,5.22
2012-10-12,5.2
2012-10-15,4.96
2012-10-16,5.08
2012-10-17,5.08
2012-10-18,4.95
2012-10-19,4.83
2012-10-22,4.72
2012-10-23,4.7
2012-10-24,4.7
2012-10-25,4.89
2012-10-26,4.88
2012-10-31,4.92
2012-11-01,5.06
2012-11-02,5.02
2012-11-05,5.07
2012-11-06,5.05
2012-11-07,4.81
2012-11-08,4.83
2012-11-09,4.83
2012-11-12,4.9
2012-11-13,4.74
2012-11-14,4.65
2012-11-15,4.54
2012-11-16,4.35
2012-11-19,4.53
2012-11-20,4.55
2012-11-21,4.76
2012-11-23,4.86
2012-11-26,5.39
2012-11-27,5.27
2012-11-28,5.41
2012-11-29,5.56
2012-11-30,5.58
2012-12-03,5.61
2012-12-04,5.89
2012-12-05,5.79
2012-12-06,5.73
2012-12-07,5.79
2012-12-10,5.72
2012-12-11,5.81
2012-12-12,5.78
2012-12-13,5.8
2012-12-14,5.8
2012-12-17,5.84
2012-12-18,5.92
2012-12-19,5.94
2012-12-20,6.07
2012-12-21,5.94
2012-12-24,6.0
2012-12-26,5.93
2012-12-27,5.83
2012-12-28,5.8
2012-12-31,5.81
2013-01-02,6.34
2013-01-03,6.39
2013-01-04,6.5
2013-01-07,6.61
2013-01-08,6.46
2013-01-09,6.51
2013-01-10,6.66
2013-01-11,6.49
2013-01-14,6.53
2013-01-15,6.56
2013-01-16,6.53
2013-01-17,6.79
2013-01-18,6.71
2013-01-22,6.57
2013-01-23,6.45
2013-01-24,6.82
2013-01-25,7.07
2013-01-28,7.07
2013-01-29,7.0
2013-01-30,6.63
2013-01-31,7.13
2013-02-01,7.23
2013-02-04,7.31
2013-02-05,7.51
2013-02-06,6.84
2013-02-07,7.11
2013-02-08,6.99
2013-02-11,6.79
2013-02-12,6.87
2013-02-13,6.77
2013-02-14,6.78
2013-02-15,6.7
2013-02-19,6.83
2013-02-20,6.6
2013-02-21,6.44
2013-02-22,6.5
2013-02-25,6.56
2013-02-26,6.49
2013-02-27,6.59
2013-02-28,6.49
2013-03-01,6.42
2013-03-04,6.53
2013-03-05,6.58
2013-03-06,6.69
2013-03-07,7.13
2013-03-08,7.19
2013-03-11,7.19
2013-03-12,7.16
2013-03-13,7.16
2013-03-14,7.2
2013-03-15,7.11
2013-03-18,7.02
2013-03-19,7.32
2013-03-20,7.19
2013-03-21,7.05
2013-03-22,7.02
2013-03-25,7.14
2013-03-26,7.05
2013-03-27,7.05
2013-03-28,7.0
2013-04-01,6.62
2013-04-02,6.52
2013-04-03,6.28
2013-04-04,6.35
2013-04-05,6.22
2013-04-08,6.31
2013-04-09,6.46
2013-04-10,6.8
2013-04-11,6.96
2013-04-12,7.01
2013-04-15,6.41
2013-04-16,6.57
2013-04-17,6.25
2013-04-18,6.17
2013-04-19,6.26
2013-04-22,6.48
2013-04-23,6.62
2013-04-24,6.66
2013-04-25,8.22
2013-04-26,8.21
2013-04-29,8.28
2013-04-30,8.42
2013-05-01,8.24
2013-05-02,8.32
2013-05-03,8.46
2013-05-06,8.7
2013-05-07,8.84
2013-05-08,8.68
2013-05-09,8.66
2013-05-10,8.62
2013-05-13,8.76
2013-05-14,8.86
2013-05-15,9.13
2013-05-16,9.62
2013-05-17,10.08
2013-05-20,9.8
2013-05-21,9.75
2013-05-22,9.91
2013-05-23,9.15
2013-05-24,9.04
2013-05-28,9.43
2013-05-29,9.71
2013-05-30,10.13
2013-05-31,10.53
2013-06-03,10.55
2013-06-04,10.43
2013-06-05,10.54
2013-06-06,11.21
2013-06-07,11.16
2013-06-10,11.34
2013-06-11,11.45
2013-06-12,11.39
2013-06-13,11.53
2013-06-14,11.24
2013-06-17,10.98
2013-06-18,11.18
2013-06-19,11.01
2013-06-20,10.66
2013-06-21,10.7
2013-06-24,10.41
2013-06-25,10.67
2013-06-26,10.48
2013-06-27,10.75
2013-06-28,10.67
2013-07-01,10.86
2013-07-02,11.05
2013-07-03,10.9
2013-07-05,11.25
2013-07-08,11.18
2013-07-09,11.44
2013-07-10,11.4
2013-07-11,11.49
2013-07-12,11.58
2013-07-15,11.64
2013-07-16,11.53
2013-07-17,12.0
2013-07-18,11.97
2013-07-19,11.97
2013-07-22,11.89
2013-07-23,11.61
2013-07-24,11.78
2013-07-25,11.15
2013-07-26,10.85
2013-07-29,10.67
2013-07-30,10.89
2013-07-31,10.91
2013-08-01,10.97
2013-08-02,10.96
2013-08-05,11.19
2013-08-06,10.99
2013-08-07,10.94
2013-08-08,10.99
2013-08-09,10.97
2013-08-12,11.02
2013-08-13,11.03
2013-08-14,10.81
2013-08-15,10.43
2013-08-16,10.38
2013-08-19,10.39
2013-08-20,10.46
2013-08-21,10.21
2013-08-22,9.95
2013-08-23,10.08
2013-08-26,9.93
2013-08-27,9.47
2013-08-28,9.46
2013-08-29,9.49
2013-08-30,9.27
2013-09-03,10.14
2013-09-04,10.45
2013-09-05,10.5
2013-09-06,10.7
2013-09-09,11.0
2013-09-10,11.09
2013-09-11,11.13
2013-09-12,11.31
2013-09-13,11.11
2013-09-16,11.11
2013-09-17,11.28
2013-09-18,11.3
2013-09-19,11.35
2013-09-20,11.16
2013-09-23,11.06
2013-09-24,11.33
2013-09-25,11.22
2013-09-26,11.56
2013-09-27,11.4
2013-09-30,11.32
2013-10-01,11.47
2013-10-02,11.32
2013-10-03,11.21
2013-10-04,11.73
2013-10-07,11.48
2013-10-08,10.99
2013-10-09,10.9
2013-10-10,11.46
2013-10-11,11.52
2013-10-14,11.4
2013-10-15,11.34
2013-10-16,11.24
2013-10-17,11.4
2013-10-18,11.74
2013-10-21,11.78
2013-10-22,11.61
2013-10-23,11.44
2013-10-24,10.4
2013-10-25,10.26
2013-10-28,10.27
2013-10-29,10.49
2013-10-30,10.34
2013-10-31,10.2
2013-11-01,9.89
2013-11-04,9.82
2013-11-05,9.69
2013-11-06,9.63
2013-11-07,9.39
2013-11-08,9.32
2013-11-11,9.4
2013-11-12,9.39
2013-11-13,9.26
2013-11-14,9.01
2013-11-15,8.89
2013-11-18,8.77
2013-11-19,8.73
2013-11-20,8.6
2013-11-21,8.93
2013-11-22,8.9
2013-11-25,9.0
2013-11-26,9.01
2013-11-27,9.16
2013-11-29,9.3
2013-12-02,9.06
2013-12-03,9.1
2013-12-04,9.32
2013-12-05,9.33
2013-12-06,9.43
2013-12-09,9.32
2013-12-10,9.11
2013-12-11,8.97
2013-12-12,8.89
2013-12-13,9.06
2013-12-16,9.2
2013-12-17,9.3
2013-12-18,9.3
2013-12-19,9.05
2013-12-20,9.23
2013-12-23,9.58
2013-12-24,9.75
2013-12-26,9.71
2013-12-27,9.79
2013-12-30,9.73
2013-12-31,9.78
2014-01-02,9.81
2014-01-03,9.88
2014-01-06,9.79
2014-01-07,9.89
2014-01-08,9.99
2014-01-09,9.51
2014-01-10,9.28
2014-01-13,9.02
2014-01-14,9.04
2014-01-15,9.13
2014-01-16,8.83
2014-01-17,8.53
2014-01-21,7.56
2014-01-22,7.62
2014-01-23,7.4
2014-01-24,7.33
2014-01-27,7.2
2014-01-28,7.19
2014-01-29,7.06
2014-01-30,9.11
2014-01-31,8.73
2014-02-03,8.23
2014-02-04,8.45
2014-02-05,8.23
2014-02-06,8.38
2014-02-07,8.51
2014-02-10,8.63
2014-02-11,8.63
2014-02-12,8.72
2014-02-13,8.73
2014-02-14,8.61
2014-02-18,8.78
2014-02-19,8.44
2014-02-20,8.45
2014-02-21,8.33
2014-02-24,8.48
2014-02-25,8.34
2014-02-26,8.52
2014-02-27,8.41
2014-02-28,8.32
2014-03-03,8.17
2014-03-04,8.61
2014-03-05,8.72
2014-03-06,9.0
2014-03-07,8.94
2014-03-10,8.63
2014-03-11,8.45
2014-03-12,9.71
2014-03-13,9.27
2014-03-14,9.37
2014-03-17,9.26
2014-03-18,9.5
2014-03-19,9.37
2014-03-20,9.67
2014-03-21,9.7
2014-03-24,9.46
2014-03-25,9.35
2014-03-26,9.04
2014-03-27,8.95
2014-03-28,8.76
2014-03-31,9.08
2014-04-01,9.16
2014-04-02,9.13
2014-04-03,8.82
2014-04-04,8.5
2014-04-07,8.4
2014-04-08,8.46
2014-04-09,8.58
2014-04-10,8.19
2014-04-11,8.09
2014-04-14,8.23
2014-04-15,8.14
2014-04-16,8.13
2014-04-17,8.62
2014-04-21,8.81
2014-04-22,9.01
2014-04-23,8.82
2014-04-24,9.35
2014-04-25,8.87
2014-04-28,8.6
2014-04-29,8.93
2014-04-30,8.96
2014-05-01,8.98
2014-05-02,8.95
2014-05-05,8.75
2014-05-06,8.4
2014-05-07,8.19
2014-05-08,8.16
2014-05-09,8.26
2014-05-12,8.69
2014-05-13,8.59
2014-05-14,8.29
2014-05-15,8.26
2014-05-16,8.34
2014-05-19,9.38
2014-05-20,9.26
2014-05-21,8.96
2014-05-22,9.16
2014-05-23,9.23
2014-05-27,9.34
2014-05-28,9.4
2014-05-29,9.38
2014-05-30,9.1
2014-06-02,8.83
2014-06-03,8.68
2014-06-04,8.61
2014-06-05,9.2
2014-06-06,9.14
2014-06-09,9.27
2014-06-10,9.14
2014-06-11,9.08
2014-06-12,8.98
2014-06-13,9.13
2014-06-16,9.28
2014-06-17,9.42
2014-06-18,9.53
2014-06-19,9.3
2014-06-20,9.3
2014-06-23,9.33
2014-06-24,9.24
2014-06-25,9.16
2014-06-26,9.25
2014-06-27,9.55
2014-06-30,9.2
2014-07-01,9.24
2014-07-02,9.53
2014-07-03,9.5
2014-07-07,9.26
2014-07-08,8.79
2014-07-09,8.59
2014-07-10,8.69
2014-07-11,8.73
2014-07-14,8.96
2014-07-15,8.83
2014-07-16,8.87
2014-07-17,8.86
2014-07-18,9.12
2014-07-21,9.14
2014-07-22,9.29
2014-07-23,9.14
2014-07-24,9.07
2014-07-25,9.13
2014-07-28,9.05
2014-07-29,9.0
2014-07-30,9.24
2014-07-31,9.2
2014-08-01,8.88
2014-08-04,8.88
2014-08-05,8.9
2014-08-06,9.21
2014-08-07,9.09
2014-08-08,9.22
2014-08-11,9.22
2014-08-12,9.05
2014-08-13,9.05
2014-08-14,9.12
2014-08-15,9.1
2014-08-18,9.19
2014-08-19,9.35
2014-08-20,9.27
2014-08-21,9.37
2014-08-22,9.57
2014-08-25,9.83
2014-08-26,10.55
2014-08-27,10.37
2014-08-28,10.43
2014-08-29,10.58
2014-09-02,10.59
2014-09-03,10.42
2014-09-04,10.35
2014-09-05,10.33
2014-09-08,11.19
2014-09-09,10.87
2014-09-10,11.25
2014-09-11,11.26
2014-09-12,11.11
2014-09-15,11.09
2014-09-16,11.14
2014-09-17,11.07
2014-09-18,11.56
2014-09-19,11.34
2014-09-22,11.22
2014-09-23,10.9
2014-09-24,10.79
2014-09-25,10.74
2014-09-26,10.61
2014-09-29,10.82
2014-09-30,10.67
2014-10-01,10.41
2014-10-02,10.59
2014-10-03,10.53
2014-10-06,10.14
2014-10-07,10.08
2014-10-08,10.17
2014-10-09,9.68
2014-10-10,9.27
2014-10-13,9.74
2014-10-14,9.86
2014-10-15,10.19
2014-10-16,10.41
2014-10-17,10.35
2014-10-20,10.57
2014-10-21,10.83
2014-10-22,10.61
2014-10-23,13.89
2014-10-24,13.78
2014-10-27,13.87
2014-10-28,14.39
2014-10-29,14.46
2014-10-30,14.44
2014-10-31,14.53
2014-11-03,14.41
2014-11-04,14.57
2014-11-05,13.85
2014-11-06,13.78
2014-11-07,13.99
2014-11-10,14.37
2014-11-11,14.41
2014-11-12,14.42
2014-11-13,13.84
2014-11-14,13.99
2014-11-17,13.71
2014-11-18,13.82
2014-11-19,13.41
2014-11-20,13.72
2014-11-21,13.61
2014-11-24,13.57
2014-11-25,13.53
2014-11-26,13.68
2014-11-28,13.63
2014-12-01,13.64
2014-12-02,14.05
2014-12-03,14.62
2014-12-04,14.25
2014-12-05,14.65
2014-12-08,14.07
2014-12-09,14.41
2014-12-10,13.89
2014-12-11,14.0
2014-12-12,14.05
2014-12-15,13.88
2014-12-16,14.11
2014-12-17,14.92
2014-12-18,15.25
2014-12-19,15.49
2014-12-22,15.34
2014-12-23,15.17
2014-12-24,15.22
2014-12-26,14.91
2014-12-29,14.77
2014-12-30,14.65
2014-12-31,14.72
2015-01-02,14.44
2015-01-05,14.32
2015-01-06,13.12
2015-01-07,13.52
2015-01-08,14.04
2015-01-09,14.0
2015-01-12,13.79
2015-01-13,13.78
2015-01-14,13.76
2015-01-15,13.14
2015-01-16,13.51
2015-01-20,13.65
2015-01-21,14.08
2015-01-22,14.4
2015-01-23,16.99
2015-01-26,16.690001000000002
2015-01-27,16.58
2015-01-28,16.370001000000002
2015-01-29,16.68
2015-01-30,16.120001000000002
2015-02-02,16.42
2015-02-03,16.43
2015-02-04,16.370001000000002
2015-02-05,17.049999
2015-02-06,16.65
2015-02-09,16.889999
2015-02-10,17.309998999999998
2015-02-11,17.719998999999998
2015-02-12,17.66
2015-02-13,17.559998999999998
2015-02-17,17.24
2015-02-18,17.16
2015-02-19,17.379998999999998
2015-02-20,17.65
2015-02-23,17.5
2015-02-24,17.379998999999998
2015-02-25,17.33
2015-02-26,17.360001
2015-02-27,17.049999
2015-03-02,17.43
2015-03-03,17.1
2015-03-04,17.07
2015-03-05,17.32
2015-03-06,17.309998999999998
2015-03-09,18.17
2015-03-10,17.940001000000002
2015-03-11,18.33
2015-03-12,18.68
2015-03-13,18.49
2015-03-16,18.969998999999998
2015-03-17,19.17
2015-03-18,19.209999
2015-03-19,19.09
2015-03-20,19.120001000000002
2015-03-23,18.950001
2015-03-24,18.49
2015-03-25,17.799999
2015-03-26,18.719998999999998
2015-03-27,19.59
2015-03-30,19.41
2015-03-31,19.67
2015-04-01,19.33
2015-04-02,18.9
2015-04-06,18.98
2015-04-07,19.200001
2015-04-08,19.43
2015-04-09,20.07
2015-04-10,19.93
2015-04-13,19.799999
2015-04-14,20.370001000000002
2015-04-15,20.030001000000002
2015-04-16,20.379998999999998
2015-04-17,19.5
2015-04-20,19.950001
2015-04-21,20.219998999999998
2015-04-22,19.790001
2015-04-23,19.34
2015-04-24,20.15
2015-04-27,20.0
2015-04-28,20.110001
2015-04-29,19.790001
2015-04-30,18.799999
2015-05-01,18.68
2015-05-04,19.110001
2015-05-05,18.01
2015-05-06,18.0
2015-05-07,19.01
2015-05-08,19.469998999999998
2015-05-11,19.34
2015-05-12,19.52
2015-05-13,19.190001000000002
2015-05-14,19.950001
2015-05-15,19.709999
2015-05-18,20.27
2015-05-19,20.200001
2015-05-20,20.049999
2015-05-21,19.690001000000002
2015-05-22,19.68
2015-05-26,19.4
2015-05-27,19.690001000000002
2015-05-28,20.49
2015-05-29,20.639999
2015-06-01,21.07
2015-06-02,20.85
2015-06-03,21.280001000000002
2015-06-04,20.940001000000002
2015-06-05,21.4
2015-06-08,21.209999
2015-06-09,21.290001
2015-06-10,21.48
2015-06-11,21.41
2015-06-12,21.52
2015-06-15,22.280001000000002
2015-06-16,22.42
2015-06-17,22.370001000000002
2015-06-18,22.74
2015-06-19,22.690001000000002
2015-06-22,22.73
2015-06-23,22.1
2015-06-24,21.790001
2015-06-25,21.690001000000002
2015-06-26,21.24
2015-06-29,21.01
2015-06-30,20.98
2015-07-01,21.5
2015-07-02,21.209999
2015-07-06,21.049999
2015-07-07,20.74
2015-07-08,20.07
2015-07-09,19.700001
2015-07-10,20.209999
2015-07-13,20.25
2015-07-14,20.889999
2015-07-15,21.15
2015-07-16,21.65
2015-07-17,21.610001
2015-07-20,21.23
2015-07-21,21.690001000000002
2015-07-22,21.290001
2015-07-23,23.15
2015-07-24,23.059998999999998
2015-07-27,23.1
2015-07-28,22.959999
2015-07-29,22.99
2015-07-30,23.52
2015-07-31,23.940001000000002
2015-08-03,24.059998999999998
2015-08-04,23.9
2015-08-05,23.959999
2015-08-06,23.32
2015-08-07,23.73
2015-08-10,24.059998999999998
2015-08-11,23.77
2015-08-12,24.049999
2015-08-13,23.860001
2015-08-14,24.120001000000002
2015-08-17,24.719998999999998
2015-08-18,24.48
2015-08-19,24.549999
2015-08-20,21.530001000000002
2015-08-21,21.07
2015-08-24,19.719998999999998
2015-08-25,20.41
2015-08-26,21.030001000000002
2015-08-27,22.51
2015-08-28,22.290001
2015-08-31,21.82
2015-09-01,21.51
2015-09-02,22.049999
2015-09-03,21.92
2015-09-04,21.41
2015-09-08,20.57
2015-09-09,20.85
2015-09-10,20.889999
2015-09-11,20.209999
2015-09-14,20.41
2015-09-15,20.84
2015-09-16,20.969998999999998
2015-09-17,21.24
2015-09-18,21.030001000000002
2015-09-21,21.07
2015-09-22,20.549999
2015-09-23,20.76
2015-09-24,20.540001
2015-09-25,20.110001
2015-09-28,19.42
2015-09-29,19.209999
2015-09-30,19.559998999999998
2015-10-01,20.1
2015-10-02,20.74
2015-10-05,20.860001
2015-10-06,20.51
2015-10-07,19.719998999999998
2015-10-08,19.85
2015-10-09,19.219998999999998
2015-10-12,18.35
2015-10-13,17.27
2015-10-14,17.049999
2015-10-15,17.99
2015-10-16,18.309998999999998
2015-10-19,18.07
2015-10-20,18.030001000000002
2015-10-21,17.690001000000002
2015-10-22,18.629998999999998
2015-10-23,18.450001
2015-10-26,18.290001
2015-10-27,18.299999
2015-10-28,21.120001000000002
2015-10-29,19.67
2015-10-30,19.76
2015-11-02,20.040001
2015-11-03,20.35
2015-11-04,20.450001
2015-11-05,20.73
2015-11-06,20.879998999999998
2015-11-09,20.41
2015-11-10,20.469998999999998
2015-11-11,20.99
2015-11-12,20.799999
2015-11-13,20.549999
2015-11-16,20.93
2015-11-17,20.870001000000002
2015-11-18,21.16
2015-11-19,20.99
2015-11-20,21.65
2015-11-23,22.030001000000002
2015-11-24,22.08
2015-11-25,22.17
2015-11-27,22.43
2015-11-30,22.52
2015-12-01,22.48
2015-12-02,22.51
2015-12-03,21.77
2015-12-04,22.52
2015-12-07,22.059998999999998
2015-12-08,21.93
2015-12-09,21.49
2015-12-10,20.469998999999998
2015-12-11,19.74
2015-12-14,18.959999
2015-12-15,19.120001000000002
2015-12-16,18.559998999999998
2015-12-17,18.01
2015-12-18,17.74
2015-12-21,18.08
2015-12-22,18.0
2015-12-23,18.290001
2015-12-24,18.51
2015-12-28,18.5
2015-12-29,18.74
2015-12-30,18.389999
2015-12-31,18.120001000000002
2016-01-04,17.6
2016-01-05,17.26
2016-01-06,17.120001000000002
2016-01-07,16.709999
2016-01-08,16.02
2016-01-11,16.299999
2016-01-12,16.190001000000002
2016-01-13,15.42
2016-01-14,15.67
2016-01-15,14.8
2016-01-19,14.54
2016-01-20,14.36
2016-01-21,14.22
2016-01-22,14.99
2016-01-25,14.39
2016-01-26,14.5
2016-01-27,14.35
2016-01-28,14.35
2016-01-29,15.32
2016-02-01,15.01
2016-02-02,14.57
2016-02-03,15.39
2016-02-04,15.69
2016-02-05,14.4
2016-02-08,13.28
2016-02-09,13.36
2016-02-10,13.81
2016-02-11,13.96
2016-02-12,14.82
2016-02-16,14.71
2016-02-17,14.93
2016-02-18,14.74
2016-02-19,15.13
2016-02-22,15.64
2016-02-23,15.2
2016-02-24,15.43
2016-02-25,15.8
2016-02-26,15.6
2016-02-29,15.69
2016-03-01,16.0
2016-03-02,15.42
2016-03-03,14.71
2016-03-04,15.39
2016-03-07,15.42
2016-03-08,15.04
2016-03-09,15.16
2016-03-10,15.27
2016-03-11,15.63
2016-03-14,15.93
2016-03-15,15.84
2016-03-16,15.98
2016-03-17,16.35
2016-03-18,16.379998999999998
2016-03-21,16.82
2016-03-22,15.56
2016-03-23,15.0
2016-03-24,15.3
2016-03-28,15.24
2016-03-29,15.8
2016-03-30,15.76
2016-03-31,16.059998999999998
2016-04-01,15.82
2016-04-04,15.39
2016-04-05,15.12
2016-04-06,15.23
2016-04-07,14.67
2016-04-08,15.09
2016-04-11,15.0
2016-04-12,14.97
2016-04-13,15.45
2016-04-14,15.32
2016-04-15,15.26
2016-04-18,14.98
2016-04-19,14.58
2016-04-20,14.69
2016-04-21,14.73
2016-04-22,14.66
2016-04-25,14.77
2016-04-26,15.12
2016-04-27,15.57
2016-04-28,12.01
2016-04-29,11.89
2016-05-02,11.86
2016-05-03,11.52
2016-05-04,12.14
2016-05-05,11.88
2016-05-06,12.0
2016-05-09,12.25
2016-05-10,12.17
2016-05-11,12.09
2016-05-12,11.85
2016-05-13,11.88
2016-05-16,12.07
2016-05-17,11.93
2016-05-18,12.12
2016-05-19,12.16
2016-05-20,12.35
2016-05-23,12.89
2016-05-24,12.97
2016-05-25,13.1
2016-05-26,13.06
2016-05-27,13.2
2016-05-31,13.11
2016-06-01,13.21
2016-06-02,13.36
2016-06-03,13.47
2016-06-06,13.29
2016-06-07,13.26
2016-06-08,13.15
2016-06-09,13.0
2016-06-10,12.69
2016-06-13,12.49
2016-06-14,12.48
2016-06-15,12.46
2016-06-16,12.4
2016-06-17,12.15
2016-06-20,11.67
2016-06-21,11.45
2016-06-22,11.55
2016-06-23,12.13
2016-06-24,10.96
2016-06-27,10.18
2016-06-28,10.37
2016-06-29,10.91
2016-06-30,11.28
2016-07-01,11.12
2016-07-05,10.85
2016-07-06,10.85
2016-07-07,10.76
2016-07-08,11.32
2016-07-11,11.45
2016-07-12,11.77
2016-07-13,11.74
2016-07-14,11.84
2016-07-15,12.1
2016-07-18,12.39
2016-07-19,11.87
2016-07-20,12.13
2016-07-21,12.1
2016-07-22,12.11
2016-07-25,12.52
2016-07-26,12.72
2016-07-27,12.51
2016-07-28,8.31
2016-07-29,8.76
2016-08-01,8.62
2016-08-02,8.62
2016-08-03,8.9
2016-08-04,9.02
2016-08-05,9.36
2016-08-08,9.29
2016-08-09,9.41
2016-08-10,9.18
2016-08-11,9.06
2016-08-12,9.06
2016-08-15,9.35
2016-08-16,9.3
2016-08-17,9.09
2016-08-18,8.95
2016-08-19,9.04
2016-08-22,9.09
2016-08-23,9.02
2016-08-24,8.87
2016-08-25,8.61
2016-08-26,8.63
2016-08-29,8.57
2016-08-30,8.65
2016-08-31,8.58
2016-09-01,8.8
2016-09-02,8.85
2016-09-06,8.92
2016-09-07,8.79
2016-09-08,8.73
2016-09-09,8.6
2016-09-12,8.6
2016-09-13,8.49
2016-09-14,8.4
2016-09-15,8.47
2016-09-16,8.49
2016-09-19,8.53
2016-09-20,8.48
2016-09-21,8.7
2016-09-22,8.92
2016-09-23,8.85
2016-09-26,8.71
2016-09-27,8.96
2016-09-28,9.1
2016-09-29,8.87
2016-09-30,9.03
2016-10-03,8.96
2016-10-04,9.08
2016-10-05,9.49
2016-10-06,9.57
2016-10-07,9.42
2016-10-10,9.44
2016-10-11,9.05
2016-10-12,8.89
2016-10-13,8.81
2016-10-14,8.84
2016-10-17,8.62
2016-10-18,8.78
2016-10-19,8.92
2016-10-20,8.89
2016-10-21,8.8
2016-10-24,8.88
2016-10-25,8.78
2016-10-26,9.23
2016-10-27,7.94
2016-10-28,7.93
2016-10-31,7.8
2016-11-01,7.59
2016-11-02,7.41
2016-11-03,7.34
2016-11-04,7.32
2016-11-07,7.71
2016-11-08,7.9
2016-11-09,8.15
2016-11-10,8.33
2016-11-11,8.51
2016-11-14,8.59
2016-11-15,8.69
2016-11-16,8.66
2016-11-17,8.23
2016-11-18,8.21
2016-11-21,8.37
2016-11-22,8.54
2016-11-23,8.62
2016-11-25,8.57
2016-11-28,8.51
2016-11-29,8.5
2016-11-30,8.5
2016-12-01,8.36
2016-12-02,8.18
2016-12-05,8.34
2016-12-06,8.47
2016-12-07,8.48
2016-12-08,9.09
2016-12-09,8.85
2016-12-12,8.68
2016-12-13,8.68
2016-12-14,8.91
2016-12-15,9.07
2016-12-16,8.86
2016-12-19,8.97
2016-12-20,8.87
2016-12-21,8.71
2016-12-22,8.42
2016-12-23,8.45
2016-12-27,8.52
2016-12-28,8.46
2016-12-29,8.55
2016-12-30,8.49
2017-01-03,8.72
2017-01-04,8.91
2017-01-05,8.79
2017-01-06,8.84
2017-01-09,8.68
2017-01-10,8.53
2017-01-11,8.78
2017-01-12,8.7
2017-01-13,8.73
2017-01-17,8.43
2017-01-18,8.43
2017-01-19,8.54
2017-01-20,8.6
2017-01-23,8.52
2017-01-24,8.82
2017-01-25,8.89
2017-01-26,8.68
2017-01-27,8.89
2017-01-30,8.86
2017-01-31,9.01
2017-02-01,9.01
2017-02-02,9.01
2017-02-03,9.37
2017-02-06,9.34
2017-02-07,9.3
2017-02-08,9.18
2017-02-09,9.4
2017-02-10,11.96
2017-02-13,12.1
2017-02-14,12.33
2017-02-15,11.75
2017-02-16,11.45
2017-02-17,11.36
2017-02-21,11.3
2017-02-22,11.2
2017-02-23,11.03
2017-02-24,10.87
2017-02-27,11.05
2017-02-28,10.85
2017-03-01,10.92
2017-03-02,10.77
2017-03-03,10.89
2017-03-06,10.82
2017-03-07,10.69
2017-03-08,10.64
2017-03-09,10.49
2017-03-10,10.48
2017-03-13,10.35
2017-03-14,10.18
2017-03-15,10.35
2017-03-16,11.2
2017-03-17,11.13
2017-03-20,10.91
2017-03-21,10.5
2017-03-22,10.69
2017-03-23,10.86
2017-03-24,10.85
2017-03-27,10.88
2017-03-28,10.59
2017-03-29,10.42
2017-03-30,10.4
2017-03-31,10.23
2017-04-03,10.15
2017-04-04,10.3
2017-04-05,9.63
2017-04-06,9.93
2017-04-07,9.87
2017-04-10,9.64
2017-04-11,9.51
2017-04-12,9.35
2017-04-13,9.45
2017-04-17,9.75
2017-04-18,9.59
2017-04-19,9.54
2017-04-20,9.72
2017-04-21,9.63
2017-04-24,10.18
2017-04-25,10.14
2017-04-26,9.98
2017-04-27,10.24
2017-04-28,9.92
2017-05-01,9.86
2017-05-02,9.92
2017-05-03,9.99
2017-05-04,9.95
2017-05-05,9.55
2017-05-08,9.29
2017-05-09,9.58
2017-05-10,9.49
