Date,HII
2011-03-22,37.490002000000004
2011-03-23,37.25
2011-03-24,37.25
2011-03-25,39.25
2011-03-28,37.75
2011-03-29,37.5
2011-03-30,38.200001
2011-03-31,41.5
2011-04-01,40.040001000000004
2011-04-04,40.150002
2011-04-05,40.25
2011-04-06,39.68
2011-04-07,38.799999
2011-04-08,38.5
2011-04-11,38.32
2011-04-12,38.049999
2011-04-13,38.0
2011-04-14,38.77
2011-04-15,40.139998999999996
2011-04-18,40.049999
2011-04-19,39.779999
2011-04-20,40.060001
2011-04-21,39.310001
2011-04-25,39.07
2011-04-26,39.34
2011-04-27,40.009997999999996
2011-04-28,39.990002000000004
2011-04-29,40.0
2011-05-02,40.98
2011-05-03,40.5
2011-05-04,39.950001
2011-05-05,39.84
2011-05-06,39.5
2011-05-09,39.599998
2011-05-10,40.169998
2011-05-11,38.779999
2011-05-12,38.389998999999996
2011-05-13,38.459998999999996
2011-05-16,38.689999
2011-05-17,38.779999
2011-05-18,38.5
2011-05-19,38.380001
2011-05-20,38.060001
2011-05-23,37.799999
2011-05-24,37.169998
2011-05-25,36.669998
2011-05-26,36.419998
2011-05-27,36.580002
2011-05-31,36.57
2011-06-01,36.099998
2011-06-02,36.049999
2011-06-03,35.799999
2011-06-06,35.98
2011-06-07,36.439999
2011-06-08,36.970001
2011-06-09,36.990002000000004
2011-06-10,36.330002
2011-06-13,36.509997999999996
2011-06-14,36.580002
2011-06-15,36.16
2011-06-16,36.0
2011-06-17,35.950001
2011-06-20,35.990002000000004
2011-06-21,36.349998
2011-06-22,36.150002
2011-06-23,35.900002
2011-06-24,35.59
2011-06-27,35.200001
2011-06-28,35.259997999999996
2011-06-29,34.82
2011-06-30,34.5
2011-07-01,34.610001000000004
2011-07-05,34.639998999999996
2011-07-06,35.25
2011-07-07,34.490002000000004
2011-07-08,35.0
2011-07-11,34.84
2011-07-12,34.400002
2011-07-13,34.040001000000004
2011-07-14,33.549999
2011-07-15,33.52
2011-07-18,33.200001
2011-07-19,33.310001
2011-07-20,33.23
2011-07-21,33.419998
2011-07-22,33.91
2011-07-25,34.279999
2011-07-26,35.16
2011-07-27,34.200001
2011-07-28,34.0
2011-07-29,33.48
2011-08-01,32.84
2011-08-02,32.450001
2011-08-03,32.09
2011-08-04,31.6
2011-08-05,31.129998999999998
2011-08-08,29.889999
2011-08-09,29.719998999999998
2011-08-10,28.01
2011-08-11,27.83
2011-08-12,28.02
2011-08-15,28.59
2011-08-16,29.48
2011-08-17,29.49
2011-08-18,28.639999
2011-08-19,28.629998999999998
2011-08-22,28.4
2011-08-23,29.25
2011-08-24,30.6
2011-08-25,29.67
2011-08-26,30.25
2011-08-29,30.799999
2011-08-30,30.620001000000002
2011-08-31,29.940001000000002
2011-09-01,29.51
2011-09-02,27.620001000000002
2011-09-06,27.59
2011-09-07,28.690001000000002
2011-09-08,27.139999
2011-09-09,26.73
2011-09-12,27.200001
2011-09-13,27.969998999999998
2011-09-14,28.4
2011-09-15,28.23
2011-09-16,28.700001
2011-09-19,28.280001000000002
2011-09-20,27.309998999999998
2011-09-21,27.42
2011-09-22,27.1
2011-09-23,27.09
2011-09-26,26.98
2011-09-27,26.959999
2011-09-28,24.58
2011-09-29,24.440001000000002
2011-09-30,24.33
2011-10-03,23.459999
2011-10-04,23.280001000000002
2011-10-05,22.85
2011-10-06,23.68
2011-10-07,23.85
2011-10-10,24.41
2011-10-11,25.24
2011-10-12,25.389999
2011-10-13,25.620001000000002
2011-10-14,26.52
2011-10-17,26.5
2011-10-18,26.469998999999998
2011-10-19,26.360001
2011-10-20,26.790001
2011-10-21,27.540001
2011-10-24,28.73
2011-10-25,28.940001000000002
2011-10-26,28.719998999999998
2011-10-27,29.26
2011-10-28,29.42
2011-10-31,29.5
2011-11-01,28.450001
2011-11-02,28.959999
2011-11-03,29.780001000000002
2011-11-04,29.76
2011-11-07,29.6
2011-11-08,30.1
2011-11-09,29.17
2011-11-10,31.0
2011-11-11,30.540001
2011-11-14,30.34
2011-11-15,31.66
2011-11-16,31.02
2011-11-17,30.26
2011-11-18,30.799999
2011-11-21,29.940001000000002
2011-11-22,29.6
2011-11-23,29.299999
2011-11-25,29.450001
2011-11-28,30.629998999999998
2011-11-29,31.0
2011-11-30,31.75
2011-12-01,31.700001
2011-12-02,31.200001
2011-12-05,31.35
2011-12-06,31.299999
2011-12-07,31.52
2011-12-08,30.52
2011-12-09,30.83
2011-12-12,30.120001000000002
2011-12-13,30.4
2011-12-14,30.959999
2011-12-15,31.049999
2011-12-16,31.620001000000002
2011-12-19,31.84
2011-12-20,32.18
2011-12-21,32.5
2011-12-22,32.380001
2011-12-23,32.34
2011-12-27,32.43
2011-12-28,31.51
2011-12-29,31.940001000000002
2011-12-30,31.280001000000002
2012-01-03,32.380001
2012-01-04,31.799999
2012-01-05,31.9
2012-01-06,32.299999
2012-01-09,31.860001
2012-01-10,32.639998999999996
2012-01-11,33.950001
2012-01-12,33.77
2012-01-13,33.580002
2012-01-17,34.200001
2012-01-18,34.34
2012-01-19,34.049999
2012-01-20,33.740002000000004
2012-01-23,34.0
2012-01-24,34.16
2012-01-25,35.099998
2012-01-26,36.48
2012-01-27,37.279999
2012-01-30,37.07
2012-01-31,37.68
2012-02-01,38.830002
2012-02-02,38.560001
2012-02-03,38.450001
2012-02-06,38.400002
2012-02-07,37.880001
2012-02-08,37.990002000000004
2012-02-09,37.27
2012-02-10,36.59
2012-02-13,36.549999
2012-02-14,36.689999
2012-02-15,36.599998
2012-02-16,36.43
2012-02-17,36.400002
2012-02-21,36.290001000000004
2012-02-22,35.91
2012-02-23,36.369999
2012-02-24,36.369999
2012-02-27,35.919998
2012-02-28,35.509997999999996
2012-02-29,35.880001
2012-03-01,36.380001
2012-03-02,36.07
2012-03-05,36.380001
2012-03-06,36.110001000000004
2012-03-07,36.139998999999996
2012-03-08,36.299999
2012-03-09,37.459998999999996
2012-03-12,37.84
2012-03-13,37.5
2012-03-14,37.150002
2012-03-15,37.5
2012-03-16,37.75
2012-03-19,38.18
2012-03-20,37.490002000000004
2012-03-21,37.599998
2012-03-22,37.18
2012-03-23,37.41
2012-03-26,38.099998
2012-03-27,37.900002
2012-03-28,40.459998999999996
2012-03-29,40.0
2012-03-30,40.240002000000004
2012-04-02,39.650002
2012-04-03,40.0
2012-04-04,40.330002
2012-04-05,39.91
2012-04-09,39.669998
2012-04-10,37.900002
2012-04-11,39.02
2012-04-12,39.470001
2012-04-13,38.73
2012-04-16,38.470001
2012-04-17,38.810001
2012-04-18,38.66
2012-04-19,38.09
2012-04-20,39.200001
2012-04-23,38.860001000000004
2012-04-24,38.619999
2012-04-25,38.689999
2012-04-26,38.950001
2012-04-27,39.439999
2012-04-30,39.450001
2012-05-01,39.400002
2012-05-02,39.66
2012-05-03,39.68
2012-05-04,38.740002000000004
2012-05-07,39.099998
2012-05-08,39.34
2012-05-09,37.099998
2012-05-10,36.650002
2012-05-11,36.68
2012-05-14,36.43
2012-05-15,36.59
2012-05-16,36.189999
2012-05-17,35.900002
2012-05-18,35.84
2012-05-21,35.950001
2012-05-22,36.220001
2012-05-23,36.07
2012-05-24,36.240002000000004
2012-05-25,36.419998
2012-05-29,37.099998
2012-05-30,36.610001000000004
2012-05-31,36.779999
2012-06-01,36.5
2012-06-04,36.450001
2012-06-05,36.130001
2012-06-06,36.799999
2012-06-07,36.330002
2012-06-08,36.23
2012-06-11,36.279999
2012-06-12,36.709998999999996
2012-06-13,37.080002
2012-06-14,37.740002000000004
2012-06-15,38.400002
2012-06-18,38.75
2012-06-19,39.07
2012-06-20,40.0
2012-06-21,39.290001000000004
2012-06-22,39.25
2012-06-25,38.939999
2012-06-26,38.919998
2012-06-27,39.349998
2012-06-28,39.330002
2012-06-29,40.240002000000004
2012-07-02,40.080002
2012-07-03,40.599998
2012-07-05,41.130001
2012-07-06,41.450001
2012-07-09,41.040001000000004
2012-07-10,40.389998999999996
2012-07-11,40.57
2012-07-12,39.650002
2012-07-13,39.84
2012-07-16,39.689999
2012-07-17,39.709998999999996
2012-07-18,39.619999
2012-07-19,39.540001000000004
2012-07-20,38.799999
2012-07-23,38.580002
2012-07-24,38.48
2012-07-25,39.099998
2012-07-26,38.740002000000004
2012-07-27,38.939999
2012-07-30,39.0
2012-07-31,38.990002000000004
2012-08-01,38.650002
2012-08-02,38.169998
2012-08-03,39.169998
2012-08-06,38.919998
2012-08-07,38.639998999999996
2012-08-08,40.23
2012-08-09,41.200001
2012-08-10,40.470001
2012-08-13,40.34
2012-08-14,40.259997999999996
2012-08-15,40.040001000000004
2012-08-16,40.389998999999996
2012-08-17,40.209998999999996
2012-08-20,40.169998
2012-08-21,40.18
2012-08-22,40.369999
2012-08-23,39.970001
2012-08-24,40.060001
2012-08-27,40.029999
2012-08-28,39.950001
2012-08-29,40.0
2012-08-30,39.689999
2012-08-31,40.07
2012-09-04,40.400002
2012-09-05,40.57
2012-09-06,40.799999
2012-09-07,40.75
2012-09-10,40.57
2012-09-11,40.549999
2012-09-12,40.970001
2012-09-13,41.360001000000004
2012-09-14,41.93
2012-09-17,41.540001000000004
2012-09-18,40.57
2012-09-19,41.439999
2012-09-20,41.689999
2012-09-21,41.599998
2012-09-24,41.23
2012-09-25,41.650002
2012-09-26,41.490002000000004
2012-09-27,42.27
2012-09-28,42.049999
2012-10-01,42.029999
2012-10-02,42.720001
2012-10-03,41.369999
2012-10-04,42.189999
2012-10-05,42.540001000000004
2012-10-08,42.060001
2012-10-09,41.52
2012-10-10,41.669998
2012-10-11,42.669998
2012-10-12,41.279999
2012-10-15,40.709998999999996
2012-10-16,40.990002000000004
2012-10-17,42.139998999999996
2012-10-18,41.990002000000004
2012-10-19,42.029999
2012-10-22,41.27
2012-10-23,41.82
2012-10-24,41.369999
2012-10-25,42.48
2012-10-26,41.880001
2012-10-31,42.380001
2012-11-01,43.490002000000004
2012-11-02,43.150002
2012-11-05,44.009997999999996
2012-11-06,44.959998999999996
2012-11-07,43.459998999999996
2012-11-08,41.290001000000004
2012-11-09,40.200001
2012-11-12,39.869999
2012-11-13,40.400002
2012-11-14,39.950001
2012-11-15,40.200001
2012-11-16,40.299999
2012-11-19,40.59
2012-11-20,40.619999
2012-11-21,40.880001
2012-11-23,41.0
2012-11-26,41.279999
2012-11-27,41.110001000000004
2012-11-28,40.91
2012-11-29,41.0
2012-11-30,40.849998
2012-12-03,40.110001000000004
2012-12-04,40.27
2012-12-05,40.240002000000004
2012-12-06,40.099998
2012-12-07,40.709998999999996
2012-12-10,40.990002000000004
2012-12-11,41.040001000000004
2012-12-12,41.93
2012-12-13,41.459998999999996
2012-12-14,41.48
2012-12-17,41.630001
2012-12-18,42.41
2012-12-19,42.279999
2012-12-20,43.200001
2012-12-21,42.950001
2012-12-24,42.790001000000004
2012-12-26,42.720001
2012-12-27,42.450001
2012-12-28,42.139998999999996
2012-12-31,43.34
2013-01-02,44.060001
2013-01-03,43.849998
2013-01-04,44.040001000000004
2013-01-07,43.68
2013-01-08,43.299999
2013-01-09,43.200001
2013-01-10,43.459998999999996
2013-01-11,43.279999
2013-01-14,43.369999
2013-01-15,43.759997999999996
2013-01-16,43.169998
2013-01-17,44.259997999999996
2013-01-18,44.619999
2013-01-22,45.0
2013-01-23,45.610001000000004
2013-01-24,45.57
2013-01-25,45.470001
2013-01-28,44.889998999999996
2013-01-29,44.75
2013-01-30,44.380001
2013-01-31,44.299999
2013-02-01,44.529999
2013-02-04,44.209998999999996
2013-02-05,44.169998
2013-02-06,44.389998999999996
2013-02-07,44.880001
2013-02-08,45.389998999999996
2013-02-11,45.23
2013-02-12,45.25
2013-02-13,45.549999
2013-02-14,45.200001
2013-02-15,45.349998
2013-02-19,45.540001000000004
2013-02-20,45.439999
2013-02-21,44.630001
2013-02-22,44.950001
2013-02-25,44.290001000000004
2013-02-26,45.470001
2013-02-27,47.119999
2013-02-28,48.040001000000004
2013-03-01,47.91
2013-03-04,47.25
2013-03-05,48.07
2013-03-06,49.169998
2013-03-07,49.049999
2013-03-08,50.560001
2013-03-11,50.900002
2013-03-12,51.34
2013-03-13,52.849998
2013-03-14,54.080002
2013-03-15,54.02
2013-03-18,53.639998999999996
2013-03-19,52.5
2013-03-20,52.82
2013-03-21,52.049999
2013-03-22,52.41
2013-03-25,52.360001000000004
2013-03-26,53.200001
2013-03-27,52.959998999999996
2013-03-28,53.330002
2013-04-01,53.779999
2013-04-02,52.48
2013-04-03,51.950001
2013-04-04,51.91
2013-04-05,51.580002
2013-04-08,51.299999
2013-04-09,51.080002
2013-04-10,51.860001000000004
2013-04-11,52.130001
2013-04-12,53.650002
2013-04-15,51.869999
2013-04-16,51.5
2013-04-17,50.630001
2013-04-18,50.110001000000004
2013-04-19,50.27
2013-04-22,50.119999
2013-04-23,50.98
2013-04-24,51.279999
2013-04-25,52.48
2013-04-26,51.880001
2013-04-29,52.91
2013-04-30,52.900002
2013-05-01,51.93
2013-05-02,52.950001
2013-05-03,53.34
2013-05-06,53.439999
2013-05-07,54.0
2013-05-08,53.52
2013-05-09,53.66
2013-05-10,53.810001
2013-05-13,53.509997999999996
2013-05-14,54.150002
2013-05-15,54.580002
2013-05-16,55.169998
2013-05-17,55.82
2013-05-20,55.259997999999996
2013-05-21,56.0
