Date,HII
2013-05-22,55.57
2013-05-23,56.0
2013-05-24,55.34
2013-05-28,55.73
2013-05-29,54.830002
2013-05-30,55.290001000000004
2013-05-31,55.220001
2013-06-03,54.459998999999996
2013-06-04,54.869999
2013-06-05,54.439999
2013-06-06,55.200001
2013-06-07,56.02
2013-06-10,56.66
2013-06-11,56.029999
2013-06-12,55.27
2013-06-13,55.990002000000004
2013-06-14,56.09
2013-06-17,56.310001
2013-06-18,57.639998999999996
2013-06-19,56.650002
2013-06-20,55.93
2013-06-21,55.049999
2013-06-24,55.040001000000004
2013-06-25,54.68
2013-06-26,55.330002
2013-06-27,56.59
2013-06-28,56.48
2013-07-01,56.919998
2013-07-02,56.599998
2013-07-03,57.299999
2013-07-05,58.049999
2013-07-08,57.779999
2013-07-09,58.27
2013-07-10,59.16
2013-07-11,60.59
2013-07-12,60.189999
2013-07-15,60.869999
2013-07-16,60.02
2013-07-17,60.5
2013-07-18,61.990002000000004
2013-07-19,62.790001000000004
2013-07-22,62.93
2013-07-23,63.259997999999996
2013-07-24,63.34
2013-07-25,63.09
2013-07-26,62.509997999999996
2013-07-29,62.09
2013-07-30,61.93
2013-07-31,62.18
2013-08-01,63.200001
2013-08-02,63.349998
2013-08-05,63.549999
2013-08-06,63.189999
2013-08-07,63.330002
2013-08-08,63.529999
2013-08-09,64.110001
2013-08-12,64.400002
2013-08-13,64.800003
2013-08-14,63.919998
2013-08-15,63.240002000000004
2013-08-16,63.470001
2013-08-19,63.5
2013-08-20,63.959998999999996
2013-08-21,63.93
2013-08-22,65.209999
2013-08-23,65.349998
2013-08-26,65.620003
2013-08-27,63.919998
2013-08-28,64.220001
2013-08-29,64.610001
2013-08-30,63.32
2013-09-03,63.59
2013-09-04,64.239998
2013-09-05,64.129997
2013-09-06,64.769997
2013-09-09,65.91999799999999
2013-09-10,66.83000200000001
2013-09-11,67.559998
2013-09-12,68.0
2013-09-13,67.849998
2013-09-16,68.699997
2013-09-17,69.32
2013-09-18,69.489998
2013-09-19,69.089996
2013-09-20,67.790001
2013-09-23,67.620003
2013-09-24,67.470001
2013-09-25,67.379997
2013-09-26,67.410004
2013-09-27,67.41999799999999
2013-09-30,67.400002
2013-10-01,68.720001
2013-10-02,68.07
2013-10-03,67.629997
2013-10-04,67.870003
2013-10-07,67.57
2013-10-08,67.309998
2013-10-09,67.410004
2013-10-10,70.349998
2013-10-11,70.760002
2013-10-14,71.300003
2013-10-15,71.190002
2013-10-16,71.529999
2013-10-17,71.949997
2013-10-18,73.029999
2013-10-21,72.269997
2013-10-22,72.220001
2013-10-23,72.07
2013-10-24,72.41999799999999
2013-10-25,71.940002
2013-10-28,71.660004
2013-10-29,72.0
2013-10-30,71.620003
2013-10-31,71.550003
2013-11-01,71.83000200000001
2013-11-04,72.790001
2013-11-05,72.25
2013-11-06,72.650002
2013-11-07,72.959999
2013-11-08,76.08000200000001
2013-11-11,76.730003
2013-11-12,77.25
2013-11-13,78.440002
2013-11-14,78.970001
2013-11-15,79.360001
2013-11-18,79.110001
2013-11-19,79.160004
2013-11-20,79.449997
2013-11-21,80.510002
2013-11-22,80.470001
2013-11-25,80.989998
2013-11-26,81.860001
2013-11-27,82.739998
2013-11-29,82.230003
2013-12-02,82.43
2013-12-03,83.0
2013-12-04,82.769997
2013-12-05,81.769997
2013-12-06,82.309998
2013-12-09,81.480003
2013-12-10,80.410004
2013-12-11,79.519997
2013-12-12,80.239998
2013-12-13,81.370003
2013-12-16,82.779999
2013-12-17,84.360001
2013-12-18,84.690002
2013-12-19,84.349998
2013-12-20,87.040001
2013-12-23,87.620003
2013-12-24,87.860001
2013-12-26,88.230003
2013-12-27,88.779999
2013-12-30,88.82
2013-12-31,90.010002
2014-01-02,87.910004
2014-01-03,88.41999799999999
2014-01-06,90.040001
2014-01-07,91.190002
2014-01-08,90.75
2014-01-09,90.870003
2014-01-10,92.599998
2014-01-13,93.019997
2014-01-14,94.139999
2014-01-15,95.300003
2014-01-16,95.220001
2014-01-17,95.239998
2014-01-21,96.150002
2014-01-22,97.93
2014-01-23,97.199997
2014-01-24,93.449997
2014-01-27,92.989998
2014-01-28,93.879997
2014-01-29,93.230003
2014-01-30,93.910004
2014-01-31,95.019997
2014-02-03,89.709999
2014-02-04,90.699997
2014-02-05,90.559998
2014-02-06,90.82
2014-02-07,92.889999
2014-02-10,91.43
2014-02-11,92.809998
2014-02-12,93.480003
2014-02-13,95.32
2014-02-14,96.010002
2014-02-18,97.16999799999999
2014-02-19,96.0
2014-02-20,98.010002
2014-02-21,98.099998
2014-02-24,98.089996
2014-02-25,97.0
2014-02-26,96.900002
2014-02-27,100.68
2014-02-28,101.33000200000001
2014-03-03,103.260002
2014-03-04,104.550003
2014-03-05,103.889999
2014-03-06,104.959999
2014-03-07,104.809998
2014-03-10,105.370003
2014-03-11,103.629997
2014-03-12,103.860001
2014-03-13,102.300003
2014-03-14,102.349998
2014-03-17,101.889999
2014-03-18,102.309998
2014-03-19,101.07
2014-03-20,100.690002
2014-03-21,99.5
2014-03-24,99.879997
2014-03-25,100.360001
2014-03-26,99.400002
2014-03-27,99.959999
2014-03-28,99.900002
2014-03-31,102.260002
2014-04-01,103.32
2014-04-02,104.160004
2014-04-03,104.489998
2014-04-04,100.809998
2014-04-07,99.82
2014-04-08,98.230003
2014-04-09,100.269997
2014-04-10,99.410004
2014-04-11,98.16999799999999
2014-04-14,98.519997
2014-04-15,99.809998
2014-04-16,101.360001
2014-04-17,104.040001
2014-04-21,103.949997
2014-04-22,103.629997
2014-04-23,104.099998
2014-04-24,103.82
2014-04-25,100.559998
2014-04-28,99.08000200000001
2014-04-29,101.279999
2014-04-30,103.0
2014-05-01,103.220001
2014-05-02,104.290001
2014-05-05,103.57
2014-05-06,102.019997
2014-05-07,103.75
2014-05-08,100.760002
2014-05-09,100.230003
2014-05-12,101.239998
2014-05-13,101.699997
2014-05-14,99.699997
2014-05-15,96.449997
2014-05-16,96.150002
2014-05-19,96.0
2014-05-20,95.220001
2014-05-21,96.410004
2014-05-22,97.199997
2014-05-23,98.620003
2014-05-27,99.279999
2014-05-28,99.940002
2014-05-29,99.379997
2014-05-30,99.83000200000001
2014-06-02,101.010002
2014-06-03,101.089996
2014-06-04,101.129997
2014-06-05,101.809998
2014-06-06,102.5
2014-06-09,103.239998
2014-06-10,102.599998
2014-06-11,101.019997
2014-06-12,99.139999
2014-06-13,98.839996
2014-06-16,98.43
2014-06-17,98.809998
2014-06-18,97.870003
2014-06-19,97.339996
2014-06-20,97.150002
2014-06-23,96.309998
2014-06-24,93.900002
2014-06-25,94.139999
2014-06-26,93.589996
2014-06-27,94.230003
2014-06-30,94.589996
2014-07-01,95.339996
2014-07-02,94.209999
2014-07-03,94.040001
2014-07-07,93.529999
2014-07-08,92.209999
2014-07-09,92.040001
2014-07-10,92.41999799999999
2014-07-11,92.110001
2014-07-14,92.760002
2014-07-15,92.870003
2014-07-16,91.739998
2014-07-17,90.470001
2014-07-18,92.050003
2014-07-21,92.290001
2014-07-22,93.040001
2014-07-23,93.239998
2014-07-24,93.400002
2014-07-25,93.400002
2014-07-28,93.629997
2014-07-29,92.980003
2014-07-30,93.059998
2014-07-31,90.91999799999999
2014-08-01,90.410004
2014-08-04,89.290001
2014-08-05,89.959999
2014-08-06,89.400002
2014-08-07,93.160004
2014-08-08,94.860001
2014-08-11,96.029999
2014-08-12,95.870003
2014-08-13,99.220001
2014-08-14,100.199997
2014-08-15,99.709999
2014-08-18,101.440002
2014-08-19,102.790001
2014-08-20,102.860001
2014-08-21,103.43
2014-08-22,102.910004
2014-08-25,103.16999799999999
2014-08-26,102.510002
2014-08-27,103.0
2014-08-28,102.08000200000001
2014-08-29,102.110001
2014-09-02,104.739998
2014-09-03,102.349998
2014-09-04,101.16999799999999
2014-09-05,102.610001
2014-09-08,103.389999
2014-09-09,104.610001
2014-09-10,106.25
2014-09-11,105.629997
2014-09-12,105.16999799999999
2014-09-15,105.059998
2014-09-16,105.779999
2014-09-17,107.019997
2014-09-18,107.589996
2014-09-19,105.879997
2014-09-22,104.360001
2014-09-23,103.559998
2014-09-24,104.410004
2014-09-25,104.099998
2014-09-26,104.879997
2014-09-29,105.199997
2014-09-30,104.209999
2014-10-01,103.040001
2014-10-02,102.900002
2014-10-03,103.93
2014-10-06,101.93
2014-10-07,98.410004
2014-10-08,99.400002
2014-10-09,97.910004
2014-10-10,95.300003
2014-10-13,92.370003
2014-10-14,93.910004
2014-10-15,93.309998
2014-10-16,92.529999
2014-10-17,94.339996
2014-10-20,93.16999799999999
2014-10-21,96.839996
2014-10-22,96.230003
2014-10-23,97.730003
2014-10-24,97.650002
2014-10-27,98.910004
2014-10-28,102.019997
2014-10-29,103.309998
2014-10-30,103.91999799999999
2014-10-31,105.82
2014-11-03,105.239998
2014-11-04,105.489998
2014-11-05,104.959999
2014-11-06,105.91999799999999
2014-11-07,106.83000200000001
2014-11-10,109.559998
2014-11-11,108.279999
2014-11-12,108.360001
2014-11-13,107.83000200000001
2014-11-14,107.849998
2014-11-17,108.050003
2014-11-18,108.690002
2014-11-19,109.08000200000001
2014-11-20,108.440002
2014-11-21,107.959999
2014-11-24,110.059998
2014-11-25,110.129997
2014-11-26,109.440002
2014-11-28,108.970001
2014-12-01,107.089996
2014-12-02,107.699997
2014-12-03,109.279999
2014-12-04,107.529999
2014-12-05,109.339996
2014-12-08,108.33000200000001
2014-12-09,107.709999
2014-12-10,104.209999
2014-12-11,104.739998
2014-12-12,103.650002
2014-12-15,103.730003
2014-12-16,104.610001
2014-12-17,106.839996
2014-12-18,110.230003
2014-12-19,111.339996
2014-12-22,114.699997
2014-12-23,114.599998
2014-12-24,114.839996
2014-12-26,115.480003
2014-12-29,114.980003
2014-12-30,114.33000200000001
2014-12-31,112.459999
2015-01-02,111.910004
2015-01-05,110.230003
2015-01-06,114.279999
2015-01-07,114.08000200000001
2015-01-08,117.739998
2015-01-09,115.879997
2015-01-12,115.5
2015-01-13,114.91999799999999
2015-01-14,113.529999
2015-01-15,112.839996
2015-01-16,115.650002
2015-01-20,114.790001
2015-01-21,115.910004
2015-01-22,119.400002
2015-01-23,119.610001
2015-01-26,119.519997
2015-01-27,119.050003
2015-01-28,118.440002
2015-01-29,118.489998
2015-01-30,116.599998
2015-02-02,118.010002
2015-02-03,121.16999799999999
2015-02-04,120.860001
2015-02-05,120.839996
2015-02-06,121.709999
2015-02-09,119.220001
2015-02-10,120.489998
2015-02-11,121.970001
2015-02-12,124.099998
2015-02-13,125.120003
2015-02-17,125.510002
2015-02-18,128.41000400000001
2015-02-19,133.0
2015-02-20,137.690002
2015-02-23,142.41000400000001
2015-02-24,139.669998
2015-02-25,142.070007
2015-02-26,142.639999
2015-02-27,141.330002
2015-03-02,143.550003
2015-03-03,142.190002
2015-03-04,142.919998
2015-03-05,140.880005
2015-03-06,137.070007
2015-03-09,139.28999299999998
2015-03-10,137.330002
2015-03-11,138.91000400000001
2015-03-12,140.649994
2015-03-13,139.330002
2015-03-16,139.429993
2015-03-17,140.360001
2015-03-18,141.479996
2015-03-19,141.330002
2015-03-20,143.070007
2015-03-23,142.229996
2015-03-24,142.240005
2015-03-25,138.0
2015-03-26,138.300003
2015-03-27,137.630005
2015-03-30,141.91000400000001
2015-03-31,140.149994
2015-04-01,140.630005
2015-04-02,139.440002
2015-04-06,141.380005
2015-04-07,141.419998
2015-04-08,140.820007
2015-04-09,140.33999599999999
2015-04-10,142.0
2015-04-13,140.25
2015-04-14,139.0
2015-04-15,139.729996
2015-04-16,140.559998
2015-04-17,137.5
2015-04-20,138.16000400000001
2015-04-21,139.21000700000002
2015-04-22,139.759995
2015-04-23,139.009995
2015-04-24,139.559998
2015-04-27,138.119995
2015-04-28,137.220001
2015-04-29,136.690002
2015-04-30,131.58999599999999
2015-05-01,133.96000700000002
2015-05-04,135.66000400000001
2015-05-05,133.869995
2015-05-06,133.729996
2015-05-07,123.529999
2015-05-08,118.75
2015-05-11,120.949997
2015-05-12,120.66999799999999
2015-05-13,122.589996
2015-05-14,124.150002
2015-05-15,122.900002
2015-05-18,123.5
2015-05-19,120.489998
2015-05-20,122.129997
2015-05-21,123.129997
2015-05-22,122.860001
2015-05-26,122.33000200000001
2015-05-27,123.910004
2015-05-28,123.410004
2015-05-29,123.989998
2015-06-01,121.730003
2015-06-02,121.93
2015-06-03,121.779999
2015-06-04,119.379997
2015-06-05,119.66999799999999
2015-06-08,118.910004
2015-06-09,117.440002
2015-06-10,118.75
2015-06-11,118.529999
2015-06-12,118.129997
2015-06-15,116.699997
2015-06-16,116.860001
2015-06-17,117.58000200000001
2015-06-18,117.980003
2015-06-19,117.440002
2015-06-22,118.019997
2015-06-23,119.300003
2015-06-24,116.269997
2015-06-25,116.190002
2015-06-26,114.839996
2015-06-29,112.449997
2015-06-30,112.589996
2015-07-01,113.790001
2015-07-02,113.07
2015-07-06,113.260002
2015-07-07,114.32
2015-07-08,111.93
2015-07-09,112.589996
2015-07-10,114.16999799999999
2015-07-13,116.209999
2015-07-14,117.110001
2015-07-15,115.739998
2015-07-16,117.589996
2015-07-17,116.620003
2015-07-20,116.16999799999999
2015-07-21,115.459999
2015-07-22,114.699997
2015-07-23,114.839996
2015-07-24,112.040001
2015-07-27,112.25
2015-07-28,114.860001
2015-07-29,117.480003
2015-07-30,116.610001
2015-07-31,117.410004
2015-08-03,115.730003
2015-08-04,115.949997
2015-08-05,117.120003
2015-08-06,122.260002
2015-08-07,115.809998
2015-08-10,120.550003
2015-08-11,118.980003
2015-08-12,117.690002
2015-08-13,117.18
2015-08-14,119.199997
2015-08-17,120.129997
2015-08-18,120.529999
2015-08-19,118.309998
2015-08-20,112.779999
2015-08-21,110.07
2015-08-24,107.360001
2015-08-25,104.870003
2015-08-26,109.389999
2015-08-27,113.129997
2015-08-28,113.57
2015-08-31,112.58000200000001
2015-09-01,107.550003
2015-09-02,114.260002
2015-09-03,113.989998
2015-09-04,112.610001
2015-09-08,116.0
2015-09-09,114.790001
2015-09-10,115.230003
2015-09-11,115.540001
2015-09-14,115.040001
2015-09-15,116.300003
2015-09-16,116.400002
2015-09-17,115.279999
2015-09-18,111.599998
2015-09-21,110.83000200000001
2015-09-22,109.010002
2015-09-23,107.239998
2015-09-24,107.08000200000001
2015-09-25,105.720001
2015-09-28,103.980003
2015-09-29,105.349998
2015-09-30,107.150002
2015-10-01,105.75
2015-10-02,106.940002
2015-10-05,108.300003
2015-10-06,108.300003
2015-10-07,110.220001
2015-10-08,111.470001
