Date,COL
2012-06-18,46.5
2012-06-19,46.5
2012-06-20,45.75
2012-06-21,47.625
2012-06-22,47.535
2012-06-25,48.419998
2012-06-26,48.419998
2012-06-27,46.514998999999996
2012-06-28,48.224998
2012-06-29,48.360001000000004
2012-07-02,47.700001
2012-07-03,46.875
2012-07-05,48.0
2012-07-06,48.375
2012-07-09,47.25
2012-07-10,48.285
2012-07-11,46.950001
2012-07-12,45.389998999999996
2012-07-13,45.389998999999996
2012-07-16,45.0
2012-07-17,45.0
2012-07-18,45.0
2012-07-19,46.799999
2012-07-20,44.73
2012-07-23,45.0
2012-07-24,44.639998999999996
2012-07-25,45.0
2012-07-26,46.095001
2012-07-27,45.029999
2012-07-30,45.029999
2012-07-31,45.75
2012-08-01,46.724998
2012-08-02,45.0
2012-08-03,46.68
2012-08-06,45.075001
2012-08-07,45.75
2012-08-08,43.005001
2012-08-09,42.974998
2012-08-10,42.959998999999996
2012-08-13,42.75
2012-08-14,42.75
2012-08-15,42.075001
2012-08-16,41.264998999999996
2012-08-17,42.599998
2012-08-20,42.599998
2012-08-21,42.599998
2012-08-22,42.599998
2012-08-23,41.25
2012-08-24,41.25
2012-08-27,41.474998
2012-08-28,41.25
2012-08-29,41.25
2012-08-30,40.5
2012-08-31,40.049999
2012-09-04,37.5
2012-09-05,37.5
2012-09-06,38.400002
2012-09-07,37.125
2012-09-10,36.764998999999996
2012-09-11,37.5
2012-09-12,38.16
2012-09-13,37.125
2012-09-14,37.125
2012-09-17,37.125
2012-09-18,36.0
2012-09-19,35.16
2012-09-20,33.974998
2012-09-21,33.0
2012-09-24,33.735001000000004
2012-09-25,31.725
2012-09-26,31.875
2012-09-27,31.875
2012-09-28,31.875
2012-10-01,31.875
2012-10-02,31.5
2012-10-03,31.875
2012-10-04,32.25
2012-10-05,31.875
2012-10-08,32.084998999999996
2012-10-09,32.174999
2012-10-10,31.875
2012-10-11,32.099998
2012-10-12,31.5
2012-10-15,32.264998999999996
2012-10-16,31.875
2012-10-17,31.875
2012-10-18,31.59
2012-10-19,31.605
2012-10-22,32.25
2012-10-23,32.73
2012-10-24,32.25
2012-10-25,31.665001
2012-10-26,31.665001
2012-10-31,31.665001
2012-11-01,33.525002
2012-11-02,33.360001000000004
2012-11-05,33.525002
2012-11-06,33.525002
2012-11-07,34.5
2012-11-08,35.174999
2012-11-09,35.174999
2012-11-12,34.650002
2012-11-13,34.650002
2012-11-14,32.805
2012-11-15,32.805
2012-11-16,32.805
2012-11-19,34.77
2012-11-20,34.950001
2012-11-21,35.115002000000004
2012-11-23,35.700001
2012-11-26,35.849998
2012-11-27,35.25
2012-11-28,35.834998999999996
2012-11-29,35.625
2012-11-30,35.834998999999996
2012-12-03,37.349998
2012-12-04,36.75
2012-12-05,36.0
2012-12-06,36.0
2012-12-07,35.490002000000004
2012-12-10,36.375
2012-12-11,37.049999
2012-12-12,36.75
2012-12-13,36.75
2012-12-14,36.75
2012-12-17,36.75
2012-12-18,36.75
2012-12-19,36.75
2012-12-20,36.525002
2012-12-21,37.5
2012-12-24,37.424999
2012-12-26,35.490002000000004
2012-12-27,35.490002000000004
2012-12-28,35.25
2012-12-31,34.259997999999996
2013-01-02,34.5
2013-01-03,34.470001
2013-01-04,33.029999
2013-01-07,32.625
2013-01-08,33.599998
2013-01-09,33.630001
2013-01-10,33.630001
2013-01-11,33.630001
2013-01-14,33.599998
2013-01-15,33.599998
2013-01-16,33.599998
2013-01-17,33.599998
2013-01-18,33.599998
2013-01-22,34.470001
2013-01-23,33.599998
2013-01-24,33.599998
2013-01-25,33.599998
2013-01-28,33.75
2013-01-29,33.764998999999996
2013-01-30,33.764998999999996
2013-01-31,34.349998
2013-02-01,33.75
2013-02-04,33.75
2013-02-05,33.014998999999996
2013-02-06,33.014998999999996
2013-02-07,33.75
2013-02-08,33.0
2013-02-11,31.5075
2013-02-12,33.0
2013-02-13,32.474998
2013-02-14,33.735001000000004
2013-02-15,33.735001000000004
2013-02-19,33.0
2013-02-20,33.0
2013-02-21,33.0
2013-02-22,34.5
2013-02-25,34.5
2013-02-26,34.5
2013-02-27,36.57
2013-02-28,36.57
2013-03-01,34.5
2013-03-04,34.5
2013-03-05,34.5
2013-03-06,36.57
2013-03-07,38.174999
2013-03-08,37.875
2013-03-11,37.875
2013-03-12,37.875
2013-03-13,37.799999
2013-03-14,37.5
2013-03-15,36.029999
2013-03-18,37.5
2013-03-19,37.724998
2013-03-20,37.875
2013-03-21,37.5
2013-03-22,37.875
2013-03-25,36.232498
2013-03-26,37.5
2013-03-27,37.724998
2013-03-28,37.717499
2013-04-01,37.5
2013-04-02,37.5
2013-04-03,37.5
2013-04-04,37.5
2013-04-05,37.5
2013-04-08,37.5
2013-04-09,37.125
2013-04-10,37.125
2013-04-11,36.157501
2013-04-12,36.157501
2013-04-15,36.165001000000004
2013-04-16,36.157501
2013-04-17,37.5
2013-04-18,37.5
2013-04-19,37.5
2013-04-22,36.299999
2013-04-23,37.7925
2013-04-24,37.5
2013-04-25,37.7925
2013-04-26,37.7925
2013-04-29,37.7925
2013-04-30,37.7925
2013-05-01,37.7925
2013-05-02,37.7925
2013-05-03,37.7925
2013-05-06,37.7925
2013-05-07,37.7925
2013-05-08,37.7925
2013-05-09,36.0825
2013-05-10,38.2425
2013-05-13,39.0
2013-05-14,39.0
2013-05-15,37.5
2013-05-16,36.900002
2013-05-17,36.900002
2013-05-20,36.900002
2013-05-21,38.174999
2013-05-22,38.099998
2013-05-23,38.099998
2013-05-24,36.0
2013-05-28,37.5
2013-05-29,37.5
2013-05-30,36.224998
2013-05-31,36.262501
2013-06-03,38.16
2013-06-04,37.5
2013-06-05,39.0
2013-06-06,39.0
2013-06-07,39.0
2013-06-10,39.0
2013-06-11,39.0
2013-06-12,40.5
2013-06-13,40.5
2013-06-14,41.34
2013-06-17,39.375
2013-06-18,39.375
2013-06-19,41.737499
2013-06-20,44.235001000000004
2013-06-21,44.235001000000004
2013-06-24,42.779999
2013-06-25,43.5
2013-06-26,43.5
2013-06-27,43.5
2013-06-28,42.450001
2013-07-01,42.450001
2013-07-02,41.625
2013-07-03,41.625
2013-07-05,41.625
2013-07-08,41.625
2013-07-09,41.625
2013-07-10,41.625
2013-07-11,41.625
2013-07-12,40.049999
2013-07-15,40.049999
2013-07-16,36.150002
2013-07-17,36.150002
2013-07-18,36.150002
2013-07-19,36.450001
2013-07-22,36.4575
2013-07-23,35.880001
2013-07-24,35.865002000000004
2013-07-25,35.849998
2013-07-26,35.849998
2013-07-29,35.849998
2013-07-30,35.849998
2013-07-31,35.849998
2013-08-01,35.849998
2013-08-02,35.857498
2013-08-05,35.849998
2013-08-06,35.857498
2013-08-07,35.857498
2013-08-08,37.875
2013-08-09,37.875
2013-08-12,35.924999
2013-08-13,35.924999
2013-08-14,35.924999
2013-08-15,35.924999
2013-08-16,35.880001
2013-08-19,36.0075
2013-08-20,36.0075
2013-08-21,36.0075
2013-08-22,35.880001
2013-08-23,35.880001
2013-08-26,35.880001
2013-08-27,35.880001
2013-08-28,35.880001
2013-08-29,35.880001
2013-08-30,35.880001
2013-09-03,37.875
2013-09-04,39.0
2013-09-05,39.0
2013-09-06,39.0
2013-09-09,39.0
2013-09-10,39.0
2013-09-11,38.985001000000004
2013-09-12,38.985001000000004
2013-09-13,38.985001000000004
2013-09-16,38.955002
2013-09-17,38.955002
2013-09-18,38.955002
2013-09-19,38.955002
2013-09-20,38.955002
2013-09-23,38.955002
2013-09-24,38.955002
2013-09-25,36.825001
2013-09-26,36.825001
2013-09-27,37.912498
2013-09-30,36.397498999999996
2013-10-01,38.212502
2013-10-02,38.2425
2013-10-03,38.2425
2013-10-04,38.2425
2013-10-07,38.2425
2013-10-08,37.5
2013-10-09,36.75
2013-10-10,38.099998
2013-10-11,38.25
2013-10-14,37.5
2013-10-15,37.5
2013-10-16,37.5
2013-10-17,37.5
2013-10-18,37.5
2013-10-21,37.5075
2013-10-22,38.610001000000004
2013-10-23,38.25
2013-10-24,40.462502
2013-10-25,40.5
2013-10-28,40.5
2013-10-29,40.875
2013-10-30,40.5
2013-10-31,40.544998
2013-11-01,40.875
2013-11-04,41.25
2013-11-05,41.25
2013-11-06,41.25
2013-11-07,41.25
2013-11-08,40.875
2013-11-11,40.8825
2013-11-12,40.912498
2013-11-13,40.912498
2013-11-14,40.5
2013-11-15,40.5
2013-11-18,41.625
2013-11-19,40.5
2013-11-20,40.5
2013-11-21,40.537498
2013-11-22,40.5
2013-11-25,40.5
2013-11-26,40.5
2013-11-27,39.75
2013-11-29,39.945
2013-12-02,39.945
2013-12-03,39.945
2013-12-04,40.5
2013-12-05,39.779999
2013-12-06,39.764998999999996
2013-12-09,39.764998999999996
2013-12-10,41.25
2013-12-11,41.212502
2013-12-12,40.5
2013-12-13,41.587502
2013-12-16,42.855
2013-12-17,42.855
2013-12-18,42.855
2013-12-19,42.0
2013-12-20,44.25
2013-12-23,44.52
2013-12-24,42.0
2013-12-26,44.52
2013-12-27,44.392502
2013-12-30,44.25
2013-12-31,45.0
2014-01-02,45.0
2014-01-03,42.375
2014-01-06,40.950001
2014-01-07,40.950001
2014-01-08,43.4025
2014-01-09,44.2425
2014-01-10,44.25
2014-01-13,44.235001000000004
2014-01-14,44.235001000000004
2014-01-15,44.235001000000004
2014-01-16,44.235001000000004
2014-01-17,44.017502
2014-01-21,42.0
2014-01-22,42.0
2014-01-23,42.0
2014-01-24,43.5
2014-01-27,42.0
2014-01-28,42.0
2014-01-29,42.0
2014-01-30,42.0
2014-01-31,41.625
2014-02-03,41.625
2014-02-04,41.625
2014-02-05,41.625
2014-02-06,42.0
2014-02-07,42.0
2014-02-10,43.387501
2014-02-11,40.875
2014-02-12,40.875
2014-02-13,40.875
2014-02-14,43.799999
2014-02-18,43.799999
2014-02-19,43.5
2014-02-20,43.5
2014-02-21,42.525002
2014-02-24,42.525002
2014-02-25,42.525002
2014-02-26,43.470001
2014-02-27,43.470001
2014-02-28,43.5
2014-03-03,44.625
2014-03-04,42.764998999999996
2014-03-05,44.25
2014-03-06,43.125
2014-03-07,45.075001
2014-03-10,47.174999
2014-03-11,48.75
2014-03-12,48.75
2014-03-13,48.599998
2014-03-14,48.75
2014-03-17,48.75
2014-03-18,45.900002
2014-03-19,46.875
2014-03-20,49.5
2014-03-21,51.375
2014-03-24,51.0
2014-03-25,49.5
2014-03-26,53.25
2014-03-27,57.674999
2014-03-28,59.474998
2014-03-31,63.0
2014-04-01,59.625
2014-04-02,59.25
2014-04-03,59.25
2014-04-04,57.224998
2014-04-07,59.625
2014-04-08,58.724998
2014-04-09,58.724998
2014-04-10,59.924999
2014-04-11,60.7425
2014-04-14,59.25
2014-04-15,59.625
2014-04-16,59.625
2014-04-17,60.0
2014-04-21,59.25
2014-04-22,60.299999
2014-04-23,59.25
2014-04-24,59.25
2014-04-25,59.174999
2014-04-28,59.174999
2014-04-29,59.235001000000004
2014-04-30,59.235001000000004
2014-05-01,59.235001000000004
2014-05-02,59.16
2014-05-05,58.424999
2014-05-06,59.174999
2014-05-07,59.174999
2014-05-08,58.875
2014-05-09,57.525002
2014-05-12,58.162498
2014-05-13,57.75
2014-05-14,57.0
2014-05-15,55.875
2014-05-16,55.897498999999996
2014-05-19,54.0
2014-05-20,52.650002
2014-05-21,54.75
2014-05-22,52.5
2014-05-23,55.5
2014-05-27,57.0
2014-05-28,59.25
2014-05-29,59.182499
2014-05-30,58.462502
2014-06-02,58.424999
2014-06-03,57.75
2014-06-04,57.75
2014-06-05,57.0
2014-06-06,57.0
2014-06-09,57.674999
2014-06-10,57.75
2014-06-11,57.375
2014-06-12,57.375
2014-06-13,57.375
2014-06-16,57.712502
2014-06-17,55.537498
2014-06-18,57.712502
2014-06-19,57.5625
2014-06-20,55.5
2014-06-23,52.5075
2014-06-24,53.2575
2014-06-25,53.2575
2014-06-26,55.8675
2014-06-27,55.987499
2014-06-30,55.987499
2014-07-01,55.987499
2014-07-02,55.987499
2014-07-03,55.5
2014-07-07,55.5
2014-07-08,55.785
2014-07-09,55.785
2014-07-10,55.785
2014-07-11,55.650002
2014-07-14,55.650002
2014-07-15,55.650002
2014-07-16,55.5
2014-07-17,52.5
2014-07-18,54.712502
2014-07-21,51.75
2014-07-22,51.75
2014-07-23,52.799999
2014-07-24,52.612499
2014-07-25,52.012501
2014-07-28,52.012501
2014-07-29,52.012501
2014-07-30,52.012501
2014-07-31,52.575001
2014-08-01,51.764998999999996
2014-08-04,51.764998999999996
2014-08-05,51.75
2014-08-06,51.037498
2014-08-07,53.52
2014-08-08,53.474998
2014-08-11,53.4375
2014-08-12,53.362499
2014-08-13,53.362499
2014-08-14,53.362499
2014-08-15,53.474998
2014-08-18,53.474998
2014-08-19,53.474998
2014-08-20,53.474998
2014-08-21,53.474998
2014-08-22,54.0
2014-08-25,54.75
2014-08-26,54.037498
2014-08-27,54.0
2014-08-28,54.0
2014-08-29,52.5
2014-09-02,54.7425
2014-09-03,52.650002
2014-09-04,52.650002
2014-09-05,52.650002
2014-09-08,54.75
2014-09-09,54.75
2014-09-10,54.75
2014-09-11,53.25
2014-09-12,56.25
2014-09-15,56.25
2014-09-16,56.25
2014-09-17,56.25
2014-09-18,55.5
2014-09-19,55.5
2014-09-22,54.037498
2014-09-23,55.950001
2014-09-24,54.0
2014-09-25,55.3125
2014-09-26,55.799999
2014-09-29,54.75
2014-09-30,54.75
2014-10-01,54.75
2014-10-02,54.75
2014-10-03,56.174999
2014-10-06,56.174999
2014-10-07,56.174999
2014-10-08,56.174999
2014-10-09,54.037498
2014-10-10,54.037498
2014-10-13,56.055
2014-10-14,55.125
