Date,LPNT
2012-06-18,38.98
2012-06-19,39.049999
2012-06-20,39.119999
2012-06-21,37.790001000000004
2012-06-22,38.740002000000004
2012-06-25,37.650002
2012-06-26,38.25
2012-06-27,38.470001
2012-06-28,40.57
2012-06-29,40.98
2012-07-02,40.82
2012-07-03,39.860001000000004
2012-07-05,39.84
2012-07-06,39.91
2012-07-09,40.290001000000004
2012-07-10,39.759997999999996
2012-07-11,39.959998999999996
2012-07-12,39.619999
2012-07-13,40.25
2012-07-16,40.125
2012-07-17,40.369999
2012-07-18,40.099998
2012-07-19,39.380001
2012-07-20,39.009997999999996
2012-07-23,38.279999
2012-07-24,37.799999
2012-07-25,38.290001000000004
2012-07-26,38.470001
2012-07-27,38.209998999999996
2012-07-30,38.02
2012-07-31,38.119999
2012-08-01,37.77
2012-08-02,37.43
2012-08-03,38.049999
2012-08-06,37.73
2012-08-07,38.5
2012-08-08,38.860001000000004
2012-08-09,38.59
2012-08-10,38.610001000000004
2012-08-13,38.799999
2012-08-14,39.049999
2012-08-15,39.369999
2012-08-16,39.77
2012-08-17,40.099998
2012-08-20,40.509997999999996
2012-08-21,40.740002000000004
2012-08-22,40.32
2012-08-23,40.25
2012-08-24,40.27
2012-08-27,40.57
2012-08-28,40.59
2012-08-29,40.720001
2012-08-30,40.459998999999996
2012-08-31,40.419998
2012-09-04,41.0
2012-09-05,41.099998
2012-09-06,41.900002
2012-09-07,41.59
2012-09-10,41.419998
2012-09-11,41.439999
2012-09-12,41.619999
2012-09-13,42.540001000000004
2012-09-14,43.27
2012-09-17,43.34
2012-09-18,43.330002
2012-09-19,43.25
2012-09-20,43.0
2012-09-21,42.970001
2012-09-24,42.759997999999996
2012-09-25,42.709998999999996
2012-09-26,42.849998
2012-09-27,43.240002000000004
2012-09-28,42.779999
2012-10-01,42.889998999999996
2012-10-02,43.41
2012-10-03,43.380001
2012-10-04,42.84
2012-10-05,42.73
2012-10-08,42.610001000000004
2012-10-09,41.240002000000004
2012-10-10,41.599998
2012-10-11,41.75
2012-10-12,41.389998999999996
2012-10-15,41.669998
2012-10-16,41.799999
2012-10-17,41.709998999999996
2012-10-18,41.549999
2012-10-19,40.75
2012-10-22,40.639998999999996
2012-10-23,40.060001
2012-10-24,39.82
2012-10-25,40.040001000000004
2012-10-26,36.16
2012-10-31,35.34
2012-11-01,37.43
