Date,BWXT
2010-08-02,16.55937
2010-08-03,16.001431
2010-08-04,16.816881
2010-08-05,17.653791000000002
2010-08-06,17.246064999999998
2010-08-09,16.995708
2010-08-10,16.781116
2010-08-11,16.416309
2010-08-12,16.015738
2010-08-13,15.758226
2010-08-16,15.836910000000001
2010-08-17,16.173105
2010-08-18,16.480686
2010-08-19,16.816881
2010-08-20,16.781116
2010-08-23,16.795422
2010-08-24,16.55937
2010-08-25,16.459227
2010-08-26,16.180258
2010-08-27,16.74535
2010-08-30,16.630901
2010-08-31,16.02289
2010-09-01,16.323318
2010-09-02,16.237482
2010-09-03,16.080114000000002
2010-09-07,15.951359
2010-09-08,15.765379000000001
2010-09-09,15.908441
2010-09-10,15.736767
2010-09-13,15.751073000000002
2010-09-14,15.693848999999998
2010-09-15,15.786839
2010-09-16,15.736767
2010-09-17,15.808297
2010-09-20,16.080114000000002
2010-09-21,15.672389
2010-09-22,15.486409
2010-09-23,15.901287
2010-09-24,15.736767
2010-09-27,15.672389
2010-09-28,15.393419
2010-09-29,15.407725
2010-09-30,15.221745
2010-10-01,15.522175
2010-10-04,15.393419
2010-10-05,15.200285999999998
2010-10-06,15.643776999999998
2010-10-07,16.02289
2010-10-08,16.437769
2010-10-11,16.18741
2010-10-12,16.094421
2010-10-13,16.416309
2010-10-14,15.808297
2010-10-15,15.629470999999999
2010-10-18,15.858369
2010-10-19,15.844063
2010-10-20,16.530758
2010-10-21,16.545065
2010-10-22,16.487841
2010-10-25,16.638054
2010-10-26,16.652361
2010-10-27,16.430614000000002
2010-10-28,16.444921
2010-10-29,16.323318
2010-11-01,16.523605
2010-11-02,16.659513
2010-11-03,16.702433
2010-11-04,16.766809
2010-11-05,16.516453
2010-11-08,16.709585
2010-11-09,16.502146
2010-11-10,16.595137
2010-11-11,16.680973
2010-11-12,16.766809
2010-11-15,17.052933
2010-11-16,16.752504000000002
2010-11-17,17.353361
2010-11-18,17.896995999999998
2010-11-19,18.261803
2010-11-22,18.376251
2010-11-23,18.097282
2010-11-24,18.097282
2010-11-26,18.018599
2010-11-29,17.696709
2010-11-30,17.374821
2010-12-01,17.832619
2010-12-02,17.632332
2010-12-03,17.753935000000002
2010-12-06,17.668097
2010-12-07,17.718168
2010-12-08,17.567954999999998
2010-12-09,17.439199
2010-12-10,17.496423999999998
2010-12-13,17.782547
2010-12-14,17.88269
2010-12-15,18.397710999999997
2010-12-16,18.369099
2010-12-17,18.576538
2010-12-20,18.347639
2010-12-21,17.982832000000002
2010-12-22,18.075823
2010-12-23,18.06867
2010-12-27,17.925608
2010-12-28,18.047210999999997
2010-12-29,18.147354
2010-12-30,18.426323
2010-12-31,18.304722
2011-01-03,18.640915
2011-01-04,18.426323
2011-01-05,18.719599
2011-01-06,18.826895
2011-01-07,19.234621
2011-01-10,19.055794
2011-01-11,19.563662
2011-01-12,19.492132
2011-01-13,20.257510999999997
2011-01-14,20.422031
2011-01-18,20.472103
2011-01-19,20.100143
2011-01-20,20.050072
2011-01-21,20.844063000000002
2011-01-24,21.037195
2011-01-25,20.629471
2011-01-26,20.67239
2011-01-27,21.158798
2011-01-28,20.507868
2011-01-31,20.922747
2011-02-01,21.309013
2011-02-02,21.216022
2011-02-03,21.237482
2011-02-04,21.58083
2011-02-07,21.523605
2011-02-08,21.902718
2011-02-09,21.816881
2011-02-10,22.052933
2011-02-11,22.432045000000002
2011-02-14,23.326179999999997
2011-02-15,23.583691
2011-02-16,23.333334
2011-02-17,23.369099
2011-02-18,23.490702
2011-02-22,23.25465
2011-02-23,23.326179999999997
2011-02-24,22.868382999999998
2011-02-25,23.354792
2011-02-28,24.155936999999998
2011-03-01,24.263233
2011-03-02,24.62804
2011-03-03,24.806867999999998
2011-03-04,24.713877
2011-03-07,24.721029
2011-03-08,25.135907999999997
2011-03-09,25.443491
2011-03-10,25.100143
2011-03-11,24.585121
2011-03-14,22.374821
2011-03-15,22.04578
2011-03-16,20.786839
2011-03-17,21.866953
2011-03-18,21.695278
2011-03-21,22.660944
2011-03-22,22.639484
2011-03-23,22.23176
2011-03-24,22.618025
2011-03-25,22.968526999999998
2011-03-28,22.989986
2011-03-29,23.540773
2011-03-30,23.862661
2011-03-31,23.876966
2011-04-01,23.991417000000002
2011-04-04,24.248926
2011-04-05,24.256081
2011-04-06,23.884121
2011-04-07,23.319027
2011-04-08,22.918454999999998
2011-04-11,23.004292
2011-04-12,22.038626
2011-04-13,21.795422
2011-04-14,22.195992999999998
2011-04-15,22.446351999999997
2011-04-18,22.296136999999998
2011-04-19,21.981401
2011-04-20,22.274677
2011-04-21,22.11731
2011-04-25,22.160229
2011-04-26,22.832619
2011-04-27,22.424892
2011-04-28,22.539341
2011-04-29,22.467812
2011-05-02,22.832619
2011-05-03,22.23176
2011-05-04,21.995708
2011-05-05,22.560801
2011-05-06,21.93133
2011-05-09,22.267525
2011-05-10,21.630901
2011-05-11,21.051502
2011-05-12,20.815451
2011-05-13,20.329042
2011-05-16,20.100143
2011-05-17,19.735336
2011-05-18,20.336195
2011-05-19,19.771101
2011-05-20,19.62804
2011-05-23,19.492132
2011-05-24,19.284693
2011-05-25,19.527897
2011-05-26,19.170242000000002
2011-05-27,20.042919
2011-05-31,20.064377
2011-06-01,19.792561
2011-06-02,19.928469
2011-06-03,19.792561
2011-06-06,19.585121
2011-06-07,19.6495
2011-06-08,19.477825
2011-06-09,19.692417000000003
2011-06-10,19.499285
2011-06-13,19.456366
2011-06-14,19.599428
2011-06-15,19.456366
2011-06-16,20.042919
2011-06-17,20.050072
2011-06-20,20.02146
2011-06-21,20.243204000000002
2011-06-22,20.422031
2011-06-23,20.450644
2011-06-24,20.135907999999997
2011-06-27,19.678112
2011-06-28,19.749641
2011-06-29,19.814020000000003
2011-06-30,19.821173
2011-07-01,19.842632000000002
2011-07-05,19.177397
2011-07-06,18.891273
2011-07-07,19.678112
2011-07-08,19.663805
2011-07-11,19.048641
2011-07-12,18.95565
2011-07-13,19.012875
2011-07-14,18.519314
2011-07-15,17.932760000000002
2011-07-18,17.668097
2011-07-19,18.097282
2011-07-20,18.805437
2011-07-21,19.263233
2011-07-22,19.263233
2011-07-25,18.783978
2011-07-26,18.454935
2011-07-27,18.032904000000002
2011-07-28,17.868382999999998
2011-07-29,17.868382999999998
2011-08-01,18.133047
2011-08-02,17.467812
2011-08-03,17.238913
2011-08-04,16.273247
2011-08-05,16.273247
2011-08-08,14.728183
2011-08-09,15.608011
