Date,DNOW
2014-05-20,30.4
2014-05-21,33.150002
2014-05-22,31.25
2014-05-23,32.0
2014-05-27,31.98
2014-05-28,31.75
2014-05-29,31.4
2014-05-30,32.349998
2014-06-02,35.5
2014-06-03,34.939999
2014-06-04,34.290001000000004
2014-06-05,34.279999
2014-06-06,32.799999
2014-06-09,32.240002000000004
2014-06-10,32.720001
2014-06-11,33.560001
2014-06-12,33.209998999999996
2014-06-13,33.549999
2014-06-16,33.0
2014-06-17,33.66
2014-06-18,34.029999
2014-06-19,34.009997999999996
2014-06-20,34.110001000000004
2014-06-23,35.68
2014-06-24,35.5
2014-06-25,35.700001
2014-06-26,37.189999
2014-06-27,36.830002
2014-06-30,36.209998999999996
2014-07-01,35.98
2014-07-02,35.779999
2014-07-03,35.650002
2014-07-07,35.119999
2014-07-08,34.810001
2014-07-09,35.0
2014-07-10,34.57
2014-07-11,34.709998999999996
2014-07-14,34.84
2014-07-15,34.59
2014-07-16,34.110001000000004
2014-07-17,33.91
2014-07-18,33.950001
2014-07-21,33.540001000000004
2014-07-22,33.470001
2014-07-23,33.360001000000004
2014-07-24,33.439999
2014-07-25,33.259997999999996
2014-07-28,33.32
2014-07-29,33.150002
2014-07-30,33.080002
2014-07-31,32.189999
2014-08-01,32.310001
2014-08-04,32.75
2014-08-05,32.75
2014-08-06,31.459999
2014-08-07,30.110001
2014-08-08,31.01
2014-08-11,30.780001000000002
2014-08-12,31.16
2014-08-13,32.240002000000004
2014-08-14,31.809998999999998
2014-08-15,32.040001000000004
2014-08-18,32.009997999999996
2014-08-19,32.619999
2014-08-20,32.48
2014-08-21,32.959998999999996
2014-08-22,33.18
2014-08-25,33.02
2014-08-26,32.93
2014-08-27,32.950001
2014-08-28,32.82
2014-08-29,33.029999
2014-09-02,32.799999
2014-09-03,32.82
2014-09-04,32.470001
2014-09-05,32.290001000000004
2014-09-08,32.110001000000004
2014-09-09,32.07
2014-09-10,31.940001000000002
2014-09-11,32.330002
2014-09-12,32.330002
2014-09-15,32.02
2014-09-16,32.27
2014-09-17,31.709999
2014-09-18,31.66
2014-09-19,32.029999
2014-09-22,31.27
2014-09-23,31.16
2014-09-24,30.959999
2014-09-25,30.68
2014-09-26,31.0
2014-09-29,31.030001000000002
2014-09-30,30.41
2014-10-01,29.59
2014-10-02,29.1
2014-10-03,29.190001000000002
2014-10-06,28.969998999999998
2014-10-07,28.67
2014-10-08,28.49
2014-10-09,27.52
2014-10-10,27.620001000000002
2014-10-13,27.41
2014-10-14,27.360001
2014-10-15,27.950001
2014-10-16,28.209999
2014-10-17,27.51
2014-10-20,27.809998999999998
2014-10-21,28.709999
2014-10-22,28.43
2014-10-23,29.09
2014-10-24,28.969998999999998
2014-10-27,28.41
2014-10-28,29.51
2014-10-29,30.16
2014-10-30,29.91
2014-10-31,30.059998999999998
2014-11-03,29.540001
2014-11-04,28.25
2014-11-05,28.540001
2014-11-06,27.530001000000002
2014-11-07,28.0
2014-11-10,27.450001
2014-11-11,28.27
2014-11-12,28.82
2014-11-13,27.969998999999998
2014-11-14,28.34
2014-11-17,28.51
2014-11-18,28.0
2014-11-19,27.530001000000002
2014-11-20,28.200001
2014-11-21,28.73
2014-11-24,28.889999
2014-11-25,28.85
2014-11-26,28.59
2014-11-28,26.780001000000002
2014-12-01,25.780001000000002
2014-12-02,24.92
2014-12-03,24.51
2014-12-04,24.23
2014-12-05,23.92
2014-12-08,22.5
2014-12-09,23.49
2014-12-10,23.719998999999998
