Date,CERN
1987-12-02,0.171875
1987-12-03,0.171875
1987-12-04,0.160156
1987-12-07,0.144531
1987-12-08,0.134766
1987-12-09,0.140625
1987-12-10,0.167969
1987-12-11,0.152344
1987-12-14,0.175781
1987-12-15,0.175781
1987-12-16,0.191406
1987-12-17,0.175781
1987-12-18,0.17968800000000001
1987-12-21,0.1875
1987-12-22,0.207031
1987-12-23,0.207031
1987-12-24,0.207031
1987-12-28,0.19531300000000001
1987-12-29,0.205078
1987-12-30,0.21093800000000001
1987-12-31,0.21093800000000001
1988-01-04,0.234375
1988-01-05,0.230469
1988-01-06,0.230469
1988-01-07,0.222656
1988-01-08,0.21875
1988-01-11,0.21875
1988-01-12,0.214844
1988-01-13,0.21875
1988-01-14,0.21875
1988-01-15,0.21875
1988-01-18,0.222656
1988-01-19,0.222656
1988-01-20,0.21093800000000001
1988-01-21,0.21875
1988-01-22,0.21875
1988-01-25,0.21093800000000001
1988-01-26,0.214844
1988-01-27,0.21093800000000001
1988-01-28,0.207031
1988-01-29,0.222656
1988-02-01,0.222656
1988-02-02,0.21875
1988-02-03,0.21875
1988-02-04,0.222656
1988-02-05,0.21093800000000001
1988-02-08,0.21875
1988-02-09,0.21875
1988-02-10,0.22656300000000001
1988-02-11,0.234375
1988-02-12,0.22656300000000001
1988-02-16,0.230469
1988-02-17,0.230469
1988-02-18,0.232422
1988-02-19,0.234375
1988-02-22,0.230469
1988-02-23,0.234375
1988-02-24,0.25
1988-02-25,0.246094
1988-02-26,0.261719
1988-02-29,0.261719
1988-03-01,0.261719
1988-03-02,0.261719
1988-03-03,0.269531
1988-03-04,0.265625
1988-03-07,0.273438
1988-03-08,0.273438
1988-03-09,0.257813
1988-03-10,0.265625
1988-03-11,0.26367199999999996
1988-03-14,0.257813
1988-03-15,0.257813
1988-03-16,0.257813
1988-03-17,0.257813
1988-03-18,0.265625
1988-03-21,0.265625
1988-03-22,0.277344
1988-03-23,0.289063
1988-03-24,0.28125
1988-03-25,0.289063
1988-03-28,0.277344
1988-03-29,0.273438
1988-03-30,0.28125
1988-03-31,0.28125
1988-04-04,0.28125
1988-04-05,0.273438
1988-04-06,0.289063
1988-04-07,0.292969
1988-04-08,0.304688
1988-04-11,0.300781
1988-04-12,0.304688
1988-04-13,0.292969
1988-04-14,0.296875
1988-04-15,0.300781
1988-04-18,0.296875
1988-04-19,0.300781
1988-04-20,0.300781
1988-04-21,0.306641
1988-04-22,0.31054699999999996
1988-04-25,0.320313
1988-04-26,0.332031
1988-04-27,0.320313
1988-04-28,0.328125
1988-04-29,0.320313
1988-05-02,0.320313
1988-05-03,0.328125
1988-05-04,0.335938
1988-05-05,0.328125
1988-05-06,0.328125
1988-05-09,0.324219
1988-05-10,0.335938
1988-05-11,0.335938
1988-05-12,0.328125
1988-05-13,0.328125
1988-05-16,0.339844
1988-05-17,0.339844
1988-05-18,0.328125
1988-05-19,0.324219
1988-05-20,0.335938
1988-05-23,0.335938
1988-05-24,0.34375
1988-05-25,0.339844
1988-05-26,0.339844
1988-05-27,0.332031
1988-05-31,0.34375
1988-06-01,0.347656
1988-06-02,0.34375
1988-06-03,0.34375
1988-06-06,0.359375
1988-06-07,0.359375
1988-06-08,0.386719
1988-06-09,0.382813
1988-06-10,0.382813
1988-06-13,0.394531
1988-06-14,0.400391
1988-06-15,0.390625
1988-06-16,0.386719
1988-06-17,0.386719
1988-06-20,0.38867199999999996
1988-06-21,0.382813
1988-06-22,0.390625
1988-06-23,0.38867199999999996
1988-06-24,0.390625
1988-06-27,0.386719
1988-06-28,0.394531
1988-06-29,0.382813
1988-06-30,0.378906
1988-07-01,0.382813
1988-07-05,0.382813
1988-07-06,0.382813
1988-07-07,0.382813
1988-07-08,0.378906
1988-07-11,0.371094
1988-07-12,0.355469
1988-07-13,0.355469
1988-07-14,0.355469
1988-07-15,0.339844
1988-07-18,0.324219
1988-07-19,0.335938
1988-07-20,0.339844
1988-07-21,0.339844
1988-07-22,0.332031
1988-07-25,0.34375
1988-07-26,0.351563
1988-07-27,0.359375
1988-07-28,0.351563
1988-07-29,0.347656
1988-08-01,0.351563
1988-08-02,0.34375
1988-08-03,0.34375
1988-08-04,0.339844
1988-08-05,0.339844
1988-08-08,0.339844
1988-08-09,0.335938
1988-08-10,0.328125
1988-08-11,0.324219
1988-08-12,0.322266
1988-08-15,0.3125
1988-08-16,0.31445300000000004
1988-08-17,0.308594
1988-08-18,0.3125
1988-08-19,0.3125
1988-08-22,0.300781
1988-08-23,0.3125
1988-08-24,0.296875
1988-08-25,0.296875
1988-08-26,0.308594
1988-08-29,0.31054699999999996
1988-08-30,0.3125
1988-08-31,0.3125
1988-09-01,0.296875
1988-09-02,0.300781
1988-09-06,0.3125
1988-09-07,0.308594
1988-09-08,0.304688
1988-09-09,0.3125
1988-09-12,0.3125
1988-09-13,0.328125
1988-09-14,0.328125
1988-09-15,0.328125
1988-09-16,0.324219
1988-09-19,0.320313
1988-09-20,0.320313
1988-09-21,0.328125
1988-09-22,0.328125
1988-09-23,0.328125
1988-09-26,0.324219
1988-09-27,0.328125
1988-09-28,0.328125
1988-09-29,0.28125
1988-09-30,0.289063
1988-10-03,0.28320300000000004
1988-10-04,0.28125
1988-10-05,0.27929699999999996
1988-10-06,0.273438
1988-10-07,0.273438
1988-10-10,0.265625
1988-10-11,0.265625
1988-10-12,0.25
1988-10-13,0.253906
1988-10-14,0.257813
1988-10-17,0.248047
1988-10-18,0.257813
1988-10-19,0.261719
1988-10-20,0.265625
1988-10-21,0.265625
1988-10-24,0.265625
1988-10-25,0.261719
1988-10-26,0.261719
1988-10-27,0.253906
1988-10-28,0.261719
1988-10-31,0.253906
1988-11-01,0.265625
1988-11-02,0.259766
1988-11-03,0.257813
1988-11-04,0.257813
1988-11-07,0.261719
1988-11-08,0.257813
1988-11-09,0.261719
1988-11-10,0.257813
1988-11-11,0.253906
1988-11-14,0.255859
1988-11-15,0.255859
1988-11-16,0.25
1988-11-17,0.253906
1988-11-18,0.234375
1988-11-21,0.234375
1988-11-22,0.22656300000000001
1988-11-23,0.22656300000000001
1988-11-25,0.230469
1988-11-28,0.22656300000000001
1988-11-29,0.22656300000000001
1988-11-30,0.234375
1988-12-01,0.24218800000000001
1988-12-02,0.246094
1988-12-05,0.238281
1988-12-06,0.238281
1988-12-07,0.238281
1988-12-08,0.207031
1988-12-09,0.214844
1988-12-12,0.222656
1988-12-13,0.230469
1988-12-14,0.230469
1988-12-15,0.230469
1988-12-16,0.230469
1988-12-19,0.238281
1988-12-20,0.238281
1988-12-21,0.234375
1988-12-22,0.246094
1988-12-23,0.253906
1988-12-27,0.25
1988-12-28,0.253906
1988-12-29,0.253906
1988-12-30,0.25
1989-01-03,0.24218800000000001
1989-01-04,0.232422
1989-01-05,0.238281
1989-01-06,0.232422
1989-01-09,0.238281
1989-01-10,0.230469
1989-01-11,0.230469
1989-01-12,0.232422
1989-01-13,0.230469
1989-01-16,0.230469
1989-01-17,0.230469
1989-01-18,0.238281
1989-01-19,0.230469
1989-01-20,0.22656300000000001
1989-01-23,0.21875
1989-01-24,0.222656
1989-01-25,0.21875
1989-01-26,0.222656
1989-01-27,0.216797
1989-01-30,0.216797
1989-01-31,0.214844
1989-02-01,0.214844
1989-02-02,0.207031
1989-02-03,0.214844
1989-02-06,0.208984
1989-02-07,0.214844
1989-02-08,0.21093800000000001
1989-02-09,0.21093800000000001
1989-02-10,0.207031
1989-02-13,0.21093800000000001
1989-02-14,0.199219
1989-02-15,0.203125
1989-02-16,0.203125
1989-02-17,0.199219
1989-02-21,0.191406
1989-02-22,0.17968800000000001
1989-02-23,0.191406
1989-02-24,0.17968800000000001
1989-02-27,0.15625
1989-02-28,0.175781
1989-03-01,0.175781
1989-03-02,0.175781
1989-03-03,0.169922
1989-03-06,0.173828
1989-03-07,0.173828
1989-03-08,0.173828
1989-03-09,0.171875
1989-03-10,0.167969
1989-03-13,0.16406300000000001
1989-03-14,0.167969
1989-03-15,0.158203
1989-03-16,0.160156
1989-03-17,0.15625
1989-03-20,0.15625
1989-03-21,0.15625
1989-03-22,0.15625
1989-03-23,0.160156
1989-03-27,0.160156
1989-03-28,0.175781
1989-03-29,0.175781
1989-03-30,0.171875
1989-03-31,0.171875
1989-04-03,0.169922
1989-04-04,0.167969
1989-04-05,0.15625
1989-04-06,0.160156
1989-04-07,0.160156
1989-04-10,0.16406300000000001
1989-04-11,0.16406300000000001
1989-04-12,0.16406300000000001
1989-04-13,0.152344
1989-04-14,0.160156
1989-04-17,0.167969
1989-04-18,0.167969
1989-04-19,0.167969
1989-04-20,0.167969
1989-04-21,0.16406300000000001
1989-04-24,0.160156
1989-04-25,0.16406300000000001
1989-04-26,0.162109
1989-04-27,0.16406300000000001
1989-04-28,0.160156
1989-05-01,0.167969
1989-05-02,0.171875
1989-05-03,0.175781
1989-05-04,0.171875
1989-05-05,0.171875
1989-05-08,0.171875
1989-05-09,0.175781
1989-05-10,0.175781
1989-05-11,0.167969
1989-05-12,0.171875
1989-05-15,0.167969
1989-05-16,0.167969
1989-05-17,0.167969
1989-05-18,0.167969
1989-05-19,0.167969
1989-05-22,0.171875
1989-05-23,0.175781
1989-05-24,0.167969
1989-05-25,0.167969
1989-05-26,0.175781
1989-05-30,0.171875
1989-05-31,0.167969
1989-06-01,0.175781
1989-06-02,0.175781
1989-06-05,0.167969
1989-06-06,0.169922
1989-06-07,0.173828
1989-06-08,0.171875
1989-06-09,0.175781
1989-06-12,0.175781
1989-06-13,0.167969
1989-06-14,0.171875
1989-06-15,0.167969
1989-06-16,0.167969
1989-06-19,0.169922
1989-06-20,0.167969
1989-06-21,0.167969
1989-06-22,0.167969
1989-06-23,0.15625
1989-06-26,0.15625
1989-06-27,0.160156
1989-06-28,0.152344
1989-06-29,0.15625
1989-06-30,0.152344
1989-07-03,0.154297
1989-07-05,0.15625
1989-07-06,0.15625
1989-07-07,0.15625
1989-07-10,0.15625
1989-07-11,0.15625
1989-07-12,0.152344
1989-07-13,0.154297
1989-07-14,0.152344
1989-07-17,0.15625
1989-07-18,0.15625
1989-07-19,0.152344
1989-07-20,0.15625
1989-07-21,0.17968800000000001
1989-07-24,0.183594
1989-07-25,0.199219
1989-07-26,0.214844
1989-07-27,0.214844
1989-07-28,0.21875
1989-07-31,0.21875
1989-08-01,0.21093800000000001
1989-08-02,0.214844
1989-08-03,0.214844
1989-08-04,0.207031
1989-08-07,0.207031
1989-08-08,0.207031
1989-08-09,0.214844
1989-08-10,0.214844
1989-08-11,0.214844
1989-08-14,0.21093800000000001
1989-08-15,0.21093800000000001
1989-08-16,0.21875
1989-08-17,0.21093800000000001
1989-08-18,0.21875
1989-08-21,0.21093800000000001
1989-08-22,0.21093800000000001
1989-08-23,0.21093800000000001
1989-08-24,0.21093800000000001
1989-08-25,0.21093800000000001
1989-08-28,0.216797
1989-08-29,0.216797
1989-08-30,0.222656
1989-08-31,0.22656300000000001
1989-09-01,0.22656300000000001
1989-09-05,0.22656300000000001
1989-09-06,0.21875
1989-09-07,0.21875
1989-09-08,0.214844
1989-09-11,0.207031
1989-09-12,0.207031
1989-09-13,0.207031
1989-09-14,0.207031
1989-09-15,0.203125
1989-09-18,0.214844
1989-09-19,0.207031
1989-09-20,0.207031
1989-09-21,0.199219
1989-09-22,0.199219
1989-09-25,0.19531300000000001
1989-09-26,0.19531300000000001
1989-09-27,0.199219
1989-09-28,0.199219
1989-09-29,0.199219
1989-10-02,0.189453
1989-10-03,0.203125
1989-10-04,0.207031
1989-10-05,0.207031
1989-10-06,0.207031
1989-10-09,0.203125
1989-10-10,0.21093800000000001
1989-10-11,0.21093800000000001
1989-10-12,0.21093800000000001
1989-10-13,0.21093800000000001
1989-10-16,0.207031
1989-10-17,0.21093800000000001
1989-10-18,0.21093800000000001
1989-10-19,0.21093800000000001
1989-10-20,0.214844
1989-10-23,0.214844
1989-10-24,0.21093800000000001
1989-10-25,0.203125
1989-10-26,0.203125
1989-10-27,0.207031
1989-10-30,0.19531300000000001
1989-10-31,0.203125
1989-11-01,0.208984
1989-11-02,0.199219
1989-11-03,0.199219
1989-11-06,0.203125
1989-11-07,0.207031
1989-11-08,0.203125
1989-11-09,0.203125
1989-11-10,0.207031
1989-11-13,0.207031
1989-11-14,0.207031
1989-11-15,0.207031
1989-11-16,0.207031
1989-11-17,0.199219
1989-11-20,0.207031
1989-11-21,0.201172
1989-11-22,0.205078
1989-11-24,0.205078
1989-11-27,0.199219
1989-11-28,0.203125
1989-11-29,0.199219
1989-11-30,0.203125
1989-12-01,0.203125
1989-12-04,0.197266
1989-12-05,0.197266
1989-12-06,0.193359
1989-12-07,0.199219
1989-12-08,0.1875
1989-12-11,0.19531300000000001
1989-12-12,0.199219
1989-12-13,0.19531300000000001
1989-12-14,0.19531300000000001
1989-12-15,0.19531300000000001
1989-12-18,0.203125
1989-12-19,0.199219
1989-12-20,0.19531300000000001
1989-12-21,0.19531300000000001
1989-12-22,0.19531300000000001
1989-12-26,0.203125
1989-12-27,0.203125
1989-12-28,0.203125
1989-12-29,0.19531300000000001
1990-01-02,0.203125
1990-01-03,0.199219
1990-01-04,0.207031
1990-01-05,0.207031
1990-01-08,0.207031
1990-01-09,0.207031
1990-01-10,0.199219
1990-01-11,0.197266
1990-01-12,0.199219
1990-01-15,0.199219
1990-01-16,0.189453
1990-01-17,0.199219
1990-01-18,0.1875
1990-01-19,0.19531300000000001
1990-01-22,0.191406
1990-01-23,0.1875
1990-01-24,0.183594
1990-01-25,0.183594
1990-01-26,0.1875
1990-01-29,0.191406
1990-01-30,0.1875
1990-01-31,0.1875
1990-02-01,0.189453
1990-02-02,0.19531300000000001
1990-02-05,0.19531300000000001
1990-02-06,0.1875
1990-02-07,0.189453
1990-02-08,0.191406
1990-02-09,0.19531300000000001
1990-02-12,0.199219
1990-02-13,0.203125
1990-02-14,0.191406
1990-02-15,0.21875
1990-02-16,0.207031
1990-02-20,0.207031
1990-02-21,0.214844
1990-02-22,0.199219
1990-02-23,0.207031
1990-02-26,0.19531300000000001
1990-02-27,0.207031
1990-02-28,0.19531300000000001
1990-03-01,0.19531300000000001
1990-03-02,0.203125
1990-03-05,0.199219
1990-03-06,0.21093800000000001
1990-03-07,0.214844
1990-03-08,0.214844
1990-03-09,0.214844
1990-03-12,0.21093800000000001
1990-03-13,0.21093800000000001
1990-03-14,0.214844
1990-03-15,0.21875
1990-03-16,0.21875
1990-03-19,0.21875
1990-03-20,0.208984
1990-03-21,0.207031
1990-03-22,0.21093800000000001
1990-03-23,0.21093800000000001
1990-03-26,0.207031
1990-03-27,0.214844
1990-03-28,0.214844
1990-03-29,0.207031
1990-03-30,0.207031
1990-04-02,0.207031
1990-04-03,0.214844
1990-04-04,0.21093800000000001
1990-04-05,0.19531300000000001
1990-04-06,0.199219
1990-04-09,0.19531300000000001
1990-04-10,0.191406
1990-04-11,0.191406
1990-04-12,0.191406
1990-04-16,0.193359
1990-04-17,0.17968800000000001
1990-04-18,0.173828
1990-04-19,0.167969
1990-04-20,0.167969
1990-04-23,0.16406300000000001
1990-04-24,0.171875
1990-04-25,0.171875
1990-04-26,0.160156
1990-04-27,0.171875
1990-04-30,0.171875
1990-05-01,0.171875
1990-05-02,0.171875
1990-05-03,0.171875
1990-05-04,0.171875
1990-05-07,0.166016
1990-05-08,0.175781
1990-05-09,0.171875
1990-05-10,0.175781
1990-05-11,0.166016
1990-05-14,0.171875
1990-05-15,0.15625
1990-05-16,0.169922
1990-05-17,0.167969
1990-05-18,0.167969
1990-05-21,0.17968800000000001
1990-05-22,0.171875
1990-05-23,0.17968800000000001
1990-05-24,0.17968800000000001
1990-05-25,0.17968800000000001
1990-05-29,0.1875
1990-05-30,0.1875
1990-05-31,0.17968800000000001
1990-06-01,0.183594
1990-06-04,0.1875
1990-06-05,0.183594
1990-06-06,0.1875
1990-06-07,0.183594
1990-06-08,0.1875
1990-06-11,0.183594
1990-06-12,0.1875
1990-06-13,0.1875
1990-06-14,0.1875
1990-06-15,0.1875
1990-06-18,0.183594
1990-06-19,0.17968800000000001
1990-06-20,0.183594
1990-06-21,0.17968800000000001
1990-06-22,0.17968800000000001
1990-06-25,0.17968800000000001
1990-06-26,0.177734
1990-06-27,0.183594
1990-06-28,0.185547
1990-06-29,0.185547
1990-07-02,0.17968800000000001
1990-07-03,0.1875
1990-07-05,0.1875
1990-07-06,0.183594
1990-07-09,0.183594
1990-07-10,0.183594
1990-07-11,0.1875
1990-07-12,0.183594
1990-07-13,0.181641
1990-07-16,0.175781
1990-07-17,0.175781
1990-07-18,0.17968800000000001
1990-07-19,0.175781
1990-07-20,0.175781
1990-07-23,0.167969
1990-07-24,0.16406300000000001
1990-07-25,0.175781
1990-07-26,0.16406300000000001
1990-07-27,0.16406300000000001
1990-07-30,0.16406300000000001
1990-07-31,0.169922
1990-08-01,0.169922
1990-08-02,0.16406300000000001
1990-08-03,0.171875
1990-08-06,0.15625
1990-08-07,0.16406300000000001
1990-08-08,0.15625
1990-08-09,0.15625
1990-08-10,0.154297
1990-08-13,0.14843800000000001
1990-08-14,0.160156
1990-08-15,0.160156
1990-08-16,0.160156
1990-08-17,0.14843800000000001
1990-08-20,0.14843800000000001
1990-08-21,0.154297
1990-08-22,0.14843800000000001
1990-08-23,0.136719
1990-08-24,0.140625
1990-08-27,0.140625
1990-08-28,0.140625
1990-08-29,0.140625
1990-08-30,0.13281300000000001
1990-08-31,0.140625
1990-09-04,0.125
1990-09-05,0.136719
1990-09-06,0.128906
1990-09-07,0.136719
1990-09-10,0.13281300000000001
1990-09-11,0.12109400000000001
1990-09-12,0.10546900000000001
1990-09-13,0.123047
1990-09-14,0.128906
1990-09-17,0.128906
1990-09-18,0.128906
1990-09-19,0.11523399999999999
1990-09-20,0.12109400000000001
1990-09-21,0.101563
1990-09-24,0.10546900000000001
1990-09-25,0.09765599999999999
1990-09-26,0.10546900000000001
1990-09-27,0.101563
1990-09-28,0.099609
1990-10-01,0.109375
1990-10-02,0.11328099999999999
1990-10-03,0.11328099999999999
1990-10-04,0.11328099999999999
1990-10-05,0.11328099999999999
1990-10-08,0.11328099999999999
1990-10-09,0.11328099999999999
1990-10-10,0.10546900000000001
1990-10-11,0.11328099999999999
1990-10-12,0.109375
1990-10-15,0.109375
1990-10-16,0.11328099999999999
1990-10-17,0.109375
1990-10-18,0.10546900000000001
1990-10-19,0.10546900000000001
1990-10-22,0.10546900000000001
1990-10-23,0.11328099999999999
1990-10-24,0.10546900000000001
1990-10-25,0.11328099999999999
1990-10-26,0.10546900000000001
1990-10-29,0.107422
1990-10-30,0.109375
1990-10-31,0.10546900000000001
1990-11-01,0.11328099999999999
1990-11-02,0.12109400000000001
1990-11-05,0.11718800000000001
1990-11-06,0.125
1990-11-07,0.125
1990-11-08,0.125
1990-11-09,0.125
1990-11-12,0.128906
1990-11-13,0.136719
1990-11-14,0.138672
1990-11-15,0.136719
1990-11-16,0.14843800000000001
1990-11-19,0.146484
1990-11-20,0.136719
1990-11-21,0.140625
1990-11-23,0.140625
1990-11-26,0.134766
1990-11-27,0.134766
1990-11-28,0.13281300000000001
1990-11-29,0.140625
1990-11-30,0.142578
1990-12-03,0.136719
1990-12-04,0.144531
1990-12-05,0.144531
1990-12-06,0.136719
1990-12-07,0.136719
1990-12-10,0.136719
1990-12-11,0.144531
1990-12-12,0.14843800000000001
1990-12-13,0.152344
1990-12-14,0.14843800000000001
1990-12-17,0.14843800000000001
1990-12-18,0.154297
1990-12-19,0.14843800000000001
1990-12-20,0.14843800000000001
1990-12-21,0.14843800000000001
1990-12-24,0.14843800000000001
1990-12-26,0.14843800000000001
1990-12-27,0.160156
1990-12-28,0.154297
1990-12-31,0.152344
1991-01-02,0.14843800000000001
1991-01-03,0.160156
1991-01-04,0.14843800000000001
1991-01-07,0.158203
1991-01-08,0.14843800000000001
1991-01-09,0.15625
1991-01-10,0.160156
1991-01-11,0.154297
1991-01-14,0.14843800000000001
1991-01-15,0.160156
1991-01-16,0.152344
1991-01-17,0.15625
1991-01-18,0.158203
1991-01-21,0.152344
1991-01-22,0.152344
1991-01-23,0.16406300000000001
1991-01-24,0.16406300000000001
1991-01-25,0.16406300000000001
1991-01-28,0.16406300000000001
1991-01-29,0.175781
1991-01-30,0.175781
1991-01-31,0.167969
1991-02-01,0.171875
1991-02-04,0.175781
1991-02-05,0.175781
1991-02-06,0.183594
1991-02-07,0.177734
1991-02-08,0.17968800000000001
1991-02-11,0.17968800000000001
1991-02-12,0.19531300000000001
1991-02-13,0.203125
1991-02-14,0.183594
1991-02-15,0.19531300000000001
1991-02-19,0.191406
1991-02-20,0.19531300000000001
1991-02-21,0.167969
1991-02-22,0.167969
1991-02-25,0.175781
1991-02-26,0.207031
1991-02-27,0.203125
1991-02-28,0.19531300000000001
1991-03-01,0.19531300000000001
1991-03-04,0.19531300000000001
1991-03-05,0.203125
1991-03-06,0.207031
1991-03-07,0.214844
1991-03-08,0.214844
1991-03-11,0.216797
1991-03-12,0.214844
1991-03-13,0.214844
1991-03-14,0.21093800000000001
1991-03-15,0.21093800000000001
1991-03-18,0.207031
1991-03-19,0.207031
1991-03-20,0.207031
1991-03-21,0.207031
1991-03-22,0.21093800000000001
1991-03-25,0.207031
1991-03-26,0.222656
1991-03-27,0.21093800000000001
1991-03-28,0.22656300000000001
1991-04-01,0.222656
1991-04-02,0.22656300000000001
1991-04-03,0.222656
1991-04-04,0.230469
1991-04-05,0.22656300000000001
1991-04-08,0.230469
1991-04-09,0.222656
1991-04-10,0.21875
1991-04-11,0.230469
1991-04-12,0.222656
1991-04-15,0.21875
1991-04-16,0.21875
1991-04-17,0.22656300000000001
1991-04-18,0.22656300000000001
1991-04-19,0.224609
