Date,FOXA
2019-03-12,38.0
2019-03-13,39.75
2019-03-14,40.650002
2019-03-15,41.700001
2019-03-18,41.700001
2019-03-19,40.34
2019-03-20,38.619999
2019-03-21,40.02
2019-03-22,38.720001
2019-03-25,37.439999
2019-03-26,37.540001000000004
2019-03-27,36.919998
2019-03-28,36.400002
2019-03-29,36.709998999999996
2019-04-01,36.849998
2019-04-02,36.279999
2019-04-03,36.080002
2019-04-04,36.759997999999996
2019-04-05,37.68
2019-04-08,37.470001
2019-04-09,37.310001
2019-04-10,36.48
2019-04-11,37.09
2019-04-12,37.529999
2019-04-15,37.529999
2019-04-16,37.75
2019-04-17,38.84
2019-04-18,38.439999
2019-04-22,37.700001
2019-04-23,38.080002
2019-04-24,37.959998999999996
2019-04-25,38.150002
2019-04-26,38.48
2019-04-29,39.200001
2019-04-30,38.990002000000004
2019-05-01,39.400002
2019-05-02,37.279999
2019-05-03,37.470001
2019-05-06,37.919998
2019-05-07,37.259997999999996
2019-05-08,37.419998
2019-05-09,38.5
2019-05-10,38.529999
2019-05-13,37.970001
2019-05-14,37.889998999999996
2019-05-15,37.709998999999996
2019-05-16,36.740002000000004
2019-05-17,37.32
2019-05-20,37.139998999999996
2019-05-21,37.689999
2019-05-22,37.119999
2019-05-23,36.91
2019-05-24,36.919998
2019-05-28,36.639998999999996
2019-05-29,35.790001000000004
2019-05-30,35.220001
2019-05-31,35.23
2019-06-03,34.240002000000004
2019-06-04,34.48
2019-06-05,34.360001000000004
2019-06-06,34.119999
2019-06-07,34.009997999999996
2019-06-10,34.029999
2019-06-11,34.18
2019-06-12,35.049999
2019-06-13,35.290001000000004
2019-06-14,35.240002000000004
2019-06-17,36.130001
2019-06-18,36.189999
2019-06-19,35.990002000000004
2019-06-20,35.580002
2019-06-21,36.18
2019-06-24,35.799999
2019-06-25,35.34
2019-06-26,35.470001
2019-06-27,35.990002000000004
2019-06-28,36.639998999999996
2019-07-01,35.919998
2019-07-02,36.59
2019-07-03,36.349998
2019-07-05,36.599998
2019-07-08,36.130001
2019-07-09,36.02
2019-07-10,36.139998999999996
2019-07-11,36.290001000000004
2019-07-12,36.959998999999996
2019-07-15,37.009997999999996
2019-07-16,36.689999
2019-07-17,36.169998
2019-07-18,36.549999
2019-07-19,36.43
2019-07-22,36.099998
2019-07-23,36.220001
2019-07-24,36.599998
2019-07-25,37.169998
2019-07-26,37.209998999999996
2019-07-29,37.509997999999996
2019-07-30,37.82
2019-07-31,37.32
2019-08-01,36.889998999999996
2019-08-02,36.630001
2019-08-05,36.049999
2019-08-06,36.450001
2019-08-07,37.040001000000004
2019-08-08,35.130001
2019-08-09,35.400002
2019-08-12,34.950001
2019-08-13,35.060001
2019-08-14,33.689999
2019-08-15,32.75
2019-08-16,32.990002000000004
2019-08-19,33.869999
2019-08-20,33.59
2019-08-21,33.41
2019-08-22,33.049999
2019-08-23,31.75
2019-08-26,32.080002
2019-08-27,31.93
2019-08-28,31.790001
2019-08-29,32.740002000000004
2019-08-30,33.169998
2019-09-03,32.77
2019-09-04,33.560001
2019-09-05,34.25
2019-09-06,34.23
2019-09-09,34.299999
2019-09-10,34.299999
2019-09-11,34.0
2019-09-12,33.790001000000004
2019-09-13,33.830002
2019-09-16,33.599998
2019-09-17,32.860001000000004
2019-09-18,32.639998999999996
2019-09-19,32.040001000000004
2019-09-20,32.27
2019-09-23,32.27
2019-09-24,31.59
2019-09-25,32.009997999999996
2019-09-26,31.450001
2019-09-27,31.440001000000002
2019-09-30,31.535
2019-10-01,31.24
2019-10-02,30.42
2019-10-03,30.459999
2019-10-04,30.57
2019-10-07,30.6
2019-10-08,30.055
2019-10-09,30.23
2019-10-10,30.52
2019-10-11,31.459999
2019-10-14,31.389999
2019-10-15,31.700001
2019-10-16,31.99
2019-10-17,31.98
2019-10-18,32.209998999999996
2019-10-21,32.740002000000004
2019-10-22,33.450001
2019-10-23,33.240002000000004
2019-10-24,32.299999
2019-10-25,32.41
2019-10-28,32.990002000000004
2019-10-29,32.84
2019-10-30,32.080002
2019-10-31,32.040001000000004
2019-11-01,32.389998999999996
2019-11-04,32.549999
2019-11-05,32.834998999999996
2019-11-06,33.099998
2019-11-07,34.939999
2019-11-08,35.139998999999996
2019-11-11,34.990002000000004
2019-11-12,34.485001000000004
2019-11-13,34.259997999999996
2019-11-14,34.220001
2019-11-15,34.27
2019-11-18,35.189999
2019-11-19,36.259997999999996
2019-11-20,35.889998999999996
2019-11-21,35.700001
2019-11-22,35.66
2019-11-25,35.68
2019-11-26,35.93
2019-11-27,35.779999
2019-11-29,35.759997999999996
2019-12-02,35.599998
2019-12-03,35.189999
2019-12-04,35.5
2019-12-05,35.5
2019-12-06,35.419998
2019-12-09,35.619999
2019-12-10,35.810001
2019-12-11,36.16
2019-12-12,36.849998
2019-12-13,36.77
2019-12-16,36.810001
2019-12-17,37.16
2019-12-18,36.93
2019-12-19,37.0
2019-12-20,37.169998
2019-12-23,37.455002
2019-12-24,37.299999
2019-12-26,37.57
2019-12-27,37.41
2019-12-30,37.080002
2019-12-31,37.07
2020-01-02,37.07
2020-01-03,36.665001000000004
2020-01-06,36.57
2020-01-07,37.07
2020-01-08,37.110001000000004
2020-01-09,37.18
2020-01-10,36.720001
2020-01-13,36.990002000000004
2020-01-14,37.259997999999996
2020-01-15,37.48
2020-01-16,39.110001000000004
2020-01-17,39.34
2020-01-21,39.099998
2020-01-22,39.09
2020-01-23,37.490002000000004
2020-01-24,36.610001000000004
2020-01-27,36.880001
2020-01-28,37.139998999999996
2020-01-29,36.580002
2020-01-30,37.029999
2020-01-31,37.080002
2020-02-03,37.59
2020-02-04,38.029999
2020-02-05,38.669998
2020-02-06,37.110001000000004
2020-02-07,37.0
2020-02-10,37.299999
2020-02-11,37.130001
2020-02-12,37.669998
2020-02-13,38.0
2020-02-14,37.799999
2020-02-18,37.779999
2020-02-19,38.029999
2020-02-20,37.029999
2020-02-21,35.990002000000004
2020-02-24,34.689999
2020-02-25,33.209998999999996
2020-02-26,32.790001000000004
2020-02-27,31.34
2020-02-28,30.74
2020-03-02,32.110001000000004
2020-03-03,30.99
2020-03-04,30.93
2020-03-05,29.440001000000002
2020-03-06,28.84
2020-03-09,27.48
2020-03-10,29.110001
2020-03-11,27.780001000000002
2020-03-12,26.219998999999998
2020-03-13,26.15
2020-03-16,24.01
2020-03-17,25.139999
2020-03-18,22.34
2020-03-19,22.82
2020-03-20,20.99
2020-03-23,20.200001
2020-03-24,22.290001
2020-03-25,24.139999
2020-03-26,24.969998999999998
2020-03-27,22.51
2020-03-30,24.309998999999998
2020-03-31,23.629998999999998
2020-04-01,22.34
2020-04-02,22.67
2020-04-03,22.299999
2020-04-06,25.059998999999998
2020-04-07,25.49
2020-04-08,26.299999
2020-04-09,25.99
2020-04-13,25.99
2020-04-14,26.51
2020-04-15,25.700001
2020-04-16,25.540001
2020-04-17,26.875
2020-04-20,26.059998999999998
2020-04-21,25.540001
2020-04-22,24.77
2020-04-23,24.860001
2020-04-24,24.834999
2020-04-27,26.389999
2020-04-28,27.139999
2020-04-29,28.370001000000002
2020-04-30,25.870001000000002
2020-05-01,25.43
2020-05-04,24.995001000000002
2020-05-05,24.1
2020-05-06,24.809998999999998
2020-05-07,25.25
2020-05-08,26.0
2020-05-11,25.67
2020-05-12,25.355
2020-05-13,24.52
2020-05-14,25.77
2020-05-15,26.059998999999998
2020-05-18,27.469998999999998
2020-05-19,27.57
2020-05-20,27.809998999999998
2020-05-21,27.620001000000002
2020-05-22,27.799999
2020-05-26,29.030001000000002
2020-05-27,29.65
2020-05-28,28.93
2020-05-29,29.17
2020-06-01,29.540001
2020-06-02,29.299999
2020-06-03,30.77
2020-06-04,30.530001000000002
2020-06-05,30.85
2020-06-08,32.48
2020-06-09,30.809998999999998
