Date,V
2008-08-29,18.975
2008-09-02,18.747498999999998
2008-09-03,18.262501
2008-09-04,17.625
2008-09-05,17.940001000000002
2008-09-08,17.525
2008-09-09,16.872498999999998
2008-09-10,17.26
2008-09-11,17.737499
2008-09-12,17.9125
2008-09-15,17.344998999999998
2008-09-16,16.5875
2008-09-17,16.022499
2008-09-18,16.725
2008-09-19,17.3925
2008-09-22,16.295
2008-09-23,16.725
2008-09-24,16.42
2008-09-25,16.15
2008-09-26,15.51
2008-09-29,14.45
2008-09-30,15.3475
2008-10-01,15.3275
2008-10-02,14.3975
2008-10-03,14.21
2008-10-06,13.845
2008-10-07,12.7875
2008-10-08,13.1575
2008-10-09,12.4625
2008-10-10,13.0
2008-10-13,14.7175
2008-10-14,14.4025
2008-10-15,12.4375
2008-10-16,13.2675
2008-10-17,13.055
2008-10-20,13.0025
2008-10-21,12.675
2008-10-22,12.1275
2008-10-23,12.08
2008-10-24,11.995
2008-10-27,11.6475
2008-10-28,12.4925
2008-10-29,12.6725
2008-10-30,13.5625
2008-10-31,13.8375
2008-11-03,13.1225
2008-11-04,14.9525
2008-11-05,14.1175
2008-11-06,12.8825
2008-11-07,13.375
2008-11-10,12.9975
2008-11-11,13.4475
2008-11-12,12.9375
2008-11-13,13.61
2008-11-14,13.56
2008-11-17,13.19
2008-11-18,13.66
2008-11-19,12.895
2008-11-20,12.035
2008-11-21,11.595
2008-11-24,12.43
2008-11-25,12.3825
2008-11-26,13.0
2008-11-28,13.14
2008-12-01,12.0125
2008-12-02,12.42
2008-12-03,13.11
2008-12-04,12.7025
2008-12-05,13.295
2008-12-08,14.04
2008-12-09,13.3825
2008-12-10,13.29
2008-12-11,13.0225
2008-12-12,13.2375
2008-12-15,13.1875
2008-12-16,13.6925
2008-12-17,13.84
2008-12-18,13.675
2008-12-19,13.7425
2008-12-22,13.4375
2008-12-23,13.4125
2008-12-24,13.2225
2008-12-26,13.3125
2008-12-29,13.0425
2008-12-30,12.7475
2008-12-31,13.1125
2009-01-02,13.36
2009-01-05,13.455
2009-01-06,14.4025
2009-01-07,14.09
2009-01-08,13.94
2009-01-09,13.905
2009-01-12,13.24
2009-01-13,13.285
2009-01-14,12.7425
2009-01-15,12.345
2009-01-16,11.8525
2009-01-20,10.605
2009-01-21,11.045
2009-01-22,11.045
2009-01-23,11.08
2009-01-26,10.6475
2009-01-27,11.0375
2009-01-28,11.805
2009-01-29,11.5675
2009-01-30,12.3375
2009-02-02,12.4925
2009-02-03,12.0975
2009-02-04,12.2825
2009-02-05,13.435
2009-02-06,13.8525
2009-02-09,13.83
2009-02-10,13.4625
2009-02-11,13.74
2009-02-12,14.1
2009-02-13,13.9875
2009-02-17,13.5625
2009-02-18,14.0375
2009-02-19,13.9075
2009-02-20,13.915
2009-02-23,13.5625
2009-02-24,14.0875
2009-02-25,13.855
2009-02-26,14.015
2009-02-27,14.1775
2009-03-02,13.54
2009-03-03,13.59
2009-03-04,13.8225
2009-03-05,13.355
2009-03-06,12.5475
2009-03-09,12.45
2009-03-10,13.2175
2009-03-11,12.8425
2009-03-12,13.5225
2009-03-13,13.0125
2009-03-16,13.0425
2009-03-17,13.8225
2009-03-18,14.0775
2009-03-19,13.1725
2009-03-20,13.1325
2009-03-23,13.885
2009-03-24,13.4
2009-03-25,13.1875
2009-03-26,13.875
2009-03-27,13.5625
2009-03-30,13.375
2009-03-31,13.9
2009-04-01,13.5725
2009-04-02,13.8975
2009-04-03,15.02
2009-04-06,14.7825
2009-04-07,14.2875
2009-04-08,14.455
2009-04-09,14.6975
2009-04-13,15.2775
2009-04-14,14.5825
2009-04-15,14.7775
2009-04-16,14.5175
2009-04-17,14.5
2009-04-20,13.75
2009-04-21,14.6575
2009-04-22,14.3775
2009-04-23,14.5575
2009-04-24,15.095
2009-04-27,14.7175
2009-04-28,15.1775
2009-04-29,15.8775
2009-04-30,16.24
2009-05-01,16.252501000000002
2009-05-04,17.049999
2009-05-05,16.8475
2009-05-06,16.547501
2009-05-07,16.3825
2009-05-08,17.1075
2009-05-11,16.4825
2009-05-12,16.305
2009-05-13,16.1175
2009-05-14,16.129998999999998
2009-05-15,16.2675
2009-05-18,16.602501
2009-05-19,16.200001
2009-05-20,16.24
2009-05-21,16.57
2009-05-22,16.4375
2009-05-26,16.692498999999998
2009-05-27,16.48
2009-05-28,16.625
2009-05-29,16.9275
2009-06-01,16.665001
2009-06-02,16.702499
2009-06-03,17.057501000000002
2009-06-04,17.379998999999998
2009-06-05,17.32
2009-06-08,17.450001
2009-06-09,17.157498999999998
2009-06-10,17.317498999999998
2009-06-11,16.68
2009-06-12,16.09
2009-06-15,16.1075
2009-06-16,15.615
2009-06-17,15.3375
2009-06-18,15.3525
2009-06-19,15.3425
2009-06-22,15.31
2009-06-23,15.6675
2009-06-24,15.2725
2009-06-25,15.4875
2009-06-26,15.955
2009-06-29,15.745
2009-06-30,15.565
2009-07-01,15.2
2009-07-02,15.02
2009-07-06,15.1675
2009-07-07,14.9275
2009-07-08,14.8725
2009-07-09,15.11
2009-07-10,14.965
2009-07-13,15.0875
2009-07-14,15.0725
2009-07-15,15.6625
2009-07-16,16.102501
2009-07-17,16.025
2009-07-20,16.780001000000002
2009-07-21,16.7875
2009-07-22,16.7125
2009-07-23,16.797501
2009-07-24,16.8225
2009-07-27,17.047501
2009-07-28,16.575001
2009-07-29,16.695
2009-07-30,16.8025
2009-07-31,16.365
2009-08-03,17.2775
2009-08-04,17.275
2009-08-05,17.094998999999998
2009-08-06,17.1625
2009-08-07,17.2925
2009-08-10,17.219998999999998
2009-08-11,17.1525
2009-08-12,17.112499
2009-08-13,17.17
2009-08-14,16.950001
2009-08-17,16.6075
2009-08-18,16.752501000000002
2009-08-19,16.799999
2009-08-20,16.952499
2009-08-21,17.25
2009-08-24,16.987499
2009-08-25,17.245001000000002
2009-08-26,17.549999
2009-08-27,17.4275
2009-08-28,17.625
2009-08-31,17.775
2009-09-01,17.545
2009-09-02,17.525
2009-09-03,17.727501
2009-09-04,17.59
2009-09-08,17.737499
2009-09-09,17.620001000000002
2009-09-10,18.077499
2009-09-11,18.0725
2009-09-14,18.217501000000002
2009-09-15,18.299999
2009-09-16,18.522499
2009-09-17,18.455
2009-09-18,18.4475
2009-09-21,18.3475
2009-09-22,18.602501
2009-09-23,18.48
2009-09-24,18.3825
2009-09-25,17.665001
2009-09-28,17.785
2009-09-29,17.3925
2009-09-30,17.2775
2009-10-01,17.280001000000002
2009-10-02,16.9475
2009-10-05,17.040001
2009-10-06,17.065001000000002
2009-10-07,17.715
2009-10-08,17.932501000000002
2009-10-09,18.235001
2009-10-12,18.424999
2009-10-13,18.6675
2009-10-14,18.700001
2009-10-15,18.77
2009-10-16,18.5725
2009-10-19,18.737499
2009-10-20,18.762501
2009-10-21,18.797501
2009-10-22,18.922501
2009-10-23,18.530001000000002
2009-10-26,18.195
2009-10-27,18.475
2009-10-28,19.1425
2009-10-29,19.32
2009-10-30,18.940001000000002
2009-11-02,19.3225
2009-11-03,19.4125
2009-11-04,19.577499
2009-11-05,19.897499
2009-11-06,19.9175
2009-11-09,20.290001
2009-11-10,20.275
2009-11-11,20.205
2009-11-12,19.98
2009-11-13,20.0
2009-11-16,19.887501
2009-11-17,20.137501
2009-11-18,20.0975
2009-11-19,20.045
2009-11-20,20.0
2009-11-23,20.110001
2009-11-24,20.155001000000002
2009-11-25,20.4475
2009-11-27,20.0825
2009-11-30,20.25
2009-12-01,20.7425
2009-12-02,20.555
2009-12-03,20.0075
2009-12-04,20.067498999999998
2009-12-07,19.9825
2009-12-08,19.997498999999998
2009-12-09,20.4375
2009-12-10,20.58
2009-12-11,20.334999
2009-12-14,21.192498999999998
2009-12-15,21.535
2009-12-16,21.7575
2009-12-17,21.7575
2009-12-18,22.2425
2009-12-21,21.877501000000002
2009-12-22,21.575001
2009-12-23,21.5375
2009-12-24,21.5725
2009-12-28,21.690001000000002
2009-12-29,22.004998999999998
2009-12-30,22.035
2009-12-31,21.865
2010-01-04,22.035
2010-01-05,21.782498999999998
2010-01-06,21.49
2010-01-07,21.690001000000002
2010-01-08,21.75
2010-01-11,21.6875
2010-01-12,21.584999
2010-01-13,21.785
2010-01-14,21.860001
2010-01-15,21.535
2010-01-19,21.9625
2010-01-20,21.855
2010-01-21,21.112499
2010-01-22,20.682501000000002
2010-01-25,20.5075
2010-01-26,20.2875
2010-01-27,20.977501
2010-01-28,20.6625
2010-01-29,20.5075
2010-02-01,20.915001
2010-02-02,21.002501000000002
2010-02-03,20.879998999999998
2010-02-04,20.762501
2010-02-05,20.639999
2010-02-08,20.762501
2010-02-09,20.817498999999998
2010-02-10,20.91
2010-02-11,21.285
2010-02-12,21.195
2010-02-16,21.469998999999998
2010-02-17,21.605
2010-02-18,21.74
2010-02-19,21.702499
2010-02-22,21.727501
2010-02-23,21.530001000000002
2010-02-24,21.407498999999998
2010-02-25,21.307501000000002
2010-02-26,21.32
2010-03-01,21.705
2010-03-02,21.612499
2010-03-03,21.700001
2010-03-04,21.76
2010-03-05,22.127501000000002
2010-03-08,22.657498999999998
2010-03-09,22.5375
2010-03-10,22.879998999999998
2010-03-11,23.184998999999998
2010-03-12,23.3125
2010-03-15,23.102501
2010-03-16,22.9125
2010-03-17,22.877501000000002
2010-03-18,22.532498999999998
2010-03-19,22.209999
2010-03-22,22.309998999999998
2010-03-23,22.495001000000002
2010-03-24,22.1875
2010-03-25,22.602501
2010-03-26,22.5625
2010-03-29,22.559998999999998
2010-03-30,22.75
2010-03-31,22.7575
2010-04-01,23.137501
2010-04-05,23.1175
2010-04-06,23.1
2010-04-07,22.6775
2010-04-08,22.872498999999998
2010-04-09,23.129998999999998
2010-04-12,23.297501
2010-04-13,23.1975
2010-04-14,23.565001000000002
2010-04-15,23.612499
2010-04-16,23.4625
2010-04-19,23.280001000000002
2010-04-20,23.512501
2010-04-21,23.282498999999998
2010-04-22,23.785
2010-04-23,24.147499
2010-04-26,24.0
2010-04-27,23.237499
2010-04-28,23.4025
2010-04-29,23.205
2010-04-30,22.557501000000002
2010-05-03,22.317498999999998
2010-05-04,22.092501000000002
2010-05-05,21.6075
2010-05-06,20.73
2010-05-07,20.5725
2010-05-10,21.497498999999998
2010-05-11,21.040001
2010-05-12,21.42
2010-05-13,21.432501000000002
2010-05-14,19.315001000000002
2010-05-17,18.6775
2010-05-18,17.522499
2010-05-19,18.2425
2010-05-20,18.205
2010-05-21,18.549999
2010-05-24,18.637501
2010-05-25,18.2425
2010-05-26,18.35
2010-05-27,18.422501
2010-05-28,18.115
2010-06-01,17.872498999999998
2010-06-02,17.8125
2010-06-03,18.209999
2010-06-04,18.032498999999998
2010-06-07,17.9725
2010-06-08,18.3375
2010-06-09,18.450001
2010-06-10,19.362499
2010-06-11,19.02
2010-06-14,18.445
2010-06-15,19.2325
2010-06-16,19.2925
2010-06-17,19.559998999999998
2010-06-18,19.26
2010-06-21,20.225
2010-06-22,19.690001000000002
2010-06-23,19.440001000000002
2010-06-24,19.120001000000002
2010-06-25,19.165001
2010-06-28,18.805
2010-06-29,17.862499
2010-06-30,17.6875
2010-07-01,18.215
2010-07-02,18.295
2010-07-06,18.067498999999998
2010-07-07,18.705
2010-07-08,18.77
2010-07-09,19.344998999999998
2010-07-12,19.127501000000002
2010-07-13,19.147499
2010-07-14,19.07
2010-07-15,18.82
2010-07-16,17.862499
2010-07-19,17.805
2010-07-20,18.4
2010-07-21,18.09
2010-07-22,18.615
2010-07-23,18.897499
2010-07-26,19.02
2010-07-27,19.1525
2010-07-28,18.795
2010-07-29,17.995001000000002
2010-07-30,18.3375
2010-08-02,18.057501000000002
2010-08-03,18.25
2010-08-04,18.112499
2010-08-05,17.875
2010-08-06,18.035
2010-08-09,18.684998999999998
2010-08-10,18.817498999999998
2010-08-11,18.377501000000002
2010-08-12,18.245001000000002
2010-08-13,18.055
2010-08-16,18.2075
2010-08-17,18.34
2010-08-18,18.219998999999998
2010-08-19,17.907498999999998
2010-08-20,17.525
2010-08-23,17.530001000000002
2010-08-24,17.665001
2010-08-25,17.715
2010-08-26,17.477501
2010-08-27,17.7775
2010-08-30,17.385
2010-08-31,17.245001000000002
2010-09-01,17.6325
2010-09-02,17.995001000000002
2010-09-03,18.125
2010-09-07,17.875
2010-09-08,17.137501
2010-09-09,16.695
2010-09-10,17.022499
2010-09-13,16.370001000000002
2010-09-14,16.780001000000002
2010-09-15,17.2325
2010-09-16,17.094998999999998
2010-09-17,17.122498999999998
2010-09-20,17.577499
2010-09-21,17.485001
2010-09-22,17.655001000000002
2010-09-23,17.745001000000002
2010-09-24,18.092501000000002
2010-09-27,18.25
2010-09-28,18.317498999999998
2010-09-29,18.602501
2010-09-30,18.565001000000002
2010-10-01,18.33
2010-10-04,18.309998999999998
2010-10-05,18.747498999999998
2010-10-06,18.557501000000002
2010-10-07,18.4025
2010-10-08,18.5
2010-10-11,18.5725
2010-10-12,18.5625
2010-10-13,19.235001
2010-10-14,19.2925
2010-10-15,19.4
2010-10-18,19.59
2010-10-19,19.387501
2010-10-20,19.879998999999998
2010-10-21,19.799999
2010-10-22,19.8225
2010-10-25,20.157498999999998
2010-10-26,20.0075
2010-10-27,19.98
2010-10-28,19.112499
2010-10-29,19.540001
2010-11-01,19.33
2010-11-02,19.605
2010-11-03,19.75
2010-11-04,19.997498999999998
2010-11-05,19.950001
2010-11-08,19.6775
2010-11-09,19.58
2010-11-10,19.8225
2010-11-11,19.805
2010-11-12,19.235001
2010-11-15,19.09
2010-11-16,18.747498999999998
2010-11-17,18.932501000000002
2010-11-18,19.235001
2010-11-19,19.262501
2010-11-22,18.865
2010-11-23,18.6625
2010-11-24,18.955
2010-11-26,18.870001000000002
2010-11-29,18.547501
2010-11-30,18.4625
2010-12-01,18.805
2010-12-02,19.25
2010-12-03,19.3375
2010-12-06,19.577499
2010-12-07,19.219998999999998
2010-12-08,19.485001
2010-12-09,19.780001000000002
2010-12-10,20.049999
2010-12-13,20.2225
2010-12-14,20.16
2010-12-15,19.235001
2010-12-16,16.797501
2010-12-17,16.725
2010-12-20,16.997498999999998
2010-12-21,17.012501
2010-12-22,17.137501
2010-12-23,17.182501000000002
2010-12-27,17.702499
2010-12-28,17.682501000000002
2010-12-29,17.65
2010-12-30,17.5725
2010-12-31,17.594998999999998
2011-01-03,17.629998999999998
2011-01-04,17.65
2011-01-05,18.022499
2011-01-06,18.2925
2011-01-07,18.24
2011-01-10,17.952499
2011-01-11,17.969998999999998
2011-01-12,18.1525
2011-01-13,17.785
2011-01-14,17.780001000000002
2011-01-18,17.8025
2011-01-19,17.280001000000002
2011-01-20,17.672501
2011-01-21,17.5375
2011-01-24,17.9475
2011-01-25,17.895
2011-01-26,17.75
2011-01-27,17.65
2011-01-28,17.365
2011-01-31,17.4625
2011-02-01,17.674999
2011-02-02,18.022499
2011-02-03,17.907498999999998
2011-02-04,18.225
2011-02-07,18.4825
2011-02-08,18.6425
2011-02-09,18.32
2011-02-10,18.684998999999998
2011-02-11,18.7325
2011-02-14,18.934998999999998
2011-02-15,18.9025
2011-02-16,18.99
2011-02-17,19.035
2011-02-18,18.9575
2011-02-22,18.434998999999998
2011-02-23,18.219998999999998
2011-02-24,18.477501
2011-02-25,18.67
2011-02-28,18.262501
2011-03-01,18.174999
2011-03-02,18.4925
2011-03-03,18.9575
2011-03-04,18.672501
2011-03-07,18.5375
2011-03-08,18.5425
2011-03-09,18.4275
2011-03-10,17.85
2011-03-11,18.127501000000002
2011-03-14,17.965
2011-03-15,17.799999
2011-03-16,17.74
2011-03-17,17.8575
2011-03-18,17.855
2011-03-21,17.99
2011-03-22,17.9
2011-03-23,17.997498999999998
2011-03-24,18.165001
2011-03-25,18.022499
2011-03-28,18.1875
2011-03-29,18.049999
2011-03-30,18.557501000000002
2011-03-31,18.405001000000002
2011-04-01,18.555
2011-04-04,18.809998999999998
2011-04-05,18.905001000000002
2011-04-06,19.0
2011-04-07,19.102501
2011-04-08,19.18
2011-04-11,19.4275
2011-04-12,19.2575
2011-04-13,19.375
2011-04-14,19.077499
2011-04-15,19.1175
2011-04-18,18.92
2011-04-19,18.98
2011-04-20,19.342501000000002
2011-04-21,19.442498999999998
2011-04-25,19.440001000000002
2011-04-26,19.692498999999998
2011-04-27,19.7225
2011-04-28,19.415001
2011-04-29,19.530001000000002
2011-05-02,19.785
2011-05-03,20.0
2011-05-04,19.942498999999998
2011-05-05,19.674999
2011-05-06,19.852501
2011-05-09,19.965
2011-05-10,20.0875
2011-05-11,19.834999
2011-05-12,19.9825
2011-05-13,19.977501
2011-05-16,19.985001
2011-05-17,20.15
2011-05-18,20.002501000000002
2011-05-19,19.91
2011-05-20,19.557501000000002
2011-05-23,19.23
2011-05-24,19.4
2011-05-25,19.6875
2011-05-26,19.8225
2011-05-27,19.950001
2011-05-31,20.264999
2011-06-01,19.795
2011-06-02,20.174999
2011-06-03,19.782498999999998
2011-06-06,19.549999
2011-06-07,19.955
2011-06-08,19.1775
2011-06-09,19.1075
2011-06-10,18.672501
2011-06-13,18.715
2011-06-14,18.9825
2011-06-15,18.709999
2011-06-16,18.719998999999998
2011-06-17,18.6075
2011-06-20,18.512501
2011-06-21,18.747498999999998
2011-06-22,18.665001
2011-06-23,18.827499
2011-06-24,18.342501000000002
2011-06-27,18.4725
2011-06-28,18.82
2011-06-29,21.6425
2011-06-30,21.065001000000002
2011-07-01,21.9925
2011-07-05,22.08
2011-07-06,22.049999
2011-07-07,22.5375
2011-07-08,22.432501000000002
2011-07-11,21.975
2011-07-12,21.924999
2011-07-13,22.184998999999998
2011-07-14,21.985001
2011-07-15,22.1875
2011-07-18,22.0175
2011-07-19,22.3025
2011-07-20,22.16
2011-07-21,22.012501
2011-07-22,22.379998999999998
2011-07-25,22.27
2011-07-26,22.299999
2011-07-27,21.9375
2011-07-28,21.73
2011-07-29,21.385
2011-08-01,21.42
2011-08-02,20.889999
2011-08-03,21.870001000000002
2011-08-04,21.247498999999998
2011-08-05,20.852501
2011-08-08,19.809998999999998
2011-08-09,20.690001000000002
2011-08-10,19.82
2011-08-11,21.129998999999998
2011-08-12,20.9575
2011-08-15,21.467501000000002
2011-08-16,21.4575
2011-08-17,20.997498999999998
2011-08-18,20.0725
2011-08-19,19.9
2011-08-22,19.9475
2011-08-23,20.942498999999998
2011-08-24,21.594998999999998
2011-08-25,21.0275
2011-08-26,21.4625
2011-08-29,21.645
2011-08-30,21.9825
2011-08-31,21.969998999999998
2011-09-01,21.932501000000002
2011-09-02,21.387501
2011-09-06,21.465
2011-09-07,22.120001000000002
2011-09-08,21.865
2011-09-09,21.5875
2011-09-12,21.862499
2011-09-13,21.942498999999998
2011-09-14,22.395
2011-09-15,22.625
2011-09-16,22.7125
2011-09-19,22.5075
2011-09-20,23.209999
2011-09-21,22.855
2011-09-22,22.075001
2011-09-23,22.52
2011-09-26,22.57
2011-09-27,22.370001000000002
2011-09-28,21.907498999999998
2011-09-29,21.922501
2011-09-30,21.43
2011-10-03,21.065001000000002
2011-10-04,21.195
2011-10-05,21.247498999999998
2011-10-06,21.782498999999998
2011-10-07,21.5625
2011-10-10,22.3125
2011-10-11,22.627501000000002
2011-10-12,22.7925
2011-10-13,23.15
2011-10-14,23.48
2011-10-17,22.797501
2011-10-18,23.477501
2011-10-19,22.52
2011-10-20,22.8375
2011-10-21,23.3575
2011-10-24,23.5525
2011-10-25,22.67
2011-10-26,23.004998999999998
2011-10-27,23.6
2011-10-28,23.775
2011-10-31,23.315001000000002
2011-11-01,22.5075
2011-11-02,22.875
2011-11-03,23.295
2011-11-04,23.16
2011-11-07,23.24
2011-11-08,23.635
2011-11-09,23.282498999999998
2011-11-10,23.26
2011-11-11,23.790001
2011-11-14,23.455
2011-11-15,23.907498999999998
2011-11-16,23.35
2011-11-17,22.85
2011-11-18,22.702499
2011-11-21,22.8025
2011-11-22,22.709999
2011-11-23,22.3225
2011-11-25,22.254998999999998
2011-11-28,23.3675
2011-11-29,23.225
2011-11-30,24.2425
2011-12-01,24.440001000000002
2011-12-02,24.299999
2011-12-05,24.014999
2011-12-06,23.842501000000002
2011-12-07,24.2675
2011-12-08,23.950001
2011-12-09,24.297501
2011-12-12,24.23
2011-12-13,23.977501
2011-12-14,24.09
2011-12-15,23.955
2011-12-16,24.360001
2011-12-19,24.645
2011-12-20,25.3375
2011-12-21,25.18
2011-12-22,25.135
2011-12-23,25.620001000000002
2011-12-27,25.477501
2011-12-28,25.18
2011-12-29,25.7875
2011-12-30,25.3825
2012-01-03,25.747498999999998
2012-01-04,25.2875
2012-01-05,25.477501
2012-01-06,25.1775
2012-01-09,24.975
2012-01-10,24.950001
2012-01-11,24.7775
2012-01-12,25.334999
2012-01-13,25.184998999999998
2012-01-17,25.6325
2012-01-18,25.945
2012-01-19,25.592501000000002
2012-01-20,25.145
2012-01-23,24.9
2012-01-24,25.252501000000002
2012-01-25,25.139999
2012-01-26,25.215
2012-01-27,25.262501
2012-01-30,24.969998999999998
2012-01-31,25.16
2012-02-01,25.627501000000002
2012-02-02,26.514999
2012-02-03,26.7575
2012-02-06,26.84
2012-02-07,26.745001000000002
2012-02-08,27.0875
2012-02-09,28.105
2012-02-10,28.475
2012-02-13,28.1775
2012-02-14,28.809998999999998
2012-02-15,28.775
2012-02-16,28.450001
2012-02-17,28.752501000000002
2012-02-21,28.549999
2012-02-22,29.09
2012-02-23,29.120001000000002
2012-02-24,29.385
2012-02-27,29.215
2012-02-28,29.737499
2012-02-29,29.092501000000002
2012-03-01,29.295
2012-03-02,29.040001
2012-03-05,29.059998999999998
2012-03-06,28.709999
2012-03-07,28.91
2012-03-08,29.4925
2012-03-09,29.2925
2012-03-12,29.1325
2012-03-13,29.317498999999998
2012-03-14,29.1875
2012-03-15,29.25
2012-03-16,29.17
2012-03-19,29.709999
2012-03-20,29.129998999999998
2012-03-21,29.1875
2012-03-22,29.32
2012-03-23,29.695
2012-03-26,30.014999
2012-03-27,29.952499
2012-03-28,29.8375
2012-03-29,29.75
2012-03-30,29.5
2012-04-02,29.745001000000002
2012-04-03,30.09
2012-04-04,29.745001000000002
2012-04-05,30.252501000000002
2012-04-09,29.875
2012-04-10,29.184998999999998
2012-04-11,29.344998999999998
2012-04-12,30.254998999999998
2012-04-13,30.790001
2012-04-16,30.2075
2012-04-17,30.52
2012-04-18,30.445
2012-04-19,30.297501
2012-04-20,30.252501000000002
2012-04-23,29.525
2012-04-24,29.7325
2012-04-25,30.4475
2012-04-26,30.797501
2012-04-27,30.879998999999998
2012-04-30,30.745001000000002
2012-05-01,30.772499
2012-05-02,30.547501
2012-05-03,29.102501
2012-05-04,29.4475
2012-05-07,29.627501000000002
2012-05-08,29.535
2012-05-09,29.355
2012-05-10,29.5425
2012-05-11,29.48
2012-05-14,29.18
2012-05-15,29.1525
2012-05-16,29.3825
2012-05-17,28.752501000000002
2012-05-18,28.16
2012-05-21,29.055
2012-05-22,29.5975
2012-05-23,29.7925
2012-05-24,29.942498999999998
2012-05-25,29.842501000000002
2012-05-29,30.07
2012-05-30,29.372498999999998
2012-05-31,28.799999
2012-06-01,28.0625
2012-06-04,28.540001
2012-06-05,28.452499
2012-06-06,29.084999
2012-06-07,29.202499
2012-06-08,29.145
2012-06-11,29.0875
2012-06-12,29.290001
2012-06-13,28.725
2012-06-14,29.122498999999998
2012-06-15,29.6
2012-06-18,30.025
2012-06-19,30.3375
2012-06-20,30.647499
2012-06-21,29.870001000000002
2012-06-22,31.237499
2012-06-25,30.317498999999998
2012-06-26,30.790001
2012-06-27,30.860001
2012-06-28,30.379998999999998
2012-06-29,30.907498999999998
2012-07-02,31.655001000000002
2012-07-03,31.584999
2012-07-05,31.752501000000002
2012-07-06,31.32
2012-07-09,30.9125
2012-07-10,30.57
2012-07-11,30.184998999999998
2012-07-12,30.66
2012-07-13,31.022499
2012-07-16,31.7875
2012-07-17,32.057499
2012-07-18,31.955
2012-07-19,31.3475
2012-07-20,31.4375
2012-07-23,31.1175
2012-07-24,30.6625
2012-07-25,30.549999
2012-07-26,31.692498999999998
2012-07-27,32.285
2012-07-30,32.709998999999996
2012-07-31,32.267502
2012-08-01,31.865
2012-08-02,32.317501
2012-08-03,32.744999
2012-08-06,32.7575
2012-08-07,32.599998
2012-08-08,32.787498
2012-08-09,32.127499
2012-08-10,32.272498999999996
2012-08-13,32.080002
2012-08-14,32.4725
2012-08-15,32.264998999999996
2012-08-16,32.419998
2012-08-17,32.172501000000004
2012-08-20,32.040001000000004
2012-08-21,31.879998999999998
2012-08-22,32.025002
2012-08-23,31.7875
2012-08-24,31.665001
2012-08-27,31.915001
2012-08-28,31.85
2012-08-29,32.005001
2012-08-30,31.674999
2012-08-31,32.0625
2012-09-04,32.130001
2012-09-05,31.9025
2012-09-06,32.375
2012-09-07,32.427502000000004
2012-09-10,32.169998
2012-09-11,32.872501
2012-09-12,33.365002000000004
2012-09-13,33.744999
2012-09-14,33.5625
2012-09-17,33.467499
2012-09-18,33.415001000000004
2012-09-19,33.697497999999996
