Date,NXPI
2011-06-08,25.450001
2011-06-09,25.120001000000002
2011-06-10,24.34
2011-06-13,24.129998999999998
2011-06-14,25.389999
2011-06-15,24.01
2011-06-16,24.299999
2011-06-17,22.65
2011-06-20,22.85
2011-06-21,23.540001
2011-06-22,23.200001
2011-06-23,23.41
2011-06-24,23.459999
2011-06-27,23.67
2011-06-28,25.18
2011-06-29,25.309998999999998
2011-06-30,26.73
2011-07-01,27.51
2011-07-05,26.91
2011-07-06,26.4
2011-07-07,26.540001
2011-07-08,26.07
2011-07-11,25.01
2011-07-12,23.209999
2011-07-13,22.76
2011-07-14,22.1
2011-07-15,21.690001000000002
2011-07-18,21.17
2011-07-19,22.1
2011-07-20,22.059998999999998
2011-07-21,21.719998999999998
2011-07-22,22.74
2011-07-25,21.82
2011-07-26,22.02
2011-07-27,20.52
2011-07-28,20.540001
2011-07-29,19.780001000000002
2011-08-01,19.309998999999998
2011-08-02,18.790001
2011-08-03,19.1
2011-08-04,17.09
2011-08-05,14.92
2011-08-08,14.03
2011-08-09,16.610001
2011-08-10,16.35
2011-08-11,18.5
2011-08-12,18.01
2011-08-15,18.690001000000002
2011-08-16,18.040001
2011-08-17,17.74
2011-08-18,16.67
2011-08-19,15.94
2011-08-22,16.110001
2011-08-23,16.91
2011-08-24,16.66
2011-08-25,16.07
2011-08-26,16.52
2011-08-29,17.16
2011-08-30,16.74
2011-08-31,16.290001
2011-09-01,16.530001000000002
2011-09-02,16.41
2011-09-06,15.9
2011-09-07,17.48
2011-09-08,17.17
2011-09-09,16.530001000000002
2011-09-12,17.209999
2011-09-13,18.110001
2011-09-14,19.1
2011-09-15,20.290001
2011-09-16,19.860001
2011-09-19,18.700001
2011-09-20,17.93
2011-09-21,17.120001000000002
2011-09-22,16.860001
2011-09-23,16.82
2011-09-26,16.6
2011-09-27,17.290001
2011-09-28,16.440001000000002
2011-09-29,14.99
2011-09-30,14.12
2011-10-03,13.68
2011-10-04,14.58
2011-10-05,14.94
2011-10-06,15.53
2011-10-07,15.31
2011-10-10,16.209999
2011-10-11,16.059998999999998
2011-10-12,16.93
2011-10-13,17.16
2011-10-14,17.32
2011-10-17,16.540001
2011-10-18,17.23
2011-10-19,16.459999
2011-10-20,15.91
2011-10-21,15.98
2011-10-24,18.0
2011-10-25,17.639999
2011-10-26,18.4
2011-10-27,19.66
2011-10-28,19.030001000000002
2011-10-31,17.969998999999998
2011-11-01,16.84
2011-11-02,17.26
2011-11-03,17.389999
2011-11-04,17.719998999999998
2011-11-07,17.17
2011-11-08,16.84
2011-11-09,15.6
2011-11-10,15.59
2011-11-11,16.620001000000002
2011-11-14,16.530001000000002
2011-11-15,17.49
2011-11-16,17.48
2011-11-17,16.559998999999998
2011-11-18,16.27
2011-11-21,15.86
2011-11-22,15.56
2011-11-23,15.21
2011-11-25,15.0
2011-11-28,15.53
2011-11-29,15.27
2011-11-30,16.9
2011-12-01,17.09
2011-12-02,17.52
2011-12-05,17.74
2011-12-06,17.68
2011-12-07,18.549999
2011-12-08,17.799999
2011-12-09,17.639999
2011-12-12,16.59
2011-12-13,15.35
2011-12-14,15.14
2011-12-15,15.29
2011-12-16,15.31
2011-12-19,14.32
2011-12-20,14.95
2011-12-21,14.76
2011-12-22,15.8
2011-12-23,15.82
2011-12-27,15.78
2011-12-28,15.14
2011-12-29,15.41
2011-12-30,15.37
2012-01-03,16.01
2012-01-04,16.17
2012-01-05,16.5
2012-01-06,16.9
2012-01-09,17.68
2012-01-10,17.440001000000002
2012-01-11,17.58
2012-01-12,17.6
2012-01-13,17.16
2012-01-17,17.190001000000002
2012-01-18,18.98
2012-01-19,19.24
2012-01-20,20.559998999999998
2012-01-23,20.549999
2012-01-24,21.75
2012-01-25,21.040001
2012-01-26,21.299999
2012-01-27,21.77
2012-01-30,20.870001000000002
2012-01-31,21.23
2012-02-01,22.07
2012-02-02,22.059998999999998
2012-02-03,22.75
2012-02-06,21.74
2012-02-07,21.780001000000002
2012-02-08,21.879998999999998
2012-02-09,21.99
2012-02-10,21.629998999999998
2012-02-13,22.620001000000002
2012-02-14,23.65
2012-02-15,24.950001
2012-02-16,25.83
2012-02-17,25.370001000000002
2012-02-21,24.25
2012-02-22,23.65
2012-02-23,24.549999
2012-02-24,24.98
2012-02-27,24.889999
2012-02-28,25.09
2012-02-29,24.799999
2012-03-01,24.290001
2012-03-02,23.59
2012-03-05,23.049999
2012-03-06,22.549999
2012-03-07,23.469998999999998
2012-03-08,24.969998999999998
2012-03-09,25.639999
2012-03-12,24.58
2012-03-13,24.870001000000002
2012-03-14,25.66
2012-03-15,25.620001000000002
2012-03-16,26.27
2012-03-19,26.33
2012-03-20,25.860001
2012-03-21,26.049999
2012-03-22,26.27
2012-03-23,26.969998999999998
2012-03-26,26.870001000000002
2012-03-27,26.91
2012-03-28,26.889999
2012-03-29,26.610001
2012-03-30,26.610001
2012-04-02,26.120001000000002
2012-04-03,25.4
2012-04-04,25.5
2012-04-05,25.76
2012-04-09,25.16
2012-04-10,23.709999
2012-04-11,23.860001
2012-04-12,24.799999
2012-04-13,24.15
2012-04-16,24.74
2012-04-17,24.959999
2012-04-18,25.02
2012-04-19,24.09
2012-04-20,23.190001000000002
2012-04-23,23.43
2012-04-24,23.9
2012-04-25,24.07
2012-04-26,25.02
2012-04-27,26.32
2012-04-30,25.85
2012-05-01,25.76
2012-05-02,26.0
2012-05-03,25.34
2012-05-04,24.370001000000002
2012-05-07,23.940001000000002
2012-05-08,24.1
2012-05-09,23.530001000000002
2012-05-10,23.530001000000002
2012-05-11,24.09
2012-05-14,23.4
2012-05-15,22.950001
2012-05-16,21.51
2012-05-17,20.459999
2012-05-18,19.65
2012-05-21,21.08
2012-05-22,21.129998999999998
2012-05-23,21.809998999999998
2012-05-24,21.25
2012-05-25,21.84
2012-05-29,22.25
2012-05-30,21.530001000000002
2012-05-31,21.110001
2012-06-01,19.41
2012-06-04,18.809998999999998
2012-06-05,19.389999
2012-06-06,20.18
2012-06-07,19.879998999999998
2012-06-08,20.25
2012-06-11,19.780001000000002
2012-06-12,20.24
2012-06-13,19.950001
2012-06-14,20.18
2012-06-15,20.4
2012-06-18,20.620001000000002
2012-06-19,21.08
2012-06-20,21.57
2012-06-21,20.200001
2012-06-22,21.32
2012-06-25,20.700001
2012-06-26,21.01
2012-06-27,21.33
2012-06-28,21.48
2012-06-29,23.23
2012-07-02,23.110001
2012-07-03,23.57
2012-07-05,23.139999
2012-07-06,22.34
2012-07-09,22.129998999999998
2012-07-10,21.16
2012-07-11,20.98
2012-07-12,20.219998999999998
2012-07-13,20.379998999999998
2012-07-16,20.370001000000002
2012-07-17,20.030001000000002
2012-07-18,21.860001
2012-07-19,22.940001000000002
2012-07-20,22.41
2012-07-23,21.98
2012-07-24,22.620001000000002
2012-07-25,22.469998999999998
2012-07-26,23.059998999999998
2012-07-27,23.82
2012-07-30,23.120001000000002
2012-07-31,22.59
2012-08-01,22.059998999999998
2012-08-02,21.549999
2012-08-03,22.299999
2012-08-06,22.85
2012-08-07,24.26
2012-08-08,23.809998999999998
2012-08-09,23.73
2012-08-10,24.26
2012-08-13,23.99
2012-08-14,24.540001
2012-08-15,25.01
2012-08-16,25.74
2012-08-17,26.040001
2012-08-20,24.959999
2012-08-21,24.299999
2012-08-22,23.73
2012-08-23,23.719998999999998
2012-08-24,23.74
2012-08-27,24.51
2012-08-28,23.82
2012-08-29,23.51
2012-08-30,22.82
2012-08-31,23.32
2012-09-04,22.959999
2012-09-05,23.23
2012-09-06,24.469998999999998
2012-09-07,24.82
2012-09-10,23.549999
2012-09-11,24.67
2012-09-12,25.01
2012-09-13,26.43
2012-09-14,26.67
2012-09-17,26.469998999999998
2012-09-18,26.629998999999998
2012-09-19,26.32
2012-09-20,25.84
2012-09-21,25.709999
2012-09-24,25.42
2012-09-25,24.200001
2012-09-26,23.76
2012-09-27,25.370001000000002
2012-09-28,25.01
2012-10-01,25.1
2012-10-02,25.040001
2012-10-03,24.549999
2012-10-04,24.549999
2012-10-05,25.280001000000002
2012-10-08,25.030001000000002
2012-10-09,24.459999
2012-10-10,23.200001
2012-10-11,22.700001
2012-10-12,21.959999
2012-10-15,22.940001000000002
2012-10-16,23.43
2012-10-17,23.190001000000002
2012-10-18,23.200001
2012-10-19,22.209999
2012-10-22,21.719998999999998
2012-10-23,22.620001000000002
2012-10-24,20.93
2012-10-25,23.49
2012-10-26,24.02
2012-10-31,24.26
2012-11-01,26.190001000000002
2012-11-02,25.690001000000002
2012-11-05,25.82
2012-11-06,25.76
2012-11-07,25.41
2012-11-08,25.33
2012-11-09,25.030001000000002
2012-11-12,25.200001
2012-11-13,24.459999
2012-11-14,24.120001000000002
2012-11-15,22.99
2012-11-16,22.690001000000002
2012-11-19,23.51
2012-11-20,23.299999
2012-11-21,23.35
2012-11-23,24.0
2012-11-26,23.98
2012-11-27,23.879998999999998
2012-11-28,24.190001000000002
2012-11-29,24.969998999999998
2012-11-30,24.48
2012-12-03,24.33
2012-12-04,24.129998999999998
2012-12-05,24.49
2012-12-06,24.0
2012-12-07,23.309998999999998
2012-12-10,23.82
2012-12-11,25.040001
2012-12-12,25.120001000000002
2012-12-13,24.99
2012-12-14,24.5
2012-12-17,25.389999
2012-12-18,25.99
2012-12-19,25.85
2012-12-20,26.059998999999998
2012-12-21,25.35
2012-12-24,25.4
2012-12-26,25.440001000000002
2012-12-27,25.43
2012-12-28,25.360001
2012-12-31,26.32
2013-01-02,27.83
2013-01-03,27.690001000000002
2013-01-04,27.34
2013-01-07,27.139999
2013-01-08,26.549999
2013-01-09,26.91
2013-01-10,28.309998999999998
2013-01-11,28.0
2013-01-14,28.370001000000002
2013-01-15,28.290001
2013-01-16,29.299999
2013-01-17,29.98
2013-01-18,29.629998999999998
2013-01-22,29.209999
2013-01-23,29.5
2013-01-24,29.51
2013-01-25,30.09
2013-01-28,30.5
2013-01-29,29.51
2013-01-30,29.98
2013-01-31,30.0
2013-02-01,30.76
2013-02-04,29.35
2013-02-05,29.82
2013-02-06,30.450001
2013-02-07,30.48
2013-02-08,31.959999
2013-02-11,32.110001000000004
2013-02-12,32.57
2013-02-13,32.790001000000004
2013-02-14,32.650002
2013-02-15,32.25
2013-02-19,32.709998999999996
2013-02-20,31.52
2013-02-21,31.02
2013-02-22,31.549999
2013-02-25,31.440001000000002
2013-02-26,31.360001
2013-02-27,32.299999
2013-02-28,32.32
2013-03-01,32.189999
2013-03-04,31.76
2013-03-05,32.48
2013-03-06,32.189999
2013-03-07,32.029999
2013-03-08,31.43
2013-03-11,31.59
2013-03-12,31.32
2013-03-13,31.23
2013-03-14,31.540001
2013-03-15,31.209999
2013-03-18,29.719998999999998
2013-03-19,29.68
2013-03-20,29.950001
2013-03-21,29.5
2013-03-22,29.92
2013-03-25,29.92
2013-03-26,29.85
2013-03-27,29.860001
2013-03-28,30.290001
2013-04-01,28.860001
2013-04-02,28.42
2013-04-03,27.5
2013-04-04,28.200001
2013-04-05,28.549999
2013-04-08,28.9
2013-04-09,29.690001000000002
2013-04-10,30.0
2013-04-11,29.860001
2013-04-12,29.139999
2013-04-15,27.440001000000002
2013-04-16,28.57
2013-04-17,26.559998999999998
2013-04-18,25.42
2013-04-19,25.290001
2013-04-22,25.77
2013-04-23,26.74
2013-04-24,27.15
2013-04-25,27.469998999999998
2013-04-26,27.33
2013-04-29,27.6
2013-04-30,27.549999
2013-05-01,26.76
2013-05-02,27.24
2013-05-03,28.02
2013-05-06,28.209999
2013-05-07,28.540001
2013-05-08,29.040001
2013-05-09,29.23
2013-05-10,30.219998999999998
2013-05-13,29.68
2013-05-14,30.24
2013-05-15,30.780001000000002
2013-05-16,30.17
2013-05-17,30.200001
2013-05-20,30.17
2013-05-21,30.0
2013-05-22,29.25
2013-05-23,29.15
2013-05-24,29.65
2013-05-28,30.309998999999998
2013-05-29,30.58
2013-05-30,31.42
2013-05-31,30.85
2013-06-03,30.49
2013-06-04,31.450001
2013-06-05,30.57
2013-06-06,30.1
2013-06-07,30.59
2013-06-10,30.58
2013-06-11,29.73
2013-06-12,29.379998999999998
2013-06-13,30.309998999999998
2013-06-14,30.6
2013-06-17,31.219998999999998
2013-06-18,32.009997999999996
2013-06-19,31.639999
2013-06-20,30.549999
2013-06-21,30.9
2013-06-24,29.15
2013-06-25,29.9
2013-06-26,30.17
2013-06-27,31.120001000000002
2013-06-28,31.02
2013-07-01,31.18
2013-07-02,31.35
2013-07-03,31.639999
2013-07-05,32.349998
2013-07-08,31.389999
2013-07-09,31.67
2013-07-10,31.65
2013-07-11,32.150002
2013-07-12,32.529999
2013-07-15,32.860001000000004
2013-07-16,33.310001
2013-07-17,33.669998
2013-07-18,33.09
2013-07-19,32.689999
2013-07-22,32.959998999999996
2013-07-23,33.880001
2013-07-24,33.52
2013-07-25,33.25
2013-07-26,33.27
2013-07-29,33.139998999999996
2013-07-30,33.130001
2013-07-31,32.650002
2013-08-01,34.830002
2013-08-02,35.77
2013-08-05,35.779999
2013-08-06,35.139998999999996
2013-08-07,35.27
2013-08-08,35.580002
2013-08-09,35.18
2013-08-12,35.939999
2013-08-13,35.799999
2013-08-14,36.009997999999996
2013-08-15,34.900002
2013-08-16,35.439999
2013-08-19,35.389998999999996
2013-08-20,35.529999
2013-08-21,34.779999
2013-08-22,36.07
2013-08-23,36.150002
2013-08-26,36.299999
2013-08-27,35.470001
2013-08-28,37.240002000000004
2013-08-29,37.93
2013-08-30,37.169998
2013-09-03,37.919998
2013-09-04,38.790001000000004
2013-09-05,38.990002000000004
2013-09-06,38.080002
2013-09-09,38.509997999999996
2013-09-10,39.110001000000004
2013-09-11,38.810001
2013-09-12,38.02
2013-09-13,37.650002
2013-09-16,37.740002000000004
2013-09-17,37.790001000000004
2013-09-18,37.68
2013-09-19,37.580002
2013-09-20,38.080002
2013-09-23,37.02
2013-09-24,37.450001
2013-09-25,37.150002
2013-09-26,37.299999
2013-09-27,37.220001
2013-09-30,37.209998999999996
2013-10-01,37.880001
2013-10-02,37.82
2013-10-03,37.860001000000004
2013-10-04,38.669998
2013-10-07,37.900002
2013-10-08,36.580002
2013-10-09,36.630001
2013-10-10,37.330002
2013-10-11,38.18
2013-10-14,38.240002000000004
2013-10-15,37.470001
2013-10-16,37.950001
2013-10-17,37.52
2013-10-18,37.91
2013-10-21,38.290001000000004
2013-10-22,37.290001000000004
2013-10-23,36.029999
2013-10-24,39.580002
2013-10-25,39.900002
2013-10-28,41.02
2013-10-29,41.970001
2013-10-30,41.290001000000004
2013-10-31,42.139998999999996
2013-11-01,42.18
2013-11-04,42.48
2013-11-05,42.439999
2013-11-06,42.09
2013-11-07,40.720001
2013-11-08,41.59
2013-11-11,41.34
2013-11-12,41.220001
2013-11-13,41.68
2013-11-14,41.529999
2013-11-15,41.98
2013-11-18,41.169998
2013-11-19,40.32
2013-11-20,40.450001
2013-11-21,41.0
2013-11-22,41.060001
2013-11-25,40.450001
2013-11-26,42.48
2013-11-27,42.0
2013-11-29,42.5
2013-12-02,42.779999
2013-12-03,42.93
2013-12-04,43.450001
2013-12-05,43.860001000000004
2013-12-06,44.23
2013-12-09,43.549999
2013-12-10,42.5
2013-12-11,41.939999
2013-12-12,42.18
2013-12-13,42.509997999999996
2013-12-16,42.84
2013-12-17,43.450001
2013-12-18,43.52
2013-12-19,43.099998
2013-12-20,43.52
2013-12-23,45.200001
2013-12-24,45.080002
2013-12-26,45.099998
2013-12-27,45.32
2013-12-30,45.950001
2013-12-31,45.93
2014-01-02,43.919998
2014-01-03,43.560001
2014-01-06,43.119999
2014-01-07,42.970001
2014-01-08,43.830002
2014-01-09,43.060001
2014-01-10,43.0
2014-01-13,42.939999
2014-01-14,44.119999
2014-01-15,45.389998999999996
2014-01-16,46.0
2014-01-17,46.720001
2014-01-21,46.66
2014-01-22,47.849998
2014-01-23,47.849998
2014-01-24,45.580002
2014-01-27,46.0
2014-01-28,46.689999
2014-01-29,47.259997999999996
2014-01-30,47.849998
2014-01-31,48.349998
2014-02-03,45.82
2014-02-04,47.0
2014-02-05,47.0
2014-02-06,49.599998
2014-02-07,52.049999
2014-02-10,52.240002000000004
2014-02-11,52.080002
2014-02-12,52.630001
2014-02-13,53.619999
2014-02-14,55.599998
2014-02-18,56.790001000000004
2014-02-19,56.790001000000004
2014-02-20,56.740002000000004
2014-02-21,56.150002
2014-02-24,55.549999
2014-02-25,56.02
2014-02-26,55.549999
2014-02-27,56.599998
2014-02-28,56.23
2014-03-03,55.91
2014-03-04,57.84
2014-03-05,57.580002
2014-03-06,59.91
2014-03-07,58.560001
2014-03-10,57.139998999999996
2014-03-11,56.810001
2014-03-12,57.529999
2014-03-13,57.349998
2014-03-14,57.619999
2014-03-17,58.41
2014-03-18,58.73
2014-03-19,58.860001000000004
2014-03-20,59.849998
2014-03-21,57.970001
2014-03-24,56.439999
2014-03-25,56.950001
2014-03-26,58.09
2014-03-27,57.259997999999996
2014-03-28,57.66
2014-03-31,58.810001
2014-04-01,60.93
2014-04-02,61.34
2014-04-03,61.91
2014-04-04,57.330002
2014-04-07,55.720001
2014-04-08,58.240002000000004
2014-04-09,59.330002
2014-04-10,57.369999
2014-04-11,56.220001
2014-04-14,56.400002
2014-04-15,57.630001
2014-04-16,57.91
2014-04-17,58.200001
2014-04-21,60.09
2014-04-22,60.619999
2014-04-23,60.52
2014-04-24,62.0
2014-04-25,58.869999
2014-04-28,58.02
2014-04-29,59.240002000000004
2014-04-30,59.619999
2014-05-01,60.459998999999996
2014-05-02,61.779999
2014-05-05,61.220001
2014-05-06,60.540001000000004
2014-05-07,60.220001
2014-05-08,60.709998999999996
2014-05-09,59.77
2014-05-12,62.619999
2014-05-13,60.709998999999996
2014-05-14,59.540001000000004
2014-05-15,59.650002
2014-05-16,60.25
2014-05-19,60.540001000000004
2014-05-20,60.790001000000004
2014-05-21,60.41
2014-05-22,60.540001000000004
2014-05-23,61.66
2014-05-27,62.41
2014-05-28,61.810001
2014-05-29,62.029999
2014-05-30,62.099998
2014-06-02,62.400002
2014-06-03,62.689999
2014-06-04,62.5
2014-06-05,63.400002
2014-06-06,63.18
2014-06-09,63.700001
2014-06-10,64.400002
2014-06-11,63.68
2014-06-12,62.27
2014-06-13,62.290001000000004
2014-06-16,62.529999
2014-06-17,63.299999
2014-06-18,62.919998
2014-06-19,64.989998
2014-06-20,66.440002
2014-06-23,66.059998
2014-06-24,64.440002
2014-06-25,64.58000200000001
2014-06-26,63.889998999999996
2014-06-27,65.010002
2014-06-30,66.18
2014-07-01,67.150002
2014-07-02,66.599998
2014-07-03,67.360001
2014-07-07,66.910004
2014-07-08,65.66999799999999
2014-07-09,66.389999
2014-07-10,65.43
2014-07-11,66.41999799999999
2014-07-14,66.349998
2014-07-15,65.760002
2014-07-16,67.029999
2014-07-17,64.93
2014-07-18,66.610001
2014-07-21,66.279999
2014-07-22,66.25
2014-07-23,64.540001
2014-07-24,65.33000200000001
2014-07-25,63.0
2014-07-28,62.34
2014-07-29,61.689999
2014-07-30,63.380001
2014-07-31,62.349998
2014-08-01,62.400002
2014-08-04,62.73
2014-08-05,61.98
2014-08-06,62.939999
2014-08-07,60.5
2014-08-08,61.09
2014-08-11,61.700001
2014-08-12,62.52
2014-08-13,63.02
2014-08-14,63.720001
2014-08-15,63.889998999999996
2014-08-18,63.23
2014-08-19,63.259997999999996
2014-08-20,64.199997
2014-08-21,64.029999
2014-08-22,65.43
2014-08-25,65.540001
2014-08-26,64.739998
2014-08-27,65.540001
2014-08-28,66.959999
2014-08-29,68.519997
2014-09-02,69.07
2014-09-03,69.25
2014-09-04,69.43
2014-09-05,70.989998
2014-09-08,71.190002
2014-09-09,70.019997
2014-09-10,70.629997
2014-09-11,71.339996
2014-09-12,69.980003
2014-09-15,68.559998
2014-09-16,70.260002
2014-09-17,70.730003
2014-09-18,73.010002
2014-09-19,71.989998
2014-09-22,70.800003
2014-09-23,72.0
2014-09-24,72.209999
2014-09-25,69.809998
2014-09-26,71.089996
2014-09-29,70.279999
2014-09-30,68.43
2014-10-01,66.010002
2014-10-02,66.309998
2014-10-03,67.370003
2014-10-06,66.209999
2014-10-07,65.199997
2014-10-08,66.160004
2014-10-09,64.339996
2014-10-10,56.34
2014-10-13,53.900002
2014-10-14,56.580002
2014-10-15,58.610001000000004
2014-10-16,61.060001
2014-10-17,60.419998
2014-10-20,61.5
2014-10-21,64.639999
2014-10-22,64.129997
2014-10-23,64.18
2014-10-24,65.529999
2014-10-27,65.760002
2014-10-28,67.57
2014-10-29,67.050003
2014-10-30,65.410004
2014-10-31,68.660004
2014-11-03,69.25
2014-11-04,69.66999799999999
2014-11-05,73.360001
2014-11-06,73.470001
2014-11-07,73.540001
2014-11-10,74.389999
2014-11-11,73.839996
2014-11-12,73.400002
2014-11-13,72.58000200000001
2014-11-14,73.730003
2014-11-17,74.370003
2014-11-18,74.550003
2014-11-19,73.0
2014-11-20,74.139999
2014-11-21,74.849998
2014-11-24,76.18
2014-11-25,76.150002
2014-11-26,77.849998
2014-11-28,77.809998
2014-12-01,75.879997
2014-12-02,75.360001
2014-12-03,76.849998
2014-12-04,76.139999
2014-12-05,77.230003
2014-12-08,76.110001
2014-12-09,76.779999
2014-12-10,75.150002
2014-12-11,74.949997
2014-12-12,73.389999
2014-12-15,72.129997
2014-12-16,72.690002
2014-12-17,75.43
2014-12-18,77.82
2014-12-19,76.489998
2014-12-22,77.290001
2014-12-23,76.269997
2014-12-24,76.75
2014-12-26,76.620003
2014-12-29,76.279999
2014-12-30,75.58000200000001
2014-12-31,76.400002
2015-01-02,76.809998
2015-01-05,76.0
2015-01-06,72.379997
2015-01-07,74.33000200000001
2015-01-08,77.839996
2015-01-09,80.32
2015-01-12,80.349998
2015-01-13,79.239998
2015-01-14,80.07
2015-01-15,76.610001
2015-01-16,77.910004
2015-01-20,78.779999
2015-01-21,79.300003
2015-01-22,79.059998
2015-01-23,80.230003
2015-01-26,79.120003
2015-01-27,78.029999
2015-01-28,79.129997
2015-01-29,79.870003
2015-01-30,79.339996
2015-02-02,77.870003
2015-02-03,79.739998
2015-02-04,79.75
2015-02-05,78.269997
2015-02-06,82.290001
2015-02-09,80.970001
2015-02-10,81.959999
2015-02-11,83.860001
2015-02-12,85.389999
2015-02-13,84.790001
2015-02-17,83.720001
2015-02-18,85.360001
2015-02-19,85.66999799999999
2015-02-20,84.660004
2015-02-23,84.5
2015-02-24,85.910004
2015-02-25,84.900002
2015-02-26,84.959999
2015-02-27,84.900002
2015-03-02,99.559998
2015-03-03,98.730003
2015-03-04,99.470001
2015-03-05,98.66999799999999
2015-03-06,98.480003
2015-03-09,98.720001
2015-03-10,97.550003
2015-03-11,97.949997
2015-03-12,98.58000200000001
2015-03-13,104.66999799999999
2015-03-16,104.370003
2015-03-17,103.83000200000001
