Date,CTSH
1999-10-11,0.638021
1999-10-12,0.617188
1999-10-13,0.598958
1999-10-14,0.59375
1999-10-15,0.570313
1999-10-18,0.677083
1999-10-19,0.815104
1999-10-20,0.966146
1999-10-21,0.880208
1999-10-22,0.914063
1999-10-25,0.955729
1999-10-26,0.963542
1999-10-27,0.9375
1999-10-28,0.911458
1999-10-29,0.957031
1999-11-01,1.059896
1999-11-02,1.119792
1999-11-03,1.09375
1999-11-04,1.088542
1999-11-05,1.140625
1999-11-08,1.104167
1999-11-09,1.0143229999999999
1999-11-10,1.052083
1999-11-11,1.109375
1999-11-12,1.083333
1999-11-15,1.065104
1999-11-16,1.075521
1999-11-17,0.994792
1999-11-18,1.0390629999999998
1999-11-19,1.065104
1999-11-22,1.080729
1999-11-23,1.166667
1999-11-24,1.166667
1999-11-26,1.190104
1999-11-29,1.2421879999999998
1999-11-30,1.2486979999999999
1999-12-01,1.205729
1999-12-02,1.2890629999999998
1999-12-03,1.356771
1999-12-06,1.434896
1999-12-07,1.497396
1999-12-08,1.645833
1999-12-09,1.666667
1999-12-10,1.640625
1999-12-13,1.614583
1999-12-14,1.65625
1999-12-15,1.5143229999999999
1999-12-16,1.520833
1999-12-17,1.5325520000000001
1999-12-20,1.4609379999999998
1999-12-21,1.890625
1999-12-22,2.4375
1999-12-23,2.276042
1999-12-27,2.0494790000000003
1999-12-28,2.070964
1999-12-29,2.1223959999999997
1999-12-30,2.3567709999999997
1999-12-31,2.277344
2000-01-03,2.0
2000-01-04,1.932292
2000-01-05,2.039063
2000-01-06,1.934896
2000-01-07,1.958333
2000-01-10,1.9960939999999998
2000-01-11,1.9752599999999998
2000-01-12,1.890625
2000-01-13,1.958333
2000-01-14,1.901042
2000-01-18,1.695313
2000-01-19,1.830729
2000-01-20,1.7695310000000002
2000-01-21,1.708333
2000-01-24,1.828125
2000-01-25,1.869792
2000-01-26,1.895833
2000-01-27,1.895833
2000-01-28,1.867188
2000-01-31,1.567708
2000-02-01,1.833333
2000-02-02,1.916667
2000-02-03,1.942708
2000-02-04,2.015625
2000-02-07,2.2630209999999997
2000-02-08,2.5755209999999997
2000-02-09,2.548177
2000-02-10,2.578125
2000-02-11,2.708333
2000-02-14,2.6901040000000003
2000-02-15,2.6588540000000003
2000-02-16,2.583333
2000-02-17,2.5598959999999997
2000-02-18,2.4088540000000003
2000-02-22,2.397135
2000-02-23,2.373698
2000-02-24,2.270833
2000-02-25,2.354167
2000-02-28,2.248698
2000-02-29,2.273438
2000-03-01,2.255208
2000-03-02,2.4661459999999997
2000-03-03,2.522135
2000-03-06,2.632813
2000-03-07,2.552083
2000-03-08,2.555339
2000-03-09,2.734375
2000-03-10,2.5598959999999997
2000-03-13,2.5
2000-03-14,2.333333
2000-03-15,2.101563
2000-03-16,2.041667
2000-03-17,2.34375
2000-03-20,2.367188
2000-03-21,2.4869790000000003
2000-03-22,2.580078
2000-03-23,2.703125
2000-03-24,2.773438
2000-03-27,2.864583
2000-03-28,2.911458
2000-03-29,2.75
2000-03-30,2.484375
2000-03-31,2.604167
2000-04-03,2.25
2000-04-04,2.3463540000000003
2000-04-05,2.166667
2000-04-06,2.2473959999999997
2000-04-07,2.177083
2000-04-10,1.882813
2000-04-11,1.958333
2000-04-12,1.833333
2000-04-13,1.7825520000000001
2000-04-14,1.453125
2000-04-17,1.5
2000-04-18,1.59375
2000-04-19,1.755208
2000-04-20,1.869792
2000-04-24,1.84375
2000-04-25,1.908854
2000-04-26,1.835938
2000-04-27,1.828125
2000-04-28,1.911458
2000-05-01,2.208984
2000-05-02,2.2630209999999997
2000-05-03,2.0963540000000003
2000-05-04,2.3125
2000-05-05,2.3776040000000003
2000-05-08,2.479167
2000-05-09,2.4869790000000003
2000-05-10,2.380208
2000-05-11,2.364583
2000-05-12,2.359375
2000-05-15,2.53125
2000-05-16,2.552083
2000-05-17,2.619792
2000-05-18,2.625
2000-05-19,2.53125
2000-05-22,2.640625
2000-05-23,2.395833
2000-05-24,2.416667
2000-05-25,2.260417
2000-05-26,2.244792
2000-05-30,2.171875
2000-05-31,2.333333
2000-06-01,2.354167
2000-06-02,2.397135
2000-06-05,2.317708
2000-06-06,2.2838540000000003
2000-06-07,2.234375
2000-06-08,2.239583
2000-06-09,2.229167
2000-06-12,2.0963540000000003
2000-06-13,2.0625
2000-06-14,2.036458
2000-06-15,1.875
2000-06-16,1.96875
2000-06-19,1.916667
2000-06-20,2.010417
2000-06-21,1.947266
2000-06-22,1.734375
2000-06-23,1.791667
2000-06-26,1.776042
2000-06-27,1.695313
2000-06-28,1.625
2000-06-29,1.578125
2000-06-30,1.3828129999999998
2000-07-03,1.40625
2000-07-05,1.348958
2000-07-06,1.489583
2000-07-07,1.609375
2000-07-10,1.625
2000-07-11,1.625
2000-07-12,1.580729
2000-07-13,1.5625
2000-07-14,1.854167
2000-07-17,1.822917
2000-07-18,1.953125
2000-07-19,1.809896
2000-07-20,1.851563
2000-07-21,1.838542
2000-07-24,1.791016
2000-07-25,1.942057
2000-07-26,1.973958
2000-07-27,1.953125
2000-07-28,1.734375
2000-07-31,1.713542
2000-08-01,1.645833
2000-08-02,1.75
2000-08-03,1.838542
2000-08-04,1.921875
2000-08-07,1.776042
2000-08-08,1.708333
2000-08-09,1.677083
2000-08-10,1.697917
2000-08-11,1.776042
2000-08-14,1.75
2000-08-15,1.674479
2000-08-16,1.8125
2000-08-17,1.785807
2000-08-18,1.783854
2000-08-21,1.791667
2000-08-22,1.838542
2000-08-23,1.776042
2000-08-24,1.794271
2000-08-25,1.747396
2000-08-28,1.744792
2000-08-29,1.6875
2000-08-30,1.804688
2000-08-31,1.78125
2000-09-01,1.598958
2000-09-05,1.565104
2000-09-06,1.3125
2000-09-07,1.473958
2000-09-08,1.489583
2000-09-11,1.544271
2000-09-12,1.536458
2000-09-13,1.541016
2000-09-14,1.5234379999999998
2000-09-15,1.567708
2000-09-18,1.567708
2000-09-19,1.640625
2000-09-20,1.692708
2000-09-21,1.71875
2000-09-22,1.721354
2000-09-25,1.786458
2000-09-26,1.6601560000000002
2000-09-27,1.572917
2000-09-28,1.635417
2000-09-29,1.625
2000-10-02,1.622396
2000-10-03,1.526042
2000-10-04,1.5
2000-10-05,1.497396
2000-10-06,1.4609379999999998
2000-10-09,1.411458
2000-10-10,1.4375
2000-10-11,1.479167
2000-10-12,1.421875
2000-10-13,1.463542
2000-10-16,1.4609379999999998
2000-10-17,1.5234379999999998
2000-10-18,1.541667
2000-10-19,1.630208
2000-10-20,1.625651
2000-10-23,1.611979
2000-10-24,1.604167
2000-10-25,1.65625
2000-10-26,1.661458
2000-10-27,1.651042
2000-10-30,1.604167
2000-10-31,1.708333
2000-11-01,1.640625
2000-11-02,1.664063
2000-11-03,1.747396
2000-11-06,1.729167
2000-11-07,1.864583
2000-11-08,1.75
2000-11-09,1.770833
2000-11-10,1.705729
2000-11-13,1.604167
2000-11-14,1.773438
2000-11-15,1.786458
2000-11-16,1.677083
2000-11-17,1.671875
2000-11-20,1.651042
2000-11-21,1.661458
2000-11-22,1.6328129999999998
2000-11-24,1.619792
2000-11-27,1.6015629999999998
2000-11-28,1.567708
2000-11-29,1.541667
2000-11-30,1.541667
2000-12-01,1.609375
2000-12-04,1.614583
2000-12-05,1.848958
2000-12-06,1.744792
2000-12-07,1.640625
2000-12-08,1.674479
2000-12-11,1.6868490000000003
2000-12-12,1.645833
2000-12-13,1.580729
2000-12-14,1.583333
2000-12-15,1.544271
2000-12-18,1.536458
2000-12-19,1.5234379999999998
2000-12-20,1.421875
2000-12-21,1.416667
2000-12-22,1.442057
2000-12-26,1.369792
2000-12-27,1.286458
2000-12-28,1.442708
2000-12-29,1.513021
2001-01-02,1.380208
2001-01-03,1.635417
2001-01-04,1.653646
2001-01-05,1.447917
2001-01-08,1.390625
2001-01-09,1.4921879999999998
2001-01-10,1.484375
2001-01-11,1.604167
2001-01-12,1.661458
2001-01-16,1.851563
2001-01-17,1.916667
2001-01-18,1.973958
2001-01-19,2.037109
2001-01-22,1.981771
2001-01-23,2.0755209999999997
2001-01-24,2.09375
2001-01-25,2.088542
2001-01-26,1.96875
2001-01-29,2.03125
2001-01-30,2.088542
2001-01-31,2.052083
2001-02-01,2.067708
2001-02-02,1.958333
2001-02-05,1.9375
2001-02-06,1.994792
2001-02-07,1.919271
2001-02-08,1.901042
2001-02-09,1.872396
2001-02-12,1.838542
2001-02-13,1.770833
2001-02-14,1.677083
2001-02-15,1.742188
2001-02-16,1.713542
2001-02-20,1.833333
2001-02-21,1.8033849999999998
2001-02-22,1.708333
2001-02-23,1.729167
2001-02-26,1.75
2001-02-27,1.734375
2001-02-28,1.75
2001-03-01,1.760417
2001-03-02,1.723958
2001-03-05,1.661458
2001-03-06,1.708333
2001-03-07,1.6875
2001-03-08,1.684896
2001-03-09,1.677083
2001-03-12,1.583333
2001-03-13,1.570964
2001-03-14,1.46875
2001-03-15,1.458333
2001-03-16,1.34375
2001-03-19,1.453125
2001-03-20,1.447917
2001-03-21,1.479818
2001-03-22,1.546875
2001-03-23,1.518229
2001-03-26,1.5
2001-03-27,1.473958
2001-03-28,1.380859
2001-03-29,1.182292
2001-03-30,1.252604
2001-04-02,1.377604
2001-04-03,1.393229
2001-04-04,1.40625
2001-04-05,1.552083
2001-04-06,1.497396
2001-04-09,1.416667
2001-04-10,1.541667
2001-04-11,1.401667
2001-04-12,1.386667
2001-04-16,1.311667
2001-04-17,1.577083
2001-04-18,1.83625
2001-04-19,1.927083
2001-04-20,1.7383330000000001
2001-04-23,1.65625
2001-04-24,1.583333
2001-04-25,1.6579169999999999
2001-04-26,1.6425
2001-04-27,1.628333
2001-04-30,1.7616669999999999
2001-05-01,1.7908330000000001
2001-05-02,1.8041669999999999
2001-05-03,1.803333
2001-05-04,1.7770830000000002
2001-05-07,1.7429169999999998
2001-05-08,1.72625
2001-05-09,1.6675
2001-05-10,1.7041669999999998
2001-05-11,1.7175
2001-05-14,1.6620830000000002
2001-05-15,1.6891669999999999
2001-05-16,1.72375
2001-05-17,1.7533330000000003
2001-05-18,1.76875
2001-05-21,1.8304169999999997
2001-05-22,1.8470830000000003
2001-05-23,1.8125
2001-05-24,1.86375
2001-05-25,1.834583
2001-05-29,1.7733330000000003
2001-05-30,1.666667
2001-05-31,1.7004169999999998
2001-06-01,1.6991669999999999
2001-06-04,1.708333
2001-06-05,1.78
2001-06-06,1.802083
2001-06-07,1.8075
2001-06-08,1.83625
2001-06-11,1.8291669999999998
2001-06-12,1.85625
2001-06-13,1.8404169999999997
2001-06-14,1.70125
2001-06-15,1.633333
2001-06-18,1.558333
2001-06-19,1.582917
2001-06-20,1.6958330000000001
2001-06-21,1.6779169999999999
2001-06-22,1.631667
2001-06-25,1.604167
2001-06-26,1.65625
2001-06-27,1.7208330000000003
2001-06-28,1.74375
2001-06-29,1.76875
2001-07-02,1.7454169999999998
2001-07-03,1.7383330000000001
2001-07-05,1.6125
2001-07-06,1.6395830000000002
2001-07-09,1.63125
2001-07-10,1.610417
2001-07-11,1.625833
2001-07-12,1.7891669999999997
2001-07-13,1.770833
2001-07-16,1.7520830000000003
2001-07-17,1.8404169999999997
2001-07-18,1.8416669999999997
2001-07-19,1.775
2001-07-20,1.7583330000000001
2001-07-23,1.8104169999999997
2001-07-24,1.8320830000000001
2001-07-25,1.8395830000000002
2001-07-26,1.87875
2001-07-27,1.8979169999999999
2001-07-30,1.8720830000000002
2001-07-31,1.84375
2001-08-01,1.875
2001-08-02,1.89125
2001-08-03,1.8533330000000001
2001-08-06,1.7854169999999998
2001-08-07,1.79375
2001-08-08,1.695
2001-08-09,1.75125
2001-08-10,1.8158330000000003
2001-08-13,1.8125
2001-08-14,1.84375
2001-08-15,1.7333330000000002
2001-08-16,1.71125
2001-08-17,1.71875
2001-08-20,1.729167
2001-08-21,1.7125
2001-08-22,1.71875
2001-08-23,1.725
2001-08-24,1.737917
2001-08-27,1.7233330000000002
2001-08-28,1.7454169999999998
2001-08-29,1.7358330000000002
2001-08-30,1.73
2001-08-31,1.762083
2001-09-04,1.7358330000000002
2001-09-05,1.729167
2001-09-06,1.7
2001-09-07,1.55375
2001-09-10,1.55625
2001-09-17,1.3725
2001-09-18,1.290833
2001-09-19,1.248333
2001-09-20,0.949167
2001-09-21,0.9225
2001-09-24,0.9375
2001-09-25,0.916667
2001-09-26,0.89875
2001-09-27,0.8725
2001-09-28,0.933333
2001-10-01,0.865833
2001-10-02,0.854167
2001-10-03,0.851667
2001-10-04,0.95625
2001-10-05,0.951667
2001-10-08,0.833333
2001-10-09,0.845833
2001-10-10,0.875
2001-10-11,1.038333
2001-10-12,1.0004170000000001
2001-10-15,1.0
2001-10-16,1.11875
2001-10-17,1.1925
2001-10-18,1.139167
2001-10-19,1.1225
2001-10-22,1.147917
2001-10-23,1.169167
2001-10-24,1.166667
2001-10-25,1.14625
2001-10-26,1.295
2001-10-29,1.288333
2001-10-30,1.166667
2001-10-31,1.175833
2001-11-01,1.191667
2001-11-02,1.170833
2001-11-05,1.17875
2001-11-06,1.214583
2001-11-07,1.244167
2001-11-08,1.253333
2001-11-09,1.25625
2001-11-12,1.237917
2001-11-13,1.29
2001-11-14,1.277083
2001-11-15,1.39625
2001-11-16,1.35375
2001-11-19,1.391667
2001-11-20,1.35375
2001-11-21,1.367083
2001-11-23,1.355417
2001-11-26,1.372917
2001-11-27,1.435833
2001-11-28,1.4
2001-11-29,1.395833
2001-11-30,1.33375
2001-12-03,1.3625
2001-12-04,1.4425
2001-12-05,1.644167
2001-12-06,1.665417
2001-12-07,1.6520830000000002
2001-12-10,1.623333
2001-12-11,1.655833
2001-12-12,1.625833
2001-12-13,1.655833
2001-12-14,1.627917
2001-12-17,1.6479169999999999
2001-12-18,1.68875
2001-12-19,1.729167
2001-12-20,1.750417
2001-12-21,1.8145830000000003
2001-12-24,1.8595830000000002
2001-12-26,1.8791669999999998
2001-12-27,1.8354169999999999
2001-12-28,1.7891669999999997
2001-12-31,1.7075
2002-01-02,1.598333
2002-01-03,1.637083
2002-01-04,1.635417
2002-01-07,1.571667
2002-01-08,1.616667
2002-01-09,1.589583
2002-01-10,1.528333
2002-01-11,1.5625
2002-01-14,1.582917
2002-01-15,1.55125
2002-01-16,1.5375
2002-01-17,1.570833
2002-01-18,1.485
2002-01-22,1.495833
2002-01-23,1.498333
2002-01-24,1.520833
2002-01-25,1.541667
2002-01-28,1.541667
2002-01-29,1.40625
2002-01-30,1.433333
2002-01-31,1.529583
2002-02-01,1.540833
2002-02-04,1.44
2002-02-05,1.470833
2002-02-06,1.409583
2002-02-07,1.3754170000000001
2002-02-08,1.444583
2002-02-11,1.4075
2002-02-12,1.422083
2002-02-13,1.480833
2002-02-14,1.4575
2002-02-15,1.458333
2002-02-19,1.450833
2002-02-20,1.458333
2002-02-21,1.4575
2002-02-22,1.44875
2002-02-25,1.458333
2002-02-26,1.465
2002-02-27,1.516667
2002-02-28,1.4775
2002-03-01,1.5
2002-03-04,1.61
2002-03-05,1.587917
2002-03-06,1.595833
2002-03-07,1.57625
2002-03-08,1.578333
2002-03-11,1.586667
2002-03-12,1.59375
2002-03-13,1.55
2002-03-14,1.6579169999999999
2002-03-15,1.6725
2002-03-18,1.6629169999999998
2002-03-19,1.6841669999999997
2002-03-20,1.7216669999999998
2002-03-21,1.7158330000000002
2002-03-22,1.7320830000000003
2002-03-25,1.7041669999999998
2002-03-26,1.7141669999999998
2002-03-27,1.739583
2002-03-28,1.7541669999999998
2002-04-01,1.7454169999999998
2002-04-02,1.7358330000000002
2002-04-03,1.73875
2002-04-04,1.759167
2002-04-05,1.6925
2002-04-08,1.69375
2002-04-09,1.61625
2002-04-10,1.612917
2002-04-11,1.57125
2002-04-12,1.603333
2002-04-15,1.5875
2002-04-16,1.8470830000000003
2002-04-17,1.9354169999999997
2002-04-18,1.9833330000000002
2002-04-19,1.927083
2002-04-22,1.8833330000000001
2002-04-23,1.916667
2002-04-24,1.8833330000000001
2002-04-25,1.94
2002-04-26,1.905
2002-04-29,1.8925
2002-04-30,1.958333
2002-05-01,1.958333
2002-05-02,1.8916669999999998
2002-05-03,1.958333
2002-05-06,2.0
2002-05-07,1.9608330000000003
2002-05-08,2.041667
2002-05-09,2.032083
2002-05-10,2.04125
2002-05-13,2.161667
2002-05-14,2.1958330000000004
2002-05-15,2.1879169999999997
2002-05-16,2.188333
2002-05-17,2.25125
2002-05-20,2.2591669999999997
2002-05-21,2.172917
2002-05-22,2.155417
2002-05-23,2.1875
2002-05-24,2.205833
2002-05-28,2.20875
2002-05-29,2.208333
2002-05-30,2.20375
2002-05-31,2.032083
2002-06-03,1.6904169999999998
2002-06-04,1.8491669999999998
2002-06-05,1.8945830000000001
2002-06-06,1.8791669999999998
2002-06-07,1.885833
2002-06-10,1.9245830000000002
2002-06-11,1.854167
2002-06-12,1.8770830000000003
2002-06-13,2.0379169999999998
2002-06-14,2.079583
2002-06-17,2.1
2002-06-18,2.125
2002-06-19,2.018333
2002-06-20,2.025833
2002-06-21,2.0404169999999997
2002-06-24,2.059167
2002-06-25,2.017083
2002-06-26,2.07875
2002-06-27,2.150417
2002-06-28,2.239583
2002-07-01,2.15625
2002-07-02,2.081667
2002-07-03,2.0933330000000003
2002-07-05,2.13125
2002-07-08,2.170833
2002-07-09,2.1125
2002-07-10,2.0195830000000004
2002-07-11,2.065833
2002-07-12,2.11875
2002-07-15,2.045833
2002-07-16,2.282917
2002-07-17,2.2920830000000003
2002-07-18,2.305
2002-07-19,2.277917
2002-07-22,2.2416669999999996
2002-07-23,2.270833
2002-07-24,2.329167
2002-07-25,2.3125
2002-07-26,2.373333
2002-07-29,2.505417
2002-07-30,2.485
2002-07-31,2.438333
2002-08-01,2.433333
2002-08-02,2.395833
2002-08-05,2.05
2002-08-06,2.1325
2002-08-07,2.16375
2002-08-08,2.2125
2002-08-09,2.202083
2002-08-12,2.1875
2002-08-13,2.235
2002-08-14,2.3016669999999997
2002-08-15,2.4354169999999997
2002-08-16,2.4395830000000003
2002-08-19,2.407917
2002-08-20,2.360833
2002-08-21,2.42
2002-08-22,2.48625
2002-08-23,2.441667
2002-08-26,2.489583
2002-08-27,2.422917
2002-08-28,2.375
2002-08-29,2.389167
2002-08-30,2.392083
2002-09-03,2.3995830000000002
2002-09-04,2.492083
2002-09-05,2.432083
2002-09-06,2.5225
2002-09-09,2.619583
2002-09-10,2.617083
2002-09-11,2.6533330000000004
2002-09-12,2.6295830000000002
2002-09-13,2.6054169999999996
2002-09-16,2.64375
2002-09-17,2.625833
2002-09-18,2.6166669999999996
2002-09-19,2.45125
2002-09-20,2.4875
2002-09-23,2.357917
2002-09-24,2.2375
2002-09-25,2.2875
2002-09-26,2.37625
2002-09-27,2.424583
2002-09-30,2.3945830000000004
2002-10-01,2.3016669999999997
2002-10-02,2.3033330000000003
2002-10-03,2.29375
2002-10-04,2.1566669999999997
2002-10-07,2.0
2002-10-08,2.07375
2002-10-09,2.20625
2002-10-10,2.3875
2002-10-11,2.4354169999999997
2002-10-14,2.458333
2002-10-15,2.610417
2002-10-16,2.63
2002-10-17,2.6983330000000003
2002-10-18,2.6825
2002-10-21,2.75
2002-10-22,2.788333
2002-10-23,2.8416669999999997
2002-10-24,2.865417
2002-10-25,2.8995830000000002
2002-10-28,2.795417
2002-10-29,2.79375
2002-10-30,2.77625
2002-10-31,2.757083
2002-11-01,2.825
2002-11-04,2.920833
2002-11-05,2.9291669999999996
2002-11-06,3.08125
2002-11-07,3.03125
2002-11-08,2.916667
2002-11-11,2.7925
2002-11-12,2.8816669999999998
2002-11-13,2.89125
2002-11-14,3.000833
2002-11-15,2.847083
2002-11-18,2.767083
2002-11-19,2.735417
2002-11-20,2.7791669999999997
2002-11-21,2.947917
2002-11-22,3.03375
2002-11-25,3.0404169999999997
2002-11-26,2.9083330000000003
