Date,LBTYA
2004-06-03,20.005110000000002
2004-06-04,19.672968
2004-06-07,19.672968
2004-06-08,18.937148999999998
2004-06-09,18.369953
2004-06-10,18.87583
2004-06-14,18.9116
2004-06-15,18.487479999999998
2004-06-16,18.431273
2004-06-17,18.421053
2004-06-18,18.513030999999998
2004-06-21,18.446602
2004-06-22,18.16556
2004-06-23,18.140010999999998
2004-06-24,17.700561999999998
2004-06-25,18.140010999999998
2004-06-28,17.751661
2004-06-29,18.242207
2004-06-30,18.957588
2004-07-01,18.456820999999998
2004-07-02,18.237097
2004-07-06,17.843637
2004-07-07,17.756771
2004-07-08,17.710781
2004-07-09,17.736332
2004-07-12,17.731222
2004-07-13,17.531937
2004-07-14,17.383751
2004-07-15,17.470619
2004-07-16,17.613695
2004-07-19,17.629025
2004-07-20,17.843637
2004-07-21,17.726110000000002
2004-07-22,17.526826999999997
2004-07-23,17.383751
2004-07-26,16.550842000000003
2004-07-27,16.341339
2004-07-28,16.188044
2004-07-29,15.993867999999999
2004-07-30,15.932549
2004-08-02,15.91211
2004-08-03,15.942770000000001
2004-08-04,15.334696
2004-08-05,15.360246
2004-08-06,15.380685
2004-08-09,14.997445
2004-08-10,14.941235999999998
2004-08-11,14.895247
2004-08-12,14.931017
2004-08-13,15.876341
2004-08-16,16.096066
2004-08-17,16.668369000000002
2004-08-18,16.566174
2004-08-19,16.571282999999998
2004-08-20,17.036279999999998
2004-08-23,17.061829
2004-08-24,16.969852
2004-08-25,16.893204
2004-08-26,16.637711
2004-08-27,16.607052
2004-08-30,16.612161999999998
2004-08-31,17.271334
2004-09-01,17.087379000000002
2004-09-02,17.107819
2004-09-03,17.056719
2004-09-07,17.015841
2004-09-08,16.990292
2004-09-09,17.123148
2004-09-10,17.118038000000002
2004-09-13,17.174246
2004-09-14,17.169135999999998
2004-09-15,17.118038000000002
2004-09-16,17.250895
2004-09-17,17.169135999999998
2004-09-20,16.954523000000002
2004-09-21,16.882984
2004-09-22,16.836996
2004-09-23,16.908533
2004-09-24,16.816554999999997
2004-09-27,16.791006
2004-09-28,16.719469
2004-09-29,16.775676999999998
2004-09-30,17.046499
2004-10-01,17.516607
2004-10-04,17.634134
2004-10-05,17.864079
2004-10-06,18.395504000000003
2004-10-07,18.339294
2004-10-08,18.027594
2004-10-11,17.961164
2004-10-12,18.364843
2004-10-13,18.369953
2004-10-14,18.145121
2004-10-15,17.741442000000003
2004-10-18,17.552376000000002
2004-10-19,17.470619
2004-10-20,18.012264000000002
2004-10-21,18.11446
2004-10-22,17.904957
2004-10-25,17.78743
2004-10-26,17.593254
2004-10-27,17.756771
2004-10-28,18.037813
2004-10-29,18.421053
2004-11-01,18.5488
2004-11-02,18.753193
2004-11-03,18.737864000000002
2004-11-04,18.932039000000003
2004-11-05,18.957588
2004-11-08,19.049566
2004-11-09,19.121103
2004-11-10,19.29484
2004-11-11,19.391926
2004-11-12,20.091978
2004-11-15,20.541645000000003
2004-11-16,20.71027
2004-11-17,20.950434
2004-11-18,21.098619
2004-11-19,20.929995
2004-11-22,21.042412
2004-11-23,21.083289999999998
2004-11-24,21.226366
2004-11-26,21.308125
2004-11-29,21.384773000000003
2004-11-30,22.003065
2004-12-01,22.319878
2004-12-02,22.2279
2004-12-03,22.161472
2004-12-06,22.263668
2004-12-07,22.422075
2004-12-08,22.687788
2004-12-09,22.841084
2004-12-10,22.91773
2004-12-13,22.984159
2004-12-14,23.147675
2004-12-15,23.316301
2004-12-16,23.132345
2004-12-17,24.154318
2004-12-20,23.551353
2004-12-21,23.582014
2004-12-22,23.505365
2004-12-23,23.505365
2004-12-27,23.484926
2004-12-28,23.689320000000002
2004-12-29,23.822176000000002
2004-12-30,23.699539
2004-12-31,23.622892
2005-01-03,23.576904000000003
2005-01-04,22.938171
2005-01-05,22.324987
2005-01-06,22.084823999999998
2005-01-07,22.181911
2005-01-10,22.054165
2005-01-11,22.202351
2005-01-12,22.018396
2005-01-13,21.875319
2005-01-14,22.324987
2005-01-18,22.600920000000002
2005-01-19,22.616249
2005-01-20,22.519160999999997
2005-01-21,22.764435
2005-01-24,23.193665
2005-01-25,23.413387
2005-01-26,23.270311
2005-01-27,22.927951999999998
2005-01-28,22.759325
2005-01-31,23.137455
2005-02-01,22.887072
2005-02-02,22.856413
2005-02-03,22.774654
2005-02-04,23.050587
2005-02-07,23.203884
2005-02-08,22.958610999999998
2005-02-09,22.687788
2005-02-10,22.692898
2005-02-11,22.994379000000002
2005-02-14,22.759325
2005-02-15,22.96883
2005-02-16,22.948391
2005-02-17,22.560041000000002
2005-02-18,22.570261
2005-02-22,22.176802
2005-02-23,22.176802
2005-02-24,22.192131
2005-02-25,22.064384
2005-02-28,22.089933
2005-03-01,22.151253
2005-03-02,22.764435
2005-03-03,22.738885999999997
2005-03-04,22.91773
2005-03-07,23.198774
2005-03-08,23.796626999999997
2005-03-09,24.159428
2005-03-10,24.220745
2005-03-11,24.006132
2005-03-14,23.842617
2005-03-15,23.67399
2005-03-16,23.249872
2005-03-17,23.321410999999998
2005-03-18,23.117016
2005-03-21,23.30097
2005-03-22,23.285641000000002
2005-03-23,22.621358999999998
2005-03-24,22.478282999999998
2005-03-28,22.498722
2005-03-29,22.360756
2005-03-30,22.238119
2005-03-31,22.350535999999998
2005-04-01,22.018396
2005-04-04,21.435871
2005-04-05,21.195707000000002
2005-04-06,20.996423999999998
2005-04-07,21.103729
2005-04-08,21.262135999999998
2005-04-11,21.711803
2005-04-12,21.83444
2005-04-13,21.936638000000002
2005-04-14,21.870209
2005-04-15,21.394993
2005-04-18,21.481859
2005-04-19,21.379663
2005-04-20,21.282576000000002
2005-04-21,21.977516
2005-04-22,21.548288
2005-04-25,21.532958999999998
2005-04-26,21.032192000000002
2005-04-27,21.338783
2005-04-28,21.108841
2005-04-29,21.190598
2005-05-02,20.832907000000002
2005-05-03,21.532958999999998
2005-05-04,22.054165
2005-05-05,21.84977
2005-05-06,22.089933
2005-05-09,22.422075
2005-05-10,22.120592000000002
2005-05-11,21.768013
2005-05-12,21.604495999999997
2005-05-13,21.308125
2005-05-16,21.057741
2005-05-17,20.894226
2005-05-18,20.996423999999998
2005-05-19,21.456310000000002
2005-05-20,21.967297
2005-05-23,21.916199
2005-05-24,21.84977
2005-05-25,21.722023
2005-05-26,21.819111
2005-05-27,21.762903
2005-05-31,21.415432
2005-06-01,21.481859
2005-06-02,21.711803
2005-06-03,21.619825
2005-06-06,21.563617999999998
2005-06-07,21.640266
2005-06-08,21.691364
2005-06-09,22.181911
2005-06-10,22.324987
2005-06-13,22.396524
2005-06-14,22.662237
2005-06-15,22.677568
2005-06-16,23.091467
2005-06-17,23.582014
2005-06-20,23.934593
2005-06-21,24.06234
2005-06-22,24.394482
2005-06-23,24.501789000000002
