Date,CTAS
1983-12-30,1.1875
1984-01-03,1.1875
1984-01-04,1.1875
1984-01-05,1.194444
1984-01-06,1.194444
1984-01-09,1.194444
1984-01-10,1.208333
1984-01-11,1.25
1984-01-12,1.25
1984-01-13,1.25
1984-01-16,1.270833
1984-01-17,1.270833
1984-01-18,1.277778
1984-01-19,1.277778
1984-01-20,1.277778
1984-01-23,1.277778
1984-01-24,1.277778
1984-01-25,1.284722
1984-01-26,1.277778
1984-01-27,1.277778
1984-01-30,1.277778
1984-01-31,1.277778
1984-02-01,1.277778
1984-02-02,1.277778
1984-02-03,1.25
1984-02-06,1.236111
1984-02-07,1.229167
1984-02-08,1.194444
1984-02-09,1.138889
1984-02-10,1.152778
1984-02-13,1.152778
1984-02-14,1.166667
1984-02-15,1.166667
1984-02-16,1.166667
1984-02-17,1.166667
1984-02-21,1.166667
1984-02-22,1.166667
1984-02-23,1.125
1984-02-24,1.118056
1984-02-27,1.138889
1984-02-28,1.104167
1984-02-29,1.104167
1984-03-01,1.104167
1984-03-02,1.104167
1984-03-05,1.118056
1984-03-06,1.118056
1984-03-07,1.097222
1984-03-08,1.097222
1984-03-09,1.097222
1984-03-12,1.118056
1984-03-13,1.097222
1984-03-14,1.118056
1984-03-15,1.111111
1984-03-16,1.152778
1984-03-19,1.152778
1984-03-20,1.194444
1984-03-21,1.201389
1984-03-22,1.180556
1984-03-23,1.180556
1984-03-26,1.145833
1984-03-27,1.138889
1984-03-28,1.138889
1984-03-29,1.138889
1984-03-30,1.131944
1984-04-02,1.131944
1984-04-03,1.145833
1984-04-04,1.173611
1984-04-05,1.159722
1984-04-06,1.152778
1984-04-09,1.138889
1984-04-10,1.138889
1984-04-11,1.138889
1984-04-12,1.152778
1984-04-13,1.152778
1984-04-16,1.138889
1984-04-17,1.125
1984-04-18,1.138889
1984-04-19,1.138889
1984-04-23,1.125
1984-04-24,1.138889
1984-04-25,1.159722
1984-04-26,1.152778
1984-04-27,1.152778
1984-04-30,1.166667
1984-05-01,1.201389
1984-05-02,1.277778
1984-05-03,1.236111
1984-05-04,1.236111
1984-05-07,1.243056
1984-05-08,1.236111
1984-05-09,1.25
1984-05-10,1.243056
1984-05-11,1.243056
1984-05-14,1.243056
1984-05-15,1.243056
1984-05-16,1.243056
1984-05-17,1.243056
1984-05-18,1.236111
1984-05-21,1.229167
1984-05-22,1.229167
1984-05-23,1.229167
1984-05-24,1.236111
1984-05-25,1.229167
1984-05-29,1.243056
1984-05-30,1.222222
1984-05-31,1.222222
1984-06-01,1.208333
1984-06-04,1.215278
1984-06-05,1.215278
1984-06-06,1.208333
1984-06-07,1.194444
1984-06-08,1.201389
1984-06-11,1.194444
1984-06-12,1.194444
1984-06-13,1.194444
1984-06-14,1.194444
1984-06-15,1.180556
1984-06-18,1.180556
1984-06-19,1.180556
1984-06-20,1.194444
1984-06-21,1.180556
1984-06-22,1.166667
1984-06-25,1.152778
1984-06-26,1.152778
1984-06-27,1.166667
1984-06-28,1.173611
1984-06-29,1.222222
1984-07-02,1.222222
1984-07-03,1.222222
1984-07-05,1.201389
1984-07-06,1.208333
1984-07-09,1.208333
1984-07-10,1.208333
1984-07-11,1.194444
1984-07-12,1.208333
1984-07-13,1.208333
1984-07-16,1.194444
1984-07-17,1.208333
1984-07-18,1.229167
1984-07-19,1.208333
1984-07-20,1.208333
1984-07-23,1.208333
1984-07-24,1.208333
1984-07-25,1.222222
1984-07-26,1.208333
1984-07-27,1.215278
1984-07-30,1.222222
1984-07-31,1.236111
1984-08-01,1.229167
1984-08-02,1.236111
1984-08-03,1.243056
1984-08-06,1.277778
1984-08-07,1.284722
1984-08-08,1.3125
1984-08-09,1.3125
1984-08-10,1.340278
1984-08-13,1.354167
1984-08-14,1.333333
1984-08-15,1.333333
1984-08-16,1.340278
1984-08-17,1.361111
1984-08-20,1.340278
1984-08-21,1.340278
1984-08-22,1.368056
1984-08-23,1.361111
1984-08-24,1.361111
1984-08-27,1.347222
1984-08-28,1.361111
1984-08-29,1.347222
1984-08-30,1.347222
1984-08-31,1.347222
1984-09-04,1.347222
1984-09-05,1.361111
1984-09-06,1.361111
1984-09-07,1.361111
1984-09-10,1.361111
1984-09-11,1.361111
1984-09-12,1.361111
1984-09-13,1.361111
1984-09-14,1.347222
1984-09-17,1.375
1984-09-18,1.368056
1984-09-19,1.368056
1984-09-20,1.368056
1984-09-21,1.368056
1984-09-24,1.368056
1984-09-25,1.347222
1984-09-26,1.375
1984-09-27,1.395833
1984-09-28,1.402778
1984-10-01,1.416667
1984-10-02,1.430556
1984-10-03,1.416667
1984-10-04,1.416667
1984-10-05,1.416667
1984-10-08,1.416667
1984-10-09,1.4375
1984-10-10,1.416667
1984-10-11,1.4375
1984-10-12,1.4375
1984-10-15,1.4375
1984-10-16,1.416667
1984-10-17,1.416667
1984-10-18,1.430556
1984-10-19,1.444444
1984-10-22,1.458333
1984-10-23,1.458333
1984-10-24,1.430556
1984-10-25,1.444444
1984-10-26,1.4375
1984-10-29,1.4375
1984-10-30,1.4375
1984-10-31,1.4375
1984-11-01,1.4375
1984-11-02,1.4375
1984-11-05,1.4375
1984-11-06,1.465278
1984-11-07,1.465278
1984-11-08,1.458333
1984-11-09,1.465278
1984-11-12,1.472222
1984-11-13,1.444444
1984-11-14,1.451389
1984-11-15,1.444444
1984-11-16,1.444444
1984-11-19,1.444444
1984-11-20,1.444444
1984-11-21,1.451389
1984-11-23,1.486111
1984-11-26,1.493056
1984-11-27,1.493056
1984-11-28,1.486111
1984-11-29,1.486111
1984-11-30,1.486111
1984-12-03,1.493056
1984-12-04,1.486111
1984-12-05,1.472222
1984-12-06,1.486111
1984-12-07,1.465278
1984-12-10,1.465278
1984-12-11,1.451389
1984-12-12,1.472222
1984-12-13,1.472222
1984-12-14,1.472222
1984-12-17,1.465278
1984-12-18,1.451389
1984-12-19,1.451389
1984-12-20,1.458333
1984-12-21,1.4375
1984-12-24,1.465278
1984-12-26,1.465278
1984-12-27,1.465278
1984-12-28,1.465278
1984-12-31,1.451389
1985-01-02,1.451389
1985-01-03,1.444444
1985-01-04,1.444444
1985-01-07,1.4375
1985-01-08,1.444444
1985-01-09,1.4375
1985-01-10,1.4375
1985-01-11,1.4375
1985-01-14,1.451389
1985-01-15,1.451389
1985-01-16,1.444444
1985-01-17,1.444444
1985-01-18,1.4375
1985-01-21,1.444444
1985-01-22,1.416667
1985-01-23,1.416667
1985-01-24,1.416667
1985-01-25,1.458333
1985-01-28,1.458333
1985-01-29,1.486111
1985-01-30,1.5
1985-01-31,1.527778
1985-02-01,1.527778
1985-02-04,1.513889
1985-02-05,1.527778
1985-02-06,1.527778
1985-02-07,1.583333
1985-02-08,1.611111
1985-02-11,1.597222
1985-02-12,1.625
1985-02-13,1.611111
1985-02-14,1.666667
1985-02-15,1.6527779999999999
1985-02-19,1.6527779999999999
1985-02-20,1.6805560000000002
1985-02-21,1.6805560000000002
1985-02-22,1.666667
1985-02-25,1.6805560000000002
1985-02-26,1.6805560000000002
1985-02-27,1.6944439999999998
1985-02-28,1.6944439999999998
1985-03-01,1.7222220000000001
1985-03-04,1.75
1985-03-05,1.75
1985-03-06,1.75
1985-03-07,1.75
1985-03-08,1.75
1985-03-11,1.75
1985-03-12,1.75
1985-03-13,1.7777779999999999
1985-03-14,1.75
1985-03-15,1.7777779999999999
1985-03-18,1.736111
1985-03-19,1.7569439999999998
1985-03-20,1.736111
1985-03-21,1.763889
1985-03-22,1.736111
1985-03-25,1.736111
1985-03-26,1.7777779999999999
1985-03-27,1.7777779999999999
1985-03-28,1.7777779999999999
1985-03-29,1.75
1985-04-01,1.75
1985-04-02,1.763889
1985-04-03,1.763889
1985-04-04,1.770833
1985-04-08,1.75
1985-04-09,1.75
1985-04-10,1.75
1985-04-11,1.791667
1985-04-12,1.791667
1985-04-15,1.791667
1985-04-16,1.791667
1985-04-17,1.8055560000000002
1985-04-18,1.8194439999999998
1985-04-19,1.8194439999999998
1985-04-22,1.791667
1985-04-23,1.791667
1985-04-24,1.833333
1985-04-25,1.833333
1985-04-26,1.8194439999999998
1985-04-29,1.8194439999999998
1985-04-30,1.8055560000000002
1985-05-01,1.8055560000000002
1985-05-02,1.8055560000000002
1985-05-03,1.8055560000000002
1985-05-06,1.833333
1985-05-07,1.833333
1985-05-08,1.833333
1985-05-09,1.833333
1985-05-10,1.833333
1985-05-13,1.8472220000000001
1985-05-14,1.8472220000000001
1985-05-15,1.888889
1985-05-16,1.8472220000000001
1985-05-17,1.888889
1985-05-20,1.861111
1985-05-21,1.9027779999999999
1985-05-22,1.9027779999999999
1985-05-23,1.861111
1985-05-24,1.9027779999999999
1985-05-28,1.875
1985-05-29,1.875
1985-05-30,1.875
1985-05-31,1.888889
1985-06-03,1.888889
1985-06-04,1.888889
1985-06-05,1.888889
1985-06-06,1.9305560000000002
1985-06-07,1.9305560000000002
1985-06-10,1.888889
1985-06-11,1.9305560000000002
1985-06-12,1.888889
1985-06-13,1.888889
1985-06-14,1.9305560000000002
1985-06-17,1.958333
1985-06-18,1.9722220000000001
1985-06-19,1.9722220000000001
1985-06-20,1.9722220000000001
1985-06-21,1.9722220000000001
1985-06-24,1.9722220000000001
1985-06-25,2.0
1985-06-26,2.097222
1985-06-27,2.097222
1985-06-28,2.097222
1985-07-01,2.125
1985-07-02,2.138889
1985-07-03,2.138889
1985-07-05,2.138889
1985-07-08,2.138889
1985-07-09,2.111111
1985-07-10,2.138889
1985-07-11,2.125
1985-07-12,2.152778
1985-07-15,2.152778
1985-07-16,2.152778
1985-07-17,2.194444
1985-07-18,2.222222
1985-07-19,2.222222
1985-07-22,2.263889
1985-07-23,2.277778
1985-07-24,2.319444
1985-07-25,2.347222
1985-07-26,2.458333
1985-07-29,2.444444
1985-07-30,2.388889
1985-07-31,2.277778
1985-08-01,2.25
1985-08-02,2.25
1985-08-05,2.291667
1985-08-06,2.25
1985-08-07,2.291667
1985-08-08,2.25
1985-08-09,2.25
1985-08-12,2.25
1985-08-13,2.263889
1985-08-14,2.263889
1985-08-15,2.25
1985-08-16,2.263889
1985-08-19,2.236111
1985-08-20,2.263889
1985-08-21,2.25
1985-08-22,2.236111
1985-08-23,2.263889
1985-08-26,2.236111
1985-08-27,2.236111
1985-08-28,2.25
1985-08-29,2.263889
1985-08-30,2.236111
1985-09-03,2.236111
1985-09-04,2.236111
1985-09-05,2.222222
1985-09-06,2.208333
1985-09-09,2.138889
1985-09-10,2.194444
1985-09-11,2.166667
1985-09-12,2.194444
1985-09-13,2.194444
1985-09-16,2.194444
1985-09-17,2.111111
1985-09-18,2.041667
1985-09-19,2.041667
1985-09-20,2.013889
1985-09-23,2.055556
1985-09-24,2.083333
1985-09-25,2.041667
1985-09-26,2.041667
1985-09-30,2.069444
1985-10-01,2.041667
1985-10-02,2.083333
1985-10-03,2.083333
1985-10-04,2.083333
1985-10-07,2.083333
1985-10-08,2.069444
1985-10-09,2.069444
1985-10-10,2.069444
1985-10-11,2.041667
1985-10-14,2.041667
1985-10-15,2.041667
1985-10-16,2.041667
1985-10-17,2.055556
1985-10-18,2.055556
1985-10-21,2.055556
1985-10-22,2.069444
1985-10-23,2.069444
1985-10-24,2.041667
1985-10-25,2.034722
1985-10-28,2.027778
1985-10-29,2.041667
1985-10-30,2.041667
1985-10-31,2.013889
1985-11-01,2.055556
1985-11-04,2.027778
1985-11-05,2.0625
1985-11-06,2.041667
1985-11-07,2.069444
1985-11-08,2.041667
1985-11-11,2.069444
1985-11-12,2.097222
1985-11-13,2.125
1985-11-14,2.125
1985-11-15,2.125
1985-11-18,2.125
1985-11-19,2.138889
1985-11-20,2.194444
1985-11-21,2.194444
1985-11-22,2.222222
1985-11-25,2.180556
1985-11-26,2.180556
1985-11-27,2.236111
1985-11-29,2.236111
1985-12-02,2.208333
1985-12-03,2.222222
1985-12-04,2.25
1985-12-05,2.277778
1985-12-06,2.236111
1985-12-09,2.236111
1985-12-10,2.277778
1985-12-11,2.236111
1985-12-12,2.277778
1985-12-13,2.361111
1985-12-16,2.361111
1985-12-17,2.361111
1985-12-18,2.381944
1985-12-19,2.381944
1985-12-20,2.361111
1985-12-23,2.416667
1985-12-24,2.416667
1985-12-26,2.361111
1985-12-27,2.375
1985-12-30,2.375
1985-12-31,2.361111
1986-01-02,2.361111
1986-01-03,2.416667
1986-01-06,2.416667
1986-01-07,2.361111
1986-01-08,2.381944
1986-01-09,2.375
1986-01-10,2.416667
1986-01-13,2.388889
1986-01-14,2.430556
1986-01-15,2.430556
1986-01-16,2.458333
1986-01-17,2.472222
1986-01-20,2.472222
1986-01-21,2.527778
1986-01-22,2.541667
1986-01-23,2.555556
1986-01-24,2.569444
1986-01-27,2.569444
1986-01-28,2.555556
1986-01-29,2.569444
1986-01-30,2.527778
1986-01-31,2.527778
1986-02-03,2.569444
1986-02-04,2.527778
1986-02-05,2.555556
1986-02-06,2.555556
1986-02-07,2.583333
1986-02-10,2.555556
1986-02-11,2.583333
1986-02-12,2.541667
1986-02-13,2.583333
1986-02-14,2.583333
1986-02-18,2.583333
1986-02-19,2.625
1986-02-20,2.611111
1986-02-21,2.638889
1986-02-24,2.638889
1986-02-25,2.680556
1986-02-26,2.736111
1986-02-27,2.729167
1986-02-28,2.777778
1986-03-03,2.791667
1986-03-04,2.791667
1986-03-05,2.798611
1986-03-06,2.791667
1986-03-07,2.826389
1986-03-10,2.833333
1986-03-11,2.861111
1986-03-12,2.888889
1986-03-13,2.888889
1986-03-14,2.847222
1986-03-17,2.819444
1986-03-18,2.861111
1986-03-19,2.833333
1986-03-20,2.819444
1986-03-21,2.819444
1986-03-24,2.819444
1986-03-25,2.819444
1986-03-26,2.791667
1986-03-27,2.763889
1986-03-31,2.791667
1986-04-01,2.791667
1986-04-02,2.791667
1986-04-03,2.763889
1986-04-04,2.777778
1986-04-07,2.729167
1986-04-08,2.736111
1986-04-09,2.791667
1986-04-10,2.638889
1986-04-11,2.583333
1986-04-14,2.583333
1986-04-15,2.597222
1986-04-16,2.611111
1986-04-17,2.625
1986-04-18,2.652778
1986-04-21,2.652778
1986-04-22,2.680556
1986-04-23,2.680556
1986-04-24,2.736111
1986-04-25,2.763889
1986-04-28,2.763889
1986-04-29,2.763889
1986-04-30,2.736111
1986-05-01,2.736111
1986-05-02,2.736111
1986-05-05,2.736111
1986-05-06,2.736111
1986-05-07,2.777778
1986-05-08,2.75
1986-05-09,2.736111
1986-05-12,2.708333
1986-05-13,2.708333
1986-05-14,2.708333
1986-05-15,2.708333
1986-05-16,2.708333
1986-05-19,2.722222
1986-05-20,2.75
1986-05-21,2.777778
1986-05-22,2.819444
1986-05-23,2.833333
1986-05-27,2.791667
1986-05-28,2.833333
1986-05-29,2.958333
1986-05-30,2.986111
1986-06-02,2.972222
1986-06-03,3.0
1986-06-04,3.013889
1986-06-05,3.138889
1986-06-06,3.25
1986-06-09,3.222222
1986-06-10,3.222222
1986-06-11,3.208333
1986-06-12,3.208333
1986-06-13,3.236111
1986-06-16,3.236111
1986-06-17,3.208333
1986-06-18,3.236111
1986-06-19,3.236111
1986-06-20,3.208333
1986-06-23,3.194444
1986-06-24,3.222222
1986-06-25,3.236111
1986-06-26,3.222222
1986-06-27,3.256944
1986-06-30,3.263889
1986-07-01,3.277778
1986-07-02,3.263889
1986-07-03,3.291667
1986-07-07,3.25
1986-07-08,3.222222
1986-07-09,3.097222
1986-07-10,3.111111
1986-07-11,3.125
1986-07-14,3.097222
1986-07-15,3.097222
1986-07-16,3.055556
1986-07-17,3.027778
1986-07-18,3.013889
1986-07-21,3.041667
1986-07-22,3.027778
1986-07-23,3.041667
1986-07-24,3.041667
1986-07-25,3.041667
1986-07-28,3.0
1986-07-29,2.986111
1986-07-30,2.930556
1986-07-31,2.916667
1986-08-01,2.888889
1986-08-04,2.902778
1986-08-05,2.916667
1986-08-06,2.916667
1986-08-07,2.944444
1986-08-08,2.958333
1986-08-11,2.944444
1986-08-12,2.951389
1986-08-13,2.944444
1986-08-14,2.986111
1986-08-15,2.986111
1986-08-18,2.986111
1986-08-19,2.944444
1986-08-20,2.916667
1986-08-21,2.916667
1986-08-22,2.916667
1986-08-25,2.902778
1986-08-26,2.902778
1986-08-27,2.902778
1986-08-28,2.902778
1986-08-29,2.888889
1986-09-02,2.888889
1986-09-03,2.847222
1986-09-04,2.833333
1986-09-05,2.805556
1986-09-08,2.763889
1986-09-09,2.736111
1986-09-10,2.694444
1986-09-11,2.666667
1986-09-12,2.541667
1986-09-15,2.527778
1986-09-16,2.555556
1986-09-17,2.555556
1986-09-18,2.5
1986-09-19,2.493056
1986-09-22,2.486111
1986-09-23,2.416667
1986-09-24,2.4375
1986-09-25,2.444444
1986-09-26,2.458333
1986-09-29,2.444444
1986-09-30,2.597222
1986-10-01,2.611111
1986-10-02,2.638889
1986-10-03,2.666667
1986-10-06,2.666667
1986-10-07,2.625
1986-10-08,2.625
1986-10-09,2.625
1986-10-10,2.625
1986-10-13,2.666667
1986-10-14,2.652778
1986-10-15,2.722222
1986-10-16,2.680556
1986-10-17,2.694444
1986-10-20,2.625
1986-10-21,2.625
1986-10-22,2.625
1986-10-23,2.666667
1986-10-24,2.666667
1986-10-27,2.659722
1986-10-28,2.652778
1986-10-29,2.652778
1986-10-30,2.652778
1986-10-31,2.694444
1986-11-03,2.680556
1986-11-04,2.708333
1986-11-05,2.708333
1986-11-06,2.680556
1986-11-07,2.708333
1986-11-10,2.708333
1986-11-11,2.694444
1986-11-12,2.694444
1986-11-13,2.694444
1986-11-14,2.652778
1986-11-17,2.652778
1986-11-18,2.638889
1986-11-19,2.611111
1986-11-20,2.597222
1986-11-21,2.625
1986-11-24,2.625
1986-11-25,2.625
1986-11-26,2.625
1986-11-28,2.611111
1986-12-01,2.638889
1986-12-02,2.611111
1986-12-03,2.611111
1986-12-04,2.638889
1986-12-05,2.652778
1986-12-08,2.625
1986-12-09,2.652778
1986-12-10,2.701389
1986-12-11,2.680556
1986-12-12,2.680556
1986-12-15,2.680556
1986-12-16,2.708333
1986-12-17,2.694444
1986-12-18,2.680556
1986-12-19,2.680556
1986-12-22,2.722222
1986-12-23,2.722222
1986-12-24,2.708333
1986-12-26,2.708333
1986-12-29,2.694444
1986-12-30,2.722222
1986-12-31,2.694444
1987-01-02,2.736111
1987-01-05,2.791667
1987-01-06,2.847222
1987-01-07,2.902778
1987-01-08,2.916667
1987-01-09,3.0
1987-01-12,3.0
1987-01-13,2.972222
1987-01-14,2.930556
1987-01-15,3.027778
1987-01-16,3.069444
1987-01-19,3.069444
1987-01-20,3.027778
1987-01-21,3.027778
1987-01-22,3.069444
1987-01-23,3.069444
1987-01-26,3.097222
1987-01-27,3.083333
1987-01-28,3.069444
1987-01-29,3.125
1987-01-30,3.097222
1987-02-02,3.111111
1987-02-03,3.152778
1987-02-04,3.180556
1987-02-05,3.208333
1987-02-06,3.208333
1987-02-09,3.208333
1987-02-10,3.208333
1987-02-11,3.1875
1987-02-12,3.1875
1987-02-13,3.208333
1987-02-17,3.180556
1987-02-18,3.208333
1987-02-19,3.236111
1987-02-20,3.3055559999999997
1987-02-23,3.375
1987-02-24,3.5694440000000003
1987-02-25,3.5625
1987-02-26,3.527778
1987-02-27,3.527778
1987-03-02,3.5694440000000003
1987-03-03,3.527778
1987-03-04,3.583333
1987-03-05,3.5555559999999997
1987-03-06,3.583333
1987-03-09,3.583333
1987-03-10,3.5555559999999997
1987-03-11,3.597222
1987-03-12,3.5694440000000003
1987-03-13,3.597222
1987-03-16,3.597222
1987-03-17,3.777778
1987-03-18,3.722222
1987-03-19,3.777778
1987-03-20,3.708333
1987-03-23,3.763889
1987-03-24,3.75
1987-03-25,3.6944440000000003
1987-03-26,3.666667
1987-03-27,3.666667
1987-03-30,3.611111
1987-03-31,3.611111
1987-04-01,3.611111
1987-04-02,3.666667
1987-04-03,3.666667
1987-04-06,3.666667
1987-04-07,3.666667
1987-04-08,3.666667
1987-04-09,3.611111
1987-04-10,3.611111
1987-04-13,3.611111
1987-04-14,3.583333
1987-04-15,3.4444440000000003
1987-04-16,3.5555559999999997
1987-04-20,3.5555559999999997
1987-04-21,3.527778
1987-04-22,3.611111
1987-04-23,3.611111
1987-04-24,3.4444440000000003
1987-04-27,3.472222
1987-04-28,3.472222
1987-04-29,3.4444440000000003
1987-04-30,3.4444440000000003
1987-05-01,3.333333
1987-05-04,3.4444440000000003
1987-05-05,3.4444440000000003
1987-05-06,3.4444440000000003
1987-05-07,3.5
1987-05-08,3.5555559999999997
1987-05-11,3.5555559999999997
1987-05-12,3.5
1987-05-13,3.597222
1987-05-14,3.666667
1987-05-15,3.666667
1987-05-18,3.5
1987-05-19,3.611111
1987-05-20,3.611111
1987-05-21,3.5
1987-05-22,3.416667
1987-05-26,3.416667
1987-05-27,3.5555559999999997
1987-05-28,3.388889
1987-05-29,3.4444440000000003
1987-06-01,3.4444440000000003
1987-06-02,3.416667
1987-06-03,3.5555559999999997
1987-06-04,3.416667
1987-06-05,3.388889
1987-06-08,3.4444440000000003
1987-06-09,3.5555559999999997
1987-06-10,3.5555559999999997
1987-06-11,3.4444440000000003
1987-06-12,3.611111
1987-06-15,3.666667
1987-06-16,3.666667
1987-06-17,3.666667
1987-06-18,3.5555559999999997
1987-06-19,3.666667
1987-06-22,3.5555559999999997
1987-06-23,3.5555559999999997
1987-06-24,3.666667
1987-06-25,3.666667
1987-06-26,3.722222
1987-06-29,3.777778
1987-06-30,3.75
1987-07-01,3.847222
1987-07-02,3.888889
1987-07-06,3.9444440000000003
1987-07-07,3.847222
1987-07-08,4.0
1987-07-09,3.9444440000000003
1987-07-10,4.0
1987-07-13,4.111111
1987-07-14,4.222222
1987-07-15,4.194445
1987-07-16,4.194445
1987-07-17,4.277778
1987-07-20,4.138889
1987-07-21,4.111111
1987-07-22,4.0
1987-07-23,4.111111
1987-07-24,3.972222
1987-07-27,3.972222
1987-07-28,4.0416669999999995
1987-07-29,4.0416669999999995
1987-07-30,3.9444440000000003
1987-07-31,4.027778
1987-08-03,3.972222
1987-08-04,3.9444440000000003
1987-08-05,4.0
1987-08-06,3.9444440000000003
1987-08-07,4.0
1987-08-10,4.055555
1987-08-11,4.055555
1987-08-12,4.1666669999999995
1987-08-13,4.194445
1987-08-14,4.25
1987-08-17,4.222222
1987-08-18,4.138889
1987-08-19,4.277778
1987-08-20,4.361111
1987-08-21,4.4166669999999995
1987-08-24,4.472222
1987-08-25,4.444445
1987-08-26,4.361111
1987-08-27,4.3333330000000005
1987-08-28,4.305555
1987-08-31,4.25
1987-09-01,4.194445
1987-09-02,4.111111
1987-09-03,4.1666669999999995
1987-09-04,4.1666669999999995
1987-09-08,4.111111
1987-09-09,4.1666669999999995
1987-09-10,4.138889
1987-09-11,4.1666669999999995
1987-09-14,4.111111
1987-09-15,4.111111
1987-09-16,4.111111
1987-09-17,4.0
1987-09-18,3.777778
1987-09-21,3.722222
1987-09-22,3.722222
1987-09-23,3.722222
1987-09-24,3.833333
1987-09-25,3.833333
1987-09-28,3.888889
1987-09-29,3.916667
1987-09-30,3.972222
1987-10-01,3.902778
1987-10-02,3.972222
1987-10-05,3.888889
1987-10-06,4.0
1987-10-07,4.027778
1987-10-08,3.9444440000000003
1987-10-09,3.9444440000000003
1987-10-12,3.972222
1987-10-13,4.0
1987-10-14,4.0
1987-10-15,3.972222
1987-10-16,3.8055559999999997
1987-10-19,3.5
1987-10-20,3.277778
1987-10-21,3.111111
1987-10-22,3.0
1987-10-23,2.944444
1987-10-26,2.916667
1987-10-27,2.722222
1987-10-28,2.611111
1987-10-29,2.833333
1987-10-30,3.027778
1987-11-02,3.111111
1987-11-03,3.055556
1987-11-04,2.944444
1987-11-05,2.930556
1987-11-06,2.944444
1987-11-09,2.888889
1987-11-10,2.833333
1987-11-11,2.833333
1987-11-12,2.888889
1987-11-13,2.847222
1987-11-16,2.861111
1987-11-17,2.805556
1987-11-18,2.833333
1987-11-19,2.833333
1987-11-20,2.777778
1987-11-23,2.805556
1987-11-24,2.805556
1987-11-25,2.777778
1987-11-27,2.75
1987-11-30,2.527778
1987-12-01,2.611111
1987-12-02,2.666667
1987-12-03,2.583333
1987-12-04,2.611111
1987-12-07,2.611111
1987-12-08,2.611111
1987-12-09,2.694444
1987-12-10,2.694444
1987-12-11,2.638889
1987-12-14,2.708333
1987-12-15,2.75
1987-12-16,2.833333
1987-12-17,2.888889
1987-12-18,3.111111
1987-12-21,3.055556
1987-12-22,3.027778
1987-12-23,3.111111
1987-12-24,3.111111
1987-12-28,2.888889
1987-12-29,2.833333
1987-12-30,2.944444
1987-12-31,2.888889
1988-01-04,2.944444
1988-01-05,3.0
1988-01-06,3.055556
1988-01-07,2.972222
1988-01-08,2.888889
1988-01-11,2.888889
1988-01-12,2.833333
1988-01-13,2.777778
1988-01-14,2.777778
1988-01-15,2.944444
1988-01-18,2.944444
1988-01-19,2.944444
1988-01-20,2.888889
1988-01-21,3.083333
1988-01-22,2.972222
1988-01-25,3.097222
1988-01-26,3.027778
1988-01-27,3.055556
1988-01-28,3.166667
1988-01-29,3.041667
1988-02-01,3.111111
1988-02-02,3.166667
1988-02-03,3.111111
1988-02-04,3.166667
1988-02-05,3.125
1988-02-08,3.138889
1988-02-09,3.083333
1988-02-10,3.138889
1988-02-11,3.111111
1988-02-12,3.138889
1988-02-16,3.166667
1988-02-17,3.111111
1988-02-18,3.222222
1988-02-19,3.194444
1988-02-22,3.194444
1988-02-23,3.222222
1988-02-24,3.361111
1988-02-25,3.527778
1988-02-26,3.611111
1988-02-29,3.666667
