Date,KEYS
2014-10-20,28.25
2014-10-21,28.309998999999998
2014-10-22,28.75
2014-10-23,29.25
2014-10-24,29.75
2014-10-27,30.1
2014-10-28,30.65
2014-10-29,30.0
2014-10-30,30.25
2014-10-31,31.5
2014-11-03,30.610001
2014-11-04,30.16
2014-11-05,30.18
2014-11-06,30.049999
2014-11-07,29.76
2014-11-10,29.780001000000002
2014-11-11,30.040001
2014-11-12,30.83
2014-11-13,30.41
2014-11-14,30.700001
2014-11-17,31.049999
2014-11-18,31.0
2014-11-19,30.969998999999998
2014-11-20,31.41
2014-11-21,32.299999
2014-11-24,33.0
2014-11-25,32.849998
2014-11-26,34.200001
2014-11-28,35.200001
2014-12-01,34.900002
2014-12-02,34.779999
2014-12-03,34.310001
2014-12-04,34.139998999999996
2014-12-05,34.099998
2014-12-08,34.189999
2014-12-09,33.75
2014-12-10,33.470001
2014-12-11,33.490002000000004
2014-12-12,32.860001000000004
2014-12-15,32.880001
2014-12-16,32.889998999999996
2014-12-17,33.830002
2014-12-18,34.110001000000004
2014-12-19,33.98
2014-12-22,33.939999
2014-12-23,33.630001
2014-12-24,33.799999
2014-12-26,33.73
2014-12-29,33.91
2014-12-30,33.880001
2014-12-31,33.77
2015-01-02,33.419998
2015-01-05,33.540001000000004
2015-01-06,33.610001000000004
2015-01-07,33.880001
2015-01-08,34.119999
2015-01-09,33.959998999999996
2015-01-12,34.459998999999996
2015-01-13,34.689999
2015-01-14,34.93
2015-01-15,34.470001
2015-01-16,34.959998999999996
2015-01-20,34.919998
2015-01-21,35.740002000000004
2015-01-22,35.779999
2015-01-23,34.869999
2015-01-26,34.330002
2015-01-27,33.73
2015-01-28,33.34
2015-01-29,33.68
2015-01-30,33.389998999999996
2015-02-02,34.330002
2015-02-03,34.049999
2015-02-04,34.209998999999996
2015-02-05,34.610001000000004
2015-02-06,35.080002
2015-02-09,34.970001
2015-02-10,35.759997999999996
2015-02-11,35.57
2015-02-12,36.220001
2015-02-13,36.490002000000004
2015-02-17,36.52
2015-02-18,36.5
2015-02-19,37.310001
2015-02-20,37.299999
2015-02-23,36.689999
2015-02-24,37.59
2015-02-25,37.299999
