Date,ADSK
1986-02-07,0.96875
1986-02-10,0.96875
1986-02-11,1.020833
1986-02-12,1.083333
1986-02-13,1.125
1986-02-14,1.239583
1986-02-18,1.239583
1986-02-19,1.21875
1986-02-20,1.223958
1986-02-21,1.28125
1986-02-24,1.223958
1986-02-25,1.21875
1986-02-26,1.208333
1986-02-27,1.208333
1986-02-28,1.208333
1986-03-03,1.145833
1986-03-04,1.161458
1986-03-05,1.145833
1986-03-06,1.125
1986-03-07,1.09375
1986-03-10,1.09375
1986-03-11,1.114583
1986-03-12,1.135417
1986-03-13,1.135417
1986-03-14,1.145833
1986-03-17,1.145833
1986-03-18,1.135417
1986-03-19,1.135417
1986-03-20,1.145833
1986-03-21,1.119792
1986-03-24,1.09375
1986-03-25,1.09375
1986-03-26,1.0625
1986-03-27,1.072917
1986-03-31,1.052083
1986-04-01,1.036458
1986-04-02,1.03125
1986-04-03,1.03125
1986-04-04,1.010417
1986-04-07,0.989583
1986-04-08,1.020833
1986-04-09,1.083333
1986-04-10,1.083333
1986-04-11,1.083333
1986-04-14,1.09375
1986-04-15,1.09375
1986-04-16,1.145833
1986-04-17,1.161458
1986-04-18,1.239583
1986-04-21,1.239583
1986-04-22,1.239583
1986-04-23,1.244792
1986-04-24,1.25
1986-04-25,1.25
1986-04-28,1.28125
1986-04-29,1.270833
1986-04-30,1.239583
1986-05-01,1.208333
1986-05-02,1.21875
1986-05-05,1.223958
1986-05-06,1.21875
1986-05-07,1.286458
1986-05-08,1.375
1986-05-09,1.395833
1986-05-12,1.395833
1986-05-13,1.40625
1986-05-14,1.385417
1986-05-15,1.286458
1986-05-16,1.270833
1986-05-19,1.302083
1986-05-20,1.302083
1986-05-21,1.3125
1986-05-22,1.333333
1986-05-23,1.333333
1986-05-27,1.3125
1986-05-28,1.322917
1986-05-29,1.322917
1986-05-30,1.364583
1986-06-02,1.40625
1986-06-03,1.458333
1986-06-04,1.473958
1986-06-05,1.489583
1986-06-06,1.536458
1986-06-09,1.473958
1986-06-10,1.447917
1986-06-11,1.4375
1986-06-12,1.4375
1986-06-13,1.458333
1986-06-16,1.458333
1986-06-17,1.458333
1986-06-18,1.447917
1986-06-19,1.473958
1986-06-20,1.510417
1986-06-23,1.447917
1986-06-24,1.458333
1986-06-25,1.489583
1986-06-26,1.53125
1986-06-27,1.583333
1986-06-30,1.677083
1986-07-01,1.583333
1986-07-02,1.59375
1986-07-03,1.59375
1986-07-07,1.520833
1986-07-08,1.447917
1986-07-09,1.489583
1986-07-10,1.510417
1986-07-11,1.510417
1986-07-14,1.447917
1986-07-15,1.28125
1986-07-16,1.322917
1986-07-17,1.34375
1986-07-18,1.302083
1986-07-21,1.270833
1986-07-22,1.239583
1986-07-23,1.270833
1986-07-24,1.270833
1986-07-25,1.223958
1986-07-28,1.098958
1986-07-29,1.098958
1986-07-30,1.114583
1986-07-31,1.125
1986-08-01,1.125
1986-08-04,1.072917
1986-08-05,1.09375
1986-08-06,1.09375
1986-08-07,1.09375
1986-08-08,1.114583
1986-08-11,1.197917
1986-08-12,1.260417
1986-08-13,1.270833
1986-08-14,1.34375
1986-08-15,1.395833
1986-08-18,1.447917
1986-08-19,1.427083
1986-08-20,1.473958
1986-08-21,1.458333
1986-08-22,1.46875
1986-08-25,1.4375
1986-08-26,1.458333
1986-08-27,1.427083
1986-08-28,1.427083
1986-08-29,1.427083
1986-09-02,1.427083
1986-09-03,1.40625
1986-09-04,1.427083
1986-09-05,1.411458
1986-09-08,1.395833
1986-09-09,1.395833
1986-09-10,1.385417
1986-09-11,1.270833
1986-09-12,1.25
1986-09-15,1.239583
1986-09-16,1.21875
1986-09-17,1.28125
1986-09-18,1.28125
1986-09-19,1.34375
1986-09-22,1.348958
1986-09-23,1.364583
1986-09-24,1.364583
1986-09-25,1.333333
1986-09-26,1.286458
1986-09-29,1.286458
1986-09-30,1.34375
1986-10-01,1.34375
1986-10-02,1.322917
1986-10-03,1.333333
1986-10-06,1.333333
1986-10-07,1.333333
1986-10-08,1.333333
1986-10-09,1.338542
1986-10-10,1.333333
1986-10-13,1.333333
1986-10-14,1.34375
1986-10-15,1.34375
1986-10-16,1.385417
1986-10-17,1.385417
1986-10-20,1.375
1986-10-21,1.395833
1986-10-22,1.427083
1986-10-23,1.447917
1986-10-24,1.520833
1986-10-27,1.5
1986-10-28,1.520833
1986-10-29,1.583333
1986-10-30,1.583333
1986-10-31,1.536458
1986-11-03,1.520833
1986-11-04,1.5625
1986-11-05,1.583333
1986-11-06,1.572917
1986-11-07,1.572917
1986-11-10,1.583333
1986-11-11,1.583333
1986-11-12,1.572917
1986-11-13,1.53125
1986-11-14,1.520833
1986-11-17,1.536458
1986-11-18,1.53125
1986-11-19,1.5
1986-11-20,1.510417
1986-11-21,1.536458
1986-11-24,1.583333
1986-11-25,1.614583
1986-11-26,1.65625
1986-11-28,1.65625
1986-12-01,1.59375
1986-12-02,1.635417
1986-12-03,1.645833
1986-12-04,1.625
1986-12-05,1.59375
1986-12-08,1.59375
1986-12-09,1.572917
1986-12-10,1.59375
1986-12-11,1.59375
1986-12-12,1.583333
1986-12-15,1.572917
1986-12-16,1.552083
1986-12-17,1.552083
1986-12-18,1.552083
1986-12-19,1.59375
1986-12-22,1.598958
1986-12-23,1.59375
1986-12-24,1.59375
1986-12-26,1.583333
1986-12-29,1.59375
1986-12-30,1.598958
1986-12-31,1.598958
1987-01-02,1.625
1987-01-05,1.635417
1987-01-06,1.739583
1987-01-07,1.802083
1987-01-08,1.864583
1987-01-09,1.864583
1987-01-12,1.895833
1987-01-13,1.963542
1987-01-14,1.973958
1987-01-15,2.026042
1987-01-16,1.989583
1987-01-19,2.057292
1987-01-20,1.994792
1987-01-21,2.020833
1987-01-22,2.036458
1987-01-23,2.036458
1987-01-26,2.036458
1987-01-27,2.052083
1987-01-28,2.114583
1987-01-29,2.057292
1987-01-30,2.083333
1987-02-02,2.270833
1987-02-03,2.395833
1987-02-04,2.322917
1987-02-05,2.239583
1987-02-06,2.208333
1987-02-09,2.098958
1987-02-10,2.083333
1987-02-11,2.244792
1987-02-12,2.244792
1987-02-13,2.395833
1987-02-17,2.645833
1987-02-18,2.598958
1987-02-19,2.583333
1987-02-20,2.583333
1987-02-23,2.494792
1987-02-24,2.661458
1987-02-25,2.869792
1987-02-26,2.901042
1987-02-27,2.848958
1987-03-02,2.807292
1987-03-03,2.744792
1987-03-04,2.973958
1987-03-05,2.958333
1987-03-06,2.932292
1987-03-09,2.895833
1987-03-10,3.020833
1987-03-11,2.958333
1987-03-12,2.973958
1987-03-13,2.895833
1987-03-16,2.869792
1987-03-17,2.994792
1987-03-18,3.036458
1987-03-19,3.213542
1987-03-20,3.208333
1987-03-23,3.223958
1987-03-24,3.161458
1987-03-25,3.286458
1987-03-26,3.515625
1987-03-27,3.598958
1987-03-30,3.5
1987-03-31,3.84375
1987-04-01,4.0
1987-04-02,3.9375
1987-04-03,3.8125
1987-04-06,3.5625
1987-04-07,3.5
1987-04-08,3.625
1987-04-09,3.5625
1987-04-10,3.4375
1987-04-13,3.25
1987-04-14,3.1875
1987-04-15,3.25
1987-04-16,3.4375
1987-04-20,3.25
1987-04-21,3.28125
1987-04-22,3.375
1987-04-23,3.3125
1987-04-24,3.3125
1987-04-27,3.21875
1987-04-28,3.125
1987-04-29,3.3125
1987-04-30,3.4375
1987-05-01,3.5625
1987-05-04,3.4375
1987-05-05,3.4375
1987-05-06,3.375
1987-05-07,3.375
1987-05-08,3.375
1987-05-11,3.4375
1987-05-12,3.375
1987-05-13,3.375
1987-05-14,3.4375
1987-05-15,3.46875
1987-05-18,3.40625
1987-05-19,3.3125
1987-05-20,3.1875
1987-05-21,3.1875
1987-05-22,3.1875
1987-05-26,3.1875
1987-05-27,3.1875
1987-05-28,3.25
1987-05-29,3.1875
1987-06-01,3.0
1987-06-02,3.03125
1987-06-03,3.125
1987-06-04,3.171875
1987-06-05,3.125
1987-06-08,3.125
1987-06-09,3.09375
1987-06-10,2.96875
1987-06-11,3.0
1987-06-12,2.96875
1987-06-15,2.875
1987-06-16,3.0625
1987-06-17,3.15625
1987-06-18,3.0625
1987-06-19,3.0625
1987-06-22,3.125
1987-06-23,3.25
1987-06-24,3.3125
1987-06-25,3.1875
1987-06-26,3.1875
1987-06-29,3.25
1987-06-30,3.15625
1987-07-01,3.125
1987-07-02,2.96875
1987-07-06,2.59375
1987-07-07,2.625
1987-07-08,2.625
1987-07-09,2.59375
1987-07-10,2.625
1987-07-13,2.8125
1987-07-14,2.9375
1987-07-15,2.78125
1987-07-16,2.875
1987-07-17,2.9375
1987-07-20,2.78125
1987-07-21,2.625
1987-07-22,2.75
1987-07-23,2.65625
1987-07-24,2.625
1987-07-27,2.6875
1987-07-28,2.703125
1987-07-29,2.75
1987-07-30,2.9375
1987-07-31,3.03125
1987-08-03,3.03125
1987-08-04,2.96875
1987-08-05,3.125
1987-08-06,3.28125
1987-08-07,3.15625
1987-08-10,3.28125
1987-08-11,3.5
1987-08-12,3.453125
1987-08-13,3.625
1987-08-14,3.65625
1987-08-17,3.65625
1987-08-18,3.5
1987-08-19,3.4375
1987-08-20,3.625
1987-08-21,3.6875
1987-08-24,3.75
1987-08-25,3.71875
1987-08-26,3.5625
1987-08-27,3.5625
1987-08-28,3.5625
1987-08-31,3.5625
1987-09-01,3.46875
1987-09-02,3.375
1987-09-03,3.375
1987-09-04,3.28125
1987-09-08,3.21875
1987-09-09,3.375
1987-09-10,3.59375
1987-09-11,3.65625
1987-09-14,3.53125
1987-09-15,3.46875
1987-09-16,3.59375
1987-09-17,3.65625
1987-09-18,3.65625
1987-09-21,3.46875
1987-09-22,3.59375
1987-09-23,3.65625
1987-09-24,3.65625
1987-09-25,3.625
1987-09-28,3.5625
1987-09-29,3.53125
1987-09-30,3.4375
1987-10-01,3.625
1987-10-02,3.90625
1987-10-05,4.09375
1987-10-06,3.8125
1987-10-07,3.75
1987-10-08,3.75
1987-10-09,3.84375
1987-10-12,3.71875
1987-10-13,3.75
1987-10-14,3.71875
1987-10-15,3.75
1987-10-16,3.4375
1987-10-19,2.84375
1987-10-20,2.5625
1987-10-21,2.9375
1987-10-22,2.5
1987-10-23,2.1875
1987-10-26,1.71875
1987-10-27,1.625
1987-10-28,1.625
1987-10-29,2.28125
1987-10-30,2.375
1987-11-02,2.40625
1987-11-03,2.21875
1987-11-04,2.25
1987-11-05,2.25
1987-11-06,2.125
1987-11-09,2.078125
1987-11-10,2.09375
1987-11-11,2.15625
1987-11-12,2.25
1987-11-13,2.125
1987-11-16,2.15625
1987-11-17,2.03125
1987-11-18,2.0625
1987-11-19,2.0
1987-11-20,2.0
1987-11-23,2.0
1987-11-24,2.1875
1987-11-25,2.3125
1987-11-27,2.25
1987-11-30,2.1875
1987-12-01,2.1875
1987-12-02,2.21875
1987-12-03,2.25
1987-12-04,2.21875
1987-12-07,2.40625
1987-12-08,2.515625
1987-12-09,2.65625
1987-12-10,2.5625
1987-12-11,2.5
1987-12-14,2.625
1987-12-15,2.6875
1987-12-16,2.71875
1987-12-17,2.65625
1987-12-18,2.78125
1987-12-21,2.71875
1987-12-22,2.65625
1987-12-23,2.6875
1987-12-24,2.71875
1987-12-28,2.59375
1987-12-29,2.5625
1987-12-30,2.59375
1987-12-31,2.59375
1988-01-04,2.625
1988-01-05,2.78125
1988-01-06,2.75
1988-01-07,2.84375
1988-01-08,2.46875
1988-01-11,2.53125
1988-01-12,2.46875
1988-01-13,2.40625
1988-01-14,2.375
1988-01-15,2.3125
1988-01-18,2.3125
1988-01-19,2.28125
1988-01-20,2.09375
1988-01-21,2.1875
1988-01-22,2.28125
1988-01-25,2.375
1988-01-26,2.25
1988-01-27,2.28125
1988-01-28,2.28125
1988-01-29,2.34375
1988-02-01,2.34375
1988-02-02,2.28125
1988-02-03,2.125
1988-02-04,2.15625
1988-02-05,2.1875
1988-02-08,2.15625
1988-02-09,2.15625
1988-02-10,2.21875
1988-02-11,2.28125
1988-02-12,2.375
1988-02-16,2.5
1988-02-17,2.40625
1988-02-18,2.375
1988-02-19,2.71875
1988-02-22,2.78125
1988-02-23,2.75
1988-02-24,2.78125
1988-02-25,2.8125
1988-02-26,2.734375
1988-02-29,2.84375
1988-03-01,2.8125
1988-03-02,2.875
1988-03-03,3.0
1988-03-04,3.03125
1988-03-07,3.09375
1988-03-08,3.09375
1988-03-09,3.15625
1988-03-10,3.03125
1988-03-11,3.03125
1988-03-14,3.09375
1988-03-15,3.03125
1988-03-16,3.125
1988-03-17,3.21875
1988-03-18,3.125
1988-03-21,3.09375
1988-03-22,3.125
1988-03-23,3.09375
1988-03-24,2.96875
1988-03-25,2.875
1988-03-28,2.9375
1988-03-29,3.03125
1988-03-30,2.90625
1988-03-31,2.90625
1988-04-04,2.875
1988-04-05,2.96875
1988-04-06,3.21875
1988-04-07,3.40625
1988-04-08,3.4375
1988-04-11,3.53125
1988-04-12,3.5
1988-04-13,3.484375
1988-04-14,3.1875
1988-04-15,3.28125
1988-04-18,3.28125
1988-04-19,3.21875
1988-04-20,3.21875
1988-04-21,3.25
1988-04-22,3.28125
1988-04-25,3.40625
1988-04-26,3.53125
1988-04-27,3.65625
1988-04-28,3.65625
1988-04-29,3.53125
1988-05-02,3.5
1988-05-03,3.65625
1988-05-04,3.71875
1988-05-05,3.625
1988-05-06,3.65625
1988-05-09,3.484375
1988-05-10,3.4375
1988-05-11,3.3125
1988-05-12,3.34375
1988-05-13,3.4375
1988-05-16,3.625
1988-05-17,3.46875
1988-05-18,3.40625
1988-05-19,3.4375
1988-05-20,3.34375
1988-05-23,3.25
1988-05-24,3.3125
1988-05-25,3.375
1988-05-26,3.40625
1988-05-27,3.375
1988-05-31,3.53125
1988-06-01,3.625
1988-06-02,3.59375
1988-06-03,3.5625
1988-06-06,3.6875
1988-06-07,3.71875
1988-06-08,3.84375
1988-06-09,3.8125
1988-06-10,3.78125
1988-06-13,3.6875
1988-06-14,3.71875
1988-06-15,3.59375
1988-06-16,3.53125
1988-06-17,3.5
1988-06-20,3.53125
1988-06-21,3.59375
1988-06-22,3.78125
1988-06-23,3.8125
1988-06-24,3.71875
1988-06-27,3.6875
1988-06-28,3.65625
1988-06-29,3.53125
1988-06-30,3.625
1988-07-01,3.625
1988-07-05,3.625
1988-07-06,3.65625
1988-07-07,3.65625
1988-07-08,3.5625
1988-07-11,3.5625
1988-07-12,3.5
1988-07-13,3.5625
1988-07-14,3.75
1988-07-15,3.6875
1988-07-18,3.65625
1988-07-19,3.59375
1988-07-20,3.421875
1988-07-21,3.34375
1988-07-22,3.40625
1988-07-25,3.34375
1988-07-26,3.375
1988-07-27,3.171875
1988-07-28,3.1875
1988-07-29,3.25
1988-08-01,3.34375
1988-08-02,3.34375
1988-08-03,3.3125
1988-08-04,3.265625
1988-08-05,3.1875
1988-08-08,3.25
1988-08-09,3.171875
1988-08-10,3.0625
1988-08-11,3.0
1988-08-12,3.0
1988-08-15,2.96875
1988-08-16,3.15625
1988-08-17,3.0625
1988-08-18,3.09375
1988-08-19,3.125
1988-08-22,3.03125
1988-08-23,3.125
1988-08-24,3.1875
1988-08-25,3.1875
1988-08-26,3.21875
1988-08-29,3.28125
1988-08-30,3.296875
1988-08-31,3.3125
1988-09-01,3.1875
1988-09-02,3.28125
1988-09-06,3.21875
1988-09-07,3.15625
1988-09-08,3.25
1988-09-09,3.4375
1988-09-12,3.5625
1988-09-13,3.5625
1988-09-14,3.5625
1988-09-15,3.515625
1988-09-16,3.46875
1988-09-19,3.4375
1988-09-20,3.40625
1988-09-21,3.53125
1988-09-22,3.53125
1988-09-23,3.5
1988-09-26,3.46875
1988-09-27,3.5
1988-09-28,3.515625
1988-09-29,3.59375
1988-09-30,3.5625
1988-10-03,3.5625
1988-10-04,3.5
1988-10-05,3.46875
1988-10-06,3.5
1988-10-07,3.46875
1988-10-10,3.40625
1988-10-11,3.34375
1988-10-12,3.28125
1988-10-13,3.3125
1988-10-14,3.40625
1988-10-17,3.375
1988-10-18,3.375
1988-10-19,3.40625
1988-10-20,3.5
1988-10-21,3.46875
1988-10-24,3.40625
1988-10-25,3.25
1988-10-26,3.109375
1988-10-27,3.03125
1988-10-28,3.09375
1988-10-31,3.0
1988-11-01,3.125
1988-11-02,3.03125
1988-11-03,3.0625
1988-11-04,3.0625
1988-11-07,3.0625
1988-11-08,3.15625
1988-11-09,3.15625
1988-11-10,3.21875
1988-11-11,3.140625
1988-11-14,3.125
1988-11-15,3.0625
1988-11-16,2.90625
1988-11-17,2.875
1988-11-18,3.03125
1988-11-21,3.0
1988-11-22,3.046875
1988-11-23,3.09375
1988-11-25,3.03125
1988-11-28,3.078125
1988-11-29,3.15625
1988-11-30,3.1875
1988-12-01,3.34375
1988-12-02,3.34375
1988-12-05,3.453125
1988-12-06,3.46875
1988-12-07,3.4375
1988-12-08,3.40625
1988-12-09,3.40625
1988-12-12,3.34375
1988-12-13,3.3125
1988-12-14,3.375
1988-12-15,3.40625
1988-12-16,3.5
1988-12-19,3.625
1988-12-20,3.65625
1988-12-21,3.625
1988-12-22,3.59375
1988-12-23,3.625
1988-12-27,3.625
1988-12-28,3.59375
1988-12-29,3.609375
1988-12-30,3.625
1989-01-03,3.71875
1989-01-04,3.78125
1989-01-05,3.75
1989-01-06,3.65625
1989-01-09,3.65625
1989-01-10,3.671875
1989-01-11,3.6875
1989-01-12,3.75
1989-01-13,3.6875
1989-01-16,3.71875
1989-01-17,3.6875
1989-01-18,3.59375
1989-01-19,3.6875
1989-01-20,3.71875
1989-01-23,3.6875
1989-01-24,3.71875
1989-01-25,3.84375
1989-01-26,4.0
1989-01-27,3.875
1989-01-30,3.8125
1989-01-31,3.71875
1989-02-01,3.78125
1989-02-02,3.875
1989-02-03,3.96875
1989-02-06,3.9375
1989-02-07,4.125
1989-02-08,4.125
1989-02-09,4.0
1989-02-10,3.84375
1989-02-13,3.859375
1989-02-14,3.859375
1989-02-15,3.875
1989-02-16,3.90625
1989-02-17,3.84375
1989-02-21,3.8125
1989-02-22,3.6875
1989-02-23,3.6875
1989-02-24,3.59375
1989-02-27,3.625
1989-02-28,3.5625
1989-03-01,3.625
1989-03-02,3.59375
1989-03-03,3.609375
1989-03-06,3.71875
1989-03-07,3.75
1989-03-08,3.6875
1989-03-09,3.625
1989-03-10,3.65625
1989-03-13,3.703125
1989-03-14,3.703125
1989-03-15,3.75
1989-03-16,3.8125
1989-03-17,3.625
1989-03-20,3.5625
1989-03-21,3.53125
1989-03-22,3.4375
1989-03-23,3.4375
1989-03-27,3.375
1989-03-28,3.59375
1989-03-29,3.65625
1989-03-30,3.71875
1989-03-31,3.75
1989-04-03,3.84375
1989-04-04,3.75
1989-04-05,3.78125
1989-04-06,3.75
1989-04-07,3.78125
1989-04-10,3.828125
1989-04-11,3.9375
1989-04-12,4.015625
1989-04-13,4.03125
1989-04-14,4.25
1989-04-17,4.3125
1989-04-18,4.203125
1989-04-19,4.1875
1989-04-20,4.15625
1989-04-21,4.125
1989-04-24,4.09375
1989-04-25,4.109375
1989-04-26,4.09375
1989-04-27,4.09375
1989-04-28,4.140625
1989-05-01,4.25
1989-05-02,4.515625
1989-05-03,4.46875
1989-05-04,4.34375
1989-05-05,4.375
1989-05-08,4.375
1989-05-09,4.53125
1989-05-10,4.53125
1989-05-11,4.546875
1989-05-12,4.5625
1989-05-15,4.71875
1989-05-16,4.65625
1989-05-17,4.6875
1989-05-18,4.8125
1989-05-19,4.890625
1989-05-22,4.78125
1989-05-23,4.6875
1989-05-24,4.6875
1989-05-25,4.65625
1989-05-26,4.71875
1989-05-30,4.6875
1989-05-31,4.6875
1989-06-01,4.78125
1989-06-02,4.78125
1989-06-05,4.59375
1989-06-06,4.65625
1989-06-07,4.703125
1989-06-08,4.8125
1989-06-09,4.75
1989-06-12,4.78125
1989-06-13,4.6875
1989-06-14,4.609375
1989-06-15,4.53125
1989-06-16,4.5
1989-06-19,4.46875
1989-06-20,4.5
1989-06-21,4.53125
1989-06-22,4.5625
1989-06-23,4.59375
1989-06-26,4.625
1989-06-27,4.578125
1989-06-28,4.4375
1989-06-29,4.40625
1989-06-30,4.34375
1989-07-03,4.375
1989-07-05,4.40625
1989-07-06,4.515625
1989-07-07,4.609375
1989-07-10,4.625
1989-07-11,4.625
1989-07-12,4.625
1989-07-13,4.625
1989-07-14,4.4375
1989-07-17,4.453125
1989-07-18,4.375
1989-07-19,4.453125
1989-07-20,4.46875
1989-07-21,4.46875
1989-07-24,4.46875
1989-07-25,4.375
1989-07-26,4.375
1989-07-27,4.53125
1989-07-28,4.5625
1989-07-31,4.625
1989-08-01,4.65625
1989-08-02,4.59375
1989-08-03,4.625
1989-08-04,4.875
1989-08-07,5.0
1989-08-08,5.09375
1989-08-09,5.03125
1989-08-10,4.96875
1989-08-11,4.90625
1989-08-14,4.875
1989-08-15,4.875
1989-08-16,4.78125
1989-08-17,4.59375
1989-08-18,4.671875
1989-08-21,4.65625
1989-08-22,4.84375
1989-08-23,4.90625
1989-08-24,4.90625
1989-08-25,4.875
1989-08-28,4.828125
1989-08-29,4.71875
1989-08-30,4.84375
1989-08-31,4.9375
1989-09-01,4.96875
1989-09-05,4.96875
1989-09-06,4.9375
1989-09-07,4.9375
1989-09-08,4.9375
1989-09-11,4.9375
1989-09-12,5.140625
1989-09-13,5.15625
1989-09-14,5.09375
1989-09-15,5.09375
1989-09-18,4.90625
1989-09-19,4.96875
1989-09-20,4.875
1989-09-21,4.875
1989-09-22,4.84375
1989-09-25,4.90625
1989-09-26,4.90625
1989-09-27,4.84375
1989-09-28,4.96875
1989-09-29,5.0625
1989-10-02,5.1875
1989-10-03,5.1875
1989-10-04,5.0625
1989-10-05,5.21875
1989-10-06,5.15625
1989-10-09,5.3125
1989-10-10,5.375
1989-10-11,5.25
1989-10-12,5.1875
1989-10-13,4.9375
1989-10-16,4.953125
1989-10-17,5.15625
1989-10-18,5.09375
1989-10-19,5.25
1989-10-20,5.25
1989-10-23,5.1875
1989-10-24,5.125
1989-10-25,4.96875
1989-10-26,4.78125
1989-10-27,4.71875
1989-10-30,4.8125
1989-10-31,4.9375
1989-11-01,4.875
1989-11-02,4.6875
1989-11-03,4.53125
1989-11-06,4.40625
1989-11-07,4.65625
1989-11-08,4.78125
1989-11-09,4.875
1989-11-10,4.875
1989-11-13,4.875
1989-11-14,4.8125
1989-11-15,4.875
1989-11-16,4.875
1989-11-17,4.875
1989-11-20,5.0
1989-11-21,4.90625
1989-11-22,4.625
1989-11-24,4.65625
1989-11-27,4.5625
1989-11-28,4.46875
1989-11-29,4.40625
1989-11-30,4.4375
1989-12-01,4.34375
1989-12-04,4.5625
1989-12-05,4.5625
1989-12-06,4.5
1989-12-07,4.53125
1989-12-08,4.5625
1989-12-11,4.375
1989-12-12,4.390625
1989-12-13,4.390625
1989-12-14,4.25
1989-12-15,4.25
1989-12-18,4.09375
1989-12-19,4.359375
1989-12-20,4.40625
1989-12-21,4.53125
1989-12-22,4.71875
1989-12-26,4.875
1989-12-27,4.8125
1989-12-28,4.875
1989-12-29,4.875
1990-01-02,5.03125
1990-01-03,5.15625
1990-01-04,5.03125
1990-01-05,5.03125
1990-01-08,4.984375
1990-01-09,4.96875
1990-01-10,4.96875
1990-01-11,4.875
1990-01-12,4.78125
1990-01-15,4.78125
1990-01-16,4.8125
1990-01-17,4.78125
1990-01-18,4.78125
1990-01-19,4.828125
1990-01-22,4.6875
1990-01-23,4.59375
1990-01-24,4.6875
1990-01-25,4.78125
1990-01-26,4.84375
1990-01-29,5.03125
1990-01-30,4.875
1990-01-31,4.9375
1990-02-01,5.09375
1990-02-02,5.09375
1990-02-05,4.984375
1990-02-06,5.1875
1990-02-07,5.34375
1990-02-08,5.5
1990-02-09,5.46875
1990-02-12,5.40625
1990-02-13,5.609375
1990-02-14,5.53125
1990-02-15,5.6875
1990-02-16,5.46875
1990-02-20,5.53125
1990-02-21,5.65625
1990-02-22,5.71875
1990-02-23,5.4375
1990-02-26,5.28125
1990-02-27,5.359375
1990-02-28,5.53125
1990-03-01,5.46875
1990-03-02,5.5625
1990-03-05,5.5
