Date,BR
2007-04-02,19.51
2007-04-03,19.07
2007-04-04,18.91
2007-04-05,19.379998999999998
2007-04-09,19.059998999999998
2007-04-10,19.219998999999998
2007-04-11,19.110001
2007-04-12,19.200001
2007-04-13,19.58
2007-04-16,19.860001
2007-04-17,20.42
2007-04-18,20.68
2007-04-19,21.139999
2007-04-20,21.08
2007-04-23,20.700001
2007-04-24,20.610001
2007-04-25,20.26
2007-04-26,20.059998999999998
2007-04-27,20.219998999999998
2007-04-30,20.040001
2007-05-01,20.040001
2007-05-02,20.02
2007-05-03,20.299999
2007-05-04,20.780001000000002
2007-05-07,21.01
2007-05-08,21.27
2007-05-09,21.4
2007-05-10,21.120001000000002
2007-05-11,21.43
2007-05-14,21.309998999999998
2007-05-15,20.84
2007-05-16,20.5
2007-05-17,20.65
2007-05-18,20.459999
2007-05-21,20.5
2007-05-22,20.389999
2007-05-23,20.35
2007-05-24,20.02
2007-05-25,20.0
2007-05-29,20.0
2007-05-30,19.969998999999998
2007-05-31,20.24
2007-06-01,19.93
2007-06-04,19.85
2007-06-05,19.93
2007-06-06,19.450001
2007-06-07,18.969998999999998
2007-06-08,19.139999
2007-06-11,19.27
2007-06-12,19.33
2007-06-13,19.35
2007-06-14,19.280001000000002
2007-06-15,19.49
2007-06-18,19.43
2007-06-19,19.09
2007-06-20,19.110001
2007-06-21,19.440001000000002
2007-06-22,19.9
2007-06-25,20.120001000000002
2007-06-26,19.9
2007-06-27,19.799999
2007-06-28,19.41
2007-06-29,19.120001000000002
2007-07-02,19.34
2007-07-03,19.719998999999998
2007-07-05,19.6
2007-07-06,19.76
2007-07-09,20.34
2007-07-10,19.799999
2007-07-11,19.58
2007-07-12,20.02
2007-07-13,19.889999
2007-07-16,20.190001000000002
2007-07-17,20.139999
2007-07-18,20.040001
2007-07-19,20.27
2007-07-20,20.049999
2007-07-23,20.01
2007-07-24,19.309998999999998
2007-07-25,19.139999
2007-07-26,18.610001
2007-07-27,17.969998999999998
2007-07-30,17.870001000000002
2007-07-31,17.59
2007-08-01,17.059998999999998
2007-08-02,17.18
2007-08-03,17.049999
2007-08-06,17.57
2007-08-07,17.549999
2007-08-08,18.18
2007-08-09,17.99
2007-08-10,18.33
2007-08-13,17.790001
2007-08-14,18.110001
2007-08-15,17.610001
2007-08-16,17.450001
2007-08-17,17.5
2007-08-20,17.33
2007-08-21,17.84
2007-08-22,16.92
2007-08-23,16.290001
2007-08-24,17.9
2007-08-27,17.780001000000002
2007-08-28,17.6
2007-08-29,17.870001000000002
2007-08-30,18.129998999999998
2007-08-31,18.17
2007-09-04,18.51
2007-09-05,17.41
2007-09-06,17.129998999999998
2007-09-07,16.709999
2007-09-10,17.459999
2007-09-11,17.23
2007-09-12,17.889999
2007-09-13,18.639999
2007-09-14,18.65
2007-09-17,18.08
2007-09-18,18.84
2007-09-19,18.950001
2007-09-20,19.15
2007-09-21,19.120001000000002
2007-09-24,18.360001
2007-09-25,18.540001
2007-09-26,18.879998999999998
2007-09-27,19.0
2007-09-28,18.950001
2007-10-01,19.0
2007-10-02,18.92
2007-10-03,19.32
2007-10-04,19.67
2007-10-05,19.469998999999998
2007-10-08,19.43
2007-10-09,19.559998999999998
2007-10-10,19.57
2007-10-11,19.49
2007-10-12,19.58
2007-10-15,19.790001
2007-10-16,19.280001000000002
2007-10-17,19.35
2007-10-18,19.780001000000002
2007-10-19,19.610001
2007-10-22,19.74
2007-10-23,19.469998999999998
2007-10-24,19.459999
2007-10-25,19.209999
2007-10-26,19.459999
2007-10-29,19.57
2007-10-30,19.76
2007-10-31,20.0
2007-11-01,19.5
2007-11-02,18.92
2007-11-05,18.459999
2007-11-06,18.23
2007-11-07,20.68
2007-11-08,22.0
2007-11-09,22.15
2007-11-12,21.1
2007-11-13,21.65
2007-11-14,21.42
2007-11-15,22.18
2007-11-16,21.91
2007-11-19,21.959999
2007-11-20,22.18
2007-11-21,21.440001000000002
2007-11-23,21.139999
2007-11-26,20.84
2007-11-27,21.200001
2007-11-28,22.07
2007-11-29,22.42
2007-11-30,22.77
2007-12-03,22.379998999999998
2007-12-04,22.93
2007-12-05,23.02
2007-12-06,23.48
2007-12-07,23.700001
2007-12-10,23.940001000000002
2007-12-11,23.24
2007-12-12,23.959999
2007-12-13,23.950001
2007-12-14,23.719998999999998
2007-12-17,22.93
2007-12-18,22.93
2007-12-19,22.57
2007-12-20,22.709999
2007-12-21,22.889999
2007-12-24,22.889999
2007-12-26,22.91
2007-12-27,22.68
2007-12-28,22.469998999999998
2007-12-31,22.43
2008-01-02,22.25
2008-01-03,22.639999
2008-01-04,22.74
2008-01-07,22.82
2008-01-08,23.1
2008-01-09,23.049999
2008-01-10,23.34
2008-01-11,23.52
2008-01-14,23.309998999999998
2008-01-15,22.870001000000002
2008-01-16,22.66
2008-01-17,22.26
2008-01-18,22.35
2008-01-22,21.780001000000002
2008-01-23,21.58
2008-01-24,22.389999
2008-01-25,22.43
2008-01-28,21.969998999999998
2008-01-29,21.799999
2008-01-30,21.129998999999998
2008-01-31,21.66
2008-02-01,22.52
2008-02-04,21.870001000000002
2008-02-05,21.959999
2008-02-06,23.0
2008-02-07,21.51
2008-02-08,21.629998999999998
2008-02-11,21.549999
2008-02-12,21.219998999999998
2008-02-13,21.200001
2008-02-14,20.18
2008-02-15,20.049999
2008-02-19,19.290001
2008-02-20,19.459999
2008-02-21,19.02
2008-02-22,19.6
2008-02-25,18.969998999999998
2008-02-26,20.5
2008-02-27,19.790001
2008-02-28,19.93
2008-02-29,19.15
2008-03-03,19.860001
2008-03-04,19.540001
2008-03-05,19.690001000000002
2008-03-06,18.620001000000002
2008-03-07,19.030001000000002
2008-03-10,18.450001
2008-03-11,18.65
2008-03-12,18.75
2008-03-13,18.5
2008-03-14,17.950001
2008-03-17,17.08
2008-03-18,17.549999
2008-03-19,17.450001
2008-03-20,18.219998999999998
2008-03-24,17.93
2008-03-25,18.049999
2008-03-26,18.040001
2008-03-27,17.92
2008-03-28,17.719998999999998
2008-03-31,17.6
2008-04-01,18.5
2008-04-02,18.58
2008-04-03,18.620001000000002
2008-04-04,18.440001000000002
2008-04-07,18.32
2008-04-08,16.9
2008-04-09,17.17
2008-04-10,17.18
2008-04-11,16.76
2008-04-14,17.0
2008-04-15,17.59
2008-04-16,18.0
2008-04-17,17.950001
2008-04-18,17.940001000000002
2008-04-21,17.969998999999998
2008-04-22,17.440001000000002
2008-04-23,17.690001000000002
2008-04-24,17.620001000000002
2008-04-25,18.120001000000002
2008-04-28,18.48
2008-04-29,18.959999
2008-04-30,18.620001000000002
2008-05-01,18.9
2008-05-02,19.0
2008-05-05,18.450001
2008-05-06,18.469998999999998
2008-05-07,18.57
2008-05-08,19.82
2008-05-09,19.6
2008-05-12,19.860001
2008-05-13,20.969998999999998
2008-05-14,21.459999
2008-05-15,21.309998999999998
2008-05-16,21.68
2008-05-19,21.950001
2008-05-20,21.98
2008-05-21,22.290001
2008-05-22,22.59
2008-05-23,22.27
2008-05-27,21.91
2008-05-28,22.629998999999998
2008-05-29,22.42
2008-05-30,22.540001
2008-06-02,22.360001
2008-06-03,22.59
2008-06-04,22.35
2008-06-05,22.9
2008-06-06,22.360001
2008-06-09,22.629998999999998
2008-06-10,22.280001000000002
2008-06-11,22.26
2008-06-12,22.4
2008-06-13,22.389999
2008-06-16,22.549999
2008-06-17,22.639999
2008-06-18,22.33
2008-06-19,22.68
2008-06-20,22.709999
2008-06-23,22.549999
2008-06-24,22.27
2008-06-25,22.6
2008-06-26,22.17
2008-06-27,21.620001000000002
2008-06-30,21.049999
2008-07-01,20.879998999999998
2008-07-02,20.389999
2008-07-03,20.49
2008-07-07,19.780001000000002
2008-07-08,20.75
2008-07-09,20.559998999999998
2008-07-10,20.42
2008-07-11,20.190001000000002
2008-07-14,19.73
2008-07-15,19.610001
2008-07-16,20.17
2008-07-17,20.83
2008-07-18,20.969998999999998
2008-07-21,20.790001
2008-07-22,21.440001000000002
2008-07-23,21.18
2008-07-24,20.690001000000002
2008-07-25,20.709999
2008-07-28,20.559998999999998
2008-07-29,21.17
2008-07-30,21.280001000000002
2008-07-31,20.700001
2008-08-01,20.58
2008-08-04,20.4
2008-08-05,20.379998999999998
2008-08-06,19.959999
2008-08-07,19.969998999999998
2008-08-08,20.200001
2008-08-11,20.540001
2008-08-12,20.24
2008-08-13,20.01
2008-08-14,19.98
2008-08-15,19.76
2008-08-18,19.4
2008-08-19,19.08
2008-08-20,19.450001
2008-08-21,19.67
2008-08-22,19.67
2008-08-25,19.15
2008-08-26,19.85
2008-08-27,20.059998999999998
2008-08-28,20.67
2008-08-29,19.969998999999998
2008-09-02,19.540001
2008-09-03,19.879998999999998
2008-09-04,19.120001000000002
2008-09-05,19.17
2008-09-08,19.51
2008-09-09,18.65
2008-09-10,18.49
2008-09-11,17.799999
2008-09-12,18.02
2008-09-15,17.049999
2008-09-16,16.860001
2008-09-17,15.79
2008-09-18,16.049999
2008-09-19,17.41
2008-09-22,16.860001
2008-09-23,16.469998999999998
2008-09-24,16.639999
2008-09-25,16.450001
2008-09-26,16.379998999999998
2008-09-29,15.1
2008-09-30,15.39
2008-10-01,14.83
2008-10-02,14.6
2008-10-03,14.2
2008-10-06,13.5
2008-10-07,12.96
2008-10-08,12.66
2008-10-09,11.85
2008-10-10,11.36
2008-10-13,12.84
2008-10-14,12.49
2008-10-15,11.65
2008-10-16,11.72
2008-10-17,11.77
2008-10-20,12.22
2008-10-21,11.67
2008-10-22,11.41
2008-10-23,10.95
2008-10-24,10.38
2008-10-27,9.99
2008-10-28,11.01
2008-10-29,11.3
2008-10-30,11.9
2008-10-31,12.1
2008-11-03,12.35
2008-11-04,12.6
2008-11-05,11.99
2008-11-06,12.79
2008-11-07,12.82
2008-11-10,12.97
2008-11-11,12.37
2008-11-12,11.61
2008-11-13,12.17
2008-11-14,11.1
2008-11-17,11.05
2008-11-18,10.92
2008-11-19,10.72
2008-11-20,9.72
2008-11-21,10.13
2008-11-24,10.21
2008-11-25,10.93
2008-11-26,11.18
2008-11-28,11.4
2008-12-01,10.07
2008-12-02,11.1
2008-12-03,11.42
2008-12-04,11.01
2008-12-05,12.25
2008-12-08,12.41
2008-12-09,12.56
2008-12-10,12.2
2008-12-11,12.05
2008-12-12,12.08
2008-12-15,11.91
2008-12-16,12.64
2008-12-17,12.7
2008-12-18,12.47
2008-12-19,13.02
2008-12-22,12.23
2008-12-23,11.98
2008-12-24,12.35
2008-12-26,12.63
2008-12-29,12.53
2008-12-30,12.58
2008-12-31,12.54
2009-01-02,14.21
2009-01-05,13.95
2009-01-06,14.26
2009-01-07,13.71
2009-01-08,13.77
2009-01-09,13.58
2009-01-12,13.25
2009-01-13,13.71
2009-01-14,13.24
2009-01-15,13.31
2009-01-16,13.61
2009-01-20,12.84
2009-01-21,13.24
2009-01-22,13.19
2009-01-23,13.14
2009-01-26,13.33
2009-01-27,13.49
2009-01-28,14.06
2009-01-29,13.72
2009-01-30,13.49
2009-02-02,13.79
2009-02-03,14.85
2009-02-04,14.7
2009-02-05,15.11
2009-02-06,15.76
2009-02-09,16.049999
2009-02-10,15.89
2009-02-11,16.110001
2009-02-12,16.51
2009-02-13,16.889999
2009-02-17,16.540001
2009-02-18,16.27
2009-02-19,16.290001
2009-02-20,15.95
2009-02-23,15.68
2009-02-24,15.9
2009-02-25,15.76
2009-02-26,15.75
2009-02-27,15.98
2009-03-02,15.17
2009-03-03,15.82
2009-03-04,16.389999
2009-03-05,16.040001
2009-03-06,16.030001000000002
2009-03-09,15.82
2009-03-10,16.42
2009-03-11,16.870001000000002
2009-03-12,17.59
2009-03-13,17.9
2009-03-16,17.49
2009-03-17,18.0
2009-03-18,18.24
2009-03-19,18.09
2009-03-20,17.780001000000002
2009-03-23,18.959999
2009-03-24,18.68
2009-03-25,19.27
2009-03-26,19.07
2009-03-27,18.58
2009-03-30,18.290001
2009-03-31,18.610001
2009-04-01,18.5
2009-04-02,19.219998999999998
2009-04-03,19.370001000000002
2009-04-06,19.35
2009-04-07,19.200001
2009-04-08,19.440001000000002
2009-04-09,19.82
2009-04-13,19.5
2009-04-14,19.15
2009-04-15,19.17
2009-04-16,19.67
2009-04-17,19.610001
2009-04-20,18.889999
2009-04-21,19.360001
2009-04-22,19.360001
2009-04-23,18.950001
2009-04-24,19.09
2009-04-27,19.33
2009-04-28,19.389999
2009-04-29,19.58
2009-04-30,19.35
2009-05-01,19.1
2009-05-04,18.67
2009-05-05,18.860001
2009-05-06,19.08
2009-05-07,18.91
2009-05-08,19.65
2009-05-11,17.74
2009-05-12,17.51
2009-05-13,17.66
2009-05-14,17.58
2009-05-15,17.620001000000002
2009-05-18,17.98
2009-05-19,17.620001000000002
2009-05-20,17.610001
2009-05-21,17.41
2009-05-22,17.389999
2009-05-26,17.65
2009-05-27,17.25
2009-05-28,16.870001000000002
2009-05-29,16.559998999999998
2009-06-01,17.440001000000002
2009-06-02,17.639999
2009-06-03,17.639999
2009-06-04,17.719998999999998
2009-06-05,17.690001000000002
2009-06-08,17.719998999999998
2009-06-09,17.370001000000002
2009-06-10,17.4
2009-06-11,17.27
2009-06-12,17.18
2009-06-15,16.73
2009-06-16,16.440001000000002
2009-06-17,16.6
2009-06-18,16.59
2009-06-19,16.68
2009-06-22,16.15
2009-06-23,16.0
2009-06-24,16.209999
2009-06-25,16.24
2009-06-26,16.48
2009-06-29,16.58
2009-06-30,16.58
2009-07-01,16.780001000000002
2009-07-02,16.299999
2009-07-06,16.33
2009-07-07,15.81
2009-07-08,15.82
2009-07-09,15.66
2009-07-10,15.47
2009-07-13,16.01
2009-07-14,15.96
2009-07-15,16.129998999999998
2009-07-16,16.459999
2009-07-17,16.51
2009-07-20,16.540001
2009-07-21,16.780001000000002
2009-07-22,16.719998999999998
2009-07-23,17.15
2009-07-24,17.25
2009-07-27,17.58
2009-07-28,17.700001
2009-07-29,17.450001
2009-07-30,17.440001000000002
2009-07-31,17.27
2009-08-03,17.4
2009-08-04,17.5
2009-08-05,17.43
2009-08-06,17.139999
2009-08-07,17.84
2009-08-10,18.280001000000002
2009-08-11,19.16
2009-08-12,19.639999
2009-08-13,19.83
2009-08-14,20.299999
2009-08-17,20.07
2009-08-18,20.290001
2009-08-19,20.23
2009-08-20,20.209999
2009-08-21,20.440001000000002
2009-08-24,20.469998999999998
2009-08-25,20.610001
2009-08-26,20.209999
2009-08-27,20.58
2009-08-28,20.6
2009-08-31,20.82
2009-09-01,20.76
2009-09-02,20.950001
2009-09-03,21.27
2009-09-04,21.469998999999998
2009-09-08,21.5
2009-09-09,21.809998999999998
2009-09-10,21.51
2009-09-11,21.549999
2009-09-14,21.389999
2009-09-15,21.27
2009-09-16,21.17
2009-09-17,21.110001
2009-09-18,20.23
2009-09-21,20.49
2009-09-22,20.549999
2009-09-23,20.559998999999998
2009-09-24,20.559998999999998
2009-09-25,20.219998999999998
2009-09-28,20.290001
2009-09-29,20.540001
2009-09-30,20.1
2009-10-01,19.98
2009-10-02,19.83
2009-10-05,20.139999
2009-10-06,20.280001000000002
2009-10-07,20.280001000000002
2009-10-08,20.43
2009-10-09,20.49
2009-10-12,20.719998999999998
2009-10-13,20.66
2009-10-14,21.219998999999998
2009-10-15,21.530001000000002
2009-10-16,21.530001000000002
2009-10-19,21.639999
2009-10-20,21.82
2009-10-21,21.49
2009-10-22,21.309998999999998
2009-10-23,21.35
2009-10-26,21.389999
2009-10-27,21.27
2009-10-28,20.98
2009-10-29,21.1
2009-10-30,20.809998999999998
2009-11-02,20.83
2009-11-03,21.780001000000002
2009-11-04,21.629998999999998
2009-11-05,22.120001000000002
2009-11-06,22.549999
2009-11-09,23.02
2009-11-10,22.799999
2009-11-11,22.290001
2009-11-12,22.120001000000002
2009-11-13,22.34
2009-11-16,22.93
2009-11-17,22.879998999999998
2009-11-18,22.49
2009-11-19,22.190001000000002
2009-11-20,22.26
2009-11-23,22.76
2009-11-24,22.690001000000002
2009-11-25,22.639999
2009-11-27,21.959999
2009-11-30,21.98
2009-12-01,22.16
2009-12-02,22.67
2009-12-03,22.52
2009-12-04,22.959999
2009-12-07,22.93
2009-12-08,22.719998999999998
2009-12-09,22.77
2009-12-10,22.950001
2009-12-11,22.690001000000002
2009-12-14,22.709999
2009-12-15,22.6
2009-12-16,22.43
2009-12-17,22.059998999999998
2009-12-18,22.530001000000002
2009-12-21,22.459999
2009-12-22,22.73
2009-12-23,22.84
2009-12-24,22.969998999999998
2009-12-28,22.940001000000002
2009-12-29,22.76
2009-12-30,22.74
2009-12-31,22.559998999999998
2010-01-04,22.690001000000002
2010-01-05,22.6
2010-01-06,22.450001
