Date,GILD
1992-01-22,0.632813
1992-01-23,0.6875
1992-01-24,0.695313
1992-01-27,0.75
1992-01-28,0.734375
1992-01-29,0.679688
1992-01-30,0.609375
1992-01-31,0.648438
1992-02-03,0.640625
1992-02-04,0.679688
1992-02-05,0.664063
1992-02-06,0.6875
1992-02-07,0.648438
1992-02-10,0.617188
1992-02-11,0.5625
1992-02-12,0.570313
1992-02-13,0.554688
1992-02-14,0.5351560000000001
1992-02-18,0.492188
1992-02-19,0.507813
1992-02-20,0.570313
1992-02-21,0.59375
1992-02-24,0.601563
1992-02-25,0.546875
1992-02-26,0.546875
1992-02-27,0.554688
1992-02-28,0.554688
1992-03-02,0.507813
1992-03-03,0.539063
1992-03-04,0.546875
1992-03-05,0.53125
1992-03-06,0.515625
1992-03-09,0.546875
1992-03-10,0.585938
1992-03-11,0.554688
1992-03-12,0.539063
1992-03-13,0.53125
1992-03-16,0.523438
1992-03-17,0.523438
1992-03-18,0.5273439999999999
1992-03-19,0.601563
1992-03-20,0.53125
1992-03-23,0.539063
1992-03-24,0.53125
1992-03-25,0.53125
1992-03-26,0.53125
1992-03-27,0.476563
1992-03-30,0.507813
1992-03-31,0.515625
1992-04-01,0.488281
1992-04-02,0.46875
1992-04-03,0.476563
1992-04-06,0.484375
1992-04-07,0.40625
1992-04-08,0.414063
1992-04-09,0.429688
1992-04-10,0.421875
1992-04-13,0.390625
1992-04-14,0.390625
1992-04-15,0.390625
1992-04-16,0.367188
1992-04-20,0.34375
1992-04-21,0.351563
1992-04-22,0.34375
1992-04-23,0.367188
1992-04-24,0.367188
1992-04-27,0.351563
1992-04-28,0.371094
1992-04-29,0.359375
1992-04-30,0.40625
1992-05-01,0.390625
1992-05-04,0.417969
1992-05-05,0.4375
1992-05-06,0.453125
1992-05-07,0.453125
1992-05-08,0.421875
1992-05-11,0.429688
1992-05-12,0.398438
1992-05-13,0.375
1992-05-14,0.34375
1992-05-15,0.359375
1992-05-18,0.351563
1992-05-19,0.351563
1992-05-20,0.375
1992-05-21,0.40625
1992-05-22,0.40625
1992-05-26,0.382813
1992-05-27,0.375
1992-05-28,0.375
1992-05-29,0.382813
1992-06-01,0.359375
1992-06-02,0.375
1992-06-03,0.382813
1992-06-04,0.382813
1992-06-05,0.375
1992-06-08,0.375
1992-06-09,0.359375
1992-06-10,0.359375
1992-06-11,0.367188
1992-06-12,0.3125
1992-06-15,0.335938
1992-06-16,0.324219
1992-06-17,0.320313
1992-06-18,0.335938
1992-06-19,0.335938
1992-06-22,0.3125
1992-06-23,0.320313
1992-06-24,0.3125
1992-06-25,0.335938
1992-06-26,0.34375
1992-06-29,0.320313
1992-06-30,0.382813
1992-07-01,0.375
1992-07-02,0.375
1992-07-06,0.367188
1992-07-07,0.390625
1992-07-08,0.382813
1992-07-09,0.40625
1992-07-10,0.40625
1992-07-13,0.390625
1992-07-14,0.390625
1992-07-15,0.398438
1992-07-16,0.390625
1992-07-17,0.40625
1992-07-20,0.40625
1992-07-21,0.40625
1992-07-22,0.398438
1992-07-23,0.382813
1992-07-24,0.390625
1992-07-27,0.375
1992-07-28,0.375
1992-07-29,0.375
1992-07-30,0.375
1992-07-31,0.375
1992-08-03,0.386719
1992-08-04,0.375
1992-08-05,0.359375
1992-08-06,0.347656
1992-08-07,0.347656
1992-08-10,0.320313
1992-08-11,0.320313
1992-08-12,0.320313
1992-08-13,0.335938
1992-08-14,0.335938
1992-08-17,0.335938
1992-08-18,0.335938
1992-08-19,0.320313
1992-08-20,0.324219
1992-08-21,0.328125
1992-08-24,0.335938
1992-08-25,0.320313
1992-08-26,0.3125
1992-08-27,0.3125
1992-08-28,0.3125
1992-08-31,0.3125
1992-09-01,0.316406
1992-09-02,0.328125
1992-09-03,0.328125
1992-09-04,0.320313
1992-09-08,0.324219
1992-09-09,0.324219
1992-09-10,0.324219
1992-09-11,0.328125
1992-09-14,0.328125
1992-09-15,0.328125
1992-09-16,0.332031
1992-09-17,0.34375
1992-09-18,0.328125
1992-09-21,0.328125
1992-09-22,0.328125
1992-09-23,0.335938
1992-09-24,0.34375
1992-09-25,0.351563
1992-09-28,0.351563
1992-09-29,0.335938
1992-09-30,0.351563
1992-10-01,0.34375
1992-10-02,0.34375
1992-10-05,0.34375
1992-10-06,0.328125
1992-10-07,0.351563
1992-10-08,0.351563
1992-10-09,0.351563
1992-10-12,0.351563
1992-10-13,0.359375
1992-10-14,0.351563
1992-10-15,0.351563
1992-10-16,0.351563
1992-10-19,0.375
1992-10-20,0.367188
1992-10-21,0.378906
1992-10-22,0.390625
1992-10-23,0.390625
1992-10-26,0.417969
1992-10-27,0.433594
1992-10-28,0.4375
1992-10-29,0.4375
1992-10-30,0.429688
1992-11-02,0.429688
1992-11-03,0.445313
1992-11-04,0.429688
1992-11-05,0.414063
1992-11-06,0.40625
1992-11-09,0.429688
1992-11-10,0.4375
1992-11-11,0.445313
1992-11-12,0.460938
1992-11-13,0.453125
1992-11-16,0.453125
1992-11-17,0.453125
1992-11-18,0.429688
1992-11-19,0.429688
1992-11-20,0.421875
1992-11-23,0.421875
1992-11-24,0.40625
1992-11-25,0.4375
1992-11-27,0.4375
1992-11-30,0.492188
1992-12-01,0.492188
1992-12-02,0.46875
1992-12-03,0.484375
1992-12-04,0.484375
1992-12-07,0.492188
1992-12-08,0.507813
1992-12-09,0.492188
1992-12-10,0.460938
1992-12-11,0.4375
1992-12-14,0.429688
1992-12-15,0.4375
1992-12-16,0.4375
1992-12-17,0.515625
1992-12-18,0.484375
1992-12-21,0.46875
1992-12-22,0.464844
1992-12-23,0.492188
1992-12-24,0.492188
1992-12-28,0.515625
1992-12-29,0.523438
1992-12-30,0.5625
1992-12-31,0.601563
1993-01-04,0.570313
1993-01-05,0.570313
1993-01-06,0.59375
1993-01-07,0.5625
1993-01-08,0.578125
1993-01-11,0.578125
1993-01-12,0.570313
1993-01-13,0.578125
1993-01-14,0.5976560000000001
1993-01-15,0.585938
1993-01-18,0.59375
1993-01-19,0.578125
1993-01-20,0.578125
1993-01-21,0.5820310000000001
1993-01-22,0.578125
1993-01-25,0.5625
1993-01-26,0.570313
1993-01-27,0.554688
1993-01-28,0.523438
1993-01-29,0.539063
1993-02-01,0.539063
1993-02-02,0.515625
1993-02-03,0.492188
1993-02-04,0.4375
1993-02-05,0.46875
1993-02-08,0.476563
1993-02-09,0.5
1993-02-10,0.460938
1993-02-11,0.46875
1993-02-12,0.460938
1993-02-16,0.402344
1993-02-17,0.382813
1993-02-18,0.375
1993-02-19,0.367188
1993-02-22,0.351563
1993-02-23,0.335938
1993-02-24,0.382813
1993-02-25,0.40625
1993-02-26,0.4375
1993-03-01,0.425781
1993-03-02,0.425781
1993-03-03,0.4375
1993-03-04,0.429688
1993-03-05,0.4375
1993-03-08,0.421875
1993-03-09,0.417969
1993-03-10,0.40625
1993-03-11,0.40625
1993-03-12,0.410156
1993-03-15,0.421875
1993-03-16,0.453125
1993-03-17,0.429688
1993-03-18,0.421875
1993-03-19,0.414063
1993-03-22,0.414063
1993-03-23,0.414063
1993-03-24,0.382813
1993-03-25,0.359375
1993-03-26,0.359375
1993-03-29,0.359375
1993-03-30,0.351563
1993-03-31,0.382813
1993-04-01,0.390625
1993-04-02,0.378906
1993-04-05,0.375
1993-04-06,0.375
1993-04-07,0.375
1993-04-08,0.375
1993-04-12,0.390625
1993-04-13,0.398438
1993-04-14,0.398438
1993-04-15,0.40625
1993-04-16,0.398438
1993-04-19,0.40625
1993-04-20,0.40625
1993-04-21,0.445313
1993-04-22,0.445313
1993-04-23,0.445313
1993-04-26,0.414063
1993-04-27,0.445313
1993-04-28,0.46875
1993-04-29,0.460938
1993-04-30,0.460938
1993-05-03,0.515625
1993-05-04,0.5
1993-05-05,0.5039060000000001
1993-05-06,0.5
1993-05-07,0.5
1993-05-10,0.476563
1993-05-11,0.484375
1993-05-12,0.496094
1993-05-13,0.476563
1993-05-14,0.492188
1993-05-17,0.484375
1993-05-18,0.507813
1993-05-19,0.5273439999999999
1993-05-20,0.539063
1993-05-21,0.539063
1993-05-24,0.515625
1993-05-25,0.5
1993-05-26,0.5
1993-05-27,0.5039060000000001
1993-05-28,0.507813
1993-06-01,0.515625
1993-06-02,0.507813
1993-06-03,0.539063
1993-06-04,0.570313
1993-06-07,0.539063
1993-06-08,0.5429689999999999
1993-06-09,0.53125
1993-06-10,0.53125
1993-06-11,0.546875
1993-06-14,0.53125
1993-06-15,0.523438
1993-06-16,0.515625
1993-06-17,0.546875
1993-06-18,0.539063
1993-06-21,0.539063
1993-06-22,0.539063
1993-06-23,0.53125
1993-06-24,0.5195310000000001
1993-06-25,0.5
1993-06-28,0.515625
1993-06-29,0.515625
1993-06-30,0.5117189999999999
1993-07-01,0.523438
1993-07-02,0.5117189999999999
1993-07-06,0.507813
1993-07-07,0.507813
1993-07-08,0.515625
1993-07-09,0.5
1993-07-12,0.5039060000000001
1993-07-13,0.5
1993-07-14,0.515625
1993-07-15,0.492188
1993-07-16,0.472656
1993-07-19,0.421875
1993-07-20,0.464844
1993-07-21,0.429688
1993-07-22,0.414063
1993-07-23,0.429688
1993-07-26,0.421875
1993-07-27,0.429688
1993-07-28,0.4375
1993-07-29,0.445313
1993-07-30,0.429688
1993-08-02,0.445313
1993-08-03,0.480469
1993-08-04,0.515625
1993-08-05,0.488281
1993-08-06,0.476563
1993-08-09,0.476563
1993-08-10,0.476563
1993-08-11,0.46875
1993-08-12,0.484375
1993-08-13,0.472656
1993-08-16,0.484375
1993-08-17,0.46875
1993-08-18,0.484375
1993-08-19,0.460938
1993-08-20,0.460938
1993-08-23,0.460938
1993-08-24,0.445313
1993-08-25,0.429688
1993-08-26,0.4375
1993-08-27,0.4375
1993-08-30,0.445313
1993-08-31,0.460938
1993-09-01,0.460938
1993-09-02,0.492188
1993-09-03,0.539063
1993-09-07,0.515625
1993-09-08,0.5195310000000001
1993-09-09,0.515625
1993-09-10,0.484375
1993-09-13,0.484375
1993-09-14,0.46875
1993-09-15,0.46875
1993-09-16,0.453125
1993-09-17,0.445313
1993-09-20,0.460938
1993-09-21,0.457031
1993-09-22,0.453125
1993-09-23,0.46875
1993-09-24,0.453125
1993-09-27,0.453125
1993-09-28,0.453125
1993-09-29,0.453125
1993-09-30,0.453125
1993-10-01,0.453125
1993-10-04,0.460938
1993-10-05,0.457031
1993-10-06,0.492188
1993-10-07,0.5
1993-10-08,0.507813
1993-10-11,0.5039060000000001
1993-10-12,0.515625
1993-10-13,0.546875
1993-10-14,0.5625
1993-10-15,0.585938
1993-10-18,0.554688
1993-10-19,0.496094
1993-10-20,0.46875
1993-10-21,0.464844
1993-10-22,0.46875
1993-10-25,0.476563
1993-10-26,0.484375
1993-10-27,0.46875
1993-10-28,0.476563
1993-10-29,0.445313
1993-11-01,0.46875
1993-11-02,0.46875
1993-11-03,0.460938
1993-11-04,0.460938
1993-11-05,0.433594
1993-11-08,0.4375
1993-11-09,0.417969
1993-11-10,0.382813
1993-11-11,0.417969
1993-11-12,0.410156
1993-11-15,0.414063
1993-11-16,0.40625
1993-11-17,0.367188
1993-11-18,0.382813
1993-11-19,0.378906
1993-11-22,0.382813
1993-11-23,0.382813
1993-11-24,0.382813
1993-11-26,0.382813
1993-11-29,0.382813
1993-11-30,0.429688
1993-12-01,0.429688
1993-12-02,0.425781
1993-12-03,0.421875
1993-12-06,0.398438
1993-12-07,0.410156
1993-12-08,0.414063
1993-12-09,0.414063
1993-12-10,0.390625
1993-12-13,0.335938
1993-12-14,0.335938
1993-12-15,0.363281
1993-12-16,0.351563
1993-12-17,0.359375
1993-12-20,0.351563
1993-12-21,0.363281
1993-12-22,0.359375
1993-12-23,0.351563
1993-12-27,0.367188
1993-12-28,0.382813
1993-12-29,0.382813
1993-12-30,0.359375
1993-12-31,0.375
1994-01-03,0.375
1994-01-04,0.40625
1994-01-05,0.40625
1994-01-06,0.414063
1994-01-07,0.414063
1994-01-10,0.417969
1994-01-11,0.4375
1994-01-12,0.429688
1994-01-13,0.429688
1994-01-14,0.421875
1994-01-17,0.394531
1994-01-18,0.40625
1994-01-19,0.40625
1994-01-20,0.390625
1994-01-21,0.40625
1994-01-24,0.410156
1994-01-25,0.382813
1994-01-26,0.378906
1994-01-27,0.402344
1994-01-28,0.390625
1994-01-31,0.398438
1994-02-01,0.390625
1994-02-02,0.375
1994-02-03,0.382813
1994-02-04,0.382813
1994-02-07,0.375
1994-02-08,0.378906
1994-02-09,0.359375
1994-02-10,0.375
1994-02-11,0.359375
1994-02-14,0.359375
1994-02-15,0.367188
1994-02-16,0.382813
1994-02-17,0.371094
1994-02-18,0.359375
1994-02-22,0.367188
1994-02-23,0.375
1994-02-24,0.359375
1994-02-25,0.351563
1994-02-28,0.375
1994-03-01,0.375
1994-03-02,0.367188
1994-03-03,0.347656
1994-03-04,0.359375
1994-03-07,0.34375
1994-03-08,0.34375
1994-03-09,0.335938
1994-03-10,0.335938
1994-03-11,0.335938
1994-03-14,0.34375
1994-03-15,0.359375
1994-03-16,0.351563
1994-03-17,0.359375
1994-03-18,0.347656
1994-03-21,0.335938
1994-03-22,0.359375
1994-03-23,0.335938
1994-03-24,0.332031
1994-03-25,0.335938
1994-03-28,0.335938
1994-03-29,0.3125
1994-03-30,0.308594
1994-03-31,0.335938
1994-04-04,0.320313
1994-04-05,0.320313
1994-04-06,0.335938
1994-04-07,0.335938
1994-04-08,0.320313
1994-04-11,0.328125
1994-04-12,0.320313
1994-04-13,0.324219
1994-04-14,0.304688
1994-04-15,0.320313
1994-04-18,0.308594
1994-04-19,0.304688
1994-04-20,0.277344
1994-04-21,0.289063
1994-04-22,0.28125
1994-04-25,0.28125
1994-04-26,0.28125
1994-04-28,0.289063
1994-04-29,0.28125
1994-05-02,0.273438
1994-05-03,0.28125
1994-05-04,0.289063
1994-05-05,0.289063
1994-05-06,0.277344
1994-05-09,0.273438
1994-05-10,0.289063
1994-05-11,0.289063
1994-05-12,0.269531
1994-05-13,0.277344
1994-05-16,0.273438
1994-05-17,0.265625
1994-05-18,0.265625
1994-05-19,0.289063
1994-05-20,0.289063
1994-05-23,0.265625
1994-05-24,0.273438
1994-05-25,0.273438
1994-05-26,0.257813
1994-05-27,0.273438
1994-05-31,0.24218800000000001
1994-06-01,0.246094
1994-06-02,0.24218800000000001
1994-06-03,0.234375
1994-06-06,0.21875
1994-06-07,0.21875
1994-06-08,0.22656300000000001
1994-06-09,0.25
1994-06-10,0.234375
1994-06-13,0.257813
1994-06-14,0.265625
1994-06-15,0.261719
1994-06-16,0.257813
1994-06-17,0.253906
1994-06-20,0.24218800000000001
1994-06-21,0.25
1994-06-22,0.25
1994-06-23,0.25
1994-06-24,0.253906
1994-06-27,0.265625
1994-06-28,0.25
1994-06-29,0.257813
1994-06-30,0.265625
1994-07-01,0.265625
1994-07-05,0.261719
1994-07-06,0.265625
1994-07-07,0.253906
1994-07-08,0.273438
1994-07-11,0.257813
1994-07-12,0.25
1994-07-13,0.24218800000000001
1994-07-14,0.25
1994-07-15,0.257813
1994-07-18,0.273438
1994-07-19,0.277344
1994-07-20,0.28125
1994-07-21,0.296875
1994-07-22,0.277344
1994-07-25,0.28125
1994-07-26,0.277344
1994-07-27,0.28125
