Date,MELI
2007-08-10,28.5
2007-08-13,31.65
2007-08-14,30.030001000000002
2007-08-15,28.559998999999998
2007-08-16,28.1
2007-08-17,32.849998
2007-08-20,30.469998999999998
2007-08-21,29.02
2007-08-22,29.57
2007-08-23,30.0
2007-08-24,30.0
2007-08-27,29.4
2007-08-28,28.9
2007-08-29,29.33
2007-08-30,28.75
2007-08-31,28.120001000000002
2007-09-04,28.0
2007-09-05,28.51
2007-09-06,29.93
2007-09-07,29.5
2007-09-10,29.299999
2007-09-11,29.08
2007-09-12,29.17
2007-09-13,29.0
2007-09-14,28.5
2007-09-17,27.75
2007-09-18,28.0
2007-09-19,33.279999
2007-09-20,37.060001
2007-09-21,40.52
2007-09-24,41.060001
2007-09-25,38.200001
2007-09-26,38.080002
2007-09-27,36.919998
2007-09-28,36.259997999999996
2007-10-01,36.709998999999996
2007-10-02,39.400002
2007-10-03,42.119999
2007-10-04,41.27
2007-10-05,41.110001000000004
2007-10-08,41.02
2007-10-09,45.380001
2007-10-10,44.939999
2007-10-11,41.209998999999996
2007-10-12,40.459998999999996
2007-10-15,38.439999
2007-10-16,36.93
2007-10-17,38.580002
2007-10-18,39.84
2007-10-19,37.299999
2007-10-22,38.639998999999996
2007-10-23,42.830002
2007-10-24,39.380001
2007-10-25,40.029999
2007-10-26,43.07
2007-10-29,44.59
2007-10-30,45.860001000000004
2007-10-31,44.68
2007-11-01,41.360001000000004
2007-11-02,44.34
2007-11-05,43.529999
2007-11-06,45.48
2007-11-07,39.400002
2007-11-08,37.52
2007-11-09,36.759997999999996
2007-11-12,35.18
2007-11-13,41.060001
2007-11-14,43.189999
2007-11-15,46.439999
2007-11-16,46.509997999999996
2007-11-19,44.689999
2007-11-20,43.619999
2007-11-21,41.200001
2007-11-23,42.360001000000004
2007-11-26,41.169998
2007-11-27,41.119999
2007-11-28,43.610001000000004
2007-11-29,43.0
2007-11-30,42.41
2007-12-03,44.709998999999996
2007-12-04,43.360001000000004
2007-12-05,44.240002000000004
2007-12-06,44.029999
2007-12-07,43.77
2007-12-10,49.970001
2007-12-11,47.490002000000004
2007-12-12,50.799999
2007-12-13,53.630001
2007-12-14,61.549999
2007-12-17,60.34
2007-12-18,59.68
2007-12-19,59.900002
2007-12-20,60.470001
2007-12-21,60.060001
2007-12-24,60.400002
2007-12-26,72.849998
2007-12-27,75.300003
2007-12-28,78.809998
2007-12-31,73.879997
2008-01-02,70.099998
2008-01-03,69.440002
2008-01-04,64.089996
