Date,COST
1991-04-22,13.5
1991-04-23,13.5625
1991-04-24,13.625
1991-04-25,13.25
1991-04-26,13.0625
1991-04-29,12.625
1991-04-30,12.75
1991-05-01,13.0625
1991-05-02,13.0
1991-05-03,13.125
1991-05-06,13.25
1991-05-07,13.3125
1991-05-08,13.25
1991-05-09,13.59375
1991-05-10,13.3125
1991-05-13,13.125
1991-05-14,13.0
1991-05-15,12.5
1991-05-16,12.53125
1991-05-17,12.5625
1991-05-20,12.625
1991-05-21,13.0
1991-05-22,13.78125
1991-05-23,13.65625
1991-05-24,13.78125
1991-05-28,14.25
1991-05-29,14.375
1991-05-30,14.125
1991-05-31,13.875
1991-06-03,13.6875
1991-06-04,13.78125
1991-06-05,13.59375
1991-06-06,13.8125
1991-06-07,13.375
1991-06-10,13.1875
1991-06-11,13.375
1991-06-12,13.1875
1991-06-13,13.09375
1991-06-14,13.4375
1991-06-17,13.59375
1991-06-18,13.5625
1991-06-19,13.6875
1991-06-20,13.8125
1991-06-21,13.9375
1991-06-24,13.375
1991-06-25,13.0
1991-06-26,13.125
1991-06-27,13.59375
1991-06-28,13.5
1991-07-01,13.5
1991-07-02,13.5
1991-07-03,13.4375
1991-07-05,13.46875
1991-07-08,13.9375
1991-07-09,13.5625
1991-07-10,13.625
1991-07-11,13.75
1991-07-12,13.6875
1991-07-15,13.625
1991-07-16,13.5625
1991-07-17,13.34375
1991-07-18,13.375
1991-07-19,13.25
1991-07-22,13.1875
1991-07-23,12.6875
1991-07-24,12.625
1991-07-25,12.875
1991-07-26,13.0625
1991-07-29,13.1875
1991-07-30,13.5625
1991-07-31,13.625
1991-08-01,13.4375
1991-08-02,13.09375
1991-08-05,13.0625
1991-08-06,13.375
1991-08-07,13.125
1991-08-08,13.75
1991-08-09,14.0
1991-08-12,14.5
1991-08-13,15.0
1991-08-14,15.625
1991-08-15,15.375
1991-08-16,15.4375
1991-08-19,15.0625
1991-08-20,15.03125
1991-08-21,15.5
1991-08-22,15.40625
1991-08-23,15.4375
1991-08-26,15.5625
1991-08-27,15.65625
1991-08-28,15.9375
1991-08-29,16.0
1991-08-30,15.875
1991-09-03,16.0
1991-09-04,15.625
1991-09-05,15.59375
1991-09-06,15.25
1991-09-09,15.375
1991-09-10,14.875
1991-09-11,14.84375
1991-09-12,14.9375
1991-09-13,14.625
1991-09-16,14.875
1991-09-17,14.5625
1991-09-18,14.78125
1991-09-19,14.5
1991-09-20,14.625
1991-09-23,14.625
1991-09-24,14.6875
1991-09-25,15.0
1991-09-26,14.8125
1991-09-27,15.125
1991-09-30,15.0625
1991-10-01,15.0625
1991-10-02,14.8125
1991-10-03,14.46875
1991-10-04,14.3125
1991-10-07,14.125
1991-10-08,14.3125
1991-10-09,13.75
1991-10-10,14.125
1991-10-11,14.3125
1991-10-14,14.75
1991-10-15,15.0625
1991-10-16,15.4375
1991-10-17,14.9375
1991-10-18,15.25
1991-10-21,15.125
1991-10-22,15.0625
1991-10-23,14.4375
1991-10-24,14.21875
1991-10-25,14.1875
1991-10-28,14.5
1991-10-29,14.9375
1991-10-30,15.09375
1991-10-31,14.875
1991-11-01,14.4375
1991-11-04,14.25
1991-11-05,14.125
1991-11-06,14.3125
1991-11-07,14.8125
1991-11-08,14.875
1991-11-11,14.875
1991-11-12,15.03125
1991-11-13,15.1875
1991-11-14,15.0
1991-11-15,14.125
1991-11-18,14.25
1991-11-19,13.8125
1991-11-20,14.1875
1991-11-21,14.0
1991-11-22,14.1875
1991-11-25,14.0
1991-11-26,13.9375
1991-11-27,13.9375
1991-11-29,13.9375
1991-12-02,13.9375
1991-12-03,13.875
1991-12-04,13.4375
1991-12-05,13.0625
1991-12-06,13.0625
1991-12-09,13.0
1991-12-10,13.125
1991-12-11,12.625
1991-12-12,12.75
1991-12-13,13.0625
1991-12-16,13.0625
1991-12-17,12.875
1991-12-18,12.125
1991-12-19,11.0
1991-12-20,11.5
1991-12-23,11.5625
1991-12-24,11.625
1991-12-26,11.75
1991-12-27,11.6875
1991-12-30,12.375
1991-12-31,12.5625
1992-01-02,12.5
1992-01-03,12.25
1992-01-06,12.28125
1992-01-07,12.0625
1992-01-08,11.9375
1992-01-09,12.5
1992-01-10,12.3125
1992-01-13,12.1875
1992-01-14,11.75
1992-01-15,12.0
1992-01-16,12.25
1992-01-17,12.125
1992-01-20,11.6875
1992-01-21,11.1875
1992-01-22,11.625
1992-01-23,11.4375
1992-01-24,11.59375
1992-01-27,11.75
1992-01-28,11.8125
1992-01-29,11.8125
1992-01-30,11.75
1992-01-31,11.4375
1992-02-03,11.8125
1992-02-04,12.0625
1992-02-05,12.25
1992-02-06,12.3125
1992-02-07,12.0625
1992-02-10,11.875
1992-02-11,12.0625
1992-02-12,12.1875
1992-02-13,12.3125
1992-02-14,12.5
1992-02-18,12.6875
1992-02-19,12.65625
1992-02-20,12.8125
1992-02-21,12.9375
1992-02-24,12.6875
1992-02-25,13.03125
1992-02-26,13.1875
1992-02-27,13.5625
1992-02-28,13.5
1992-03-02,13.4375
1992-03-03,13.25
1992-03-04,13.09375
1992-03-05,12.875
1992-03-06,12.625
1992-03-09,12.25
1992-03-10,12.1875
1992-03-11,12.1875
1992-03-12,12.3125
1992-03-13,12.3125
1992-03-16,12.0
1992-03-17,12.3125
1992-03-18,12.21875
1992-03-19,12.3125
1992-03-20,12.1875
1992-03-23,12.0
1992-03-24,11.96875
1992-03-25,12.0
1992-03-26,11.75
1992-03-27,11.6875
1992-03-30,11.75
1992-03-31,11.75
1992-04-01,11.4375
1992-04-02,8.75
1992-04-03,8.0625
1992-04-06,8.8125
1992-04-07,8.75
1992-04-08,8.625
1992-04-09,8.625
1992-04-10,8.5625
1992-04-13,8.5625
1992-04-14,8.25
1992-04-15,8.3125
1992-04-16,8.125
1992-04-20,8.0625
1992-04-21,7.875
1992-04-22,8.0625
1992-04-23,8.0
1992-04-24,7.75
1992-04-27,7.6875
1992-04-28,7.5
1992-04-29,7.625
1992-04-30,7.625
1992-05-01,7.5625
1992-05-04,7.6875
1992-05-05,8.03125
1992-05-06,8.3125
1992-05-07,8.15625
1992-05-08,8.15625
1992-05-11,8.375
1992-05-12,8.5625
1992-05-13,8.5
1992-05-14,8.375
1992-05-15,8.1875
1992-05-18,8.34375
1992-05-19,8.5
1992-05-20,8.4375
1992-05-21,8.4375
1992-05-22,8.4375
1992-05-26,8.46875
1992-05-27,8.3125
1992-05-28,8.53125
1992-05-29,8.4375
1992-06-01,8.4375
1992-06-02,8.5
1992-06-03,8.4375
1992-06-04,8.5
1992-06-05,8.375
1992-06-08,8.3125
1992-06-09,8.15625
1992-06-10,8.125
1992-06-11,8.1875
1992-06-12,8.3125
1992-06-15,8.3125
1992-06-16,8.1875
1992-06-17,8.25
1992-06-18,8.09375
1992-06-19,8.1875
1992-06-22,8.0
1992-06-23,8.0625
1992-06-24,8.25
1992-06-25,8.1875
1992-06-26,8.15625
1992-06-29,8.3125
1992-06-30,8.25
1992-07-01,8.625
1992-07-02,8.6875
1992-07-06,8.5
1992-07-07,8.25
1992-07-08,8.3125
1992-07-09,8.3125
1992-07-10,8.21875
1992-07-13,8.25
1992-07-14,8.25
1992-07-15,8.0625
1992-07-16,8.125
1992-07-17,8.0625
1992-07-20,7.9375
1992-07-21,8.21875
1992-07-22,8.1875
1992-07-23,8.0625
1992-07-24,8.25
1992-07-27,8.25
1992-07-28,8.375
1992-07-29,8.5
1992-07-30,8.5625
1992-07-31,8.5
1992-08-03,8.4375
1992-08-04,8.5625
1992-08-05,8.375
1992-08-06,8.40625
1992-08-07,8.40625
1992-08-10,8.5
1992-08-11,8.5
1992-08-12,8.40625
1992-08-13,8.375
1992-08-14,8.375
1992-08-17,8.4375
1992-08-18,8.4375
1992-08-19,8.375
1992-08-20,8.4375
1992-08-21,8.3125
1992-08-24,8.25
1992-08-25,8.125
1992-08-26,8.25
1992-08-27,8.3125
1992-08-28,8.25
1992-08-31,7.6875
1992-09-01,7.5625
1992-09-02,7.75
1992-09-03,7.625
1992-09-04,7.6875
1992-09-08,7.625
1992-09-09,8.0
1992-09-10,8.0625
1992-09-11,7.90625
1992-09-14,7.875
1992-09-15,7.75
1992-09-16,7.78125
1992-09-17,7.75
1992-09-18,7.75
1992-09-21,7.75
1992-09-22,7.78125
1992-09-23,7.78125
1992-09-24,7.75
1992-09-25,7.625
1992-09-28,7.6875
1992-09-29,7.9375
1992-09-30,8.0
1992-10-01,7.84375
1992-10-02,7.84375
1992-10-05,7.84375
1992-10-06,8.09375
1992-10-07,8.125
1992-10-08,8.1875
1992-10-09,8.125
1992-10-12,8.1875
1992-10-13,8.1875
1992-10-14,8.1875
1992-10-15,8.1875
1992-10-16,8.21875
1992-10-19,8.5625
1992-10-20,9.0
1992-10-21,9.0625
1992-10-22,9.0625
1992-10-23,8.9375
1992-10-26,9.0
1992-10-27,8.875
1992-10-28,9.0625
1992-10-29,8.96875
1992-10-30,8.8125
1992-11-02,8.875
1992-11-03,8.8125
1992-11-04,9.125
1992-11-05,9.3125
1992-11-06,10.9375
1992-11-09,10.375
1992-11-10,10.25
1992-11-11,10.125
1992-11-12,10.0625
1992-11-13,9.8125
1992-11-16,9.8125
1992-11-17,10.125
1992-11-18,10.625
1992-11-19,10.375
1992-11-20,10.4375
1992-11-23,10.3125
1992-11-24,10.21875
1992-11-25,9.90625
1992-11-27,10.03125
1992-11-30,9.75
1992-12-01,9.625
1992-12-02,10.125
1992-12-03,10.0625
1992-12-04,9.875
1992-12-07,9.8125
1992-12-08,9.875
1992-12-09,9.6875
1992-12-10,9.78125
1992-12-11,9.9375
1992-12-14,9.8125
1992-12-15,9.625
1992-12-16,9.375
1992-12-17,9.25
1992-12-18,9.3125
1992-12-21,9.15625
1992-12-22,8.875
1992-12-23,8.8125
1992-12-24,9.09375
1992-12-28,8.875
1992-12-29,9.0
1992-12-30,9.03125
1992-12-31,9.0625
1993-01-04,9.03125
1993-01-05,8.9375
1993-01-06,8.9375
1993-01-07,9.375
1993-01-08,9.625
1993-01-11,9.625
1993-01-12,9.5
1993-01-13,9.4375
1993-01-14,9.5625
1993-01-15,9.5
1993-01-18,9.4375
1993-01-19,9.53125
1993-01-20,9.75
1993-01-21,9.375
1993-01-22,9.1875
1993-01-25,9.28125
1993-01-26,9.28125
1993-01-27,9.28125
1993-01-28,9.375
1993-01-29,9.375
1993-02-01,9.25
1993-02-02,9.25
1993-02-03,9.375
1993-02-04,9.375
1993-02-05,9.25
1993-02-08,9.25
1993-02-09,8.78125
1993-02-10,8.875
1993-02-11,8.84375
1993-02-12,8.6875
1993-02-16,8.4375
1993-02-17,8.34375
1993-02-18,8.3125
1993-02-19,8.375
1993-02-22,8.375
1993-02-23,8.34375
1993-02-24,8.3125
1993-02-25,8.3125
1993-02-26,8.375
1993-03-01,8.4375
1993-03-02,8.59375
1993-03-03,8.75
1993-03-04,8.59375
1993-03-05,8.75
1993-03-08,8.625
1993-03-09,8.65625
1993-03-10,8.6875
1993-03-11,8.5
1993-03-12,8.4375
1993-03-15,8.5
1993-03-16,8.375
1993-03-17,8.25
1993-03-18,8.25
1993-03-19,8.25
1993-03-22,8.1875
1993-03-23,8.1875
1993-03-24,8.15625
1993-03-25,8.5
1993-03-26,8.4375
1993-03-29,8.25
1993-03-30,8.375
1993-03-31,8.3125
1993-04-01,7.9375
1993-04-02,7.625
1993-04-05,8.1875
1993-04-06,7.875
1993-04-07,7.9375
1993-04-08,7.8125
1993-04-12,7.8125
1993-04-13,7.6875
1993-04-14,7.375
1993-04-15,7.28125
1993-04-16,7.25
1993-04-19,7.3125
1993-04-20,7.125
1993-04-21,7.25
1993-04-22,7.25
1993-04-23,7.25
1993-04-26,7.125
1993-04-27,7.3125
1993-04-28,7.125
1993-04-29,7.1875
1993-04-30,7.25
1993-05-03,7.5
1993-05-04,7.5625
1993-05-05,7.625
1993-05-06,7.1875
1993-05-07,7.1875
1993-05-10,7.25
1993-05-11,7.25
1993-05-12,7.25
1993-05-13,7.25
1993-05-14,7.25
1993-05-17,7.1875
1993-05-18,7.3125
1993-05-19,7.4375
1993-05-20,7.5
1993-05-21,7.5
1993-05-24,7.21875
1993-05-25,7.25
1993-05-26,7.25
1993-05-27,7.375
1993-05-28,7.3125
1993-06-01,7.375
1993-06-02,7.34375
1993-06-03,7.375
1993-06-04,7.3125
1993-06-07,7.375
1993-06-08,7.28125
1993-06-09,7.3125
1993-06-10,7.25
1993-06-11,7.25
1993-06-14,7.5625
1993-06-15,8.0625
1993-06-16,9.625
1993-06-17,9.25
1993-06-18,8.75
1993-06-21,8.75
1993-06-22,8.34375
1993-06-23,8.6875
1993-06-24,8.6875
1993-06-25,8.875
1993-06-28,8.6875
1993-06-29,8.625
1993-06-30,8.5
1993-07-01,8.4375
1993-07-02,8.28125
1993-07-06,8.25
1993-07-07,8.40625
1993-07-08,8.375
1993-07-09,8.40625
1993-07-12,8.3125
1993-07-13,8.5
1993-07-14,8.625
1993-07-15,8.625
1993-07-16,8.375
1993-07-19,8.25
1993-07-20,8.3125
1993-07-21,8.1875
1993-07-22,7.875
1993-07-23,8.0625
1993-07-26,8.15625
1993-07-27,8.0625
1993-07-28,7.875
1993-07-29,7.9375
1993-07-30,7.9375
1993-08-02,8.125
1993-08-03,8.375
1993-08-04,8.4375
1993-08-05,8.4375
1993-08-06,8.25
1993-08-09,8.15625
1993-08-10,8.0625
1993-08-11,8.0
1993-08-12,8.1875
1993-08-13,8.1875
1993-08-16,8.3125
1993-08-17,8.3125
1993-08-18,8.625
1993-08-19,8.75
1993-08-20,8.875
1993-08-23,8.71875
1993-08-24,8.8125
1993-08-25,8.90625
1993-08-26,8.875
1993-08-27,9.15625
1993-08-30,9.28125
1993-08-31,9.5
1993-09-01,9.5
1993-09-02,9.21875
1993-09-03,9.28125
1993-09-07,9.21875
1993-09-08,8.875
1993-09-09,9.0
1993-09-10,9.15625
1993-09-13,9.15625
1993-09-14,9.1875
1993-09-15,8.875
1993-09-16,8.96875
1993-09-17,8.9375
1993-09-20,8.9375
1993-09-21,8.9375
1993-09-22,9.15625
1993-09-23,9.40625
1993-09-24,9.4375
1993-09-27,9.4375
1993-09-28,9.40625
1993-09-29,9.46875
1993-09-30,9.46875
1993-10-01,9.40625
1993-10-04,9.40625
1993-10-05,9.4375
1993-10-06,9.40625
1993-10-07,9.53125
1993-10-08,9.90625
1993-10-11,9.9375
1993-10-12,9.71875
1993-10-13,10.0
1993-10-14,10.0
1993-10-15,9.96875
1993-10-18,10.40625
1993-10-19,9.96875
1993-10-20,10.0
1993-10-21,10.1875
1993-10-22,9.5
1993-10-25,9.75
1993-10-26,9.4375
1993-10-27,9.125
1993-10-28,9.25
1993-10-29,8.875
1993-11-01,9.0625
1993-11-02,8.9375
1993-11-03,8.9375
1993-11-04,8.6875
1993-11-05,8.9375
1993-11-08,9.125
1993-11-09,9.0
1993-11-10,9.5
1993-11-11,9.375
1993-11-12,9.375
1993-11-15,9.5
1993-11-16,9.5
1993-11-17,9.375
1993-11-18,9.1875
1993-11-19,9.0
1993-11-22,9.0
1993-11-23,9.3125
1993-11-24,9.125
1993-11-26,9.125
1993-11-29,9.0625
1993-11-30,9.5625
1993-12-01,10.0
1993-12-02,10.1875
1993-12-03,10.125
1993-12-06,10.5
1993-12-07,10.0625
1993-12-08,10.125
1993-12-09,10.0
1993-12-10,10.0
1993-12-13,9.8125
1993-12-14,9.5625
1993-12-15,9.8125
1993-12-16,9.625
1993-12-17,10.0
1993-12-20,9.875
1993-12-21,9.75
1993-12-22,9.75
1993-12-23,9.625
1993-12-27,9.75
1993-12-28,9.5
1993-12-29,9.4375
1993-12-30,9.6875
1993-12-31,9.625
1994-01-03,9.5625
1994-01-04,9.5
1994-01-05,9.4375
1994-01-06,9.125
1994-01-07,8.8125
1994-01-10,8.6875
1994-01-11,8.6875
1994-01-12,8.625
1994-01-13,8.75
1994-01-14,8.875
1994-01-17,9.25
1994-01-18,9.1875
1994-01-19,9.4375
1994-01-20,9.375
1994-01-21,9.3125
1994-01-24,9.25
1994-01-25,9.1875
1994-01-26,9.0625
1994-01-27,8.9375
1994-01-28,8.8125
1994-01-31,8.875
1994-02-01,8.6875
1994-02-02,8.5625
1994-02-03,9.0
1994-02-04,8.625
1994-02-07,8.5625
1994-02-08,8.625
1994-02-09,8.75
1994-02-10,8.875
1994-02-11,8.8125
1994-02-14,8.75
1994-02-15,8.875
1994-02-16,9.4375
1994-02-17,9.375
1994-02-18,9.5
1994-02-22,9.4375
1994-02-23,9.4375
1994-02-24,9.5
1994-02-25,9.9375
1994-02-28,10.0
1994-03-01,9.875
1994-03-02,9.9375
1994-03-03,10.5625
1994-03-04,10.5
1994-03-07,10.375
1994-03-08,10.1875
1994-03-09,10.375
1994-03-10,10.0625
1994-03-11,10.125
1994-03-14,10.1875
1994-03-15,10.3125
1994-03-16,9.9375
1994-03-17,10.125
1994-03-18,10.0625
1994-03-21,10.0
1994-03-22,9.75
1994-03-23,9.6875
1994-03-24,9.5625
1994-03-25,9.3125
1994-03-28,9.0
1994-03-29,8.8125
1994-03-30,8.875
1994-03-31,9.0625
1994-04-04,8.75
1994-04-05,9.0
1994-04-06,8.625
1994-04-07,8.625
1994-04-08,8.4375
1994-04-11,8.5
1994-04-12,8.4375
1994-04-13,8.0
1994-04-14,7.8125
1994-04-15,7.90625
1994-04-18,7.625
1994-04-19,7.1875
1994-04-20,7.03125
1994-04-21,7.4375
1994-04-22,7.375
1994-04-25,7.34375
1994-04-26,7.3125
1994-04-28,7.125
1994-04-29,7.5625
1994-05-02,7.78125
1994-05-03,7.6875
1994-05-04,7.5625
1994-05-05,7.5625
1994-05-06,7.1875
1994-05-09,7.0
1994-05-10,7.375
1994-05-11,7.0
1994-05-12,7.0625
1994-05-13,7.0
1994-05-16,7.0
1994-05-17,6.8125
1994-05-18,6.75
1994-05-19,6.6875
1994-05-20,7.03125
1994-05-23,6.875
1994-05-24,6.875
1994-05-25,6.75
1994-05-26,6.75
1994-05-27,6.90625
1994-05-31,6.625
1994-06-01,6.5625
1994-06-02,6.8125
1994-06-03,7.0
1994-06-06,6.875
1994-06-07,6.84375
1994-06-08,7.0
1994-06-09,7.21875
1994-06-10,7.53125
1994-06-13,7.375
1994-06-14,7.875
1994-06-15,7.75
1994-06-16,7.8125
1994-06-17,7.53125
1994-06-20,7.46875
1994-06-21,7.25
1994-06-22,7.5
1994-06-23,7.1875
1994-06-24,6.9375
1994-06-27,7.125
1994-06-28,7.1875
1994-06-29,7.3125
1994-06-30,7.46875
1994-07-01,7.5
1994-07-05,7.5
1994-07-06,7.4375
1994-07-07,7.0
1994-07-08,7.1875
1994-07-11,7.0625
1994-07-12,7.21875
1994-07-13,7.5
1994-07-14,7.375
1994-07-15,7.34375
1994-07-18,7.8125
1994-07-19,7.6875
1994-07-20,7.53125
1994-07-21,7.5625
1994-07-22,7.5
1994-07-25,7.8125
1994-07-26,7.5625
1994-07-27,7.5625
1994-07-28,7.75
1994-07-29,7.5
1994-08-01,7.8125
1994-08-02,7.625
1994-08-03,7.4375
1994-08-04,7.375
1994-08-05,7.46875
1994-08-08,7.625
1994-08-09,7.5625
1994-08-10,7.59375
1994-08-11,7.375
1994-08-12,7.46875
1994-08-15,7.4375
1994-08-16,7.4375
1994-08-17,7.40625
1994-08-18,7.3125
1994-08-19,7.1875
1994-08-22,7.1875
1994-08-23,7.25
1994-08-24,7.375
1994-08-25,7.5
1994-08-26,7.4375
1994-08-29,7.5
1994-08-30,7.75
1994-08-31,7.84375
1994-09-01,7.6875
1994-09-02,7.6875
1994-09-06,7.625
1994-09-07,7.78125
1994-09-08,7.8125
1994-09-09,7.65625
1994-09-12,7.8125
1994-09-13,7.5625
1994-09-14,7.8125
1994-09-15,7.9375
1994-09-16,7.875
1994-09-19,7.875
1994-09-20,7.84375
1994-09-21,7.625
1994-09-22,7.5625
1994-09-23,7.375
1994-09-26,7.25
1994-09-27,7.625
1994-09-28,7.8125
1994-09-29,8.0
1994-09-30,8.03125
1994-10-03,7.9375
1994-10-04,7.75
1994-10-05,8.0
1994-10-06,7.9375
1994-10-07,8.125
1994-10-10,8.125
1994-10-11,8.3125
1994-10-12,8.1875
1994-10-13,8.1875
1994-10-14,8.25
1994-10-17,8.1875
1994-10-18,7.9375
1994-10-19,8.0625
1994-10-20,7.9375
1994-10-21,7.9375
1994-10-24,7.625
1994-10-25,7.84375
1994-10-26,7.6875
1994-10-27,7.625
1994-10-28,7.75
1994-10-31,7.875
1994-11-01,7.9375
1994-11-02,7.75
1994-11-03,8.1875
1994-11-04,8.0
1994-11-07,7.90625
1994-11-08,8.125
1994-11-09,7.875
1994-11-10,7.75
1994-11-11,7.6875
1994-11-14,7.75
1994-11-15,7.6875
1994-11-16,7.5625
1994-11-17,7.4375
1994-11-18,7.4375
1994-11-21,7.3125
1994-11-22,7.4375
1994-11-23,7.375
1994-11-25,7.375
1994-11-28,7.375
1994-11-29,7.5
1994-11-30,7.6875
1994-12-01,7.4375
1994-12-02,7.5
1994-12-05,7.4375
1994-12-06,7.3125
1994-12-07,7.125
1994-12-08,6.9375
1994-12-09,6.78125
1994-12-12,6.6875
1994-12-13,6.625
1994-12-14,6.5625
1994-12-15,6.875
1994-12-16,6.6875
1994-12-19,6.6875
1994-12-20,6.5
1994-12-21,6.46875
1994-12-22,6.5625
1994-12-23,6.46875
1994-12-27,6.4375
1994-12-28,6.3125
1994-12-29,6.5625
1994-12-30,6.4375
1995-01-03,6.4375
1995-01-04,6.5625
1995-01-05,6.25
1995-01-06,6.25
1995-01-09,6.25
1995-01-10,6.25
1995-01-11,6.125
1995-01-12,6.125
1995-01-13,6.125
1995-01-16,6.21875
1995-01-17,6.625
1995-01-18,6.875
1995-01-19,6.875
1995-01-20,6.75
1995-01-23,6.9375
1995-01-24,7.0625
1995-01-25,7.0
1995-01-26,7.03125
1995-01-27,7.125
1995-01-30,6.8125
1995-01-31,6.875
1995-02-01,7.0625
1995-02-02,6.90625
1995-02-03,6.875
1995-02-06,6.875
1995-02-07,6.875
1995-02-08,6.875
1995-02-09,6.8125
1995-02-10,7.0
1995-02-13,6.875
1995-02-14,6.875
1995-02-15,6.875
1995-02-16,6.9375
1995-02-17,6.8125
1995-02-21,6.84375
1995-02-22,6.78125
1995-02-23,6.59375
1995-02-24,6.6875
1995-02-27,6.5625
1995-02-28,6.8125
1995-03-01,6.625
1995-03-02,6.65625
1995-03-03,6.65625
1995-03-06,6.6875
1995-03-07,6.3125
1995-03-08,6.25
1995-03-09,6.25
1995-03-10,6.5
1995-03-13,6.3125
1995-03-14,6.5625
1995-03-15,6.3125
1995-03-16,6.625
1995-03-17,6.625
1995-03-20,6.6875
1995-03-21,6.71875
1995-03-22,6.6875
1995-03-23,6.84375
1995-03-24,7.25
1995-03-27,7.25
1995-03-28,7.5
1995-03-29,7.46875
1995-03-30,7.4375
1995-03-31,7.375
1995-04-03,7.5
1995-04-04,7.3125
1995-04-05,7.4375
1995-04-06,7.3125
1995-04-07,7.375
1995-04-10,7.3125
1995-04-11,7.34375
1995-04-12,7.625
1995-04-13,7.5625
1995-04-17,7.3125
1995-04-18,7.25
1995-04-19,7.25
1995-04-20,7.5
1995-04-21,7.5625
1995-04-24,7.375
1995-04-25,7.3125
1995-04-26,7.3125
1995-04-27,7.1875
1995-04-28,7.3125
1995-05-01,7.125
1995-05-02,7.3125
1995-05-03,7.28125
1995-05-04,7.125
1995-05-05,7.0
1995-05-08,7.1875
1995-05-09,7.03125
1995-05-10,6.9375
1995-05-11,7.0625
1995-05-12,7.25
1995-05-15,7.125
1995-05-16,7.09375
1995-05-17,6.875
1995-05-18,7.0
1995-05-19,6.9375
1995-05-22,7.0625
1995-05-23,6.875
1995-05-24,6.875
1995-05-25,6.8125
1995-05-26,6.65625
1995-05-30,6.84375
1995-05-31,7.0625
1995-06-01,7.0
1995-06-02,6.9375
1995-06-05,7.0
1995-06-06,7.125
1995-06-07,7.125
1995-06-08,7.25
1995-06-09,7.1875
1995-06-12,7.5
1995-06-13,7.5
1995-06-14,7.5
1995-06-15,7.4375
1995-06-16,7.5625
1995-06-19,7.75
1995-06-20,7.71875
1995-06-21,7.78125
1995-06-22,7.875
1995-06-23,7.75
1995-06-26,7.6875
1995-06-27,7.875
1995-06-28,8.0
1995-06-29,7.8125
1995-06-30,8.125
1995-07-03,8.125
1995-07-05,8.3125
1995-07-06,8.75
1995-07-07,8.625
1995-07-10,8.5625
1995-07-11,8.5625
1995-07-12,8.4375
1995-07-13,8.59375
1995-07-14,8.875
1995-07-17,8.875
1995-07-18,8.90625
1995-07-19,8.78125
1995-07-20,9.25
1995-07-21,9.0625
1995-07-24,8.96875
1995-07-25,9.0
1995-07-26,8.84375
1995-07-27,9.03125
1995-07-28,8.90625
1995-07-31,8.96875
1995-08-01,9.25
1995-08-02,9.0625
1995-08-03,8.84375
1995-08-04,8.65625
1995-08-07,8.71875
1995-08-08,8.5625
1995-08-09,8.625
1995-08-10,8.75
1995-08-11,8.75
1995-08-14,8.875
1995-08-15,8.9375
1995-08-16,8.75
1995-08-17,8.65625
1995-08-18,8.625
1995-08-21,8.59375
1995-08-22,8.65625
1995-08-23,8.625
1995-08-24,8.625
1995-08-25,8.6875
1995-08-28,8.46875
1995-08-29,8.4375
1995-08-30,8.5625
1995-08-31,8.4375
1995-09-01,8.71875
1995-09-05,8.96875
1995-09-06,8.9375
1995-09-07,8.9375
1995-09-08,9.0625
1995-09-11,9.0
1995-09-12,9.03125
1995-09-13,9.03125
1995-09-14,9.125
1995-09-15,9.125
1995-09-18,9.15625
1995-09-19,9.09375
1995-09-20,8.96875
1995-09-21,8.90625
1995-09-22,8.6875
1995-09-25,8.4375
1995-09-26,8.1875
1995-09-27,8.4375
1995-09-28,8.6875
1995-09-29,8.5625
1995-10-02,8.5625
1995-10-03,8.5625
1995-10-04,8.4375
1995-10-05,8.6875
1995-10-06,8.71875
1995-10-09,8.5625
1995-10-10,8.5625
1995-10-11,8.75
1995-10-12,8.6875
1995-10-13,8.625
1995-10-16,8.6875
1995-10-17,8.8125
1995-10-18,8.6875
1995-10-19,8.875
1995-10-20,8.875
1995-10-23,8.6875
1995-10-24,8.5625
1995-10-25,8.4375
1995-10-26,8.25
1995-10-27,8.5
1995-10-30,8.625
1995-10-31,8.5
1995-11-01,8.5625
1995-11-02,8.53125
1995-11-03,8.5
1995-11-06,8.3125
1995-11-07,8.375
1995-11-08,8.375
1995-11-09,8.4375
1995-11-10,8.5625
1995-11-13,8.46875
1995-11-14,8.1875
1995-11-15,8.0625
1995-11-16,8.0
1995-11-17,8.0625
1995-11-20,7.875
1995-11-21,8.0
1995-11-22,8.0
1995-11-24,8.25
1995-11-27,8.125
1995-11-28,8.25
1995-11-29,8.3125
1995-11-30,8.3125
1995-12-01,8.375
1995-12-04,8.5625
1995-12-05,8.4375
1995-12-06,8.53125
1995-12-07,8.40625
1995-12-08,8.4375
1995-12-11,8.375
1995-12-12,8.5
1995-12-13,8.4375
1995-12-14,8.125
1995-12-15,8.0625
1995-12-18,8.125
1995-12-19,7.3125
1995-12-20,7.1875
1995-12-21,7.4375
1995-12-22,7.5625
1995-12-26,7.5
1995-12-27,7.3125
1995-12-28,7.375
1995-12-29,7.625
1996-01-02,7.6875
1996-01-03,7.625
1996-01-04,8.0
1996-01-05,8.15625
1996-01-08,8.1875
1996-01-09,8.0625
1996-01-10,8.0625
1996-01-11,8.125
1996-01-12,8.0
1996-01-15,7.90625
1996-01-16,8.0
1996-01-17,7.5625
1996-01-18,7.5
1996-01-19,7.375
1996-01-22,7.4375
1996-01-23,7.5625
1996-01-24,7.5625
1996-01-25,7.4375
1996-01-26,7.5625
1996-01-29,7.5625
1996-01-30,7.71875
1996-01-31,7.8125
