Date,PCAR
1980-03-17,1.251403
1980-03-18,1.200898
1980-03-19,1.1840629999999999
1980-03-20,1.099888
1980-03-21,1.111111
1980-03-24,1.0886639999999999
1980-03-25,1.105499
1980-03-26,1.105499
1980-03-27,1.077441
1980-03-28,1.111111
1980-03-31,1.111111
1980-04-01,1.111111
1980-04-02,1.094276
1980-04-03,1.094276
1980-04-07,1.094276
1980-04-08,1.0886639999999999
1980-04-09,1.116723
1980-04-10,1.111111
1980-04-11,1.111111
1980-04-14,1.099888
1980-04-15,1.099888
1980-04-16,1.094276
1980-04-17,1.066218
1980-04-18,1.060606
1980-04-21,1.060606
1980-04-22,1.0718290000000001
1980-04-23,0.9315379999999999
1980-04-24,0.987654
1980-04-25,0.982043
1980-04-28,0.987654
1980-04-29,0.987654
1980-04-30,1.010101
1980-05-01,1.004489
1980-05-02,0.998878
1980-05-05,1.004489
1980-05-06,1.021324
1980-05-07,1.054994
1980-05-08,1.0718290000000001
1980-05-09,1.083053
1980-05-12,1.066218
1980-05-13,1.038159
1980-05-14,1.0718290000000001
1980-05-15,1.083053
1980-05-16,1.099888
1980-05-19,1.094276
1980-05-20,1.094276
1980-05-21,1.094276
1980-05-22,1.178451
1980-05-23,1.20651
1980-05-27,1.200898
1980-05-28,1.1840629999999999
1980-05-29,1.1672280000000002
1980-05-30,1.161616
1980-06-02,1.161616
1980-06-03,1.156005
1980-06-04,1.1672280000000002
1980-06-05,1.156005
1980-06-06,1.150393
1980-06-09,1.133558
1980-06-10,1.133558
1980-06-11,1.144781
1980-06-12,1.127946
1980-06-13,1.133558
1980-06-16,1.139169
1980-06-17,1.139169
1980-06-18,1.122334
1980-06-19,1.127946
1980-06-20,1.122334
1980-06-23,1.122334
1980-06-24,1.133558
1980-06-25,1.144781
1980-06-26,1.150393
1980-06-27,1.150393
1980-06-30,1.150393
1980-07-01,1.150393
1980-07-02,1.150393
1980-07-03,1.178451
1980-07-07,1.195286
1980-07-08,1.1840629999999999
1980-07-09,1.200898
1980-07-10,1.20651
1980-07-11,1.217733
1980-07-14,1.279461
1980-07-15,1.27385
1980-07-16,1.268238
1980-07-17,1.27385
1980-07-18,1.262626
1980-07-21,1.268238
1980-07-22,1.251403
1980-07-23,1.251403
1980-07-24,1.251403
1980-07-25,1.251403
1980-07-28,1.268238
1980-07-29,1.268238
1980-07-30,1.313131
1980-07-31,1.296296
1980-08-01,1.290685
1980-08-04,1.301908
1980-08-05,1.30752
1980-08-06,1.30752
1980-08-07,1.3411899999999999
1980-08-08,1.363636
1980-08-11,1.369248
1980-08-12,1.380471
1980-08-13,1.4085299999999998
1980-08-14,1.414141
1980-08-15,1.447811
1980-08-18,1.414141
1980-08-19,1.4085299999999998
1980-08-20,1.4085299999999998
1980-08-21,1.481481
1980-08-22,1.526375
1980-08-25,1.5039280000000002
1980-08-26,1.5207629999999999
1980-08-27,1.492705
1980-08-28,1.492705
1980-08-29,1.498317
1980-09-02,1.498317
1980-09-03,1.571268
1980-09-04,1.5768799999999998
1980-09-05,1.604938
1980-09-08,1.599327
1980-09-09,1.5768799999999998
1980-09-10,1.5768799999999998
1980-09-11,1.638608
1980-09-12,1.64422
1980-09-15,1.638608
1980-09-16,1.638608
1980-09-17,1.638608
1980-09-18,1.627385
1980-09-19,1.627385
1980-09-22,1.64422
1980-09-23,1.64422
1980-09-24,1.627385
1980-09-25,1.627385
1980-09-26,1.593715
1980-09-29,1.554433
1980-09-30,1.554433
1980-10-01,1.554433
1980-10-02,1.599327
1980-10-03,1.604938
1980-10-06,1.64422
1980-10-07,1.655443
1980-10-08,1.666667
1980-10-09,1.661055
1980-10-10,1.666667
1980-10-13,1.661055
1980-10-14,1.661055
1980-10-15,1.666667
1980-10-16,1.666667
1980-10-17,1.655443
1980-10-20,1.655443
1980-10-21,1.655443
1980-10-22,1.655443
1980-10-23,1.649832
1980-10-24,1.655443
1980-10-27,1.655443
1980-10-28,1.655443
1980-10-29,1.655443
1980-10-30,1.655443
1980-10-31,1.582492
1980-11-03,1.548822
1980-11-05,1.571268
1980-11-06,1.548822
1980-11-07,1.571268
1980-11-10,1.565657
1980-11-11,1.565657
1980-11-12,1.571268
1980-11-13,1.5768799999999998
1980-11-14,1.582492
1980-11-17,1.582492
1980-11-18,1.582492
1980-11-19,1.582492
1980-11-20,1.593715
1980-11-21,1.593715
1980-11-24,1.593715
1980-11-25,1.593715
1980-11-26,1.599327
1980-11-28,1.599327
1980-12-01,1.599327
1980-12-02,1.588103
1980-12-03,1.5768799999999998
1980-12-04,1.5768799999999998
1980-12-05,1.593715
1980-12-08,1.5768799999999998
1980-12-09,1.5768799999999998
1980-12-10,1.5768799999999998
1980-12-11,1.548822
1980-12-12,1.5768799999999998
1980-12-15,1.554433
1980-12-16,1.526375
1980-12-17,1.537598
1980-12-18,1.54321
1980-12-19,1.554433
1980-12-22,1.5600450000000001
1980-12-23,1.571268
1980-12-24,1.582492
1980-12-26,1.582492
1980-12-29,1.588103
1980-12-30,1.588103
1980-12-31,1.588103
1981-01-02,1.588103
1981-01-05,1.588103
1981-01-06,1.588103
1981-01-07,1.515152
1981-01-08,1.419753
1981-01-09,1.419753
1981-01-12,1.464646
1981-01-13,1.470258
1981-01-14,1.481481
1981-01-15,1.47587
1981-01-16,1.481481
1981-01-19,1.481481
1981-01-20,1.47587
1981-01-21,1.459035
1981-01-22,1.464646
1981-01-23,1.470258
1981-01-26,1.470258
1981-01-27,1.464646
1981-01-28,1.47587
1981-01-29,1.481481
1981-01-30,1.481481
1981-02-02,1.47587
1981-02-03,1.447811
1981-02-04,1.447811
1981-02-05,1.464646
1981-02-06,1.464646
1981-02-09,1.470258
1981-02-10,1.447811
1981-02-11,1.436588
1981-02-12,1.425365
1981-02-13,1.425365
1981-02-17,1.425365
1981-02-18,1.425365
1981-02-19,1.402918
1981-02-20,1.397306
1981-02-23,1.402918
1981-02-24,1.397306
1981-02-25,1.37486
1981-02-26,1.3411899999999999
1981-02-27,1.363636
1981-03-02,1.397306
1981-03-03,1.4422
1981-03-04,1.453423
1981-03-05,1.481481
1981-03-06,1.487093
1981-03-09,1.487093
1981-03-10,1.470258
1981-03-11,1.470258
1981-03-12,1.492705
1981-03-13,1.492705
1981-03-16,1.481481
1981-03-17,1.481481
1981-03-18,1.492705
1981-03-19,1.498317
1981-03-20,1.492705
1981-03-23,1.492705
1981-03-24,1.492705
1981-03-25,1.5039280000000002
1981-03-26,1.554433
1981-03-27,1.588103
1981-03-30,1.61055
1981-03-31,1.655443
1981-04-01,1.672278
1981-04-02,1.683502
1981-04-03,1.683502
1981-04-06,1.7227830000000002
