,0,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30
11,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Accounts payable  , , , , ,"62,656.0", ,"73,346.0","67,672.0","69,685.0","61,342.0","63,205.0","62,947.0","59,655.0","57,152.0","61,921.0","62,054.0","58,257.0","53,722.0","59,557.0","54,867.0","58,252.0","52,180.0","59,428.0","62,323.0","59,407.0","53,707.0", , , ,"57,013.0", , , ,"56,696.0", , , ,"51,749.0","51,517.0","54,774.0","55,041.0","60,846.0","57,672.0", , ,"70,916.0", , ,"135,799.0",0.0,0.0,"167,139.0","111,179.0",0.0,0.1,"72,581.0"
13,Short-term debt  , ,"211,388.0","230,277.0", ,"229,694.0","210,114.0","209,568.0","214,943.0","207,528.0","200,403.0","199,043.0","190,996.0","174,224.0","172,344.0","182,279.0","175,862.0","177,725.0","167,386.0","191,050.0","202,143.0","214,529.0","231,439.0","240,079.0","242,783.0","248,122.0","261,546.0","274,695.0","276,437.0","269,133.0","262,258.0","49,164.0","58,698.0","55,611.0","252,126.0","65,818.0","72,889.0","78,622.0","267,870.0","87,013.0","92,752.0","96,694.0","220,283.0","64,731.0","101,894.0","116,389.0","126,691.0",0.1,"114,445.0","135,799.0", , , ,"111,179.0", ,0.1,"72,581.0"
14,        Short-term debt  , ,"211,388.0","230,277.0", ,"229,694.0","210,114.0","209,568.0","214,943.0","207,528.0","200,403.0","199,043.0","190,996.0","174,224.0","172,344.0","182,279.0","175,862.0","177,725.0","167,386.0","191,050.0","202,143.0","214,529.0","231,439.0","240,079.0","242,783.0","248,122.0","261,546.0","274,695.0","276,437.0","269,133.0","262,258.0","49,164.0","58,698.0","55,611.0","252,126.0","65,818.0","72,889.0","78,622.0","267,870.0","87,013.0","92,752.0","96,694.0","220,283.0","64,731.0","101,894.0","116,389.0","126,691.0",0.1,"114,445.0", , , ,"-167,139.0", , , , 
15,Other current liabilities  , ,"1,190,484.0","1,223,365.0", ,"1,166,747.0","1,157,475.0","1,152,828.0","1,137,475.0","1,145,180.0","1,084,992.0","138,820.0","136,745.0","144,070.0","139,045.0","131,649.0","136,307.0","136,146.0","117,512.0","125,981.0","136,295.0","142,438.0","139,036.0","137,272.0","123,370.0","124,040.0","108,762.0","122,048.0","123,022.0","120,226.0","115,549.0","129,990.0","128,818.0","135,956.0","126,082.0","148,851.0","152,307.0","146,346.0","129,054.0","142,005.0","131,001.0","142,748.0","137,512.0","130,540.0", , ,"165,800.0",0.0,456.0,"135,799.0",0.0,0.0,0.0,"111,179.0",0.0,0.1,"72,581.0"
16,Total current liabilities  , ,"1,401,872.0","1,453,642.0", ,"1,459,097.0","1,367,589.0","1,435,742.0","1,420,090.0","1,422,393.0","1,346,737.0","401,068.0","390,688.0","377,949.0","368,541.0","375,849.0","374,223.0","372,128.0","338,620.0","376,588.0","393,305.0","415,219.0","422,655.0","436,779.0","428,476.0","431,569.0","424,015.0","396,743.0","399,459.0","389,359.0","434,820.0","179,154.0","187,516.0","191,567.0","434,904.0","214,669.0","225,196.0","224,968.0","448,673.0","280,535.0","278,527.0","294,483.0","418,641.0","252,943.0","101,894.0","116,389.0","363,407.0",0.1,"114,901.0","424,959.0", , ,"340,077.0","310,768.0", ,0.3,"239,557.0"
17,Long-term debt  , ,"248,760.0","242,238.0", ,"243,566.0","231,999.0","235,270.0","236,822.0","237,938.0","236,709.0","232,673.0","225,179.0","208,530.0","206,178.0","209,051.0","207,448.0","207,835.0","201,275.0","213,533.0","211,845.0","210,522.0","223,080.0","223,842.0","226,984.0","222,747.0","221,116.0","221,593.0","220,959.0","234,326.0","239,463.0","271,862.0","288,334.0","311,079.0","339,562.0","333,824.0","352,458.0","376,541.0","399,314.0","407,730.0","433,497.0","439,274.0","383,364.0","379,557.0", ,"337,252.0","359,593.0",0.4,"417,928.0","1,510,871.0","2,074.0",1.1,"1,753,035.0","1,476,936.0","1,764.0",1.3,"1,198,985.0"
18,Other liabilities  , ,"106,580.0","121,852.0", ,"58,735.0","120,721.0","56,290.0","54,454.0","58,907.0","57,347.0","1,026,770.0","1,017,089.0","1,006,003.0","991,215.0","1,000,527.0","1,004,079.0","992,243.0","968,223.0","996,098.0","1,003,395.0","990,037.0","984,750.0","1,008,337.0","1,041,156.0","1,030,178.0","1,029,118.0","1,078,436.0","1,065,744.0","1,062,710.0","999,380.0","1,291,592.0","1,254,762.0","1,258,054.0","919,839.0","1,208,157.0","1,200,327.0","1,172,913.0","900,126.0","1,129,832.0","1,068,302.0","1,114,677.0","899,668.0","1,113,150.0","1,592,471.0","1,223,010.0","1,071,448.0",1.4,"1,431,151.0","2,071,629.0","2,074.0",1.1,"2,093,112.0","1,898,883.0","1,764.0",1.6,"1,511,123.0"
19,Total liabilities  , ,"1,757,212.0","1,817,732.0", ,"1,761,398.0","1,720,309.0","1,727,302.0","1,711,366.0","1,719,238.0","1,640,793.0","1,660,511.0","1,632,956.0","1,592,482.0","1,565,934.0","1,585,427.0","1,585,750.0","1,572,206.0","1,508,118.0","1,586,219.0","1,608,545.0","1,615,778.0","1,630,485.0","1,668,958.0","1,696,616.0","1,684,494.0","1,674,249.0","1,696,772.0","1,686,162.0","1,686,395.0","1,673,663.0","1,742,608.0","1,730,612.0","1,760,700.0","1,694,305.0","1,756,650.0","1,777,981.0","1,774,422.0","1,748,113.0","1,818,097.0","1,780,326.0","1,848,434.0","1,701,673.0","1,745,650.0","1,694,365.0","1,676,651.0","1,794,448.0",1.9,"1,963,980.0",,,,,,,,
20,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,219.0",113.0,0.1,"127,754.0","122,083.0",120.0,0.1,"115,428.0"
21,Shareholders' equity   [+], ,"193,946.0","197,070.0", ,"197,015.0","197,074.0","197,863.0","200,968.0","202,866.0","201,672.0","228,622.0","231,107.0","229,153.0","226,143.0","232,690.0","233,021.0","228,761.0","223,092.0","222,137.0","220,825.0","216,023.0","211,696.0","213,891.0","213,099.0","210,242.0","206,133.0","202,739.0","197,826.0","195,339.0","190,997.0","188,738.0","185,839.0","183,723.0","179,573.0","179,342.0","178,645.0","173,393.0","165,789.0","165,183.0","157,330.0","153,779.0","154,973.0","142,949.0","154,168.0","145,927.0","144,022.0",0.1,"136,405.0","11,131.0", , , ,"17,341.0", ,0.0,"17,426.0"
22,        Paid-in capital  , ,"107,840.0","107,741.0", ,"107,551.0","107,922.0","107,825.0","107,724.0","107,599.0","108,008.0","107,896.0","107,798.0","107,613.0","108,042.0","107,875.0","107,730.0","107,590.0","108,288.0","108,261.0","108,219.0","108,124.0","107,979.0","107,839.0","107,669.0","107,505.0","107,193.0","107,030.0","106,876.0","106,661.0","106,391.0","106,203.0","105,962.0","105,787.0","105,804.0","105,297.0","103,211.0","102,740.0","101,287.0","100,898.0","99,014.0","96,427.0","98,142.0","78,802.0", ,"16,525.0","19,165.0",0.0,"16,594.0","115,050.0", ,0.0, ,"131,395.0", ,0.1,"123,497.0"
23,        Retained earnings  , ,"165,369.0","161,797.0", ,"154,859.0","151,347.0","148,436.0","145,211.0","141,863.0","138,425.0","155,174.0","152,178.0","149,731.0","146,477.0","143,678.0","140,527.0","136,998.0","133,841.0","130,921.0","126,954.0","122,463.0","117,852.0","118,041.0","115,361.0","115,091.0","111,168.0","108,812.0","105,725.0","101,580.0","97,809.0","96,650.0","96,216.0","93,310.0","90,520.0","89,602.0","85,857.0","82,554.0","79,559.0","78,260.0","76,130.0","73,432.0","77,440.0","85,208.0", ,"86,115.0","86,521.0",0.1,"110,290.0","-10,020.0", , , ,"-23,833.0", ,0.0,"-23,199.0"
24,        Treasury stock  , ,"-61,660.0","-56,541.0", ,"-47,861.0","-44,370.0","-39,678.0","-34,413.0","-32,115.0","-30,309.0","-24,829.0","-19,342.0","-17,579.0","-16,302.0","-12,069.0","-9,538.0","-8,224.0","-7,677.0","-6,326.0","-4,628.0","-3,275.0","-2,929.0","-2,631.0","-2,520.0","-2,237.0","-1,658.0","-1,472.0","-1,075.0",-991.0,-847.0,-851.0,-859.0,-883.0,"-1,071.0","-1,089.0","-1,087.0",-878.0,"-1,442.0","-1,540.0","-1,772.0","-1,178.0","-4,543.0","-6,059.0", ,"-5,996.0","-9,582.0",0.0,"-9,911.0","60,652.0",113.0,0.1,"65,548.0","68,373.0",120.0,0.1,"66,668.0"
25,Tangible shareholders' equity  , ,"166,998.0","170,404.0", ,"169,782.0","169,808.0","171,078.0","174,181.0","175,757.0","174,270.0","201,545.0","203,871.0","201,875.0","199,370.0","204,793.0","205,004.0","202,693.0","197,022.0","195,813.0","193,742.0","188,629.0","183,538.0","184,866.0","183,310.0","180,343.0","176,068.0","172,753.0","167,949.0","164,408.0","159,627.0","156,860.0","154,200.0","151,500.0","147,560.0","147,046.0","144,888.0","139,774.0","132,133.0","131,681.0","124,261.0","119,840.0","120,867.0","108,569.0","118,492.0","105,905.0","102,731.0",0.1,"69,477.0",,,,,,,,
