,0,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30
1,Assets  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cash and equivalents  , ,"193,919.0","220,443.0", ,"205,893.0","188,105.0","199,286.0","200,902.0","202,704.0","180,516.0","186,109.0","186,082.0","180,045.0","160,494.0","155,990.0","150,133.0","158,289.0","133,097.0","159,661.0","154,098.0","155,776.0","160,197.0","179,044.0","189,085.0","204,400.0","198,890.0","205,469.0","189,173.0","174,377.0","138,587.0","203,830.0","188,981.0","210,454.0","184,485.0","188,288.0","183,947.0","191,445.0","190,409.0","176,413.0","185,489.0","189,203.0","192,886.0","244,212.0",0.0,"31,063.0","199,584.0",0.1,"44,824.0","30,837.0",0.0,0.0,0.0,"24,421.0",0.0,0.0,"24,311.0"
3,Short-term investments  , ,"80,775.0","75,841.0", ,"66,842.0","63,357.0","53,249.0","52,897.0","52,492.0","53,320.0","51,527.0","50,175.0","47,942.0","45,667.0","38,588.0","35,903.0","36,890.0","36,215.0","342,439.0","332,121.0","326,815.0","23,921.0","333,047.0","325,623.0","312,900.0","308,980.0","10,808.0","9,602.0","10,056.0","312,326.0","10,943.0","11,349.0","10,126.0","11,483.0","12,866.0","14,910.0","15,484.0","29,107.0","30,107.0","31,283.0", ,"51,527.0", , ,"238,806.0", ,0.2,"232,528.0","204,155.0",215.0,0.2,"257,880.0","286,567.0",274.0,0.3,"194,953.0"
4,"Accounts receivable, net  ", ,"23,945.0","34,745.0", ,"29,555.0","21,035.0","25,484.0","20,769.0","27,386.0","19,169.0","23,359.0","27,636.0","24,436.0","18,513.0","25,108.0","27,973.0","25,709.0","17,248.0","26,362.0","29,734.0","23,847.0","18,039.0","26,524.0","28,262.0","24,813.0","19,863.0", , , ,"10,299.0", , , ,"7,786.0", , , ,"9,261.0","37,138.0","36,872.0","34,001.0","8,913.0","34,667.0", , ,"44,278.0", , ,"-18,257.0",397.0,0.0,"-257,880.0","-9,510.0", ,0.0,"-9,144.0"
5,Other current assets  , ,"993,091.0","1,013,888.0", ,"983,961.0","959,206.0","948,287.0","953,078.0","929,979.0","938,284.0","900,277.0","892,836.0","862,035.0","857,798.0","890,618.0","894,299.0","881,383.0","847,987.0","877,530.0","899,164.0","911,124.0","927,272.0","929,826.0","942,672.0","926,064.0","934,470.0","931,248.0","931,255.0","933,161.0","952,880.0","1,227,170.0","1,212,384.0","1,217,800.0","1,187,279.0","1,216,469.0","1,219,463.0","1,184,798.0","1,172,128.0","1,187,792.0","1,186,165.0","1,253,189.0","1,120,266.0","1,123,849.0","605,750.0","-31,703.0","1,226,368.0",0.0,"-7,831.0","216,735.0",612.0,0.2,0.0,"301,478.0",274.0,0.3,"210,120.0"
6,Total current assets  , ,"1,291,730.0","1,344,917.0", ,"1,286,251.0","1,231,703.0","1,226,306.0","1,227,646.0","1,212,561.0","1,191,289.0","1,161,272.0","1,156,729.0","1,114,458.0","1,082,472.0","1,110,304.0","1,108,308.0","1,102,271.0","1,034,547.0","1,405,992.0","1,415,117.0","1,417,562.0","1,129,429.0","1,468,441.0","1,485,642.0","1,468,177.0","1,462,203.0","1,147,525.0","1,130,030.0","1,117,594.0","1,414,092.0","1,441,943.0","1,412,714.0","1,438,380.0","1,391,033.0","1,417,623.0","1,418,320.0","1,391,727.0","1,400,905.0","1,431,450.0","1,439,809.0","1,476,393.0","1,373,592.0","1,402,728.0","605,750.0","238,166.0","1,470,230.0",0.3,"269,521.0", , ,0.0, , , , , 
7,Intangibles  , ,"4,822.0","4,844.0", ,"5,196.0","5,220.0","4,598.0","4,729.0","4,450.0","5,146.0","4,732.0","4,887.0","5,013.0","5,114.0","5,358.0","5,521.0","3,493.0","3,721.0","3,880.0","4,071.0","4,244.0","4,566.0","4,525.0","4,702.0","4,891.0","5,056.0","4,888.0","4,981.0","5,457.0","5,697.0","5,963.0","6,156.0","6,413.0","6,600.0","6,800.0","7,136.0","7,280.0","7,504.0","7,705.0","7,868.0","8,277.0","8,714.0","8,957.0","10,098.0","13,612.0","14,159.0",0.0,"24,542.0","23,945.0", ,0.0,"22,975.0","19,330.0", ,0.0,"15,850.0"
8,Goodwill  , ,"22,126.0","21,822.0", ,"22,037.0","22,046.0","22,187.0","22,058.0","22,659.0","22,256.0","22,345.0","22,349.0","22,265.0","21,659.0","22,539.0","22,496.0","22,575.0","22,349.0","22,444.0","23,012.0","23,150.0","23,592.0","24,500.0","25,087.0","25,008.0","25,009.0","25,098.0","24,896.0","25,474.0","25,673.0","25,915.0","25,483.0","25,810.0","25,413.0","25,496.0","26,621.0","26,339.0","26,152.0","25,797.0","25,201.0","25,662.0","25,392.0","25,423.0","25,578.0","26,410.0","27,132.0",0.0,"42,386.0","43,622.0", ,0.0,"39,231.0","34,380.0", ,0.0,"32,910.0"
9,Other fixed assets  , ,"107,709.0","107,933.0", ,"110,483.0","109,273.0","111,268.0","109,827.0","105,882.0","103,926.0","130,312.0","131,647.0","126,627.0","128,008.0","116,515.0","124,495.0","121,621.0","133,743.0","132,832.0","135,929.0","136,040.0","122,122.0","127,147.0","130,329.0","125,591.0","125,266.0","127,308.0","133,348.0","142,736.0","145,660.0","141,873.0","142,181.0","147,180.0","148,911.0","171,438.0","164,932.0","162,433.0","163,778.0","172,800.0","174,101.0","168,709.0","163,105.0","159,769.0", ,"163,960.0","165,272.0",0.2,"161,101.0","169,289.0", ,0.1,"119,116.0","111,562.0", ,0.1,"86,276.0"
10,Total assets  , ,"1,951,158.0","2,014,802.0", ,"1,958,413.0","1,917,383.0","1,925,165.0","1,912,334.0","1,922,104.0","1,842,465.0","1,889,133.0","1,864,063.0","1,821,635.0","1,792,077.0","1,818,117.0","1,818,771.0","1,800,967.0","1,731,210.0","1,808,356.0","1,829,370.0","1,831,801.0","1,842,181.0","1,882,849.0","1,909,715.0","1,894,736.0","1,880,382.0","1,899,511.0","1,883,988.0","1,881,734.0","1,864,660.0","1,931,346.0","1,916,451.0","1,944,423.0","1,873,878.0","1,935,992.0","1,956,626.0","1,947,815.0","1,913,902.0","1,983,280.0","1,937,656.0","2,002,213.0","1,856,646.0","1,888,599.0","1,848,533.0","1,822,578.0","1,938,470.0",2.1,"2,100,385.0","2,199,848.0","2,187.0",1.2,"2,220,866.0","2,020,966.0","1,884.0",1.7,"1,626,551.0"
