"Date","AEM","ANTM","APA","AXP","BK","BOL","BRK","BRO","CHRW","CINF","CL","CMCSA","CMTL","CNQ","COP","COST","CPRT","CSCO","CTAS","DE","DVN","FE","FLS","FTI","FWONA","GOOGL","HD","HP","INTC","JNJ","LMT","MCD","MMM","MSFT","MUR","NEM","NOC","NOV","NTR","NYT","OA","OMC","ORCL","PCL","PM","QRTEA","RYN","SJT","SLB","SNY","SYF","SYY","TDC","TFC","TXN","UNP","USB","VAR","WLTW","WMT","WRB","WY","XLNX","XOM","Y"
2007-05-01,0,0,4.75,0,0,0,5.82,0,0,0,0,0,0,0,2.9,5.5,0,0,3.99,0,0,0,0,0,0,0,0,0,2.41,5.96,0,3.36,0,4.03,2.36,0,0,0,0,1.81,0,0,0,2.58,0,0,2.05,0,0,4.67,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0
2007-06-01,0,0,4.75,0,0,0,5.82,0,0,0,0,0,0,0,2.9,5.5,0,0,3.99,0,0,0,0,0,0,0,0,0,2.41,5.96,0,3.36,0,4.03,2.36,0,0,0,0,1.81,0,0,0,2.58,0,0,2.05,0,0,4.67,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0
2007-07-01,0,0,5.03,0,0,0,7.88,0,0,0,0,0,0,0,2.52,4.03,0,0,4.63,0,0,0,0,0,0,0,0,0,1.93,5.94,0,3.34,0,3.64,2.31,0,0,0,0,0,0,0,0,2.45,0,2.18,2.01,0,0,6.36,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0
2007-08-01,0,0,5.03,0,0,0,7.88,0,0,0,0,0,0,0,2.52,4.03,0,0,4.63,0,0,0,0,0,0,0,0,0,1.93,5.94,0,3.34,0,3.64,2.31,0,0,0,0,0,0,0,0,2.45,0,2.18,2.01,0,0,6.36,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0
2007-09-01,0,0,5.03,0,0,0,7.88,0,0,0,0,0,0,0,2.52,4.03,0,0,4.63,0,0,0,0,0,0,0,0,0,1.93,5.94,0,3.34,0,3.64,2.31,0,0,0,0,0,0,0,0,2.45,0,2.18,2.01,0,0,6.36,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0
2007-10-01,0,0,4.95,0,0,0,8.65,0,0,0,0,0,0,0,2.54,3.17,1.78,0,4.61,0,0,0,0,0,0,0,0,0,0,5.22,0,2.6,1.92,1.96,2.46,0,0,0,0,0,0,0,0,2.56,0,0,1.89,0,0,6.32,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0
2007-11-01,0,0,4.95,0,0,0,8.65,0,0,0,0,0,0,0,2.54,3.17,1.78,0,4.61,0,0,0,0,0,0,0,0,0,0,5.22,0,2.6,1.92,1.96,2.46,0,0,0,0,0,0,0,0,2.56,0,0,1.89,0,0,6.32,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0
2007-12-01,0,0,4.95,0,0,0,8.65,0,0,0,0,0,0,0,2.54,3.17,1.78,0,4.61,0,0,0,0,0,0,0,0,0,0,5.22,0,2.6,1.92,1.96,2.46,0,0,0,0,0,0,0,0,2.56,0,0,1.89,0,0,6.32,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0
2008-01-01,0,0,4.92,2.1,0,0,7.17,0,0,0,0,0,0,0,2.04,2.89,0,0,3.74,0,0,0,0,0,0,0,0,2.04,0,3.83,0,2.21,1.95,0,2.69,2.52,0,0,0,0,0,0,0,2.32,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0
2008-02-01,0,0,4.92,2.1,0,0,7.17,0,0,0,0,0,0,0,2.04,2.89,0,0,3.74,0,0,0,0,0,0,0,0,2.04,0,3.83,0,2.21,1.95,0,2.69,2.52,0,0,0,0,0,0,0,2.32,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0
2008-03-01,0,0,4.92,2.1,0,0,7.17,0,0,0,0,0,0,0,2.04,2.89,0,0,3.74,0,0,0,0,0,0,0,0,2.04,0,3.83,0,2.21,1.95,0,2.69,2.52,0,0,0,0,0,0,0,2.32,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0
2008-04-01,0,0,4.45,2.77,0,0,7.22,0,0,0,0,0,0,0,0,3,0,0,4.25,0,0,0,0,0,0,0,0,2.65,0,3.99,0,2.03,2.73,0,2.8,3.56,0,0,0,0,0,0,0,3.36,0,0,2.18,2.13,0,5.66,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0
2008-05-01,0,0,4.45,2.77,0,0,7.22,0,0,0,0,0,0,0,0,3,0,0,4.25,0,0,0,0,0,0,0,0,2.65,0,3.99,0,2.03,2.73,0,2.8,3.56,0,0,0,0,0,0,0,3.36,0,0,2.18,2.13,0,5.66,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0
2008-06-01,0,0,4.45,2.77,0,0,7.22,0,0,0,0,0,0,0,0,3,0,0,4.25,0,0,0,0,0,0,0,0,2.65,0,3.99,0,2.03,2.73,0,2.8,3.56,0,0,0,0,0,0,0,3.36,0,0,2.18,2.13,0,5.66,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0
2008-07-01,0,0,3.68,2.81,0,0,8.59,0,0,0,0,0,0,0,0,3.19,0,0,4.51,0,0,0,0,0,0,0,2.02,1.99,0,3.84,0,0,3.85,3.07,1.96,2.56,0,0,0,0,0,0,0,0,0,0,0,2.36,0,5.99,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0
2008-08-01,0,0,3.68,2.81,0,0,8.59,0,0,0,0,0,0,0,0,3.19,0,0,4.51,0,0,0,0,0,0,0,2.02,1.99,0,3.84,0,0,3.85,3.07,1.96,2.56,0,0,0,0,0,0,0,0,0,0,0,2.36,0,5.99,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0
2008-09-01,0,0,3.68,2.81,0,0,8.59,0,0,0,0,0,0,0,0,3.19,0,0,4.51,0,0,0,0,0,0,0,2.02,1.99,0,3.84,0,0,3.85,3.07,1.96,2.56,0,0,0,0,0,0,0,0,0,0,0,2.36,0,5.99,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0
2008-10-01,0,0,3.54,0,0,0,5.04,0,0,0,0,0,0,0,2.72,0,0,0,4.67,0,0,0,0,0,0,0,3.1,2.6,0,3.18,0,0,3.5,2.67,0,3.81,0,0,0,0,2.97,0,0,0,0,0,2.45,0,0,4.91,0,0,0,0,0,0,0,0,2.75,2.74,0,0,0,0,0
2008-11-01,0,0,3.54,0,0,0,5.04,0,0,0,0,0,0,0,2.72,0,0,0,4.67,0,0,0,0,0,0,0,3.1,2.6,0,3.18,0,0,3.5,2.67,0,3.81,0,0,0,0,2.97,0,0,0,0,0,2.45,0,0,4.91,0,0,0,0,0,0,0,0,2.75,2.74,0,0,0,0,0
2008-12-01,0,0,3.54,0,0,0,5.04,0,0,0,0,0,0,0,2.72,0,0,0,4.67,0,0,0,0,0,0,0,3.1,2.6,0,3.18,0,0,3.5,2.67,0,3.81,0,0,0,0,2.97,0,0,0,0,0,2.45,0,0,4.91,0,0,0,0,0,0,0,0,2.75,2.74,0,0,0,0,0
2009-01-01,0,0,3.25,3.05,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,3.49,3.29,2.34,2.65,0,0,3.45,2.9,0,3.53,0,0,0,0,2.7,0,0,0,0,0,2.94,0,0,4.59,0,0,0,0,0,0,0,0,2.81,2.68,0,0,0,0,0
2009-02-01,0,0,3.25,3.05,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,3.49,3.29,2.34,2.65,0,0,3.45,2.9,0,3.53,0,0,0,0,2.7,0,0,0,0,0,2.94,0,0,4.59,0,0,0,0,0,0,0,0,2.81,2.68,0,0,0,0,0
2009-03-01,0,0,3.25,3.05,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,3.49,3.29,2.34,2.65,0,0,3.45,2.9,0,3.53,0,0,0,0,2.7,0,0,0,0,0,2.94,0,0,4.59,0,0,0,0,0,0,0,0,2.81,2.68,0,0,0,0,0
2009-04-01,0,2.46,3.17,3.6,0,0,4.05,0,0,0,0,0,0,0,2.73,0,0,0,4.82,0,0,0,0,0,0,0,3.85,2.96,3.04,2.72,0,0,3.94,3.78,0,2.55,0,0,0,0,0,2.87,0,0,0,0,2.33,0,0,4.34,0,0,0,0,0,0,0,0,3.03,2.32,0,0,0,0,0
2009-05-01,0,2.46,3.17,3.6,0,0,4.05,0,0,0,0,0,0,0,2.73,0,0,0,4.82,0,0,0,0,0,0,0,3.85,2.96,3.04,2.72,0,0,3.94,3.78,0,2.55,0,0,0,0,0,2.87,0,0,0,0,2.33,0,0,4.34,0,0,0,0,0,0,0,0,3.03,2.32,0,0,0,0,0
2009-06-01,0,2.46,3.17,3.6,0,0,4.05,0,0,0,0,0,0,0,2.73,0,0,0,4.82,0,0,0,0,0,0,0,3.85,2.96,3.04,2.72,0,0,3.94,3.78,0,2.55,0,0,0,0,0,2.87,0,0,0,0,2.33,0,0,4.34,0,0,0,0,0,0,0,0,3.03,2.32,0,0,0,0,0
2009-07-01,0,0,3.47,4.32,0,0,3.65,0,0,0,0,0,0,0,3.06,2.22,0,0,4.99,0,0,0,0,0,0,0,3.64,3.2,2.94,2.57,0,0,3.51,4.35,2.18,0,0,0,0,0,2.49,2.82,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0,0,3.2,2.26,0,0,0,0,0
2009-08-01,0,0,3.47,4.32,0,0,3.65,0,0,0,0,0,0,0,3.06,2.22,0,0,4.99,0,0,0,0,0,0,0,3.64,3.2,2.94,2.57,0,0,3.51,4.35,2.18,0,0,0,0,0,2.49,2.82,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0,0,3.2,2.26,0,0,0,0,0
2009-09-01,0,0,3.47,4.32,0,0,3.65,0,0,0,0,0,0,0,3.06,2.22,0,0,4.99,0,0,0,0,0,0,0,3.64,3.2,2.94,2.57,0,0,3.51,4.35,2.18,0,0,0,0,0,2.49,2.82,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0,0,3.2,2.26,0,0,0,0,0
2009-10-01,0,2.9,3.34,4.02,0,0,3.88,0,0,0,0,0,0,0,3.13,0,0,0,4.21,0,0,0,0,0,0,0,3.81,3.23,3,2.74,0,0,3.37,3.91,0,0,0,0,0,0,2.61,2.98,0,0,0,0,2.31,0,0,4.09,0,0,0,0,0,0,0,0,3.14,2.44,0,0,0,0,0
2009-11-01,0,2.9,3.34,4.02,0,0,3.88,0,0,0,0,0,0,0,3.13,0,0,0,4.21,0,0,0,0,0,0,0,3.81,3.23,3,2.74,0,0,3.37,3.91,0,0,0,0,0,0,2.61,2.98,0,0,0,0,2.31,0,0,4.09,0,0,0,0,0,0,0,0,3.14,2.44,0,0,0,0,0
2009-12-01,0,2.9,3.34,4.02,0,0,3.88,0,0,0,0,0,0,0,3.13,0,0,0,4.21,0,0,0,0,0,0,0,3.81,3.23,3,2.74,0,0,3.37,3.91,0,0,0,0,0,0,2.61,2.98,0,0,0,0,2.31,0,0,4.09,0,0,0,0,0,0,0,0,3.14,2.44,0,0,0,0,0
2010-01-01,0,0,2.66,4.17,0,0,2.62,0,0,0,0,0,0,0,4.15,0,0,0,3.91,0,0,0,0,0,0,0,4.09,2.68,3.01,2.4,0,0,3.17,3.62,0,2.4,0,0,0,0,2.45,3.07,0,0,0,0,2.3,0,0,3.23,0,0,0,0,0,0,0,0,3.53,0,0,2.84,0,0,0
2010-02-01,0,0,2.66,4.17,0,0,2.62,0,0,0,0,0,0,0,4.15,0,0,0,3.91,0,0,0,0,0,0,0,4.09,2.68,3.01,2.4,0,0,3.17,3.62,0,2.4,0,0,0,0,2.45,3.07,0,0,0,0,2.3,0,0,3.23,0,0,0,0,0,0,0,0,3.53,0,0,2.84,0,0,0
2010-03-01,0,0,2.66,4.17,0,0,2.62,0,0,0,0,0,0,0,4.15,0,0,0,3.91,0,0,0,0,0,0,0,4.09,2.68,3.01,2.4,0,0,3.17,3.62,0,2.4,0,0,0,0,2.45,3.07,0,0,0,0,2.3,0,0,3.23,0,0,0,0,0,0,0,0,3.53,0,0,2.84,0,0,0
2010-04-01,0,0,2.39,3.88,0,0,2.19,0,0,2.46,0,0,0,0,3.71,0,0,0,3.65,0,0,2.28,0,0,0,0,3.18,2.57,2.61,2.08,0,0,2.94,3.14,0,2.3,0,0,0,0,2.25,2.58,0,0,0,0,2.2,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,0,0,2.39,3.88,0,0,2.19,0,0,2.46,0,0,0,0,3.71,0,0,0,3.65,0,0,2.28,0,0,0,0,3.18,2.57,2.61,2.08,0,0,2.94,3.14,0,2.3,0,0,0,0,2.25,2.58,0,0,0,0,2.2,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,0,2.39,3.88,0,0,2.19,0,0,2.46,0,0,0,0,3.71,0,0,0,3.65,0,0,2.28,0,0,0,0,3.18,2.57,2.61,2.08,0,0,2.94,3.14,0,2.3,0,0,0,0,2.25,2.58,0,0,0,0,2.2,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,0,0,2.32,3.05,0,0,0,0,0,2.41,0,0,0,0,3.66,0,0,0,3.48,0,0,0,0,0,0,0,3.16,2.49,2.4,2.09,0,0,2.65,3.07,0,2.3,0,0,0,0,2.35,2.79,0,0,0,0,2.16,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0
2010-08-01,0,0,2.32,3.05,0,0,0,0,0,2.41,0,0,0,0,3.66,0,0,0,3.48,0,0,0,0,0,0,0,3.16,2.49,2.4,2.09,0,0,2.65,3.07,0,2.3,0,0,0,0,2.35,2.79,0,0,0,0,2.16,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0
2010-09-01,0,0,2.32,3.05,0,0,0,0,0,2.41,0,0,0,0,3.66,0,0,0,3.48,0,0,0,0,0,0,0,3.16,2.49,2.4,2.09,0,0,2.65,3.07,0,2.3,0,0,0,0,2.35,2.79,0,0,0,0,2.16,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0
2010-10-01,0,1.9,2.16,2.86,0,0,0,0,0,2.64,0,0,0,0,3.94,0,0,0,3.17,0,0,1.94,0,0,0,0,3.36,2.2,2.58,0,2.52,0,2.47,2.86,0,0,0,0,0,0,2.39,2.55,0,0,0,0,0,0,0,2.57,0,2.89,0,0,0,0,0,0,0,0,0,3.5,0,0,0
2010-11-01,0,1.9,2.16,2.86,0,0,0,0,0,2.64,0,0,0,0,3.94,0,0,0,3.17,0,0,1.94,0,0,0,0,3.36,2.2,2.58,0,2.52,0,2.47,2.86,0,0,0,0,0,0,2.39,2.55,0,0,0,0,0,0,0,2.57,0,2.89,0,0,0,0,0,0,0,0,0,3.5,0,0,0
2010-12-01,0,1.9,2.16,2.86,0,0,0,0,0,2.64,0,0,0,0,3.94,0,0,0,3.17,0,0,1.94,0,0,0,0,3.36,2.2,2.58,0,2.52,0,2.47,2.86,0,0,0,0,0,0,2.39,2.55,0,0,0,0,0,0,0,2.57,0,2.89,0,0,0,0,0,0,0,0,0,3.5,0,0,0
2011-01-01,0,2.08,0,2.86,2.42,0,0,0,0,2.31,0,0,0,0,3.01,0,0,3.06,3.11,0,0,2.64,0,0,0,0,2.42,0,2.47,0,2.23,0,2.93,2.74,0,2.68,0,0,0,0,2.26,2.47,0,0,0,0,0,0,0,2.61,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,0,2.08,0,2.86,2.42,0,0,0,0,2.31,0,0,0,0,3.01,0,0,3.06,3.11,0,0,2.64,0,0,0,0,2.42,0,2.47,0,2.23,0,2.93,2.74,0,2.68,0,0,0,0,2.26,2.47,0,0,0,0,0,0,0,2.61,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,0,2.08,0,2.86,2.42,0,0,0,0,2.31,0,0,0,0,3.01,0,0,3.06,3.11,0,0,2.64,0,0,0,0,2.42,0,2.47,0,2.23,0,2.93,2.74,0,2.68,0,0,0,0,2.26,2.47,0,0,0,0,0,0,0,2.61,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,0,0,0,2.71,3.07,0,0,0,0,2.32,0,0,0,0,2.78,0,0,4.38,3.02,0,0,2.91,0,0,0,0,2.11,0,2.49,0,1.97,0,2.58,3.17,0,2.36,0,0,0,0,1.99,2.19,0,0,0,0,0,0,0,2.37,0,3.53,0,0,0,0,1.92,0,0,0,0,0,0,0,0
2011-05-01,0,0,0,2.71,3.07,0,0,0,0,2.32,0,0,0,0,2.78,0,0,4.38,3.02,0,0,2.91,0,0,0,0,2.11,0,2.49,0,1.97,0,2.58,3.17,0,2.36,0,0,0,0,1.99,2.19,0,0,0,0,0,0,0,2.37,0,3.53,0,0,0,0,1.92,0,0,0,0,0,0,0,0
2011-06-01,0,0,0,2.71,3.07,0,0,0,0,2.32,0,0,0,0,2.78,0,0,4.38,3.02,0,0,2.91,0,0,0,0,2.11,0,2.49,0,1.97,0,2.58,3.17,0,2.36,0,0,0,0,1.99,2.19,0,0,0,0,0,0,0,2.37,0,3.53,0,0,0,0,1.92,0,0,0,0,0,0,0,0
2011-07-01,0,0,0,2.4,2.79,0,2.22,0,0,2.31,0,0,0,0,3.08,0,0,4.77,2.44,0,0,2.92,0,0,0,0,1.97,0,2.55,0,2.07,0,2.71,2.95,0,2.49,0,0,0,0,0,2.23,0,0,0,0,0,0,0,1.92,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,0,0,0,2.4,2.79,0,2.22,0,0,2.31,0,0,0,0,3.08,0,0,4.77,2.44,0,0,2.92,0,0,0,0,1.97,0,2.55,0,2.07,0,2.71,2.95,0,2.49,0,0,0,0,0,2.23,0,0,0,0,0,0,0,1.92,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,0,0,0,2.4,2.79,0,2.22,0,0,2.31,0,0,0,0,3.08,0,0,4.77,2.44,0,0,2.92,0,0,0,0,1.97,0,2.55,0,2.07,0,2.71,2.95,0,2.49,0,0,0,0,0,2.23,0,0,0,0,0,0,0,1.92,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,0,0,0,2.2,2.78,0,0,0,0,2.48,0,0,0,0,2.9,0,0,4.39,2.59,0,0,2.65,0,0,0,0,0,0,2.54,0,2.07,0,3.01,3.64,0,2.11,0,0,0,0,2.09,2.26,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,2.07,0,0,0
2011-11-01,0,0,0,2.2,2.78,0,0,0,0,2.48,0,0,0,0,2.9,0,0,4.39,2.59,0,0,2.65,0,0,0,0,0,0,2.54,0,2.07,0,3.01,3.64,0,2.11,0,0,0,0,2.09,2.26,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,2.07,0,0,0
2011-12-01,0,0,0,2.2,2.78,0,0,0,0,2.48,0,0,0,0,2.9,0,0,4.39,2.59,0,0,2.65,0,0,0,0,0,0,2.54,0,2.07,0,3.01,3.64,0,2.11,0,0,0,0,2.09,2.26,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,2.07,0,0,0
2012-01-01,0,0,0,2.38,3.21,0,2.18,0,0,2.43,0,0,0,0,3.2,0,0,4.06,2.46,0,0,2.86,0,0,0,0,0,0,2.45,0,2.05,0,2.79,3.88,0,0,2.14,0,0,0,2.06,2.29,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,2.07
2012-02-01,0,0,0,2.38,3.21,0,2.18,0,0,2.43,0,0,0,0,3.2,0,0,4.06,2.46,0,0,2.86,0,0,0,0,0,0,2.45,0,2.05,0,2.79,3.88,0,0,2.14,0,0,0,2.06,2.29,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,2.07
2012-03-01,0,0,0,2.38,3.21,0,2.18,0,0,2.43,0,0,0,0,3.2,0,0,4.06,2.46,0,0,2.86,0,0,0,0,0,0,2.45,0,2.05,0,2.79,3.88,0,0,2.14,0,0,0,2.06,2.29,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,2.07
2012-04-01,0,0,0,2.21,2.8,0,2.3,0,0,2.5,0,0,0,0,2.77,0,0,3.45,2.41,0,0,2.97,0,0,0,0,0,0,2.15,0,0,0,2.9,3.75,0,0,2.17,0,0,0,0,2.17,2.82,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.1,0,0,2.02
2012-05-01,0,0,0,2.21,2.8,0,2.3,0,0,2.5,0,0,0,0,2.77,0,0,3.45,2.41,0,0,2.97,0,0,0,0,0,0,2.15,0,0,0,2.9,3.75,0,0,2.17,0,0,0,0,2.17,2.82,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.1,0,0,2.02
2012-06-01,0,0,0,2.21,2.8,0,2.3,0,0,2.5,0,0,0,0,2.77,0,0,3.45,2.41,0,0,2.97,0,0,0,0,0,0,2.15,0,0,0,2.9,3.75,0,0,2.17,0,0,0,0,2.17,2.82,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.1,0,0,2.02
2012-07-01,2.05,2.07,0,2.02,3.06,0,2.2,0,0,2.48,0,0,0,0,2.77,0,0,3.49,2.4,0,0,2.54,0,0,0,0,0,0,0,0,1.94,0,2.62,3.55,0,0,2.11,0,0,0,2.41,1.95,2.73,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,2.35,0,0,0
2012-08-01,2.05,2.07,0,2.02,3.06,0,2.2,0,0,2.48,0,0,0,0,2.77,0,0,3.49,2.4,0,0,2.54,0,0,0,0,0,0,0,0,1.94,0,2.62,3.55,0,0,2.11,0,0,0,2.41,1.95,2.73,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,2.35,0,0,0
2012-09-01,2.05,2.07,0,2.02,3.06,0,2.2,0,0,2.48,0,0,0,0,2.77,0,0,3.49,2.4,0,0,2.54,0,0,0,0,0,0,0,0,1.94,0,2.62,3.55,0,0,2.11,0,0,0,2.41,1.95,2.73,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,2.35,0,0,0
2012-10-01,0,2.03,0,0,3.13,0,2.31,0,0,2.45,0,0,0,0,2.58,0,0,3.62,2.25,0,0,2.1,0,0,0,0,0,0,2.81,0,0,0,2.8,3.36,0,0,0,0,0,0,2.53,2.21,2.91,0,0,0,0,0,0,0,0,3.39,0,0,2.08,0,0,0,0,0,0,2.37,0,0,0
2012-11-01,0,2.03,0,0,3.13,0,2.31,0,0,2.45,0,0,0,0,2.58,0,0,3.62,2.25,0,0,2.1,0,0,0,0,0,0,2.81,0,0,0,2.8,3.36,0,0,0,0,0,0,2.53,2.21,2.91,0,0,0,0,0,0,0,0,3.39,0,0,2.08,0,0,0,0,0,0,2.37,0,0,0
2012-12-01,0,2.03,0,0,3.13,0,2.31,0,0,2.45,0,0,0,0,2.58,0,0,3.62,2.25,0,0,2.1,0,0,0,0,0,0,2.81,0,0,0,2.8,3.36,0,0,0,0,0,0,2.53,2.21,2.91,0,0,0,0,0,0,0,0,3.39,0,0,2.08,0,0,0,0,0,0,2.37,0,0,0
2013-01-01,0,2.12,0,2.01,3.01,0,2.33,0,0,2.21,0,0,0,1.96,2.49,0,0,3.41,2.22,0,0,2.24,0,0,0,0,0,0,3.75,0,0,0,2.7,3.75,0,0,2.01,0,0,0,2.69,2.25,2.81,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0
