"Date","AAPL","ABBV","ADNT","AES","AET","AFL","AGN","AIG","ALB","ALXN","AMGN","AMH","AMP","AMZN","ANET","APA","AXP","AZO","BAC","BB","BIIB","BLK","BMY","BP","BUD","C","CA","CAG","CFC","CL","CNX","COF","COP","CPN","CSCO","CTSH","CVS","CVX","DAL","DVN","EA","EBAY","EMC","EQH","ESRX","EXC","EXPE","F","FB","FITB","FMCC","GE","GILD","GNW","GOOGL","GS","GSK","HAL","HD","HPQ","IAC","IBM","ICE","INTC","JCI","JNJ","JPM","KMI","LOW","LYB","MCD","MDLZ","MDT","MER","MET","MRK","MRVL","MSFT","MYL","NEM","NLY","NXPI","NYX","ORCL","PAGP","PEP","PFE","PG","PHM","PM","PNC","PSX","PXD","QCOM","QRVO","RGLD","RIG","RLGY","RTX","S","SHLDQ","SRCL","STT","SYF","TDC","TEVA","TGT","TWX","TXN","UAL","UHS","UNH","WFC"
2014-08-01,2.59,0,0,0,0,0,0,2.58,0,0,3.61,0,0,2.36,0,2.75,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,2.5,0,0,2.39,2.77,0,0,2.3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,2.59,0,0,2.5,0,0,2.61,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,2.53,2.66
2014-09-01,2.59,0,0,0,0,0,0,2.58,0,0,3.61,0,0,2.36,0,2.75,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,2.5,0,0,2.39,2.77,0,0,2.3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,2.59,0,0,2.5,0,0,2.61,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,2.53,2.66
2014-10-01,0,0,0,0,0,0,0,2.56,0,0,2.92,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,2.23,0,0,2.51,3.05,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,2.91,0,0,2.39,0,4.08,0,0,0,2.52,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,2.45,0,2.96,2.81
2014-11-01,0,0,0,0,0,0,0,2.56,0,0,2.92,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,2.23,0,0,2.51,3.05,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,2.91,0,0,2.39,0,4.08,0,0,0,2.52,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,2.45,0,2.96,2.81
2014-12-01,0,0,0,0,0,0,0,2.56,0,0,2.92,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,2.23,0,0,2.51,3.05,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,2.91,0,0,2.39,0,4.08,0,0,0,2.52,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,2.45,0,2.96,2.81
2015-01-01,2.09,0,0,0,0,0,0,2.46,0,0,2.84,0,0,2.64,0,2.14,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,2.65,2.98,0,0,0,0,0,0,0,2.58,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,2.7,0,0,3.01,0,3.65,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,2.65,2.85
2015-02-01,2.09,0,0,0,0,0,0,2.46,0,0,2.84,0,0,2.64,0,2.14,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,2.65,2.98,0,0,0,0,0,0,0,2.58,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,2.7,0,0,3.01,0,3.65,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,2.65,2.85
2015-03-01,2.09,0,0,0,0,0,0,2.46,0,0,2.84,0,0,2.64,0,2.14,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,2.65,2.98,0,0,0,0,0,0,0,2.58,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,2.7,0,0,3.01,0,3.65,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,2.65,2.85
2015-04-01,2.15,0,0,2.53,0,0,0,2.83,0,0,2.64,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,2.4,3.04,0,0,0,0,0,0,0,2.72,0,2.38,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,2.37,0,0,2.62,0,0,3.04,0,4.05,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.01
2015-05-01,2.15,0,0,2.53,0,0,0,2.83,0,0,2.64,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,2.4,3.04,0,0,0,0,0,0,0,2.72,0,2.38,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,2.37,0,0,2.62,0,0,3.04,0,4.05,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.01
2015-06-01,2.15,0,0,2.53,0,0,0,2.83,0,0,2.64,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,2.4,3.04,0,0,0,0,0,0,0,2.72,0,2.38,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,2.37,0,0,2.62,0,0,3.04,0,4.05,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.01
2015-07-01,0,0,0,2.83,0,0,0,3.03,0,0,2.46,2.29,0,4.32,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,3.37,3.38,0,0,0,0,0,0,0,2.9,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,2.3,0,0,0,2.53,0,0,3.07,0,4.72,0,0,0,0,0,2.57,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,3.19
2015-08-01,0,0,0,2.83,0,0,0,3.03,0,0,2.46,2.29,0,4.32,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,3.37,3.38,0,0,0,0,0,0,0,2.9,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,2.3,0,0,0,2.53,0,0,3.07,0,4.72,0,0,0,0,0,2.57,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,3.19
2015-09-01,0,0,0,2.83,0,0,0,3.03,0,0,2.46,2.29,0,4.32,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,3.37,3.38,0,0,0,0,0,0,0,2.9,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,2.3,0,0,0,2.53,0,0,3.07,0,4.72,0,0,0,0,0,2.57,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,3.19
2015-10-01,0,0,0,2.69,0,0,0,3.12,0,0,2.72,2.23,0,3.54,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,3.64,3.07,0,0,0,0,0,0,0,2.91,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,2.48,0,0,0,0,3.1,0,4.65,0,0,0,2.65,0,2.76,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,3.19
2015-11-01,0,0,0,2.69,0,0,0,3.12,0,0,2.72,2.23,0,3.54,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,3.64,3.07,0,0,0,0,0,0,0,2.91,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,2.48,0,0,0,0,3.1,0,4.65,0,0,0,2.65,0,2.76,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,3.19
2015-12-01,0,0,0,2.69,0,0,0,3.12,0,0,2.72,2.23,0,3.54,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,3.64,3.07,0,0,0,0,0,0,0,2.91,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,2.48,0,0,0,0,3.1,0,4.65,0,0,0,2.65,0,2.76,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,3.19
2016-01-01,0,0,0,3.43,0,0,0,2.82,2.22,0,0,2.21,0,2.58,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,3.42,3.34,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.22,0,4.08,0,0,0,2.82,0,3.55,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,2.47,0,2.52,2.94
2016-02-01,0,0,0,3.43,0,0,0,2.82,2.22,0,0,2.21,0,2.58,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,3.42,3.34,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.22,0,4.08,0,0,0,2.82,0,3.55,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,2.47,0,2.52,2.94
2016-03-01,0,0,0,3.43,0,0,0,2.82,2.22,0,0,2.21,0,2.58,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,3.42,3.34,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.22,0,4.08,0,0,0,2.82,0,3.55,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,2.47,0,2.52,2.94
2016-04-01,0,0,0,3.64,0,0,0,0,0,0,0,2.85,0,3.21,0,0,0,0,0,0,2.39,0,0,0,0,3.23,0,0,0,0,0,0,0,3.31,3.35,0,0,0,0,2.44,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,3.62,0,3.67,0,0,0,2.81,0,3.49,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,2.54,2.97
2016-05-01,0,0,0,3.64,0,0,0,0,0,0,0,2.85,0,3.21,0,0,0,0,0,0,2.39,0,0,0,0,3.23,0,0,0,0,0,0,0,3.31,3.35,0,0,0,0,2.44,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,3.62,0,3.67,0,0,0,2.81,0,3.49,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,2.54,2.97
2016-06-01,0,0,0,3.64,0,0,0,0,0,0,0,2.85,0,3.21,0,0,0,0,0,0,2.39,0,0,0,0,3.23,0,0,0,0,0,0,0,3.31,3.35,0,0,0,0,2.44,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,3.62,0,3.67,0,0,0,2.81,0,3.49,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,2.54,2.97
2016-07-01,0,0,0,3.3,0,0,2.55,0,0,0,0,0,0,3.34,0,2.26,0,0,0,0,3.05,0,2.39,0,0,3.35,0,0,0,0,0,0,0,2.8,3.37,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,3.82,0,0,0,3.39,0,3.3,0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.29,0,0,0,0,0,3.22,0,0,0,0,0,2.21,0,0,3.33
2016-08-01,0,0,0,3.3,0,0,2.55,0,0,0,0,0,0,3.34,0,2.26,0,0,0,0,3.05,0,2.39,0,0,3.35,0,0,0,0,0,0,0,2.8,3.37,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,3.82,0,0,0,3.39,0,3.3,0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.29,0,0,0,0,0,3.22,0,0,0,0,0,2.21,0,0,3.33
2016-09-01,0,0,0,3.3,0,0,2.55,0,0,0,0,0,0,3.34,0,2.26,0,0,0,0,3.05,0,2.39,0,0,3.35,0,0,0,0,0,0,0,2.8,3.37,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,3.82,0,0,0,3.39,0,3.3,0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.29,0,0,0,0,0,3.22,0,0,0,0,0,2.21,0,0,3.33
2016-10-01,0,0,0,2.84,0,0,3.04,0,0,2.45,0,0,0,2.67,0,2.26,0,0,0,0,2.27,0,2.86,0,0,3.7,0,0,0,0,0,0,0,2.54,2.96,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,3.36,0,0,4.15,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,4.04,0,0,0,0,0,2.92,0,0,4.17
2016-11-01,0,0,0,2.84,0,0,3.04,0,0,2.45,0,0,0,2.67,0,2.26,0,0,0,0,2.27,0,2.86,0,0,3.7,0,0,0,0,0,0,0,2.54,2.96,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,3.36,0,0,4.15,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,4.04,0,0,0,0,0,2.92,0,0,4.17
2016-12-01,0,0,0,2.84,0,0,3.04,0,0,2.45,0,0,0,2.67,0,2.26,0,0,0,0,2.27,0,2.86,0,0,3.7,0,0,0,0,0,0,0,2.54,2.96,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,3.36,0,0,4.15,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,4.04,0,0,0,0,0,2.92,0,0,4.17
2017-01-01,0,0,0,2.04,0,0,3.3,0,0,2.32,0,0,2.48,3.01,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,2.69,0,0,3.64,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,2.11,0,3.35,0,0,0,0,0,2.7,0,2.09,3.79
2017-02-01,0,0,0,2.04,0,0,3.3,0,0,2.32,0,0,2.48,3.01,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,2.69,0,0,3.64,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,2.11,0,3.35,0,0,0,0,0,2.7,0,2.09,3.79
2017-03-01,0,0,0,2.04,0,0,3.3,0,0,2.32,0,0,2.48,3.01,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,2.69,0,0,3.64,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,2.11,0,3.35,0,0,0,0,0,2.7,0,2.09,3.79
2017-04-01,0,0,0,0,0,0,3.35,0,0,2.84,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.29,2.39,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,2.24,0,2.02,0,0,0,0,0,0,0,0,0,2.8,0,0,3.51,1.98,0,0,0,0,4.04,0,0,0,0,0,0,0,0,2.03,0,0,0,0,3.16,0,0,0,0,0,3.41,0,0,0,0,0,2.55,0,0,3.52
2017-05-01,0,0,0,0,0,0,3.35,0,0,2.84,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.29,2.39,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,2.24,0,2.02,0,0,0,0,0,0,0,0,0,2.8,0,0,3.51,1.98,0,0,0,0,4.04,0,0,0,0,0,0,0,0,2.03,0,0,0,0,3.16,0,0,0,0,0,3.41,0,0,0,0,0,2.55,0,0,3.52
2017-06-01,0,0,0,0,0,0,3.35,0,0,2.84,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,2.29,2.39,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,2.24,0,2.02,0,0,0,0,0,0,0,0,0,2.8,0,0,3.51,1.98,0,0,0,0,4.04,0,0,0,0,0,0,0,0,2.03,0,0,0,0,3.16,0,0,0,0,0,3.41,0,0,0,0,0,2.55,0,0,3.52
2017-07-01,0,0,2.15,0,0,0,3.06,0,0,2.63,0,0,0,0,0,0,0,2.28,0,0,2,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,3.81,0,0,0,0,0,3.92,0,0,0,0,1.98,0,0,0,2.08,1.99,0,0,0,3.23,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,3.53
2017-08-01,0,0,2.15,0,0,0,3.06,0,0,2.63,0,0,0,0,0,0,0,2.28,0,0,2,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,3.81,0,0,0,0,0,3.92,0,0,0,0,1.98,0,0,0,2.08,1.99,0,0,0,3.23,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,3.53
2017-09-01,0,0,2.15,0,0,0,3.06,0,0,2.63,0,0,0,0,0,0,0,2.28,0,0,2,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,3.81,0,0,0,0,0,3.92,0,0,0,0,1.98,0,0,0,2.08,1.99,0,0,0,3.23,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,3.53
2017-10-01,0,0,2,0,0,0,3.32,0,0,2.23,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,2.92,0,0,0,2.25,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,2.39,0,0,0,0,2.68,2.26,0,0,0,0,0,0,0,0,4.34,2.68,0,0,0,0,3.8,0,0,0,0,0,0,0,0,2.41,0,0,0,0,2.35,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,3.85
2017-11-01,0,0,2,0,0,0,3.32,0,0,2.23,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,2.92,0,0,0,2.25,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,2.39,0,0,0,0,2.68,2.26,0,0,0,0,0,0,0,0,4.34,2.68,0,0,0,0,3.8,0,0,0,0,0,0,0,0,2.41,0,0,0,0,2.35,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,3.85
2017-12-01,0,0,2,0,0,0,3.32,0,0,2.23,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,2.92,0,0,0,2.25,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,2.39,0,0,0,0,2.68,2.26,0,0,0,0,0,0,0,0,4.34,2.68,0,0,0,0,3.8,0,0,0,0,0,0,0,0,2.41,0,0,0,0,2.35,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,3.85
2018-01-01,0,0,0,0,0,0,4.18,2.95,0,3.02,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,2.9,0,0,0,2.23,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,2.08,2.45,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,4.12,2.79,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.46,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,3.31
2018-02-01,0,0,0,0,0,0,4.18,2.95,0,3.02,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,2.9,0,0,0,2.23,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,2.08,2.45,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,4.12,2.79,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.46,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,3.31
2018-03-01,0,0,0,0,0,0,4.18,2.95,0,3.02,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,2.9,0,0,0,2.23,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,2.08,2.45,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,4.12,2.79,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.46,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,3.31
2018-04-01,0,0,0,2.18,0,0,4.13,2.87,0,3.36,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,2.13,0,0,0,0,2.38,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,2.49,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,4.44,2.61,0,0,0,0,3.77,0,0,0,0,0,0,0,0,2.22,0,0,2.09,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,3.5
2018-05-01,0,0,0,2.18,0,0,4.13,2.87,0,3.36,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,2.13,0,0,0,0,2.38,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,2.49,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,4.44,2.61,0,0,0,0,3.77,0,0,0,0,0,0,0,0,2.22,0,0,2.09,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,3.5
2018-06-01,0,0,0,2.18,0,0,4.13,2.87,0,3.36,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,2.13,0,0,0,0,2.38,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,2.49,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,4.44,2.61,0,0,0,0,3.77,0,0,0,0,0,0,0,0,2.22,0,0,2.09,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,3.5
2018-07-01,0,0,0,2.24,0,0,4.24,2.84,0,3.71,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,2.02,2.33,0,0,0,0,3.39,0,0,0,0,0,0,0,2.05,0,4.7,2.6,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,1.99,0,3.27
2018-08-01,0,0,0,2.24,0,0,4.24,2.84,0,3.71,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,2.02,2.33,0,0,0,0,3.39,0,0,0,0,0,0,0,2.05,0,4.7,2.6,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,1.99,0,3.27
