"Date","ABT","AXP","BAX","CEN","CHRW","COR","DCI","DIS","ECL","EMR","FAST","FISV","FUL","GE","GGG","GIS","GOOG","HON","HRL","JNJ","MDT","MMM","MSFT","MTSC","NVDA","PFE","PFG","PNR","RHHBY","SLB","TCF","TECH","TGT","TTC","UNH","USB","V","VAL","WFC","ZBH"
2015-12-01,0,0,0,0,2.2,0,2.67,0,4.8,0,0,0,2.39,0,3.43,3.14,0,3.8,2.55,3.5,3.86,3.94,0,0,0,0,0,2.17,0,2.67,0,0,2.74,2.92,0,4.53,0,3.86,2.2,0
2016-01-01,0,0,0,0,2.47,0,2.84,0,4.47,2.18,0,0,2.66,0,3.81,3.29,0,3.78,2.45,3.52,3.38,3.99,0,0,0,0,0,2.27,0,2.7,0,0,2.76,3.08,0,4.33,0,3.43,0,0
2016-02-01,0,0,0,0,2.47,0,2.84,0,4.47,2.18,0,0,2.66,0,3.81,3.29,0,3.78,2.45,3.52,3.38,3.99,0,0,0,0,0,2.27,0,2.7,0,0,2.76,3.08,0,4.33,0,3.43,0,0
2016-03-01,0,0,0,0,2.47,0,2.84,0,4.47,2.18,0,0,2.66,0,3.81,3.29,0,3.78,2.45,3.52,3.38,3.99,0,0,0,0,0,2.27,0,2.7,0,0,2.76,3.08,0,4.33,0,3.43,0,0
2016-04-01,0,0,0,0,2.34,0,2.97,2.38,4.49,0,0,0,2.6,0,3.41,3.45,0,3.77,2.42,3.73,3.7,3.97,0,0,0,0,0,0,0,2.73,0,2.39,2.36,2.94,0,4.3,0,2.45,0,0
2016-05-01,0,0,0,0,2.34,0,2.97,2.38,4.49,0,0,0,2.6,0,3.41,3.45,0,3.77,2.42,3.73,3.7,3.97,0,0,0,0,0,0,0,2.73,0,2.39,2.36,2.94,0,4.3,0,2.45,0,0
2016-06-01,0,0,0,0,2.34,0,2.97,2.38,4.49,0,0,0,2.6,0,3.41,3.45,0,3.77,2.42,3.73,3.7,3.97,0,0,0,0,0,0,0,2.73,0,2.39,2.36,2.94,0,4.3,0,2.45,0,0
2016-07-01,0,0,0,0,0,0,3.16,2.51,4.51,0,0,0,2.69,0,3.47,2.92,0,3.7,2.45,3.53,3.59,3.9,0,0,0,0,0,2.49,2.29,2.66,0,2.27,2.27,2.97,0,4.47,0,0,0,0
2016-08-01,0,0,0,0,0,0,3.16,2.51,4.51,0,0,0,2.69,0,3.47,2.92,0,3.7,2.45,3.53,3.59,3.9,0,0,0,0,0,2.49,2.29,2.66,0,2.27,2.27,2.97,0,4.47,0,0,0,0
2016-09-01,0,0,0,0,0,0,3.16,2.51,4.51,0,0,0,2.69,0,3.47,2.92,0,3.7,2.45,3.53,3.59,3.9,0,0,0,0,0,2.49,2.29,2.66,0,2.27,2.27,2.97,0,4.47,0,0,0,0
2016-10-01,0,0,0,0,2.25,0,3.35,2.79,4.35,0,0,0,2.76,0,3.85,2.88,0,3.66,2.45,3.35,3.06,3.91,0,0,0,0,2.17,0,2.21,2.81,0,0,2.36,2.82,0,4.92,0,0,0,0
2016-11-01,0,0,0,0,2.25,0,3.35,2.79,4.35,0,0,0,2.76,0,3.85,2.88,0,3.66,2.45,3.35,3.06,3.91,0,0,0,0,2.17,0,2.21,2.81,0,0,2.36,2.82,0,4.92,0,0,0,0
2016-12-01,0,0,0,0,2.25,0,3.35,2.79,4.35,0,0,0,2.76,0,3.85,2.88,0,3.66,2.45,3.35,3.06,3.91,0,0,0,0,2.17,0,2.21,2.81,0,0,2.36,2.82,0,4.92,0,0,0,0
2017-01-01,2.67,0,0,0,2.21,0,3.44,3.13,4.8,0,0,0,2.85,0,4.21,2.68,0,3.81,2.98,3.62,3.73,4.04,0,0,0,0,2.13,2.32,2.42,2.52,0,0,0,2.82,0,4.69,0,0,0,0
2017-02-01,2.67,0,0,0,2.21,0,3.44,3.13,4.8,0,0,0,2.85,0,4.21,2.68,0,3.81,2.98,3.62,3.73,4.04,0,0,0,0,2.13,2.32,2.42,2.52,0,0,0,2.82,0,4.69,0,0,0,0
2017-03-01,2.67,0,0,0,2.21,0,3.44,3.13,4.8,0,0,0,2.85,0,4.21,2.68,0,3.81,2.98,3.62,3.73,4.04,0,0,0,0,2.13,2.32,2.42,2.52,0,0,0,2.82,0,4.69,0,0,0,0
2017-04-01,3.07,0,0,0,0,0,3.41,2.98,5.03,0,0,0,2.8,0,4.24,2.49,0,4.02,3.17,3.8,4.07,4.24,0,0,0,0,2.14,2.43,2.46,0,0,2.34,0,2.8,0,4.68,0,0,0,2.11
2017-05-01,3.07,0,0,0,0,0,3.41,2.98,5.03,0,0,0,2.8,0,4.24,2.49,0,4.02,3.17,3.8,4.07,4.24,0,0,0,0,2.14,2.43,2.46,0,0,2.34,0,2.8,0,4.68,0,0,0,2.11
2017-06-01,3.07,0,0,0,0,0,3.41,2.98,5.03,0,0,0,2.8,0,4.24,2.49,0,4.02,3.17,3.8,4.07,4.24,0,0,0,0,2.14,2.43,2.46,0,0,2.34,0,2.8,0,4.68,0,0,0,2.11
2017-07-01,3.52,0,0,0,0,0,0,2.88,5.08,0,0,0,2.92,0,4.19,2.42,2.8,4.46,3.12,3.83,3.76,4.02,0,0,0,0,2.24,2.57,2.59,2.32,0,2.5,0,2.32,0,5.04,0,0,0,0
2017-08-01,3.52,0,0,0,0,0,0,2.88,5.08,0,0,0,2.92,0,4.19,2.42,2.8,4.46,3.12,3.83,3.76,4.02,0,0,0,0,2.24,2.57,2.59,2.32,0,2.5,0,2.32,0,5.04,0,0,0,0
2017-09-01,3.52,0,0,0,0,0,0,2.88,5.08,0,0,0,2.92,0,4.19,2.42,2.8,4.46,3.12,3.83,3.76,4.02,0,0,0,0,2.24,2.57,2.59,2.32,0,2.5,0,2.32,0,5.04,0,0,0,0
2017-10-01,3.5,0,0,0,0,0,3.54,2.93,4.94,0,2.28,0,2.36,0,3.83,2.54,2.84,4.43,3.35,3.84,3.74,3.75,0,0,0,0,2.29,2.42,2.38,0,0,2.49,0,0,0,4.69,0,0,0,0
2017-11-01,3.5,0,0,0,0,0,3.54,2.93,4.94,0,2.28,0,2.36,0,3.83,2.54,2.84,4.43,3.35,3.84,3.74,3.75,0,0,0,0,2.29,2.42,2.38,0,0,2.49,0,0,0,4.69,0,0,0,0
2017-12-01,3.5,0,0,0,0,0,3.54,2.93,4.94,0,2.28,0,2.36,0,3.83,2.54,2.84,4.43,3.35,3.84,3.74,3.75,0,0,0,0,2.29,2.42,2.38,0,0,2.49,0,0,0,4.69,0,0,0,0
2018-01-01,3.59,0,0,0,2.46,0,3.5,2.96,5.23,0,2.45,2.31,0,0,3.41,0,3.39,3.99,3.42,3.81,4.01,3.63,0,0,0,0,0,2.31,2.34,0,0,2.97,0,2.32,0,4.78,0,0,0,0
2018-02-01,3.59,0,0,0,2.46,0,3.5,2.96,5.23,0,2.45,2.31,0,0,3.41,0,3.39,3.99,3.42,3.81,4.01,3.63,0,0,0,0,0,2.31,2.34,0,0,2.97,0,2.32,0,4.78,0,0,0,0
2018-03-01,3.59,0,0,0,2.46,0,3.5,2.96,5.23,0,2.45,2.31,0,0,3.41,0,3.39,3.99,3.42,3.81,4.01,3.63,0,0,0,0,0,2.31,2.34,0,0,2.97,0,2.32,0,4.78,0,0,0,0
2018-04-01,3.27,0,0,0,2.1,0,3.5,3.13,4.7,0,2.16,2.43,2.1,0,3.02,0,4.28,3.73,3.75,3.65,4.07,3.57,0,0,0,0,0,0,2.28,2.08,0,2.75,0,2.27,0,4.79,0,0,0,0
2018-05-01,3.27,0,0,0,2.1,0,3.5,3.13,4.7,0,2.16,2.43,2.1,0,3.02,0,4.28,3.73,3.75,3.65,4.07,3.57,0,0,0,0,0,0,2.28,2.08,0,2.75,0,2.27,0,4.79,0,0,0,0
2018-06-01,3.27,0,0,0,2.1,0,3.5,3.13,4.7,0,2.16,2.43,2.1,0,3.02,0,4.28,3.73,3.75,3.65,4.07,3.57,0,0,0,0,0,0,2.28,2.08,0,2.75,0,2.27,0,4.79,0,0,0,0
2018-07-01,3.2,0,0,0,2.28,0,3.87,3.13,4.95,0,2.44,2.54,0,0,2.88,0,4.53,3.32,3.75,3.69,4.08,4.07,2.16,0,0,0,0,0,2.35,0,0,3.06,0,2.23,0,4.77,0,0,0,2.03
2018-08-01,3.2,0,0,0,2.28,0,3.87,3.13,4.95,0,2.44,2.54,0,0,2.88,0,4.53,3.32,3.75,3.69,4.08,4.07,2.16,0,0,0,0,0,2.35,0,0,3.06,0,2.23,0,4.77,0,0,0,2.03
2018-09-01,3.2,0,0,0,2.28,0,3.87,3.13,4.95,0,2.44,2.54,0,0,2.88,0,4.53,3.32,3.75,3.69,4.08,4.07,2.16,0,0,0,0,0,2.35,0,0,3.06,0,2.23,0,4.77,0,0,0,2.03
2018-10-01,3.21,0,0,0,2.28,0,3.26,3.43,4.84,0,2.57,2.6,0,0,3.04,0,4.75,3.03,3.91,3.92,4.13,4.54,2.62,0,0,0,0,0,2.79,0,0,2.61,0,2.59,0,4.82,0,0,0,0
2018-11-01,3.21,0,0,0,2.28,0,3.26,3.43,4.84,0,2.57,2.6,0,0,3.04,0,4.75,3.03,3.91,3.92,4.13,4.54,2.62,0,0,0,0,0,2.79,0,0,2.61,0,2.59,0,4.82,0,0,0,0
2018-12-01,3.21,0,0,0,2.28,0,3.26,3.43,4.84,0,2.57,2.6,0,0,3.04,0,4.75,3.03,3.91,3.92,4.13,4.54,2.62,0,0,0,0,0,2.79,0,0,2.61,0,2.59,0,4.82,0,0,0,0
2019-01-01,3.09,0,0,0,2.29,0,3.4,3.2,4.6,0,2.66,2.82,0,0,3.1,0,5.02,3.04,3.56,3.84,3.74,4.47,2.94,0,0,0,0,0,2.79,0,0,3.14,0,2.88,0,4.51,0,0,0,2.05
2019-02-01,3.09,0,0,0,2.29,0,3.4,3.2,4.6,0,2.66,2.82,0,0,3.1,0,5.02,3.04,3.56,3.84,3.74,4.47,2.94,0,0,0,0,0,2.79,0,0,3.14,0,2.88,0,4.51,0,0,0,2.05
2019-03-01,3.09,0,0,0,2.29,0,3.4,3.2,4.6,0,2.66,2.82,0,0,3.1,0,5.02,3.04,3.56,3.84,3.74,4.47,2.94,0,0,0,0,0,2.79,0,0,3.14,0,2.88,0,4.51,0,0,0,2.05
2019-04-01,2.39,0,0,0,0,0,3.38,3.51,4.43,0,2.42,2.89,0,0,3.06,0,4.89,2.29,3.17,3.79,4.08,4.12,3.42,0,0,0,2.3,0,2.96,0,0,2.97,0,2.72,2.74,4.87,0,0,0,0
2019-05-01,2.39,0,0,0,0,0,3.38,3.51,4.43,0,2.42,2.89,0,0,3.06,0,4.89,2.29,3.17,3.79,4.08,4.12,3.42,0,0,0,2.3,0,2.96,0,0,2.97,0,2.72,2.74,4.87,0,0,0,0
2019-06-01,2.39,0,0,0,0,0,3.38,3.51,4.43,0,2.42,2.89,0,0,3.06,0,4.89,2.29,3.17,3.79,4.08,4.12,3.42,0,0,0,2.3,0,2.96,0,0,2.97,0,2.72,2.74,4.87,0,0,0,0
2019-07-01,0,0,0,0,2.45,0,3.17,3.26,4.3,0,2.44,3.01,0,0,2.82,0,5.53,2.23,3.28,3.48,4.35,4,3.62,0,0,0,2.25,0,3.12,0,0,2.71,0,2.94,2.65,5.08,0,0,0,0
2019-08-01,0,0,0,0,2.45,0,3.17,3.26,4.3,0,2.44,3.01,0,0,2.82,0,5.53,2.23,3.28,3.48,4.35,4,3.62,0,0,0,2.25,0,3.12,0,0,2.71,0,2.94,2.65,5.08,0,0,0,0
2019-09-01,0,0,0,0,2.45,0,3.17,3.26,4.3,0,2.44,3.01,0,0,2.82,0,5.53,2.23,3.28,3.48,4.35,4,3.62,0,0,0,2.25,0,3.12,0,0,2.71,0,2.94,2.65,5.08,0,0,0,0
2019-10-01,0,2.09,0,0,2.22,0,2.97,3.4,3.94,0,2.59,2.53,0,0,2.99,0,5.7,0,3.1,3.72,4.27,4.04,3.86,0,0,0,2.3,0,3.28,0,0,2.74,0,2.69,3.37,5.07,0,0,0,0
2019-11-01,0,2.09,0,0,2.22,0,2.97,3.4,3.94,0,2.59,2.53,0,0,2.99,0,5.7,0,3.1,3.72,4.27,4.04,3.86,0,0,0,2.3,0,3.28,0,0,2.74,0,2.69,3.37,5.07,0,0,0,0
2019-12-01,0,2.09,0,0,2.22,0,2.97,3.4,3.94,0,2.59,2.53,0,0,2.99,0,5.7,0,3.1,3.72,4.27,4.04,3.86,0,0,0,2.3,0,3.28,0,0,2.74,0,2.69,3.37,5.07,0,0,0,0
2020-01-01,0,0,0,0,0,2.81,2.5,2.9,4.07,0,2.41,2.58,0,0,3.19,0,6.02,0,2.94,3.29,4.12,3.43,5.49,0,2.72,0,0,0,3.7,0,0,3.12,0,2.74,3.59,4.16,2.29,0,0,0
2020-02-01,0,0,0,0,0,2.81,2.5,2.9,4.07,0,2.41,2.58,0,0,3.19,0,6.02,0,2.94,3.29,4.12,3.43,5.49,0,2.72,0,0,0,3.7,0,0,3.12,0,2.74,3.59,4.16,2.29,0,0,0
2020-03-01,0,0,0,0,0,2.81,2.5,2.9,4.07,0,2.41,2.58,0,0,3.19,0,6.02,0,2.94,3.29,4.12,3.43,5.49,0,2.72,0,0,0,3.7,0,0,3.12,0,2.74,3.59,4.16,2.29,0,0,0
