"Date","ABC","ABT","AET","AIG","ALA","ALL","AMGN","ANTM","AXS","BA","BAC","BAX","BDX","BEN","BHI","BKR","BMY","BP","C","CA","CAH","CB","CI","CMA","COF","CSC","CTSH","DELL","DLPH","DOV","EIX","EQH","ESRX","ETR","F","FMCC","FNF","FNMA","FO","GE","GL","GM","GOOGL","GS","HAL","HD","HLT","HPE","HPQ","INTC","IPG","IVZ","JCP","JNJ","JPM","KMB","LH","MAS","MAT","MCK","MET","MGA","MHK","MRK","MS","MSFT","MUR","MYL","NOC","NOV","NWL","NWSA","OMC","ORCL","PFE","PH","PNC","PPG","PVH","RDS","RF","SHW","SRE","STT","STX","SWK","TAP","TEL","TJX","TRW","UBS","VOYA","WAB","WB","WEC","WFC","WHR","WLTW","WMT","XL","XOM","ZBH"
2011-08-01,0,3.87,0,0,0,3.67,0,0,2.3,0,0,0,0,0,0,0,0,3.78,2.6,2.94,0,0,0,0,0,3.02,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,2.31,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,2.95,0,0,0,0,3.17,0,3.92,0,0,0,0,0,0,2.9,0,0,0,2.71,0,0,0,0,0,0,0,0,0,3.85,0
2011-09-01,0,3.87,0,0,0,3.67,0,0,2.3,0,0,0,0,0,0,0,0,3.78,2.6,2.94,0,0,0,0,0,3.02,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,2.31,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,2.95,0,0,0,0,3.17,0,3.92,0,0,0,0,0,0,2.9,0,0,0,2.71,0,0,0,0,0,0,0,0,0,3.85,0
2011-10-01,0,3.44,0,0,0,4.18,0,0,2.6,0,0,0,0,2.39,0,0,0,3.82,0,2.94,0,0,0,0,0,2.41,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,2.61,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,3.15,0,0,0,0,2.53,0,4.64,0,0,0,0,0,0,3.36,0,0,0,2.44,0,0,0,0,0,0,0,0,0,3.63,0
2011-11-01,0,3.44,0,0,0,4.18,0,0,2.6,0,0,0,0,2.39,0,0,0,3.82,0,2.94,0,0,0,0,0,2.41,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,2.61,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,3.15,0,0,0,0,2.53,0,4.64,0,0,0,0,0,0,3.36,0,0,0,2.44,0,0,0,0,0,0,0,0,0,3.63,0
2011-12-01,0,3.44,0,0,0,4.18,0,0,2.6,0,0,0,0,2.39,0,0,0,3.82,0,2.94,0,0,0,0,0,2.41,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,2.61,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,3.15,0,0,0,0,2.53,0,4.64,0,0,0,0,0,0,3.36,0,0,0,2.44,0,0,0,0,0,0,0,0,0,3.63,0
2012-01-01,0,3.13,0,0,0,4.31,0,0,3.06,0,0,0,0,0,0,0,0,3.56,2.92,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,3.07,0,0,0,0,2.63,0,4.33,0,0,0,2.72,0,0,3.04,3.53,0,0,2.62,0,0,0,0,0,0,0,0,0,3.26,0
2012-02-01,0,3.13,0,0,0,4.31,0,0,3.06,0,0,0,0,0,0,0,0,3.56,2.92,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,3.07,0,0,0,0,2.63,0,4.33,0,0,0,2.72,0,0,3.04,3.53,0,0,2.62,0,0,0,0,0,0,0,0,0,3.26,0
2012-03-01,0,3.13,0,0,0,4.31,0,0,3.06,0,0,0,0,0,0,0,0,3.56,2.92,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,3.07,0,0,0,0,2.63,0,4.33,0,0,0,2.72,0,0,3.04,3.53,0,0,2.62,0,0,0,0,0,0,0,0,0,3.26,0
2012-04-01,0,0,0,2.87,0,4.04,0,0,3.06,0,0,0,0,0,0,0,0,4.35,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,2.57,0,0,2.47,0,0,2.58,0,0,0,0,0,0,0,3.06,0,0,0,2.51,4.28,0,0,0,0,0,4.68,0,0,0,2.69,0,0,0,3.32,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,0,0,0,2.87,0,4.04,0,0,3.06,0,0,0,0,0,0,0,0,4.35,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,2.57,0,0,2.47,0,0,2.58,0,0,0,0,0,0,0,3.06,0,0,0,2.51,4.28,0,0,0,0,0,4.68,0,0,0,2.69,0,0,0,3.32,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,0,0,0,2.87,0,4.04,0,0,3.06,0,0,0,0,0,0,0,0,4.35,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,2.57,0,0,2.47,0,0,2.58,0,0,0,0,0,0,0,3.06,0,0,0,2.51,4.28,0,0,0,0,0,4.68,0,0,0,2.69,0,0,0,3.32,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,2.9,0,4.12,0,0,3.04,0,0,0,0,0,2.5,0,0,4.16,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,2.53,0,0,2.9,0,0,0,0,0,2.58,0,0,0,0,0,0,0,3.1,0,0,0,2.52,3.49,0,0,0,0,0,4.65,0,0,0,2.55,0,0,0,3.42,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,0,0,0,2.9,0,4.12,0,0,3.04,0,0,0,0,0,2.5,0,0,4.16,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,2.53,0,0,2.9,0,0,0,0,0,2.58,0,0,0,0,0,0,0,3.1,0,0,0,2.52,3.49,0,0,0,0,0,4.65,0,0,0,2.55,0,0,0,3.42,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,0,0,0,2.9,0,4.12,0,0,3.04,0,0,0,0,0,2.5,0,0,4.16,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,2.53,0,0,2.9,0,0,0,0,0,2.58,0,0,0,0,0,0,0,3.1,0,0,0,2.52,3.49,0,0,0,0,0,4.65,0,0,0,2.55,0,0,0,3.42,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,0,0,0,2.98,0,2.94,0,0,3.31,0,0,0,3.02,0,0,0,0,4.52,2.92,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,2.75,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,4.95,0,0,0,0,0,2.69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,0,0,0,0,0,4.09,0,0,0,2.7,0,0,0,3.56,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,0,0,0,2.98,0,2.94,0,0,3.31,0,0,0,3.02,0,0,0,0,4.52,2.92,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,2.75,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,4.95,0,0,0,0,0,2.69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,0,0,0,0,0,4.09,0,0,0,2.7,0,0,0,3.56,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,0,0,0,2.98,0,2.94,0,0,3.31,0,0,0,3.02,0,0,0,0,4.52,2.92,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,2.75,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,4.95,0,0,0,0,0,2.69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,0,0,0,0,0,4.09,0,0,0,2.7,0,0,0,3.56,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,0,2.93,0,2.56,0,0,3.58,0,0,0,3.2,0,2.9,0,0,4.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,2.57,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,2.63,0,0,0,3.56,2.74,0,0,2.56,0,0,3.92,0,0,0,2.54,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,0,0,0,2.93,0,2.56,0,0,3.58,0,0,0,3.2,0,2.9,0,0,4.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,2.57,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,2.63,0,0,0,3.56,2.74,0,0,2.56,0,0,3.92,0,0,0,2.54,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,0,0,0,2.93,0,2.56,0,0,3.58,0,0,0,3.2,0,2.9,0,0,4.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,2.57,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,2.63,0,0,0,3.56,2.74,0,0,2.56,0,0,3.92,0,0,0,2.54,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,0,0,3.18,0,0,0,0,3.72,0,0,0,0,0,2.94,0,0,4.18,2.52,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,5.61,0,0,0,0,0,0,0,2.61,0,0,0,3.48,0,0,0,0,2.82,0,0,2.6,0,0,0,3.59,2.94,0,0,2.66,0,0,3.68,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,0,0,0,3.18,0,0,0,0,3.72,0,0,0,0,0,2.94,0,0,4.18,2.52,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,5.61,0,0,0,0,0,0,0,2.61,0,0,0,3.48,0,0,0,0,2.82,0,0,2.6,0,0,0,3.59,2.94,0,0,2.66,0,0,3.68,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,0,0,0,3.18,0,0,0,0,3.72,0,0,0,0,0,2.94,0,0,4.18,2.52,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,5.61,0,0,0,0,0,0,0,2.61,0,0,0,3.48,0,0,0,0,2.82,0,0,2.6,0,0,0,3.59,2.94,0,0,2.66,0,0,3.68,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,0,0,0,3.3,0,0,0,0,3.35,0,0,0,0,0,3.82,0,0,4.76,2.52,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.07,0,0,0,0,0,2.56,0,2.46,0,0,0,3.11,0,0,0,0,3.24,0,0,0,0,0,0,3.44,3.76,0,0,2.51,0,0,4.56,0,0,0,0,0,0,0,2.8,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,0,0,0,3.3,0,0,0,0,3.35,0,0,0,0,0,3.82,0,0,4.76,2.52,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.07,0,0,0,0,0,2.56,0,2.46,0,0,0,3.11,0,0,0,0,3.24,0,0,0,0,0,0,3.44,3.76,0,0,2.51,0,0,4.56,0,0,0,0,0,0,0,2.8,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,0,0,0,3.3,0,0,0,0,3.35,0,0,0,0,0,3.82,0,0,4.76,2.52,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.07,0,0,0,0,0,2.56,0,2.46,0,0,0,3.11,0,0,0,0,3.24,0,0,0,0,0,0,3.44,3.76,0,0,2.51,0,0,4.56,0,0,0,0,0,0,0,2.8,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,0,0,3.11,0,0,0,0,3.17,0,2.53,0,0,0,3.22,0,0,4.75,2.47,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,2.66,0,0,0,0,4.68,0,0,0,0,0,2.56,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,3.1,3.16,3.87,0,0,2.54,0,0,4.53,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,2.68,0
2013-11-01,0,0,0,3.11,0,0,0,0,3.17,0,2.53,0,0,0,3.22,0,0,4.75,2.47,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,2.66,0,0,0,0,4.68,0,0,0,0,0,2.56,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,3.1,3.16,3.87,0,0,2.54,0,0,4.53,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,2.68,0
2013-12-01,0,0,0,3.11,0,0,0,0,3.17,0,2.53,0,0,0,3.22,0,0,4.75,2.47,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,2.66,0,0,0,0,4.68,0,0,0,0,0,2.56,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,3.1,3.16,3.87,0,0,2.54,0,0,4.53,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,2.68,0
2014-01-01,0,0,0,2.89,0,0,0,0,2.9,0,2.65,0,0,0,4.26,0,0,4.56,3.05,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,2.5,0,0,0,0,2.52,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.08,2.93,3.2,0,0,2.7,0,0,4.46,0,0,0,2.61,0,0,0,0,0,2.54,2.72,0,0,0,0,0,0,0,0,0,2.46,0
2014-02-01,0,0,0,2.89,0,0,0,0,2.9,0,2.65,0,0,0,4.26,0,0,4.56,3.05,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,2.5,0,0,0,0,2.52,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.08,2.93,3.2,0,0,2.7,0,0,4.46,0,0,0,2.61,0,0,0,0,0,2.54,2.72,0,0,0,0,0,0,0,0,0,2.46,0
2014-03-01,0,0,0,2.89,0,0,0,0,2.9,0,2.65,0,0,0,4.26,0,0,4.56,3.05,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,2.5,0,0,0,0,2.52,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,3.08,2.93,3.2,0,0,2.7,0,0,4.46,0,0,0,2.61,0,0,0,0,0,2.54,2.72,0,0,0,0,0,0,0,0,0,2.46,0
2014-04-01,0,0,0,3.35,0,0,0,0,3.04,0,3.1,0,0,0,2.76,0,0,5,3.02,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,5.33,3.64,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.21,2.87,3.17,0,0,2.77,0,0,5.08,0,0,0,3.15,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.21,0
2014-05-01,0,0,0,3.35,0,0,0,0,3.04,0,3.1,0,0,0,2.76,0,0,5,3.02,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,5.33,3.64,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.21,2.87,3.17,0,0,2.77,0,0,5.08,0,0,0,3.15,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.21,0
2014-06-01,0,0,0,3.35,0,0,0,0,3.04,0,3.1,0,0,0,2.76,0,0,5,3.02,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,5.33,3.64,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.21,2.87,3.17,0,0,2.77,0,0,5.08,0,0,0,3.15,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.21,0
2014-07-01,0,0,0,3.27,0,0,0,0,3.2,0,3.4,0,0,0,0,0,0,4.46,3.28,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,4.03,3.19,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,2.9,2.74,2.96,0,0,2.63,0,0,4.64,0,0,0,3.41,0,0,0,0,0,2.55,0,2.69,0,0,0,0,0,0,0,0,2.96,0
2014-08-01,0,0,0,3.27,0,0,0,0,3.2,0,3.4,0,0,0,0,0,0,4.46,3.28,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,4.03,3.19,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,2.9,2.74,2.96,0,0,2.63,0,0,4.64,0,0,0,3.41,0,0,0,0,0,2.55,0,2.69,0,0,0,0,0,0,0,0,2.96,0
2014-09-01,0,0,0,3.27,0,0,0,0,3.2,0,3.4,0,0,0,0,0,0,4.46,3.28,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,4.03,3.19,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,2.9,2.74,2.96,0,0,2.63,0,0,4.64,0,0,0,3.41,0,0,0,0,0,2.55,0,2.69,0,0,0,0,0,0,0,0,2.96,0
2014-10-01,0,0,0,3.27,0,0,0,0,3.26,0,3.47,0,0,0,0,0,0,4.16,3.29,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.29,3.11,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.98,2.7,3.3,0,2.79,2.66,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.14,0
2014-11-01,0,0,0,3.27,0,0,0,0,3.26,0,3.47,0,0,0,0,0,0,4.16,3.29,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.29,3.11,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.98,2.7,3.3,0,2.79,2.66,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.14,0
2014-12-01,0,0,0,3.27,0,0,0,0,3.26,0,3.47,0,0,0,0,0,0,4.16,3.29,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,4.29,3.11,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.98,2.7,3.3,0,2.79,2.66,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.14,0
2015-01-01,0,0,0,3.39,0,0,0,0,3.37,0,3.16,0,0,0,2.65,0,0,4.52,3.32,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,3.34,2.6,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,2.63,3.23,0,2.62,2.78,0,0,4.14,0,0,0,0,0,0,0,0,0,0,2.9,2.78,0,0,0,0,0,0,0,0,3.05,0
2015-02-01,0,0,0,3.39,0,0,0,0,3.37,0,3.16,0,0,0,2.65,0,0,4.52,3.32,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,3.34,2.6,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,2.63,3.23,0,2.62,2.78,0,0,4.14,0,0,0,0,0,0,0,0,0,0,2.9,2.78,0,0,0,0,0,0,0,0,3.05,0
2015-03-01,0,0,0,3.39,0,0,0,0,3.37,0,3.16,0,0,0,2.65,0,0,4.52,3.32,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,3.34,2.6,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,2.63,3.23,0,2.62,2.78,0,0,4.14,0,0,0,0,0,0,0,0,0,0,2.9,2.78,0,0,0,0,0,0,0,0,3.05,0
2015-04-01,0,0,0,3.21,0,0,0,0,3,0,3.68,2.72,0,2.7,0,0,0,4.47,3.65,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,2.65,0,0,0,0,0,2.73,0,0,0,0,2.69,0,0,0,0,0,3.33,2.66,3.22,0,0,0,0,0,3.95,0,0,0,0,0,2.63,0,0,0,0,0,2.62,0,0,0,0,0,0,2.63,0,3.24,0
2015-05-01,0,0,0,3.21,0,0,0,0,3,0,3.68,2.72,0,2.7,0,0,0,4.47,3.65,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,2.65,0,0,0,0,0,2.73,0,0,0,0,2.69,0,0,0,0,0,3.33,2.66,3.22,0,0,0,0,0,3.95,0,0,0,0,0,2.63,0,0,0,0,0,2.62,0,0,0,0,0,0,2.63,0,3.24,0
2015-06-01,0,0,0,3.21,0,0,0,0,3,0,3.68,2.72,0,2.7,0,0,0,4.47,3.65,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,2.65,0,0,0,0,0,2.73,0,0,0,0,2.69,0,0,0,0,0,3.33,2.66,3.22,0,0,0,0,0,3.95,0,0,0,0,0,2.63,0,0,0,0,0,2.62,0,0,0,0,0,0,2.63,0,3.24,0
2015-07-01,0,0,0,3.35,0,0,0,0,3.24,0,3.92,0,0,2.65,0,0,0,3.43,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,2.72,0,0,0,0,2.72,0,0,0,0,0,2.68,0,0,0,0,3.02,0,0,0,0,0,3.06,2.83,3.11,0,0,0,0,0,4.45,2.64,0,0,2.62,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,4.27,0
2015-08-01,0,0,0,3.35,0,0,0,0,3.24,0,3.92,0,0,2.65,0,0,0,3.43,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,2.72,0,0,0,0,2.72,0,0,0,0,0,2.68,0,0,0,0,3.02,0,0,0,0,0,3.06,2.83,3.11,0,0,0,0,0,4.45,2.64,0,0,2.62,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,4.27,0
2015-09-01,0,0,0,3.35,0,0,0,0,3.24,0,3.92,0,0,2.65,0,0,0,3.43,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,2.72,0,0,0,0,2.72,0,0,0,0,0,2.68,0,0,0,0,3.02,0,0,0,0,0,3.06,2.83,3.11,0,0,0,0,0,4.45,2.64,0,0,2.62,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,4.27,0
2015-10-01,0,0,0,3.54,0,0,0,0,2.98,0,3.93,0,0,0,0,0,0,3.4,3.81,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,3.02,0,0,0,0,2.85,0,0,0,0,0,2.66,0,0,0,0,3.01,0,0,0,0,0,3.16,2.73,3.04,0,0,0,0,0,4.45,2.72,0,0,0,0,2.62,0,0,0,0,2.57,0,0,0,0,0,0,0,2.87,0,4.34,0
2015-11-01,0,0,0,3.54,0,0,0,0,2.98,0,3.93,0,0,0,0,0,0,3.4,3.81,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,3.02,0,0,0,0,2.85,0,0,0,0,0,2.66,0,0,0,0,3.01,0,0,0,0,0,3.16,2.73,3.04,0,0,0,0,0,4.45,2.72,0,0,0,0,2.62,0,0,0,0,2.57,0,0,0,0,0,0,0,2.87,0,4.34,0
2015-12-01,0,0,0,3.54,0,0,0,0,2.98,0,3.93,0,0,0,0,0,0,3.4,3.81,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,3.02,0,0,0,0,2.85,0,0,0,0,0,2.66,0,0,0,0,3.01,0,0,0,0,0,3.16,2.73,3.04,0,0,0,0,0,4.45,2.72,0,0,0,0,2.62,0,0,0,0,2.57,0,0,0,0,0,0,0,2.87,0,4.34,0
2016-01-01,0,0,0,0,0,0,0,0,0,0,3.46,0,0,3.34,0,0,0,2.79,3.43,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,2.62,0,2.56,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.88,0,2.52,0,0,0,0,3.11,2.57,3.52,0,3.54,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,2.79,0,2.8,0
