"Date","AABA","AAPL","ACM","ADNT","ADP","AER","AET","AGN","AGNC","AGR","AHL","AMAT","AMP","ANTM","ATUS","AYE","BBY","BDX","BHF","BK","BOL","BP","BSC","BSX","CAH","CBI","CBS","CC","CCR","CEIX","CF","CFG","CI","CIT","CNDT","CNX","COMM","CONN","COV","CPN","CPRI","CSC","CVEO","CVH","CVS","DAN","DBI","DDS","DELL","DFS","DLPH","DOW","DOX","DST","EIG","EMC","FOXA","FWONA","GM","GNW","GRBK","GTS","HAR","HCA","HES","HGV","HII","HLX","HPE","HUM","IAC","ICO","KAR","KBR","KEYS","KGC","LBTYA","LBTYK","LM","LRCX","LTM","LYB","M","MDC","MERC","MIM","MON","MRVL","MSFT","MU","MYL","NBSE","NCR","NEW","NOV","NVR","OI","OIS","ON","PCX","PFE","PLCE","PRGO","PTEN","RAD","RAH","RE","RSYS","S","SAI","SATS","SCT","SDRL","SGMS","SHW","SPR","STX","TDC","TGP","TGT","TPX","TRH","TRV","TSCO","TSG","TTWO","TWTR","TWX","TX","UHAL","UNH","VAL","VMED","VOYA","VR","WBA","WFR","WPX","WU","XRX","YELP"
2013-08-01,0,19.66,0,0,0,0,6.11,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,3.35,0,0,2.15,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,1.7,1.21,0,0,0,0,0,0,0,0,0,8.76,0,6.92,0,0,4.97,0,0,0,0,4.89,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,1.55,0,0,0
2013-09-01,0,19.66,0,0,0,0,6.11,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,3.35,0,0,2.15,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,1.7,1.21,0,0,0,0,0,0,0,0,0,8.76,0,6.92,0,0,4.97,0,0,0,0,4.89,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,1.55,0,0,0
2013-10-01,0,18.93,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,2.03,0,1.34,1.49,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,8.96,0,14.6,0,0,1.75,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2013-11-01,0,18.93,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,2.03,0,1.34,1.49,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,8.96,0,14.6,0,0,1.75,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2013-12-01,0,18.93,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,2.03,0,1.34,1.49,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,8.96,0,14.6,0,0,1.75,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2014-01-01,0,16.81,0,0,0,0,3.79,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,0,0,0,2.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,1.68,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,9.76,0,16.36,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0
2014-02-01,0,16.81,0,0,0,0,3.79,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,0,0,0,2.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,1.68,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,9.76,0,16.36,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0
2014-03-01,0,16.81,0,0,0,0,3.79,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,0,0,0,2.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,1.68,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,9.76,0,16.36,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0
2014-04-01,0,12.64,0,0,0,0,3.76,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,2.49,0,0,0,2.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,1.89,0,2.57,0,0,0,0,0,0,0,8.16,0,19.13,0,0,0,0,2.08,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2014-05-01,0,12.64,0,0,0,0,3.76,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,2.49,0,0,0,2.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,1.89,0,2.57,0,0,0,0,0,0,0,8.16,0,19.13,0,0,0,0,2.08,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2014-06-01,0,12.64,0,0,0,0,3.76,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,2.49,0,0,0,2.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,1.89,0,2.57,0,0,0,0,0,0,0,8.16,0,19.13,0,0,0,0,2.08,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
2014-07-01,0,13.61,0,0,0,0,3.59,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.77,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,1.88,0,2.9,0,0,0,0,0,0,0,5.24,0,15.38,0,0,0,0,2.49,0,0,2.46,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0
2014-08-01,0,13.61,0,0,0,0,3.59,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.77,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,1.88,0,2.9,0,0,0,0,0,0,0,5.24,0,15.38,0,0,0,0,2.49,0,0,2.46,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0
2014-09-01,0,13.61,0,0,0,0,3.59,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.77,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,1.88,0,2.9,0,0,0,0,0,0,0,5.24,0,15.38,0,0,0,0,2.49,0,0,2.46,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0
2014-10-01,0,12.89,2.74,0,0,1.97,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,3.41,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,2.47,0,0,0,2.05,0,0,2.04,0,2.67,0,0,0,0,0,0,0,4.87,0,14.85,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,4.4,0,0,0,0,0,3.19,0,0,0,0,0,0,0
2014-11-01,0,12.89,2.74,0,0,1.97,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,3.41,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,2.47,0,0,0,2.05,0,0,2.04,0,2.67,0,0,0,0,0,0,0,4.87,0,14.85,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,4.4,0,0,0,0,0,3.19,0,0,0,0,0,0,0
2014-12-01,0,12.89,2.74,0,0,1.97,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,3.41,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,2.47,0,0,0,2.05,0,0,2.04,0,2.67,0,0,0,0,0,0,0,4.87,0,14.85,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,4.4,0,0,0,0,0,3.19,0,0,0,0,0,0,0
2015-01-01,0,12.13,2.65,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,3.99,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,1.7,0,0,0,0,0,0,0,0,0,2.25,0,0,0,2.15,0,0,2.03,0,0,1.68,0,0,0,0,0,0,1.74,0,11.93,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,4.18,0,0,0,0,0,3.34,0,0,0,0,0,0,0
2015-02-01,0,12.13,2.65,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,3.99,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,1.7,0,0,0,0,0,0,0,0,0,2.25,0,0,0,2.15,0,0,2.03,0,0,1.68,0,0,0,0,0,0,1.74,0,11.93,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,4.18,0,0,0,0,0,3.34,0,0,0,0,0,0,0
2015-03-01,0,12.13,2.65,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,3.99,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,1.7,0,0,0,0,0,0,0,0,0,2.25,0,0,0,2.15,0,0,2.03,0,0,1.68,0,0,0,0,0,0,1.74,0,11.93,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,4.18,0,0,0,0,0,3.34,0,0,0,0,0,0,0
2015-04-01,0,11.84,2.75,0,0,3.27,0,0,0,0,0,1.97,0,0,0,0,0,0,0,2.15,0,0,0,0,0,4.3,0,0,0,0,0,4.38,0,0,0,6.35,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,3.38,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,2.01,0,1.7,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,3.49,0,0,0,0,0,0,0
2015-05-01,0,11.84,2.75,0,0,3.27,0,0,0,0,0,1.97,0,0,0,0,0,0,0,2.15,0,0,0,0,0,4.3,0,0,0,0,0,4.38,0,0,0,6.35,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,3.38,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,2.01,0,1.7,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,3.49,0,0,0,0,0,0,0
2015-06-01,0,11.84,2.75,0,0,3.27,0,0,0,0,0,1.97,0,0,0,0,0,0,0,2.15,0,0,0,0,0,4.3,0,0,0,0,0,4.38,0,0,0,6.35,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,3.38,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,2.01,0,1.7,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,3.49,0,0,0,0,0,0,0
2015-07-01,0,21.28,3.06,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,5.11,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,8.41,0,4.49,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,1.66,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,4.51,0,0,0,0,0,2.43,0,0,0,0,0,0,0
2015-08-01,0,21.28,3.06,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,5.11,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,8.41,0,4.49,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,1.66,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,4.51,0,0,0,0,0,2.43,0,0,0,0,0,0,0
2015-09-01,0,21.28,3.06,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,5.11,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,8.41,0,4.49,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,1.66,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,4.51,0,0,0,0,0,2.43,0,0,0,0,0,0,0
2015-10-01,0,12.39,1.82,0,0,5.96,0,2.4,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,6.73,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,2.2,0,8.87,0,3.25,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.37,0,0,0,0,4.42,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,7.8,0,0,0,0,0,2.52,0,0,0,0,0,0,0
2015-11-01,0,12.39,1.82,0,0,5.96,0,2.4,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,6.73,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,2.2,0,8.87,0,3.25,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.37,0,0,0,0,4.42,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,7.8,0,0,0,0,0,2.52,0,0,0,0,0,0,0
2015-12-01,0,12.39,1.82,0,0,5.96,0,2.4,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,6.73,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,2.2,0,8.87,0,3.25,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.37,0,0,0,0,4.42,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,7.8,0,0,0,0,0,2.52,0,0,0,0,0,0,0
2016-01-01,0,15.62,1.74,0,0,6.11,0,2.04,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,6.71,0,0,0,0,0,1.69,2.32,0,0,0,0,0,0,0,0,2.32,0,8.39,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,5.43,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,7.32,0,0,0,0,0,2.28,0,0,0,0,0,0,0
2016-02-01,0,15.62,1.74,0,0,6.11,0,2.04,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,6.71,0,0,0,0,0,1.69,2.32,0,0,0,0,0,0,0,0,2.32,0,8.39,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,5.43,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,7.32,0,0,0,0,0,2.28,0,0,0,0,0,0,0
2016-03-01,0,15.62,1.74,0,0,6.11,0,2.04,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,6.71,0,0,0,0,0,1.69,2.32,0,0,0,0,0,0,0,0,2.32,0,8.39,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,5.43,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,7.32,0,0,0,0,0,2.28,0,0,0,0,0,0,0
2016-04-01,0,12.55,1.87,0,0,7.33,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,6.78,0,0,0,0,4.58,0,0,0,0,0,1.72,2.26,0,0,0,0,0,0,0,0,2.47,0,9.33,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,6.64,0,0,0,0,0,2.34,0,0,0,0,0,0,1.69
2016-05-01,0,12.55,1.87,0,0,7.33,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,6.78,0,0,0,0,4.58,0,0,0,0,0,1.72,2.26,0,0,0,0,0,0,0,0,2.47,0,9.33,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,6.64,0,0,0,0,0,2.34,0,0,0,0,0,0,1.69
2016-06-01,0,12.55,1.87,0,0,7.33,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,6.78,0,0,0,0,4.58,0,0,0,0,0,1.72,2.26,0,0,0,0,0,0,0,0,2.47,0,9.33,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,6.64,0,0,0,0,0,2.34,0,0,0,0,0,0,1.69
2016-07-01,0,11.7,0,0,0,9.8,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,1.7,0,0,0,0,0,0,6.84,0,0,0,2.83,2.86,0,0,0,0,0,1.46,2.43,0,0,0,0,0,0,0,0,0,0,10.77,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,1.42,0,0,0,2.97,0,0,0,0,0,0,1.91
2016-08-01,0,11.7,0,0,0,9.8,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,1.7,0,0,0,0,0,0,6.84,0,0,0,2.83,2.86,0,0,0,0,0,1.46,2.43,0,0,0,0,0,0,0,0,0,0,10.77,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,1.42,0,0,0,2.97,0,0,0,0,0,0,1.91
2016-09-01,0,11.7,0,0,0,9.8,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,1.7,0,0,0,0,0,0,6.84,0,0,0,2.83,2.86,0,0,0,0,0,1.46,2.43,0,0,0,0,0,0,0,0,0,0,10.77,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,1.42,0,0,0,2.97,0,0,0,0,0,0,1.91
2016-10-01,0,14.07,0,0,0,10.98,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,2.09,0,0,0,1.21,0,0,5.87,0,0,0,2.62,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,9.59,0,5.07,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,1.7,0,0,0,4.86,0,0,0,0,0,0,0
2016-11-01,0,14.07,0,0,0,10.98,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,2.09,0,0,0,1.21,0,0,5.87,0,0,0,2.62,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,9.59,0,5.07,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,1.7,0,0,0,4.86,0,0,0,0,0,0,0
2016-12-01,0,14.07,0,0,0,10.98,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,2.09,0,0,0,1.21,0,0,5.87,0,0,0,2.62,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,9.59,0,5.07,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,1.7,0,0,0,4.86,0,0,0,0,0,0,0
